EpRewMean,ESSClassic,InitialBound,MaxIWNorm,MinIW,EpisodesSoFar,MeanIW,Bound,ESSRenyi,InitialReturnMin,ReturnStepMaxmin,ReturnStepMax,StdIWNorm,Iteration,TimestepsSoFar,InitialReturnMax,EpThisIter,Weights,MeanIWNorm,MaxIW,EpLenMean,InitialReturnMean,StdIW,MeanEntropy,MinIWNorm,J_sample_variance,ReturnMeanIW,InitialReturnStd,EmpiricalD2,TimeElapsed
-84.0,24.545664,-85.005035,0.027069598,0.0005241254,15400,0.31398165,-35.37244,0.8005712,-100.0,,100.0,0.005505021,154,1509234,100.0,100,[-0.155  0.181  0.202 ...  0.088 -0.37  -0.427],0.003139817,2.70696,84.23,-84.0,0.5505021,2.0719616,5.241254e-06,2251.6362,-24.139786,39.293766,124.91081,5189.906126737595
-89.0,11.009819,-90.005035,0.10582533,0.00038544627,15500,0.40653974,-39.515587,0.7948288,-100.0,,100.0,0.011558034,155,1517947,,100,[-0.155  0.181  0.202 ...  0.085 -0.34  -0.426],0.0040653977,10.582533,87.13,-89.0,1.1558034,2.0458972,3.8544626e-06,2941.7305,-28.242428,31.288975,125.81326,5223.29003405571
-90.0,15.728175,-91.005035,0.06362384,0.00017214254,15600,0.39268625,-36.15822,0.5864328,-100.0,,100.0,0.009089661,156,1526852,,100,[-0.155  0.181  0.202 ...  0.085 -0.348 -0.444],0.0039268625,6.3623843,89.05,-90.0,0.9089662,2.0349154,1.7214253e-06,1948.8282,-23.034004,30.0,170.52252,5255.418915510178
-93.0,16.831768,-94.005035,0.059761524,0.00037119334,15700,0.41088036,-42.62638,1.6532328,-100.0,,100.0,0.009133332,157,1535361,,100,[-0.156  0.181  0.202 ...  0.082 -0.342 -0.461],0.0041088033,5.9761524,85.09,-93.0,0.91333324,1.9716963,3.7119332e-06,5296.7593,-34.809826,25.514702,60.48755,5289.375004529953
-89.0,12.590249,-90.005035,0.13041355,0.0007436221,15800,0.6243427,-45.36019,1.2800272,-100.0,,100.0,0.016450752,158,1544624,,100,[-0.156  0.181  0.202 ...  0.077 -0.367 -0.499],0.0062434254,13.041355,92.63,-89.0,1.6450752,1.9703938,7.4362206e-06,4829.8345,-36.47692,31.288975,78.123344,5323.51148891449
-91.0,15.808029,-92.005035,0.044732604,1.0103985e-05,15900,0.27345538,-38.18304,0.47732842,-100.0,,100.0,0.0063107777,159,1553622,,100,[-0.156  0.181  0.203 ...  0.074 -0.369 -0.498],0.0027345538,4.4732604,89.98,-91.0,0.6310778,1.9570148,1.01039845e-07,3322.774,-23.636032,28.618176,209.49936,5358.182865619659
-87.0,29.89123,-88.005035,0.031515352,0.00039972807,16000,0.31833643,-32.666397,1.6721771,-100.0,,100.0,0.0048752916,160,1562541,,100,[-0.156  0.181  0.203 ...  0.077 -0.374 -0.507],0.0031833642,3.1515353,89.19,-87.0,0.48752922,1.9514796,3.9972806e-06,1508.3164,-24.894245,33.630344,59.80228,5390.685043334961
-90.0,23.75498,-91.005035,0.038077734,0.00010489998,16100,0.4183202,-44.732567,1.0776298,-100.0,,100.0,0.007494407,161,1571353,,100,[-0.156  0.181  0.203 ...  0.077 -0.374 -0.512],0.0041832016,3.8077734,88.12,-90.0,0.7494407,1.9326167,1.0489997e-06,4923.0586,-35.050957,30.0,92.79624,5423.810688018799
-93.0,19.923336,-94.005035,0.04298446,0.00074174517,16200,0.35636103,-44.39568,1.1457869,-100.0,,100.0,0.007144341,162,1580513,,100,[-0.156  0.181  0.203 ...  0.081 -0.389 -0.516],0.0035636104,4.298446,91.6,-93.0,0.7144342,1.9102398,7.4174513e-06,5192.563,-35.00644,25.514702,87.27627,5457.007534265518
-91.0,28.812323,-92.005035,0.020120187,0.00014864643,16300,0.24906473,-29.444199,0.9618519,-100.0,,100.0,0.0039149434,163,1589518,,100,[-0.155  0.181  0.202 ...  0.08  -0.386 -0.541],0.0024906474,2.0120187,90.05,-91.0,0.39149433,1.9040279,1.4864643e-06,1156.4613,-19.196453,28.618176,103.96611,5495.512364149094
-96.0,20.000298,-97.005035,0.042702217,0.0012481636,16400,0.25903824,-39.29583,0.5529606,-100.0,,100.0,0.0051807174,164,1598515,,100,[-0.156  0.181  0.202 ...  0.084 -0.381 -0.553],0.0025903825,4.2702217,89.97,-96.0,0.5180718,1.9338471,1.2481636e-05,2716.5913,-25.780231,19.595919,180.84473,5531.034571886063
-92.0,20.998966,-93.005035,0.054774556,0.00045006434,16500,0.4997086,-54.75895,1.2154709,-100.0,,100.0,0.009692465,165,1608393,,100,[-0.156  0.181  0.203 ...  0.087 -0.364 -0.54 ],0.004997086,5.4774556,98.78,-92.0,0.9692465,1.9333413,4.500643e-06,9304.132,-45.642826,27.12932,82.27264,5566.294790267944
-86.0,11.466633,-87.005035,0.1094211,8.401944e-05,16600,0.51102954,-34.955833,0.8059103,-100.0,,100.0,0.014199777,166,1617723,,100,[-0.156  0.181  0.203 ...  0.091 -0.357 -0.548],0.005110295,10.94211,93.3,-86.0,1.4199777,1.8932959,8.401944e-07,3090.0518,-23.760448,34.698704,124.08329,5598.778794765472
-92.0,10.637,-93.005035,0.14274435,0.00027707135,16700,0.636932,-51.773365,0.48922652,-100.0,,100.0,0.018461304,167,1626852,,100,[-0.156  0.18   0.203 ...  0.094 -0.372 -0.573],0.00636932,14.274435,91.29,-92.0,1.8461303,1.9036405,2.7707133e-06,12059.932,-37.404335,27.12932,204.4043,5630.298871040344
-90.0,24.826275,-91.005035,0.031967696,0.0006045599,16800,0.29200238,-37.93998,0.8715947,-100.0,,100.0,0.0050811693,168,1636285,,100,[-0.156  0.181  0.202 ...  0.092 -0.378 -0.556],0.0029200234,3.1967697,94.33,-90.0,0.50811696,1.8926626,6.045599e-06,2621.2012,-27.174707,30.0,114.73222,5664.814823150635
-90.0,19.491196,-91.005035,0.051240195,0.003219626,16900,0.42572227,-48.55511,1.3633484,-100.0,,100.0,0.008652246,169,1645556,,100,[-0.156  0.181  0.203 ...  0.097 -0.387 -0.558],0.004257223,5.1240196,92.71,-90.0,0.8652246,1.9112153,3.2196258e-05,7648.1143,-39.94757,30.0,73.34882,5698.382809877396
-92.0,23.893957,-93.005035,0.0240883,5.000884e-05,17000,0.27136502,-38.502632,0.6470418,-100.0,,100.0,0.0048430543,170,1655006,,100,[-0.156  0.181  0.203 ...  0.094 -0.381 -0.546],0.0027136498,2.4088302,94.5,-92.0,0.4843055,1.9231637,5.000884e-07,2382.1028,-26.008207,27.12932,154.54951,5734.134355545044
-93.0,21.657095,-94.005035,0.07450433,0.0007784851,17100,0.49978566,-56.728146,1.229862,-100.0,,100.0,0.009505686,171,1664328,,100,[-0.156  0.18   0.203 ...  0.095 -0.365 -0.549],0.0049978564,7.4504333,93.22,-93.0,0.9505686,1.9297042,7.784851e-06,9178.069,-47.665516,25.514702,81.30994,5767.226851940155
-90.0,12.472816,-91.005035,0.07718349,3.7192895e-06,17200,0.3534906,-38.172195,0.48094514,-100.0,,100.0,0.0093641225,172,1673871,,100,[-0.155  0.181  0.203 ...  0.095 -0.371 -0.537],0.0035349063,7.7183495,95.43,-90.0,0.93641233,1.9404957,3.7192894e-08,3076.3445,-23.679987,30.0,207.92392,5800.526738643646
-97.0,16.610212,-98.005035,0.06348855,2.7283935e-05,17300,0.45571664,-58.607033,0.3738839,-100.0,,100.0,0.010210892,173,1683666,,100,[-0.155  0.18   0.203 ...  0.093 -0.358 -0.539],0.0045571662,6.3488555,97.95,-97.0,1.0210893,1.9182228,2.7283934e-07,9677.438,-42.170357,17.058722,267.4627,5830.4109218120575
-92.0,27.784367,-93.005035,0.031251337,8.964471e-05,17400,0.28346196,-37.947483,0.92057836,-100.0,,100.0,0.004569936,174,1693237,,100,[-0.155  0.18   0.203 ...  0.089 -0.353 -0.567],0.0028346193,3.125134,95.71,-92.0,0.45699364,1.9381658,8.964471e-07,2128.7007,-27.47253,27.12932,108.627365,5862.364347934723
-90.0,26.615583,-91.005035,0.036060616,0.0010509369,17500,0.36301434,-46.34499,0.6445722,-100.0,,100.0,0.006027784,175,1703462,100.0,100,[-0.154  0.18   0.203 ...  0.089 -0.346 -0.554],0.0036301434,3.6060617,102.25,-90.0,0.60277843,1.9313252,1.0509369e-05,3618.8376,-33.826653,33.16625,155.14166,5899.080503702164
-93.0,33.886803,-94.005035,0.021894982,0.00030289128,17600,0.3109519,-38.563934,1.0235658,-100.0,,100.0,0.0043433215,176,1713226,,100,[-0.155  0.18   0.203 ...  0.086 -0.35  -0.556],0.0031095187,2.1894982,97.64,-93.0,0.43433213,1.9401773,3.0289127e-06,1825.8193,-28.629929,25.514702,97.69768,5931.174711704254
-91.0,8.841939,-92.005035,0.13788663,5.6763718e-05,17700,0.44776368,-40.08359,0.67470855,-100.0,,100.0,0.014377143,177,1722630,,100,[-0.155  0.181  0.203 ...  0.09  -0.341 -0.557],0.0044776364,13.788664,94.04,-91.0,1.4377145,1.9658855,5.676372e-07,2616.2434,-27.84802,28.618176,148.21214,5970.706846237183
-93.0,25.7237,-94.005035,0.035250723,0.0013527998,17800,0.34070113,-43.011097,0.87705505,-100.0,,100.0,0.005789379,178,1731591,,100,[-0.155  0.181  0.203 ...  0.085 -0.32  -0.552],0.0034070113,3.5250726,89.61,-93.0,0.57893795,1.9472499,1.3527998e-05,3419.2998,-32.279385,25.514702,114.01793,6001.758853673935
-89.0,22.43853,-90.005035,0.038276397,0.0006869881,17900,0.3150849,-35.405235,1.1830232,-100.0,,100.0,0.005858055,179,1740966,,100,[-0.155  0.181  0.203 ...  0.088 -0.324 -0.566],0.0031508494,3.8276396,93.75,-89.0,0.58580554,1.9547558,6.869881e-06,3025.5657,-26.164944,31.288975,84.5292,6029.068827152252
-92.0,6.6027737,-93.005035,0.18946274,0.00012827376,18000,0.51621544,-41.395782,0.83244,-100.0,,100.0,0.019414881,180,1750246,,100,[-0.155  0.181  0.203 ...  0.089 -0.295 -0.588],0.0051621543,18.946274,92.8,-92.0,1.9414883,1.947594,1.2827376e-06,3397.9167,-30.38024,27.12932,120.12878,6058.339470386505
-89.0,18.098108,-90.005035,0.054522686,0.000643235,18100,0.3853051,-46.364895,0.9987602,-100.0,,100.0,0.008196628,181,1759062,,100,[-0.155  0.181  0.203 ...  0.087 -0.293 -0.597],0.0038530505,5.4522686,88.16,-89.0,0.81966275,1.9411538,6.43235e-06,6828.935,-36.30828,31.288975,100.12413,6090.386702537537
-91.0,30.647867,-92.005035,0.018095067,0.00056667277,18200,0.2558032,-34.78148,0.86440694,-100.0,,100.0,0.003848006,182,1767417,,100,[-0.155  0.181  0.202 ...  0.085 -0.291 -0.605],0.0025580316,1.8095068,83.55,-91.0,0.38480058,1.9239064,5.6667277e-06,1503.0726,-23.971539,28.618176,115.68626,6127.002530813217
-93.0,24.460213,-94.005035,0.03640826,0.0011309417,18300,0.3416582,-42.989536,0.98546714,-100.0,,100.0,0.0060041235,183,1775857,,100,[-0.155  0.181  0.203 ...  0.086 -0.299 -0.615],0.003416582,3.640826,84.4,-93.0,0.60041237,1.9443524,1.1309417e-05,3671.6467,-32.865322,25.514702,101.47472,6157.731217384338
-88.0,16.413805,-89.005035,0.06372616,7.996757e-05,18400,0.43429646,-49.868908,0.73557043,-100.0,,100.0,0.009800515,184,1784820,,100,[-0.155  0.181  0.203 ...  0.088 -0.286 -0.607],0.0043429644,6.372616,89.63,-88.0,0.9800515,1.9481792,7.9967566e-07,8937.945,-38.150455,32.496155,135.94891,6190.362799882889
-98.0,18.505377,-99.005035,0.047076788,0.00034354563,18500,0.37343952,-51.19641,0.5054263,-100.0,,100.0,0.007836747,185,1793935,,100,[-0.155  0.181  0.203 ...  0.091 -0.276 -0.614],0.0037343951,4.707679,91.15,-98.0,0.78367466,1.9697431,3.4354562e-06,6219.078,-37.059536,14.0,197.8528,6222.458770036697
-92.0,19.406698,-93.005035,0.04522221,0.0006107519,18600,0.31110135,-37.719887,1.1335744,-100.0,,100.0,0.0063398,186,1803200,,100,[-0.156  0.181  0.203 ...  0.095 -0.272 -0.596],0.0031110137,4.522221,92.65,-92.0,0.63398004,1.9397672,6.107519e-06,3903.749,-28.280207,27.12932,88.21653,6259.818864583969
-89.0,13.151032,-90.005035,0.060675953,5.3282485e-05,18700,0.30331117,-39.500866,0.70874125,-100.0,,100.0,0.0077945455,187,1811837,,100,[-0.156  0.181  0.203 ...  0.095 -0.288 -0.61 ],0.003033112,6.0675955,86.37,-89.0,0.7794545,1.9059342,5.3282486e-07,6063.5493,-27.562674,31.288975,141.09521,6296.870659828186
-92.0,21.903236,-93.005035,0.041670322,0.000137943,18800,0.2799802,-41.28092,0.5308044,-100.0,,100.0,0.0052867616,188,1820387,,100,[-0.156  0.181  0.203 ...  0.095 -0.304 -0.628],0.0027998022,4.1670322,85.5,-92.0,0.52867615,1.9182397,1.37943e-06,2840.8457,-27.486126,27.12932,188.39333,6331.932647943497
-89.0,20.561531,-90.005035,0.06313973,0.00058424624,18900,0.44128227,-27.275871,1.7419816,-100.0,,100.0,0.008673697,189,1828784,100.0,100,[-0.156  0.181  0.203 ...  0.096 -0.308 -0.612],0.004412823,6.313973,83.97,-89.0,0.8673696,1.9374996,5.842462e-06,6031.317,-19.661036,34.33657,57.405888,6358.968278169632
-88.0,14.099951,-89.005035,0.088754416,0.00052191375,19000,0.4319811,-38.263283,1.7075553,-100.0,,100.0,0.010662342,190,1838044,,100,[-0.157  0.18   0.204 ...  0.098 -0.244 -0.656],0.0043198103,8.875442,92.6,-88.0,1.0662342,1.9124398,5.2191376e-06,4040.0186,-30.57207,32.496155,58.563255,6394.71084189415
-94.0,21.790956,-95.005035,0.027549475,0.00067898637,19100,0.2464383,-35.726395,0.7016785,-100.0,,100.0,0.004668727,191,1846530,,100,[-0.157  0.18   0.204 ...  0.098 -0.266 -0.659],0.0024643827,2.7549477,84.86,-94.0,0.46687275,1.915055,6.7898636e-06,2227.2039,-23.728271,23.748684,142.51541,6432.950551271439
-88.0,30.633238,-89.005035,0.027443102,0.00049524906,19200,0.3359493,-39.93384,1.2302316,-100.0,,100.0,0.0050553707,192,1854990,,100,[-0.157  0.18   0.204 ...  0.101 -0.246 -0.677],0.0033594926,2.7443101,84.6,-88.0,0.5055371,1.9159482,4.9524906e-06,2624.204,-30.872574,32.496155,81.28551,6461.450869560242
-98.0,32.990246,-99.005035,0.027691562,0.00080256024,19300,0.36995435,-47.606697,0.89026165,-100.0,,100.0,0.0052725947,193,1863623,,100,[-0.157  0.18   0.204 ...  0.103 -0.247 -0.675],0.0036995432,2.7691562,86.33,-98.0,0.52725947,1.9160991,8.025602e-06,2811.012,-36.954884,14.0,112.32653,6494.422356128693
-94.0,15.150873,-95.005035,0.074607834,0.0007475816,19400,0.36081842,-46.85083,0.6924911,-100.0,,100.0,0.008538734,194,1872620,,100,[-0.158  0.18   0.204 ...  0.105 -0.238 -0.683],0.0036081842,7.460784,89.97,-94.0,0.85387343,1.9065814,7.475816e-06,7375.1094,-34.773376,23.748684,144.40619,6528.887598991394
-93.0,19.940762,-94.005035,0.049610544,0.0006141615,19500,0.39405546,-51.3246,0.56223685,-100.0,,100.0,0.007895728,195,1881666,,100,[-0.157  0.18   0.204 ...  0.106 -0.245 -0.686],0.003940554,4.9610543,90.46,-93.0,0.78957283,1.902345,6.141615e-06,6299.4395,-37.920963,25.514702,177.861,6561.395174503326
-89.0,29.099787,-90.005035,0.027560195,0.0011560384,19600,0.2648146,-33.86258,1.0150974,-100.0,,100.0,0.0041335267,196,1890442,,100,[-0.158  0.18   0.204 ...  0.111 -0.253 -0.683],0.002648146,2.7560196,87.76,-89.0,0.41335267,1.9061857,1.1560383e-05,1708.7231,-23.887218,31.288975,98.51272,6588.919298887253
-94.0,5.682139,-95.005035,0.1203546,5.9028698e-05,19700,0.3019047,-27.325111,0.9934031,-100.0,,100.0,0.012300164,197,1899051,,100,[-0.158  0.18   0.204 ...  0.107 -0.249 -0.682],0.0030190467,12.03546,86.09,-94.0,1.2300165,1.8622187,5.9028696e-07,1245.2615,-17.241419,23.748684,100.66407,6619.185489177704
-89.0,18.599043,-90.005035,0.06170456,0.0023185762,19800,0.42083275,-35.061745,0.9627903,-100.0,,100.0,0.008803979,198,1907626,,100,[-0.157  0.181  0.203 ...  0.11  -0.265 -0.711],0.0042083277,6.1704564,85.75,-89.0,0.88039786,1.8688195,2.3185761e-05,1682.3213,-24.818996,31.288975,103.86478,6652.529812812805
-88.0,7.1456494,-89.005035,0.27322868,0.00024161315,19900,0.76280296,-50.52793,0.9166237,-100.0,,100.0,0.027497465,199,1917118,100.0,100,[-0.157  0.181  0.203 ...  0.109 -0.258 -0.712],0.0076280297,27.322868,94.92,-88.0,2.7497466,1.865166,2.4161313e-06,3491.8687,-40.030407,35.44009,109.09602,6681.496885061264
-91.0,31.029455,-92.005035,0.02602374,0.00033952444,20000,0.33771434,-44.19556,0.7281817,-100.0,,100.0,0.0050349394,200,1925488,,100,[-0.156  0.181  0.203 ...  0.107 -0.258 -0.715],0.0033771438,2.602374,83.7,-91.0,0.50349396,1.9051936,3.3952444e-06,2604.9207,-32.417805,28.618176,137.32835,6712.518726348877
-97.0,23.856207,-98.005035,0.03886108,0.00033057245,20100,0.39467135,-48.575157,0.9019785,-100.0,,100.0,0.007051024,201,1934127,,100,[-0.157  0.181  0.203 ...  0.11  -0.227 -0.706],0.003946714,3.8861082,86.39,-97.0,0.7051024,1.8711582,3.3057245e-06,4978.7104,-37.992752,17.058722,110.867386,6736.637263059616
-93.0,30.286247,-94.005035,0.030973947,0.00026410638,20200,0.38965195,-44.620888,1.0054135,-100.0,,100.0,0.005911713,202,1943313,,100,[-0.157  0.181  0.203 ...  0.112 -0.247 -0.72 ],0.0038965195,3.0973947,91.86,-93.0,0.59117126,1.9001378,2.6410637e-06,2747.3167,-34.597603,25.514702,99.46156,6766.931826353073
-91.0,19.060476,-92.005035,0.036872584,0.00032202352,20300,0.31304395,-31.437363,1.6213624,-100.0,,100.0,0.006450877,203,1952268,,100,[-0.157  0.181  0.203 ...  0.108 -0.23  -0.708],0.0031304394,3.6872585,89.55,-91.0,0.6450878,1.8845066,3.2202352e-06,2837.3872,-23.544357,28.618176,61.676525,6796.940960884094
-94.0,3.4431732,-95.005035,0.36169174,0.00020618233,20400,0.6861901,-42.869976,0.6467013,-100.0,,100.0,0.03633762,204,1961663,,100,[-0.157  0.181  0.203 ...  0.11  -0.227 -0.726],0.0068619014,36.169174,93.95,-94.0,3.6337621,1.8554634,2.0618234e-06,4685.077,-30.372263,23.748684,154.6309,6828.610656738281
-97.0,21.451536,-98.005035,0.03217521,9.647126e-05,20500,0.29710108,-40.190434,0.810353,-100.0,,100.0,0.005685175,205,1970945,,100,[-0.156  0.181  0.203 ...  0.111 -0.256 -0.726],0.0029710107,3.2175212,92.82,-97.0,0.56851757,1.8440915,9.647126e-07,3284.1863,-29.02578,17.058722,123.403015,6863.382846593857
-90.0,10.202884,-91.005035,0.15396142,5.7698373e-05,20600,0.6668086,-44.164272,0.9068219,-100.0,,100.0,0.019782033,206,1980659,,100,[-0.156  0.181  0.203 ...  0.113 -0.262 -0.732],0.0066680866,15.396143,97.14,-90.0,1.9782034,1.862648,5.769837e-07,4222.3486,-33.61017,30.0,110.27524,6894.359193325043
-94.0,26.17297,-95.005035,0.05273754,0.0002498671,20700,0.41424137,-48.911396,1.0670853,-100.0,,100.0,0.0069572018,207,1990134,,100,[-0.157  0.181  0.203 ...  0.115 -0.261 -0.714],0.0041424134,5.273754,94.75,-94.0,0.69572026,1.8381681,2.498671e-06,4922.023,-39.182068,23.748684,93.71323,6928.065205335617
-93.0,29.986652,-94.005035,0.02224924,0.0007828333,20800,0.29403317,-35.924046,0.9158768,-100.0,,100.0,0.004492858,208,1999623,,100,[-0.157  0.181  0.203 ...  0.117 -0.283 -0.716],0.0029403314,2.224924,94.89,-93.0,0.44928584,1.8291686,7.828333e-06,1740.2557,-25.422243,25.514702,109.18499,6959.5808029174805
-91.0,23.192461,-92.005035,0.04823028,0.0012049327,20900,0.34645158,-40.806717,0.6817193,-100.0,,100.0,0.006304796,209,2009673,,100,[-0.157  0.181  0.203 ...  0.121 -0.297 -0.712],0.0034645158,4.823028,100.5,-91.0,0.6304795,1.834961,1.2049327e-05,3358.7922,-28.63422,28.618176,146.68794,6993.667425394058
-95.0,7.814642,-96.005035,0.10019517,6.454576e-05,21000,0.30161104,-29.530087,0.93327826,-100.0,,100.0,0.010359138,210,2019115,,100,[-0.157  0.181  0.203 ...  0.12  -0.29  -0.713],0.0030161107,10.019517,94.42,-95.0,1.035914,1.8095496,6.454576e-07,1150.6051,-19.12665,21.794495,107.14918,7026.977095365524
-93.0,32.41727,-94.005035,0.022350932,0.00072692486,21100,0.2963715,-39.813957,0.8903961,-100.0,,100.0,0.0042792344,211,2028401,,100,[-0.158  0.181  0.204 ...  0.122 -0.295 -0.733],0.002963715,2.235093,92.86,-93.0,0.42792344,1.8274316,7.2692483e-06,1869.9003,-29.162947,25.514702,112.30956,7057.683046579361
-91.0,28.111603,-92.005035,0.026574586,0.0001350209,21200,0.3365485,-42.855743,0.74665934,-100.0,,100.0,0.005381883,212,2038300,,100,[-0.158  0.181  0.204 ...  0.12  -0.271 -0.739],0.003365485,2.6574585,98.99,-91.0,0.53818834,1.8193401,1.350209e-06,2857.9727,-31.224636,28.618176,133.92989,7096.151135921478
-90.0,15.717439,-91.005035,0.037389286,8.064889e-05,21300,0.28168523,-41.591797,0.4470825,-100.0,,100.0,0.00652292,213,2047698,,100,[-0.159  0.181  0.204 ...  0.123 -0.273 -0.745],0.0028168526,3.7389288,93.98,-90.0,0.652292,1.8397622,8.0648886e-07,4322.406,-26.560774,30.0,223.67236,7128.467709064484
-91.0,27.036781,-92.005035,0.020558862,6.764273e-05,21400,0.2073174,-31.788853,0.5584662,-100.0,,100.0,0.0034057298,214,2057816,,100,[-0.159  0.18   0.204 ...  0.127 -0.253 -0.746],0.0020731739,2.0558863,101.18,-91.0,0.340573,1.8203291,6.764273e-07,1178.4474,-18.340038,28.618176,179.06187,7163.398842096329
-90.0,34.508236,-91.005035,0.025318164,0.00017857672,21500,0.35529912,-42.149727,1.218167,-100.0,,100.0,0.0048947004,215,2068534,,100,[-0.159  0.18   0.204 ...  0.132 -0.257 -0.76 ],0.0035529912,2.5318165,107.18,-90.0,0.4894701,1.8122133,1.7857672e-06,2274.9675,-33.043697,30.0,82.09055,7196.343487501144
-89.0,23.966118,-90.005035,0.043598223,0.0007305683,21600,0.33589485,-37.588615,0.8928341,-100.0,,100.0,0.0059828497,216,2078804,,100,[-0.159  0.18   0.204 ...  0.131 -0.264 -0.762],0.0033589483,4.3598223,102.7,-89.0,0.59828496,1.8156943,7.305683e-06,1936.5054,-26.95216,31.288975,112.002884,7226.539348125458
-91.0,25.326744,-92.005035,0.03295233,7.928414e-05,21700,0.41900647,-38.709274,0.8407448,-100.0,,100.0,0.007194715,217,2089054,,100,[-0.159  0.18   0.204 ...  0.129 -0.255 -0.767],0.004190064,3.2952332,102.5,-91.0,0.7194716,1.8414494,7.928414e-07,2390.7605,-27.74827,28.618176,118.94216,7258.863103866577
-89.0,20.929672,-90.005035,0.063052006,0.0009443781,21800,0.48956594,-39.285015,2.428002,-100.0,,100.0,0.009515612,218,2099428,100.0,100,[-0.158  0.18   0.204 ...  0.128 -0.256 -0.741],0.004895659,6.305201,103.74,-89.0,0.9515613,1.8430512,9.443781e-06,4327.3516,-32.83504,34.33657,41.186127,7296.466829299927
-92.0,26.007631,-93.005035,0.05731121,0.002203805,21900,0.5231844,-54.810104,1.5387014,-100.0,,100.0,0.008824658,219,2109183,,100,[-0.158  0.18   0.204 ...  0.132 -0.242 -0.753],0.0052318443,5.731121,97.55,-92.0,0.88246584,1.8436848,2.2038048e-05,7627.4727,-46.707863,27.12932,64.98987,7335.366756677628
-90.0,31.168861,-91.005035,0.030670958,0.0009576946,22000,0.43310028,-47.684124,1.4176059,-100.0,,100.0,0.006436065,220,2119613,,100,[-0.157  0.18   0.204 ...  0.128 -0.245 -0.749],0.004331003,3.0670958,104.3,-90.0,0.64360654,1.8551439,9.576946e-06,4140.4663,-39.242916,30.0,70.541466,7370.111969709396
-91.0,33.283607,-92.005035,0.026855886,0.0001524505,22100,0.3868631,-41.321552,1.2356709,-100.0,,100.0,0.005477197,221,2129740,,100,[-0.157  0.18   0.204 ...  0.127 -0.244 -0.739],0.0038686309,2.6855886,101.27,-91.0,0.5477197,1.8424922,1.524505e-06,2403.2861,-32.28025,28.618176,80.9277,7404.6500561237335
-96.0,20.81366,-97.005035,0.02873578,0.0001205747,22200,0.23820065,-36.389923,0.5980724,-100.0,,100.0,0.0046461555,222,2139464,,100,[-0.158  0.18   0.204 ...  0.13  -0.255 -0.741],0.0023820065,2.873578,97.24,-96.0,0.46461558,1.8319647,1.205747e-06,2189.9102,-23.39405,19.595919,167.20384,7439.628022909164
-87.0,16.995003,-88.005035,0.065177985,0.0013861503,22300,0.46616748,-44.268745,0.7298747,-100.0,,100.0,0.010302283,223,2149315,,100,[-0.157  0.18   0.204 ...  0.126 -0.261 -0.745],0.0046616746,6.517799,98.51,-87.0,1.0302284,1.8353083,1.3861502e-05,4888.919,-32.504658,33.630344,137.00983,7471.9567091465
-87.0,28.643301,-88.005035,0.01925348,0.00014223413,22400,0.21173696,-32.001423,0.56948006,-100.0,,100.0,0.0033419698,224,2159769,,100,[-0.157  0.18   0.204 ...  0.128 -0.244 -0.759],0.0021173693,1.925348,104.54,-87.0,0.334197,1.8155003,1.4223413e-06,1109.2892,-18.683296,33.630344,175.59877,7508.362600803375
-92.0,20.08034,-93.005035,0.03205613,0.0005751151,22500,0.30335343,-35.103622,1.084954,-100.0,,100.0,0.0060518784,225,2169126,,100,[-0.157  0.18   0.203 ...  0.123 -0.258 -0.764],0.0030335346,3.2056131,93.57,-92.0,0.6051879,1.7988236,5.7511506e-06,2736.8523,-25.454746,27.12932,92.16981,7541.146581172943
-86.0,13.095009,-87.005035,0.060286622,0.000105472864,22600,0.27606294,-34.5996,0.47199568,-100.0,,100.0,0.0071117673,226,2178775,100.0,100,[-0.157  0.181  0.204 ...  0.118 -0.267 -0.772],0.0027606292,6.028662,96.49,-86.0,0.71117675,1.779572,1.0547286e-06,1741.8965,-19.970646,37.46999,211.86635,7570.034858226776
-85.0,20.700508,-86.005035,0.029110974,0.00019356667,22700,0.24516188,-30.990429,0.7811286,-100.0,,100.0,0.0047984133,227,2188664,,100,[-0.157  0.181  0.204 ...  0.114 -0.283 -0.775],0.0024516187,2.9110975,98.89,-85.0,0.47984132,1.7756662,1.9356667e-06,1628.125,-19.618841,35.70714,128.0199,7602.151928424835
-86.0,17.440094,-87.005035,0.06577851,0.002839694,22800,0.3331334,-34.698296,0.72011316,-100.0,,100.0,0.0072481693,228,2197825,100.0,100,[-0.156  0.181  0.204 ...  0.112 -0.293 -0.77 ],0.0033313334,6.5778513,91.61,-86.0,0.7248171,1.7779647,2.839694e-05,1313.9098,-22.854742,37.46999,138.86707,7635.030676841736
-83.0,17.614658,-84.005035,0.06513766,0.0005391141,22900,0.45100012,-37.818367,0.84847385,-100.0,,100.0,0.009753592,229,2207100,100.0,100,[-0.156  0.181  0.204 ...  0.111 -0.291 -0.769],0.0045100013,6.5137663,92.75,-83.0,0.9753592,1.7750483,5.3911413e-06,2787.6519,-26.907404,40.137264,117.85867,7665.538594961166
-87.0,24.109154,-88.005035,0.039451987,0.0012557788,23000,0.28899124,-36.163403,0.9766143,-100.0,,100.0,0.0051272963,230,2216112,,100,[-0.157  0.181  0.204 ...  0.112 -0.289 -0.774],0.002889912,3.9451988,90.12,-87.0,0.51272964,1.8138115,1.2557788e-05,2616.3167,-25.993404,33.630344,102.39457,7695.434872865677
