EpLenMean,ReturnStepMaxmin,StdIW,EpRewMean,MaxIW,ESSClassic,InitialBound,J_sample_variance,StdIWNorm,EmpiricalD2,Bound,ReturnStepMax,MinIW,InitialReturnMean,InitialReturnMax,MeanIWNorm,ReturnMeanIW,MeanIW,MaxIWNorm,TimeElapsed,MeanEntropy,EpThisIter,InitialReturnStd,MinIWNorm,Iteration,EpisodesSoFar,ESSRenyi,Weights,InitialReturnMin,TimestepsSoFar
157.6,,0.78887105,-89.0,5.168891,23.987219,-90.005035,3932.0693,0.007888709,33.796135,-40.6852,100.0,0.0042201825,-89.0,,0.0044315187,-34.84247,0.44315192,0.05168891,5805.1736443042755,2.3947327,100,31.288975,4.2201824e-05,154,15400,2.9589183,[ 0.185  0.136  0.073 ... -0.37  -0.164 -0.277],-100.0,1954881
163.19,,0.3983451,-95.0,1.9467783,33.911964,-96.005035,1623.6124,0.003983451,224.16049,-42.900352,100.0,0.0005785392,-95.0,,0.0028534783,-27.852938,0.28534785,0.019467782,5850.677504777908,2.3828092,100,21.794495,5.785392e-06,155,15500,0.44610894,[ 0.185  0.136  0.073 ... -0.372 -0.163 -0.28 ],-100.0,1971200
144.52,,2.252919,-93.0,22.054125,8.905448,-94.005035,4852.3174,0.022529189,27.918264,-52.782066,100.0,0.0031770356,-93.0,,0.007044128,-47.471672,0.7044128,0.22054124,5888.979448080063,2.3669298,100,25.514702,3.1770356e-05,156,15600,3.5818846,[ 0.185  0.136  0.073 ... -0.371 -0.168 -0.287],-100.0,1985652
141.34,,0.61285454,-95.0,3.887811,27.774845,-96.005035,3750.7383,0.0061285454,82.443985,-45.657063,100.0,0.0002860937,-95.0,,0.0038004846,-36.531452,0.38004848,0.03887811,5933.361341953278,2.3516135,100,21.794495,2.860937e-06,157,15700,1.2129447,[ 0.185  0.136  0.073 ... -0.37  -0.171 -0.3  ],-100.0,1999786
127.49,,0.7978342,-98.0,5.1617165,26.937372,-99.005035,6437.196,0.007978342,85.241905,-57.642944,100.0,0.00020228699,-98.0,,0.004844429,-48.363777,0.4844429,0.051617164,5976.349267959595,2.347916,100,14.0,2.02287e-06,158,15800,1.173132,[ 0.185  0.136  0.073 ... -0.37  -0.168 -0.318],-100.0,2012535
109.18,,0.54154044,-95.0,2.9923577,24.595457,-96.005035,2925.4744,0.0054154047,206.35284,-43.07244,100.0,0.0002831816,-95.0,,0.0030928552,-28.635084,0.30928552,0.029923577,6010.598675489426,2.3473964,100,21.794495,2.8318161e-06,159,15900,0.48460683,[ 0.185  0.136  0.073 ... -0.37  -0.168 -0.322],-100.0,2023453
128.64,,0.6684611,-97.0,4.4754233,47.473087,-98.005035,2898.0215,0.006684611,25.174162,-62.177868,100.0,0.007925526,-97.0,,0.006354903,-57.135204,0.63549036,0.044754233,6049.5899310112,2.3427904,100,17.058722,7.925526e-05,160,16000,3.972327,[ 0.185  0.136  0.073 ... -0.37  -0.164 -0.326],-100.0,2036317
137.83,,0.6200312,-94.0,3.94598,34.22534,-95.005035,3946.7976,0.0062003117,128.39081,-53.211433,100.0,8.114596e-05,-94.0,,0.00447258,-41.823383,0.447258,0.0394598,6089.841468811035,2.350807,100,23.748684,8.114596e-07,161,16100,0.77887195,[ 0.185  0.136  0.073 ... -0.369 -0.17  -0.325],-100.0,2050100
151.19,,0.4893659,-98.0,2.5973902,50.7857,-99.005035,2440.8687,0.004893659,45.71097,-56.24495,100.0,0.00055391894,-98.0,,0.004971171,-49.449898,0.49711716,0.025973901,6127.529573917389,2.3495443,100,14.0,5.5391893e-06,162,16200,2.1876585,[ 0.185  0.136  0.073 ... -0.37  -0.164 -0.323],-100.0,2065219
145.39,,1.8707398,-93.0,18.18598,8.171197,-94.005035,3694.5525,0.018707396,56.96026,-44.601933,100.0,0.00063541136,-93.0,,0.0055804187,-37.01671,0.5580419,0.18185979,6167.317813634872,2.3542204,100,25.514702,6.3541133e-06,163,16300,1.75561,[ 0.185  0.136  0.073 ... -0.371 -0.17  -0.318],-100.0,2079758
127.33,,0.7060017,-95.0,4.783055,18.002762,-96.005035,4350.614,0.0070600165,78.084984,-36.396095,100.0,7.715184e-05,-95.0,,0.003308077,-27.515009,0.33080778,0.04783055,6206.173580646515,2.319061,100,21.794495,7.715184e-07,164,16400,1.280656,[ 0.185  0.136  0.073 ... -0.37  -0.173 -0.311],-100.0,2092491
149.13,,0.46738148,-91.0,2.833938,43.013123,-92.005035,2403.7605,0.0046738144,94.97976,-44.826633,100.0,0.0002783025,-91.0,100.0,0.0040605464,-35.03178,0.40605465,0.028339379,6250.683992862701,2.307396,100,31.92178,2.783025e-06,165,16500,1.0528558,[ 0.185  0.136  0.073 ... -0.371 -0.193 -0.326],-100.0,2107404
155.48,,0.51034176,-96.0,2.4760466,42.798004,-97.005035,2050.0107,0.005103417,73.49668,-47.652378,100.0,0.00020976344,-96.0,,0.004414355,-39.036167,0.44143552,0.024760464,6289.969447135925,2.3083684,100,19.595919,2.0976345e-06,166,16600,1.3606056,[ 0.185  0.136  0.073 ... -0.368 -0.194 -0.337],-100.0,2122952
150.85,,0.80866355,-95.0,7.001945,36.50046,-96.005035,6702.6655,0.008086634,39.99037,-64.06694,100.0,0.0003155897,-95.0,,0.0061310064,-57.71129,0.6131006,0.07001945,6326.429418563843,2.3095877,100,21.794495,3.155897e-06,167,16700,2.500602,[ 0.185  0.136  0.073 ... -0.368 -0.196 -0.334],-100.0,2138037
151.6,,0.40422022,-94.0,1.986526,34.545727,-95.005035,1486.0499,0.004042202,85.4713,-35.961494,100.0,0.00065387494,-94.0,,0.0029366093,-26.66985,0.29366094,0.01986526,6358.6011798381805,2.314193,100,23.748684,6.5387494e-06,168,16800,1.1699834,[ 0.185  0.136  0.073 ... -0.368 -0.194 -0.334],-100.0,2153197
150.27,,0.63267577,-89.0,4.1380205,37.226643,-90.005035,2781.9858,0.0063267574,64.64587,-50.300125,100.0,0.0002224688,-89.0,,0.0048721475,-42.219357,0.48721477,0.041380204,6403.776314973831,2.3058765,100,31.288975,2.224688e-06,169,16900,1.5468893,[ 0.185  0.136  0.072 ... -0.371 -0.194 -0.33 ],-100.0,2168224
144.61,,0.62072194,-96.0,3.632394,30.761385,-97.005035,3921.51,0.006207219,129.43585,-52.08626,100.0,0.00019990701,-96.0,,0.004137384,-40.65196,0.4137384,0.03632394,6444.721268415451,2.3014808,100,19.595919,1.99907e-06,170,17000,0.7725835,[ 0.185  0.136  0.072 ... -0.372 -0.203 -0.329],-100.0,2182685
145.82,,0.4387622,-93.0,2.1957476,36.18922,-94.005035,1854.7646,0.0043876222,67.64025,-38.529903,100.0,0.00097441906,-93.0,,0.0033042412,-30.264101,0.33042416,0.021957476,6485.55353307724,2.3067057,100,25.514702,9.744191e-06,171,17100,1.4784096,[ 0.185  0.136  0.072 ... -0.372 -0.208 -0.328],-100.0,2197267
131.84,,0.439335,-94.0,2.6288235,34.08806,-95.005035,1971.5397,0.0043933494,90.9705,-40.657066,100.0,0.00012953134,-94.0,,0.003159474,-31.07117,0.31594744,0.026288234,6526.550216436386,2.313688,100,23.748684,1.2953134e-06,172,17200,1.0992575,[ 0.185  0.136  0.072 ... -0.372 -0.204 -0.327],-100.0,2210451
144.06,,0.5461353,-95.0,2.5491793,41.11346,-96.005035,3057.1875,0.005461353,140.50365,-56.929287,100.0,5.7421494e-05,-95.0,,0.0045633554,-45.016148,0.45633557,0.025491793,6564.294677019119,2.3203645,100,21.794495,5.7421494e-07,173,17300,0.7117253,[ 0.185  0.136  0.072 ... -0.372 -0.202 -0.322],-100.0,2224857
136.86,,0.78785,-91.0,6.871602,16.24334,-92.005035,1347.164,0.007878501,106.235565,-32.849815,100.0,0.00023680845,-91.0,,0.0034695365,-22.490828,0.3469537,0.06871602,6607.098919868469,2.3283343,100,28.618176,2.3680846e-06,174,17400,0.9413043,[ 0.185  0.136  0.072 ... -0.373 -0.198 -0.32 ],-100.0,2238543
142.34,,0.47450358,-95.0,2.206852,34.914043,-96.005035,2296.1675,0.0047450354,117.867455,-45.15222,100.0,0.00010925612,-95.0,,0.003475329,-34.240852,0.34753293,0.02206852,6646.353317737579,2.339899,100,21.794495,1.0925612e-06,175,17500,0.8484106,[ 0.185  0.136  0.072 ... -0.374 -0.2   -0.31 ],-100.0,2252777
142.11,,0.712881,-95.0,4.753193,41.835472,-96.005035,4622.4834,0.00712881,14.062235,-57.459286,100.0,0.0015459554,-95.0,,0.00604589,-53.69043,0.60458905,0.04753193,6688.889462709427,2.3127756,100,21.794495,1.5459555e-05,176,17600,7.111245,[ 0.185  0.136  0.072 ... -0.375 -0.188 -0.31 ],-100.0,2266988
130.34,,0.47414756,-91.0,2.6547718,33.40679,-92.005035,1117.9696,0.004741475,170.6909,-38.29371,100.0,0.00022806769,-91.0,,0.0033582724,-25.163017,0.33582726,0.026547717,6724.391505479813,2.3102832,100,28.618176,2.2806769e-06,177,17700,0.5858543,[ 0.184  0.136  0.071 ... -0.376 -0.21  -0.315],-100.0,2280022
136.26,,0.502217,-93.0,2.9248827,27.532824,-94.005035,2337.5864,0.0050221696,181.94832,-42.04858,100.0,3.4609402e-05,-93.0,,0.003095608,-28.491806,0.30956084,0.029248826,6764.865449666977,2.307617,100,25.514702,3.4609403e-07,178,17800,0.5496066,[ 0.184  0.136  0.072 ... -0.376 -0.218 -0.309],-100.0,2293648
145.15,,0.62780696,-93.0,3.756035,26.306793,-94.005035,3884.6646,0.00627807,74.14563,-42.83152,100.0,0.0006834684,-93.0,,0.0037509936,-34.177357,0.37509942,0.03756035,6804.092845201492,2.2907374,100,25.514702,6.834684e-06,179,17900,1.3486972,[ 0.185  0.136  0.072 ... -0.374 -0.219 -0.311],-100.0,2308163
135.53,,0.79886985,-93.0,7.481953,22.28308,-94.005035,6185.106,0.007988698,37.112213,-44.821545,100.0,0.0007559407,-93.0,,0.004277656,-38.698875,0.42776558,0.07481953,6843.417769908905,2.2878227,100,25.514702,7.5594066e-06,180,18000,2.6945307,[ 0.184  0.136  0.071 ... -0.374 -0.23  -0.317],-100.0,2321716
144.25,,0.61263734,-95.0,3.0058072,31.560196,-96.005035,3702.289,0.006126373,141.94994,-51.079533,100.0,0.00049996993,-95.0,,0.004160245,-39.105236,0.4160245,0.030058071,6879.320422887802,2.3039203,100,21.794495,4.9996993e-06,181,18100,0.70447373,[ 0.184  0.136  0.071 ... -0.373 -0.234 -0.316],-100.0,2336141
130.9,,1.17731,-92.0,9.155716,19.797817,-93.005035,6019.573,0.011773101,41.349464,-50.50662,100.0,0.0063064364,-92.0,,0.0058493335,-44.04387,0.5849334,0.09155716,6915.431112527847,2.3262374,100,27.12932,6.306436e-05,182,18200,2.418411,[ 0.184  0.136  0.072 ... -0.372 -0.227 -0.307],-100.0,2349231
145.16,,0.437593,-92.0,1.9718618,36.232647,-93.005035,1534.8324,0.0043759304,81.654,-36.90029,100.0,0.0007994176,-92.0,,0.003298536,-27.81851,0.3298536,0.019718617,6956.7057049274445,2.3290498,100,27.12932,7.994176e-06,183,18300,1.2246797,[ 0.185  0.136  0.072 ... -0.37  -0.205 -0.306],-100.0,2363747
138.45,,0.49464914,-94.0,3.5511532,29.67244,-95.005035,2419.6626,0.0049464917,58.74123,-37.841755,100.0,0.000116051255,-94.0,,0.0032130026,-30.138863,0.32130027,0.03551153,6995.980263710022,2.3251996,100,23.748684,1.1605125e-06,184,18400,1.7023817,[ 0.185  0.136  0.072 ... -0.369 -0.203 -0.306],-100.0,2377592
135.09,,0.44293818,-96.0,2.5241823,34.229183,-97.005035,1990.3147,0.004429382,90.05102,-40.827797,100.0,0.0001410129,-96.0,,0.0031953964,-31.29047,0.31953964,0.025241822,7034.103001356125,2.3134115,100,19.595919,1.410129e-06,185,18500,1.1104816,[ 0.186  0.136  0.073 ... -0.367 -0.224 -0.289],-100.0,2391101
152.26,,0.3780216,-94.0,2.0270016,39.281258,-95.005035,1490.6752,0.0037802155,68.11024,-37.81118,100.0,0.0019335477,-94.0,100.0,0.0030405195,-29.51671,0.304052,0.020270016,7077.061292171478,2.3122234,100,27.64055,1.9335475e-05,186,18600,1.4682081,[ 0.186  0.136  0.073 ... -0.367 -0.221 -0.303],-100.0,2406327
145.1,,0.5581104,-97.0,3.058408,30.30938,-98.005035,3174.0332,0.005581104,127.85683,-47.5119,100.0,0.00021618462,-97.0,,0.0036806243,-36.14756,0.3680624,0.03058408,7120.5894095897675,2.2968087,100,17.058722,2.1618462e-06,187,18700,0.7821248,[ 0.186  0.136  0.073 ... -0.366 -0.223 -0.303],-100.0,2420837
138.04,,1.2318578,-95.0,10.73629,17.64136,-96.005035,4853.7065,0.012318578,71.43081,-53.96897,100.0,0.00044878325,-95.0,,0.005701275,-45.47472,0.5701275,0.107362896,7154.942550420761,2.301055,100,21.794495,4.4878325e-06,188,18800,1.3999561,[ 0.186  0.136  0.073 ... -0.37  -0.234 -0.307],-100.0,2434641
145.0,,0.63092357,-95.0,3.3876753,41.004955,-96.005035,3890.4998,0.0063092355,40.402237,-55.672134,100.0,9.7560594e-05,-95.0,,0.005260017,-49.283836,0.52600175,0.03387675,7194.456013917923,2.3046312,100,21.794495,9.756059e-07,189,18900,2.4751105,[ 0.186  0.135  0.073 ... -0.369 -0.229 -0.307],-100.0,2449141
144.87,,1.4011844,-96.0,13.356372,12.541491,-97.005035,2986.4993,0.014011844,71.2075,-46.620483,100.0,0.00079690723,-96.0,,0.00530602,-38.13952,0.530602,0.13356371,7237.5974242687225,2.308647,100,19.595919,7.969072e-06,190,19000,1.4043465,[ 0.186  0.135  0.073 ... -0.368 -0.227 -0.307],-100.0,2463628
144.94,,0.47945285,-92.0,2.450561,39.189884,-93.005035,2364.9043,0.0047945287,81.88359,-46.178688,100.0,0.00034692165,-92.0,,0.0038489746,-37.084145,0.3848975,0.02450561,7278.064826965332,2.311302,100,27.12932,3.4692164e-06,191,19100,1.2212459,[ 0.186  0.135  0.073 ... -0.366 -0.22  -0.309],-100.0,2478122
148.16,,0.51893854,-91.0,4.0173955,26.875093,-92.005035,1333.6036,0.005189385,86.55981,-34.86245,100.0,0.0008382748,-91.0,,0.003145996,-25.51183,0.3145996,0.040173955,7315.91709280014,2.3108068,100,28.618176,8.382747e-06,192,19200,1.1552706,[ 0.186  0.135  0.073 ... -0.364 -0.219 -0.308],-100.0,2492938
148.04,,0.5934079,-98.0,3.5436149,28.463333,-99.005035,3578.161,0.0059340787,101.04178,-47.064163,100.0,0.0014324071,-98.0,,0.003743104,-36.96157,0.37431037,0.03543615,7357.46951508522,2.31152,100,14.0,1.432407e-05,193,19300,0.98968965,[ 0.186  0.135  0.073 ... -0.362 -0.221 -0.306],-100.0,2507742
152.83,,0.4253601,-97.0,2.2051027,29.650482,-98.005035,1842.5249,0.0042536007,86.83767,-36.435806,100.0,4.033035e-05,-97.0,,0.0027614809,-27.070189,0.27614808,0.022051027,7400.382694005966,2.2975764,100,17.058722,4.033035e-07,194,19400,1.151574,[ 0.186  0.136  0.073 ... -0.364 -0.212 -0.314],-100.0,2523025
155.98,,0.82311565,-97.0,6.9800477,19.955584,-98.005035,6556.5854,0.008231156,90.5529,-47.598724,100.0,0.00013650401,-97.0,,0.004109864,-38.034855,0.41098645,0.069800474,7439.704025268555,2.295964,100,17.058722,1.36504e-06,195,19500,1.1043268,[ 0.186  0.136  0.073 ... -0.362 -0.223 -0.318],-100.0,2538623
144.59,,0.63083446,-96.0,3.5336096,33.853817,-97.005035,4016.3682,0.0063083437,59.337513,-51.507862,100.0,0.00057604554,-96.0,,0.004513014,-43.765972,0.45130146,0.035336096,7481.021593809128,2.2922182,100,19.595919,5.760455e-06,196,19600,1.6852746,[ 0.186  0.136  0.073 ... -0.361 -0.219 -0.323],-100.0,2553082
161.4,,0.88217866,-96.0,6.5145154,31.669563,-97.005035,7333.5435,0.008821786,38.667442,-61.556587,100.0,0.00033422204,-96.0,,0.006005795,-55.306946,0.6005795,0.06514515,7519.428980112076,2.2970848,100,19.595919,3.3422205e-06,197,19700,2.586155,[ 0.186  0.136  0.073 ... -0.361 -0.221 -0.324],-100.0,2569222
150.46,,1.2364007,-92.0,10.865816,22.840971,-93.005035,4492.591,0.0123640075,57.516006,-60.172127,100.0,0.000717459,-92.0,,0.0067270277,-52.549988,0.6727027,0.10865816,7555.717439889908,2.299102,100,27.12932,7.17459e-06,198,19800,1.7386464,[ 0.186  0.136  0.072 ... -0.361 -0.224 -0.317],-100.0,2584268
143.87,,1.9197718,-92.0,18.86702,10.532493,-93.005035,2709.0925,0.019197715,64.22197,-49.522045,100.0,0.0012834168,-92.0,,0.0065869205,-41.46781,0.6586921,0.18867019,7594.527181863785,2.300729,100,27.12932,1.2834167e-05,199,19900,1.5570996,[ 0.186  0.136  0.072 ... -0.361 -0.222 -0.316],-100.0,2598655
148.39,,0.43126023,-95.0,1.9840473,31.185827,-96.005035,1872.9937,0.0043126023,131.24075,-39.315044,100.0,0.00025504836,-95.0,,0.0029032135,-27.801294,0.29032138,0.019840473,7633.3263466358185,2.2499824,100,21.794495,2.5504835e-06,200,20000,0.7619584,[ 0.186  0.136  0.072 ... -0.362 -0.223 -0.315],-100.0,2613494
152.88,,0.59593004,-93.0,3.6562796,27.904802,-94.005035,1752.1002,0.0059593003,166.47539,-41.823746,100.0,0.00012275986,-93.0,,0.003707504,-28.856213,0.3707504,0.036562797,7672.129593133926,2.2522228,100,25.514702,1.2275985e-06,201,20100,0.6006894,[ 0.186  0.136  0.072 ... -0.363 -0.244 -0.344],-100.0,2628782
139.43,,0.5622047,-91.0,2.4348767,38.125202,-92.005035,2922.8047,0.005622047,102.77908,-49.90025,100.0,0.0010705687,-91.0,,0.0044130976,-39.711174,0.44130984,0.024348766,7708.741466522217,2.2636755,100,28.618176,1.0705687e-05,202,20200,0.9729606,[ 0.186  0.136  0.072 ... -0.363 -0.242 -0.344],-100.0,2642725
162.38,,1.0404286,-95.0,6.644543,29.113684,-96.005035,9351.146,0.010404287,68.940994,-67.289635,100.0,0.0008503258,-95.0,,0.006667757,-58.944736,0.66677564,0.06644543,7750.257417917252,2.2663755,100,21.794495,8.503258e-06,203,20300,1.4505157,[ 0.186  0.136  0.072 ... -0.363 -0.233 -0.341],-100.0,2658963
143.41,,0.47800314,-92.0,2.692032,38.090073,-93.005035,1788.7909,0.0047800313,74.58939,-40.59751,100.0,0.00052441587,-92.0,,0.0037493538,-31.917486,0.37493542,0.02692032,7784.1176035404205,2.2813067,100,27.12932,5.2441587e-06,204,20400,1.3406732,[ 0.186  0.136  0.072 ... -0.364 -0.23  -0.342],-100.0,2673304
134.85,,0.38693058,-97.0,2.0373957,28.98743,-98.005035,1516.5756,0.0038693058,79.648476,-33.04078,100.0,0.002427556,-97.0,,0.002472124,-24.071218,0.24721242,0.020373957,7820.2024075984955,2.2764332,100,17.058722,2.427556e-05,205,20500,1.2555168,[ 0.186  0.136  0.072 ... -0.363 -0.228 -0.328],-100.0,2686789
142.08,,0.44985685,-94.0,2.5522711,36.38875,-95.005035,2089.49,0.004498569,110.96904,-43.8028,100.0,0.0005434329,-94.0,100.0,0.0034024445,-33.215546,0.3402444,0.02552271,7858.041882514954,2.28997,100,27.64055,5.4343286e-06,206,20600,0.90115225,[ 0.186  0.136  0.072 ... -0.361 -0.216 -0.345],-100.0,2700997
141.06,,0.5093946,-91.0,2.415729,31.725948,-92.005035,2561.403,0.0050939457,83.838234,-41.756214,100.0,0.0002554505,-91.0,,0.0034724316,-32.553764,0.3472432,0.02415729,7895.22656583786,2.2930386,100,28.618176,2.5545048e-06,207,20700,1.1927732,[ 0.186  0.136  0.072 ... -0.361 -0.212 -0.336],-100.0,2715103
137.52,,0.4393757,-93.0,1.8228778,32.15605,-94.005035,1664.6501,0.004393757,119.91709,-37.422546,100.0,0.00013160719,-93.0,,0.0030249052,-26.416712,0.30249056,0.018228777,7937.618057727814,2.2861316,100,25.514702,1.3160718e-06,208,20800,0.8339095,[ 0.186  0.136  0.073 ... -0.359 -0.209 -0.335],-100.0,2728855
129.14,,0.70301074,-94.0,4.6484523,25.078737,-95.005035,5045.5244,0.0070301075,94.47684,-49.273945,100.0,0.00036852394,-94.0,,0.0040673567,-39.50506,0.4067357,0.046484523,7969.069843053818,2.2763107,100,23.748684,3.6852393e-06,209,20900,1.0584605,[ 0.185  0.136  0.072 ... -0.359 -0.215 -0.337],-100.0,2741769
124.11,,0.60051775,-94.0,3.543662,34.39415,-95.005035,3644.1914,0.0060051773,50.499874,-48.661343,100.0,0.0012814985,-94.0,,0.004348073,-41.519215,0.43480733,0.03543662,8003.449848175049,2.2716956,100,23.748684,1.2814984e-05,210,21000,1.9802029,[ 0.185  0.136  0.072 ... -0.359 -0.221 -0.341],-100.0,2754180
124.83,,0.4323818,-94.0,2.0823913,27.925184,-95.005035,1879.8007,0.0043238183,106.22394,-35.479454,100.0,0.00040101708,-94.0,,0.0026913718,-25.121033,0.26913717,0.020823913,8036.458406925201,2.266545,100,23.748684,4.010171e-06,211,21100,0.9414074,[ 0.185  0.136  0.072 ... -0.36  -0.222 -0.344],-100.0,2766663
117.21,,0.68008727,-95.0,5.6332555,17.842506,-96.005035,4563.0,0.0068008727,119.9135,-40.419632,100.0,0.00029374368,-95.0,,0.0031693417,-29.413965,0.31693414,0.056332555,8068.357487201691,2.275387,100,21.794495,2.9374366e-06,212,21200,0.8339345,[ 0.186  0.136  0.073 ... -0.358 -0.217 -0.354],-100.0,2778384
115.57,,0.35608187,-91.0,1.9973943,34.217106,-92.005035,978.8783,0.0035608185,139.07344,-34.102894,100.0,0.00014137081,-91.0,,0.0025681185,-22.250544,0.25681186,0.019973943,8104.449469089508,2.276635,100,28.618176,1.4137081e-06,213,21300,0.71904457,[ 0.186  0.136  0.073 ... -0.358 -0.209 -0.354],-100.0,2789941
113.82,,0.41492087,-91.0,1.9975015,37.654266,-92.005035,1446.4575,0.004149209,83.48604,-36.81048,100.0,0.00020488435,-91.0,,0.0032245484,-27.627377,0.32245487,0.019975014,8136.120146274567,2.2781084,100,28.618176,2.0488435e-06,214,21400,1.197805,[ 0.186  0.136  0.073 ... -0.359 -0.208 -0.353],-100.0,2801323
110.18,,0.65589553,-88.0,3.9638367,25.685923,-89.005035,3581.8145,0.0065589547,75.77603,-43.002472,100.0,0.00023259898,-88.0,,0.0038560862,-34.253674,0.38560858,0.039638367,8167.213556289673,2.261648,100,32.496155,2.3259897e-06,215,21500,1.3196785,[ 0.186  0.137  0.073 ... -0.359 -0.203 -0.357],-100.0,2812341
113.74,,0.86587995,-92.0,6.4628367,16.698542,-93.005035,7424.5083,0.008658799,235.55093,-52.012978,100.0,0.00033576606,-92.0,,0.0038767753,-36.58799,0.38767755,0.06462836,8205.004647254944,2.2404623,100,27.12932,3.3576605e-06,216,21600,0.42453665,[ 0.186  0.136  0.073 ... -0.36  -0.215 -0.362],-100.0,2823715
123.78,,4.136697,-88.0,40.069386,3.327546,-89.005035,11764.335,0.04136696,188.57248,-21.443974,100.0,0.00028476398,-88.0,100.0,0.007674751,-7.642623,0.7674751,0.40069383,8240.165817260742,2.2448466,100,35.44009,2.8476397e-06,217,21700,0.5303001,[ 0.186  0.136  0.073 ... -0.359 -0.215 -0.383],-100.0,2836093
117.6,,0.41851395,-96.0,2.1820064,35.398907,-97.005035,1650.9255,0.0041851397,118.4555,-39.50316,100.0,0.0010885452,-96.0,,0.003098025,-28.5646,0.30980253,0.021820063,8274.253549575806,2.2487931,100,19.595919,1.0885452e-05,218,21800,0.8441989,[ 0.186  0.136  0.073 ... -0.362 -0.219 -0.374],-100.0,2847853
123.69,,0.57618964,-88.0,3.590052,23.215908,-89.005035,1521.232,0.0057618967,114.35302,-33.248535,100.0,0.00017434171,-88.0,100.0,0.0031682733,-22.501064,0.31682736,0.03590052,8307.674053907394,2.2488096,100,35.44009,1.7434171e-06,219,21900,0.874485,[ 0.186  0.136  0.073 ... -0.361 -0.207 -0.382],-100.0,2860222
104.68,,0.35214418,-94.0,2.2218544,24.64778,-95.005035,1234.7393,0.0035214417,202.84605,-32.272346,100.0,0.0002485765,-94.0,100.0,0.002014009,-17.958193,0.20140089,0.022218544,8338.121240139008,2.2324388,100,27.64055,2.485765e-06,220,22000,0.49298468,[ 0.186  0.136  0.073 ... -0.36  -0.204 -0.385],-100.0,2870690
110.12,,0.43600154,-86.0,3.2970405,24.397417,-87.005035,1768.3055,0.0043600155,68.44684,-29.981108,100.0,0.0025116892,-86.0,,0.0024768037,-21.666168,0.2476804,0.032970402,8371.097470283508,2.2441397,100,34.698704,2.5116891e-05,221,22100,1.4609878,[ 0.186  0.137  0.073 ... -0.362 -0.214 -0.392],-100.0,2881702
106.94,,0.6948088,-86.0,3.387404,36.581013,-87.005035,4041.3284,0.006948088,41.184464,-50.73449,100.0,0.0015276714,-86.0,,0.005276956,-44.284645,0.5276956,0.03387404,8405.941548347473,2.239526,100,34.698704,1.5276713e-05,222,22200,2.4281,[ 0.186  0.137  0.073 ... -0.363 -0.206 -0.388],-100.0,2892396
113.61,,0.7753662,-85.0,4.3870907,16.101362,-86.005035,1442.7888,0.0077536614,78.93786,-28.082878,100.0,0.0013214074,-85.0,,0.0033967274,-19.15342,0.33967274,0.043870907,8433.761834859848,2.2502675,100,35.70714,1.3214074e-05,223,22300,1.2668192,[ 0.186  0.137  0.073 ... -0.363 -0.214 -0.384],-100.0,2903757
105.46,,0.8358541,-90.0,4.174756,16.360535,-91.005035,6011.6553,0.008358542,164.12947,-44.274696,100.0,0.001231572,-90.0,,0.0036967802,-31.398851,0.369678,0.04174756,8471.221497774124,2.2575831,100,30.0,1.231572e-05,224,22400,0.6092751,[ 0.186  0.137  0.073 ... -0.364 -0.211 -0.376],-100.0,2914303
106.82,,0.57846016,-88.0,3.5000632,25.413141,-89.005035,3432.0396,0.005784601,120.77994,-41.510963,100.0,0.0014150293,-88.0,,0.003376536,-30.465603,0.3376536,0.03500063,8509.597415208817,2.272517,100,32.496155,1.4150292e-05,225,22500,0.8279521,[ 0.186  0.137  0.073 ... -0.365 -0.209 -0.372],-100.0,2924985
105.98,,0.6068861,-88.0,3.6609135,24.712502,-89.005035,3772.6165,0.0060688606,85.195595,-41.850956,100.0,0.00054442545,-88.0,,0.003476995,-32.57431,0.34769952,0.036609136,8543.137558460236,2.262426,100,32.496155,5.4442544e-06,226,22600,1.1737696,[ 0.186  0.137  0.073 ... -0.364 -0.206 -0.359],-100.0,2935583
100.94,,1.809161,-89.0,17.665224,6.5259943,-90.005035,2447.4907,0.018091608,102.74431,-35.399582,100.0,0.00028888392,-89.0,,0.0047802995,-25.212233,0.47802994,0.17665224,8580.248677492142,2.2532136,100,31.288975,2.8888392e-06,227,22700,0.9732899,[ 0.186  0.137  0.073 ... -0.364 -0.219 -0.356],-100.0,2945677
103.82,,1.0188137,-91.0,6.2225275,20.468746,-92.005035,9278.042,0.010188136,92.73331,-52.97559,100.0,0.0005471388,-91.0,,0.0051685823,-43.297264,0.5168583,0.062225275,8616.066874742508,2.2226427,100,28.618176,5.471388e-06,228,22800,1.0783612,[ 0.186  0.137  0.073 ... -0.364 -0.235 -0.35 ],-100.0,2956059
102.81,,0.5533449,-93.0,3.5748904,26.3921,-94.005035,2518.9224,0.0055334494,83.78208,-37.920822,100.0,0.0006299415,-93.0,,0.0033133756,-28.721457,0.33133757,0.035748903,8648.84617304802,2.214786,100,25.514702,6.299415e-06,229,22900,1.1935726,[ 0.186  0.137  0.073 ... -0.362 -0.254 -0.361],-100.0,2966340
