VarVanillaIw,MinNormIw,AvgNormIw,AvgRet,VanillaAvgRet,MaxVanillaIw,AvgEpLen,VarJ,Bound,BatchSize,VarDiscRet,VarNormIw,EpsThisIter,VarRet,ESSClassic,AvgDiscRet,IterType,Delta,MinVanillaIw,J,eRenyi2,AvgVanillaIw,ESSRenyi,MaxNormIw
,0.002,0.002,-552.198948993,-552.198948993,1.0,500.0,133.603,-531.443,500,41971.1862961,5.43187e-20,100,41971.1862961,500.000006643,-552.198948993,1,1.0,1.0,-531.443,1.0,1.0,500.0,0.002
,0.01,0.01,-516.457859407,-516.457859407,1.0,500.0,34.7608,-516.458,500,1220.51874961,3.50449e-18,100,1220.51874961,100.0,-516.457859407,2,1.0,1.0,-516.458,1.0,1.0,500.0,0.01
,0.005,0.005,-513.142237276,-513.142237276,1.0,500.0,35.4624,-514.8,500,1314.49566895,2.1793e-19,100,1314.49566895,200.000000102,-513.142237276,2,1.0,1.0,-514.8,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-517.249519461,-517.249519461,1.0,500.0,35.3425,-515.617,500,1240.51040606,5.43914e-20,100,1240.51040606,299.999969474,-517.249519461,2,1.0,1.0,-515.617,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-520.370559561,-520.370559561,1.0,500.0,34.4153,-516.805,500,983.258021262,5.4346e-20,100,983.258021262,400.0,-520.370559561,2,1.0,1.0,-516.805,1.0,1.0,500.0,0.0025
,0.002,0.002,-523.199017414,-523.199017414,1.0,500.0,34.6475,-518.084,500,1244.32752372,5.43187e-20,100,1244.32752372,500.000006643,-523.199017414,1,1.0,1.0,-518.084,1.0,1.0,500.0,0.002
,0.01,0.01,-520.372308093,-520.372308093,1.0,500.0,35.401,-520.372,500,1265.88827842,3.50449e-18,100,1265.88827842,100.0,-520.372308093,2,1.0,1.0,-520.372,1.0,1.0,500.0,0.01
,0.005,0.005,-519.158219278,-519.158219278,1.0,500.0,36.5171,-519.765,500,1427.29975699,2.1793e-19,100,1427.29975699,200.000000102,-519.158219278,2,1.0,1.0,-519.765,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-525.352190938,-525.352190938,1.0,500.0,36.3614,-521.628,500,1291.57399873,5.43914e-20,100,1291.57399873,299.999969474,-525.352190938,2,1.0,1.0,-521.628,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-513.158094446,-513.158094446,1.0,500.0,36.6747,-519.51,500,1373.62061702,5.4346e-20,100,1373.62061702,400.0,-513.158094446,2,1.0,1.0,-519.51,1.0,1.0,500.0,0.0025
,0.002,0.002,-526.336251533,-526.336251533,1.0,500.0,74.6249,-520.875,500,22653.4629531,5.43187e-20,100,22653.4629531,500.000006643,-526.336251533,1,1.0,1.0,-520.875,1.0,1.0,500.0,0.002
,0.01,0.01,-520.043949975,-520.043949975,1.0,500.0,34.2879,-520.044,500,1187.53295849,3.50449e-18,100,1187.53295849,100.0,-520.043949975,2,1.0,1.0,-520.044,1.0,1.0,500.0,0.01
,0.005,0.005,-518.479310965,-518.479310965,1.0,500.0,34.8139,-519.262,500,1259.72430573,2.1793e-19,100,1259.72430573,200.000000102,-518.479310965,2,1.0,1.0,-519.262,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-511.736302351,-511.736302351,1.0,500.0,35.4122,-516.753,500,1313.43329668,5.43914e-20,100,1313.43329668,299.999969474,-511.736302351,2,1.0,1.0,-516.753,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-524.921612329,-524.921612329,1.0,500.0,80.2201,-518.795,500,22150.4812044,5.4346e-20,100,22150.4812044,400.0,-524.921612329,2,1.0,1.0,-518.795,1.0,1.0,500.0,0.0025
