MinVanillaIw,IterType,VarRet,VarJ,VarNormIw,AvgVanillaIw,AvgRet,J,VarDiscRet,ESSRenyi,AvgEpLen,renyi2,AvgNormIw,SamplesThisIter,VanillaAvgRet,Bound,MinNormIw,EpsThisIter,MaxVanillaIw,MaxNormIw,delta,AvgDiscRet,ESSClassic,VarVanillaIw,BatchSize
0.00432044,1,57.7307791013,72.4602,9.53275e-10,1.0033,83.3030643214,15611.5,57.7307791013,nan,500.0,nan,5.52486e-05,50000,83.3030643214,76.401,2.37913e-07,100,3.37234,0.000185704,0.5,83.3030643214,0.874900080608,0.314368,100
0.0107767,1,49.5970627563,80.141,9.28701e-10,0.964042,83.353668474,15593.6,49.5970627563,nan,500.0,nan,5.52486e-05,50000,83.353668474,75.9848,6.17603e-07,100,3.38611,0.000194056,0.5,83.353668474,0.801891902243,0.282765,100
0.00388347,1,61.2946823138,74.8349,9.61876e-10,0.96482,83.6527596088,15674.2,61.2946823138,nan,500.0,nan,5.52486e-05,50000,83.6527596088,76.7644,2.2238e-07,100,3.18129,0.000182171,0.5,83.6527596088,0.80891862887,0.293338,100
0.00153568,1,40.5145251587,66.1329,7.35517e-10,1.02524,84.4053983077,15665.7,40.5145251587,nan,500.0,nan,5.52486e-05,50000,84.4053983077,76.9856,8.27554e-08,100,2.90116,0.000156339,0.5,84.4053983077,0.859888599213,0.25328,100
0.0020792,1,65.0740626287,72.1655,1.11615e-09,0.938012,82.0799671848,15455.0,65.0740626287,nan,500.0,nan,5.52486e-05,50000,82.0799671848,75.7338,1.22464e-07,100,3.19426,0.000188141,0.5,82.0799671848,1.00339191102,0.321735,100
0.00159205,1,49.6443887658,75.3251,9.82984e-10,0.992103,83.5176048481,15624.1,49.6443887658,nan,500.0,nan,5.52486e-05,50000,83.5176048481,76.3459,8.86586e-08,100,3.34352,0.000186195,0.5,83.5176048481,0.844305515517,0.31697,100
0.0104829,1,44.3249484722,67.011,6.69122e-10,0.970929,84.3900306639,15672.7,44.3249484722,nan,500.0,nan,5.52486e-05,50000,84.3900306639,76.7738,5.96504e-07,100,2.90607,0.000165364,0.5,84.3900306639,0.855543722588,0.206651,100
0.0117149,1,37.1565714644,71.9567,7.03942e-10,0.977097,84.3761225661,15655.5,37.1565714644,nan,500.0,nan,5.52486e-05,50000,84.3761225661,76.5912,6.62404e-07,100,2.99867,0.000169555,0.5,84.3761225661,0.79157308918,0.220176,100
0.010136,1,40.5053232319,62.869,8.19109e-10,0.975227,85.2398041802,15864.4,40.5053232319,nan,500.0,nan,5.52486e-05,50000,85.2398041802,77.8805,5.74226e-07,100,2.71822,0.000153993,0.5,85.2398041802,0.822210200922,0.255217,100
0.00423404,1,62.2179726639,84.4293,1.1839e-09,0.951031,82.2509179299,15502.3,62.2179726639,nan,500.0,nan,5.52486e-05,50000,82.2509179299,75.5881,2.45969e-07,100,3.6359,0.000211221,0.5,82.2509179299,0.932409972692,0.350802,100
0.010742,1,41.9432158122,69.4524,7.77111e-10,0.991935,84.1870029067,15674.7,41.9432158122,nan,500.0,nan,5.52486e-05,50000,84.1870029067,76.7361,5.98307e-07,100,3.02565,0.000168522,0.5,84.1870029067,0.791383745326,0.250499,100
0.00800221,1,46.4158331066,73.0185,8.16293e-10,0.995425,83.681788277,15594.3,46.4158331066,nan,500.0,nan,5.52486e-05,50000,83.681788277,76.3246,4.44143e-07,100,3.13742,0.000174135,0.5,83.681788277,0.826707193476,0.264984,100
0.0138565,1,37.782193122,60.4641,7.31831e-10,0.973671,84.8946358908,15757.7,37.782193122,nan,500.0,nan,5.52486e-05,50000,84.8946358908,77.5685,7.86255e-07,100,2.43245,0.000138024,0.5,84.8946358908,0.830329785084,0.227296,100
0.00675287,1,49.4336375134,71.4006,8.82179e-10,0.961353,83.801076925,15651.0,49.4336375134,nan,500.0,nan,5.52486e-05,50000,83.801076925,76.5749,3.88085e-07,100,3.02966,0.000174114,0.5,83.801076925,0.861449540688,0.267104,100
0.0221489,1,25.3439938032,60.8199,5.51888e-10,1.00566,85.5413354016,15775.5,25.3439938032,nan,500.0,nan,5.52486e-05,50000,85.5413354016,77.4557,1.21681e-06,100,2.65337,0.00014577,0.5,85.5413354016,0.856295336335,0.182856,100
0.0125855,1,37.9101029774,66.7164,8.03253e-10,0.964467,83.8669269014,15597.1,37.9101029774,nan,500.0,nan,5.52486e-05,50000,83.8669269014,76.5695,7.20946e-07,100,2.57983,0.000147783,0.5,83.8669269014,0.835879163635,0.244785,100
0.00418018,1,97.1419519955,67.1191,6.79864e-10,0.962663,84.3252663036,15737.2,97.1419519955,nan,500.0,nan,5.52486e-05,50000,84.3252663036,77.0858,2.39906e-07,100,2.65732,0.000152507,0.5,84.3252663036,0.74095078512,0.206409,100
0.0304867,1,23.5136729857,57.5051,5.05886e-10,0.986074,85.4590011783,15738.3,23.5136729857,nan,500.0,nan,5.52486e-05,50000,85.4590011783,77.3345,1.70814e-06,100,2.29269,0.000128457,0.5,85.4590011783,0.69831302284,0.16115,100
0.00397011,1,50.1301029683,75.2047,9.83807e-10,0.953162,83.3616731891,15617.3,50.1301029683,nan,500.0,nan,5.52486e-05,50000,83.3616731891,76.3653,2.30122e-07,100,3.26405,0.000189196,0.5,83.3616731891,0.864989915957,0.29282,100
0.00688178,1,28.8350024226,65.4659,7.03058e-10,1.00348,84.4134029395,15626.6,28.8350024226,nan,500.0,nan,5.52486e-05,50000,84.4134029395,76.6067,3.78892e-07,100,2.8172,0.000155107,0.5,84.4134029395,0.767607892817,0.231933,100
0.00927151,1,36.8041656858,67.5765,7.71133e-10,0.98836,85.0342142541,15800.3,36.8041656858,nan,500.0,nan,5.52486e-05,50000,85.0342142541,77.4951,5.18271e-07,100,2.75522,0.000154015,0.5,85.0342142541,0.820945883877,0.246784,100
0.0258931,1,25.4714956892,58.4645,5.8772e-10,1.00038,86.6052908932,15977.3,25.4714956892,nan,500.0,nan,5.52486e-05,50000,86.6052908932,78.5355,1.43001e-06,100,2.41008,0.000133103,0.5,86.6052908932,0.77111629761,0.192689,100
0.000938978,1,78.489149342,66.4318,7.4808e-10,0.927656,83.8198993438,15669.5,78.489149342,nan,500.0,nan,5.52486e-05,50000,83.8198993438,76.8075,5.59229e-08,100,2.67626,0.000159391,0.5,83.8198993438,0.807048244054,0.210902,100
0.0132354,1,30.4271552866,59.3003,6.53459e-10,0.989097,85.4549753664,15806.9,30.4271552866,nan,500.0,nan,5.52486e-05,50000,85.4549753664,77.72,7.39299e-07,100,2.3935,0.000133695,0.5,85.4549753664,0.780972365594,0.209437,100
0.0155611,1,37.8719818736,65.2963,7.88582e-10,0.990125,84.8087794071,15764.7,37.8719818736,nan,500.0,nan,5.52486e-05,50000,84.8087794071,77.2617,8.68305e-07,100,2.77511,0.00015485,0.5,84.8087794071,0.813398095211,0.253271,100
0.0107393,1,30.7238354208,56.7988,5.38032e-10,0.971748,85.9396368829,15867.4,30.7238354208,nan,500.0,nan,5.52486e-05,50000,85.9396368829,78.0166,6.10583e-07,100,2.71327,0.000154263,0.5,85.9396368829,0.79215092697,0.166446,100
0.00593951,1,36.1215864938,71.8114,7.97103e-10,0.957313,84.1367001144,15644.0,36.1215864938,nan,500.0,nan,5.52486e-05,50000,84.1367001144,76.6025,3.42782e-07,100,2.89185,0.000166895,0.5,84.1367001144,0.886599215172,0.23932,100
0.00687682,1,32.122600986,61.2681,6.92042e-10,0.983651,86.3336628084,15989.0,32.122600986,nan,500.0,nan,5.52486e-05,50000,86.3336628084,78.5789,3.86249e-07,100,2.53059,0.000142135,0.5,86.3336628084,0.802614378201,0.219367,100
0.0206377,1,30.5436224432,66.0481,7.39503e-10,0.986488,84.2108298909,15614.8,30.5436224432,nan,500.0,nan,5.52486e-05,50000,84.2108298909,76.5277,1.15582e-06,100,2.69544,0.000150959,0.5,84.2108298909,0.791487563301,0.235766,100
0.0410551,1,21.3154581574,57.4977,5.46392e-10,1.00909,85.6727306521,15775.1,21.3154581574,nan,500.0,nan,5.52486e-05,50000,85.6727306521,77.4982,2.24781e-06,100,2.49865,0.000136803,0.5,85.6727306521,0.801124517101,0.182272,100
0.0125171,1,36.4878731671,65.4,7.16644e-10,0.982396,84.6060864063,15693.7,36.4878731671,nan,500.0,nan,5.52486e-05,50000,84.6060864063,76.8678,7.03943e-07,100,2.99839,0.000168625,0.5,84.6060864063,0.872580056166,0.226586,100
0.0233677,1,27.1359538914,71.8455,6.14538e-10,0.991372,85.3537744347,15775.9,27.1359538914,nan,500.0,nan,5.52486e-05,50000,85.3537744347,76.9782,1.30227e-06,100,3.02795,0.000168746,0.5,85.3537744347,0.735234062937,0.19787,100
0.00921938,1,40.5362990628,61.5455,6.06915e-10,0.997421,85.8588727537,15891.3,40.5362990628,nan,500.0,nan,5.52486e-05,50000,85.8588727537,77.9622,5.10675e-07,100,2.83218,0.000156879,0.5,85.8588727537,0.826387880757,0.197807,100
0.0133935,1,38.4662244082,65.0703,7.26437e-10,0.937308,83.7726099652,15562.7,38.4662244082,nan,500.0,nan,5.52486e-05,50000,83.7726099652,76.1611,7.89464e-07,100,2.88815,0.000170239,0.5,83.7726099652,0.840435911211,0.209083,100
0.00270162,1,48.5968138595,61.2945,7.26222e-10,1.02222,85.723906621,15924.1,48.5968138595,nan,500.0,nan,5.52486e-05,50000,85.723906621,78.3265,1.46017e-07,100,2.79483,0.000151055,0.5,85.723906621,0.888996118452,0.248606,100
0.00252494,1,49.809043596,67.7257,8.56145e-10,0.991736,84.8545091197,15824.2,49.809043596,nan,500.0,nan,5.52486e-05,50000,84.8545091197,77.6838,1.40662e-07,100,2.73931,0.000152604,0.5,84.8545091197,0.78381767274,0.275865,100
0.0283773,1,30.5676602877,70.2403,5.79726e-10,0.993219,85.4385370914,15788.3,30.5676602877,nan,500.0,nan,5.52486e-05,50000,85.4385370914,77.1614,1.57851e-06,100,2.92552,0.000162734,0.5,85.4385370914,0.728572837193,0.187357,100
0.00742538,1,36.3389076751,63.1193,6.88127e-10,0.98908,85.25510599,15800.7,36.3389076751,nan,500.0,nan,5.52486e-05,50000,85.25510599,77.5082,4.14771e-07,100,2.7432,0.000153231,0.5,85.25510599,0.809643722922,0.220541,100
0.0559745,1,23.807317152,63.2481,4.94506e-10,0.99455,86.3108612717,15892.5,23.807317152,nan,500.0,nan,5.52486e-05,50000,86.3108612717,77.7337,3.10946e-06,100,2.80008,0.000155548,0.5,86.3108612717,0.71209616593,0.160244,100
0.0220688,1,30.5611148696,56.6549,4.74862e-10,1.00791,85.9294966262,15822.1,30.5611148696,nan,500.0,nan,5.52486e-05,50000,85.9294966262,77.8741,1.2097e-06,100,2.47958,0.000135918,0.5,85.9294966262,0.847497981749,0.158041,100
0.0135765,1,29.2403376656,67.8429,5.55952e-10,1.00421,86.7085040858,16006.6,29.2403376656,nan,500.0,nan,5.52486e-05,50000,86.7085040858,78.3105,7.46942e-07,100,2.86832,0.000157807,0.5,86.7085040858,0.68809147655,0.183672,100
0.00793543,1,45.1967181254,70.7866,7.99184e-10,0.980864,84.6825417856,15762.8,45.1967181254,nan,500.0,nan,5.52486e-05,50000,84.6825417856,77.2679,4.46974e-07,100,3.1324,0.000176437,0.5,84.6825417856,0.975412111464,0.251896,100
0.0016421,1,37.2788603959,64.7812,6.31021e-10,1.00624,86.6011625947,16023.6,37.2788603959,nan,500.0,nan,5.52486e-05,50000,86.6011625947,78.645,9.01606e-08,100,2.6586,0.000145972,0.5,86.6011625947,0.768310329373,0.209318,100
0.0226543,1,30.2267242413,63.9825,5.80164e-10,0.982553,85.6756090404,15824.3,30.2267242413,nan,500.0,nan,5.52486e-05,50000,85.6756090404,77.4455,1.27384e-06,100,2.81905,0.000158514,0.5,85.6756090404,0.753503163463,0.183493,100
0.00162377,1,45.8750091826,60.1631,6.62351e-10,0.976167,85.5398414436,15873.5,45.8750091826,nan,500.0,nan,5.52486e-05,50000,85.5398414436,78.1034,9.19013e-08,100,2.49092,0.00014098,0.5,85.5398414436,0.849340653941,0.206773,100
0.00797847,1,51.2025592105,67.0044,7.82133e-10,0.94456,84.39954165,15728.3,51.2025592105,nan,500.0,nan,5.52486e-05,50000,84.39954165,77.2379,4.66672e-07,100,2.64597,0.000154767,0.5,84.39954165,0.826678406685,0.228611,100
0.000342996,1,33.0705927168,63.7091,6.70451e-10,0.986644,84.9126094448,15732.5,33.0705927168,nan,500.0,nan,5.52486e-05,50000,84.9126094448,77.1859,1.92066e-08,100,2.65955,0.000148925,0.5,84.9126094448,0.76945888146,0.213818,100
0.065711,1,12.9764929146,44.2412,2.87452e-10,0.994149,86.7751039894,15863.0,12.9764929146,nan,500.0,nan,5.52486e-05,50000,86.7751039894,78.0189,3.65181e-06,100,2.09465,0.000116408,0.5,86.7751039894,0.655912080392,0.0930732,100
0.01707,1,33.4236398634,61.3314,5.95512e-10,0.979769,85.4778676068,15810.0,33.4236398634,nan,500.0,nan,5.52486e-05,50000,85.4778676068,77.5363,9.62566e-07,100,2.47846,0.000139759,0.5,85.4778676068,0.716659724052,0.187282,100
0.00594572,1,55.2474953176,72.3783,8.91079e-10,0.945894,84.0572778406,15719.1,55.2474953176,nan,500.0,nan,5.52486e-05,50000,84.0572778406,76.9329,3.47283e-07,100,3.54647,0.000207145,0.5,84.0572778406,0.965968729403,0.261191,100
0.0329794,1,19.7168094434,54.2034,4.65981e-10,1.009,87.052380333,16001.4,19.7168094434,nan,500.0,nan,5.52486e-05,50000,87.052380333,78.6093,1.80581e-06,100,2.28642,0.000125194,0.5,87.052380333,0.714631956723,0.155421,100
0.132058,1,14.2818843805,47.8403,3.22062e-10,0.978459,87.6918636401,16047.5,14.2818843805,nan,500.0,nan,5.52486e-05,50000,87.6918636401,78.8412,7.45665e-06,100,2.19181,0.000123761,0.5,87.6918636401,0.660239747332,0.101014,100
0.0415489,1,25.2031759631,67.6661,5.29896e-10,0.984787,85.8967277949,15836.8,25.2031759631,nan,500.0,nan,5.52486e-05,50000,85.8967277949,77.4573,2.33098e-06,100,2.69947,0.000151446,0.5,85.8967277949,0.678820180069,0.168357,100
0.0425024,1,20.3898599353,57.346,4.42958e-10,0.970299,85.7780245617,15762.7,20.3898599353,nan,500.0,nan,5.52486e-05,50000,85.7780245617,77.3341,2.42008e-06,100,2.40366,0.000136864,0.5,85.7780245617,0.739885842089,0.136625,100
0.0181927,1,25.7069915566,57.0372,5.28991e-10,0.973127,85.7776394163,15814.7,25.7069915566,nan,500.0,nan,5.52486e-05,50000,85.7776394163,77.7091,1.03288e-06,100,2.33811,0.000132744,0.5,85.7776394163,0.75383261683,0.164114,100
0.0323511,1,19.8981012687,60.3405,3.72389e-10,0.950289,85.8946853894,15762.2,19.8981012687,nan,500.0,nan,5.52486e-05,50000,85.8946853894,76.9048,1.88085e-06,100,2.83105,0.000164594,0.5,85.8946853894,0.742124505451,0.110171,100
0.0285232,1,24.94863575,53.9578,4.95825e-10,1.00339,86.8183584413,15985.9,24.94863575,nan,500.0,nan,5.52486e-05,50000,86.8183584413,78.6128,1.57054e-06,100,2.34694,0.000129227,0.5,86.8183584413,0.7727556001,0.163541,100
0.0101057,1,38.2966923533,65.6379,7.6264e-10,0.964491,85.7027169969,15924.8,38.2966923533,nan,500.0,nan,5.52486e-05,50000,85.7027169969,78.0912,5.7888e-07,100,2.63634,0.000151016,0.5,85.7027169969,0.750931897866,0.23242,100
0.0219086,1,23.2597733836,54.479,4.57543e-10,0.997312,86.9928547134,15997.8,23.2597733836,nan,500.0,nan,5.52486e-05,50000,86.9928547134,78.6087,1.21368e-06,100,2.48126,0.000137456,0.5,86.9928547134,0.798378980804,0.149091,100
0.0230358,1,29.041669644,59.8765,5.64742e-10,1.02432,86.7089091082,15993.7,29.041669644,nan,500.0,nan,5.52486e-05,50000,86.7089091082,78.6697,1.24247e-06,100,2.44723,0.000131996,0.5,86.7089091082,0.777276968919,0.194125,100
0.0337625,1,21.467198974,58.5494,4.47266e-10,0.992539,87.306679597,16045.0,21.467198974,nan,500.0,nan,5.52486e-05,50000,87.306679597,78.8929,1.87935e-06,100,2.3551,0.000131094,0.5,87.306679597,0.767166076453,0.14435,100
0.00974244,1,52.5535168787,61.4612,6.56168e-10,0.954481,86.2864859868,16025.9,52.5535168787,nan,500.0,nan,5.52486e-05,50000,86.2864859868,78.7964,5.63925e-07,100,2.54323,0.000147211,0.5,86.2864859868,0.756815704783,0.195843,100
0.0380138,1,22.020972432,62.6335,4.95821e-10,0.996099,86.6059080732,15939.9,22.020972432,nan,500.0,nan,5.52486e-05,50000,86.6059080732,78.0087,2.10844e-06,100,2.82721,0.000156811,0.5,86.6059080732,0.774743096959,0.161171,100
0.0252218,1,19.4477519442,51.3183,3.94342e-10,1.00466,86.2201084042,15821.2,19.4477519442,nan,500.0,nan,5.52486e-05,50000,86.2201084042,77.7471,1.38701e-06,100,2.28078,0.000125426,0.5,86.2201084042,0.683336366432,0.130396,100
0.0064035,1,48.5021012915,65.7082,5.61989e-10,0.971203,85.8995873827,15907.7,48.5021012915,nan,500.0,nan,5.52486e-05,50000,85.8995873827,77.882,3.64274e-07,100,2.68278,0.000152615,0.5,85.8995873827,0.732574601275,0.173662,100
0.0118247,1,27.6360287032,55.3641,4.71881e-10,1.02001,86.6289831631,15937.0,27.6360287032,nan,500.0,nan,5.52486e-05,50000,86.6289831631,78.4367,6.40484e-07,100,2.28093,0.000123546,0.5,86.6289831631,0.735493043146,0.160842,100
0.0365366,1,30.610471175,65.6245,7.13617e-10,0.980447,85.618757739,15869.1,30.610471175,nan,500.0,nan,5.52486e-05,50000,85.618757739,77.668,2.05885e-06,100,2.9199,0.000164537,0.5,85.618757739,0.842866115411,0.224735,100
0.0105404,1,38.0537359507,65.6915,7.03081e-10,0.97141,86.4585416053,16031.9,38.0537359507,nan,500.0,nan,5.52486e-05,50000,86.4585416053,78.7507,5.99479e-07,100,2.55952,0.000145572,0.5,86.4585416053,0.757692332004,0.217354,100
0.0181404,1,27.7238772451,58.1994,5.27349e-10,1.00602,87.6416884311,16156.0,27.7238772451,nan,500.0,nan,5.52486e-05,50000,87.6416884311,79.3446,9.9624e-07,100,2.67375,0.000146838,0.5,87.6416884311,0.750700842791,0.174849,100
0.0199477,1,29.4743067389,55.3863,5.09456e-10,0.996528,87.357837402,16100.9,29.4743067389,nan,500.0,nan,5.52486e-05,50000,87.357837402,79.3102,1.10592e-06,100,2.3923,0.000132632,0.5,87.357837402,0.838832882808,0.165746,100
0.0227074,1,27.9608203938,68.6403,5.89971e-10,0.980681,85.956300488,15877.1,27.9608203938,nan,500.0,nan,5.52486e-05,50000,85.956300488,77.6814,1.27927e-06,100,2.70628,0.000152464,0.5,85.956300488,0.71590046867,0.185884,100
0.0331719,1,23.6249747273,56.6159,5.15285e-10,1.00121,86.8632954819,15998.3,23.6249747273,nan,500.0,nan,5.52486e-05,50000,86.8632954819,78.5554,1.83049e-06,100,2.34475,0.000129388,0.5,86.8632954819,0.702012775047,0.16922,100
0.00524376,1,37.1865816403,64.5986,6.493e-10,0.974353,85.74698636,15887.5,37.1865816403,nan,500.0,nan,5.52486e-05,50000,85.74698636,77.9162,2.97336e-07,100,2.82596,0.00016024,0.5,85.74698636,0.828345824574,0.201946,100
0.0145492,1,26.267896352,60.6224,5.85915e-10,0.9839,85.4391325152,15771.5,26.267896352,nan,500.0,nan,5.52486e-05,50000,85.4391325152,77.3956,8.16979e-07,100,2.57234,0.000144444,0.5,85.4391325152,0.774601061756,0.18582,100
0.00927922,1,36.0118287506,66.1288,7.22964e-10,1.00362,86.8480217065,16111.6,36.0118287506,nan,500.0,nan,5.52486e-05,50000,86.8480217065,79.078,5.10814e-07,100,2.79739,0.000153994,0.5,86.8480217065,0.866337032317,0.238569,100
0.0271262,1,27.4733087837,60.1308,5.66147e-10,0.985195,86.875868071,16030.7,27.4733087837,nan,500.0,nan,5.52486e-05,50000,86.875868071,78.7201,1.52121e-06,100,2.52978,0.000141867,0.5,86.875868071,0.770404637667,0.180024,100
0.019285,1,26.5124158267,58.9831,5.29185e-10,1.01399,86.8293459839,16005.2,26.5124158267,nan,500.0,nan,5.52486e-05,50000,86.8293459839,78.4031,1.05077e-06,100,2.94707,0.000160574,0.5,86.8293459839,0.844640338573,0.178252,100
0.0382127,1,15.8996117598,45.3939,3.46142e-10,0.98749,86.5007321887,15843.0,15.8996117598,nan,500.0,nan,5.52486e-05,50000,86.5007321887,78.0479,2.13794e-06,100,1.99887,0.000111834,0.5,86.5007321887,0.685265390483,0.11058,100
0.0880677,1,15.9136313112,50.3944,3.42776e-10,1.01178,88.3382569531,16172.7,15.9136313112,nan,500.0,nan,5.52486e-05,50000,88.3382569531,79.5023,4.80897e-06,100,2.35285,0.000128479,0.5,88.3382569531,0.711838441698,0.114958,100
0.0309173,1,22.4748374941,59.6057,4.84022e-10,0.99089,86.6411693377,15944.6,22.4748374941,nan,500.0,nan,5.52486e-05,50000,86.6411693377,78.1245,1.72384e-06,100,2.55856,0.000142657,0.5,86.6411693377,0.711684590722,0.155694,100
0.0216215,1,24.2472317757,56.2846,5.02211e-10,0.996753,87.1944827483,16054.1,24.2472317757,nan,500.0,nan,5.52486e-05,50000,87.1944827483,78.8154,1.19845e-06,100,2.45097,0.000135854,0.5,87.1944827483,0.730095708637,0.163463,100
0.0365171,1,27.9775255586,61.7168,6.20796e-10,0.965911,86.5849904406,16000.0,27.9775255586,nan,500.0,nan,5.52486e-05,50000,86.5849904406,78.4434,2.08872e-06,100,2.53136,0.00014479,0.5,86.5849904406,0.737944657137,0.189749,100
0.0351758,1,27.7305325911,62.9766,5.62221e-10,0.993702,86.5149732348,15964.6,27.7305325911,nan,500.0,nan,5.52486e-05,50000,86.5149732348,78.2943,1.95573e-06,100,2.62326,0.00014585,0.5,86.5149732348,0.791070369693,0.181877,100
0.0099566,1,36.0222385318,62.4059,6.068e-10,0.930123,86.3418738421,15986.3,36.0222385318,nan,500.0,nan,5.52486e-05,50000,86.3418738421,78.4275,5.91414e-07,100,2.38311,0.000141555,0.5,86.3418738421,0.752830561315,0.171982,100
0.0139168,1,22.6390808836,52.9174,5.07296e-10,0.979931,86.4968854605,15924.7,22.6390808836,nan,500.0,nan,5.52486e-05,50000,86.4968854605,78.2953,7.84631e-07,100,2.40342,0.000135505,0.5,86.4968854605,0.815970225817,0.159592,100
0.00725988,1,37.0996981365,52.3475,4.89711e-10,0.996331,86.7203519338,15995.5,37.0996981365,nan,500.0,nan,5.52486e-05,50000,86.7203519338,78.7021,4.02575e-07,100,2.55513,0.000141687,0.5,86.7203519338,0.883077628961,0.159259,100
0.0128274,1,30.9218287211,59.694,6.68632e-10,0.996237,86.9761908274,16094.5,30.9218287211,nan,500.0,nan,5.52486e-05,50000,86.9761908274,79.0616,7.11374e-07,100,2.58981,0.000143624,0.5,86.9761908274,0.800384678741,0.217405,100
0.0121518,1,17.2477508557,42.6967,3.0769e-10,1.00484,89.009741952,16290.2,17.2477508557,nan,500.0,nan,5.52486e-05,50000,89.009741952,80.3282,6.68135e-07,100,2.04621,0.000112505,0.5,89.009741952,0.689310526249,0.101781,100
0.0461975,1,19.9771165221,59.6293,4.64786e-10,0.971862,86.8278576011,15962.9,19.9771165221,nan,500.0,nan,5.52486e-05,50000,86.8278576011,78.2579,2.62625e-06,100,2.27667,0.000129425,0.5,86.8278576011,0.654301394367,0.14382,100
0.0208648,1,32.839288446,64.8026,5.89693e-10,1.01524,87.5872570538,16186.4,32.839288446,nan,500.0,nan,5.52486e-05,50000,87.5872570538,79.4998,1.13545e-06,100,2.68674,0.00014621,0.5,87.5872570538,0.821729421003,0.199123,100
0.0420547,1,20.6956791823,57.651,4.37732e-10,0.985208,86.8553710237,15960.7,20.6956791823,nan,500.0,nan,5.52486e-05,50000,86.8553710237,78.1734,2.35835e-06,100,2.5169,0.000141143,0.5,86.8553710237,0.69450072023,0.139194,100
0.0402484,1,24.2460594451,65.6203,5.38942e-10,1.00435,87.0728578992,16043.0,24.2460594451,nan,500.0,nan,5.52486e-05,50000,87.0728578992,78.5826,2.21403e-06,100,2.65509,0.000146054,0.5,87.0728578992,0.718042309851,0.178103,100
0.0253848,1,24.9291919025,60.8116,5.36876e-10,0.985708,87.4307529013,16115.9,24.9291919025,nan,500.0,nan,5.52486e-05,50000,87.4307529013,79.0286,1.42281e-06,100,2.4588,0.000137815,0.5,87.4307529013,0.701775241889,0.170894,100
0.0333033,1,23.7856071106,56.7256,4.3672e-10,1.00504,86.9814258585,15984.3,23.7856071106,nan,500.0,nan,5.52486e-05,50000,86.9814258585,78.5457,1.83074e-06,100,2.40166,0.000132023,0.5,86.9814258585,0.72027730351,0.144519,100
0.00977908,1,28.4776811305,53.1574,5.27628e-10,0.940271,86.1548870176,15893.3,28.4776811305,nan,500.0,nan,5.52486e-05,50000,86.1548870176,78.1286,5.74601e-07,100,2.15861,0.000126836,0.5,86.1548870176,0.700839422405,0.152824,100
0.0369202,1,16.4180084343,44.336,3.0675e-10,0.97801,88.0895620798,16123.3,16.4180084343,nan,500.0,nan,5.52486e-05,50000,88.0895620798,79.431,2.08566e-06,100,1.95935,0.000110686,0.5,88.0895620798,0.667503660134,0.0961231,100
0.00223377,1,28.1049033368,60.8933,5.80834e-10,0.972099,87.6040856433,16168.7,28.1049033368,nan,500.0,nan,5.52486e-05,50000,87.6040856433,79.3289,1.26955e-07,100,2.60074,0.000147811,0.5,87.6040856433,0.847134967139,0.179817,100
0.00832559,1,27.3945777807,57.5255,4.68221e-10,1.00917,87.9265173348,16179.9,27.3945777807,nan,500.0,nan,5.52486e-05,50000,87.9265173348,79.4813,4.55797e-07,100,2.54449,0.000139302,0.5,87.9265173348,0.837667957695,0.15622,100
0.0234044,1,24.8452466038,52.5915,4.48509e-10,0.974157,87.0400382196,16010.7,24.8452466038,nan,500.0,nan,5.52486e-05,50000,87.0400382196,78.7802,1.32737e-06,100,2.32055,0.000131608,0.5,87.0400382196,0.788291855502,0.13944,100
0.00511026,1,33.8457620981,59.7363,5.65061e-10,0.985419,86.1406098574,15901.8,33.8457620981,nan,500.0,nan,5.52486e-05,50000,86.1406098574,78.142,2.86512e-07,100,2.46658,0.000138291,0.5,86.1406098574,0.78288852357,0.179761,100
0.010645,1,40.980999181,58.4676,6.39728e-10,0.96704,86.1679177663,15964.6,40.980999181,nan,500.0,nan,5.52486e-05,50000,86.1679177663,78.5517,6.08168e-07,100,2.60328,0.00014873,0.5,86.1679177663,0.843233530929,0.195993,100
0.0996842,1,16.5410638161,51.2877,3.66691e-10,1.00326,88.0345939866,16132.8,16.5410638161,nan,500.0,nan,5.52486e-05,50000,88.0345939866,79.2523,5.48952e-06,100,2.30513,0.000126941,0.5,88.0345939866,0.699828706496,0.120916,100
0.0785816,1,21.6544526303,63.641,5.09886e-10,0.985693,87.2227225018,16057.7,21.6544526303,nan,500.0,nan,5.52486e-05,50000,87.2227225018,78.6567,4.40454e-06,100,2.55882,0.000143423,0.5,87.2227225018,0.741296023418,0.162298,100
0.0327462,1,23.6486772547,54.0866,4.88264e-10,0.979968,87.3662588629,16077.6,23.6486772547,nan,500.0,nan,5.52486e-05,50000,87.3662588629,78.9541,1.84617e-06,100,2.45899,0.000138633,0.5,87.3662588629,0.747753560739,0.153616,100
0.121287,1,15.900923123,54.6212,3.86511e-10,0.996717,88.2888711235,16182.6,15.900923123,nan,500.0,nan,5.52486e-05,50000,88.2888711235,79.5676,6.72301e-06,100,2.18779,0.00012127,0.5,88.2888711235,0.691499107676,0.125795,100
0.0168074,1,26.1905257099,55.073,4.73166e-10,0.983748,88.2034265855,16234.1,26.1905257099,nan,500.0,nan,5.52486e-05,50000,88.2034265855,79.911,9.43925e-07,100,2.26172,0.000127021,0.5,88.2034265855,0.756585736749,0.150016,100
