LearnableVariance,TimestepsSoFar,DivergenceHarmonic,ReturnStepMaxmin,OptimizationReturnMax,Inner Iteration,Epsilon,VarianceInitializer,MinIW,EpisodesSoFar,InitialReturnMean,InitialReturnStd,StdWReturnMean,WReturnMean,OptimizationReturnMean,Penalization,MaxIW,EpThisIter,InitialReturnMin,EpLenMean,TimeElapsed,EmpiricalD2Arithmetic,Bound,Weights,ESSRenyiHarmonic,InitialReturnMax,MinBehavPdf,EpRewMean,MeanEntropy,EmpiricalD2Harmonic,OptimizationReturnMin,StdIW,InitialBound,Iteration,ReturnStepMax,MeanD2-0,ReturnMeanIW,MeanIW,ESSRenyiArithmetic,MinTargetPdf
,11805650,2.5811023e+22,10.0,4999.454,1,1.0,-1.0,0.0025091958,26950,4898.9844,699.855,,24489844.0,4898.9844,True,343386.72,50,,490.02,29745.745674848557,1.0,-3.2787066e+17,[ 0.059  1.217 -4.287 -4.228],50.0,4999.454,-252.00328,4898.98454513535,0.4189424,1.0,,50366.67,-26530650.0,539,10.0,1.0,282546930000.0,11308.124,50.0,-252.00328
,11830378,4.476797e+26,9.999999,2730.1672,1,1.0,-1.0,0.023461832,27000,4944.186,382.14587,,24591008.0,2675.02,True,1993376.5,50,2269.1658,494.56,29810.967352628708,1.0,-4.317797e+19,[ 0.085  1.099 -4.279 -4.255],50.0,4999.333,-241.64305,4944.185799927513,0.4189424,1.0,,405777.3,-26631714.0,540,9.999999,1.0,3185772300000.0,127495.76,50.0,-241.64305
,11854255,8.39612e+32,9.999999,4989.1743,1,1.0,-1.0,0.07610643,27050,4773.4404,918.9951,,23630282.0,4763.459,True,13284382.0,50,9.980948,477.54,29870.852756738663,1.0,-5.912715e+22,[ 0.072  1.01  -4.282 -4.342],50.0,4999.1553,-249.35843,4773.440171296612,0.4189424,1.0,,1905094.0,-25670834.0,541,9.999999,1.0,9181822000000.0,367615.44,50.0,-249.35843
,11878869,4.427457e+36,10.0,1130.0696,1,1.0,-1.0,0.013543903,27100,4920.5527,243.18382,,24270974.0,1051.3804,True,23710174.0,50,3869.172,492.28,29935.950082063675,1.0,-4.2937803e+24,[-0.018  0.939 -4.292 -4.393],50.0,4999.2417,-256.57385,4920.552508013367,0.4189424,1.0,,3360271.8,-26311604.0,542,10.0,1.0,14171623000000.0,603337.75,50.0,-256.57385
,11899675,6.1158184e+32,10.0,3069.8416,1,1.0,-1.0,0.014978471,27150,4154.858,955.07367,,18175012.0,2225.4897,True,477007.22,50,1929.3684,416.12,29989.924482107162,1.0,-5.0464316e+22,[-0.078  0.945 -4.302 -4.403],50.0,4999.21,-239.45467,4154.858244865127,0.4189424,1.0,,91789.53,-20215612.0,543,10.0,1.0,481458800000.0,32025.898,50.0,-239.45467
,11922220,1.2717221e+25,9.999999,4999.2334,1,1.0,-1.0,0.030205678,27200,4506.291,1380.0104,,22211084.0,4506.291,True,375964.4,50,,450.9,30041.8449280262,1.0,-7.2770825e+18,[-0.025  0.971 -4.297 -4.383],50.0,4999.2334,-244.433,4506.290727828252,0.4189424,1.0,,57084.8,-24251698.0,544,9.999999,1.0,157853960000.0,11584.893,50.0,-244.433
,11947220,1186940500.0,10.0,1.4682617,1,1.0,-1.0,0.18179147,27250,4998.691,0.32311302,,24986910.0,0.902793,True,559.2002,50,4997.788,500.0,30095.426249980927,1.0,-71251214000.0,[ 0.023  1.002 -4.293 -4.357],50.0,4999.2563,-252.912,4998.690860477603,0.4189424,1.0,,110.09744,-27027548.0,545,10.0,1.0,947276900.0,37.91822,50.0,-252.912
,11971978,2.7938088e+33,9.999999,840.24854,1,1.0,-1.0,0.15577947,27300,4949.598,192.34895,,24535522.0,790.66095,True,5509716500.0,50,4158.9375,495.16,30149.83791089058,1.0,-1.0785774e+23,[-0.021  0.957 -4.292 -4.351],50.0,4999.186,-242.35378,4949.598400602198,0.4189424,1.0,,771206100.0,-26576104.0,546,9.999999,1.0,2784322000000000.0,111895850.0,50.0,-242.35378
,11996978,8.872321e+29,10.0,1.1586914,1,1.0,-1.0,0.41532552,27350,4998.6943,0.28242254,,24986944.0,0.59419924,True,7923031.5,50,4998.1,500.0,30202.57653951645,1.0,-1.9221365e+21,[ 0.035  0.984 -4.294 -4.359],50.0,4999.259,-261.26157,4998.694322762347,0.4189424,1.0,,1159954.2,-27027584.0,547,10.0,1.0,6295476000000.0,251972.0,50.0,-261.26157
,12020982,2.536785e+31,10.0,4989.3457,1,1.0,-1.0,0.17464584,27400,4799.295,977.61487,,23988964.0,4789.3154,True,1193282.0,50,9.97973,480.08,30250.574767112732,1.0,-1.0278245e+22,[ 0.019  1.084 -4.293 -4.286],50.0,4999.325,-241.92844,4799.29506152471,0.4189424,1.0,,167455.56,-26029666.0,548,10.0,1.0,770596400000.0,30838.285,50.0,-241.92844
,12045052,102121976.0,10.0,2340.2734,1,1.0,-1.0,0.16442046,27450,4811.3613,513.6678,,23413052.0,2152.2588,True,844.624,50,2659.1025,481.4,30302.206277370453,1.0,-21247250000.0,[-0.05   0.981 -4.292 -4.3  ],50.0,4999.376,-248.13766,4811.361388127902,0.4189424,1.0,,164.24557,-25453790.0,549,10.0,1.0,624548540.0,42.539616,50.0,-248.13766
,12069600,6.6646025e+31,10.0,1580.3591,1,1.0,-1.0,0.011164054,27500,4907.7437,340.3663,,24201798.0,1488.7505,True,217609260.0,50,3418.9934,490.96,30346.980498075485,1.0,-1.665977e+22,[-0.02   0.985 -4.291 -4.29 ],50.0,4999.3525,-244.31134,4907.743756467422,0.4189424,1.0,,30460894.0,-26242526.0,550,10.0,1.0,113974790000000.0,4565180.0,50.0,-244.31134
,12094600,4.9908198e+20,10.0,1.6030273,1,1.0,-1.0,0.122194365,27550,4998.6855,0.33911154,,24986858.0,0.95677733,True,12159.345,50,4997.729,500.0,30393.85004758835,1.0,-4.558945e+16,[ 0.011  0.888 -4.296 -4.363],50.0,4999.332,-244.03009,4998.685822282453,0.4189424,1.0,,1725.7566,-27027564.0,551,10.0,1.0,9105109000.0,364.4753,50.0,-244.03009
,12117493,3.0401513e+21,10.0,4989.3184,1,1.0,-1.0,0.044884253,27600,4574.9478,1084.0378,,22105286.0,4564.968,True,267258.53,50,9.979808,457.86,30435.49990439415,1.0,-1.1251764e+17,[-0.042  0.908 -4.302 -4.337],50.0,4999.2983,-243.17459,4574.947875617832,0.4189424,1.0,,38152.406,-24145964.0,552,10.0,1.0,124924990000.0,7393.6333,50.0,-243.17459
,12136001,2.1781042e+17,9.999999,3839.877,1,1.0,-1.0,0.18623321,27650,3693.3765,1169.7567,,15009360.0,2533.9294,True,26465.81,50,1159.4469,370.16,30471.845497369766,1.0,-952398300000000.0,[-0.087  0.889 -4.305 -4.376],50.0,4999.3237,-240.59245,3693.3762834889762,0.4189424,1.0,,3694.219,-17050052.0,553,9.999999,1.0,5317619700.0,691.33624,50.0,-240.59245
,12158542,4.4264843e+18,10.0,3129.7627,1,1.0,-1.0,0.07218157,27700,4503.469,825.9113,,20963366.0,2634.0015,True,14366.615,50,1869.4677,450.82,30520.416139364243,1.0,-4293305400000000.0,[-0.037  0.867 -4.31  -4.405],50.0,4999.2305,-251.82005,4503.469371184391,0.4189424,1.0,,2428.8633,-23003980.0,554,10.0,1.0,15802102000.0,646.9431,50.0,-251.82005
,12175408,3.79196e+26,9.999999,4999.12,1,1.0,-1.0,0.22003315,27750,3364.5688,1246.3158,,12873627.0,3364.5688,True,30419.691,50,,337.32,30549.849920511246,1.0,-3.9735018e+19,[-0.075  0.826 -4.308 -4.433],50.0,4999.12,-228.90686,3364.5688938702488,0.4189424,1.0,,6151.1357,-14914144.0,555,9.999999,1.0,35297726000.0,2947.577,50.0,-228.90686
,12199160,27258960000000.0,10.0,4989.2554,1,1.0,-1.0,0.037698414,27800,4747.6533,808.13434,,23193290.0,4737.6733,True,6830.3564,50,9.979881,475.04,30593.3259909153,1.0,-10660297000000.0,[-0.015  0.825 -4.309 -4.449],50.0,4999.2354,-242.94957,4747.652856005915,0.4189424,1.0,,985.97174,-25233900.0,556,10.0,1.0,6211330000.0,266.07983,50.0,-242.94957
,12223621,46603380000000.0,9.999999,4999.0757,1,1.0,-1.0,0.048568495,27850,4890.155,700.9579,,24404952.0,4890.155,True,17882.27,50,,489.22,30641.013215065002,1.0,-13945302000000.0,[ 0.019  0.797 -4.313 -4.494],50.0,4999.0757,-247.68335,4890.154467082549,0.4189424,1.0,,2779.8132,-26445422.0,557,9.999999,1.0,15577150000.0,629.31573,50.0,-247.68335
,12247288,1.104776e+34,9.999998,4998.93,1,1.0,-1.0,0.07840347,27900,4730.853,1064.7511,,23514664.0,4730.853,True,183850340.0,50,,473.34,30693.28190422058,1.0,-2.1445965e+23,[ 0.055  0.847 -4.311 -4.493],50.0,4998.93,-240.53038,4730.852895768475,0.4189424,1.0,,29566366.0,-25555030.0,558,9.999998,1.0,184828360000000.0,7399652.0,50.0,-240.53038
,12269267,476200060.0,9.999999,4998.591,1,1.0,-1.0,0.12590021,27950,4390.6797,1201.4677,,20721594.0,4390.6797,True,428.4267,50,,439.58,30748.0491065979,1.0,-45280117000.0,[ 0.114  0.959 -4.321 -4.708],50.0,4998.591,-249.03418,4390.679765401598,0.4189424,1.0,,93.16483,-22761676.0,559,9.999999,1.0,761233700.0,41.328537,50.0,-249.03418
,12292586,1146944400000000.0,9.999999,4629.2886,1,1.0,-1.0,0.08606373,28000,4660.5996,1046.8341,,22817048.0,4290.9478,True,1475.0509,50,369.6518,466.38,30790.12485933304,1.0,-69102547000000.0,[ 0.054  0.948 -4.33  -4.715],50.0,4998.9404,-258.27463,4660.599750862878,0.4189424,1.0,,237.46866,-24857404.0,560,9.999999,1.0,1997439700.0,81.60857,50.0,-258.27463
,12316776,94963830000.0,9.999999,4998.923,1,1.0,-1.0,0.022113789,28050,4835.6577,770.6858,,23977540.0,4835.6577,True,8202.6045,50,,483.8,30831.187823295593,1.0,-636196300000.0,[-1.754e-03  9.755e-01 -4.335e+00 -4.711e+00],50.0,4998.923,-245.31348,4835.657457018965,0.4189424,1.0,,1187.5697,-26017892.0,561,9.999999,1.0,7434219500.0,297.78268,50.0,-245.31348
,12341672,1.4546309e+35,10.0,660.4756,1,1.0,-1.0,2.7541878,28100,4977.211,107.007126,,24784078.0,638.63776,True,1871157200.0,50,4338.573,497.92,30878.646894693375,1.0,-7.782257e+23,[-0.025  1.03  -4.335 -4.691],50.0,4999.049,-230.49542,4977.210968975756,0.4189424,1.0,,261787060.0,-26824534.0,562,10.0,1.0,999085560000000.0,39989590.0,50.0,-230.49542
,12365674,128830104.0,10.0,4999.0522,1,1.0,-1.0,0.14640826,28150,4798.496,979.489,,23984966.0,4798.496,True,149.75531,50,,480.04,30918.96236729622,1.0,-23332560000.0,[-0.019  1.155 -4.335 -4.688],50.0,4999.0522,-242.99997,4798.496252060458,0.4189424,1.0,,22.958576,-26025426.0,563,10.0,1.0,172571420.0,6.9477077,50.0,-242.99997
,12389151,756910850.0,10.0,4989.0767,1,1.0,-1.0,0.029833736,28200,4693.021,1113.9335,,23265292.0,4683.041,True,1272.3496,50,9.979821,469.54,30965.11408305168,1.0,-57318285000.0,[ 0.011  1.166 -4.335 -4.688],50.0,4999.0566,-233.67809,4693.020941716401,0.4189424,1.0,,182.61989,-25305760.0,564,10.0,1.0,1180813200.0,47.582184,50.0,-233.67809
,12413860,4.183613e+31,10.0,1330.502,1,1.0,-1.0,0.67296827,28250,4939.869,261.58972,,24470734.0,1270.9996,True,352374900.0,50,3668.8691,494.18,31003.606737852097,1.0,-1.3199604e+22,[-0.035  1.196 -4.326 -4.658],50.0,4999.371,-239.54382,4939.86884105496,0.4189424,1.0,,49304676.0,-26511456.0,565,10.0,1.0,186785040000000.0,7476116.0,50.0,-239.54382
,12438374,2.0770687e+27,9.999999,4629.4126,1,1.0,-1.0,0.10683382,28300,4900.6343,648.22406,,24436406.0,4530.957,True,386528.06,50,369.67676,490.28,31047.495705366135,1.0,-9.299543e+19,[-0.009  1.109 -4.337 -4.744],50.0,4999.0894,-248.27783,4900.63399975883,0.4189424,1.0,,61230.016,-26476894.0,566,9.999999,1.0,362879550000.0,15279.272,50.0,-248.27783
,12462800,60914962000.0,9.999999,4998.708,1,1.0,-1.0,0.07752937,28350,4882.804,705.61487,,24339666.0,4882.804,True,11062.091,50,,488.52,31094.58360004425,1.0,-510597230000.0,[ 0.05   1.091 -4.344 -4.745],50.0,4998.708,-246.5892,4882.803935075452,0.4189424,1.0,,1549.2885,-26379836.0,567,9.999999,1.0,7059669500.0,282.70956,50.0,-246.5892
,12487396,7007507500.0,10.0,2330.7012,1,1.0,-1.0,0.23753531,28400,4916.494,384.12216,,24319466.0,2248.09,True,477.18668,50,2668.4043,491.92,31141.42852783203,1.0,-171613700000.0,[ 0.053  1.029 -4.347 -4.755],50.0,4999.1055,-239.8003,4916.49439973637,0.4189424,1.0,,89.38388,-26359964.0,568,10.0,1.0,800758100.0,32.470528,50.0,-239.8003
,12511259,2.7530547e+36,9.999998,4988.952,1,1.0,-1.0,0.016276352,28450,4770.0576,937.4666,,23632292.0,4760.0767,True,266463260000.0,50,9.980274,477.26,31180.535208940506,1.0,-3.3854497e+24,[ 1.605e-03  1.009e+00 -4.351e+00 -4.727e+00],50.0,4998.9326,-235.80902,4770.057474855994,0.4189424,1.0,,37297164000.0,-25672660.0,569,9.999998,1.0,1.346975e+17,5392364500.0,50.0,-235.80902
,12536028,5583446500.0,10.0,1030.4185,1,1.0,-1.0,0.016840234,28500,4951.506,202.01854,,24558222.0,982.71985,True,705.9252,50,3968.7861,495.38,31223.631942987442,1.0,-154221510000.0,[-0.033  1.12  -4.317 -4.698],50.0,4999.2046,-249.51651,4951.505988238784,0.4189424,1.0,,153.12537,-26598820.0,570,10.0,1.0,1743456000.0,70.735565,50.0,-249.51651
,12558803,6.9400315e+17,9.999999,3019.8184,1,1.0,-1.0,0.03278095,28550,4549.354,735.3823,,21237410.0,2569.9314,True,46023.527,50,1979.4229,455.5,31268.20990371704,1.0,-1700004000000000.0,[-0.052  1.069 -4.32  -4.727],50.0,4999.241,-238.23875,4549.354292056797,0.4189424,1.0,,6432.218,-23278028.0,571,9.999999,1.0,26139032000.0,1128.6012,50.0,-238.23875
,12577482,1.1398687e+17,9.999999,4999.123,1,1.0,-1.0,0.03899017,28600,3728.0688,1299.0686,,15586075.0,3728.0688,True,164071.34,50,,373.58,31306.461659431458,1.0,-689004000000000.0,[-0.097  1.058 -4.319 -4.77 ],50.0,4999.123,-249.32657,3728.0688257348893,0.4189424,1.0,,22959.867,-17626596.0,572,9.999999,1.0,82915470000.0,3571.896,50.0,-249.32657
,12599879,3.7507486e+32,9.999998,4998.9346,1,1.0,-1.0,0.07577271,28650,4474.8145,1063.9752,,21156004.0,4474.8145,True,3201780.2,50,,447.94,31340.530985593796,1.0,-3.9515565e+22,[-0.048  1.025 -4.321 -4.791],50.0,4998.9346,-247.29819,4474.8142529075385,0.4189424,1.0,,507095.53,-23196360.0,573,9.999998,1.0,2151198400000.0,104200.13,50.0,-247.29819
,12624385,10928493000000.0,9.999998,4259.596,1,1.0,-1.0,0.05188107,28700,4898.8525,602.2332,,24361438.0,4159.4937,True,976.5273,50,739.3585,490.12,31377.297594308853,1.0,-6746553000000.0,[ 0.012  1.038 -4.32  -4.787],50.0,4998.9546,-253.83153,4898.852488526815,0.4189424,1.0,,160.8222,-26401812.0,574,9.999998,1.0,1383772900.0,55.51524,50.0,-253.83153
,12647705,4.635784e+23,10.0,4998.842,1,1.0,-1.0,0.05891288,28750,4660.191,892.9257,,22514700.0,4660.191,True,959619.4,50,,466.4,31409.37384700775,1.0,-1.3891682e+18,[-0.041  1.051 -4.325 -4.816],50.0,4998.842,-244.34282,4660.191315280892,0.4189424,1.0,,134874.69,-24554984.0,575,10.0,1.0,332730370000.0,24346.363,50.0,-244.34282
,12671434,3534803500000000.0,10.0,4649.256,1,1.0,-1.0,0.043503314,28800,4743.0386,875.5382,,23262984.0,4393.305,True,6830.565,50,349.7339,474.58,31444.067841529846,1.0,-121316400000000.0,[ 0.008  1.084 -4.322 -4.796],50.0,4998.9897,-244.72188,4743.038793818496,0.4189424,1.0,,968.56287,-25303380.0,576,10.0,1.0,5043337700.0,202.40254,50.0,-244.72188
,12695178,3.938132e+34,10.0,4998.969,1,1.0,-1.0,0.08821767,28850,4745.6777,873.29376,,23284096.0,4745.6777,True,7226561.5,50,,474.88,31481.368399620056,1.0,-4.049118e+23,[-0.034  1.039 -4.326 -4.805],50.0,4998.969,-243.01372,4745.677383580674,0.4189424,1.0,,1039055.5,-25324486.0,577,10.0,1.0,4715722000000.0,206823.0,50.0,-243.01372
,12718790,4.4422417e+21,9.999999,4249.5137,1,1.0,-1.0,1.083537,28900,4719.515,916.198,,23113242.0,3970.0796,True,1840143.4,50,749.4354,472.24,31513.37086367607,1.0,-1.3599303e+17,[ 0.024  1.033 -4.325 -4.782],50.0,4998.949,-259.2871,4719.515265800548,0.4189424,1.0,,257566.3,-25153620.0,578,9.999999,1.0,1162108500000.0,46585.14,50.0,-259.2871
,12742633,255323180000.0,10.0,4999.0,1,1.0,-1.0,0.15677622,28950,4766.159,884.19104,,23498068.0,4766.159,True,1254.6897,50,,476.86,31551.908227205276,1.0,-1033310200000.0,[ 0.014  0.922 -4.326 -4.558],50.0,4999.0,-242.9699,4766.1594144062265,0.4189424,1.0,,213.9406,-25538486.0,579,10.0,1.0,2293359400.0,91.93251,50.0,-242.9699
,12766448,3.990201e+25,10.0,4589.499,1,1.0,-1.0,0.059271745,29000,4760.265,877.64655,,23430382.0,4350.694,True,4900193.0,50,409.57132,476.3,31588.176381349564,1.0,-1.288933e+19,[ 0.011  0.863 -4.319 -4.579],50.0,4999.0703,-250.00325,4760.264788997927,0.4189424,1.0,,811586.25,-25470848.0,580,10.0,1.0,3754767400000.0,178539.27,50.0,-250.00325
,12789661,8710472000000.0,9.999997,4599.3335,1,1.0,-1.0,0.12335586,29050,4639.6646,1115.6963,,22771264.0,4239.937,True,5215.4844,50,399.72775,464.26,31625.19319009781,1.0,-6028214700000.0,[ 0.07   0.854 -4.307 -4.563],50.0,4999.061,-251.99706,4639.664450434728,0.4189424,1.0,,785.01544,-24811734.0,581,9.999997,1.0,6057337000.0,242.72691,50.0,-251.99706
,12812438,5320747000000.0,10.0,4238.951,1,1.0,-1.0,0.08231328,29100,4550.9893,954.3646,,21622314.0,3791.5432,True,19159.13,50,759.4464,455.54,31662.17291688919,1.0,-4717763000000.0,[ 0.083  0.793 -4.304 -4.572],50.0,4998.3975,-275.16833,4550.989174951538,0.4189424,1.0,,2790.944,-23662240.0,582,10.0,1.0,12301105000.0,638.7366,50.0,-275.16833
,12836299,3438902500.0,9.999999,4999.1323,1,1.0,-1.0,0.042805336,29150,4769.6167,856.7124,,23483196.0,4769.6167,True,5777.2446,50,,477.22,31696.366026878357,1.0,-125141205000.0,[ 0.022  0.798 -4.296 -4.56 ],50.0,4999.1323,-258.16812,4769.616452905292,0.4189424,1.0,,845.82935,-25523734.0,583,9.999999,1.0,5479938600.0,219.5844,50.0,-258.16812
,12859868,3.486236e+22,9.999998,4998.915,1,1.0,-1.0,0.992336,29200,4711.0254,1029.6753,,23253992.0,4711.0254,True,11900.531,50,,471.38,31734.668488264084,1.0,-3.8096436e+17,[ 0.016  0.738 -4.288 -4.547],50.0,4998.915,-249.30643,4711.0255322173,0.4189424,1.0,,2445.0286,-25294346.0,584,9.999998,1.0,20823378000.0,880.8028,50.0,-249.30643
,12878625,2.5287143e+18,9.999999,4999.17,1,1.0,-1.0,0.100321285,29250,3744.7144,1393.6093,,15965030.0,3744.7144,True,42362.645,50,,375.14,31764.795963287354,1.0,-3244914600000000.0,[-0.046  0.738 -4.294 -4.538],50.0,4999.17,-232.51588,3744.714142876242,0.4189424,1.0,,6628.8843,-18005582.0,585,9.999999,1.0,24124838000.0,2121.43,50.0,-232.51588
,12902211,20223795000000.0,10.0,4999.3086,1,1.0,-1.0,0.04384853,29300,4714.387,1024.2091,,23274450.0,4714.387,True,12974.006,50,,471.72,31795.0365319252,1.0,-9185185000000.0,[-2.850e-03  7.772e-01 -4.302e+00 -4.517e+00],50.0,4999.3086,-248.51585,4714.387247957109,0.4189424,1.0,,1831.7236,-25315128.0,586,10.0,1.0,8083557000.0,356.80557,50.0,-248.51585
,12922743,2.9523367e+34,10.0,4609.297,1,1.0,-1.0,0.08838744,29350,4100.985,1341.9617,,18618938.0,3711.3147,True,3870756.5,50,389.67053,410.64,31822.493312358856,1.0,-3.505887e+23,[-0.017  0.719 -4.3   -4.536],50.0,4998.9673,-232.99301,4100.985246282525,0.4189424,1.0,,570431.1,-20659326.0,587,10.0,1.0,1528591000000.0,154833.5,50.0,-232.99301
,12947245,7.442893e+23,9.999998,4989.0625,1,1.0,-1.0,0.05786339,29400,4898.3716,698.3418,,24481724.0,4888.392,True,134562.48,50,9.979281,490.04,31868.098913908005,1.0,-1.7603493e+18,[ 0.041  0.741 -4.296 -4.527],50.0,4999.042,-251.34698,4898.371535722669,0.4189424,1.0,,18929.793,-26522174.0,588,9.999998,1.0,80913040000.0,3240.238,50.0,-251.34698
,12970268,154343540.0,10.0,2979.7617,1,1.0,-1.0,0.19722441,29450,4600.5195,770.2013,,21757990.0,2581.1038,True,161.09113,50,2019.4161,460.46,31910.079132795334,1.0,-25705376000.0,[-0.021  0.741 -4.3   -4.525],50.0,4999.1777,-247.00487,4600.5197002870555,0.4189424,1.0,,34.471897,-23798550.0,589,10.0,1.0,354339170.0,18.421347,50.0,-247.00487
,12994770,1.1366185e+34,9.999997,1910.1755,1,1.0,-1.0,1.7541444,29500,4897.9785,357.66782,,24118118.0,1809.0536,True,50584530000.0,50,3088.925,490.04,31958.938740491867,1.0,-2.1754321e+23,[ 0.009  0.745 -4.302 -4.526],50.0,4999.1006,-247.32158,4897.978531494222,0.4189424,1.0,,7139017000.0,-26158608.0,590,9.999997,1.0,2.9777977e+16,1192009300.0,50.0,-247.32158
,13017223,675214460.0,9.999999,3259.598,1,1.0,-1.0,0.07731201,29550,4486.806,990.3179,,21112158.0,2747.2507,True,10455.8125,50,1739.5554,449.06,32006.96603488922,1.0,-58452550000.0,[-0.025  0.821 -4.326 -4.435],50.0,4999.1533,-243.54645,4486.806173955578,0.4189424,1.0,,1462.5734,-23152712.0,591,9.999999,1.0,5429082000.0,259.93335,50.0,-243.54645
,13041725,2.5350806e+28,9.999999,4989.362,1,1.0,-1.0,0.11414472,29600,4898.969,698.4271,,24487702.0,4888.9897,True,2770233.5,50,9.979303,490.04,32055.967061042786,1.0,-3.2491955e+20,[-0.005  0.867 -4.325 -4.399],50.0,4999.3413,-234.4384,4898.969439597778,0.4189424,1.0,,420905.0,-26528408.0,592,9.999999,1.0,2030774900000.0,81277.19,50.0,-234.4384
,13065804,354514180.0,10.0,4989.1787,1,1.0,-1.0,0.060644016,29650,4813.9,907.2155,,23996668.0,4803.9204,True,4206.135,50,9.9797,481.58,32111.743507623672,1.0,-41112752000.0,[ 0.049  0.892 -4.325 -4.381],50.0,4999.158,-251.47832,4813.899820780346,0.4189424,1.0,,587.9745,-26037222.0,593,10.0,1.0,2692083500.0,107.80486,50.0,-251.47832
,13089525,563663340000.0,9.999999,4998.9673,1,1.0,-1.0,0.05476724,29700,4741.7563,1030.7305,,23546654.0,4741.7563,True,685.3137,50,,474.42,32160.21294116974,1.0,-1532807000000.0,[ 0.075  0.836 -4.319 -4.385],50.0,4998.9673,-230.18689,4741.756136319059,0.4189424,1.0,,103.871666,-25587056.0,594,9.999999,1.0,926542900.0,37.130703,50.0,-230.18689
,13112337,307344540000.0,10.0,3769.8413,1,1.0,-1.0,0.016887065,29750,4558.3613,1041.7074,,21863812.0,3329.2993,True,808.5079,50,1229.0621,456.24,32212.025635242462,1.0,-1131991100000.0,[ 0.129  0.812 -4.315 -4.408],50.0,4998.9033,-250.37837,4558.361267547008,0.4189424,1.0,,127.789986,-23904160.0,595,10.0,1.0,850473660.0,45.717995,50.0,-250.37837
,13137127,3492973200000000.0,9.999999,1860.5078,1,1.0,-1.0,0.044886995,29800,4955.8267,262.1552,,24628944.0,1817.3007,True,482.517,50,3138.5264,495.8,32258.669940948486,1.0,-120594590000000.0,[ 0.072  0.788 -4.321 -4.405],50.0,4999.034,-252.17416,4955.826811980513,0.4189424,1.0,,91.36891,-26669390.0,596,9.999999,1.0,1002637600.0,41.18734,50.0,-252.17416
,13162016,7.530922e+34,9.999999,1120.6213,1,1.0,-1.0,1.2752389,29850,4976.199,156.78836,,24787144.0,1097.515,True,29360181000.0,50,3878.6843,497.78,32310.614812374115,1.0,-5.6001267e+23,[ 0.011  0.779 -4.329 -4.41 ],50.0,4999.3057,-237.28578,4976.199423287592,0.4189424,1.0,,4110113800.0,-26827816.0,597,9.999999,1.0,1.523995e+16,610095000.0,50.0,-237.28578
,13186770,777015700.0,10.0,1460.0532,1,1.0,-1.0,0.0032643294,29900,4949.0415,234.4282,,24547968.0,1409.8302,True,207.31274,50,3539.2114,495.08,32365.667694091797,1.0,-57116303000.0,[-0.022  0.866 -4.334 -4.327],50.0,4999.2646,-245.97568,4949.041567617877,0.4189424,1.0,,29.106573,-26588612.0,598,10.0,1.0,233427650.0,9.380382,50.0,-245.97568
,13208471,1.06503365e+30,10.0,3799.9094,1,1.0,-1.0,0.0934384,29950,4334.619,993.57526,,19776120.0,3135.1533,True,1817983.6,50,1199.4661,434.02,32412.969182491302,1.0,-2.1060446e+21,[-0.052  0.861 -4.335 -4.333],50.0,4999.3755,-257.24762,4334.619675366417,0.4189424,1.0,,360062.44,-21816860.0,599,10.0,1.0,1506321500000.0,110602.56,50.0,-257.24762
,13232829,79629340.0,10.0,4999.238,1,1.0,-1.0,0.0087224785,30000,4869.801,710.4804,,24219736.0,4869.801,True,23.639116,50,,487.16,32467.887734413147,1.0,-18271693000.0,[ 4.014e-03  8.876e-01 -4.338e+00 -4.324e+00],50.0,4999.238,-254.61617,4869.800298392457,0.4189424,1.0,,3.5291219,-26260356.0,600,10.0,1.0,62170416.0,2.514555,50.0,-254.61617
,13256330,320039650000.0,9.999999,4999.3164,1,1.0,-1.0,0.13303801,30050,4697.53,875.5843,,22833426.0,4697.53,True,1906.2961,50,,470.02,32510.671325683594,1.0,-1156277700000.0,[-0.027  0.892 -4.339 -4.32 ],50.0,4999.3164,-234.67084,4697.529309904433,0.4189424,1.0,,286.271,-24874110.0,601,9.999999,1.0,1821397600.0,81.24681,50.0,-234.67084
,13280332,1436216500000.0,9.999999,4999.3896,1,1.0,-1.0,0.19671346,30100,4798.885,979.5683,,23988850.0,4798.885,True,793.9353,50,,480.04,32561.37713074684,1.0,-2447046000000.0,[ 0.005  0.875 -4.341 -4.269],50.0,4999.3896,-250.64543,4798.884858605561,0.4189424,1.0,,143.7343,-26029604.0,602,9.999999,1.0,1373620400.0,55.00789,50.0,-250.64543
,13305332,2.0625456e+21,9.999999,1.5585938,1,1.0,-1.0,0.17494991,30150,4998.6904,0.32495496,,24986904.0,0.97399414,True,847.67114,50,4997.7163,500.0,32616.01873445511,1.0,-9.2676615e+16,[ 0.045  0.833 -4.346 -4.291],50.0,4999.275,-247.70766,4998.690271127781,0.4189424,1.0,,125.76264,-27027560.0,603,9.999999,1.0,983355140.0,39.363194,50.0,-247.70766
,13328890,2.5918218e+35,10.0,4999.2197,1,1.0,-1.0,0.41526216,30200,4709.297,1044.1256,,23267676.0,4709.297,True,6893040000.0,50,,471.16,32664.37075972557,1.0,-1.03887055e+24,[-0.014  0.846 -4.351 -4.278],50.0,4999.2197,-248.29239,4709.296977478191,0.4189424,1.0,,1301560800.0,-25308284.0,604,10.0,1.0,8004778000000000.0,322012580.0,50.0,-248.29239
