Iteration,InitialReturnMean,OptimizationReturnMin,WReturnMean,InitialReturnMin,ReturnStepMax,ReturnMeanIW,EpRewMean,EmpiricalD2Arithmetic,TimestepsSoFar,InitialBound,OptimizationReturnMean,InitialReturnStd,MeanIW,ESSRenyiHarmonic,MinTargetPdf,MeanD2-0,VarianceInitializer,InitialReturnMax,MeanEntropy,StdWReturnMean,StdIW,Bound,ESSRenyiArithmetic,TimeElapsed,EpLenMean,Penalization,DivergenceHarmonic,Weights,MinBehavPdf,EpisodesSoFar,LearnableVariance,MinIW,ReturnStepMaxmin,OptimizationReturnMax,Inner Iteration,EpThisIter,Epsilon,EmpiricalD2Harmonic,MaxIW
557,4739.462,,23541002.0,,10.0,439861670000.0,4739.461975730536,1.0,11697074,-25581546.0,4739.462,1038.5103,17614.637,50.0,-241.5243,1.0,-1.0,4999.134,0.4189424,,114675.89,-8807775300000000.0,50.0,29970.457662820816,474.16,True,1.8629505e+19,[ 0.097  0.44  -4.244 -3.858],-241.5243,27850,,0.2084631,10.0,4999.134,1,50,1.0,1.0,820004.8
558,4407.155,,21589282.0,439.78674,10.0,2598413800000.0,4407.15464250693,1.0,11719123,-23629928.0,3967.3682,1471.8257,108080.5,50.0,-250.2291,1.0,-1.0,4999.2666,0.4189424,,474818.88,-1.1012445e+21,50.0,30023.05733346939,440.98,True,2.912283e+29,[ 0.037  0.425 -4.25  -3.848],-250.2291,27900,,0.07532543,10.0,4559.48,1,50,1.0,1.0,3130858.0
559,4577.115,,22563892.0,399.7008,10.0,411426160000.0,4577.1148203467565,1.0,11742022,-24604544.0,4177.4136,1270.3986,16612.588,50.0,-258.87967,1.0,-1.0,4999.2783,0.4189424,,77849.77,-5942106600000000.0,50.0,30071.61451792717,457.98,True,8.4777916e+18,[ 0.099  0.423 -4.245 -3.855],-258.87967,27950,,0.040146906,10.0,4599.5776,1,50,1.0,1.0,434943.38
560,4665.9175,,23119930.0,,9.999999,8261146000.0,4665.917438470497,1.0,11765361,-25160696.0,4665.9175,1161.5271,331.19485,50.0,-251.19402,1.0,-1.0,4999.413,0.4189424,,2155.8958,-444639740000.0,50.0,30124.70578312874,466.78,True,45723775000.0,[ 0.04   0.433 -4.246 -3.838],-251.19402,28000,,0.23516233,9.999999,4999.413,1,50,1.0,1.0,15421.126
561,4529.3115,,22205314.0,,10.0,204591100000000.0,4529.3114853237075,1.0,11788021,-24245920.0,4529.3115,1300.2513,8192103.5,50.0,-251.54709,1.0,-1.0,4999.205,0.4189424,,57340230.0,-7028333300000000.0,50.0,30169.30950665474,453.2,True,1.1182337e+19,[ 0.078  0.402 -4.244 -3.877],-251.54709,28050,,0.09034828,10.0,4999.205,1,50,1.0,1.0,409573700.0
562,4027.5098,,19150264.0,,10.0,458324770000.0,4027.509813818386,1.0,11808176,-21190966.0,4027.5098,1711.5574,18548.18,50.0,-236.51714,1.0,-1.0,4999.3296,0.4189424,,113620.45,-1.0456653e+18,50.0,30212.730316638947,403.1,True,2.6256042e+23,[ 0.019  0.399 -4.25  -3.855],-236.51714,28100,,0.4836902,10.0,4999.3296,1,50,1.0,1.0,811763.3
563,4385.472,,21507802.0,9.980631,10.0,794303140000.0,4385.472322984695,1.0,11830118,-23548566.0,4375.4917,1508.4546,31799.812,50.0,-245.88916,1.0,-1.0,4999.4062,0.4189424,,195268.52,-1.0762827e+16,50.0,30256.005623102188,438.84,True,2.7810332e+19,[ 0.077  0.38  -4.25  -3.868],-245.88916,28150,,0.04953549,10.0,4989.426,1,50,1.0,1.0,1394790.0
564,3835.9612,,17901694.0,,10.0,85498230000.0,3835.9611153025867,1.0,11849321,-19942200.0,3835.9612,1785.2446,3463.956,50.0,-239.95677,1.0,-1.0,4999.0957,0.4189424,,11593.89,-979523900000000.0,50.0,30290.873392105103,384.06,True,2.3039852e+17,[ 0.05   0.326 -4.254 -3.884],-239.95677,28200,,0.20426269,10.0,4999.0957,1,50,1.0,1.0,69571.9
565,4235.897,,20570080.0,19.960775,9.999999,143798710000.0,4235.89697364589,1.0,11870519,-22610712.0,4215.936,1620.8816,11800.26,50.0,-243.88708,1.0,-1.0,4999.2563,0.4189424,,72446.18,-3.1802566e+17,50.0,30330.36586666107,423.96,True,2.4288102e+22,[ 0.085  0.373 -4.258 -3.862],-243.88708,28250,,0.009095999,9.999999,4979.2954,1,50,1.0,1.0,517091.6
566,4091.1086,,19352990.0,519.72046,9.999999,2030180100.0,4091.1084628731023,1.0,11890993,-21393800.0,3571.3882,1617.3503,103.69853,50.0,-239.4344,1.0,-1.0,4999.455,0.4189424,,380.12238,-1224028200000.0,50.0,30371.471439361572,409.48,True,358543200000.0,[ 0.024  0.385 -4.262 -3.862],-239.4344,28300,,0.061974246,9.999999,4479.7344,1,50,1.0,1.0,2560.1184
567,4598.7227,,22491136.0,479.8007,10.0,12204549000.0,4598.7225707204225,1.0,11913998,-24531842.0,4118.922,1158.8306,489.50513,50.0,-234.84996,1.0,-1.0,4999.3374,0.4189424,,1927.3813,-437085300000.0,50.0,30422.59382367134,460.1,True,43348656000.0,[ 0.044  0.435 -4.261 -3.829],-234.84996,28350,,0.076897874,10.0,4519.5366,1,50,1.0,1.0,11644.029
568,4638.0186,,22957368.0,9.981901,10.0,1719966200000.0,4638.018656414924,1.0,11937198,-24998174.0,4628.037,1202.5599,69166.58,50.0,-257.64795,1.0,-1.0,4999.459,0.4189424,,411741.53,-2.0710823e+22,50.0,30471.581302165985,464.0,True,1.0298974e+32,[ 0.018  0.491 -4.264 -3.83 ],-257.64795,28400,,0.31724808,10.0,4989.477,1,50,1.0,1.0,2927825.2
569,4695.1914,,23303520.0,,10.0,4375663600.0,4695.191301523632,1.0,11960684,-25344238.0,4695.1914,1121.9176,175.36543,50.0,-247.21082,1.0,-1.0,4999.3467,0.4189424,,715.1996,-3959303000000.0,50.0,30515.462509393692,469.72,True,3755910400000.0,[ 0.072  0.462 -4.261 -3.84 ],-247.21082,28450,,0.05772934,10.0,4999.3467,1,50,1.0,1.0,4889.6357
570,4491.6123,,21962910.0,9.980411,10.0,125666940000.0,4491.612457448919,1.0,11983155,-24003672.0,4481.632,1337.2838,5044.842,50.0,-241.94695,1.0,-1.0,4999.3936,0.4189424,,29240.334,-169731920000000.0,50.0,30562.601011276245,449.42,True,6907259000000000.0,[ 0.034  0.432 -4.261 -3.879],-241.94695,28500,,0.09528131,10.0,4989.413,1,50,1.0,1.0,208020.48
571,4719.5527,,23498256.0,9.979936,10.0,33094350000.0,4719.552815260608,1.0,12006762,-25538966.0,4709.5728,1106.3804,1324.9312,50.0,-263.39594,1.0,-1.0,4999.331,0.4189424,,7755.121,-960184370000000.0,50.0,30610.589604377747,472.14,True,2.2137217e+17,[ 0.076  0.465 -4.26  -3.847],-263.39594,28550,,0.16070482,10.0,4989.351,1,50,1.0,1.0,55442.168
572,4362.036,,21039158.0,469.78882,10.0,2357515800.0,4362.0365718317535,1.0,12028591,-23079868.0,3892.2476,1418.3779,94.99773,50.0,-240.95213,1.0,-1.0,4999.3447,0.4189424,,233.21645,-235819090000000.0,50.0,30652.133974790573,436.58,True,1.3353287e+16,[ 0.129  0.435 -4.258 -3.836],-240.95213,28600,,0.031211145,10.0,4529.5557,1,50,1.0,1.0,1417.2013
573,3660.637,,15506010.0,,10.0,43236008000.0,3660.6368829177054,1.0,12046931,-17546022.0,3660.637,1451.1194,1878.9622,50.0,-232.17026,1.0,-1.0,4998.4907,0.4189424,,7945.99,-675252750000000.0,50.0,30682.793592214584,366.8,True,1.0955009e+17,[ 0.184  0.428 -4.255 -3.808],-232.17026,28650,,0.2534499,10.0,4998.4907,1,50,1.0,1.0,46849.69
574,4434.4746,,21726544.0,9.979746,9.999999,189601400000.0,4434.474561004921,1.0,12069118,-23767234.0,4424.4946,1435.9591,7593.2104,50.0,-237.88686,1.0,-1.0,4999.3086,0.4189424,,39957.254,-39960430000000.0,50.0,30726.50076341629,443.74,True,379822600000000.0,[ 0.152  0.47  -4.258 -3.774],-237.88686,28700,,0.017401863,9.999999,4989.3286,1,50,1.0,1.0,280024.7
575,4826.64,,24007678.0,419.68518,10.0,10736775000.0,4826.639760237697,1.0,12093261,-26048340.0,4406.9546,843.34314,430.20288,50.0,-246.08086,1.0,-1.0,4999.2754,0.4189424,,1235.685,-23236924000000.0,50.0,30771.98129749298,482.86,True,129544460000000.0,[ 0.164  0.521 -4.258 -3.74 ],-246.08086,28750,,0.05974391,10.0,4579.5903,1,50,1.0,1.0,6332.681
576,4998.588,,24985882.0,4997.2715,10.0,85370370000000.0,4998.587810135584,1.0,12118261,-27026614.0,1.3162988,0.45678544,3416618.5,50.0,-249.88113,1.0,-1.0,4999.346,0.4189424,,13583915.0,-1.2561375e+24,50.0,30819.887277126312,500.0,True,3.7888975e+35,[ 0.166  0.58  -4.257 -3.719],-249.88113,28800,,2.4410434,10.0,2.074707,1,50,1.0,1.0,93042950.0
577,3223.468,,13115836.0,379.7201,9.999999,751274200.0,3223.4682248503664,1.0,12134419,-15156139.0,2843.748,1650.7839,40.712025,50.0,-243.53464,1.0,-1.0,4998.838,0.4189424,,154.32115,-3866168700000.0,50.0,30850.986904144287,323.16,True,3589283800000.0,[ 0.254  0.615 -4.299 -3.947],-243.53464,28850,,0.121465646,9.999999,4619.1177,1,50,1.0,1.0,1097.8386
578,4275.055,,20016928.0,419.56546,10.0,981096640.0,4275.055279037979,1.0,12155817,-22057530.0,3855.4897,1319.405,81.07101,50.0,-266.51056,1.0,-1.0,4999.208,0.4189424,,337.38495,-208232940000.0,50.0,30892.040910243988,427.96,True,10315335000.0,[ 0.22   0.661 -4.304 -3.922],-266.51056,28900,,0.0641076,10.0,4579.6426,1,50,1.0,1.0,2388.005
579,4830.1357,,23794894.0,1288.9946,10.0,6114038500000.0,4830.136130535677,1.0,12179979,-25835508.0,3541.1416,681.67267,246597.3,50.0,-243.3276,1.0,-1.0,4999.219,0.4189424,,926825.2,-4.8009165e+22,50.0,30936.395232200623,483.24,True,5.5351688e+32,[ 0.164  0.639 -4.313 -3.937],-243.3276,28950,,0.21976474,10.0,3710.2246,1,50,1.0,1.0,5389863.0
580,4998.978,,24989780.0,4998.205,10.0,186461450000.0,4998.977916055934,1.0,12204979,-27030550.0,0.77282226,0.27032307,7462.062,50.0,-246.7998,1.0,-1.0,4999.412,0.4189424,,27521.127,-233301430000000.0,50.0,30981.624038219452,500.0,True,1.3048355e+16,[ 0.046  0.675 -4.331 -3.942],-246.7998,29000,,0.0925699,10.0,1.2070312,1,50,1.0,1.0,144872.02
581,4998.9736,,24989734.0,4998.3335,9.999999,11258857000.0,4998.973354227177,1.0,12229979,-27030458.0,0.6398242,0.23499365,450.5685,50.0,-239.99445,1.0,-1.0,4999.365,0.4189424,,2370.6433,-5.3412468e+17,50.0,31020.6347284317,500.0,True,6.850418e+22,[ 0.008  0.648 -4.345 -4.057],-239.99445,29050,,0.17011666,9.999999,1.0317383,1,50,1.0,1.0,16984.932
582,3871.6611,,16420465.0,1079.7139,10.0,807671400000.0,3871.661330037247,1.0,12249373,-18461204.0,2791.9475,1196.1204,41673.09,50.0,-230.80893,1.0,-1.0,4999.372,0.4189424,,166335.03,-2.496124e+18,50.0,31054.555673360825,387.88,True,1.4961026e+24,[-0.04   0.673 -4.35  -4.027],-230.80893,29100,,0.42261335,10.0,3919.6582,1,50,1.0,1.0,994320.1
583,3410.4775,,13568828.0,559.7472,10.0,69293210000.0,3410.477661097425,1.0,12266463,-15609492.0,2850.7302,1391.9304,6105.419,50.0,-231.56303,1.0,-1.0,4999.288,0.4189424,,19626.688,-2.150711e+19,50.0,31084.112195014954,341.8,True,1.1107661e+26,[-0.043  0.567 -4.352 -4.093],-231.56303,29150,,0.071429946,10.0,4439.541,1,50,1.0,1.0,132367.17
584,4423.5146,,21223146.0,449.75156,9.999998,4469758500.0,4423.514678148423,1.0,12288599,-23263702.0,3973.7634,1286.726,187.0364,50.0,-248.50945,1.0,-1.0,4999.166,0.4189424,,640.2629,-584373500000.0,50.0,31122.701159477234,442.72,True,80763080000.0,[ 0.009  0.563 -4.356 -4.129],-248.50945,29200,,0.16677542,9.999998,4549.4146,1,50,1.0,1.0,4094.5552
585,4333.615,,21333916.0,,10.0,1533836700000.0,4333.615430850916,1.0,12310281,-23374522.0,4333.615,1598.0287,62327.89,50.0,-240.09229,1.0,-1.0,4999.214,0.4189424,,333011.1,-5.030791e+21,50.0,31156.66875386238,433.64,True,6.077948e+30,[ 0.039  0.509 -4.354 -4.12 ],-240.09229,29250,,0.055433113,10.0,4999.214,1,50,1.0,1.0,2345834.8
586,4697.3374,,23469494.0,,10.0,1822065100000000.0,4697.337549616039,1.0,12333780,-25510024.0,4697.3374,1185.1221,74346820.0,50.0,-260.96478,1.0,-1.0,4999.1357,0.4189424,,362450900.0,-2.1608323e+24,50.0,31189.207259655,469.98,True,1.1213822e+36,[ 0.093  0.536 -4.358 -4.104],-260.96478,29300,,0.7953607,10.0,4999.1357,1,50,1.0,1.0,2520147000.0
587,4924.926,,24521674.0,1309.362,9.999999,6793564700.0,4924.92561795133,1.0,12358412,-26562456.0,3615.5637,516.5093,272.00232,50.0,-259.31607,1.0,-1.0,4999.4185,0.4189424,,1148.6547,-140801950000.0,50.0,31224.362907409668,492.64,True,4311985700.0,[ 0.083  0.606 -4.346 -4.001],-259.31607,29350,,0.085305415,9.999999,3690.0564,1,50,1.0,1.0,7625.861
588,4799.0405,,23988414.0,,10.0,1188585000.0,4799.040776435429,1.0,12382415,-26029134.0,4799.0405,978.58203,47.606773,50.0,-234.34955,1.0,-1.0,4999.352,0.4189424,,124.77409,-103136110000.0,50.0,31259.094969511032,480.06,True,2495685000.0,[ 0.079  0.668 -4.346 -3.997],-234.34955,29400,,0.19970761,10.0,4999.352,1,50,1.0,1.0,785.1887
589,4946.4526,,24601878.0,2379.396,10.0,476112020000000.0,4946.452541287464,1.0,12407154,-26642616.0,2567.0564,366.72244,19056020.0,50.0,-241.2034,1.0,-1.0,4999.377,0.4189424,,81109330.0,-3.47948e+23,50.0,31298.881670951843,494.78,True,2.907076e+34,[ 0.039  0.627 -4.354 -4.021],-241.2034,29450,,0.08163782,10.0,2619.981,1,50,1.0,1.0,538621000.0
590,4899.1997,,24490006.0,9.981875,9.999999,1469469000.0,4899.2001716222085,1.0,12431656,-26530716.0,4889.2183,698.4598,58.81576,50.0,-246.47816,1.0,-1.0,4999.334,0.4189424,,321.94275,-28680940000.0,50.0,31329.20278096199,490.04,True,177806130.0,[ 0.057  0.741 -4.35  -3.973],-246.47816,29500,,0.25676638,9.999999,4989.352,1,50,1.0,1.0,2306.4602
591,4998.852,,24988516.0,4997.5454,10.0,54768077000000.0,4998.8515861041815,1.0,12456656,-27029266.0,1.3061523,0.33922267,2191571.0,50.0,-233.09035,1.0,-1.0,4999.385,0.4189424,,11248810.0,-2.5244768e+20,50.0,31365.575394392014,500.0,True,1.5302682e+28,[ 0.109  0.774 -4.357 -3.963],-233.09035,29550,,0.01755977,10.0,1.8393555,1,50,1.0,1.0,73695180.0
592,4548.8843,,21988630.0,,10.0,49553814000000.0,4548.884095686196,1.0,12479416,-24029334.0,4548.8843,1138.5448,1984430.2,50.0,-243.56068,1.0,-1.0,4999.3223,0.4189424,,12290352.0,-4.463727e+17,50.0,31407.789212703705,455.2,True,4.7834974e+22,[ 0.231  0.779 -4.335 -3.955],-243.56068,29600,,0.2416444,10.0,4999.3223,1,50,1.0,1.0,87219250.0
593,4998.892,,24988918.0,4998.173,10.0,267003900000000.0,4998.891811667451,1.0,12504416,-27029656.0,0.7189551,0.28030118,10684988.0,50.0,-242.27826,1.0,-1.0,4999.3623,0.4189424,,63922330.0,-9.939085e+21,50.0,31451.34454011917,500.0,True,2.3720595e+31,[ 0.109  0.768 -4.357 -3.965],-242.27826,29650,,0.042262763,10.0,1.1894531,1,50,1.0,1.0,453772000.0
594,4998.996,,24989964.0,4998.2646,10.0,8561542000000.0,4998.996463337079,1.0,12529416,-27030774.0,0.7317676,0.27716163,342581.47,50.0,-232.90884,1.0,-1.0,4999.454,0.4189424,,2231313.5,-6.677298e+16,50.0,31490.15074944496,500.0,True,1.0702645e+21,[ 0.142  0.867 -4.357 -3.897],-232.90884,29700,,0.3076845,10.0,1.1894531,1,50,1.0,1.0,15938674.0
595,4898.9033,,24487040.0,9.981143,10.0,419152740000000.0,4898.90333329091,1.0,12553918,-26527784.0,4888.9224,698.4176,16778042.0,50.0,-245.65117,1.0,-1.0,4999.3813,0.4189424,,116667270.0,-3.0712095e+22,50.0,31534.013076543808,490.04,True,2.2648796e+32,[ 0.161  0.797 -4.345 -3.998],-245.65117,29750,,0.30599898,10.0,4989.4004,1,50,1.0,1.0,833443700.0
596,4999.0127,,24990126.0,4998.478,10.0,306219350000.0,4999.012576125153,1.0,12578918,-27030878.0,0.5345898,0.23286974,12255.093,50.0,-247.11649,1.0,-1.0,4999.376,0.4189424,,40088.9,-5.1250374e+17,50.0,31574.179354667664,500.0,True,6.306983e+22,[ 0.114  0.909 -4.345 -3.967],-247.11649,29800,,0.5104228,10.0,0.8979492,1,50,1.0,1.0,173887.2
597,4999.0967,,24990968.0,4998.202,10.0,5997534400000.0,4999.096760247403,1.0,12603918,-27031788.0,0.8945703,0.23385847,239991.64,50.0,-247.16437,1.0,-1.0,4999.476,0.4189424,,1533835.8,-3.1694692e+19,50.0,31614.600640058517,500.0,True,2.4119378e+26,[ 0.039  0.821 -4.357 -4.015],-247.16437,29850,,0.1715556,10.0,1.2739258,1,50,1.0,1.0,10965517.0
598,4999.0317,,24990318.0,4998.287,9.999999,257543060000.0,4999.031475147095,1.0,12628918,-27031104.0,0.74438477,0.28516874,10307.55,50.0,-244.02338,1.0,-1.0,4999.41,0.4189424,,46639.69,-1.0964103e+17,50.0,31654.266125917435,500.0,True,2.8864257e+21,[ 0.087  0.936 -4.363 -4.001],-244.02338,29900,,0.046992384,9.999999,1.1230469,1,50,1.0,1.0,306058.25
599,4891.2017,,24412946.0,9.979836,9.999999,1899326600.0,4891.201922916933,1.0,12653383,-26453630.0,4881.2217,699.3496,76.04492,50.0,-243.94252,1.0,-1.0,4999.3037,0.4189424,,295.1559,-54388650000.0,50.0,31696.265966415405,489.3,True,661599400.0,[ 0.186  0.913 -4.372 -4.073],-243.94252,29950,,0.1541009,9.999999,4989.3237,1,50,1.0,1.0,2025.8386
600,4998.4487,,24984492.0,4997.2417,10.0,178790810000000.0,4998.4487865655565,1.0,12678383,-27025118.0,1.2071484,0.4750512,7157966.0,50.0,-242.07065,1.0,-1.0,4999.239,0.4189424,,48641760.0,-6.032989e+18,50.0,31741.201810359955,500.0,True,8.7400725e+24,[ 0.181  0.857 -4.374 -4.099],-242.07065,30000,,0.044570316,10.0,1.9970703,1,50,1.0,1.0,347611300.0
601,4987.0234,,24877000.0,4418.542,10.0,1531678200000000.0,4987.023612397214,1.0,12703326,-26917568.0,568.4816,81.21221,61320424.0,50.0,-242.6025,1.0,-1.0,4999.1655,0.4189424,,360174900.0,-2.3350036e+24,50.0,31787.398572444916,498.86,True,1.30941184e+36,[ 0.098  0.806 -4.401 -4.172],-242.6025,30050,,0.35833907,10.0,580.62354,1,50,1.0,1.0,2527541000.0
602,4597.591,,22293996.0,,10.0,14584196000.0,4597.590944510777,1.0,12726332,-24334398.0,4597.591,1075.246,590.11755,50.0,-237.821,1.0,-1.0,4998.96,0.4189424,,2397.558,-2539134600000.0,50.0,31836.30725836754,460.12,True,1530878900000.0,[ 0.135  0.689 -4.4   -4.195],-237.821,30100,,0.023779722,10.0,4998.96,1,50,1.0,1.0,16470.4
603,4478.7344,,21554552.0,379.7069,9.999999,1243575600.0,4478.734454495411,1.0,12748744,-23594820.0,4099.0273,1222.9028,62.26371,50.0,-239.4437,1.0,-1.0,4998.791,0.4189424,,133.51683,-12397380000000.0,50.0,31881.055188179016,448.24,True,36915093000000.0,[ 0.134  0.626 -4.399 -4.194],-239.4437,30150,,0.023378922,9.999999,4619.084,1,50,1.0,1.0,714.5953
604,4598.48,,22984806.0,,10.0,2233513000000.0,4598.480086857282,1.0,12771748,-25025440.0,4598.48,1356.018,89408.55,50.0,-264.72763,1.0,-1.0,4999.2563,0.4189424,,613844.4,-6.993475e+18,50.0,31927.910534381866,460.08,True,1.1745064e+25,[ 0.082  0.597 -4.407 -4.177],-264.72763,30200,,0.10280695,10.0,4999.2563,1,50,1.0,1.0,4386209.0
605,4645.1035,,22548516.0,479.77243,9.999999,2010390600000.0,4645.104079649488,1.0,12794992,-24588880.0,4165.332,985.6592,80580.73,50.0,-235.25761,1.0,-1.0,4998.926,0.4189424,,495378.84,-704332900000000.0,50.0,31982.51266670227,464.88,True,1.1848346e+17,[ 0.122  0.506 -4.402 -4.103],-235.25761,30250,,0.0141234575,9.999999,4519.1533,1,50,1.0,1.0,3519473.8
606,4828.964,,24010228.0,489.63428,10.0,3303502000.0,4828.963973944971,1.0,12819147,-26050860.0,4339.3296,831.46735,132.24976,50.0,-242.66609,1.0,-1.0,4999.256,0.4189424,,450.2539,-305353600000.0,50.0,32033.81506752968,483.1,True,21909260000.0,[ 0.102  0.556 -4.403 -4.072],-242.66609,30300,,0.19708903,10.0,4509.6216,1,50,1.0,1.0,3078.1191
607,4715.07,,23313942.0,,9.999998,20961495000.0,4715.070202905131,1.0,12842737,-25354528.0,4715.07,1040.2191,840.8602,50.0,-248.99715,1.0,-1.0,4999.203,0.4189424,,4276.845,-2304038400000000.0,50.0,32082.634974002838,471.8,True,1.2748516e+18,[ 0.115  0.512 -4.403 -4.114],-248.99715,30350,,0.027195442,9.999998,4999.203,1,50,1.0,1.0,30356.633
608,4298.5312,,19932750.0,459.77612,9.999999,80498630000.0,4298.531427602133,1.0,12864255,-21973248.0,3838.7554,1206.3904,3297.3281,50.0,-242.602,1.0,-1.0,4999.0923,0.4189424,,11453.897,-1.4358448e+16,50.0,32127.245302200317,430.36,True,4.9514993e+19,[ 0.113  0.46  -4.407 -4.149],-242.602,30400,,0.028796084,9.999999,4539.3164,1,50,1.0,1.0,64794.723
609,4522.88,,22084712.0,439.77325,9.999999,29140072000.0,4522.879623428497,1.0,12886884,-24125104.0,4083.1062,1276.038,1168.539,50.0,-243.78424,1.0,-1.0,4998.9653,0.4189424,,6959.409,-190899650000000.0,50.0,32177.11258149147,452.58,True,8750813300000000.0,[ 0.061  0.494 -4.411 -4.141],-243.78424,30450,,0.647444,9.999999,4559.192,1,50,1.0,1.0,49810.4
610,4180.39,,19866326.0,399.74673,10.0,96558285000.0,4180.390048404343,1.0,12907810,-21906868.0,3780.6438,1546.1782,3888.1118,50.0,-250.1545,1.0,-1.0,4999.1504,0.4189424,,26279.105,-67873110000000.0,50.0,32223.60326218605,418.52,True,1103228300000000.0,[ 0.103  0.458 -4.408 -4.17 ],-250.1545,30500,,0.009785721,10.0,4599.404,1,50,1.0,1.0,187827.64
611,4514.1743,,22159670.0,439.74225,10.0,17294076000.0,4514.174487372835,1.0,12930394,-24200112.0,4074.4321,1334.8782,699.43494,50.0,-237.9449,1.0,-1.0,4999.02,0.4189424,,2195.2678,-2018175200000.0,50.0,32275.38079071045,451.68,True,961599700000.0,[ 0.056  0.467 -4.411 -4.13 ],-237.9449,30550,,0.041031286,10.0,4559.278,1,50,1.0,1.0,13436.597
612,4867.5674,,24123934.0,489.7259,10.0,8958011000.0,4867.567534180021,1.0,12954743,-26164540.0,4377.842,656.29364,363.39227,50.0,-245.62619,1.0,-1.0,4999.2246,0.4189424,,1046.0844,-7902279500000.0,50.0,32328.151902914047,486.98,True,14962366000000.0,[ 0.093  0.496 -4.422 -4.091],-245.62619,30600,,0.07639731,10.0,4509.4985,1,50,1.0,1.0,6441.443
613,4467.208,,21212060.0,499.57648,10.0,83186336000.0,4467.208046249528,1.0,12977100,-23252294.0,3967.6313,1120.7645,3387.5579,50.0,-236.28625,1.0,-1.0,4998.7617,0.4189424,,20383.717,-233164310000000.0,50.0,32371.14238357544,447.14,True,1.305136e+16,[ 0.143  0.516 -4.417 -4.059],-236.28625,30650,,0.027640576,10.0,4499.185,1,50,1.0,1.0,145376.89
614,4664.908,,22938862.0,439.73718,9.999999,188197270000.0,4664.90830868613,1.0,13000438,-24979346.0,4225.1714,1085.1238,7549.695,50.0,-251.19142,1.0,-1.0,4999.082,0.4189424,,37962.445,-1.791145e+16,50.0,32418.52576160431,466.76,True,7.705175e+19,[ 0.099  0.477 -4.426 -4.077],-251.19142,30700,,0.121162064,9.999999,4559.3447,1,50,1.0,1.0,254576.62
615,4946.412,,24579404.0,2608.54,10.0,353279150000.0,4946.411740467373,1.0,13025180,-26619902.0,2337.8718,335.28235,14213.057,50.0,-245.65787,1.0,-1.0,4999.075,0.4189424,,96137.2,-14905747000000.0,50.0,32463.926280736923,494.84,True,50863460000000.0,[ 0.104  0.536 -4.427 -4.06 ],-245.65787,30750,,0.026838444,10.0,2390.5352,1,50,1.0,1.0,686961.06
616,4865.794,,24162292.0,429.7008,10.0,20626303000.0,4865.794158384713,1.0,13049517,-26202946.0,4436.0933,697.3811,827.7478,50.0,-253.48648,1.0,-1.0,4999.265,0.4189424,,5192.9756,-373884260000.0,50.0,32510.062820911407,486.74,True,29967500000.0,[ 0.048  0.555 -4.43  -4.038],-253.48648,30800,,0.093418434,10.0,4569.5645,1,50,1.0,1.0,37134.746
617,4638.427,,23006432.0,429.64935,10.0,60894527000.0,4638.426408038172,1.0,13072720,-25047004.0,4208.777,1221.2423,2440.548,50.0,-235.34628,1.0,-1.0,4999.1875,0.4189424,,11341.215,-2472942500000.0,50.0,32554.469948530197,464.06,True,1397222000000.0,[ 0.084  0.52  -4.435 -4.076],-235.34628,30850,,0.009255609,10.0,4569.538,1,50,1.0,1.0,58662.34
618,4846.6875,,24100160.0,9.9822445,10.0,297763400000.0,4846.687517428353,1.0,13096963,-26140670.0,4836.705,780.88464,11919.942,50.0,-239.30435,1.0,-1.0,4999.0967,0.4189424,,61097.742,-38961110000000.0,50.0,32605.526030778885,484.86,True,359024400000000.0,[ 0.109  0.567 -4.439 -4.044],-239.30435,30900,,0.051592134,10.0,4989.1143,1,50,1.0,1.0,394657.12
619,4998.569,,24985688.0,4997.249,10.0,194684510000000.0,4998.5686414850325,1.0,13121963,-27026370.0,1.3196484,0.47348467,7791769.0,50.0,-239.30687,1.0,-1.0,4999.303,0.4189424,,50333780.0,-1.9470412e+22,50.0,32651.463229894638,500.0,True,9.103401e+31,[ 0.115  0.624 -4.443 -4.019],-239.30687,30950,,0.026499875,10.0,2.0541992,1,50,1.0,1.0,358897470.0
620,4648.4062,,22546054.0,,10.0,9096767000.0,4648.4065096292525,1.0,13145222,-24586660.0,4648.4062,968.6953,371.0833,50.0,-236.09294,1.0,-1.0,4999.202,0.4189424,,1402.7902,-2929195200000.0,50.0,32702.042622327805,465.18,True,2047780800000.0,[ 0.21   0.614 -4.432 -3.938],-236.09294,31000,,0.2568761,10.0,4999.202,1,50,1.0,1.0,9713.524
621,4409.617,,21444564.0,,10.0,9506258000.0,4409.617076248518,1.0,13167286,-23485072.0,4409.617,1414.1578,397.01456,50.0,-262.81256,1.0,-1.0,4999.0884,0.4189424,,2363.3245,-143726870000.0,50.0,32751.38334941864,441.28,True,4326796000.0,[ 0.221  0.664 -4.428 -3.903],-262.81256,31050,,0.04187377,10.0,4999.0884,1,50,1.0,1.0,16884.154
622,4998.339,,24983392.0,4997.124,10.0,1539852500.0,4998.338764897671,1.0,13192286,-27023920.0,1.2147266,0.49669895,61.62703,50.0,-254.51968,1.0,-1.0,4999.116,0.4189424,,183.47981,-149182190000.0,50.0,32796.411950588226,500.0,True,5235284000.0,[ 0.176  0.622 -4.434 -3.913],-254.51968,31100,,0.02202892,10.0,1.9921875,1,50,1.0,1.0,912.83844
