Iteration,InitialReturnMean,OptimizationReturnMin,WReturnMean,InitialReturnMin,ReturnStepMax,ReturnMeanIW,EpRewMean,EmpiricalD2Arithmetic,TimestepsSoFar,InitialBound,OptimizationReturnMean,InitialReturnStd,MeanIW,ESSRenyiHarmonic,MinTargetPdf,MeanD2-0,VarianceInitializer,InitialReturnMax,MeanEntropy,StdWReturnMean,StdIW,Bound,ESSRenyiArithmetic,TimeElapsed,EpLenMean,Penalization,DivergenceHarmonic,Weights,MinBehavPdf,EpisodesSoFar,LearnableVariance,MinIW,ReturnStepMaxmin,OptimizationReturnMax,Inner Iteration,EpThisIter,Epsilon,EmpiricalD2Harmonic,MaxIW
66,2959.204,,11271340.0,,10.0,2800270800.0,2959.203967959267,1.0,495913,-13311871.0,2959.204,1585.7023,123.55566,50.0,-231.69772,1.0,-1.0,4999.092,0.4189424,,557.30994,-2420695600000.0,50.0,1301.054057598114,296.8,True,1404112500000.0,[-0.011  0.411 -1.514 -2.027],-231.69772,3300,,0.027966393,10.0,4999.092,1,50,1.0,1.0,3441.9683
67,2934.9424,,11279647.0,359.62164,10.0,4323966500.0,2934.9425476496467,1.0,510631,-13320378.0,2575.321,1632.7153,204.84108,50.0,-231.69495,1.0,-1.0,4999.3384,0.4189424,,1064.7164,-1132380600000.0,50.0,1329.6234974861145,294.36,True,305564550000.0,[ 0.011  0.355 -1.521 -2.041],-231.69495,3350,,0.2950677,10.0,4639.717,1,50,1.0,1.0,7515.6562
68,2698.4753,,9394253.0,,10.0,268153780000.0,2698.4754646855476,1.0,524171,-11435041.0,2698.4753,1453.4385,19706.57,50.0,-230.17014,1.0,-1.0,4999.412,0.4189424,,52270.543,-3.0521446e+23,50.0,1358.8393852710724,270.8,True,2.2367925e+34,[-0.02   0.307 -1.547 -2.048],-230.17014,3400,,0.034304902,10.0,4999.412,1,50,1.0,1.0,244499.16
69,2533.4202,,9196234.0,9.980418,10.0,88062936.0,2533.420062983121,1.0,536885,-11236964.0,2523.4397,1666.7385,8.591153,50.0,-249.9004,1.0,-1.0,4999.3423,0.4189424,,15.577092,-2181005400000.0,50.0,1388.405487537384,254.28,True,1142137000000.0,[ 0.036  0.329 -1.553 -2.031],-249.9004,3450,,0.031586763,10.0,4989.362,1,50,1.0,1.0,87.1611
70,3074.6216,,12477460.0,,10.0,66573234000.0,3074.6216674584325,1.0,552296,-14518260.0,3074.6216,1739.0118,5649.4707,50.0,-230.2955,1.0,-1.0,4999.421,0.4189424,,22775.67,-345890600000000.0,50.0,1422.671283006668,308.22,True,2.871592e+16,[-0.015  0.361 -1.563 -2.018],-230.2955,3500,,0.06880759,10.0,4999.421,1,50,1.0,1.0,119110.29
71,2965.3115,,11649618.0,19.964684,10.0,118205190.0,2965.3115861237934,1.0,567166,-13690321.0,2945.347,1690.1318,10.899651,50.0,-228.30507,1.0,-1.0,4999.3022,0.4189424,,12.986554,-7346885500000.0,50.0,1457.3216741085052,297.4,True,12961233000000.0,[ 0.029  0.393 -1.588 -2.035],-228.30507,3550,,0.16228436,10.0,4979.3374,1,50,1.0,1.0,61.49229
72,2956.166,,11656981.0,339.71902,10.0,1481077600000.0,2956.1657618996337,1.0,581987,-13697680.0,2616.4468,1708.2346,171761.05,50.0,-240.22963,1.0,-1.0,4999.301,0.4189424,,688751.5,-2.3770876e+23,50.0,1494.8646874427795,296.42,True,1.3568897e+34,[-0.018  0.354 -1.602 -2.029],-240.22963,3600,,0.018171718,10.0,4659.5815,1,50,1.0,1.0,3942826.5
73,2402.0918,,8209176.5,309.7806,10.0,32555694.0,2402.0917733837027,1.0,594046,-10249818.0,2092.311,1561.7721,4.666128,50.0,-241.61348,1.0,-1.0,4999.2344,0.4189424,,3.0497015,-5916204700000.0,50.0,1518.2552454471588,241.18,True,8405409300000.0,[ 0.043  0.37  -1.607 -2.026],-241.61348,3650,,0.19426897,10.0,4689.4536,1,50,1.0,1.0,12.199236
74,3590.8262,,15929152.0,9.980792,10.0,10127154000.0,3590.8263887320027,1.0,612034,-17969840.0,3580.8457,1742.1589,795.459,50.0,-234.31183,1.0,-1.0,4999.2803,0.4189424,,3670.187,-1194075800000000.0,50.0,1552.0803935527802,359.76,True,3.423874e+17,[-0.015  0.381 -1.619 -2.044],-234.31183,3700,,0.083085544,10.0,4989.2993,1,50,1.0,1.0,25883.914
75,3021.7822,,12578408.0,,10.0,290839040.0,3021.782262645835,1.0,627179,-14619023.0,3021.7822,1856.6746,19.706062,50.0,-244.54372,1.0,-1.0,4999.196,0.4189424,,28.962536,-1396408000000000.0,50.0,1583.404331445694,302.9,True,4.682903e+17,[ 0.027  0.341 -1.634 -2.061],-244.54372,3750,,0.15188783,10.0,4999.196,1,50,1.0,1.0,133.88385
76,2653.8125,,9090960.0,,10.0,16304267000.0,2653.8124069995024,1.0,640494,-11131588.0,2653.8125,1431.1671,3473.5264,50.0,-244.54236,1.0,-1.0,4999.218,0.4189424,,9504.569,-3.2702332e+22,50.0,1612.9066801071167,266.3,True,2.568269e+32,[-0.034  0.335 -1.643 -2.067],-244.54236,3800,,0.05817324,10.0,4999.218,1,50,1.0,1.0,49833.582
77,3160.769,,13288152.0,59.898712,10.0,537059800.0,3160.7692613128957,1.0,656336,-15328714.0,3100.8704,1815.9543,29.234106,50.0,-244.55446,1.0,-1.0,4999.13,0.4189424,,57.82124,-72477590000000.0,50.0,1644.8177766799927,316.84,True,1261579500000000.0,[ 0.021  0.362 -1.644 -2.057],-244.55446,3850,,0.46390215,10.0,4939.231,1,50,1.0,1.0,323.49213
78,3289.8196,,12830685.0,49.90989,10.0,27629117000.0,3289.819521139116,1.0,672823,-14871400.0,3239.9097,1416.959,2875.4287,50.0,-232.61389,1.0,-1.0,4999.3145,0.4189424,,8914.983,-6.757899e+23,50.0,1669.9804120063782,329.74,True,1.0966621e+35,[-0.034  0.383 -1.661 -2.049],-232.61389,3900,,0.12231001,10.0,4949.405,1,50,1.0,1.0,61376.375
79,2869.3613,,11135269.0,319.75443,10.0,991459140.0,2869.3611164101167,1.0,687211,-13176161.0,2549.6067,1703.536,50.19435,50.0,-231.28697,1.0,-1.0,4999.538,0.4189424,,239.88658,-35119804000.0,50.0,1700.1221950054169,287.76,True,279641860.0,[ 0.024  0.399 -1.664 -2.035],-231.28697,3950,,0.2139365,10.0,4679.7837,1,50,1.0,1.0,1702.027
80,4018.6174,,18016506.0,309.76944,10.0,7400256500.0,4018.6173133373786,1.0,707334,-20057322.0,3708.848,1366.4633,337.0462,50.0,-235.04414,1.0,-1.0,4999.4297,0.4189424,,1456.7769,-1.5604628e+22,50.0,1740.5358819961548,402.46,True,5.8467734e+31,[-0.013  0.443 -1.672 -2.013],-235.04414,4000,,0.020202538,10.0,4689.66,1,50,1.0,1.0,10153.624
81,2884.4084,,9906347.0,359.698,10.0,14681280000.0,2884.408283821926,1.0,721802,-11947124.0,2524.7102,1259.5776,1883.9565,50.0,-225.25912,1.0,-1.0,4999.3965,0.4189424,,7747.4077,-3157361500000000.0,50.0,1766.926822423935,289.36,True,2.393676e+18,[-0.071  0.462 -1.682 -2.007],-225.25912,4050,,0.04501869,10.0,4639.698,1,50,1.0,1.0,49183.535
82,4040.2837,,18682862.0,,10.0,2218928400.0,4040.2836532774636,1.0,742029,-20723718.0,4040.2837,1535.8934,92.06379,50.0,-233.61761,1.0,-1.0,4999.478,0.4189424,,197.70189,-1.1753078e+18,50.0,1804.1324472427368,404.54,True,3.316621e+23,[-0.011  0.477 -1.684 -2.008],-233.61761,4100,,0.038259372,10.0,4999.478,1,50,1.0,1.0,890.46875
83,2841.5376,,9503740.0,9.980609,10.0,546276800.0,2841.537566161808,1.0,756287,-11544336.0,2831.557,1195.5769,56.449966,50.0,-226.41121,1.0,-1.0,4999.174,0.4189424,,180.64587,-34995070000.0,50.0,1832.5952410697937,285.16,True,285001020.0,[-0.071  0.486 -1.698 -2.004],-226.41121,4150,,0.026853602,10.0,4989.1934,1,50,1.0,1.0,1149.3845
84,2030.5726,,5325898.5,,10.0,1283670300.0,2030.5727280277924,1.0,766492,-6986195.0,2030.5726,1096.6646,257.87875,50.0,-178.18332,1.0,-1.0,4509.3447,0.4189424,,759.0395,-16988237000000.0,50.0,1855.4729897975922,204.1,True,104681150000000.0,[-0.118  0.518 -1.705 -2.029],-178.18332,4200,,0.086609125,10.0,4509.3447,1,50,1.0,1.0,5151.891
85,3232.1855,,12249766.0,9.98013,10.0,27714929000.0,3232.185570939299,1.0,782695,-14290740.0,3222.2053,1342.6628,4422.4854,50.0,-235.80896,1.0,-1.0,4999.6323,0.4189424,,16932.184,-7.852648e+18,50.0,1890.006629228592,324.06,True,1.4803737e+25,[-0.059  0.539 -1.707 -2.033],-235.80896,4250,,0.01695523,10.0,4989.6523,1,50,1.0,1.0,116694.26
86,3610.2754,,16012609.0,299.82507,10.0,6.722634e+17,3610.2752141068368,1.0,800777,-18053574.0,3310.45,1725.8396,26914365000.0,50.0,-259.111,1.0,-1.0,4999.617,0.4189424,,188400350000.0,-1.8158826e+22,50.0,1925.3230502605438,361.64,True,7.9156676e+31,[ 1.809e-03  5.261e-01 -1.707e+00 -2.042e+00],-259.111,4300,,0.87595004,10.0,4699.792,1,50,1.0,1.0,1345716900000.0
87,3754.3408,,15323721.0,399.68152,10.0,262887490000.0,3754.341134176831,1.0,819587,-17364504.0,3354.6594,1108.4426,26745.984,50.0,-235.74857,1.0,-1.0,4999.39,0.4189424,,108753.19,-1.6632208e+22,50.0,1968.4660131931305,376.2,True,6.6423684e+31,[-0.032  0.438 -1.745 -2.115],-235.74857,4350,,0.052918866,10.0,4599.7085,1,50,1.0,1.0,743757.4
88,3250.1013,,13713807.0,29.952126,10.0,4397176000000.0,3250.101140333271,1.0,835873,-15754696.0,3220.1487,1775.007,176703.36,50.0,-246.16972,1.0,-1.0,4999.5293,0.4189424,,1210697.4,-6.9307754e+18,50.0,2002.996796131134,325.72,True,1.1532882e+25,[ 0.029  0.448 -1.744 -2.11 ],-246.16972,4400,,0.13071989,10.0,4969.577,1,50,1.0,1.0,8651174.0
89,3231.729,,12389190.0,379.66034,10.0,9224401000.0,3231.7290283479115,1.0,852075,-14430002.0,2852.0688,1394.6746,1290.1265,50.0,-228.60222,1.0,-1.0,4999.4346,0.4189424,,2713.525,-5.327011e+18,50.0,2038.4151709079742,324.04,True,6.8135736e+24,[-0.033  0.397 -1.801 -2.187],-228.60222,4450,,0.14689049,10.0,4619.7744,1,50,1.0,1.0,12724.037
90,4051.623,,18998996.0,339.73022,10.0,1129129000.0,4051.6232254102333,1.0,872355,-21039844.0,3711.8928,1607.2792,53.18089,50.0,-241.16089,1.0,-1.0,4999.468,0.4189424,,133.35704,-4.9931473e+16,50.0,2080.859332561493,405.6,True,5.986113e+20,[ 0.015  0.437 -1.805 -2.189],-241.16089,4500,,0.1515267,10.0,4659.7373,1,50,1.0,1.0,859.8121
91,3517.1313,,14132943.0,769.47864,10.0,58255503000.0,3517.131385235365,1.0,889981,-16173820.0,2747.6526,1327.6781,8965.125,50.0,-223.15048,1.0,-1.0,4999.5107,0.4189424,,44210.402,-9.338019e+22,50.0,2118.5895240306854,352.52,True,2.0935856e+33,[-0.045  0.423 -1.812 -2.193],-223.15048,4550,,0.058299422,10.0,4230.032,1,50,1.0,1.0,315061.3
92,3965.2122,,18182704.0,359.7807,10.0,6031672000.0,3965.212394790966,1.0,909835,-20223498.0,3605.4316,1568.373,245.19342,50.0,-228.83861,1.0,-1.0,4999.4043,0.4189424,,859.7016,-101441200000000.0,50.0,2161.555408000946,397.08,True,2470559400000000.0,[ 0.017  0.426 -1.813 -2.193],-228.83861,4600,,0.08856835,10.0,4639.6235,1,50,1.0,1.0,5070.1616
93,2748.2578,,10247812.0,9.982199,10.0,8467831300.0,2748.257955398662,1.0,923622,-12288517.0,2738.2756,1641.6118,608.9065,50.0,-238.6916,1.0,-1.0,4999.31,0.4189424,,1747.0315,-5.4559416e+22,50.0,2188.1032135486603,275.74,True,7.148096e+32,[ 0.079  0.432 -1.814 -2.194],-238.6916,4650,,0.35093662,10.0,4989.3276,1,50,1.0,1.0,8588.651
94,3681.0828,,15110270.0,869.6107,10.0,387682830000.0,3681.0828478057256,1.0,942064,-17151124.0,2811.4722,1248.9596,31387.498,50.0,-231.37984,1.0,-1.0,4999.4824,0.4189424,,134778.62,-5.5952247e+19,50.0,2227.09508562088,368.84,True,7.5166815e+26,[-0.036  0.417 -1.843 -2.231],-231.37984,4700,,0.07014249,10.0,4129.8716,1,50,1.0,1.0,950989.94
95,3961.377,,18150966.0,,10.0,1219607700.0,3961.3765757064666,1.0,961896,-20191828.0,3961.377,1567.9482,52.22247,50.0,-246.69794,1.0,-1.0,4999.489,0.4189424,,192.66202,-1240008100000.0,50.0,2270.394857406616,396.64,True,368453880000.0,[ 0.026  0.425 -1.845 -2.231],-246.69794,4750,,0.17028289,10.0,4999.489,1,50,1.0,1.0,1306.1448
96,4535.2427,,21642082.0,739.55853,10.0,206299700.0,4535.242542095017,1.0,984592,-23682922.0,3795.684,1036.174,13.489026,50.0,-239.06346,1.0,-1.0,4999.457,0.4189424,,30.813269,-38265934000.0,50.0,2322.822882413864,453.92,True,347799700.0,[-0.021  0.463 -1.856 -2.241],-239.06346,4800,,0.20418167,10.0,4259.8984,1,50,1.0,1.0,206.58014
97,4300.6387,,20148204.0,,10.0,7822897700.0,4300.63872736832,1.0,1006119,-22189176.0,4300.6387,1285.5786,328.0166,50.0,-243.30685,1.0,-1.0,4999.6187,0.4189424,,1637.5553,-417132000000000.0,50.0,2371.7625164985657,430.54,True,4.1770954e+16,[ 0.01   0.459 -1.857 -2.244],-243.30685,4850,,0.2260223,10.0,4999.6187,1,50,1.0,1.0,11592.618
98,3959.5667,,17384706.0,329.71738,10.0,614687600000.0,3959.5664952510783,1.0,1025946,-19425664.0,3629.849,1306.3462,74072.7,50.0,-244.53818,1.0,-1.0,4999.6055,0.4189424,,259417.25,-1.1398679e+22,50.0,2415.507410287857,396.54,True,3.1193018e+31,[-0.034  0.503 -1.862 -2.237],-244.53818,4900,,0.13640818,10.0,4669.888,1,50,1.0,1.0,1753199.9
99,3928.0361,,18231154.0,9.979538,10.0,168030350.0,3928.036022253212,1.0,1045614,-20271976.0,3918.0562,1673.824,8.325734,50.0,-241.09988,1.0,-1.0,4999.439,0.4189424,,11.467898,-4652736000000000.0,50.0,2456.0213027000427,393.36,True,5.1978395e+18,[ 0.028  0.512 -1.866 -2.236],-241.09988,4950,,0.520633,10.0,4989.4595,1,50,1.0,1.0,55.691998
100,4140.3633,,18614266.0,,10.0,6670451700000.0,4140.3630900105745,1.0,1066347,-20654986.0,4140.3633,1213.1194,533145.56,50.0,-247.51382,1.0,-1.0,4999.3086,0.4189424,,2978118.5,-1.358729e+23,50.0,2498.917892217636,414.66,True,4.433198e+33,[-0.031  0.511 -1.875 -2.216],-247.51382,5000,,0.06457492,10.0,4999.3086,1,50,1.0,1.0,21070252.0
101,4150.007,,19142390.0,409.61438,10.0,406206980.0,4150.0066007083105,1.0,1087123,-21183196.0,3740.392,1385.5818,16.854923,50.0,-226.66896,1.0,-1.0,4999.419,0.4189424,,43.599655,-791052940000.0,50.0,2561.64897441864,415.52,True,150099100000.0,[ 0.029  0.499 -1.872 -2.229],-226.66896,5050,,0.11315281,10.0,4589.8047,1,50,1.0,1.0,208.51193
102,3132.8977,,12335369.0,269.80774,10.0,12223201000.0,3132.8978943515312,1.0,1102831,-14376255.0,2863.0903,1587.5518,595.81995,50.0,-238.69936,1.0,-1.0,4999.5273,0.4189424,,2844.446,-2.1107265e+17,50.0,2605.0847227573395,314.16,True,1.0696441e+22,[ 0.088  0.507 -1.877 -2.211],-238.69936,5100,,0.02341891,10.0,4729.7197,1,50,1.0,1.0,20268.832
103,4496.969,,21171418.0,19.963707,10.0,575324950000.0,4496.968952033567,1.0,1125342,-23212284.0,4477.0054,974.00586,28094.357,50.0,-252.14459,1.0,-1.0,4999.4854,0.4189424,,89935.195,-1.4403174e+19,50.0,2660.4309446811676,450.22,True,4.9808838e+25,[-0.027  0.545 -1.895 -2.187],-252.14459,5150,,0.071190566,10.0,4979.5215,1,50,1.0,1.0,481850.03
104,4127.9014,,19518646.0,309.74228,10.0,276481340.0,4127.901579151832,1.0,1146001,-21559484.0,3818.1594,1574.5084,15.371594,50.0,-243.525,1.0,-1.0,4999.456,0.4189424,,19.667149,-45169974000000.0,50.0,2710.851229906082,413.18,True,489885550000000.0,[ 0.024  0.518 -1.898 -2.211],-243.525,5200,,0.11124566,10.0,4689.714,1,50,1.0,1.0,82.10673
105,4268.2505,,19725918.0,,10.0,424589950.0,4268.250330156124,1.0,1167367,-21766740.0,4268.2505,1227.9889,28.16218,50.0,-240.99458,1.0,-1.0,4999.4365,0.4189424,,80.80201,-87725640000.0,50.0,2758.0853180885315,427.32,True,1829978200.0,[-0.028  0.49  -1.912 -2.226],-240.99458,5250,,0.12015682,10.0,4999.4365,1,50,1.0,1.0,532.09656
106,4350.881,,20755398.0,,10.0,3865516500.0,4350.880625706725,1.0,1189140,-22796322.0,4350.881,1351.0134,161.25058,50.0,-239.54193,1.0,-1.0,4999.5605,0.4189424,,547.86957,-1.7670934e+18,50.0,2804.759689092636,435.46,True,7.496922e+23,[ 0.003  0.492 -1.912 -2.229],-239.54193,5300,,0.00043209863,10.0,4999.5605,1,50,1.0,1.0,3441.3381
107,3011.4854,,10548794.0,369.74646,10.0,82333210.0,3011.4851337980363,1.0,1204244,-12589697.0,2641.7388,1216.4507,10.28294,50.0,-228.3751,1.0,-1.0,4999.549,0.4189424,,11.684366,-19330626000.0,50.0,2836.170013666153,302.08,True,88951336.0,[-0.053  0.467 -1.913 -2.218],-228.3751,5350,,0.2512014,10.0,4629.8022,1,50,1.0,1.0,56.96226
108,4147.11,,18496372.0,1549.1931,10.0,566372140000.0,4147.109869608369,1.0,1225006,-20537300.0,2597.9167,1139.2334,32522.33,50.0,-241.4218,1.0,-1.0,4999.5664,0.4189424,,199526.72,-1.4122301e+19,50.0,2885.428375482559,415.24,True,4.788205e+25,[-0.023  0.471 -1.918 -2.224],-241.4218,5400,,0.089105144,10.0,3450.3733,1,50,1.0,1.0,1427518.0
109,4540.3467,,21973506.0,389.70795,10.0,556728100.0,4540.347119300095,1.0,1247724,-24014292.0,4150.639,1165.6559,24.019192,50.0,-239.02061,1.0,-1.0,4999.389,0.4189424,,31.56182,-3.334438e+17,50.0,2945.5001101493835,454.36,True,2.6697393e+22,[ 0.028  0.439 -1.919 -2.239],-239.02061,5450,,0.0041188244,10.0,4609.681,1,50,1.0,1.0,127.32084
110,3802.965,,15962177.0,409.71027,10.0,3901492000.0,3802.964994860364,1.0,1266776,-18003162.0,3393.255,1224.5958,312.9372,50.0,-245.23685,1.0,-1.0,4999.6377,0.4189424,,815.3295,-1035631400000.0,50.0,3014.7531399726868,381.04,True,255546020000.0,[-0.033  0.433 -1.924 -2.247],-245.23685,5500,,0.09065762,10.0,4589.9272,1,50,1.0,1.0,5049.47
111,4594.6934,,22329820.0,409.76843,10.0,1624771600.0,4594.693579694814,1.0,1289764,-24370714.0,4184.925,1103.9064,67.39552,50.0,-258.04044,1.0,-1.0,4999.5195,0.4189424,,175.7018,-1426141100000.0,50.0,3089.318685770035,459.76,True,487206500000.0,[-5.635e-04  4.738e-01 -1.940e+00 -2.218e+00],-258.04044,5550,,0.26128787,10.0,4589.751,1,50,1.0,1.0,927.38324
112,3840.4695,,16679412.0,399.71994,10.0,272883530000.0,3840.4692825997963,1.0,1308999,-18720314.0,3440.7498,1389.3188,24824.355,50.0,-237.61174,1.0,-1.0,4999.538,0.4189424,,95627.01,-7.386947e+23,50.0,3137.140913248062,384.7,True,1.3100915e+35,[-0.023  0.418 -1.941 -2.236],-237.61174,5600,,0.016449628,10.0,4599.8184,1,50,1.0,1.0,617359.1
113,4401.0327,,20671970.0,499.67178,10.0,1120918300.0,4401.032934604124,1.0,1331024,-22712928.0,3901.3608,1141.4375,59.43376,50.0,-260.40103,1.0,-1.0,4999.6035,0.4189424,,110.29618,-1.4984225e+16,50.0,3193.7947483062744,440.5,True,5.3903558e+19,[ 0.033  0.394 -1.942 -2.249],-260.40103,5650,,0.3835745,10.0,4499.9316,1,50,1.0,1.0,498.8222
114,3634.7422,,15048908.0,979.3297,10.0,1294890700000.0,3634.74236717847,1.0,1349230,-17089822.0,2655.4128,1355.5647,198389.77,50.0,-250.3386,1.0,-1.0,4999.558,0.4189424,,863441.1,-3.6963248e+20,50.0,3234.8792753219604,364.12,True,3.2802358e+28,[-0.022  0.376 -1.957 -2.266],-250.3386,5700,,0.113201156,10.0,4020.2285,1,50,1.0,1.0,5651459.0
115,4082.683,,19279166.0,389.6037,10.0,896010240.0,4082.682773701333,1.0,1369666,-21319994.0,3693.0793,1615.8174,39.174255,50.0,-255.91644,1.0,-1.0,4999.4453,0.4189424,,165.10442,-23340304000.0,50.0,3289.706143140793,408.72,True,120952780.0,[ 0.035  0.4   -1.96  -2.259],-255.91644,5750,,0.053153556,10.0,4609.842,1,50,1.0,1.0,1185.0197
116,4546.206,,21845376.0,19.96143,10.0,3998676500.0,4546.205730325211,1.0,1392413,-23886286.0,4526.2446,1085.0754,177.88211,50.0,-240.72209,1.0,-1.0,4999.543,0.4189424,,651.0546,-48420364000.0,50.0,3350.9290297031403,454.94,True,473761950.0,[ 0.013  0.455 -1.961 -2.279],-240.72209,5800,,0.096348576,10.0,4979.5815,1,50,1.0,1.0,4017.5654
117,4564.642,,22152394.0,,10.0,8587097000000.0,4564.64239897403,1.0,1415252,-24193196.0,4564.642,1147.3597,1193108.1,50.0,-238.03249,1.0,-1.0,4999.408,0.4189424,,7986603.0,-9.350178e+19,50.0,3425.947468519211,456.78,True,2.099213e+27,[ 0.034  0.398 -1.958 -2.294],-238.03249,5850,,1.0447878,10.0,4999.408,1,50,1.0,1.0,57074228.0
118,3531.1143,,15169245.0,409.73682,10.0,444793200000.0,3531.1144673389745,1.0,1432937,-17210032.0,3121.378,1643.3126,48726.016,50.0,-244.28592,1.0,-1.0,4999.4033,0.4189424,,151301.45,-3.5043302e+21,50.0,3476.3855278491974,353.7,True,2.9486867e+30,[-0.009  0.301 -1.989 -2.236],-244.28592,5900,,0.34773836,10.0,4589.6665,1,50,1.0,1.0,731087.8
119,3564.4653,,15221142.0,389.6944,10.0,3388915500.0,3564.4655029794776,1.0,1450794,-17261858.0,3174.7712,1586.1046,218.25574,50.0,-243.0726,1.0,-1.0,4999.3125,0.4189424,,610.68604,-352085280000000.0,50.0,3528.5915989875793,357.14,True,2.9767164e+16,[ 0.053  0.299 -1.991 -2.235],-243.0726,5950,,0.22763519,10.0,4609.618,1,50,1.0,1.0,3755.1968
120,3958.0657,,17654992.0,439.77377,10.0,3238419000.0,3958.0658680058177,1.0,1470611,-19695884.0,3518.292,1410.2156,222.15054,50.0,-249.08066,1.0,-1.0,4999.5234,0.4189424,,630.05005,-218040760000.0,50.0,3573.2838695049286,396.34,True,11077836000.0,[-0.004  0.275 -1.999 -2.228],-249.08066,6000,,0.035793584,10.0,4559.7495,1,50,1.0,1.0,3716.4346
121,4569.467,,22163760.0,399.66986,10.0,185085410000.0,4569.466681898773,1.0,1493473,-24204610.0,4169.797,1133.02,7432.963,50.0,-236.08221,1.0,-1.0,4999.47,0.4189424,,48529.465,-638480700000000.0,50.0,3632.1231186389923,457.24,True,9.782257e+16,[ 0.023  0.33  -2.004 -2.241],-236.08221,6050,,0.11494171,10.0,4599.8003,1,50,1.0,1.0,346671.88
122,3360.0264,,13862103.0,359.79608,10.0,758631000.0,3360.026275686213,1.0,1510310,-15902901.0,3000.2302,1603.8474,50.77548,50.0,-241.68095,1.0,-1.0,4999.418,0.4189424,,87.043495,-242494070000000.0,50.0,3674.362479686737,336.74,True,1.4119294e+16,[ 0.074  0.295 -2.001 -2.231],-241.68095,6100,,0.06605989,10.0,4639.622,1,50,1.0,1.0,505.02576
123,4408.946,,21195122.0,439.7787,10.0,6878794400000.0,4408.94583012736,1.0,1532370,-23235992.0,3969.167,1325.2616,275293.62,50.0,-246.93831,1.0,-1.0,4999.496,0.4189424,,1239072.4,-1.506179e+24,50.0,3736.965902328491,441.2,True,5.4467753e+35,[ 0.012  0.293 -2.009 -2.231],-246.93831,6150,,0.052058704,10.0,4559.7173,1,50,1.0,1.0,7730524.5
124,2489.012,,7657222.0,519.7807,10.0,5509605400.0,2489.011921720712,1.0,1544864,-9698112.0,1969.2311,1209.1492,1207.632,50.0,-216.05252,1.0,-1.0,4999.5415,0.4189424,,2808.112,-1.3348548e+17,50.0,3767.7594397068024,249.88,True,4.277978e+21,[-0.052  0.33  -2.069 -2.312],-216.05252,6200,,0.029224575,10.0,4479.7607,1,50,1.0,1.0,16785.77
125,4396.516,,20819598.0,449.6432,10.0,685226750.0,4396.516307904432,1.0,1566863,-22860556.0,3946.873,1220.7555,33.624603,50.0,-245.07457,1.0,-1.0,4999.6025,0.4189424,,68.730515,-344639770000.0,50.0,3823.1116001605988,439.98,True,28402168000.0,[ 0.006  0.351 -2.072 -2.316],-245.07457,6250,,0.0577452,10.0,4549.9595,1,50,1.0,1.0,357.6145
126,4787.1,,23587658.0,699.7533,10.0,4906930000000.0,4787.100413405019,1.0,1590808,-25628500.0,4087.347,819.34674,196371.16,50.0,-240.35942,1.0,-1.0,4999.457,0.4189424,,1351913.4,-5975691600000000.0,50.0,3879.7191348075867,478.9,True,8.559782e+18,[ 0.017  0.408 -2.072 -2.293],-240.35942,6300,,0.0386478,10.0,4299.7036,1,50,1.0,1.0,9658742.0
127,4398.3687,,20794662.0,429.82776,10.0,145012120000000.0,4398.368516828131,1.0,1612820,-22835586.0,3968.5405,1203.7509,6528205.5,50.0,-239.48328,1.0,-1.0,4999.557,0.4189424,,39387930.0,-3.7496545e+23,50.0,3927.6371688842773,440.24,True,3.3755738e+34,[ 0.069  0.423 -2.071 -2.263],-239.48328,6350,,0.33569485,10.0,4569.7295,1,50,1.0,1.0,281229440.0
128,3201.8586,,12304223.0,909.7931,10.0,22334341000.0,3201.8584190030456,1.0,1628868,-14345092.0,2292.0654,1432.5942,2773.2212,50.0,-231.41783,1.0,-1.0,4999.507,0.4189424,,5278.3125,-1.6137686e+18,50.0,3969.6536116600037,320.96,True,6.252665e+23,[-0.032  0.358 -2.101 -2.249],-231.41783,6400,,0.03494096,10.0,4089.7139,1,50,1.0,1.0,20354.373
129,4748.3623,,23209878.0,439.65503,10.0,1420115400000.0,4748.362475984768,1.0,1652622,-25250750.0,4308.707,814.206,56975.36,50.0,-248.06883,1.0,-1.0,4999.492,0.4189424,,147975.92,-1.7034428e+21,50.0,4025.939029932022,475.08,True,6.966952e+29,[ 0.022  0.388 -2.1   -2.241],-248.06883,6450,,0.41121405,10.0,4559.837,1,50,1.0,1.0,733434.2
130,3770.7922,,17350444.0,,10.0,10903035000.0,3770.791914090776,1.0,1671501,-19391362.0,3770.7922,1769.6251,455.66354,50.0,-245.59966,1.0,-1.0,4999.5586,0.4189424,,1771.5948,-6.346384e+21,50.0,4077.993280649185,377.58,True,9.669796e+30,[ 0.026  0.264 -2.094 -2.229],-245.59966,6500,,0.15377206,10.0,4999.5586,1,50,1.0,1.0,11194.537
131,1838.7059,,5197045.5,399.76886,10.0,25654055000.0,1838.7059541698422,1.0,1680742,-7237934.0,1438.9371,1347.6669,4170.0854,50.0,-230.56628,1.0,-1.0,4999.547,0.4189424,,12429.881,-7.3092634e+22,50.0,4101.606073856354,184.82,True,1.28267285e+33,[-0.026  0.233 -2.099 -2.243],-230.56628,6550,,0.14561512,10.0,4599.778,1,50,1.0,1.0,64822.418
