StdWReturnMean,OptimizationReturnMin,EpLenMean,WReturnMean,ESSRenyiHarmonic,MeanIW,MaxIW,OptimizationReturnMax,MeanEntropy,ESSRenyiArithmetic,ReturnStepMax,DivergenceHarmonic,MinIW,Epsilon,EpThisIter,TimestepsSoFar,EpisodesSoFar,Weights,EmpiricalD2Harmonic,ReturnStepMaxmin,Iteration,VarianceInitializer,InitialReturnMin,TimeElapsed,ReturnMeanIW,Bound,InitialBound,MinBehavPdf,MeanD2-0,EmpiricalD2Arithmetic,StdIW,Inner Iteration,InitialReturnStd,InitialReturnMax,LearnableVariance,InitialReturnMean,OptimizationReturnMean,EpRewMean,Penalization,MinTargetPdf
,,490.02,24494674.0,50.0,262.88153,8510.379,4999.7,0.4189424,50.0,10.0,1568483100.0,0.027459811,1.0,50,10179102,23550,[ 0.156  1.42  -3.892 -3.199],1.0,10.0,471,-1.0,,25478.066596984863,6570124000.0,-87401914000.0,-26535714.0,-235.39955,1.0,1.0,1210.0638,1,699.92395,4999.7,,4899.468,4899.468,4899.467505003626,True,-235.39955
,,500.0,24994862.0,50.0,86152.54,1490148.0,0.5004883,0.4189424,50.0,10.0,4.540503e+25,0.39958537,1.0,50,10204102,23600,[ 0.157  1.483 -3.949 -3.107],1.0,10.0,472,-1.0,4999.1743,25554.002490758896,2153222100000.0,-1.3752761e+19,-27035886.0,-236.0991,1.0,1.0,291645.97,1,0.11964547,4999.675,,4999.4863,0.3117871,4999.48604742211,True,-236.0991
,,490.04,24495442.0,50.0,7.698612,135.50337,4989.6753,0.4189424,50.0,10.0,1326130300000000.0,0.13277437,1.0,50,10228604,23650,[-0.027  1.386 -4.038 -3.215],1.0,10.0,473,-1.0,9.979072,25625.511610746384,191929860.0,-74323910000000.0,-26536444.0,-240.08408,1.0,1.0,19.393248,1,698.53784,4999.6543,,4899.7437,4889.764,4899.74366905585,True,-240.08408
,,498.0,24805340.0,50.0,13121.477,333106.34,800.16406,0.4189424,50.0,10.0,1.2267708e+29,0.09773451,1.0,50,10253504,23700,[-0.108  1.47  -4.048 -3.259],1.0,10.0,474,-1.0,4199.525,25692.19427394867,285646550000.0,-7.148618e+20,-26846370.0,-250.489,1.0,1.0,54106.336,1,115.55762,4999.689,,4979.155,779.6305,4979.155335328019,True,-250.489
,,480.04,23995542.0,50.0,21741.322,508097.06,4999.673,0.4189424,50.0,10.0,7.780636e+23,0.09224277,1.0,50,10277506,23750,[-0.046  1.475 -4.048 -3.263],1.0,10.0,475,-1.0,,25754.2231464386,543403000000.0,-1.8003013e+18,-26036558.0,-248.00655,1.0,1.0,88442.49,1,979.7049,4999.673,,4799.554,4799.554,4799.554151960124,True,-248.00655
,,490.02,24494990.0,50.0,470.70038,17558.35,4999.667,0.4189424,50.0,10.0,1191619100000.0,0.018647835,1.0,50,10302007,23800,[ 0.045  1.459 -4.051 -3.347],1.0,10.0,476,-1.0,,25819.314451932907,11764739000.0,-2239713800000.0,-26535998.0,-245.05807,1.0,1.0,2499.604,1,699.9284,4999.667,,4899.499,4899.499,4899.499078407979,True,-245.05807
,,470.08,23495210.0,50.0,2212423200.0,109915050000.0,4999.661,0.4189424,50.0,10.0,3.7126862e+36,0.0042368798,1.0,50,10325511,23850,[ 0.139  1.516 -4.042 -3.287],1.0,10.0,477,-1.0,,25890.907128334045,5.5300405e+16,-3.9325988e+24,-25536214.0,-243.677,1.0,1.0,15386148000.0,1,1186.5237,4999.661,,4699.7207,4699.7207,4699.720588619479,True,-243.677
,,490.02,24495292.0,50.0,790.2219,26610.373,4999.6895,0.4189424,50.0,10.0,72953400000.0,0.08000995,1.0,50,10350012,23900,[ 0.104  1.565 -4.038 -3.044],1.0,10.0,478,-1.0,,25961.84682559967,19750370000.0,-571018900000.0,-26536328.0,-244.26312,1.0,1.0,3729.3628,1,699.93274,4999.6895,,4899.5293,4899.5293,4899.5292055579985,True,-244.26312
,,500.0,24995118.0,50.0,1761.5955,74496.38,0.42382812,0.4189424,50.0,10.0,24658473000.0,0.045912214,1.0,50,10375012,23950,[ 0.122  1.476 -4.055 -3.128],1.0,10.0,479,-1.0,4999.2334,26028.007163524628,44032434000.0,-364524960000.0,-27036126.0,-253.10088,1.0,1.0,10423.697,1,0.09197474,4999.657,,4999.5117,0.27850586,4999.5119071923555,True,-253.10088
,,490.02,24494996.0,50.0,315.98032,5055.0205,4999.669,0.4189424,50.0,10.0,73346300000.0,0.04146557,1.0,50,10399513,24000,[ 0.102  1.536 -4.068 -3.021],1.0,10.0,480,-1.0,,26086.866975545883,7897373700.0,-560643830000.0,-26536012.0,-249.93799,1.0,1.0,862.33185,1,699.9285,4999.669,,4899.4995,4899.4995,4899.49972917501,True,-249.93799
,,500.0,24995370.0,50.0,244.76611,5050.857,0.32128906,0.4189424,50.0,10.0,3942568700.0,0.10904404,1.0,50,10424513,24050,[ 0.068  1.441 -4.051 -3.092],1.0,10.0,481,-1.0,4999.3525,26141.72184944153,6117995000.0,-134270575000.0,-27036392.0,-246.55989,1.0,1.0,733.63367,1,0.07652332,4999.674,,4999.537,0.18457031,4999.537075658582,True,-246.55989
,,500.0,24994848.0,50.0,404.20285,3740.1,0.54345703,0.4189424,50.0,10.0,6003844000000.0,0.19234435,1.0,50,10449513,24100,[ 0.098  1.339 -4.071 -3.156],1.0,10.0,482,-1.0,4999.118,26206.318443775177,10102632000.0,-5011027000000.0,-27035860.0,-247.85619,1.0,1.0,781.86993,1,0.13151278,4999.6616,,4999.485,0.36646485,4999.484684467138,True,-247.85619
,,500.0,24995138.0,50.0,26.67451,463.67816,0.35742188,0.4189424,50.0,10.0,260937430000.0,0.044258572,1.0,50,10474513,24150,[ 0.089  1.436 -4.06  -3.078],1.0,10.0,483,-1.0,4999.295,26283.848328590393,666712500.0,-1043229440000.0,-27036142.0,-237.24384,1.0,1.0,72.07633,1,0.09308211,4999.6523,,4999.514,0.2191504,4999.514035570062,True,-237.24384
,,490.02,24495638.0,50.0,2747251.8,79174456.0,4999.6904,0.4189424,50.0,10.0,1.7953976e+30,0.112529516,1.0,50,10499014,24200,[-0.015  1.371 -4.055 -3.104],1.0,10.0,484,-1.0,,26364.034064769745,68665900000000.0,-2.7347706e+21,-26536672.0,-250.28383,1.0,1.0,12866255.0,1,699.93774,4999.6904,,4899.564,4899.564,4899.5637937579095,True,-250.28383
,,500.0,24995354.0,50.0,478.46545,7530.12,0.3720703,0.4189424,50.0,10.0,175327230000.0,0.13219218,1.0,50,10524014,24250,[-0.01   1.122 -4.068 -3.118],1.0,10.0,485,-1.0,4999.3066,26437.05546116829,11959330000.0,-866560050000.0,-27036376.0,-248.80678,1.0,1.0,1277.9717,1,0.07095004,4999.6787,,4999.535,0.22885743,4999.535478918563,True,-248.80678
,,490.04,24494818.0,50.0,9771.334,372390.28,4989.6567,0.4189424,50.0,10.0,4.72773e+27,0.008871201,1.0,50,10548516,24300,[-0.017  1.021 -4.07  -3.192],1.0,10.0,486,-1.0,9.979189,26513.45651125908,244233190000.0,-1.40332235e+20,-26535802.0,-240.24692,1.0,1.0,52820.652,1,698.5289,4999.6357,,4899.681,4889.7017,4899.680988625139,True,-240.24692
,,500.0,24994568.0,50.0,56.773613,1583.0298,0.5341797,0.4189424,50.0,10.0,1735032600.0,0.0047378456,1.0,50,10573516,24350,[ 0.05   0.957 -4.062 -3.275],1.0,10.0,487,-1.0,4999.089,26598.04232287407,1418987900.0,-86431465000.0,-27035536.0,-251.95683,1.0,1.0,225.05592,1,0.115123734,4999.623,,4999.457,0.36799803,4999.456831816248,True,-251.95683
,,500.0,24994518.0,50.0,10062.293,486771.7,0.42382812,0.4189424,50.0,10.0,2.5479842e+22,0.23969074,1.0,50,10598516,24400,[-0.007  0.847 -4.077 -3.265],1.0,10.0,488,-1.0,4999.2217,26673.88758468628,251510470000.0,-3.2578533e+17,-27035500.0,-255.5608,1.0,1.0,68125.12,1,0.09592914,4999.6455,,4999.4517,0.23006836,4999.451714003762,True,-255.5608
,,490.04,24494556.0,50.0,2035.9468,92480.54,4989.6284,0.4189424,50.0,10.0,112796254000.0,0.08277173,1.0,50,10623018,24450,[ 0.055  0.85  -4.077 -3.267],1.0,10.0,489,-1.0,9.980086,26743.60236954689,50885325000.0,-736332000000.0,-26535510.0,-237.09567,1.0,1.0,12944.671,1,698.525,4999.6084,,4899.655,4889.6753,4899.654919102571,True,-237.09567
,,500.0,24994054.0,50.0,1323.9153,16361.687,0.5341797,0.4189424,50.0,10.0,13633505000000.0,0.040055122,1.0,50,10648018,24500,[ 0.111  0.856 -4.089 -3.156],1.0,10.0,490,-1.0,4999.0693,26824.848774671555,33089296000.0,-7568888000000.0,-27035010.0,-254.26692,1.0,1.0,3291.4138,1,0.1386702,4999.6035,,4999.4053,0.33600587,4999.405351274897,True,-254.26692
,,490.04,24494000.0,50.0,239.7068,4012.052,4989.6094,0.4189424,50.0,10.0,91315260000000.0,0.009452282,1.0,50,10672520,24550,[ 0.141  0.761 -4.059 -3.225],1.0,10.0,491,-1.0,9.981564,26902.41404247284,5990685000.0,-19508700000000.0,-26534940.0,-232.7474,1.0,1.0,720.8627,1,698.5169,4999.591,,4899.599,4889.6177,4899.599268128568,True,-232.7474
,,480.06,23994286.0,50.0,598.4026,7658.0444,4999.5938,0.4189424,50.0,10.0,600122260000.0,0.00406488,1.0,50,10696523,24600,[ 0.054  0.684 -4.067 -3.269],1.0,10.0,492,-1.0,,26976.751941919327,14955902000.0,-1595998900000.0,-26035226.0,-233.6042,1.0,1.0,1576.0891,1,978.7018,4999.5938,,4799.628,4799.628,4799.628067970355,True,-233.6042
,,490.04,24493710.0,50.0,11529704.0,573989300.0,4989.5713,0.4189424,50.0,10.0,2.9227022e+32,0.04637975,1.0,50,10721025,24650,[ 0.048  0.633 -4.097 -3.378],1.0,10.0,493,-1.0,9.981773,27055.11881828308,288159320000000.0,-3.4890647e+22,-26534618.0,-244.89806,1.0,1.0,80351670.0,1,698.5126,4999.553,,4899.57,4889.5884,4899.570332009388,True,-244.89806
,,480.72,23995568.0,50.0,527.163,20291.111,4989.5693,0.4189424,50.0,10.0,1.8050766e+16,0.054988302,1.0,50,10745061,24700,[ 0.123  0.721 -4.099 -3.331],1.0,10.0,494,-1.0,9.981646,27128.252603292465,13154910000.0,-274211080000000.0,-26036474.0,-238.49956,1.0,1.0,2845.8435,1,946.9119,4999.551,,4806.1343,4796.153,4806.134340949639,True,-238.49956
,,489.62,24453130.0,50.0,57387.637,2868656.2,4999.616,0.4189424,50.0,10.0,166964740000.0,0.08876588,1.0,50,10769542,24750,[ 2.173e-03  7.100e-01 -4.113e+00 -3.357e+00],1.0,10.0,495,-1.0,,27205.963958263397,1316455300000.0,-2150405400000.0,-26494092.0,-248.04779,1.0,1.0,401609.78,1,699.9348,4999.616,,4895.2246,4895.2246,4895.2244268042405,True,-248.04779
,,480.06,23994440.0,50.0,3217601.2,150191710.0,4999.5635,0.4189424,50.0,10.0,6.21221e+33,0.020163735,1.0,50,10793545,24800,[ 0.039  0.745 -4.111 -3.32 ],1.0,10.0,496,-1.0,,27293.649878263474,80422970000000.0,-1.608576e+23,-26035354.0,-255.30008,1.0,1.0,21038994.0,1,978.70496,4999.5635,,4799.6436,4799.6436,4799.643535889141,True,-255.30008
,,490.04,24493176.0,50.0,93.26799,2870.086,4989.6113,0.4189424,50.0,10.0,70046760000.0,0.14693196,1.0,50,10818047,24850,[ 0.149  0.707 -4.108 -3.276],1.0,10.0,497,-1.0,9.981113,27358.18254518509,2330225700.0,-542484230000.0,-26534120.0,-254.24278,1.0,1.0,406.08624,1,698.5051,4999.5923,,4899.5176,4889.536,4899.516960726245,True,-254.24278
,,490.02,24494214.0,50.0,3681.855,96776.9,4999.592,0.4189424,50.0,10.0,6.999787e+18,0.06643187,1.0,50,10842548,24900,[ 0.044  0.701 -4.096 -3.209],1.0,10.0,498,-1.0,,27435.12472343445,92024930000.0,-5399745000000000.0,-26535156.0,-240.42549,1.0,1.0,14493.174,1,699.91736,4999.592,,4899.4214,4899.4214,4899.421468837079,True,-240.42549
,,500.0,24993010.0,50.0,725.53375,16120.809,0.703125,0.4189424,50.0,10.0,142722650000.0,0.12854803,1.0,50,10867548,24950,[ 0.123  0.648 -4.092 -3.291],1.0,10.0,499,-1.0,4998.88,27506.747849941254,18133307000.0,-789158100000.0,-27033944.0,-234.19135,1.0,1.0,2438.405,1,0.17590214,4999.583,,4999.301,0.4211328,4999.301014498155,True,-234.19135
,,500.0,24993668.0,50.0,3088.7905,149206.42,0.8623047,0.4189424,50.0,10.0,56316400000000.0,0.052878506,1.0,50,10892548,25000,[ 0.142  0.684 -4.088 -3.173],1.0,10.0,500,-1.0,4998.747,27582.817673683167,77191870000.0,-15393143000000.0,-27034628.0,-237.88373,1.0,1.0,20877.291,1,0.14479584,4999.6094,,4999.3667,0.6195703,4999.366641465053,True,-237.88373
,,480.06,23994736.0,50.0,283172.75,13218464.0,4999.592,0.4189424,50.0,10.0,2.3549016e+26,0.11435742,1.0,50,10916551,25050,[ 0.038  0.619 -4.109 -3.179],1.0,10.0,501,-1.0,,27652.306803703308,7076819000000.0,-3.1319147e+19,-26035678.0,-249.34,1.0,1.0,1852393.8,1,978.7109,4999.592,,4799.673,4799.673,4799.6730653282475,True,-249.34
,,477.08,23398310.0,50.0,313587.84,6147532.0,4989.6978,0.4189424,50.0,10.0,1.5772442e+32,0.08682348,1.0,50,10940405,25100,[-0.033  0.697 -4.111 -3.112],1.0,10.0,502,-1.0,9.9802,27713.12131357193,6482481400000.0,-2.5632318e+22,-25439324.0,-252.04485,1.0,1.0,1075147.2,1,809.6899,4999.6777,,4768.932,4758.952,4768.932001890554,True,-252.04485
,,500.0,24994726.0,50.0,504.52216,24317.172,0.37597656,0.4189424,50.0,10.0,300228400000.0,0.16458613,1.0,50,10965405,25150,[ 0.027  0.716 -4.111 -3.113],1.0,10.0,503,-1.0,4999.241,27803.04100060463,12610385000.0,-1130898800000.0,-27035690.0,-239.45241,1.0,1.0,3402.4844,1,0.09373093,4999.617,,4999.4727,0.23152344,4999.472818327808,True,-239.45241
,,490.04,24494542.0,50.0,46.732647,764.2894,4989.6284,0.4189424,50.0,10.0,1.463711e+17,0.46635067,1.0,50,10989907,25200,[ 0.086  0.735 -4.111 -3.107],1.0,10.0,504,-1.0,9.980082,27885.38804936409,1167546000.0,-780826670000000.0,-26535500.0,-243.96634,1.0,1.0,120.40377,1,698.5248,4999.6084,,4899.654,4889.6733,4899.653677404041,True,-243.96634
,,487.54,24276212.0,50.0,27.17875,440.89474,4999.6094,0.4189424,50.0,10.0,326901660.0,0.1909349,1.0,50,11014284,25250,[-0.026  0.757 -4.123 -3.155],1.0,10.0,505,-1.0,,27957.336634635925,588751600.0,-37489490000.0,-26317168.0,-256.8113,1.0,1.0,84.64541,1,717.99695,4999.6094,,4874.494,4874.494,4874.494142756369,True,-256.8113
,,490.02,24494752.0,50.0,5232.07,243304.52,4999.6323,0.4189424,50.0,10.0,1.9299497e+18,0.059610963,1.0,50,11038785,25300,[ 0.004  0.759 -4.124 -3.159],1.0,10.0,506,-1.0,,28015.97010087967,130776080000.0,-2835460000000000.0,-26535728.0,-252.67699,1.0,1.0,34077.22,1,699.925,4999.6323,,4899.475,4899.475,4899.475153935974,True,-252.67699
,,480.06,23994670.0,50.0,1056.2068,21107.791,4999.619,0.4189424,50.0,10.0,4.966741e+16,0.12775023,1.0,50,11062788,25350,[ 0.059  0.783 -4.119 -3.139],1.0,10.0,507,-1.0,,28086.069717645645,26398685000.0,-454872000000000.0,-26035636.0,-239.0074,1.0,1.0,3750.4321,1,978.7098,4999.619,,4799.666,4799.666,4799.666375935457,True,-239.0074
,,500.0,24994086.0,50.0,979.8691,27767.691,0.5546875,0.4189424,50.0,10.0,65021130000.0,0.0108222235,1.0,50,11087788,25400,[ 0.157  0.842 -4.103 -3.093],1.0,10.0,508,-1.0,4999.0728,28167.948969125748,24491352000.0,-544914870000.0,-27035064.0,-265.8683,1.0,1.0,4359.3447,1,0.11195368,4999.6274,,4999.4087,0.33595702,4999.408696584146,True,-265.8683
,,490.02,24493808.0,50.0,586.0112,9102.761,4999.629,0.4189424,50.0,10.0,230642910000000.0,0.09323616,1.0,50,11112289,25450,[ 0.139  0.795 -4.102 -3.207],1.0,10.0,509,-1.0,,28249.01287984848,14645665000.0,-31010243000000.0,-26534784.0,-240.91669,1.0,1.0,1625.015,1,699.91156,4999.629,,4899.381,4899.381,4899.380873629353,True,-240.91669
,,500.0,24992862.0,50.0,282881.1,14010137.0,0.82128906,0.4189424,50.0,10.0,1.7863289e+20,0.09987224,1.0,50,11137289,25500,[ 0.182  0.689 -4.106 -3.257],1.0,10.0,510,-1.0,4998.7554,28332.37243795395,7068516000000.0,-2.7284379e+16,-27033796.0,-247.40213,1.0,1.0,1961051.4,1,0.17945121,4999.5767,,4999.286,0.5309082,4999.286336352754,True,-247.40213
,,500.0,24993682.0,50.0,119.709625,1074.5366,0.7788086,0.4189424,50.0,10.0,5622732000.0,0.0075447615,1.0,50,11162289,25550,[ 0.142  0.786 -4.104 -3.188],1.0,10.0,511,-1.0,4998.8403,28418.29061937332,2991965700.0,-156030900000.0,-27034652.0,-243.97597,1.0,1.0,285.40784,1,0.14704093,4999.619,,4999.3687,0.52796876,4999.368316601618,True,-243.97597
,,490.02,24492700.0,50.0,73802.86,1593921.4,4999.5854,0.4189424,50.0,10.0,2.7712501e+20,0.00047598893,1.0,50,11186790,25600,[ 0.258  0.781 -4.083 -3.231],1.0,10.0,512,-1.0,,28487.18770313263,1844266000000.0,-3.3976904e+16,-26533634.0,-238.99872,1.0,1.0,299390.25,1,699.8957,4999.5854,,4899.27,4899.27,4899.269832847136,True,-238.99872
,,500.0,24993440.0,50.0,1926.5765,27775.318,0.5419922,0.4189424,50.0,10.0,30054410000000.0,0.07675719,1.0,50,11211790,25650,[ 0.224  0.879 -4.087 -3.16 ],1.0,10.0,513,-1.0,4999.0425,28551.693969249725,48149733000.0,-11236763000000.0,-27034382.0,-239.21686,1.0,1.0,6112.4854,1,0.13215093,4999.5845,,4999.3438,0.3013965,4999.343859743002,True,-239.21686
,,500.0,24994330.0,50.0,811.93335,14550.61,0.48046875,0.4189424,50.0,10.0,19630094000000.0,0.120807625,1.0,50,11236790,25700,[ 0.188  0.99  -4.088 -3.116],1.0,10.0,514,-1.0,4999.1304,28627.521468877792,20293657000.0,-9062783000000.0,-27035296.0,-235.89503,1.0,1.0,2594.5217,1,0.10364326,4999.611,,4999.4326,0.30260742,4999.4329873042525,True,-235.89503
,,500.0,24993918.0,50.0,93.779076,1777.2972,0.72753906,0.4189424,50.0,10.0,347543270000.0,0.06260535,1.0,50,11261790,25750,[ 0.183  0.885 -4.093 -3.183],1.0,10.0,515,-1.0,4998.872,28692.425565958023,2343837000.0,-1205520200000.0,-27034872.0,-245.32683,1.0,1.0,276.11398,1,0.16735902,4999.5996,,4999.392,0.5197656,4999.391832325266,True,-245.32683
,,500.0,24994144.0,50.0,557.1824,9256.555,0.46972656,0.4189424,50.0,10.0,33904260000000.0,0.033378568,1.0,50,11286790,25800,[ 0.091  0.817 -4.099 -3.232],1.0,10.0,516,-1.0,4999.1494,28759.298055887222,13926369000.0,-11897726000000.0,-27035112.0,-256.5807,1.0,1.0,1483.5454,1,0.11001261,4999.619,,4999.4146,0.26513672,4999.41452830566,True,-256.5807
,,470.08,23493780.0,50.0,430.2744,16802.94,4999.547,0.4189424,50.0,10.0,395203460000000.0,0.10344898,1.0,50,11310294,25850,[ 0.125  0.737 -4.096 -3.322],1.0,10.0,517,-1.0,,28828.476170778275,10751117000.0,-40582714000000.0,-25534684.0,-239.47116,1.0,1.0,2353.83,1,1186.4875,4999.547,,4699.5776,4699.5776,4699.577504839028,True,-239.47116
,,480.04,23994258.0,50.0,3119.6897,67749.05,4999.5522,0.4189424,50.0,10.0,826412700000000.0,0.13939287,1.0,50,11334296,25900,[ 0.027  0.769 -4.112 -3.253],1.0,10.0,518,-1.0,,28898.762548446655,77970520000.0,-58747838000000.0,-26035168.0,-256.3588,1.0,1.0,11073.796,1,979.67865,4999.5522,,4799.426,4799.426,4799.42569349327,True,-256.3588
,,490.02,24494230.0,50.0,45.410717,580.64276,4999.608,0.4189424,50.0,10.0,2829447000000000.0,0.14449075,1.0,50,11358797,25950,[ 0.01   0.664 -4.113 -3.319],1.0,10.0,519,-1.0,,28974.903729200363,1134513900.0,-108562930000000.0,-26535188.0,-253.01112,1.0,1.0,120.09416,1,699.9176,4999.608,,4899.4233,4899.4233,4899.42319855329,True,-253.01112
,,500.0,24993432.0,50.0,125.578835,3203.7668,0.6430664,0.4189424,50.0,10.0,2243082900000000.0,0.031054381,1.0,50,11383797,26000,[ 0.071  0.659 -4.114 -3.331],1.0,10.0,520,-1.0,4998.908,29039.201406478882,3138565600.0,-96661420000000.0,-27034340.0,-233.64563,1.0,1.0,466.18832,1,0.1499569,4999.5513,,4999.3433,0.43491212,4999.343181400326,True,-233.64563
,,500.0,24992672.0,50.0,908999.25,20812704.0,0.9892578,0.4189424,50.0,10.0,9.3406074e+29,0.8677551,1.0,50,11408797,26050,[ 0.106  0.542 -4.115 -3.307],1.0,10.0,521,-1.0,4998.589,29112.158351659775,22718026000000.0,-1.9724621e+21,-27033592.0,-245.38991,1.0,1.0,4077847.2,1,0.20958151,4999.578,,4999.2676,0.6785156,4999.267347754959,True,-245.38991
,,500.0,24989292.0,50.0,23011.453,1107688.1,2.2055664,0.4189424,50.0,10.0,74212555000000.0,0.056036927,1.0,50,11433797,26100,[ 0.213  0.416 -4.123 -3.12 ],1.0,10.0,522,-1.0,4997.2754,29181.110541582108,574678240000.0,-18155650000000.0,-27030144.0,-259.52414,1.0,1.0,155035.39,1,0.46057972,4999.481,,4998.929,1.6537695,4998.929123600183,True,-259.52414
,,500.0,24990576.0,50.0,156457.05,7168574.0,1.3188477,0.4189424,50.0,10.0,1.0232501e+36,0.6109707,1.0,50,11458797,26150,[ 0.195  0.466 -4.125 -3.088],1.0,10.0,523,-1.0,4998.277,29259.510214328766,3910242100000.0,-2.064501e+24,-27031516.0,-237.44621,1.0,1.0,1003108.8,1,0.30869076,4999.5957,,4999.057,0.78058594,4999.05745175856,True,-237.44621
,,408.28,18257860.0,50.0,328.8792,4832.3745,4129.975,0.4189424,50.0,10.0,53106486000000.0,0.04394498,1.0,50,11479211,26200,[ 0.251  0.362 -4.121 -3.128],1.0,10.0,524,-1.0,869.3228,29323.3513777256,5399440000.0,-14876607000000.0,-20298552.0,-248.73067,1.0,1.0,935.72986,1,1281.4375,4999.298,,4076.2456,3206.9229,4076.24557944301,True,-248.73067
,,467.88,22814694.0,50.0,1963.2394,40682.605,4009.8252,0.4189424,50.0,10.0,1.0081027e+19,0.037066415,1.0,50,11502605,26250,[ 0.205  0.33  -4.131 -3.103],1.0,10.0,525,-1.0,989.5967,29387.485078573227,36766610000.0,-6479609000000000.0,-24855486.0,-240.25043,1.0,1.0,6331.5757,1,973.83344,4999.422,,4676.146,3686.549,4676.1460152700365,True,-240.25043
,,492.02,24510368.0,50.0,5354695.5,259714000.0,4000.144,0.4189424,50.0,10.0,3.4695213e+35,0.08980126,1.0,50,11527206,26300,[ 0.143  0.328 -4.135 -3.108],1.0,10.0,526,-1.0,999.3688,29461.809843301773,133787740000000.0,-1.2021108e+24,-26551238.0,-242.07666,1.0,1.0,36349044.0,1,559.9513,4999.5127,,4919.027,3919.6577,4919.026695596892,True,-242.07666
,,460.62,22783808.0,50.0,180.62437,8370.004,4999.4624,0.4189424,50.0,10.0,1061618500.0,0.106967576,1.0,50,11550237,26350,[ 0.213  0.366 -4.129 -3.012],1.0,10.0,527,-1.0,,29521.508594751358,4497075700.0,-70991495000.0,-24824646.0,-248.16415,1.0,1.0,1170.1532,1,1259.4915,4999.4624,,4604.073,4604.073,4604.0731794083795,True,-248.16415
,,500.0,24991580.0,50.0,5156642.5,252215570.0,1.0239258,0.4189424,50.0,10.0,2.7254157e+31,0.16272326,1.0,50,11575237,26400,[ 0.159  0.37  -4.129 -2.979],1.0,10.0,528,-1.0,4998.605,29578.73075556755,128854060000000.0,-1.0654824e+22,-27032554.0,-246.51317,1.0,1.0,35301530.0,1,0.24591859,4999.629,,4999.1577,0.5528906,4999.1578916103745,True,-246.51317
,,481.96,23733500.0,50.0,56.295464,422.20953,4509.683,0.4189424,50.0,10.0,3.007376e+17,0.07468908,1.0,50,11599335,26450,[ 0.137  0.247 -4.13  -2.978],1.0,10.0,529,-1.0,489.74158,29633.440777778625,1405930100.0,-1119151440000000.0,-25774304.0,-243.28723,1.0,1.0,94.74594,1,723.4369,4999.425,,4817.69,4327.9487,4817.690290623437,True,-243.28723
,,342.7,13840712.0,50.0,201725.08,9665229.0,4529.6753,0.4189424,50.0,10.0,8.0981944e+26,0.09870568,1.0,50,11616470,26500,[ 0.163  0.201 -4.13  -3.011],1.0,10.0,530,-1.0,469.78156,29665.646206855774,1634041100000.0,-5.8075654e+19,-15881530.0,-235.57782,1.0,1.0,1352325.4,1,1466.1584,4999.457,,3419.2236,2949.4421,3419.2238382835117,True,-235.57782
,,427.62,19560890.0,50.0,114037.54,5179269.5,3870.5288,0.4189424,50.0,10.0,4.3172885e+28,0.029380169,1.0,50,11637851,26550,[ 0.195  0.252 -4.129 -2.994],1.0,10.0,531,-1.0,1129.0101,29714.93772506714,2770915000000.0,-4.2405268e+20,-21601782.0,-234.9546,1.0,1.0,725648.25,1,1147.466,4999.539,,4271.324,3142.3145,4271.324309185327,True,-234.9546
,,471.9,23390190.0,50.0,235.19852,3219.7432,4519.709,0.4189424,50.0,10.0,9.559175e+19,0.02444787,1.0,50,11661446,26600,[ 0.134  0.263 -4.136 -2.983],1.0,10.0,532,-1.0,479.80087,29760.568852186203,5859763700.0,-1.9953523e+16,-25431064.0,-246.53532,1.0,1.0,582.12885,1,1066.5541,4999.51,,4717.272,4237.4707,4717.271933135203,True,-246.53532
,,453.0,22470450.0,50.0,702.901,29358.076,4999.544,0.4189424,50.0,10.0,3142560300.0,0.0022000105,1.0,50,11684096,26650,[ 0.083  0.227 -4.138 -2.984],1.0,10.0,533,-1.0,,29807.205100297928,17558850000.0,-131967000000.0,-24511348.0,-240.9057,1.0,1.0,4131.272,1,1402.3281,4999.544,,4528.126,4528.126,4528.126181407215,True,-240.9057
,,491.2,24500612.0,50.0,467378.4,17418880.0,4409.7324,0.4189424,50.0,10.0,1.7114091e+27,0.2585671,1.0,50,11708656,26700,[ 0.07   0.279 -4.136 -2.952],1.0,10.0,534,-1.0,589.8368,29879.500500440598,11452350000000.0,-8.442995e+19,-26541536.0,-248.46957,1.0,1.0,2457470.5,1,617.3322,4999.5693,,4911.162,4321.325,4911.162150655225,True,-248.46957
,,481.02,23996228.0,50.0,136.12634,4771.851,4989.5747,0.4189424,50.0,10.0,2093102300.0,0.05299806,1.0,50,11732707,26750,[ 0.152  0.308 -4.108 -3.038],1.0,10.0,535,-1.0,9.979893,29938.525889396667,3397988900.0,-96769050000.0,-26037140.0,-240.99178,1.0,1.0,678.2839,1,932.82825,4999.5547,,4808.956,4798.976,4808.9560617243205,True,-240.99178
,,490.04,24492006.0,50.0,18.09873,290.73853,4989.5283,0.4189424,50.0,10.0,151638930.0,0.05169931,1.0,50,11757209,26800,[ 0.127  0.355 -4.108 -3.006],1.0,10.0,536,-1.0,9.980593,29988.268736839294,451820380.0,-25583088000.0,-26532878.0,-246.27687,1.0,1.0,47.958412,1,698.4885,4999.509,,4899.4,4889.42,4899.400027709781,True,-246.27687
