StdWReturnMean,OptimizationReturnMin,EpLenMean,WReturnMean,ESSRenyiHarmonic,MeanIW,MaxIW,OptimizationReturnMax,MeanEntropy,ESSRenyiArithmetic,ReturnStepMax,DivergenceHarmonic,MinIW,Epsilon,EpThisIter,TimestepsSoFar,EpisodesSoFar,Weights,EmpiricalD2Harmonic,ReturnStepMaxmin,Iteration,VarianceInitializer,InitialReturnMin,TimeElapsed,ReturnMeanIW,Bound,InitialBound,MinBehavPdf,MeanD2-0,EmpiricalD2Arithmetic,StdIW,Inner Iteration,InitialReturnStd,InitialReturnMax,LearnableVariance,InitialReturnMean,OptimizationReturnMean,EpRewMean,Penalization,MinTargetPdf
,,475.44,23298992.0,50.0,98564.49,4076560.2,4559.981,0.4189424,50.0,10.0,1.3312128e+28,0.1535704,1.0,50,656809,3300,[-0.13   1.567 -2.305 -3.107],1.0,10.0,66,-1.0,439.59772,1564.0578207969666,2055885000000.0,-2.3547505e+20,-25339934.0,-239.40544,1.0,1.0,573420.75,1,846.4712,4999.5786,,4752.1025,4312.505,4752.102580208411,True,-239.40544
,,482.64,23888770.0,50.0,273.51547,4805.169,4999.581,0.4189424,50.0,10.0,6.957762e+19,0.3068874,1.0,50,680941,3350,[-0.074  1.504 -2.313 -3.199],1.0,10.0,67,-1.0,,1618.5241303443909,6745695700.0,-1.7023801e+16,-25929712.0,-255.01816,1.0,1.0,890.08405,1,781.7135,4999.581,,4824.6963,4824.6963,4824.696273004276,True,-255.01816
,,466.26,22653680.0,50.0,52371.727,1049186.2,4999.539,0.4189424,50.0,10.0,1.477822e+22,0.054276403,1.0,50,704254,3400,[-0.136  1.498 -2.3   -3.091],1.0,10.0,68,-1.0,,1662.798466682434,810731300000.0,-2.4810002e+17,-24694588.0,-238.39575,1.0,1.0,190490.11,1,972.8736,4999.539,,4659.098,4659.098,4659.098104136776,True,-238.39575
,,457.06,22502362.0,50.0,10.766458,153.18506,4999.552,0.4189424,50.0,10.0,2.4908484e+23,0.026652351,1.0,50,727107,3450,[-0.074  1.489 -2.296 -3.096],1.0,10.0,69,-1.0,,1700.2469420433044,259776670.0,-1.0185683e+18,-24543280.0,-254.03093,1.0,1.0,25.334524,1,1278.4808,4999.552,,4568.1343,4568.1343,4568.134249288655,True,-254.03093
,,472.8,22903424.0,50.0,150094.48,4187138.2,4999.45,0.4189424,50.0,10.0,7.603778e+26,0.05264825,1.0,50,750747,3500,[-0.131  1.464 -2.304 -3.101],1.0,10.0,70,-1.0,,1745.315105676651,3352699900000.0,-5.627475e+19,-24944262.0,-231.89133,1.0,1.0,633895.0,1,764.2374,4999.45,,4724.3374,4724.3374,4724.337781383493,True,-231.89133
,,462.56,23011718.0,50.0,6.6065693,51.872643,4999.4995,0.4189424,50.0,10.0,3779242000000.0,0.17229013,1.0,50,773875,3550,[-0.075  1.408 -2.347 -3.188],1.0,10.0,71,-1.0,,1792.5673072338104,163362110.0,-3967598000000.0,-25052590.0,-235.26915,1.0,1.0,11.016044,1,1277.3904,4999.4995,,4623.85,4623.85,4623.85032651596,True,-235.26915
,,478.92,23686186.0,50.0,644.8732,12877.364,4799.8354,0.4189424,50.0,10.0,2.3714047e+21,0.26946688,1.0,50,797821,3600,[-0.029  1.448 -2.349 -3.204],1.0,10.0,72,-1.0,199.82285,1844.6564774513245,16106375000.0,-9.93889e+16,-25727194.0,-248.02545,1.0,1.0,2039.4167,1,874.6298,4999.658,,4787.61,4587.787,4787.6099497354335,True,-248.02545
,,453.4,22234932.0,50.0,99661.41,4456505.5,4999.5063,0.4189424,50.0,10.0,1.5858715e+28,0.0052151103,1.0,50,820491,3650,[-0.026  1.325 -2.37  -3.215],1.0,10.0,73,-1.0,,1895.0097510814667,2455557600000.0,-2.570056e+20,-24275814.0,-240.98997,1.0,1.0,623377.56,1,1302.985,4999.5063,,4531.795,4531.795,4531.794713892467,True,-240.98997
,,477.8,23717644.0,50.0,15.871304,222.21736,4989.58,0.4189424,50.0,10.0,334896600.0,0.017053828,1.0,50,844381,3700,[-0.043  1.211 -2.371 -3.264],1.0,10.0,74,-1.0,9.980258,1937.836035490036,391610240.0,-37740130000.0,-25758566.0,-237.97484,1.0,1.0,36.15171,1,950.5515,4999.5605,,4776.41,4766.43,4776.410508955059,True,-237.97484
,,482.36,23805754.0,50.0,6339.55,211431.8,4989.4604,0.4189424,50.0,10.0,3469917800000.0,0.022575421,1.0,50,868499,3750,[-0.077  1.175 -2.38  -3.301],1.0,10.0,75,-1.0,9.981776,1978.9874341487885,134606094000.0,-3936124700000.0,-25846578.0,-265.3537,1.0,1.0,31241.717,1,746.6369,4999.4424,,4821.648,4811.6655,4821.647758837216,True,-265.3537
,,484.38,24039188.0,50.0,4562823.0,222749340.0,4150.0874,0.4189424,50.0,10.0,8.767498e+25,0.17750984,1.0,50,892718,3800,[-0.039  1.22  -2.388 -3.281],1.0,10.0,76,-1.0,849.443,2027.7462558746338,114002980000000.0,-1.910967e+19,-26080086.0,-242.57501,1.0,1.0,31173714.0,1,768.55707,4999.5303,,4842.3657,3992.923,4842.365906093088,True,-242.57501
,,469.36,23366756.0,50.0,177.20982,3713.26,4989.603,0.4189424,50.0,10.0,3.218626e+16,0.24596713,1.0,50,916186,3850,[-0.026  1.108 -2.394 -3.336],1.0,10.0,77,-1.0,9.980006,2074.9983253479004,4426187300.0,-366152870000000.0,-25407692.0,-251.25423,1.0,1.0,630.23236,1,1163.471,4999.583,,4691.811,4681.831,4691.8109919778035,True,-251.25423
,,453.34,22257702.0,50.0,561203.25,19435722.0,4999.4336,0.4189424,50.0,10.0,6.540201e+32,0.1059798,1.0,50,938853,3900,[ 0.027  1.099 -2.403 -3.305],1.0,10.0,78,-1.0,,2121.9874238967896,14019826000000.0,-5.219051e+22,-24298520.0,-259.6054,1.0,1.0,2785174.2,1,1314.5306,4999.4336,,4530.9727,4530.9727,4530.972372290262,True,-259.6054
,,464.82,22894956.0,50.0,6183028.0,234538980.0,4999.5625,0.4189424,50.0,10.0,1.2214527e+33,0.32117385,1.0,50,962094,3950,[-0.058  1.123 -2.497 -3.519],1.0,10.0,79,-1.0,,2169.708503484726,146832970000000.0,-7.1327457e+22,-24935870.0,-237.4402,1.0,1.0,33077324.0,1,1146.916,4999.5625,,4645.378,4645.378,4645.3783177682235,True,-237.4402
,,482.4,24007990.0,50.0,29137.768,1230447.1,4719.7764,0.4189424,50.0,10.0,3.46385e+30,0.036971517,1.0,50,986214,4000,[-0.011  1.073 -2.515 -3.279],1.0,10.0,80,-1.0,279.7755,2220.4709570407867,728172600000.0,-3.7983593e+21,-26048902.0,-248.11339,1.0,1.0,172402.97,1,866.2904,4999.552,,4822.6064,4542.831,4822.60643427212,True,-248.11339
,,463.8,22743752.0,50.0,133660.1,6143968.5,4709.68,0.4189424,50.0,10.0,2.7021517e+33,0.025910508,1.0,50,1009404,4050,[ 0.063  1.173 -2.526 -3.272],1.0,10.0,81,-1.0,289.82062,2257.920956850052,3336993500000.0,-1.060871e+23,-24784620.0,-258.22433,1.0,1.0,859834.25,1,1121.231,4999.501,,4635.3633,4345.543,4635.363334963181,True,-258.22433
,,406.88,19310862.0,50.0,105.72568,2531.6055,4799.5405,0.4189424,50.0,10.0,95066110000.0,0.011806714,1.0,50,1029748,4100,[ 0.11   1.272 -2.514 -3.213],1.0,10.0,82,-1.0,199.8422,2301.2667315006256,2289268700.0,-631505600000.0,-21351634.0,-245.96005,1.0,1.0,363.7228,1,1669.7094,4999.383,,4064.8408,3864.9993,4064.8411356071592,True,-245.96005
,,499.56,24944674.0,50.0,4731.5684,234956.81,230.49707,0.4189424,50.0,10.0,1.5787965e+36,0.023693519,1.0,50,1054726,4150,[ 0.011  1.254 -2.54  -3.282],1.0,10.0,83,-1.0,4768.997,2349.958148241043,118234710000.0,-2.5643047e+24,-26985542.0,-238.92462,1.0,1.0,32889.46,1,32.196968,4999.494,,4994.361,225.36363,4994.360767312328,True,-238.92462
,,464.06,22541824.0,50.0,175.2523,2743.8416,4999.5825,0.4189424,50.0,10.0,3.0457867e+17,0.26259884,1.0,50,1077929,4200,[-0.098  1.308 -2.537 -3.311],1.0,10.0,84,-1.0,,2402.794868707657,3879104300.0,-1126349400000000.0,-24582764.0,-230.40143,1.0,1.0,488.13022,1,1019.5984,4999.5825,,4637.0513,4637.0513,4637.051188639098,True,-230.40143
,,412.74,18120296.0,50.0,262.02563,6040.8433,4769.785,0.4189424,50.0,10.0,7299499500.0,0.0096900305,1.0,50,1098566,4250,[-0.15   1.339 -2.535 -3.296],1.0,10.0,85,-1.0,229.83032,2447.247289419174,4904960000.0,-179275890000.0,-20161258.0,-237.77321,1.0,1.0,1037.2659,1,1069.6904,4999.615,,4120.201,3890.3713,4120.201414546032,True,-237.77321
,,363.54,14216764.0,50.0,25901.04,1247042.6,4999.58,0.4189424,50.0,10.0,4435801000000000.0,0.15538539,1.0,50,1116743,4300,[-0.195  1.359 -2.574 -3.292],1.0,10.0,86,-1.0,,2492.4413928985596,437092970000.0,-136364630000000.0,-16257694.0,-234.96721,1.0,1.0,174461.08,1,1030.0305,4999.58,,3627.093,3627.093,3627.092855861781,True,-234.96721
,,331.04,11785678.0,50.0,733165.44,18208926.0,3220.0654,0.4189424,50.0,10.0,9.964819e+31,0.6086444,1.0,50,1133295,4350,[-0.252  1.341 -2.59  -3.286],1.0,10.0,87,-1.0,1779.5205,2530.0536572933197,5558800000000.0,-2.0373103e+22,-13826608.0,-219.076,1.0,1.0,2725337.8,1,943.74585,4999.586,,3300.761,1521.2404,3300.760786542656,True,-219.076
,,409.52,17340102.0,50.0,119321.58,5237603.0,2620.3188,0.4189424,50.0,10.0,7.547041e+18,0.09801529,1.0,50,1153771,4400,[-0.154  1.284 -2.603 -3.337],1.0,10.0,88,-1.0,2379.2876,2579.2987871170044,1716752600000.0,-5608508000000000.0,-19381054.0,-227.09843,1.0,1.0,734097.7,1,794.7548,4999.6064,,4087.5994,1708.3115,4087.5993108981033,True,-227.09843
,,344.44,12805223.0,50.0,4297.806,106233.5,4729.886,0.4189424,50.0,10.0,1005833760000000.0,0.0053778645,1.0,50,1170993,4450,[-0.211  1.259 -2.606 -3.341],1.0,10.0,89,-1.0,269.73505,2641.1939232349396,56403730000.0,-64784326000000.0,-14846182.0,-238.6484,1.0,1.0,15706.482,1,1003.2399,4999.621,,3434.9285,3165.1934,3434.928436148386,True,-238.6484
,,399.28,16988372.0,50.0,22009.322,463730.16,4999.537,0.4189424,50.0,10.0,3.1463647e+22,0.07087191,1.0,50,1190957,4500,[-0.151  1.274 -2.606 -3.331],1.0,10.0,90,-1.0,,2693.7504098415375,236319520000.0,-3.6200853e+17,-19029272.0,-253.10541,1.0,1.0,70399.93,1,1052.0085,4999.537,,3985.1787,3985.1787,3985.178756825061,True,-253.10541
,,483.38,23907458.0,50.0,11691.866,542999.94,4999.6133,0.4189424,50.0,10.0,5.9296886e+23,0.29116762,1.0,50,1215126,4550,[-0.089  1.275 -2.602 -3.324],1.0,10.0,91,-1.0,,2746.161453485489,292114600000.0,-1.5716043e+18,-25948422.0,-245.21837,1.0,1.0,76017.91,1,747.39465,4999.6133,,4832.0654,4832.0654,4832.065750816533,True,-245.21837
,,426.98,18684168.0,50.0,20183.793,267348.25,2380.1282,0.4189424,50.0,10.0,1.5442058e+22,0.16504385,1.0,50,1236475,4600,[-0.146  1.26  -2.613 -3.34 ],1.0,10.0,92,-1.0,2619.4363,2797.4879744052887,308094400000.0,-2.536132e+17,-20725090.0,-229.25284,1.0,1.0,59650.293,1,717.81854,4999.5645,,4262.4995,1643.0635,4262.49962511298,True,-229.25284
,,488.08,24304766.0,50.0,18817.658,675836.25,4999.585,0.4189424,50.0,10.0,3.5316162e+24,0.04286416,1.0,50,1260879,4650,[-0.084  1.261 -2.61  -3.346],1.0,10.0,93,-1.0,,2855.6101503372192,401406030000.0,-3.835386e+18,-26345710.0,-260.7413,1.0,1.0,98344.875,1,704.5457,4999.585,,4879.383,4879.383,4879.383109160956,True,-260.7413
,,478.84,23698236.0,50.0,31.063084,933.1748,4729.931,0.4189424,50.0,10.0,3151918000000.0,0.24362884,1.0,50,1284821,4700,[-0.022  1.265 -2.609 -3.353],1.0,10.0,94,-1.0,269.74463,2907.288094997406,775494500.0,-3624252500000.0,-25739250.0,-245.9327,1.0,1.0,143.59653,1,885.4597,4999.676,,4786.878,4517.1333,4786.877589704198,True,-245.9327
,,475.08,23290004.0,50.0,3536.0325,51149.03,3820.1238,0.4189424,50.0,10.0,5.6718505e+16,0.001743807,1.0,50,1308575,4750,[ 0.03   1.274 -2.612 -3.386],1.0,10.0,95,-1.0,1179.3904,2957.664571762085,88287216000.0,-486128660000000.0,-25330888.0,-258.64896,1.0,1.0,11242.592,1,859.0286,4999.514,,4748.9023,3569.5122,4748.9024936463775,True,-258.64896
,,492.7,24527058.0,50.0,3.534815,34.25539,3660.5107,0.4189424,50.0,10.0,12247050000.0,0.09925847,1.0,50,1333210,4800,[-0.011  1.319 -2.618 -3.277],1.0,10.0,96,-1.0,1339.1554,3015.243878364563,84802180.0,-225951450000.0,-26568068.0,-237.17093,1.0,1.0,5.3005624,1,512.3926,4999.666,,4925.9023,3586.7468,4925.902290344712,True,-237.17093
,,500.0,24989622.0,50.0,45.50125,1242.4207,10.520508,0.4189424,50.0,10.0,672289660.0,0.12909448,1.0,50,1358210,4850,[-0.071  1.335 -2.626 -3.276],1.0,10.0,97,-1.0,4988.993,3101.687504053116,1134615800.0,-54050746000.0,-27030508.0,-245.7845,1.0,1.0,185.45403,1,1.455074,4999.5137,,4998.962,9.968701,4998.961893064621,True,-245.7845
,,481.54,23997700.0,50.0,4219.793,182649.8,4749.783,0.4189424,50.0,10.0,2.6709409e+17,0.22685154,1.0,50,1382287,4900,[-0.045  1.377 -2.622 -3.239],1.0,10.0,98,-1.0,249.7841,3171.1735298633575,105432690000.0,-1054859900000000.0,-26038628.0,-237.6219,1.0,1.0,25532.477,1,906.5358,4999.5674,,4814.135,4564.3506,4814.134880056868,True,-237.6219
,,460.1,22953818.0,50.0,1106.395,47127.883,4999.599,0.4189424,50.0,10.0,1203386500000000.0,0.09712203,1.0,50,1405292,4950,[-0.014  1.423 -2.61  -3.127],1.0,10.0,99,-1.0,,3229.6481761932373,27651013000.0,-70826690000000.0,-24994772.0,-254.78731,1.0,1.0,6605.3184,1,1342.0206,4999.599,,4599.2173,4599.2173,4599.217435552176,True,-254.78731
,,491.26,24290044.0,50.0,8495.41,398578.78,2751.1277,0.4189424,50.0,10.0,1573902900000.0,0.0427753,1.0,50,1429855,5000,[ 0.091  1.378 -2.637 -3.083],1.0,10.0,100,-1.0,2248.4333,3287.602976322174,139581420000.0,-2699977000000.0,-26330970.0,-242.94556,1.0,1.0,55768.016,1,413.95895,4999.561,,4911.0776,2662.644,4911.077611372744,True,-242.94556
,,500.0,24991432.0,50.0,16.439966,149.03041,0.9194336,0.4189424,50.0,10.0,9.9336986e+17,0.07004623,1.0,50,1454855,5050,[ 0.004  1.295 -2.666 -3.104],1.0,10.0,101,-1.0,4998.604,3350.2984442710876,410816300.0,-2034076000000000.0,-27032328.0,-238.54608,1.0,1.0,26.552887,1,0.25185382,4999.5234,,4999.143,0.5392773,4999.143278028316,True,-238.54608
,,496.2,24617822.0,50.0,37974.973,1084110.9,730.2993,0.4189424,50.0,10.0,1.01103664e+24,0.033895925,1.0,50,1479665,5100,[-0.095  1.262 -2.666 -3.036],1.0,10.0,102,-1.0,4269.3423,3414.937968969345,910307700000.0,-2.0521814e+18,-26658814.0,-249.12434,1.0,1.0,182510.8,1,137.43849,4999.6416,,4959.731,690.38873,4959.730989799802,True,-249.12434
,,413.22,17918494.0,50.0,625.71265,14987.318,4989.623,0.4189424,50.0,10.0,137334650000.0,0.19860148,1.0,50,1500326,5150,[-0.154  1.269 -2.673 -3.016],1.0,10.0,103,-1.0,9.980669,3477.2471380233765,7849263000.0,-764186660000.0,-19959450.0,-224.18501,1.0,1.0,2249.677,1,950.86523,4999.6035,,4124.845,4114.865,4124.845368153945,True,-224.18501
,,469.66,22186824.0,50.0,779.3621,17985.16,1530.2849,0.4189424,50.0,10.0,5.441314e+17,0.024988713,1.0,50,1523809,5200,[-0.111  1.29  -2.668 -2.975],1.0,10.0,104,-1.0,3469.307,3545.809113264084,18372637000.0,-1505499600000000.0,-24227774.0,-248.47374,1.0,1.0,2852.148,1,421.8646,4999.592,,4691.36,1222.0527,4691.359599929822,True,-248.47374
,,437.64,19597090.0,50.0,11686.704,219539.16,2379.8088,0.4189424,50.0,10.0,2.4743838e+19,0.09000154,1.0,50,1545691,5250,[-0.159  1.257 -2.671 -3.   ],1.0,10.0,105,-1.0,2619.7576,3608.2783813476562,207880500000.0,-1.0152231e+16,-21638016.0,-246.75328,1.0,1.0,39073.56,1,706.88745,4999.5664,,4370.0576,1750.3,4370.057504608409,True,-246.75328
,,489.9,24053228.0,50.0,567804.2,27678580.0,1320.0283,0.4189424,50.0,10.0,2.4225e+28,0.15041177,1.0,50,1570186,5300,[-0.097  1.254 -2.676 -3.008],1.0,10.0,106,-1.0,3679.5723,3670.794191122055,11439517000000.0,-3.1765588e+20,-26094190.0,-243.09717,1.0,1.0,3873193.2,1,284.43127,4999.6006,,4896.1543,1216.5823,4896.154558121722,True,-243.09717
,,493.86,24566258.0,50.0,115.11802,4465.944,3080.2246,0.4189424,50.0,10.0,19267336000.0,0.1939772,1.0,50,1594879,5350,[-0.038  1.272 -2.678 -2.997],1.0,10.0,107,-1.0,1919.3296,3733.272582054138,2875516400.0,-286163240000.0,-26607178.0,-242.07594,1.0,1.0,632.133,1,431.18796,4999.554,,4937.645,3018.3154,4937.644779448694,True,-242.07594
,,480.6,23993930.0,50.0,54520.137,2208353.0,4989.6465,0.4189424,50.0,10.0,6.9567405e+22,0.054422356,1.0,50,1618909,5400,[ 0.021  1.252 -2.675 -3.004],1.0,10.0,108,-1.0,9.979416,3799.240813970566,1362444400000.0,-5.383112e+17,-26034910.0,-260.70425,1.0,1.0,310504.44,1,952.58966,4999.626,,4804.842,4794.8623,4804.84165217476,True,-260.70425
,,500.0,24990866.0,50.0,6118.582,200381.3,1.1938477,0.4189424,50.0,10.0,9.527607e+18,0.026785258,1.0,50,1643909,5450,[ 0.018  1.148 -2.688 -3.072],1.0,10.0,109,-1.0,4998.4517,3857.9098637104034,152903200000.0,-6299923500000000.0,-27031862.0,-243.515,1.0,1.0,28553.535,1,0.24552831,4999.6455,,4999.087,0.6351465,4999.086776028747,True,-243.515
,,500.0,24992398.0,50.0,25.88421,931.2687,1.1708984,0.4189424,50.0,10.0,240560350.0,0.0482023,1.0,50,1668909,5500,[-0.022  1.06  -2.685 -3.15 ],1.0,10.0,110,-1.0,4998.4707,3920.714506626129,646927700.0,-32302062000.0,-27033388.0,-238.70718,1.0,1.0,130.27051,1,0.24591793,4999.6416,,4999.2397,0.768916,4999.239620103175,True,-238.70718
,,500.0,24991830.0,50.0,3268.0796,152381.6,0.92333984,0.4189424,50.0,10.0,1.2382086e+16,0.048546266,1.0,50,1693909,5550,[ 0.022  1.095 -2.691 -3.124],1.0,10.0,111,-1.0,4998.616,3978.9025683403015,81657954000.0,-227178600000000.0,-27032738.0,-246.3299,1.0,1.0,21307.133,1,0.26156968,4999.5396,,4999.1826,0.56677735,4999.183010388015,True,-246.3299
,,480.54,23994468.0,50.0,43.407204,1191.2198,4999.6094,0.4189424,50.0,10.0,6302133600000.0,0.18374363,1.0,50,1717936,5600,[-0.049  1.188 -2.716 -3.091],1.0,10.0,112,-1.0,,4044.058367729187,1084196500.0,-5124626300000.0,-26035432.0,-245.31432,1.0,1.0,191.77678,1,955.5078,4999.6094,,4804.3184,4804.3184,4804.318263198967,True,-245.31432
,,490.02,24491474.0,50.0,658.1242,10340.623,4999.593,0.4189424,50.0,10.0,4.1265954e+23,0.08218777,1.0,50,1742437,5650,[ 0.013  1.194 -2.717 -3.087],1.0,10.0,113,-1.0,,4102.078859806061,16444788000.0,-1.3110509e+18,-26532428.0,-242.81161,1.0,1.0,2018.0953,1,699.87823,4999.593,,4899.147,4899.147,4899.1472526199705,True,-242.81161
,,495.88,24664714.0,50.0,2199310.5,105595690.0,2070.1873,0.4189424,50.0,10.0,1.0594153e+25,0.19186363,1.0,50,1767231,5700,[-0.082  1.241 -2.7   -3.022],1.0,10.0,114,-1.0,2929.3938,4166.932945013046,20307495000000.0,-6.6428743e+18,-26705660.0,-233.51152,1.0,1.0,14776591.0,1,289.7862,4999.581,,4957.8965,2028.5029,4957.896789440464,True,-233.51152
,,490.02,24492118.0,50.0,678.1495,24295.66,4999.6445,0.4189424,50.0,10.0,7089969000000000.0,0.06167237,1.0,50,1791732,5750,[-0.021  1.257 -2.7   -3.026],1.0,10.0,115,-1.0,,4222.268122434616,16946897000.0,-171869020000000.0,-26533116.0,-247.36816,1.0,1.0,3462.9297,1,699.88745,4999.6445,,4899.2114,4899.2114,4899.2117410792,True,-247.36816
,,480.06,23991618.0,50.0,1860.9403,40512.87,4999.579,0.4189424,50.0,10.0,1258449000000000.0,0.24414985,1.0,50,1815735,5800,[ 0.054  1.294 -2.717 -3.117],1.0,10.0,116,-1.0,,4280.302795648575,46497980000.0,-72446586000000.0,-26032560.0,-242.18993,1.0,1.0,6724.029,1,978.6475,4999.579,,4799.3613,4799.3613,4799.361229695616,True,-242.18993
,,476.42,23628042.0,50.0,29726.7,1379887.1,4999.568,0.4189424,50.0,10.0,3.530766e+23,0.13062418,1.0,50,1839556,5850,[ 0.111  1.343 -2.709 -3.017],1.0,10.0,117,-1.0,,4329.779587030411,736319240000.0,-1.2127017e+18,-25668976.0,-237.41312,1.0,1.0,193020.38,1,973.2422,4999.568,,4762.441,4762.441,4762.440691995898,True,-237.41312
,,473.2,23513690.0,50.0,2921.5679,66499.516,4809.8047,0.4189424,50.0,10.0,6.2668804e+18,0.114451684,1.0,50,1863216,5900,[ 0.082  1.448 -2.71  -2.956],1.0,10.0,118,-1.0,189.83179,4378.431672334671,72969765000.0,-5109321000000000.0,-25554680.0,-253.82938,1.0,1.0,9875.969,1,1065.6625,4999.6367,,4730.545,4540.713,4730.545042701887,True,-253.82938
,,480.92,23993672.0,50.0,19059.244,836714.0,4779.825,0.4189424,50.0,10.0,2.0419291e+22,0.21788156,1.0,50,1887262,5950,[ 0.049  1.363 -2.73  -3.039],1.0,10.0,119,-1.0,219.78888,4433.540905952454,476273670000.0,-2.9164086e+17,-26034644.0,-254.71786,1.0,1.0,117097.8,1,936.55585,4999.6143,,4807.9663,4588.1772,4807.965984312866,True,-254.71786
,,481.22,23873714.0,50.0,704424.94,35039228.0,4579.669,0.4189424,50.0,10.0,1.802e+26,0.21264605,1.0,50,1911323,6000,[ 0.088  1.444 -2.735 -2.952],1.0,10.0,120,-1.0,419.81836,4470.464034318924,17588566000000.0,-2.7395737e+19,-25914584.0,-247.12828,1.0,1.0,4904980.5,1,854.99896,4999.4873,,4810.685,4390.8667,4810.6850376361845,True,-247.12828
,,494.0,24570758.0,50.0,127.36562,2189.9858,3010.193,0.4189424,50.0,10.0,275648540.0,0.18769385,1.0,50,1936023,6050,[ 0.076  1.335 -2.732 -3.011],1.0,10.0,121,-1.0,1989.388,4514.0824019908905,3182605300.0,-37066977000.0,-26611702.0,-254.85574,1.0,1.0,391.89,1,421.36588,4999.581,,4938.948,2949.5603,4938.94821426389,True,-254.85574
,,473.92,23490978.0,50.0,1294.1979,46705.51,4999.5566,0.4189424,50.0,10.0,653495200.0,0.064309426,1.0,50,1959719,6100,[ 0.17   1.272 -2.767 -3.052],1.0,10.0,122,-1.0,,4562.70689868927,25607873000.0,-77780000000.0,-25531902.0,-270.8416,1.0,1.0,6893.5864,1,1023.7649,4999.5566,,4737.392,4737.392,4737.3921520651265,True,-270.8416
,,485.96,24165102.0,50.0,84.11684,3753.7075,4979.6426,0.4189424,50.0,10.0,104772840.0,0.088519715,1.0,50,1984017,6150,[ 0.063  1.31  -2.793 -3.007],1.0,10.0,123,-1.0,19.967037,4605.755823850632,2101609600.0,-22992210000.0,-26206070.0,-246.99638,1.0,1.0,524.88446,1,748.9386,4999.6094,,4858.4146,4838.4473,4858.4145496488545,True,-246.99638
,,434.96,21027604.0,50.0,4059.2893,98484.07,4999.579,0.4189424,50.0,10.0,3.4028197e+21,0.065627865,1.0,50,2005765,6200,[ 0.147  1.365 -2.795 -3.08 ],1.0,10.0,124,-1.0,,4643.912734746933,93909760000.0,-1.190532e+17,-23068540.0,-261.58322,1.0,1.0,15097.56,1,1460.2035,4999.579,,4346.885,4346.885,4346.885079050752,True,-261.58322
,,471.78,23237138.0,50.0,5093.7773,113531.03,4509.869,0.4189424,50.0,10.0,7.235328e+19,0.07223886,1.0,50,2029354,6250,[ 0.107  1.282 -2.8   -3.165],1.0,10.0,125,-1.0,489.71405,4691.6046488285065,127244410000.0,-1.736018e+16,-25278080.0,-241.07147,1.0,1.0,19699.207,1,997.8427,4999.583,,4716.084,4226.37,4716.083963873029,True,-241.07147
,,493.64,24458828.0,50.0,595584.75,26858130.0,1981.2993,0.4189424,50.0,10.0,1.4553158e+22,0.045120474,1.0,50,2054036,6300,[ 0.143  1.347 -2.801 -3.064],1.0,10.0,126,-1.0,3018.274,4738.715255498886,6353365500000.0,-2.4621249e+17,-26499768.0,-251.28746,1.0,1.0,3771262.2,1,322.75043,4999.573,,4935.044,1916.7703,4935.044214761602,True,-251.28746
,,482.24,24002914.0,50.0,6081.208,119802.945,4539.8574,0.4189424,50.0,10.0,6.518214e+22,0.005893645,1.0,50,2078148,6350,[ 0.12   1.453 -2.825 -3.005],1.0,10.0,127,-1.0,459.71588,4777.404668331146,151912710000.0,-5.210563e+17,-26043852.0,-237.76762,1.0,1.0,22852.629,1,872.06866,4999.573,,4821.038,4361.3228,4821.038482745098,True,-237.76762
,,466.02,23120358.0,50.0,1024705.94,32253060.0,4999.6455,0.4189424,50.0,10.0,8.651871e+29,0.67418104,1.0,50,2101449,6400,[ 0.151  1.355 -2.816 -3.077],1.0,10.0,128,-1.0,,4810.604113101959,25601210000000.0,-1.8984004e+21,-25161352.0,-247.02501,1.0,1.0,4807612.5,1,1191.1849,4999.6455,,4658.4805,4658.4805,4658.4799329030275,True,-247.02501
,,490.02,24493276.0,50.0,5560.433,261761.53,4999.6035,0.4189424,50.0,10.0,1.9924201e+25,0.09706276,1.0,50,2125950,6450,[-0.075  1.421 -2.847 -3.   ],1.0,10.0,129,-1.0,,4850.974786520004,138961220000.0,-9.109949e+18,-26534238.0,-247.56717,1.0,1.0,36658.0,1,699.9039,4999.6035,,4899.3267,4899.3267,4899.327401801718,True,-247.56717
,,480.06,23992960.0,50.0,480.47937,10322.021,4999.595,0.4189424,50.0,10.0,1.7895774e+36,0.14014357,1.0,50,2149953,6500,[-0.024  1.447 -2.835 -2.979],1.0,10.0,130,-1.0,,4892.278521060944,12005082000.0,-2.7302305e+24,-26033916.0,-260.4476,1.0,1.0,1690.7642,1,978.6749,4999.595,,4799.495,4799.495,4799.495570588927,True,-260.4476
,,476.36,23236972.0,50.0,119.44926,3341.8787,4989.6445,0.4189424,50.0,10.0,95725166000000.0,0.16373947,1.0,50,2173771,6550,[-0.135  1.419 -2.844 -3.028],1.0,10.0,131,-1.0,9.979922,4925.6695284843445,2478365000.0,-19970830000000.0,-25277952.0,-236.00566,1.0,1.0,479.8602,1,754.60175,4999.6245,,4761.045,4751.0645,4761.044755865503,True,-236.00566
