Weights,WReturnMean,TimeElapsed,OptimizationReturnMean,Epsilon,EpLenMean,InitialBound,EmpiricalD2Arithmetic,InitialReturnStd,MeanD2-0,ESSRenyiArithmetic,MinTargetPdf,OptimizationReturnMax,EmpiricalD2Harmonic,Penalization,StdIW,ESSRenyiHarmonic,InitialReturnMax,EpisodesSoFar,ReturnStepMaxmin,Inner Iteration,MeanIW,InitialReturnMean,MinBehavPdf,EpRewMean,Iteration,OptimizationReturnMin,Bound,MinIW,VarianceInitializer,DivergenceHarmonic,ReturnStepMax,ReturnMeanIW,MeanEntropy,EpThisIter,LearnableVariance,TimestepsSoFar,MaxIW,InitialReturnMin,StdWReturnMean
[-0.143  1.628 -5.343 -3.255],22853054.0,33058.34167981148,4672.262,1.0,467.46,-24894098.0,1.0,1011.4445,1.0,50.0,-240.86076,4999.7075,1.0,True,486510.94,50.0,4999.7075,30100,10.0,1,69826.83,4672.262,-240.86076,4672.262239515124,602,,-6.343651e+17,0.1054668,-1.0,9.660269e+22,10.0,1614849400000.0,0.4189424,50,,13260016,3475393.5,,
[-0.203  1.636 -5.346 -3.238],21926790.0,33111.7337706089,1327.3208,1.0,466.2,-23967836.0,1.0,488.45148,1.0,50.0,-239.42494,1669.9692,1.0,True,95739.11,50.0,4999.708,30150,10.0,1,23432.492,4657.0596,-239.42494,4657.059576115946,603,,-1.5413999e+18,0.03536039,-1.0,5.703521e+23,10.0,485515300000.0,0.4189424,50,,13283326,634560.06,3329.7388,
[-0.141  1.643 -5.345 -3.237],23847730.0,33164.78412055969,4819.6577,1.0,483.18,-25888790.0,1.0,722.71796,1.0,50.0,-240.00533,4989.746,1.0,True,64187.844,50.0,4999.7266,30200,10.0,1,17191.61,4829.6387,-240.00533,4829.638525582428,604,,-1.6548946e+18,0.12176255,-1.0,6.5742575e+23,10.0,409413580000.0,0.4189424,50,,13307485,388918.16,9.980391,
[-0.198  1.62  -5.343 -3.246],21355688.0,33218.74298167229,1238.1208,1.0,459.28,-23396734.0,1.0,554.15137,1.0,50.0,-239.51381,1649.959,1.0,True,9512.46,50.0,4999.714,30250,10.0,1,3338.9912,4587.876,-239.51381,4587.87571839279,605,,-1.4609404e+16,0.0015146759,-1.0,5.123557e+19,10.0,68751516000.0,0.4189424,50,,13330449,61676.797,3349.755,
[-0.138  1.617 -5.351 -3.264],24622934.0,33272.420704603195,909.5187,1.0,496.04,-26663990.0,1.0,169.95097,1.0,50.0,-248.0816,949.9966,1.0,True,515.60736,50.0,4999.717,30300,10.0,1,102.12388,4959.239,-248.0816,4959.238890277451,606,,-11416429000000.0,0.046955112,-1.0,31273729000000.0,10.0,2503318800.0,0.4189424,50,,13355251,3683.0142,4049.7202,
[-0.182  1.592 -5.352 -3.301],21498710.0,33326.17113828659,4558.457,1.0,456.3,-23539766.0,1.0,848.04517,1.0,50.0,-238.66695,4999.7227,1.0,True,928.7876,50.0,4999.7227,30350,10.0,1,299.24292,4558.457,-238.66695,4558.4569081478385,607,,-60296847000.0,0.24144538,-1.0,675607500.0,10.0,7245870600.0,0.4189424,50,,13378066,5459.1123,,
[-0.183  1.543 -5.373 -3.414],19491082.0,33375.872154951096,1568.1449,1.0,437.46,-21532096.0,1.0,642.5787,1.0,50.0,-239.8024,2199.968,1.0,True,20647.668,50.0,4999.68,30400,10.0,1,5420.6387,4367.857,-239.8024,4367.856982899002,608,,-1.4801955e+16,0.17291695,-1.0,5.259645e+19,10.0,69676830000.0,0.4189424,50,,13399939,135634.44,2799.7122,
[-0.124  1.532 -5.375 -3.43 ],23737532.0,33433.393050432205,4772.6304,1.0,477.42,-25778560.0,1.0,979.55835,1.0,50.0,-250.43033,4999.69,1.0,True,22163.863,50.0,4999.69,30450,10.0,1,4779.604,4772.6304,-250.43033,4772.630023125684,609,,-2.8139133e+17,0.07290104,-1.0,1.9008154e+22,10.0,119449540000.0,0.4189424,50,,13423810,142152.33,,
[-0.183  1.532 -5.378 -3.45 ],20491564.0,33480.639097929,4402.2583,1.0,440.74,-22532600.0,1.0,1054.3677,1.0,50.0,-242.2875,4999.706,1.0,True,199832.53,50.0,4999.706,30500,10.0,1,34767.6,4402.2583,-242.2875,4402.257646508897,610,,-1.3027502e+17,0.09758252,-1.0,4.074091e+21,10.0,742308100000.0,0.4189424,50,,13445847,1415371.9,,
[-0.121  1.537 -5.379 -3.456],23595112.0,33527.01706814766,4757.6187,1.0,475.98,-25636144.0,1.0,979.8867,1.0,50.0,-242.43083,4999.698,1.0,True,7511.579,50.0,4999.698,30550,10.0,1,1746.8616,4757.6187,-242.43083,4757.618482199099,611,,-337195530000000.0,0.026203135,-1.0,2.7287718e+16,10.0,43642840000.0,0.4189424,50,,13469646,42640.21,,
[-0.144  1.445 -5.374 -3.538],22863132.0,33575.37993431091,1015.5977,1.0,476.9,-24904144.0,1.0,394.8781,1.0,50.0,-244.08694,1250.064,1.0,True,98986.445,50.0,4999.674,30600,10.0,1,20698.998,4765.2075,-244.08694,4765.207616352525,612,,-8.462304e+16,0.25156966,-1.0,1.7190831e+21,10.0,479718240000.0,0.4189424,50,,13493491,699036.7,3749.6099,
[-0.086  1.444 -5.374 -3.517],24981850.0,33630.00709748268,68.71921,1.0,499.88,-27022872.0,1.0,9.817157,1.0,50.0,-248.0353,70.228516,1.0,True,273277.7,50.0,4999.6846,30650,10.0,1,40416.344,4998.1753,-248.0353,4998.17521911293,613,,-7.317067e+20,0.078127906,-1.0,1.2852717e+29,10.0,983043200000.0,0.4189424,50,,13518485,1952972.9,4929.456,
[-0.028  1.458 -5.366 -3.499],24995756.0,33680.112631082535,0.18110351,1.0,500.0,-27036762.0,1.0,0.059750024,1.0,50.0,-236.75894,0.27392578,1.0,True,110.78202,50.0,4999.6685,30700,10.0,1,21.754868,4999.575,-236.75894,4999.575686943005,614,,-147334230000.0,0.12400128,-1.0,5172757000.0,10.0,543778500.0,0.4189424,50,,13543485,784.0633,4999.3945,
[ 0.027  1.444 -5.358 -3.525],24495714.0,33732.84811139107,4899.572,1.0,490.02,-26536716.0,1.0,699.93884,1.0,50.0,-246.90364,4999.6616,1.0,True,389.66257,50.0,4999.6616,30750,10.0,1,117.553955,4899.572,-246.90364,4899.571614431367,615,,-154815350000.0,0.013843946,-1.0,5537527000.0,10.0,2937827300.0,0.4189424,50,,13567986,2610.1343,,
[ 0.1    1.521 -5.35  -3.459],24495868.0,33783.08889746666,4889.805,1.0,490.04,-26536898.0,1.0,698.5436,1.0,50.0,-252.60501,4989.7114,1.0,True,1741144.9,50.0,4999.693,30800,10.0,1,287904.75,4899.786,-252.60501,4899.786253896116,616,,-4.2220917e+18,0.13098344,-1.0,4.2792913e+24,10.0,7196205000000.0,0.4189424,50,,13592488,12302929.0,9.981529,
[ 0.284  1.392 -5.262 -3.398],24995412.0,33828.79671192169,0.25146484,1.0,500.0,-27036422.0,1.0,0.08068179,1.0,50.0,-241.20807,0.37597656,1.0,True,1892.7843,50.0,4999.666,30850,10.0,1,466.92847,4999.5415,-241.20807,4999.541470196396,617,,-179935410000.0,0.19601832,-1.0,6796964400.0,10.0,11670384000.0,0.4189424,50,,13617488,10990.082,4999.29,
[ 0.259  1.501 -5.249 -3.345],24995546.0,33883.193558216095,0.123984374,1.0,500.0,-27036568.0,1.0,0.059365924,1.0,50.0,-249.3175,0.24804688,1.0,True,24673.25,50.0,4999.6787,30900,10.0,1,3922.9993,4999.5547,-249.3175,4999.55464693048,618,,-433591800000.0,0.12416032,-1.0,27027552000.0,10.0,98053600000.0,0.4189424,50,,13642488,176480.05,4999.4307,
[ 0.246  1.597 -5.255 -3.266],24995856.0,33944.71040225029,0.22153321,1.0,500.0,-27036882.0,1.0,0.0762256,1.0,50.0,-245.99844,0.3149414,1.0,True,1465.2018,50.0,4999.679,30950,10.0,1,425.16885,4999.5854,-245.99844,4999.5858276562685,619,,-456517300000.0,0.009311136,-1.0,47728505000.0,10.0,10627498000.0,0.4189424,50,,13667488,10278.643,4999.3643,
[ 0.244  1.693 -5.252 -3.186],24496078.0,34000.0082552433,4889.828,1.0,490.04,-26537112.0,1.0,698.5469,1.0,50.0,-239.36566,4989.7124,1.0,True,3525.862,50.0,4999.6914,31000,10.0,1,687.1967,4899.807,-239.36566,4899.807049875639,620,,-225021740000.0,0.098612346,-1.0,10370532000.0,10.0,17175923000.0,0.4189424,50,,13691990,25005.762,9.97924,
[ 0.223  1.781 -5.253 -3.1  ],24996128.0,34054.29021382332,0.17211914,1.0,500.0,-27037192.0,1.0,0.059943717,1.0,50.0,-237.9682,0.2836914,1.0,True,1652947300.0,50.0,4999.7246,31050,10.0,1,380511260.0,4999.6133,-237.9682,4999.613052096333,621,,-3.241342e+23,11.597687,-1.0,2.522067e+34,10.0,9511361000000000.0,0.4189424,50,,13716990,9186579000.0,4999.441,
[ 0.121  1.587 -5.286 -3.215],23496370.0,34108.554683208466,4699.8364,1.0,470.08,-25537408.0,1.0,1186.553,1.0,50.0,-254.23982,4999.7,1.0,True,6308.5693,50.0,4999.7,31100,10.0,1,1058.2944,4699.8364,-254.23982,4699.836468266695,622,,-149051110000.0,0.034786686,-1.0,3608244000.0,10.0,26451182000.0,0.4189424,50,,13740494,45031.54,,
[ 0.095  1.657 -5.281 -3.115],24496192.0,34163.142506599426,4899.619,1.0,490.02,-26537226.0,1.0,699.9456,1.0,50.0,-235.47314,4999.6914,1.0,True,1478.0867,50.0,4999.6914,31150,10.0,1,320.47806,4899.619,-235.47314,4899.619316614873,623,,-38168032000000.0,0.13840944,-1.0,349571250000000.0,10.0,8010197000.0,0.4189424,50,,13764995,9807.052,,
[ 0.336  1.707 -5.279 -3.158],24496036.0,34214.07175564766,4889.823,1.0,490.04,-26537086.0,1.0,698.54614,1.0,50.0,-256.4039,4989.729,1.0,True,273.9858,50.0,4999.709,31200,10.0,1,149.12927,4899.803,-256.4039,4899.803131864829,624,,-197425860000.0,0.22863077,-1.0,9006715000.0,10.0,3726999600.0,0.4189424,50,,13789497,1049.1647,9.979801,
[ 0.301  1.784 -5.283 -3.066],23996086.0,34265.81530666351,4799.808,1.0,480.06,-26037120.0,1.0,978.7386,1.0,50.0,-242.89255,4999.688,1.0,True,58820.67,50.0,4999.688,31250,10.0,1,10778.126,4799.808,-242.89255,4799.808112626288,625,,-138070370000000.0,0.10000644,-1.0,4558524000000000.0,10.0,269398400000.0,0.4189424,50,,13813500,416561.28,,
[ 0.467  1.962 -5.233 -3.042],24995838.0,34318.913412094116,0.16584961,1.0,500.0,-27036908.0,1.0,0.067853,1.0,50.0,-247.84573,0.31347656,1.0,True,162888.67,50.0,4999.7314,31300,10.0,1,23884.785,4999.584,-247.84573,4999.583879807298,626,,-990822500000.0,0.035723746,-1.0,37229220000.0,10.0,597009800000.0,0.4189424,50,,13838500,1164040.0,4999.418,
[ 0.476  2.057 -5.24  -2.96 ],24495564.0,34373.35239100456,4899.5566,1.0,490.02,-26536592.0,1.0,699.9367,1.0,50.0,-239.16068,4999.677,1.0,True,380.16663,50.0,4999.677,31350,10.0,1,183.97173,4899.5566,-239.16068,4899.556443380941,627,,-54675886000.0,0.22173859,-1.0,602027650.0,10.0,4597944000.0,0.4189424,50,,13863001,1700.4695,,
[ 0.534  1.988 -5.226 -3.046],24995606.0,34428.462260484695,0.25226563,1.0,500.0,-27036640.0,1.0,0.082646444,1.0,50.0,-249.87798,0.3798828,1.0,True,7474.964,50.0,4999.6885,31400,10.0,1,1655.809,4999.561,-249.87798,4999.560830574202,628,,-1579126900000.0,0.01002298,-1.0,567657400000.0,10.0,41385130000.0,0.4189424,50,,13888001,52536.46,4999.3086,
[ 0.333  1.999 -5.22  -2.897],24496010.0,34482.10824632645,4889.8184,1.0,490.04,-26537038.0,1.0,698.54553,1.0,50.0,-245.91167,4989.6953,1.0,True,21093814.0,50.0,4999.6772,31450,10.0,1,5181586.0,4899.8003,-245.91167,4899.800554795019,629,,-1.3712082e+19,0.8806675,-1.0,4.513588e+25,10.0,129515790000000.0,0.4189424,50,,13912503,124749110.0,9.982156,
[ 0.501  1.858 -5.219 -3.018],24995668.0,34536.23592996597,0.2261621,1.0,500.0,-27036712.0,1.0,0.07911045,1.0,50.0,-239.55278,0.35742188,1.0,True,1413.1456,50.0,4999.698,31500,10.0,1,484.07562,4999.5674,-239.55278,4999.567002350836,630,,-257842890000.0,0.008760894,-1.0,14497024000.0,10.0,12099754000.0,0.4189424,50,,13937503,7450.3447,4999.341,
[ 0.458  1.781 -5.218 -3.106],23995970.0,34585.73186779022,4790.016,1.0,480.08,-26037018.0,1.0,977.75793,1.0,50.0,-250.22221,4989.7266,1.0,True,4350.846,50.0,4999.706,31550,10.0,1,770.48236,4799.9956,-250.22221,4799.995673895975,631,,-221066690000.0,0.0752014,-1.0,9776736000.0,10.0,19257817000.0,0.4189424,50,,13961507,31108.781,9.979708,
[ 0.429  1.714 -5.224 -3.208],24495752.0,34642.02626943588,4889.793,1.0,490.04,-26536770.0,1.0,698.54193,1.0,50.0,-245.45462,4989.687,1.0,True,116993.81,50.0,4999.668,31600,10.0,1,17126.27,4899.7744,-245.45462,4899.774443524266,632,,-813742160000.0,0.021814175,-1.0,35703853000.0,10.0,428091380000.0,0.4189424,50,,13986009,835999.3,9.980757,
[ 0.427  1.806 -5.223 -3.123],24995786.0,34704.60182380676,0.18870117,1.0,500.0,-27036848.0,1.0,0.07091508,1.0,50.0,-252.93811,0.3310547,1.0,True,7745594.0,50.0,4999.7207,31650,10.0,1,1484973.8,4999.5786,-252.93811,4999.578366764136,633,,-1.2493333e+18,0.08101982,-1.0,3.7466155e+23,10.0,37118773000000.0,0.4189424,50,,14011009,54017012.0,4999.3896,
[ 0.249  1.715 -5.195 -3.269],24995932.0,34761.517108917236,0.20084961,1.0,500.0,-27036964.0,1.0,0.060800996,1.0,50.0,-246.34286,0.29248047,1.0,True,546.8361,50.0,4999.685,31700,10.0,1,231.62381,4999.5933,-246.34286,4999.593427334516,634,,-119026930000.0,0.5176703,-1.0,3078218800.0,10.0,5789660700.0,0.4189424,50,,14036009,2180.5828,4999.3926,
[ 0.213  1.639 -5.22  -3.359],24495896.0,34811.61786341667,4899.59,1.0,490.02,-26536912.0,1.0,699.94135,1.0,50.0,-246.91675,4999.674,1.0,True,838.6241,50.0,4999.674,31750,10.0,1,260.37097,4899.59,-246.91675,4899.589788583774,635,,-194957740000.0,0.0028879785,-1.0,8525452000.0,10.0,6507633000.0,0.4189424,50,,14060510,4408.9326,,
[ 0.188  1.728 -5.224 -3.276],24995814.0,34875.54218697548,0.12717773,1.0,500.0,-27036842.0,1.0,0.061327618,1.0,50.0,-239.33296,0.23046875,1.0,True,677.9721,50.0,4999.6846,31800,10.0,1,216.3294,4999.581,-239.33296,4999.581260287196,636,,-224915750000.0,0.05536887,-1.0,11567076000.0,10.0,5407241700.0,0.4189424,50,,14085510,4649.0933,4999.454,
[ 0.202  1.636 -5.224 -3.358],23996102.0,34935.51716208458,4799.81,1.0,480.06,-26037120.0,1.0,978.739,1.0,50.0,-235.20387,4999.677,1.0,True,682.7541,50.0,4999.677,31850,10.0,1,217.75262,4799.81,-235.20387,4799.809749250422,637,,-60243857000.0,0.01667149,-1.0,720966000.0,10.0,5441957400.0,0.4189424,50,,14109513,4400.5986,,
[ 0.246  1.694 -5.216 -3.256],24995886.0,34985.608988046646,0.20236328,1.0,500.0,-27036940.0,1.0,0.074767895,1.0,50.0,-235.36989,0.32958984,1.0,True,70919096.0,50.0,4999.716,31900,10.0,1,14437580.0,4999.589,-235.36989,4999.588572109316,638,,-2.5671018e+22,64.063934,-1.0,1.5819626e+32,10.0,360884260000000.0,0.4189424,50,,14134513,489732030.0,4999.386,
[ 0.378  1.59  -5.211 -3.442],24995278.0,35046.00438475609,0.3150488,1.0,500.0,-27036298.0,1.0,0.09193958,1.0,50.0,-249.58104,0.46679688,1.0,True,3233.5464,50.0,4999.6797,31950,10.0,1,823.9629,4999.5283,-249.58104,4999.528024692317,639,,-935447040000.0,0.088093914,-1.0,200920860000.0,10.0,20594151000.0,0.4189424,50,,14159513,22144.414,4999.213,
[ 0.413  1.678 -5.211 -3.36 ],24995450.0,35099.171048641205,0.14774413,1.0,500.0,-27036482.0,1.0,0.07331712,1.0,50.0,-242.89243,0.2890625,1.0,True,650.98413,50.0,4999.6865,32000,10.0,1,214.44553,4999.545,-242.89243,4999.545223759869,640,,-444957130000.0,0.014387082,-1.0,46390514000.0,10.0,5360277000.0,0.4189424,50,,14184513,4165.259,4999.3975,
[ 0.405  1.586 -5.212 -3.444],24995100.0,35159.107941389084,0.2659375,1.0,500.0,-27036102.0,1.0,0.09188498,1.0,50.0,-238.9823,0.41503906,1.0,True,539.37994,50.0,4999.659,32050,10.0,1,256.62177,4999.5103,-238.9823,4999.510062892802,641,,-1137263400000.0,0.13116744,-1.0,307000380000.0,10.0,6414217700.0,0.4189424,50,,14209513,2860.2925,4999.244,
[ 0.42   1.493 -5.204 -3.526],24994626.0,35215.364278793335,0.24979492,1.0,500.0,-27035598.0,1.0,0.09721548,1.0,50.0,-248.2133,0.40820312,1.0,True,8377.148,50.0,4999.621,32100,10.0,1,1749.0934,4999.463,-248.2133,4999.462661838648,642,,-2095731600000.0,0.004734521,-1.0,1010891000000.0,10.0,43715502000.0,0.4189424,50,,14234513,59558.867,4999.213,
[ 0.406  1.425 -5.209 -3.63 ],24994294.0,35271.81213474274,0.20375976,1.0,500.0,-27035264.0,1.0,0.10898173,1.0,50.0,-242.20964,0.39941406,1.0,True,664429700.0,50.0,4999.625,32150,10.0,1,160990400.0,4999.429,-242.20964,4999.429284754748,643,,-3.306121e+23,0.09940094,-1.0,2.6240917e+34,10.0,4023753300000000.0,0.4189424,50,,14259513,3924780000.0,4999.2256,
[ 0.422  1.673 -5.202 -3.608],24994798.0,35322.90515899658,0.28908202,1.0,500.0,-27035786.0,1.0,0.09847368,1.0,50.0,-266.55508,0.45166016,1.0,True,3762.541,50.0,4999.6426,32200,10.0,1,759.6334,4999.48,-266.55508,4999.479928556522,644,,-1365762900000.0,0.1436466,-1.0,435438420000.0,10.0,18985996000.0,0.4189424,50,,14284513,26823.174,4999.191,
[ 0.451  1.579 -5.195 -3.684],24494582.0,35377.54439878464,4889.6763,1.0,490.04,-26535558.0,1.0,698.5252,1.0,50.0,-247.18811,4989.6475,1.0,True,3372.771,50.0,4999.629,32250,10.0,1,892.2713,4899.6577,-247.18811,4899.657631338193,645,,-745633350000.0,0.01749398,-1.0,125607560000.0,10.0,22301147000.0,0.4189424,50,,14309015,20260.793,9.981477,
[ 0.469  1.631 -5.186 -3.572],24994760.0,35433.79527115822,0.3617871,1.0,500.0,-27035748.0,1.0,0.11193573,1.0,50.0,-250.69838,0.5263672,1.0,True,1556.2933,50.0,4999.6406,32300,10.0,1,517.872,4999.476,-250.69838,4999.476063755332,646,,-8362812000000.0,0.24001281,-1.0,16737685000000.0,10.0,12943722000.0,0.4189424,50,,14334015,9115.548,4999.1143,
[ 0.471  1.544 -5.182 -3.662],24994120.0,35495.88265585899,0.2948828,1.0,500.0,-27035070.0,1.0,0.12799154,1.0,50.0,-254.2401,0.48242188,1.0,True,184341.58,50.0,4999.5996,32350,10.0,1,49667.14,4999.412,-254.2401,4999.412077508272,647,,-3.5524523e+18,0.07217275,-1.0,3.029748e+24,10.0,1241329700000.0,0.4189424,50,,14359015,973690.6,4999.117,
[ 0.599  1.757 -5.162 -3.682],24494488.0,35557.32558083534,4889.669,1.0,490.04,-26535458.0,1.0,698.5241,1.0,50.0,-240.27142,4989.6406,1.0,True,21858268.0,50.0,4999.62,32400,10.0,1,3699793.5,4899.648,-240.27142,4899.64820715325,648,,-9.1993e+16,0.95949197,-1.0,2.0275861e+21,10.0,92462940000000.0,0.4189424,50,,14383517,155746320.0,9.979605,
[ 0.554  1.77  -5.021 -3.481],23994922.0,35616.06177687645,4799.6914,1.0,480.06,-26035904.0,1.0,978.71497,1.0,50.0,-250.27223,4999.63,1.0,True,2788.6892,50.0,4999.63,32450,10.0,1,571.1383,4799.6914,-250.27223,4799.6916663429765,649,,-1412168700000.0,0.051061142,-1.0,469125600000.0,10.0,14273324000.0,0.4189424,50,,14407520,19898.04,,
[ 0.581  1.874 -5.027 -3.418],24494862.0,35672.575241565704,4889.7046,1.0,490.04,-26535892.0,1.0,698.5292,1.0,50.0,-236.21378,4989.7056,1.0,True,66613.49,50.0,4999.687,32500,10.0,1,15054.199,4899.6855,-236.21378,4899.685709516286,650,,-3.9495677e+16,0.2956716,-1.0,3.744647e+20,10.0,376245940000.0,0.4189424,50,,14432022,444253.4,9.981672,
[ 0.5    2.11  -5.017 -3.437],24995318.0,35719.91113805771,0.1944336,1.0,500.0,-27036316.0,1.0,0.0750612,1.0,50.0,-240.44447,0.30566406,1.0,True,415632.12,50.0,4999.643,32550,10.0,1,70555.53,4999.5317,-240.44447,4999.531851568103,651,,-3.3450605e+16,1.7611712,-1.0,2.685947e+20,10.0,1763499200000.0,0.4189424,50,,14457022,2959355.8,4999.3374,
[ 0.337  2.289 -5.051 -3.386],24995626.0,35776.88217115402,0.17202148,1.0,500.0,-27036680.0,1.0,0.077020355,1.0,50.0,-255.93646,0.32080078,1.0,True,17633.145,50.0,4999.7114,32600,10.0,1,2843.2236,4999.563,-255.93646,4999.562630434896,652,,-253831970000.0,0.15147585,-1.0,8018721000.0,10.0,71065380000.0,0.4189424,50,,14482022,126047.65,4999.3906,
[ 0.297  2.381 -5.051 -3.312],24495784.0,35832.42102742195,4899.5786,1.0,490.02,-26536828.0,1.0,699.93976,1.0,50.0,-238.26413,4999.6978,1.0,True,6430.6763,50.0,4999.6978,32650,10.0,1,1505.9263,4899.5786,-238.26413,4899.578267901093,653,,-191484760000.0,0.00010834852,-1.0,5681741300.0,10.0,37640032000.0,0.4189424,50,,14506523,39416.496,,
[ 0.299  2.479 -5.089 -3.244],24995402.0,35891.84938907623,0.18329102,1.0,500.0,-27036428.0,1.0,0.06891345,1.0,50.0,-266.75912,0.3178711,1.0,True,13351.523,50.0,4999.675,32700,10.0,1,2628.1843,4999.54,-266.75912,4999.540223010524,654,,-628443700000.0,0.0802447,-1.0,76024750000.0,10.0,65693856000.0,0.4189424,50,,14531523,94650.53,4999.357,
[ 0.289  2.426 -5.073 -3.356],23495994.0,35942.16441512108,4699.7983,1.0,470.08,-25537028.0,1.0,1186.5435,1.0,50.0,-248.70944,4999.6904,1.0,True,4114.2925,50.0,4999.6904,32750,10.0,1,840.8179,4699.7983,-248.70944,4699.79862957665,655,,-1822167300000.0,0.029451089,-1.0,778789400000.0,10.0,21014415000.0,0.4189424,50,,14555027,29426.248,,
[ 0.286  2.356 -5.075 -3.459],24495628.0,35991.98359966278,4899.5625,1.0,490.02,-26536642.0,1.0,699.93756,1.0,50.0,-248.00487,4999.663,1.0,True,748.5575,50.0,4999.663,32800,10.0,1,244.72316,4899.5625,-248.00487,4899.562818894548,656,,-214033120000.0,0.09670501,-1.0,10377834000.0,10.0,6116486000.0,0.4189424,50,,14579528,5260.723,,
[ 0.252  2.456 -5.072 -3.393],24995788.0,36041.887107372284,0.21402344,1.0,500.0,-27036850.0,1.0,0.0678155,1.0,50.0,-245.31831,0.3564453,1.0,True,1579988.5,50.0,4999.721,32850,10.0,1,348276.38,4999.5786,-245.31831,4999.5787562525,657,,-7.0867966e+18,0.2539919,-1.0,1.2056105e+25,10.0,8705430500000.0,0.4189424,50,,14604528,11127667.0,4999.3647,
[ 0.314  3.117 -5.391 -4.07 ],24995662.0,36095.26578450203,0.16701172,1.0,500.0,-27036708.0,1.0,0.076178886,1.0,50.0,-246.80765,0.30273438,1.0,True,17802.82,50.0,4999.702,32900,10.0,1,2951.1726,4999.5664,-246.80765,4999.566436574892,658,,-177491380000.0,0.013235004,-1.0,2582942700.0,10.0,73762410000.0,0.4189424,50,,14629528,127265.195,4999.3994,
[ 0.366  3.039 -5.388 -4.152],24995512.0,36149.71955156326,0.19282226,1.0,500.0,-27036544.0,1.0,0.078242555,1.0,50.0,-240.80492,0.32910156,1.0,True,3400.693,50.0,4999.6875,32950,10.0,1,799.0126,4999.5513,-240.80492,4999.551232465355,659,,-1554534100000.0,0.032300316,-1.0,565313500000.0,10.0,19971082000.0,0.4189424,50,,14654528,23774.17,4999.3584,
[ 0.36   2.955 -5.392 -4.245],24995454.0,36202.39059638977,0.25051758,1.0,500.0,-27036492.0,1.0,0.07676219,1.0,50.0,-238.92178,0.39941406,1.0,True,1130.5966,50.0,4999.6943,33000,10.0,1,426.7472,4999.5454,-238.92178,4999.545424271748,660,,-265580280000.0,0.3597306,-1.0,15599264000.0,10.0,10666484000.0,0.4189424,50,,14679528,5142.6235,4999.295,
[ 0.352  3.068 -5.403 -4.192],24495788.0,36256.90939617157,4899.5786,1.0,490.02,-26536806.0,1.0,699.9399,1.0,50.0,-252.52032,4999.6724,1.0,True,124.32508,50.0,4999.6724,33050,10.0,1,90.665924,4899.5786,-252.52032,4899.579071117598,661,,-201406330000.0,0.02566027,-1.0,9520170000.0,10.0,2265728500.0,0.4189424,50,,14704029,426.23578,,
[ 0.315  3.301 -5.466 -4.244],24995742.0,36310.60456442833,0.17671876,1.0,500.0,-27036782.0,1.0,0.07498264,1.0,50.0,-242.97913,0.2998047,1.0,True,1040.0936,50.0,4999.6973,33100,10.0,1,382.11108,4999.574,-242.97913,4999.5741863142575,662,,-763256400000.0,0.0524622,-1.0,136370225000.0,10.0,9551127000.0,0.4189424,50,,14729029,6533.503,4999.3975,
[ 0.293  3.372 -5.479 -4.144],24495620.0,36358.904747486115,4899.562,1.0,490.02,-26536658.0,1.0,699.93744,1.0,50.0,-271.33575,4999.692,1.0,True,2120.5815,50.0,4999.692,33150,10.0,1,702.1872,4899.562,-271.33575,4899.5620172827885,663,,-4235602400000.0,0.15696293,-1.0,4271122700000.0,10.0,17550453000.0,0.4189424,50,,14753530,10714.877,,
[ 0.29   3.456 -5.473 -4.051],24995528.0,36409.88497877121,0.26963866,1.0,500.0,-27036570.0,1.0,0.08824664,1.0,50.0,-250.27176,0.41308594,1.0,True,1167.7542,50.0,4999.6963,33200,10.0,1,442.13196,4999.553,-250.27176,4999.552837879402,664,,-1118992300000.0,0.05593783,-1.0,294679640000.0,10.0,11051262000.0,0.4189424,50,,14778530,6991.0527,4999.283,
[ 0.32   3.402 -5.456 -4.159],23995772.0,36459.64766287804,4799.5767,1.0,480.04,-26036806.0,1.0,979.7096,1.0,50.0,-242.99475,4999.691,1.0,True,96262.01,50.0,4999.691,33250,10.0,1,15176.111,4799.5767,-242.99475,4799.577288106692,665,,-6.920986e+16,0.09392728,-1.0,1.1498727e+21,10.0,379320040000.0,0.4189424,50,,14802532,687842.2,,
[-0.168  3.456 -5.511 -4.084],24496174.0,36522.64579343796,4899.6177,1.0,490.02,-26537212.0,1.0,699.9454,1.0,50.0,-242.25218,4999.6943,1.0,True,559.94904,50.0,4999.6943,33300,10.0,1,164.25293,4899.6177,-242.25218,4899.617421678955,666,,-365677740000.0,0.07361196,-1.0,31384017000.0,10.0,4105122000.0,0.4189424,50,,14827033,3824.8232,,
[-0.234  3.487 -5.521 -3.983],23996256.0,36581.28689241409,4799.8247,1.0,480.06,-26037300.0,1.0,978.7422,1.0,50.0,-247.98608,4999.702,1.0,True,4830.059,50.0,4999.702,33350,10.0,1,1091.8922,4799.8247,-247.98608,4799.824838226662,667,,-602287100000000.0,0.069539316,-1.0,8.707277e+16,10.0,27291656000.0,0.4189424,50,,14851036,31067.037,,
