EpLenMean,InitialReturnMin,MinIW,Epsilon,EmpiricalD2Arithmetic,Weights,InitialReturnMax,DivergenceHarmonic,ReturnMeanIW,InitialReturnStd,EpThisIter,MinBehavPdf,TimestepsSoFar,InitialReturnMean,MeanIW,ESSRenyiHarmonic,EpRewMean,OptimizationReturnMean,TimeElapsed,StdIW,Penalization,MaxIW,EpisodesSoFar,StdWReturnMean,OptimizationReturnMax,OptimizationReturnMin,VarianceInitializer,ReturnStepMax,Inner Iteration,EmpiricalD2Harmonic,LearnableVariance,Bound,MinTargetPdf,InitialBound,WReturnMean,MeanD2-0,Iteration,MeanEntropy,ReturnStepMaxmin,ESSRenyiArithmetic
490.04,9.979607,0.0039483625,1.0,1.0,[-0.039  1.199 -3.915 -1.894],4999.6294,2527798200000000.0,114775900000.0,698.5253,50,-249.28145,9924528,4899.6562,4592.2285,50.0,4899.6564021673385,4889.677,24900.583441495895,26702.963,True,190971.89,24000,,4989.65,,-1.0,10.0,1,1.0,,-102727490000000.0,-249.28145,-26535560.0,24494570.0,1.0,480,0.4189424,10.0,50.0
490.02,,0.21536288,1.0,1.0,[-0.059  1.12  -3.913 -1.989],4999.675,8.323728e+33,950479360000.0,699.9333,50,-247.40813,9949029,4899.533,38025.14,50.0,4899.533016799974,4899.533,24978.09765267372,265790.22,True,1898555.8,24050,,4999.675,,-1.0,10.0,1,1.0,,-1.8620734e+23,-247.40813,-26536358.0,24495330.0,1.0,481,0.4189424,10.0,50.0
500.0,4999.2246,0.15184611,1.0,1.0,[ 2.892e-03  1.116e+00 -3.915e+00 -1.996e+00],4999.6357,3154902800000.0,26964600000.0,0.081161395,50,-252.85603,9974029,4999.504,1078.8069,50.0,4999.5040382085745,0.2794336,25044.949894428253,3718.3826,True,24433.96,24100,,0.4111328,,-1.0,10.0,1,1.0,,-3652099000000.0,-252.85603,-27036036.0,24995040.0,1.0,482,0.4189424,10.0,50.0
500.0,4999.3496,0.11992603,1.0,1.0,[ 0.018  1.04  -3.921 -2.094],4999.664,923275000.0,5012267500.0,0.077750504,50,-238.33742,9999029,4999.5205,200.53284,50.0,4999.520465646093,0.1708789,25118.28802037239,1110.5013,True,7863.1313,24150,,0.31445312,,-1.0,10.0,1,1.0,,-67027948000.0,-238.33742,-27036222.0,24995204.0,1.0,483,0.4189424,10.0,50.0
500.0,4999.2783,0.040841397,1.0,1.0,[ 0.128  0.992 -3.908 -2.062],4999.6426,2941205200.0,2263867100.0,0.081167065,50,-252.71446,10024029,4999.5117,90.57196,50.0,4999.511322512575,0.23295899,25190.839504480362,183.30249,True,1100.4214,24200,,0.3642578,,-1.0,10.0,1,1.0,,-112950440000.0,-252.71446,-27036116.0,24995114.0,1.0,484,0.4189424,10.0,50.0
490.02,,0.9971324,1.0,1.0,[ 0.183  0.915 -3.913 -2.143],4999.6865,7.684394e+35,1.0815544e+18,699.9303,50,-234.7491,10048530,4899.512,43270810000.0,50.0,4899.512143476479,4899.512,25254.53912639618,298210850000.0,True,2130526200000.0,24250,,4999.6865,,-1.0,10.0,1,1.0,,-1.789143e+24,-234.7491,-26536156.0,24495120.0,1.0,485,0.4189424,10.0,50.0
500.0,4999.257,0.019935511,1.0,1.0,[ 0.126  0.832 -3.953 -2.369],4999.6934,7.610261e+26,190588020000000.0,0.09883905,50,-247.0419,10073530,4999.545,7624752.5,50.0,4999.5446508516,0.28782228,25317.560846805573,53317256.0,True,380845400.0,24300,,0.43652344,,-1.0,10.0,1,1.0,,-5.6304403e+19,-247.0419,-27036490.0,24995448.0,1.0,486,0.4189424,10.0,50.0
500.0,4999.008,0.012035908,1.0,1.0,[ 0.363  0.805 -3.957 -2.296],4999.6094,26282239000000.0,21140677000.0,0.13556437,50,-237.37506,10098530,4999.4136,845.8775,50.0,4999.413898714853,0.40606445,25380.720188856125,2589.875,True,16101.143,24350,,0.6015625,,-1.0,10.0,1,1.0,,-10484176000000.0,-237.37506,-27035110.0,24994136.0,1.0,487,0.4189424,10.0,50.0
490.04,9.980577,0.104247615,1.0,1.0,[ 0.332  0.712 -3.973 -2.37 ],4999.6104,1.20281734e+30,82847510000000.0,698.5163,50,-241.05992,10123032,4899.594,3314820.2,50.0,4899.594501035719,4889.614,25461.737174987793,18335744.0,True,130640220.0,24400,,4989.63,,-1.0,10.0,1,1.0,,-2.2383426e+21,-241.05992,-26534920.0,24493950.0,1.0,488,0.4189424,10.0,50.0
486.72,9.979689,0.109067336,1.0,1.0,[ 0.548  0.807 -3.964 -2.29 ],4999.5547,6.9960825e+19,36101968000.0,732.0276,50,-266.9655,10147368,4865.9585,1445.2933,50.0,4865.9583165346585,4855.9785,25542.717552661896,7575.6343,True,53741.31,24450,,4989.575,,-1.0,10.0,1,1.0,,-1.7070468e+16,-266.9655,-26254338.0,24213414.0,1.0,489,0.4189424,10.0,50.0
447.22,589.6367,0.011998134,1.0,1.0,[ 0.605  0.701 -3.964 -2.325],4999.579,1.4885811e+29,22299397000000.0,1221.256,50,-231.25919,10169729,4469.019,898288.8,50.0,4469.018904318836,3879.382,25600.51381802559,6026113.0,True,43066116.0,24500,,4409.9424,,-1.0,10.0,1,1.0,,-7.8742195e+20,-231.25919,-23504536.0,21463596.0,1.0,490,0.4189424,10.0,50.0
473.36,,0.037652425,1.0,1.0,[ 0.59   0.793 -3.961 -2.242],4999.546,3936501800000000.0,4800837600000.0,1073.361,50,-246.5759,10193397,4732.0938,192170.2,50.0,4732.0939196019,4732.0938,25667.66313099861,1341295.9,True,9581238.0,24550,,4999.546,,-1.0,10.0,1,1.0,,-132848230000000.0,-246.5759,-25585732.0,23544816.0,1.0,491,0.4189424,10.0,50.0
476.48,,0.23890935,1.0,1.0,[ 0.616  0.84  -3.973 -2.13 ],4999.5483,5.242601e+33,966215700000000.0,957.10333,50,-251.99777,10217221,4763.1245,38674620.0,50.0,4763.124666119025,4763.1245,25731.142880678177,264873730.0,True,1892578400.0,24600,,4999.5483,,-1.0,10.0,1,1.0,,-1.4777103e+23,-251.99777,-25644322.0,23603402.0,1.0,492,0.4189424,10.0,50.0
494.44,2209.4985,0.058137745,1.0,1.0,[ 0.446  0.666 -4.008 -2.087],4999.5967,5.5136057e+34,66934250000000.0,390.57104,50,-245.07455,10241943,4943.496,2678755.2,50.0,4943.495672393512,2733.997,25800.378664255142,18333676.0,True,131011540.0,24650,,2790.0981,,-1.0,10.0,1,1.0,,-4.7922796e+23,-245.07455,-26631654.0,24590692.0,1.0,493,0.4189424,10.0,50.0
490.04,9.980218,0.007440041,1.0,1.0,[ 0.243  0.618 -4.049 -2.219],4999.6787,4099729800000.0,18952815000.0,698.52826,50,-236.7308,10266445,4899.678,758.3208,50.0,4899.6782922432385,4889.698,25863.753953695297,2922.727,True,15151.032,24700,,4989.6987,,-1.0,10.0,1,1.0,,-4151484400000.0,-236.7308,-26535816.0,24494788.0,1.0,494,0.4189424,10.0,50.0
490.04,9.980942,0.056290593,1.0,1.0,[ 0.287  0.707 -4.042 -2.143],4999.661,1.0781188e+26,279775200000000.0,698.5304,50,-238.70253,10290947,4899.694,11193894.0,50.0,4899.69407750649,4889.713,25941.76975941658,50299628.0,True,283080740.0,24750,,4989.68,,-1.0,10.0,1,1.0,,-2.1192126e+19,-238.70253,-26535960.0,24494946.0,1.0,495,0.4189424,10.0,50.0
500.0,4999.2886,0.063910306,1.0,1.0,[ 0.13   0.759 -4.064 -1.958],4999.6514,222530240000.0,11735151000.0,0.094401166,50,-247.1308,10315947,4999.5176,469.49075,50.0,4999.517587236989,0.22898437,26014.763112306595,1359.0612,True,9068.933,24800,,0.36279297,,-1.0,10.0,1,1.0,,-974517960000.0,-247.1308,-27036184.0,24995174.0,1.0,496,0.4189424,10.0,50.0
500.0,4999.152,0.10908731,1.0,1.0,[ 0.125  0.867 -4.058 -1.894],4999.7017,69126750000.0,3425954300.0,0.09113958,50,-253.2715,10340947,4999.51,137.06436,50.0,4999.509966164969,0.35807618,26076.75116968155,218.78943,True,843.49066,24850,,0.5498047,,-1.0,10.0,1,1.0,,-540044430000.0,-253.2715,-27036150.0,24995100.0,1.0,497,0.4189424,10.0,50.0
500.0,4999.1367,0.2750753,1.0,1.0,[ 0.166  0.928 -4.059 -1.793],4999.6196,757329400000.0,6547946500.0,0.10431525,50,-264.27148,10365947,4999.459,261.97644,50.0,4999.458872640494,0.32216796,26147.99107646942,980.6869,True,6894.65,24900,,0.48291016,,-1.0,10.0,1,1.0,,-1782661500000.0,-264.27148,-27035572.0,24994588.0,1.0,498,0.4189424,10.0,50.0
490.02,,0.050033815,1.0,1.0,[ 0.202  0.991 -4.053 -1.691],4999.5947,4.2793642e+26,10203812000000.0,699.9164,50,-239.41641,10390448,4899.4146,408291.0,50.0,4899.414407103724,4899.4146,26223.787832260132,2292147.8,True,16314159.0,24950,,4999.5947,,-1.0,10.0,1,1.0,,-4.2219558e+19,-239.41641,-26535106.0,24494144.0,1.0,499,0.4189424,10.0,50.0
500.0,4999.004,0.263852,1.0,1.0,[ 0.395  0.839 -4.09  -1.721],4999.545,7657501700.0,4118122500.0,0.10558673,50,-238.7232,10415448,4999.3423,164.767,50.0,4999.342305498184,0.3383789,26296.528436899185,486.0734,True,2880.7913,25000,,0.5410156,,-1.0,10.0,1,1.0,,-182708850000.0,-238.7232,-27034344.0,24993422.0,1.0,500,0.4189424,10.0,50.0
500.0,4999.066,0.012879584,1.0,1.0,[ 0.436  0.724 -4.072 -1.741],4999.612,4981015000.0,1168368400.0,0.10841898,50,-238.74498,10440448,4999.3735,46.74939,50.0,4999.373954450932,0.30810547,26362.956901311874,130.546,True,840.58685,25050,,0.54589844,,-1.0,10.0,1,1.0,,-145209300000.0,-238.74498,-27034718.0,24993742.0,1.0,501,0.4189424,10.0,50.0
490.04,9.979705,0.5554469,1.0,1.0,[ 0.212  0.789 -4.147 -1.79 ],4999.657,11321854000.0,14535755000.0,698.53217,50,-238.09753,10464950,4899.7046,581.59924,50.0,4899.704614312841,4889.725,26438.127683639526,2273.2925,True,14774.338,25100,,4989.6777,,-1.0,10.0,1,1.0,,-231702630000.0,-238.09753,-26536062.0,24495050.0,1.0,502,0.4189424,10.0,50.0
500.0,4999.344,0.19942746,1.0,1.0,[ 0.203  0.88  -4.127 -2.022],4999.6436,172129960000.0,21191522000.0,0.083584964,50,-246.81155,10489950,4999.516,847.80365,50.0,4999.516327559554,0.17210938,26520.913907766342,3124.004,True,19225.314,25150,,0.2993164,,-1.0,10.0,1,1.0,,-867952200000.0,-246.81155,-27036168.0,24995164.0,1.0,503,0.4189424,10.0,50.0
490.02,,0.95659703,1.0,1.0,[ 0.387  0.943 -4.124 -2.179],4999.697,2.1771418e+35,174086280000000.0,699.92413,50,-236.75327,10514451,4899.4688,6964990.0,50.0,4899.46878743113,4899.4688,26601.14434480667,33209834.0,True,225409420.0,25200,,4999.697,,-1.0,10.0,1,1.0,,-9.523248e+23,-236.75327,-26535728.0,24494686.0,1.0,504,0.4189424,10.0,50.0
500.0,4999.159,0.05968924,1.0,1.0,[ 0.366  0.699 -4.176 -2.181],4999.6924,2.6132475e+16,12308209000.0,0.10986111,50,-244.259,10539451,4999.4346,492.4582,50.0,4999.434505407229,0.27533203,26667.448301792145,2578.6318,True,18462.305,25250,,0.5332031,,-1.0,10.0,1,1.0,,-329949450000000.0,-244.259,-27035384.0,24994344.0,1.0,505,0.4189424,10.0,50.0
500.0,4999.3506,0.06608207,1.0,1.0,[ 0.123  0.741 -4.181 -2.224],4999.6787,216862480.0,1349884800.0,0.08284678,50,-243.63033,10564451,4999.553,54.004864,50.0,4999.553316020129,0.20268555,26742.12035059929,126.609985,True,560.63556,25300,,0.328125,,-1.0,10.0,1,1.0,,-31405857000.0,-243.63033,-27036560.0,24995532.0,1.0,506,0.4189424,10.0,50.0
480.04,,0.019068513,1.0,1.0,[ 0.199  0.653 -4.168 -2.268],4999.685,1086793300.0,3336122600.0,979.7066,50,-241.71092,10588453,4799.5625,133.51295,50.0,4799.562469938927,4799.5625,26827.35823559761,556.55646,True,3936.6138,25350,,4999.685,,-1.0,10.0,1,1.0,,-70620330000.0,-241.71092,-26036654.0,23995624.0,1.0,507,0.4189424,10.0,50.0
490.02,,0.06847792,1.0,1.0,[ 0.115  0.582 -4.181 -2.326],4999.707,510530880.0,1916160600.0,699.93774,50,-244.26782,10612954,4899.564,76.680244,50.0,4899.563947640281,4899.564,26895.580782175064,263.38437,True,1719.3069,25400,,4999.707,,-1.0,10.0,1,1.0,,-48032465000.0,-244.26782,-26536688.0,24495640.0,1.0,508,0.4189424,10.0,50.0
480.06,,0.004342387,1.0,1.0,[ 0.193  0.591 -4.187 -2.228],4999.708,271443330000.0,12731024000.0,978.72943,50,-241.39984,10636957,4799.763,509.39423,50.0,4799.763051476262,4799.763,26970.463098287582,1770.4591,True,9207.251,25450,,4999.708,,-1.0,10.0,1,1.0,,-1076098240000.0,-241.39984,-26036686.0,23995636.0,1.0,509,0.4189424,10.0,50.0
500.0,4999.226,0.018958846,1.0,1.0,[ 0.157  0.498 -4.196 -2.304],4999.7017,9240449000000.0,10647518000.0,0.112642646,50,-235.26788,10661957,4999.5327,425.9867,50.0,4999.532699764969,0.30663085,27038.202696084976,1437.5502,True,9442.293,25500,,0.47558594,,-1.0,10.0,1,1.0,,-6214895300000.0,-235.26788,-27036370.0,24995326.0,1.0,510,0.4189424,10.0,50.0
500.0,4999.275,0.12452081,1.0,1.0,[ 0.192  0.603 -4.198 -2.244],4999.673,327963000.0,3993984500.0,0.083634496,50,-237.63332,10686957,4999.5483,159.79276,50.0,4999.548099948978,0.27327147,27108.59025144577,477.1465,True,3163.6406,25550,,0.39794922,,-1.0,10.0,1,1.0,,-40955515000.0,-237.63332,-27036506.0,24995482.0,1.0,511,0.4189424,10.0,50.0
500.0,4999.3125,0.1145705,1.0,1.0,[ 0.145  0.56  -4.21  -2.351],4999.674,1331496100.0,1093025800.0,0.08792629,50,-240.6803,10711957,4999.536,43.729595,50.0,4999.536167879341,0.22364257,27177.130182266235,75.65737,True,422.51886,25600,,0.36132812,,-1.0,10.0,1,1.0,,-75567540000.0,-240.6803,-27036382.0,24995360.0,1.0,512,0.4189424,10.0,50.0
500.0,4999.2793,2.54247,1.0,1.0,[ 0.224  0.656 -4.202 -2.341],4999.703,2.1663914e+36,60313800000000.0,0.10224325,50,-240.19617,10736957,4999.519,2413016.0,50.0,4999.519186483052,0.23984376,27263.325438976288,7005815.5,True,42134016.0,25650,,0.42382812,,-1.0,10.0,1,1.0,,-3.0040785e+24,-240.19617,-27036240.0,24995192.0,1.0,513,0.4189424,10.0,50.0
493.86,1919.1759,0.11059236,1.0,1.0,[ 0.366  0.544 -4.227 -2.513],4999.6133,377444200000000.0,6113253400.0,431.21414,50,-253.11134,10761650,4937.675,306.317,50.0,4937.674628234728,3018.4988,27339.3544113636,730.5101,True,3618.5637,25700,,3080.4375,,-1.0,10.0,1,1.0,,-39657065000000.0,-253.11134,-26607548.0,24566576.0,1.0,514,0.4189424,10.0,50.0
490.02,,1.0583668,1.0,1.0,[ 0.297  0.485 -4.225 -2.599],4999.6396,3.551466e+29,8895654000000.0,699.8934,50,-249.98712,10786151,4899.254,355985.12,50.0,4899.253476915182,4899.254,27409.110716104507,2476209.0,True,17689408.0,25750,,4999.6396,,-1.0,10.0,1,1.0,,-1.2162856e+21,-249.98712,-26533526.0,24492536.0,1.0,515,0.4189424,10.0,50.0
334.2,359.7272,0.06989675,1.0,1.0,[ 0.366  0.311 -4.179 -2.44 ],4999.6055,26085517000.0,130582296.0,1508.5332,50,-236.8348,10802861,3333.981,14.326415,50.0,3333.9808600969327,2974.2537,27460.381803750992,16.291716,True,68.53369,25800,,4639.8784,,-1.0,10.0,1,1.0,,-329759700000.0,-236.8348,-15432048.0,13391100.0,1.0,516,0.4189424,10.0,50.0
469.18,339.76974,0.328309,1.0,1.0,[ 0.315  0.343 -4.186 -2.428],4999.5996,1.1598344e+27,113077630000000.0,1060.8162,50,-244.90424,10826320,4689.858,4527085.0,50.0,4689.85798309662,4350.089,27540.59018278122,19293246.0,True,118413250.0,25850,,4659.83,,-1.0,10.0,1,1.0,,-6.9506195e+19,-244.90424,-25161054.0,23120098.0,1.0,517,0.4189424,10.0,50.0
500.0,4998.646,0.13800032,1.0,1.0,[ 0.27   0.403 -4.168 -2.329],4999.623,1.2790157e+23,23922555000.0,0.21486348,50,-246.64845,10851320,4999.3335,957.16205,50.0,4999.333430872227,0.6874512,27616.322962284088,3594.9807,True,24691.068,25900,,0.9770508,,-1.0,10.0,1,1.0,,-7.299058e+17,-246.64845,-27034312.0,24993334.0,1.0,518,0.4189424,10.0,50.0
427.56,879.4556,0.06942693,1.0,1.0,[ 0.337  0.303 -4.175 -2.361],4999.4946,2542503500000.0,1049733700.0,1278.7734,50,-263.34592,10872698,4271.103,50.498657,50.0,4271.103191330928,3391.6475,27676.014981746674,152.76976,True,962.79694,25950,,4120.039,,-1.0,10.0,1,1.0,,-3255198000000.0,-263.34592,-21918450.0,19877584.0,1.0,519,0.4189424,10.0,50.0
498.54,4258.5674,0.1412298,1.0,1.0,[ 0.276  0.301 -4.183 -2.37 ],4999.595,4636785500000000.0,10877980000.0,103.65836,50,-262.9852,10897625,4984.1694,435.3736,50.0,4984.169387027653,725.6019,27752.9642765522,2414.9563,True,17077.445,26000,,741.02783,,-1.0,10.0,1,1.0,,-138984560000000.0,-262.9852,-26893644.0,24852688.0,1.0,520,0.4189424,10.0,50.0
432.88,1719.2668,0.055624604,1.0,1.0,[ 0.274  0.242 -4.184 -2.39 ],4999.6074,62611555000000.0,80063940000.0,1083.947,50,-240.60072,10919269,4323.9653,4917.168,50.0,4323.96553906474,2604.6987,27821.353482484818,27279.234,True,193075.66,26050,,3280.3406,,-1.0,10.0,1,1.0,,-16229354000000.0,-240.60072,-21912578.0,19871618.0,1.0,521,0.4189424,10.0,50.0
500.0,4998.1797,0.031352434,1.0,1.0,[ 0.235  0.29  -4.187 -2.377],4999.6025,90709830000.0,1980023300.0,0.33340374,50,-242.32457,10944269,4999.1323,79.2394,50.0,4999.132235696181,0.9525488,27897.985018253326,201.16983,True,842.82166,26100,,1.4228516,,-1.0,10.0,1,1.0,,-616664860000.0,-242.32457,-27032282.0,24991322.0,1.0,522,0.4189424,10.0,50.0
500.0,4998.7407,0.33100516,1.0,1.0,[ 0.233  0.352 -4.184 -2.37 ],4999.6562,1.6692168e+20,1482218400000.0,0.21970479,50,-243.59047,10969269,4999.3486,59316.594,50.0,4999.348809928441,0.60808593,27971.951043367386,371601.2,True,2650807.2,26150,,0.91552734,,-1.0,10.0,1,1.0,,-2.6370322e+16,-243.59047,-27034492.0,24993486.0,1.0,523,0.4189424,10.0,50.0
500.0,4999.2314,0.07522206,1.0,1.0,[ 0.109  0.366 -4.182 -2.367],4999.67,5186799000000.0,959140270000.0,0.106542185,50,-241.39636,10994269,4999.5146,38373.9,50.0,4999.5147155860495,0.2833496,28039.846276044846,263178.06,True,1880449.8,26200,,0.43847656,,-1.0,10.0,1,1.0,,-5607361300000.0,-241.39636,-27036164.0,24995146.0,1.0,524,0.4189424,10.0,50.0
500.0,4999.2285,0.018586477,1.0,1.0,[ 0.172  0.391 -4.187 -2.262],4999.682,5713571600000.0,34984145000.0,0.09921096,50,-240.19359,11019269,4999.5117,1399.6353,50.0,4999.51181115033,0.28328124,28114.882578372955,5473.434,True,33512.633,26250,,0.45361328,,-1.0,10.0,1,1.0,,-4913559000000.0,-240.19359,-27036146.0,24995118.0,1.0,525,0.4189424,10.0,50.0
490.08,29.943897,0.009655788,1.0,1.0,[ 0.133  0.317 -4.191 -2.355],4999.666,2.8936527e+20,462984970000.0,695.7346,50,-237.2506,11043773,4900.0854,18524.797,50.0,4900.085954286087,4870.1426,28199.040113687515,110446.4,True,787004.1,26300,,4969.722,,-1.0,10.0,1,1.0,,-3.4718851e+16,-237.2506,-26535902.0,24494890.0,1.0,526,0.4189424,10.0,50.0
500.0,4998.9956,0.03322105,1.0,1.0,[ 0.213  0.412 -4.181 -2.351],4999.6357,5.7802446e+17,22069103000.0,0.13741873,50,-254.29369,11068773,4999.475,883.09686,50.0,4999.47511473139,0.47953126,28280.39929986,5312.1875,True,37941.195,26350,,0.6401367,,-1.0,10.0,1,1.0,,-1551709300000000.0,-254.29369,-27035744.0,24994752.0,1.0,527,0.4189424,10.0,50.0
500.0,4999.211,0.20454964,1.0,1.0,[ 0.099  0.382 -4.205 -2.386],4999.688,2.7204587e+21,108351180000000.0,0.09480561,50,-231.86832,11093773,4999.516,4334729.5,50.0,4999.516032933504,0.30509767,28365.661942243576,30336202.0,True,216688140.0,26400,,0.47705078,,-1.0,10.0,1,1.0,,-1.0656217e+17,-231.86832,-27036190.0,24995160.0,1.0,528,0.4189424,10.0,50.0
500.0,4998.962,1.1634593,1.0,1.0,[ 0.204  0.318 -4.196 -2.408],4999.595,3.731635e+23,138588930000.0,0.15867446,50,-244.78465,11118773,4999.35,5545.2207,50.0,4999.350215337157,0.3882617,28448.018917798996,17693.523,True,101849.34,26450,,0.6333008,,-1.0,10.0,1,1.0,,-1.2467336e+18,-244.78465,-27034460.0,24993502.0,1.0,529,0.4189424,10.0,50.0
448.94,,0.11258103,1.0,1.0,[ 0.224  0.207 -4.197 -2.461],4999.631,7.4972437e+28,530071850000.0,1004.518,50,-242.02452,11141220,4485.236,23950.398,50.0,4485.235951772688,4485.236,28515.31926059723,118699.516,True,835591.2,26500,,4999.631,,-1.0,10.0,1,1.0,,-5.5883176e+20,-242.02452,-23167376.0,21126398.0,1.0,530,0.4189424,10.0,50.0
500.0,4998.461,0.033715386,1.0,1.0,[ 0.163  0.2   -4.202 -2.471],4999.6387,5.1352154e+16,100765024000.0,0.28819406,50,-240.2896,11166220,4999.1904,4032.7588,50.0,4999.190319944751,0.729375,28591.288024663925,17963.771,True,95433.66,26550,,1.1777344,,-1.0,10.0,1,1.0,,-462599900000000.0,-240.2896,-27032890.0,24991904.0,1.0,531,0.4189424,10.0,50.0
500.0,4999.1157,0.012101836,1.0,1.0,[ 0.109  0.227 -4.205 -2.454],4999.6436,2.4110747e+26,5538101600000000.0,0.11980486,50,-244.96024,11191220,4999.458,221589340.0,50.0,4999.458037559796,0.34227538,28656.60635447502,1550542000.0,True,11075383000.0,26600,,0.52783203,,-1.0,10.0,1,1.0,,-3.1696673e+19,-244.96024,-27035574.0,24994580.0,1.0,532,0.4189424,10.0,50.0
490.04,9.980032,0.0061651883,1.0,1.0,[ 0.159  0.308 -4.21  -2.373],4999.6514,4.6258007e+23,164698310000.0,698.5223,50,-247.76932,11215722,4899.6357,6589.862,50.0,4899.635691834056,4889.6562,28722.830656051636,22412.318,True,117285.13,26650,,4989.6714,,-1.0,10.0,1,1.0,,-1.3881209e+18,-247.76932,-26535364.0,24494364.0,1.0,533,0.4189424,10.0,50.0
500.0,4999.2617,0.025183165,1.0,1.0,[ 0.122  0.418 -4.209 -2.326],4999.666,3289891000.0,43047250000.0,0.091386996,50,-241.1837,11240722,4999.522,1722.2019,50.0,4999.521717650149,0.26,28802.57793712616,10748.322,True,76823.63,26700,,0.40429688,,-1.0,10.0,1,1.0,,-160112260000.0,-241.1837,-27036232.0,24995216.0,1.0,534,0.4189424,10.0,50.0
500.0,4998.949,0.05072257,1.0,1.0,[ 0.208  0.441 -4.19  -2.412],4999.625,2.3161757e+18,26317015000.0,0.1506364,50,-238.07875,11265722,4999.4155,1053.0094,50.0,4999.415095761995,0.4659375,28878.71214556694,4918.6084,True,35123.082,26750,,0.67578125,,-1.0,10.0,1,1.0,,-3106123000000000.0,-238.07875,-27035134.0,24994150.0,1.0,535,0.4189424,10.0,50.0
500.0,4998.34,0.10022336,1.0,1.0,[ 0.213  0.317 -4.197 -2.429],4999.617,5.77831e+32,1783807600000000.0,0.25189304,50,-239.42078,11290722,4999.2573,71399710.0,50.0,4999.257765823234,0.91796875,28957.445271253586,499762660.0,True,3569738200.0,26800,,1.2773438,,-1.0,10.0,1,1.0,,-4.9060084e+22,-239.42078,-27033550.0,24992578.0,1.0,536,0.4189424,10.0,50.0
373.3,569.72253,0.04347279,1.0,1.0,[ 0.238  0.195 -4.19  -2.43 ],4999.5684,6.684249e+24,42285842000.0,1385.1256,50,-245.43687,11309387,3725.624,2515.9421,50.0,3725.624034617836,3155.9014,29009.635100603104,9165.153,True,60330.848,26850,,4429.8457,,-1.0,10.0,1,1.0,,-5.2764975e+18,-245.43687,-17839768.0,15798847.0,1.0,537,0.4189424,10.0,50.0
499.74,4857.963,0.1560745,1.0,1.0,[ 0.176  0.193 -4.195 -2.423],4999.644,7.503443e+19,1417455000000.0,19.756866,50,-255.22673,11334374,4996.2383,59932.273,50.0,4996.238231626509,138.27531,29085.253447532654,403921.53,True,2885778.2,26900,,141.68115,,-1.0,10.0,1,1.0,,-1.7680626e+16,-255.22673,-27003778.0,24962784.0,1.0,538,0.4189424,10.0,50.0
500.0,4998.714,0.0025381537,1.0,1.0,[ 0.169  0.254 -4.197 -2.411],4999.6396,4.738282e+30,17044601000000.0,0.21455488,50,-246.69754,11359374,4999.3276,682117.1,50.0,4999.327857696266,0.61396486,29153.310389757156,3490800.8,True,24398696.0,26950,,0.92578125,,-1.0,10.0,1,1.0,,-4.4426513e+21,-246.69754,-27034268.0,24993278.0,1.0,539,0.4189424,10.0,50.0
500.0,4999.3457,0.056604117,1.0,1.0,[ 0.085  0.323 -4.198 -2.349],4999.711,1.561284e+20,420797300000.0,0.08639383,50,-230.66696,11384374,4999.533,16835.518,50.0,4999.533328104462,0.18763672,29226.52087545395,61097.074,True,413117.78,27000,,0.36523438,,-1.0,10.0,1,1.0,,-2.550306e+16,-230.66696,-27036382.0,24995332.0,1.0,540,0.4189424,10.0,50.0
490.04,9.979804,0.19568363,1.0,1.0,[ 0.165  0.405 -4.194 -2.298],4999.689,326207360000000.0,1558812000.0,698.5383,50,-251.17973,11408876,4899.7485,62.388138,50.0,4899.748400807425,4889.7686,29306.895899772644,128.7961,True,673.763,27050,,4989.709,,-1.0,10.0,1,1.0,,-36864266000000.0,-251.17973,-26536524.0,24495488.0,1.0,541,0.4189424,10.0,50.0
500.0,4999.3926,0.11073082,1.0,1.0,[ 0.056  0.365 -4.21  -2.341],4999.695,7.319878e+18,95752544000.0,0.07938216,50,-237.39095,11433876,4999.556,3831.0098,50.0,4999.55583328802,0.16324219,29378.338396072388,21876.441,True,156343.12,27100,,0.3022461,,-1.0,10.0,1,1.0,,-5522055600000000.0,-237.39095,-27036596.0,24995558.0,1.0,542,0.4189424,10.0,50.0
498.76,4369.602,0.10212837,1.0,1.0,[ 0.01   0.441 -4.203 -2.252],4999.6875,9016328000000000.0,1624551700000.0,88.200424,50,-242.48859,11458814,4987.005,85018.99,50.0,4987.004878502712,617.40283,29452.077291488647,593623.1,True,4240375.5,27150,,630.08545,,-1.0,10.0,1,1.0,,-195425090000000.0,-242.48859,-26919030.0,24877996.0,1.0,543,0.4189424,10.0,50.0
500.0,4999.417,0.03130654,1.0,1.0,[ 0.047  0.415 -4.207 -2.296],4999.6934,1.10658994e+18,228745640000.0,0.064416274,50,-240.53342,11483814,4999.5845,9151.3125,50.0,4999.584861544893,0.16779298,29513.23006296158,39880.75,True,276298.16,27200,,0.2763672,,-1.0,10.0,1,1.0,,-2147240700000000.0,-240.53342,-27036884.0,24995848.0,1.0,544,0.4189424,10.0,50.0
