EpLenMean,InitialReturnMin,MinIW,Epsilon,EmpiricalD2Arithmetic,Weights,InitialReturnMax,DivergenceHarmonic,ReturnMeanIW,InitialReturnStd,EpThisIter,MinBehavPdf,TimestepsSoFar,InitialReturnMean,MeanIW,ESSRenyiHarmonic,EpRewMean,OptimizationReturnMean,TimeElapsed,StdIW,Penalization,MaxIW,EpisodesSoFar,StdWReturnMean,OptimizationReturnMax,OptimizationReturnMin,VarianceInitializer,ReturnStepMax,Inner Iteration,EmpiricalD2Harmonic,LearnableVariance,Bound,MinTargetPdf,InitialBound,WReturnMean,MeanD2-0,Iteration,MeanEntropy,ReturnStepMaxmin,ESSRenyiArithmetic
206.76,399.72852,0.09248801,1.0,1.0,[-0.041  0.277 -1.705 -2.143],4999.1895,9.529645e+17,2972621000.0,1378.5076,50,-223.77798,541233,2057.5957,1448.4587,50.0,2057.595512387318,1657.8671,1381.670737028122,6792.746,True,48449.1,3300,,4599.461,,-1.0,10.0,1,1.0,,-1992015000000000.0,-223.77798,-8174581.5,6133982.5,1.0,66,0.4189424,10.0,50.0
352.3,349.67773,0.39984152,1.0,1.0,[ 0.018  0.297 -1.704 -2.148],4999.461,2.8828746e+28,2957080800.0,1757.78,50,-243.55714,558848,3517.481,148.62714,50.0,3517.481151420132,3167.8035,1416.0758554935455,476.66696,True,3237.4785,3350,,4649.783,,-1.0,10.0,1,1.0,,-3.4650826e+20,-243.55714,-17503300.0,15462464.0,1.0,67,0.4189424,10.0,50.0
260.4,739.8196,0.046679363,1.0,1.0,[-0.041  0.313 -1.714 -2.139],4999.458,2.6544288e+25,5932763000.0,1371.9193,50,-217.70766,571868,2594.2368,817.5807,50.0,2594.2365556207433,1854.417,1445.446622133255,1445.7439,True,6870.2856,3400,,4259.6387,,-1.0,10.0,1,1.0,,-1.0514431e+19,-217.70766,-10653050.0,8612226.0,1.0,68,0.4189424,10.0,50.0
382.8,439.73468,0.041493416,1.0,1.0,[ 0.02   0.325 -1.714 -2.137],4999.4785,1.9761587e+30,3336524500.0,1548.373,50,-237.41005,591008,3822.0369,189.02042,50.0,3822.0368741158823,3382.3022,1484.8035519123077,386.2117,True,1761.1537,3450,,4559.7437,,-1.0,10.0,1,1.0,,-2.868895e+21,-237.41005,-19046276.0,17005424.0,1.0,69,0.4189424,10.0,50.0
239.76,,0.016393,1.0,1.0,[-0.041  0.328 -1.724 -2.13 ],4999.2456,2.0910835e+25,6922431000.0,1433.9131,50,-208.18892,602996,2387.886,1117.5079,50.0,2387.8859098665507,2387.886,1508.9055693149567,3424.2764,True,22556.379,3500,,4999.2456,,-1.0,9.999999,1,1.0,,-9.331447e+18,-208.18892,-9798754.0,7758105.5,1.0,70,0.4189424,9.999999,50.0
345.28,29.951157,0.12882294,1.0,1.0,[ 0.02   0.339 -1.721 -2.133],4999.352,2.904654e+17,2668068600.0,1702.3566,50,-229.70177,620260,3446.4966,155.99428,50.0,3446.4964644658585,3416.5454,1548.951780796051,315.83466,True,1373.7242,3550,,4969.401,,-1.0,10.0,1,1.0,,-1099841330000000.0,-229.70177,-16817100.0,14776355.0,1.0,71,0.4189424,10.0,50.0
264.52,9.983119,0.05720148,1.0,1.0,[-0.037  0.315 -1.73  -2.128],4999.3887,6.137882e+32,12580280000.0,1431.4229,50,-234.85074,633486,2636.2766,1539.5465,50.0,2636.276460496969,2626.2935,1579.245921611786,3401.9436,True,14283.988,3600,,4989.406,,-1.0,10.0,1,1.0,,-5.055888e+22,-234.85074,-11039692.0,8998924.0,1.0,72,0.4189424,10.0,50.0
339.26,,0.5341029,1.0,1.0,[ 0.024  0.329 -1.731 -2.13 ],4999.4614,67073963000000.0,3126838800.0,1874.6031,50,-250.45593,650449,3386.3809,175.00888,50.0,3386.380759571293,3386.3809,1608.761521577835,806.0394,True,5673.981,3650,,4999.4614,,-1.0,10.0,1,1.0,,-16717027000000.0,-250.45593,-17022546.0,14981711.0,1.0,73,0.4189424,10.0,50.0
331.46,449.70355,0.08722517,1.0,1.0,[-0.029  0.358 -1.741 -2.12 ],4999.5312,8.476619e+32,75545120000.0,1475.4536,50,-242.92384,667022,3307.088,6673.3525,50.0,3307.0879749228216,2857.3843,1639.0097222328186,15760.479,True,61867.2,3700,,4549.8276,,-1.0,10.0,1,1.0,,-5.9418854e+22,-242.92384,-15154686.0,13113794.0,1.0,74,0.4189424,10.0,50.0
348.64,19.96294,0.61057925,1.0,1.0,[ 0.029  0.38  -1.742 -2.114],4999.325,3721220000000.0,452281180.0,1771.7781,50,-253.40768,684454,3480.0916,29.964853,50.0,3480.0915657976125,3460.1287,1677.6658828258514,56.064682,True,227.14024,3750,,4979.3623,,-1.0,10.0,1,1.0,,-3937039000000.0,-253.40768,-17290960.0,15250235.0,1.0,75,0.4189424,10.0,50.0
355.64,429.70563,0.019629136,1.0,1.0,[-0.018  0.339 -1.753 -2.115],4999.594,6.9069523e+34,136568430000.0,1538.1658,50,-239.06258,702236,3549.7937,12834.98,50.0,3549.7938274278117,3120.0881,1713.994588136673,41622.55,True,268095.8,3800,,4569.8887,,-1.0,10.0,1,1.0,,-5.3637328e+23,-239.06258,-17007936.0,14966990.0,1.0,76,0.4189424,10.0,50.0
348.0,,0.20311274,1.0,1.0,[ 0.042  0.355 -1.754 -2.103],4999.3936,4630861300000.0,683703940.0,1720.7915,50,-236.04001,719636,3473.7798,35.203663,50.0,3473.7799060924253,3473.7798,1748.0940988063812,135.82751,True,975.00854,3850,,4999.3936,,-1.0,10.0,1,1.0,,-4392255000000.0,-236.04001,-17069050.0,15028270.0,1.0,77,0.4189424,10.0,50.0
365.02,,0.16488022,1.0,1.0,[-0.019  0.359 -1.764 -2.089],4999.514,3.0594902e+28,136927880000.0,1465.7423,50,-232.28082,737887,3643.4634,15278.035,50.0,3643.4636610321054,3643.4634,1784.065875530243,45023.98,True,286427.0,3900,,4999.514,,-1.0,10.0,1,1.0,,-3.569723e+20,-232.28082,-17464108.0,15423227.0,1.0,78,0.4189424,10.0,50.0
372.98,,0.17543644,1.0,1.0,[ 0.034  0.39  -1.774 -2.096],4999.3843,166133890000.0,422666370.0,1735.9762,50,-241.0181,756536,3724.0212,21.659584,50.0,3724.0212522115985,3724.0212,1822.934306383133,37.872215,True,182.21179,3950,,4999.3843,,-1.0,10.0,1,1.0,,-832218100000.0,-241.0181,-18922724.0,16881948.0,1.0,79,0.4189424,10.0,50.0
394.0,369.69556,0.04839797,1.0,1.0,[-0.019  0.36  -1.784 -2.089],4999.432,1.7985448e+31,603475900000.0,1328.85,50,-227.46748,776236,3934.0293,36846.473,50.0,3934.029418484772,3564.334,1865.020571231842,132464.16,True,726506.1,4000,,4629.7363,,-1.0,10.0,1,1.0,,-8.654787e+21,-227.46748,-19283246.0,17242430.0,1.0,80,0.4189424,10.0,50.0
331.54,19.963127,0.096936956,1.0,1.0,[ 0.038  0.383 -1.793 -2.085],4999.3447,4147165500000.0,714102900.0,1749.2654,50,-232.18379,792813,3308.4863,44.000675,50.0,3308.4861694396673,3288.5232,1898.1589024066925,93.38956,True,524.7272,4050,,4979.382,,-1.0,10.0,1,1.0,,-4156529300000.0,-232.18379,-16046749.0,14006009.0,1.0,81,0.4189424,10.0,50.0
362.38,399.63074,0.09158641,1.0,1.0,[-0.007  0.345 -1.813 -2.088],4999.4116,8.8038266e+33,12669726000000.0,1654.3201,50,-244.28078,810932,3618.145,535898.75,50.0,3618.1450563456287,3218.5142,1935.7262110710144,3138985.8,True,22330820.0,4100,,4599.781,,-1.0,10.0,1,1.0,,-1.9148198e+23,-244.28078,-17868544.0,15827748.0,1.0,82,0.4189424,10.0,50.0
351.14,389.6886,0.15950286,1.0,1.0,[ 0.055  0.343 -1.817 -2.086],4999.486,9329773000.0,147848270.0,1681.3914,50,-233.66016,828489,3504.7556,12.0140295,50.0,3504.7554432486736,3115.067,1972.1069314479828,18.205076,True,77.219284,4150,,4609.7974,,-1.0,10.0,1,1.0,,-197272340000.0,-233.66016,-17151242.0,15110387.0,1.0,83,0.4189424,10.0,50.0
431.02,1219.5221,0.15958078,1.0,1.0,[-0.004  0.361 -1.826 -2.093],4999.3857,525918880.0,538068030.0,1188.6895,50,-232.77327,850040,4305.8794,43.132755,50.0,4305.8793352801795,3086.3572,2014.6014623641968,145.75131,True,848.577,4200,,3779.8638,,-1.0,10.0,1,1.0,,-47338197000.0,-232.77327,-21994362.0,19953580.0,1.0,84,0.4189424,10.0,50.0
397.56,29.94785,0.004060107,1.0,1.0,[ 0.027  0.367 -1.825 -2.094],4999.342,3.1112465e+21,890894140.0,1551.1559,50,-247.93172,869918,3970.4033,44.396656,50.0,3970.4035429043847,3940.456,2055.14489030838,94.433334,True,590.8314,4250,,4969.394,,-1.0,10.0,1,1.0,,-1.1382751e+17,-247.93172,-20210932.0,18170190.0,1.0,85,0.4189424,10.0,50.0
360.36,,0.09757061,1.0,1.0,[-0.034  0.376 -1.83  -2.085],4999.552,6.486986e+26,216988270000.0,1367.5793,50,-230.68556,887936,3595.4624,11602.178,50.0,3595.4626888824055,3595.4624,2087.850485086441,58856.836,True,420443.8,4300,,4999.552,,-1.0,10.0,1,1.0,,-5.1980204e+19,-230.68556,-16838536.0,14797624.0,1.0,86,0.4189424,10.0,50.0
376.16,349.7185,0.03620722,1.0,1.0,[ 0.025  0.394 -1.83  -2.091],4999.487,2.1147081e+33,1529927200000.0,1711.1915,50,-243.45882,906744,3756.0862,61533.203,50.0,3756.086167771775,3406.3674,2125.0592098236084,305163.72,True,2031142.2,4350,,4649.7686,,-1.0,10.0,1,1.0,,-9.384917e+22,-243.45882,-19077220.0,17036360.0,1.0,87,0.4189424,10.0,50.0
234.16,9.980018,0.44514775,1.0,1.0,[ 0.094  0.35  -1.895 -2.16 ],4999.2354,1.03434824e+30,6627793400.0,1579.932,50,-219.45062,918452,2331.6863,950.9102,50.0,2331.686114031761,2321.7063,2149.919985771179,3292.9133,True,23239.04,4400,,4989.2554,,-1.0,10.0,1,1.0,,-2.0753671e+21,-219.45062,-9973586.0,7932945.5,1.0,88,0.4189424,10.0,50.0
379.24,409.72272,0.011853648,1.0,1.0,[-0.018  0.346 -1.913 -2.211],4999.618,6.1687416e+25,26360357000.0,1379.4127,50,-231.88258,937414,3785.2554,2285.5173,50.0,3785.2553577775016,3375.5325,2192.810978412628,5268.9414,True,28521.768,4450,,4589.8955,,-1.0,10.0,1,1.0,,-1.6029735e+19,-231.88258,-18271904.0,16230937.0,1.0,89,0.4189424,10.0,50.0
441.76,449.77374,0.04982811,1.0,1.0,[ 0.026  0.389 -1.913 -2.2  ],4999.541,1005237100.0,496627800.0,1334.8207,50,-250.02599,959502,4414.473,21.66615,50.0,4414.4732603075545,3964.6995,2236.010023355484,30.777693,True,113.424805,4500,,4549.767,,-1.0,10.0,1,1.0,,-65203274000.0,-250.02599,-23310230.0,21269320.0,1.0,90,0.4189424,10.0,50.0
398.38,399.71164,0.19349533,1.0,1.0,[ 0.037  0.332 -1.916 -2.221],4999.609,1.2101952e+17,1047753700.0,1600.7108,50,-239.06996,979421,3979.347,55.14063,50.0,3979.3468458564535,3579.6353,2275.37268781662,138.5079,True,659.38165,4550,,4599.8975,,-1.0,10.0,1,1.0,,-709994200000000.0,-239.06996,-20438436.0,18397476.0,1.0,91,0.4189424,10.0,50.0
368.82,,0.08784693,1.0,1.0,[-0.022  0.35  -1.923 -2.209],4999.6084,18759772000.0,167328580.0,1581.5066,50,-241.109,997862,3681.6987,13.262252,50.0,3681.6986173719756,3681.6987,2319.326490879059,23.823725,True,121.70934,4600,,4999.6084,,-1.0,10.0,1,1.0,,-279704830000.0,-241.109,-18097026.0,16056068.0,1.0,92,0.4189424,10.0,50.0
432.76,379.72662,0.06572407,1.0,1.0,[ 0.009  0.347 -1.923 -2.213],4999.6113,15187634000.0,10143442000.0,1254.053,50,-236.57944,1019500,4323.9443,417.58386,50.0,4323.944316391041,3944.2178,2371.4294419288635,2374.546,True,16957.998,4650,,4619.885,,-1.0,10.0,1,1.0,,-261663110000.0,-236.57944,-22310108.0,20269144.0,1.0,93,0.4189424,10.0,50.0
378.32,369.66187,0.064255476,1.0,1.0,[-3.296e-04  2.922e-01 -1.929e+00 -2.240e+00],4999.531,488652740.0,688389950.0,1652.2946,50,-241.4458,1038416,3778.044,36.448875,50.0,3778.043962657397,3408.382,2413.866578578949,142.16174,True,985.20795,4700,,4629.869,,-1.0,10.0,1,1.0,,-45802566000.0,-241.4458,-19044586.0,17003692.0,1.0,94,0.4189424,10.0,50.0
434.32,429.76538,0.10362909,1.0,1.0,[ 0.029  0.299 -1.936 -2.235],4999.493,1.1183809e+34,10627040000.0,1353.7688,50,-232.01286,1060132,4339.5215,489.06406,50.0,4339.521036757512,3909.7556,2462.2439138889313,1197.5255,True,7591.0327,4750,,4569.7275,,-1.0,10.0,1,1.0,,-2.1582473e+23,-232.01286,-22705004.0,20664134.0,1.0,95,0.4189424,10.0,50.0
269.18,379.70355,0.15257074,1.0,1.0,[-0.031  0.296 -1.947 -2.221],4999.548,5.7144482e+26,61390184000.0,1479.21,50,-222.6564,1073591,2682.958,7587.996,50.0,2682.9578879731725,2303.2542,2488.0599892139435,16008.4375,True,83175.23,4800,,4619.844,,-1.0,10.0,1,1.0,,-4.878687e+19,-222.6564,-11427223.0,9386325.0,1.0,96,0.4189424,10.0,50.0
442.78,419.70807,0.41981107,1.0,1.0,[ 0.031  0.299 -1.947 -2.227],4999.3994,3.0608106e+20,17843513000.0,1333.8519,50,-245.53741,1095730,4424.785,717.8134,50.0,4424.785544813669,4005.0774,2537.820556163788,3318.402,True,23182.373,4850,,4579.6914,,-1.0,10.0,1,1.0,,-3.570331e+16,-245.53741,-23398680.0,21357888.0,1.0,97,0.4189424,10.0,50.0
313.2,,0.042639755,1.0,1.0,[-0.026  0.32  -1.958 -2.224],4999.434,1.5158904e+32,605300300000.0,1346.7118,50,-240.26627,1111390,3122.9668,54412.906,50.0,3122.9668595778226,3122.9668,2578.4094445705414,310923.97,True,2220720.5,4900,,4999.434,,-1.0,10.0,1,1.0,,-2.5126384e+22,-240.26627,-13607363.0,11566554.0,1.0,98,0.4189424,10.0,50.0
446.06,,0.29552728,1.0,1.0,[ 0.032  0.34  -1.956 -2.216],4999.4326,1.1773481e+16,4184500700.0,1287.4386,50,-227.26923,1133693,4457.59,174.15488,50.0,4457.5895856899815,4457.59,2650.7524354457855,677.62714,True,3608.1428,4950,,4999.4326,,-1.0,10.0,1,1.0,,-221440200000000.0,-227.26923,-23568426.0,21527604.0,1.0,99,0.4189424,10.0,50.0
414.76,,0.22193491,1.0,1.0,[-0.011  0.383 -1.964 -2.205],4999.5947,6.831366e+31,4103007000000.0,1423.7482,50,-243.13054,1154431,4143.027,398109.03,50.0,4143.026722757781,4143.027,2698.6349329948425,2023601.2,True,13256641.0,5000,,4999.5947,,-1.0,10.0,1,1.0,,-1.6868551e+22,-243.13054,-21232680.0,19191730.0,1.0,100,0.4189424,10.0,50.0
423.08,19.96669,0.23547113,1.0,1.0,[ 0.041  0.416 -1.968 -2.218],4999.438,1.1346392e+18,228756430.0,1542.7988,50,-240.02109,1175585,4227.329,12.071944,50.0,4227.329045720558,4207.3623,2747.394928455353,16.744116,True,72.618324,5050,,4979.471,,-1.0,10.0,1,1.0,,-2173830500000000.0,-240.02109,-22291364.0,20250538.0,1.0,101,0.4189424,10.0,50.0
408.8,,0.039019924,1.0,1.0,[-0.02   0.424 -1.975 -2.22 ],4999.5645,4.8093466e+25,345030900000.0,1392.3317,50,-237.98077,1196025,4082.3928,22385.426,50.0,4082.3929962426423,4082.3928,2796.9098546504974,56859.0,True,262665.78,5100,,4999.5645,,-1.0,10.0,1,1.0,,-1.415343e+19,-237.98077,-20645442.0,18604516.0,1.0,102,0.4189424,10.0,50.0
442.4,,0.17707159,1.0,1.0,[ 0.027  0.463 -1.978 -2.211],4999.5576,1042418500000000.0,261569840.0,1319.2153,50,-244.39128,1218145,4420.986,11.746812,50.0,4420.985914886842,4420.986,2843.624053478241,22.185133,True,148.36334,5150,,4999.5576,,-1.0,10.0,1,1.0,,-65893153000000.0,-244.39128,-23326372.0,21285446.0,1.0,103,0.4189424,10.0,50.0
430.66,9.981282,0.099853955,1.0,1.0,[-0.021  0.43  -1.998 -2.207],4999.542,35320435000.0,468550400.0,1244.758,50,-238.91766,1239678,4301.6143,43.3427,50.0,4301.61453205493,4291.6333,2888.647007226944,137.50662,True,959.995,5200,,4989.5605,,-1.0,10.0,1,1.0,,-384023720000.0,-238.91766,-22094220.0,20053310.0,1.0,104,0.4189424,10.0,50.0
479.78,489.5375,0.023761587,1.0,1.0,[ 0.01   0.431 -1.999 -2.205],4999.5,457226370.0,1717818200.0,847.4496,50,-245.18628,1263667,4796.1006,69.12879,50.0,4796.100720051502,4306.563,2937.531160593033,237.104,True,1587.9169,5250,,4509.9624,,-1.0,10.0,1,1.0,,-45356650000.0,-245.18628,-25761630.0,23720752.0,1.0,105,0.4189424,10.0,50.0
447.0,419.84293,0.3160884,1.0,1.0,[ 0.039  0.379 -1.999 -2.223],4999.622,1.0022222e+17,803764300.0,1278.5513,50,-233.2907,1286017,4467.326,34.810474,50.0,4467.325969824182,4047.4832,2994.256151199341,100.74719,True,618.48724,5300,,4579.7793,,-1.0,10.0,1,1.0,,-646117160000000.0,-233.2907,-23632670.0,21591694.0,1.0,106,0.4189424,10.0,50.0
347.62,419.70026,0.08717394,1.0,1.0,[-0.023  0.376 -2.006 -2.23 ],4999.4995,784831900.0,163788140.0,1387.4087,50,-257.822,1303398,3468.7861,16.684082,50.0,3468.786502871631,3049.0862,3060.0215356349945,20.066355,True,98.53316,5350,,4579.7993,,-1.0,10.0,1,1.0,,-57337410000.0,-257.822,-15998248.0,13957382.0,1.0,107,0.4189424,10.0,50.0
453.32,,0.5336467,1.0,1.0,[ 0.008  0.382 -2.007 -2.23 ],4999.5156,1.1526485e+33,30329184000.0,1276.3286,50,-250.49603,1326064,4530.401,1272.2428,50.0,4530.401003037595,4530.401,3129.64856672287,5403.0356,True,37656.273,5400,,4999.5156,,-1.0,10.0,1,1.0,,-6.9288096e+22,-250.49603,-24194438.0,22153548.0,1.0,108,0.4189424,10.0,50.0
283.4,449.6631,0.0041285143,1.0,1.0,[-0.047  0.355 -2.007 -2.242],4999.535,1.1692594e+29,34262596000.0,1272.9016,50,-222.97305,1340234,2824.5344,4804.988,50.0,2824.5345921588014,2374.8716,3159.458315849304,13364.63,True,67538.484,5450,,4549.872,,-1.0,10.0,1,1.0,,-6.9786126e+20,-222.97305,-11639164.0,9598274.0,1.0,109,0.4189424,10.0,50.0
452.2,399.7104,0.031050593,1.0,1.0,[ 0.014  0.366 -2.006 -2.25 ],4999.5107,34279252000.0,2271864000.0,1140.4926,50,-231.22769,1362844,4518.763,128.19376,50.0,4518.763016246991,4119.0527,3218.631486415863,684.1807,True,4883.6704,5500,,4599.8003,,-1.0,10.0,1,1.0,,-380126800000.0,-231.22769,-23760826.0,21719940.0,1.0,110,0.4189424,10.0,50.0
468.62,1739.4915,0.24587709,1.0,1.0,[-0.01   0.421 -2.008 -2.236],4999.463,196046030.0,1146784300.0,765.7521,50,-254.6541,1386275,4683.0366,60.485767,50.0,4683.0364623272735,2943.545,3275.1734375953674,183.72348,True,1144.2223,5550,,3259.9714,,-1.0,10.0,1,1.0,,-29721379000.0,-254.6541,-24558056.0,22517208.0,1.0,111,0.4189424,10.0,50.0
470.6,,0.10415539,1.0,1.0,[ 0.02   0.428 -2.01  -2.236],4999.5747,5502449000000000.0,511660620000.0,899.69916,50,-240.59514,1409805,4703.4707,32166.18,50.0,4703.47100366644,4703.4707,3336.8637144565582,204620.23,True,1457762.6,5600,,4999.5747,,-1.0,10.0,1,1.0,,-151902120000000.0,-240.59514,-24973034.0,22932096.0,1.0,112,0.4189424,10.0,50.0
328.0,319.72678,0.040432155,1.0,1.0,[ 0.081  0.416 -2.017 -2.235],4999.362,4.5794733e+30,414240740000.0,1851.5631,50,-251.90407,1426205,3273.7554,17681.969,50.0,3273.755612133924,2954.0288,3381.4455151557922,95199.336,True,681407.2,5650,,4679.6353,,-1.0,10.0,1,1.0,,-4.367081e+21,-251.90407,-16186514.0,14145763.0,1.0,113,0.4189424,10.0,50.0
438.1,339.76276,0.026686532,1.0,1.0,[-0.019  0.48  -2.04  -2.206],4999.481,5.416479e+24,40836590000.0,1136.8549,50,-239.69875,1448110,4376.325,2649.3306,50.0,4376.325153723705,4036.5623,3445.712987422943,6806.194,True,31644.994,5700,,4659.7183,,-1.0,10.0,1,1.0,,-4.749662e+18,-239.69875,-22485520.0,20444660.0,1.0,114,0.4189424,10.0,50.0
448.44,,0.062077403,1.0,1.0,[ 0.028  0.446 -2.036 -2.228],4999.44,800354700000.0,31396854000.0,1285.9454,50,-240.22058,1470532,4481.485,1257.4943,50.0,4481.484769966932,4481.485,3515.2885732650757,6586.4,True,45274.06,5750,,4999.44,,-1.0,10.0,1,1.0,,-1857134500000.0,-240.22058,-23778188.0,21737360.0,1.0,115,0.4189424,10.0,50.0
419.08,299.78827,0.30114457,1.0,1.0,[ 0.073  0.489 -2.04  -2.217],4999.38,1.8291295e+30,89478750000.0,1473.8403,50,-238.57338,1491486,4186.7803,6101.7563,50.0,4186.780422905194,3886.992,3573.218199968338,20208.777,True,135851.92,5800,,4699.592,,-1.0,10.0,1,1.0,,-2.759999e+21,-238.57338,-21742110.0,19701334.0,1.0,116,0.4189424,10.0,50.0
363.74,1229.8489,0.11080519,1.0,1.0,[-0.044  0.453 -2.063 -2.23 ],4999.4844,3.3637185e+28,70514524000.0,1309.3925,50,-238.09065,1509673,3630.3562,9585.529,50.0,3630.3562307321235,2400.5076,3627.1257739067078,24436.555,True,118170.74,5850,,3769.6355,,-1.0,10.0,1,1.0,,-3.742955e+20,-238.09065,-16934850.0,14893994.0,1.0,117,0.4189424,10.0,50.0
484.54,,0.67521054,1.0,1.0,[ 0.018  0.458 -2.063 -2.233],4999.4355,56016884000.0,1707650600.0,743.9708,50,-257.31396,1533900,4843.861,68.973274,50.0,4843.860844157081,4843.861,3687.3503386974335,324.1418,True,2310.6167,5900,,4999.4355,,-1.0,10.0,1,1.0,,-484717260000.0,-257.31396,-26057308.0,24016480.0,1.0,118,0.4189424,10.0,50.0
394.5,29.94439,0.09709832,1.0,1.0,[-0.026  0.423 -2.086 -2.249],4999.5967,1.1646572e+25,95036015000.0,1247.4916,50,-234.62071,1553625,3938.5747,8852.494,50.0,3938.574486835862,3908.63,3738.2013463974,26374.492,True,170797.36,5950,,4969.6523,,-1.0,10.0,1,1.0,,-6.9650356e+18,-234.62071,-19109554.0,17068604.0,1.0,119,0.4189424,10.0,50.0
450.44,329.7744,0.32951352,1.0,1.0,[ 0.027  0.455 -2.089 -2.239],4999.4785,2.016253e+26,561112800000.0,1324.1023,50,-235.08395,1576147,4501.779,25020.148,50.0,4501.77904786268,4172.005,3802.230859041214,69689.14,True,364430.56,6000,,4669.704,,-1.0,10.0,1,1.0,,-2.8978526e+19,-235.08395,-24060120.0,22019260.0,1.0,120,0.4189424,10.0,50.0
482.0,679.49646,0.05041854,1.0,1.0,[-0.01   0.534 -2.103 -2.151],4999.412,47817800000000.0,121718700000.0,702.0556,50,-253.32036,1600247,4818.002,8458.6045,50.0,4818.001655506777,4138.505,3862.2091681957245,58414.45,True,417350.16,6050,,4319.9155,,-1.0,10.0,1,1.0,,-14233670000000.0,-253.32036,-25746830.0,23706022.0,1.0,121,0.4189424,10.0,50.0
457.08,,0.54345834,1.0,1.0,[ 0.028  0.581 -2.1   -2.169],4999.4834,6.792005e+33,1571985400000.0,1221.2034,50,-244.49823,1623101,4568.643,62983.086,50.0,4568.64291009805,4568.643,3918.462263584137,333444.78,True,2326017.0,6100,,4999.4834,,-1.0,10.0,1,1.0,,-1.6819134e+23,-244.49823,-24404700.0,22363834.0,1.0,122,0.4189424,10.0,50.0
385.14,1709.7621,0.08729374,1.0,1.0,[-0.047  0.503 -2.12  -2.229],4999.6074,1.9032675e+28,61534610000.0,1007.64545,50,-233.91963,1642358,3843.5657,6032.6436,50.0,3843.565638592231,2133.8037,3964.774117231369,14710.511,True,68016.29,6150,,3289.8452,,-1.0,10.0,1,1.0,,-2.8156334e+20,-233.91963,-17829300.0,15788345.0,1.0,123,0.4189424,10.0,50.0
465.54,349.75635,0.09488089,1.0,1.0,[ 0.013  0.497 -2.119 -2.241],4999.493,1.1041879e+18,766909940000.0,1090.2964,50,-234.88472,1665635,4652.994,30687.977,50.0,4652.994226410317,4303.238,4022.337740421295,211564.22,True,1511583.4,6200,,4649.737,,-1.0,10.0,1,1.0,,-2145275600000000.0,-234.88472,-24879972.0,22839100.0,1.0,124,0.4189424,10.0,50.0
402.36,9.979435,0.054435648,1.0,1.0,[ 0.076  0.498 -2.115 -2.242],4999.4277,3.4755406e+35,4247378200000.0,1547.9299,50,-239.68831,1685753,4019.0554,539895.25,50.0,4019.0556915457328,4009.0762,4074.58881688118,3591431.0,True,25674000.0,6250,,4989.448,,-1.0,10.0,1,1.0,,-1.2031122e+24,-239.68831,-20589708.0,18548894.0,1.0,125,0.4189424,10.0,50.0
443.52,29.948528,0.080681786,1.0,1.0,[-0.022  0.423 -2.129 -2.258],4999.5996,2218241800.0,315272420.0,1095.6498,50,-239.39986,1707929,4430.798,24.969332,50.0,4430.797913176486,4400.849,4133.952337026596,66.327644,True,440.85437,6300,,4969.651,,-1.0,10.0,1,1.0,,-96438710000.0,-239.39986,-22873376.0,20832416.0,1.0,126,0.4189424,10.0,50.0
489.38,2109.1843,2.2122416,1.0,1.0,[ 0.01   0.423 -2.128 -2.259],4999.5596,1.5118473e+36,283654800000000.0,524.0861,50,-253.83661,1732398,4892.4155,11353678.0,50.0,4892.415531251598,2783.2312,4191.091819524765,44589024.0,True,254209230.0,6350,,2890.3752,,-1.0,10.0,1,1.0,,-2.5094112e+24,-253.83661,-26251324.0,24210396.0,1.0,127,0.4189424,10.0,50.0
357.66,409.73743,0.08127737,1.0,1.0,[-0.018  0.309 -2.123 -2.302],4999.38,1.4855005e+28,766193800000.0,1438.3473,50,-240.5847,1750281,3569.2358,68217.17,50.0,3569.235839554059,3159.4988,4234.311241149902,393618.66,True,2816177.8,6400,,4589.6426,,-1.0,10.0,1,1.0,,-2.4872709e+20,-240.5847,-16849058.0,14808288.0,1.0,128,0.4189424,10.0,50.0
437.14,409.70154,0.37247726,1.0,1.0,[ 0.041  0.329 -2.122 -2.299],4999.4395,2.3220305e+16,2407806200.0,1364.7191,50,-244.39853,1772138,4368.3174,124.9722,50.0,4368.317137551102,3958.6152,4288.338761806488,280.83887,True,1587.8198,6450,,4589.738,,-1.0,10.0,1,1.0,,-310981300000000.0,-244.39853,-22985476.0,20944652.0,1.0,129,0.4189424,10.0,50.0
352.16,569.7257,0.053299744,1.0,1.0,[-0.019  0.321 -2.127 -2.285],4999.5073,2.7653647e+24,137198710000.0,1394.7833,50,-231.07237,1789746,3514.3918,16911.002,50.0,3514.3916757273582,2944.666,4324.48416018486,52266.457,True,321221.4,6500,,4429.7817,,-1.0,10.0,1,1.0,,-3.3937905e+18,-231.07237,-16337242.0,14296369.0,1.0,130,0.4189424,10.0,50.0
456.04,429.65308,0.0648613,1.0,1.0,[ 0.033  0.353 -2.127 -2.274],4999.467,16231465000.0,1041382660.0,1171.3237,50,-262.6651,1812548,4557.9014,55.806168,50.0,4557.900983042419,4128.248,4371.558264493942,134.06314,True,775.0588,6550,,4569.8135,,-1.0,10.0,1,1.0,,-261045730000.0,-262.6651,-24187308.0,22146460.0,1.0,131,0.4189424,10.0,50.0
