Bound,VarRet,AvgEpLen,MaxNormIw,Delta,VarJ,MinVanillaIw,J,BatchSize,VarVanillaIw,AvgNormIw,VarDiscRet,VarNormIw,AvgRet,AvgVanillaIw,MaxVanillaIw,EpsThisIter,MinNormIw,eRenyi2,ESSRenyi,IterType,VanillaAvgRet,AvgDiscRet,ESSClassic
-435.426,2146.68200602,500.0,0.005,0.6,46.909,1.0,-404.181,300,,0.005,2146.68200602,2.1793e-19,-405.81800064,1.0,1.0,100,0.005,1.0,300.0,2,-405.81800064,-405.81800064,200.000000102
-427.849,2052.96906259,500.0,0.0106463,0.6,48.6536,0.0418808,-399.383,300,0.241235,0.00333333,2052.96906259,2.82152e-06,-404.570491299,0.97467,3.113,100,0.000143231,1.24508,240.94791253,1,-404.570491299,-404.570491299,239.408267387
-451.215,2216.58683174,500.0,0.01,0.6,46.8446,1.0,-404.685,300,,0.01,2216.58683174,3.50449e-18,-404.685407169,1.0,1.0,100,0.01,1.0,300.0,2,-404.685407169,-404.685407169,100.0
-438.279,2193.35181433,500.0,0.005,0.6,46.7363,1.0,-403.518,300,,0.005,2193.35181433,2.1793e-19,-402.351391785,1.0,1.0,100,0.005,1.0,300.0,2,-402.351391785,-402.351391785,200.000000102
-427.427,1920.13228425,500.0,0.014867,0.6,46.0778,0.156162,-396.6,300,0.236917,0.00333333,1920.13228425,2.60106e-06,-397.302769253,1.00601,4.48691,100,0.00051743,1.1797,254.30157775,1,-397.302769253,-397.302769253,243.246910464
-460.88,2675.27975374,500.0,0.01,0.6,51.4638,1.0,-412.933,300,,0.01,2675.27975374,3.50449e-18,-412.933170511,1.0,1.0,100,0.01,1.0,300.0,2,-412.933170511,-412.933170511,100.0
-441.942,2059.96503825,500.0,0.005,0.6,48.6611,1.0,-408.039,300,,0.005,2059.96503825,2.1793e-19,-403.144370934,1.0,1.0,100,0.005,1.0,300.0,2,-403.144370934,-403.144370934,200.000000102
-432.114,1898.53040685,500.0,0.00809034,0.6,45.1177,0.105307,-402.762,300,0.127981,0.00333333,1898.53040685,1.37579e-06,-401.75035553,1.01666,2.46753,100,0.00034527,1.12433,266.826272997,1,-401.75035553,-401.75035553,267.044355216
-451.734,2731.91428509,500.0,0.01,0.6,52.0057,1.0,-407.009,300,,0.01,2731.91428509,3.50449e-18,-407.009269458,1.0,1.0,100,0.01,1.0,300.0,2,-407.009269458,-407.009269458,100.0
-435.214,2404.27382287,500.0,0.005,0.6,50.5382,1.0,-403.589,300,,0.005,2404.27382287,2.1793e-19,-400.168314916,1.0,1.0,100,0.005,1.0,300.0,2,-400.168314916,-400.168314916,200.000000102
-430.549,2019.32876251,500.0,0.00972151,0.6,51.6968,0.02128,-401.467,300,0.266361,0.00333333,2019.32876251,3.01212e-06,-412.665615027,0.991238,2.8909,100,7.15602e-05,1.26845,236.509499119,1,-412.665615027,-412.665615027,236.185590983
-455.228,2474.46294372,500.0,0.01,0.6,49.4946,1.0,-404.524,300,,0.01,2474.46294372,3.50449e-18,-404.52374929,1.0,1.0,100,0.01,1.0,300.0,2,-404.52374929,-404.52374929,100.0
-442.795,2388.3578602,500.0,0.005,0.6,49.1217,1.0,-406.942,300,,0.005,2388.3578602,2.1793e-19,-409.359545657,1.0,1.0,100,0.005,1.0,300.0,2,-409.359545657,-409.359545657,200.000000102
-435.879,2254.19749427,500.0,0.00909897,0.6,47.8969,0.280585,-405.342,300,0.0833648,0.00333333,2254.19749427,9.09141e-07,-409.518389225,1.00938,2.75529,100,0.000926594,1.08814,275.70002672,1,-409.518389225,-409.518389225,277.37963066
-449.041,2010.52006693,500.0,0.01,0.6,44.6141,1.0,-405.313,300,,0.01,2010.52006693,3.50449e-18,-405.313193183,1.0,1.0,100,0.01,1.0,300.0,2,-405.313193183,-405.313193183,100.0
-435.751,2292.27215305,500.0,0.005,0.6,46.1631,1.0,-404.241,300,,0.005,2292.27215305,2.1793e-19,-403.168416343,1.0,1.0,100,0.005,1.0,300.0,2,-403.168416343,-403.168416343,200.000000102
-429.51,2205.12291773,500.0,0.00651717,0.6,45.3686,0.140948,-402.39,300,0.105724,0.00333333,2205.12291773,1.12611e-06,-407.199106967,1.02135,1.99689,100,0.000460006,1.11111,270.000740292,1,-407.199106967,-407.199106967,272.476510941
-451.538,3046.59163871,500.0,0.01,0.6,54.9193,1.0,-403.499,300,,0.01,3046.59163871,3.50449e-18,-403.4986119,1.0,1.0,100,0.01,1.0,300.0,2,-403.4986119,-403.4986119,100.0
-434.559,2480.07477776,500.0,0.005,0.6,52.3848,1.0,-400.59,300,,0.005,2480.07477776,2.1793e-19,-397.680473464,1.0,1.0,100,0.005,1.0,300.0,2,-397.680473464,-397.680473464,200.000000102
-428.187,2437.28809322,500.0,0.0113461,0.6,53.5078,0.389544,-398.589,300,0.149963,0.00333333,2437.28809322,1.73578e-06,-404.005094447,0.97977,3.33498,100,0.00132529,1.13882,263.429811888,1,-404.005094447,-404.005094447,259.583025229
-461.347,3302.27679434,500.0,0.01,0.6,57.1774,1.0,-412.061,300,,0.01,3302.27679434,3.50449e-18,-412.060576759,1.0,1.0,100,0.01,1.0,300.0,2,-412.060576759,-412.060576759,100.0
-448.495,2838.24296364,500.0,0.005,0.6,55.1549,1.0,-413.645,300,,0.005,2838.24296364,2.1793e-19,-415.229177575,1.0,1.0,100,0.005,1.0,300.0,2,-415.229177575,-415.229177575,200.000000102
-436.761,2955.75034452,500.0,0.0108888,0.6,54.8115,0.039933,-404.998,300,0.238031,0.00333333,2955.75034452,2.66201e-06,-405.603067857,0.996761,3.25606,100,0.000133543,1.246,240.770294291,1,-405.603067857,-405.603067857,242.173401662
-456.862,2581.54314465,500.0,0.01,0.6,50.5542,1.0,-406.973,300,,0.01,2581.54314465,3.50449e-18,-406.972936569,1.0,1.0,100,0.01,1.0,300.0,2,-406.972936569,-406.972936569,100.0
-443.995,2433.3019885,500.0,0.005,0.6,49.8537,1.0,-408.718,300,,0.005,2433.3019885,2.1793e-19,-410.463245114,1.0,1.0,100,0.005,1.0,300.0,2,-410.463245114,-410.463245114,200.000000102
-434.404,2918.35157891,500.0,0.00720135,0.6,51.3615,0.0897706,-403.628,300,0.131004,0.00333333,2918.35157891,1.48442e-06,-406.147314185,0.990243,2.13933,100,0.000302184,1.14162,262.784098266,1,-406.147314185,-406.147314185,264.748162494
-459.26,2237.07838481,500.0,0.01,0.6,47.0607,1.0,-409.973,300,,0.01,2237.07838481,3.50449e-18,-409.973494916,1.0,1.0,100,0.01,1.0,300.0,2,-409.973494916,-409.973494916,100.0
-446.439,2835.51693815,500.0,0.005,0.6,50.1352,1.0,-411.588,300,,0.005,2835.51693815,2.1793e-19,-413.202326575,1.0,1.0,100,0.005,1.0,300.0,2,-413.202326575,-413.202326575,200.000000102
-437.454,3086.1370992,500.0,0.00635001,0.6,51.3089,0.136281,-407.366,300,0.111493,0.00333333,3086.1370992,1.25964e-06,-406.13192891,0.991699,1.88919,100,0.000458071,1.10681,271.049500753,1,-406.13192891,-406.13192891,269.54425285
-443.603,2068.42620746,500.0,0.01,0.6,45.252,1.0,-401.586,300,,0.01,2068.42620746,3.50449e-18,-401.585869066,1.0,1.0,100,0.01,1.0,300.0,2,-401.585869066,-401.585869066,100.0
-436.713,2951.30190208,500.0,0.005,0.6,49.9243,1.0,-404.356,300,,0.005,2951.30190208,2.1793e-19,-407.125886529,1.0,1.0,100,0.005,1.0,300.0,2,-407.125886529,-407.125886529,200.000000102
-430.672,2636.74393039,500.0,0.0107403,0.6,50.4154,0.0925313,-401.307,300,0.180301,0.00333333,2636.74393039,1.87056e-06,-406.906788159,1.03488,3.33449,100,0.000298041,1.13719,263.807360367,1,-406.906788159,-406.906788159,256.895661298
-452.701,2620.06247277,500.0,0.01,0.6,50.93,1.0,-409.025,300,,0.01,2620.06247277,3.50449e-18,-409.02525196,1.0,1.0,100,0.01,1.0,300.0,2,-409.02525196,-409.02525196,100.0
-441.706,2832.91082633,500.0,0.005,0.6,51.9564,1.0,-409.519,300,,0.005,2832.91082633,2.1793e-19,-410.012216168,1.0,1.0,100,0.005,1.0,300.0,2,-410.012216168,-410.012216168,200.000000102
-433.919,2236.66473365,500.0,0.0115238,0.6,53.5208,0.0146776,-404.115,300,0.292921,0.00333333,2236.66473365,3.55942e-06,-410.778254234,0.956234,3.30583,100,5.11647e-05,1.28616,233.2527117,1,-410.778254234,-410.778254234,227.396820735
-447.024,2191.10329627,500.0,0.01,0.6,46.5746,1.0,-402.568,300,,0.01,2191.10329627,3.50449e-18,-402.567972225,1.0,1.0,100,0.01,1.0,300.0,2,-402.567972225,-402.567972225,100.0
-432.232,2288.56047147,500.0,0.005,0.6,47.1629,1.0,-399.94,300,,0.005,2288.56047147,2.1793e-19,-397.311870394,1.0,1.0,100,0.005,1.0,300.0,2,-397.311870394,-397.311870394,200.000000102
-427.249,2282.15594391,500.0,0.0111822,0.6,49.6592,0.106716,-397.128,300,0.207683,0.00333333,2282.15594391,2.63587e-06,-408.512160809,0.935657,3.1388,100,0.00038018,1.22258,245.382819767,1,-408.512160809,-408.512160809,242.632467934
-465.773,3033.66853416,500.0,0.01,0.6,54.8027,1.0,-415.322,300,,0.01,3033.66853416,3.50449e-18,-415.321663894,1.0,1.0,100,0.01,1.0,300.0,2,-415.321663894,-415.321663894,100.0
-444.829,1956.36878182,500.0,0.005,0.6,50.081,1.0,-409.154,300,,0.005,1956.36878182,2.1793e-19,-402.987116337,1.0,1.0,100,0.005,1.0,300.0,2,-402.987116337,-402.987116337,200.000000102
-407.497,2493.30647723,500.0,0.381758,0.6,224.11,,-378.369,300,6.30622,0.00333333,2493.30647723,0.000898048,-405.031514219,0.279327,31.9906,100,,1.0,299.999177458,1,-405.031514219,-405.031514219,3.67850451084
-447.195,2464.60558004,500.0,0.01,0.6,49.3959,1.0,-400.824,300,,0.01,2464.60558004,3.50449e-18,-400.824276413,1.0,1.0,100,0.01,1.0,300.0,2,-400.824276413,-400.824276413,100.0
-436.941,2366.98323716,500.0,0.005,0.6,49.0174,1.0,-404.152,300,,0.005,2366.98323716,2.1793e-19,-407.479026671,1.0,1.0,100,0.005,1.0,300.0,2,-407.479026671,-407.479026671,200.000000102
-426.42,2185.7310433,500.0,0.0111481,0.6,48.277,0.136478,-396.759,300,0.212879,0.00333333,2185.7310433,2.15579e-06,-395.032133216,1.04747,3.50319,100,0.000434309,1.15767,259.14080106,1,-395.032133216,-395.032133216,251.388016939
-451.152,2372.21727867,500.0,0.01,0.6,48.4613,1.0,-401.975,300,,0.01,2372.21727867,3.50449e-18,-401.974848835,1.0,1.0,100,0.01,1.0,300.0,2,-401.974848835,-401.974848835,100.0
-439.102,2443.540744,500.0,0.005,0.6,48.8809,1.0,-404.328,300,,0.005,2443.540744,2.1793e-19,-406.682004026,1.0,1.0,100,0.005,1.0,300.0,2,-406.682004026,-406.682004026,200.000000102
-418.021,2820.449459,500.0,0.198934,0.6,121.072,0.0206762,-389.628,300,31.3666,0.00333333,2820.449459,0.000170607,-404.561059414,1.42927,85.2992,100,4.82209e-05,1.0,299.999570847,1,-404.561059414,-404.561059414,18.4010626117
-449.564,2186.65622195,500.0,0.01,0.6,46.5273,1.0,-405.251,300,,0.01,2186.65622195,3.50449e-18,-405.250675304,1.0,1.0,100,0.01,1.0,300.0,2,-405.250675304,-405.250675304,100.0
-435.88,2749.63977619,500.0,0.005,0.6,49.526,1.0,-402.191,300,,0.005,2749.63977619,2.1793e-19,-399.130934832,1.0,1.0,100,0.005,1.0,300.0,2,-399.130934832,-399.130934832,200.000000102
-427.627,2480.2857609,500.0,0.00617598,0.6,48.0442,0.109736,-398.587,300,0.108136,0.00333333,2480.2857609,1.13412e-06,-402.143866239,1.02928,1.90705,100,0.000355379,1.11454,269.168887384,1,-402.143866239,-402.143866239,272.298956798
-461.464,2678.80189732,500.0,0.01,0.6,51.4977,1.0,-416.052,300,,0.01,2678.80189732,3.50449e-18,-416.052457321,1.0,1.0,100,0.01,1.0,300.0,2,-416.052457321,-416.052457321,100.0
-448.611,3159.03710628,500.0,0.005,0.6,53.8122,1.0,-413.597,300,,0.005,3159.03710628,2.1793e-19,-411.142343181,1.0,1.0,100,0.005,1.0,300.0,2,-411.142343181,-411.142343181,200.000000102
-437.064,2741.24304669,500.0,0.012012,0.6,57.314,0.0159735,-404.354,300,0.350005,0.00333333,2741.24304669,3.96119e-06,-407.477860286,0.990838,3.57058,100,5.37373e-05,1.30919,229.14941956,1,-407.477860286,-407.477860286,221.350206897
-461.328,3547.606358,500.0,0.01,0.6,59.2632,1.0,-412.322,300,,0.01,3547.606358,3.50449e-18,-412.321752719,1.0,1.0,100,0.01,1.0,300.0,2,-412.321752719,-412.321752719,100.0
-443.115,2577.26462023,500.0,0.005,0.6,55.197,1.0,-408.462,300,,0.005,2577.26462023,2.1793e-19,-404.602986794,1.0,1.0,100,0.005,1.0,300.0,2,-404.602986794,-404.602986794,200.000000102
-434.146,1958.92610942,500.0,0.0186474,0.6,50.4899,0.0795812,-403.639,300,0.241704,0.00333333,1958.92610942,2.7189e-06,-406.19859876,0.993858,5.55986,100,0.00026691,1.16252,258.060991254,1,-406.19859876,-406.19859876,241.179791827
-453.122,2921.26989681,500.0,0.01,0.6,53.7779,1.0,-407.353,300,,0.01,2921.26989681,3.50449e-18,-407.352736018,1.0,1.0,100,0.01,1.0,300.0,2,-407.352736018,-407.352736018,100.0
-440.915,2622.56571383,500.0,0.005,0.6,52.3988,1.0,-408.552,300,,0.005,2622.56571383,2.1793e-19,-409.750683461,1.0,1.0,100,0.005,1.0,300.0,2,-409.750683461,-409.750683461,200.000000102
-431.604,2648.19051327,500.0,0.0194434,0.6,54.2224,0.0876823,-402.791,300,0.25717,0.00333333,2648.19051327,2.75621e-06,-404.947480297,1.0182,5.93918,100,0.00028705,1.18892,252.329411,1,-404.947480297,-404.947480297,240.532623883
-448.944,2582.75077868,500.0,0.01,0.6,50.566,1.0,-404.682,300,,0.01,2582.75077868,3.50449e-18,-404.682115694,1.0,1.0,100,0.01,1.0,300.0,2,-404.682115694,-404.682115694,100.0
-442.404,2697.80255627,500.0,0.005,0.6,51.1404,1.0,-403.47,300,,0.005,2697.80255627,2.1793e-19,-402.258636907,1.0,1.0,100,0.005,1.0,300.0,2,-402.258636907,-402.258636907,200.000000102
-434.617,3304.0484609,500.0,0.0108842,0.6,52.1052,0.0823288,-400.743,300,0.13564,0.00333333,3304.0484609,1.54571e-06,-407.712533038,0.987437,3.22423,100,0.000277921,1.13545,264.212286808,1,-407.712533038,-407.712533038,263.469983167
-463.652,3059.98773964,500.0,0.01,0.6,55.0399,1.0,-417.002,300,,0.01,3059.98773964,3.50449e-18,-417.001688891,1.0,1.0,100,0.01,1.0,300.0,2,-417.001688891,-417.001688891,100.0
-441.465,1923.83229287,500.0,0.005,0.6,50.3947,1.0,-408.479,300,,0.005,1923.83229287,2.1793e-19,-399.956218084,1.0,1.0,100,0.005,1.0,300.0,2,-399.956218084,-399.956218084,200.000000102
-432.77,2370.74542065,500.0,0.00864168,0.6,50.9452,0.0959534,-401.358,300,0.25149,0.00333333,2370.74542065,2.78511e-06,-405.142743299,1.00165,2.59679,100,0.000319316,1.26278,237.571486238,1,-405.142743299,-405.142743299,240.033701576
-466.2,3009.19883455,500.0,0.01,0.6,54.5812,1.0,-418.124,300,,0.01,3009.19883455,3.50449e-18,-418.124087047,1.0,1.0,100,0.01,1.0,300.0,2,-418.124087047,-418.124087047,100.0
-446.654,3216.49997511,500.0,0.005,0.6,55.783,1.0,-412.645,300,,0.005,3216.49997511,2.1793e-19,-407.165930844,1.0,1.0,100,0.005,1.0,300.0,2,-407.165930844,-407.165930844,200.000000102
-402.355,2799.45639094,500.0,0.576237,0.6,156.381,0.07333,-374.587,300,398.87,0.00333333,2799.45639094,0.0011356,-407.907698171,1.97552,341.51,100,0.000123731,1.00001,299.998211871,1,-407.907698171,-407.907698171,2.91648591097
-451.918,2965.71713914,500.0,0.01,0.6,54.1854,1.0,-406.565,300,,0.01,2965.71713914,3.50449e-18,-406.564595815,1.0,1.0,100,0.01,1.0,300.0,2,-406.564595815,-406.564595815,100.0
-436.722,2517.57389985,500.0,0.005,0.6,52.18,1.0,-403.646,300,,0.005,2517.57389985,2.1793e-19,-400.726558072,1.0,1.0,100,0.005,1.0,300.0,2,-400.726558072,-400.726558072,200.000000102
-459.446,2799.45639094,500.0,0.0122724,0.6,64.7019,0.00292817,-407.919,400,8.15045,0.00333333,3066.06563938,6.60087e-06,-407.907698171,3.70398,13.637,100,2.63516e-06,3.52797,113.379807395,,-407.907698171,-416.92906542,188.43062748
-431.549,2669.19278543,500.0,0.0668386,0.6,78.7236,0.246795,-401.521,400,2.54464,0.0025,2669.19278543,1.38713e-05,-409.803485125,1.07077,28.6274,100,0.00057621,1.5592,256.541416065,1,-409.803485125,-409.803485125,124.460989636
-454.842,2922.29262126,500.0,0.01,0.6,53.7873,1.0,-399.087,400,,0.01,2922.29262126,3.50449e-18,-399.086660436,1.0,1.0,100,0.01,1.0,400.0,2,-399.086660436,-399.086660436,100.0
-440.435,2962.13535526,500.0,0.005,0.6,54.0045,1.0,-401.01,400,,0.005,2962.13535526,2.1793e-19,-402.933189491,1.0,1.0,100,0.005,1.0,400.0,2,-402.933189491,-402.933189491,200.000000102
-433.953,2877.0220283,500.0,0.00333333,0.6,53.8041,1.0,-401.763,400,,0.00333333,2877.0220283,5.43914e-20,-403.268026164,1.0,1.0,100,0.00333333,1.0,400.0,2,-403.268026164,-403.268026164,299.999969474
-427.821,2237.47739812,500.0,0.00561367,0.6,51.7291,0.0524095,-398.014,400,0.150846,0.0025,2237.47739812,9.72063e-07,-404.831978039,0.984827,2.2114,100,0.000133042,1.14317,349.90322882,1,-404.831978039,-404.831978039,346.277839926
-463.94,3192.06363762,500.0,0.01,0.6,56.2151,1.0,-414.615,400,,0.01,3192.06363762,3.50449e-18,-414.615129187,1.0,1.0,100,0.01,1.0,400.0,2,-414.615129187,-414.615129187,100.0
-445.634,2938.49045752,500.0,0.005,0.6,55.2225,1.0,-410.756,400,,0.005,2938.49045752,2.1793e-19,-406.896419626,1.0,1.0,100,0.005,1.0,400.0,2,-406.896419626,-406.896419626,200.000000102
-434.845,1773.67840711,500.0,0.00333333,0.6,51.5447,1.0,-406.367,400,,0.00333333,1773.67840711,5.43914e-20,-397.589078763,1.0,1.0,100,0.00333333,1.0,400.0,2,-397.589078763,-397.589078763,299.999969474
-431.039,3682.13443866,500.0,0.00721864,0.6,53.06,0.248192,-404.223,400,0.131573,0.0025,3682.13443866,7.95648e-07,-410.028620425,1.01663,2.93547,100,0.000610331,1.12558,355.37130231,1,-410.028620425,-410.028620425,354.929282461
-444.22,2474.30312547,500.0,0.01,0.6,49.493,1.0,-400.49,400,,0.01,2474.30312547,3.50449e-18,-400.489798115,1.0,1.0,100,0.01,1.0,400.0,2,-400.489798115,-400.489798115,100.0
-432.642,1807.7094056,500.0,0.005,0.6,46.0555,1.0,-401.72,400,,0.005,1807.7094056,2.1793e-19,-402.950307452,1.0,1.0,100,0.005,1.0,400.0,2,-402.950307452,-402.950307452,200.000000102
-430.757,2657.92904603,500.0,0.00333333,0.6,47.9638,1.0,-403.881,400,,0.00333333,2657.92904603,5.43914e-20,-408.20263725,1.0,1.0,100,0.00333333,1.0,400.0,2,-408.20263725,-408.20263725,299.999969474
-414.789,3301.91554959,500.0,0.136544,0.6,157.009,0.0005922,-389.979,400,13.7775,0.0025,3301.91554959,6.04614e-05,-410.539047194,1.1934,65.1806,100,1.24057e-06,1.0,399.998760227,1,-410.539047194,-410.539047194,37.5599550714
-462.904,2858.17062941,500.0,0.01,0.6,53.1939,1.0,-416.446,400,,0.01,2858.17062941,3.50449e-18,-416.445639123,1.0,1.0,100,0.01,1.0,400.0,2,-416.445639123,-416.445639123,100.0
-441.218,1986.04862907,500.0,0.005,0.6,49.6301,1.0,-408.367,400,,0.005,1986.04862907,2.1793e-19,-400.289078696,1.0,1.0,100,0.005,1.0,400.0,2,-400.289078696,-400.289078696,200.000000102
-434.492,2695.95536127,500.0,0.00333333,0.6,50.3401,1.0,-407.28,400,,0.00333333,2695.95536127,5.43914e-20,-405.10524869,1.0,1.0,100,0.00333333,1.0,400.0,2,-405.10524869,-405.10524869,299.999969474
-427.373,2147.26275835,500.0,0.00608264,0.6,49.8984,0.118237,-401.367,400,0.20747,0.0025,2147.26275835,1.31855e-06,-402.775182324,0.991677,2.41281,100,0.000298073,1.2178,328.46022133,1,-402.775182324,-402.775182324,330.458391245
-452.577,2466.22666023,500.0,0.01,0.6,49.4122,1.0,-408.293,400,,0.01,2466.22666023,3.50449e-18,-408.292995334,1.0,1.0,100,0.01,1.0,400.0,2,-408.292995334,-408.292995334,100.0
-441.222,2627.56488308,500.0,0.005,0.6,50.2291,1.0,-409.532,400,,0.005,2627.56488308,2.1793e-19,-410.770602405,1.0,1.0,100,0.005,1.0,400.0,2,-410.770602405,-410.770602405,200.000000102
-434.057,2849.48378094,500.0,0.00333333,0.6,51.244,1.0,-408.182,400,,0.00333333,2849.48378094,5.43914e-20,-405.482371759,1.0,1.0,100,0.00333333,1.0,400.0,2,-405.482371759,-405.482371759,299.999969474
-429.988,2310.41646139,500.0,0.00839344,0.6,49.682,0.22066,-405.934,400,0.148042,0.0025,2310.41646139,8.99887e-07,-411.495588836,1.014,3.40438,100,0.000544032,1.1523,347.132505581,1,-411.495588836,-411.495588836,349.765865268
-448.377,2339.72157491,500.0,0.01,0.6,48.1282,1.0,-404.058,400,,0.01,2339.72157491,3.50449e-18,-404.057722149,1.0,1.0,100,0.01,1.0,400.0,2,-404.057722149,-404.057722149,100.0
-435.875,2509.35141257,500.0,0.005,0.6,48.9928,1.0,-403.974,400,,0.005,2509.35141257,2.1793e-19,-403.89115587,1.0,1.0,100,0.005,1.0,400.0,2,-403.89115587,-403.89115587,200.000000102
-433.274,2671.18715141,500.0,0.00333333,0.6,49.8687,1.0,-405.586,400,,0.00333333,2671.18715141,5.43914e-20,-408.808545515,1.0,1.0,100,0.00333333,1.0,400.0,2,-408.808545515,-408.808545515,299.999969474
-430.042,3139.48777279,500.0,0.0105731,0.6,51.9435,0.104071,-403.512,400,0.269429,0.0025,3139.48777279,1.65403e-06,-416.329325573,1.009,4.26731,100,0.000257857,1.2241,326.770785817,1,-416.329325573,-416.329325573,316.459764241
-450.386,2937.40816532,500.0,0.01,0.6,53.9262,1.0,-403.802,400,,0.01,2937.40816532,3.50449e-18,-403.802263605,1.0,1.0,100,0.01,1.0,400.0,2,-403.802263605,-403.802263605,100.0
-437.257,3100.93601261,500.0,0.005,0.6,54.6717,1.0,-403.908,400,,0.005,3100.93601261,2.1793e-19,-404.014090212,1.0,1.0,100,0.005,1.0,400.0,2,-404.014090212,-404.014090212,200.000000102
-431.126,2172.06534556,500.0,0.00333333,0.6,52.0523,1.0,-403.897,400,,0.00333333,2172.06534556,5.43914e-20,-403.875851226,1.0,1.0,100,0.00333333,1.0,400.0,2,-403.875851226,-403.875851226,299.999969474
-430.799,3833.90218904,500.0,0.00752635,0.6,54.9762,0.290231,-403.189,400,0.0878867,0.0025,3833.90218904,5.63681e-07,-411.975655989,0.987154,2.97187,100,0.00073502,1.09724,364.550510466,1,-411.975655989,-411.975655989,366.984842924
-452.184,2581.70514974,500.0,0.01,0.6,50.5558,1.0,-404.127,400,,0.01,2581.70514974,3.50449e-18,-404.126563269,1.0,1.0,100,0.01,1.0,400.0,2,-404.126563269,-404.126563269,100.0
-441.479,2365.57517703,500.0,0.005,0.6,49.6011,1.0,-407.497,400,,0.005,2365.57517703,2.1793e-19,-410.867975711,1.0,1.0,100,0.005,1.0,400.0,2,-410.867975711,-410.867975711,200.000000102
-436.965,3365.94015664,500.0,0.00333333,0.6,52.4519,1.0,-407.863,400,,0.00333333,3365.94015664,5.43914e-20,-408.592974699,1.0,1.0,100,0.00333333,1.0,400.0,2,-408.592974699,-408.592974699,299.999969474
-431.013,2368.57272311,500.0,0.00776072,0.6,51.4553,0.440619,-404.306,400,0.105703,0.0025,2368.57272311,6.67992e-07,-406.968064016,0.994486,3.08717,100,0.00110766,1.12286,356.233809693,1,-406.968064016,-406.968064016,361.463822228
-445.193,1777.99191117,500.0,0.01,0.6,41.9549,1.0,-400.358,400,,0.01,1777.99191117,3.50449e-18,-400.358006173,1.0,1.0,100,0.01,1.0,400.0,2,-400.358006173,-400.358006173,100.0
-435.67,2636.81690885,500.0,0.005,0.6,46.8866,1.0,-403.967,400,,0.005,2636.81690885,2.1793e-19,-407.576139474,1.0,1.0,100,0.005,1.0,400.0,2,-407.576139474,-407.576139474,200.000000102
-431.265,2843.04502555,500.0,0.00333333,0.6,49.069,1.0,-405.38,400,,0.00333333,2843.04502555,5.43914e-20,-408.204792466,1.0,1.0,100,0.00333333,1.0,400.0,2,-408.204792466,-408.204792466,299.999969474
-427.39,2414.48678824,500.0,0.0131551,0.6,50.8825,0.218805,-403.16,400,0.187751,0.0025,2414.48678824,1.15013e-06,-407.949850192,1.01008,5.31511,100,0.000541553,1.14542,349.216240584,1,-407.949850192,-407.949850192,337.962947336
-447.675,2202.3648435,500.0,0.01,0.6,46.6941,1.0,-402.684,400,,0.01,2202.3648435,3.50449e-18,-402.683704765,1.0,1.0,100,0.01,1.0,400.0,2,-402.683704765,-402.683704765,100.0
-442.235,3461.74384831,500.0,0.005,0.6,53.3219,1.0,-408.968,400,,0.005,3461.74384831,2.1793e-19,-415.252749192,1.0,1.0,100,0.005,1.0,400.0,2,-415.252749192,-415.252749192,200.000000102
-436.038,3129.83086438,500.0,0.00333333,0.6,54.1232,1.0,-408.264,400,,0.00333333,3129.83086438,5.43914e-20,-406.855093872,1.0,1.0,100,0.00333333,1.0,400.0,2,-406.855093872,-406.855093872,299.999969474
-428.191,2305.2609636,500.0,0.0479286,0.6,90.5635,0.0598289,-397.972,400,2.1591,0.0025,2305.2609636,1.14824e-05,-407.028122087,1.08408,20.7833,100,0.000137972,1.57845,253.412590019,1,-407.028122087,-407.028122087,141.213587715
-461.746,3220.53031674,500.0,0.01,0.6,56.4653,1.0,-411.895,400,,0.01,3220.53031674,3.50449e-18,-411.895314269,1.0,1.0,100,0.01,1.0,400.0,2,-411.895314269,-411.895314269,100.0
-442.925,1731.98840984,500.0,0.005,0.6,49.6921,1.0,-407.675,400,,0.005,1731.98840984,2.1793e-19,-403.454709622,1.0,1.0,100,0.005,1.0,400.0,2,-403.454709622,-403.454709622,200.000000102
-435.515,2207.69244641,500.0,0.00333333,0.6,48.7495,1.0,-406.734,400,,0.00333333,2207.69244641,5.43914e-20,-404.852153621,1.0,1.0,100,0.00333333,1.0,400.0,2,-404.852153621,-404.852153621,299.999969474
-429.111,2946.76234767,500.0,0.00843327,0.6,52.7585,0.0407862,-401.357,400,0.266556,0.0025,2946.76234767,1.70562e-06,-405.208762858,0.988311,3.33388,100,0.000103171,1.23986,322.615782856,1,-405.208762858,-405.208762858,314.412041369
-457.701,2812.59213962,500.0,0.01,0.6,52.768,1.0,-411.382,400,,0.01,2812.59213962,3.50449e-18,-411.38213065,1.0,1.0,100,0.01,1.0,400.0,2,-411.38213065,-411.38213065,100.0
-439.739,2329.27774051,500.0,0.005,0.6,50.6413,1.0,-406.987,400,,0.005,2329.27774051,2.1793e-19,-402.59150351,1.0,1.0,100,0.005,1.0,400.0,2,-402.59150351,-402.59150351,200.000000102
-432.673,3169.31517676,500.0,0.00333333,0.6,52.5148,1.0,-405.931,400,,0.00333333,3169.31517676,5.43914e-20,-403.818858637,1.0,1.0,100,0.00333333,1.0,400.0,2,-403.818858637,-403.818858637,299.999969474
