VarJ,J,AvgEpLen,AvgDiscRet,ESSRenyi,MinVanillaIw,IterType,BatchSize,VarRet,VarNormIw,VarDiscRet,AvgRet,VanillaAvgRet,AvgVanillaIw,eRenyi2,VarVanillaIw,Bound,AvgNormIw,MinNormIw,MaxVanillaIw,ESSClassic,MaxNormIw,EpsThisIter,Delta
8.02788,-97.9104,42.55,-98.8295311137,500.0,1.0,2,500,40.0460831278,5.4346e-20,40.0460831278,-98.8295311137,-98.8295311137,1.0,1.0,,-100.713,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
8.00111,-98.1148,42.8,-98.9325294587,500.0,1.0,1,500,62.0867540879,5.43187e-20,62.0867540879,-98.9325294587,-98.9325294587,1.0,1.0,,-100.647,0.002,0.002,1.0,500.000006643,0.002,100,0.8
7.02752,-99.1998,40.37,-99.1997623881,500.0,1.0,2,500,49.8848748221,3.50449e-18,49.8848748221,-99.1997623881,-99.1997623881,1.0,1.0,,-104.816,0.01,0.01,1.0,100.0,0.01,100,0.8
7.26193,-98.5077,41.15,-97.8155936555,500.0,1.0,2,500,55.6841847748,2.1793e-19,55.6841847748,-97.8155936555,-97.8155936555,1.0,1.0,,-102.479,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.44533,-98.5629,41.83,-98.6732790966,500.0,1.0,2,500,61.4235728672,5.43914e-20,61.4235728672,-98.6732790966,-98.6732790966,1.0,1.0,,-101.809,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.32026,-98.422,43.24,-97.9993288617,500.0,1.0,2,500,48.2905210587,5.4346e-20,48.2905210587,-97.9993288617,-97.9993288617,1.0,1.0,,-101.233,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.36627,-98.2411,41.31,-97.5173951794,500.0,1.0,1,500,56.879060961,5.43187e-20,56.879060961,-97.5173951794,-97.5173951794,1.0,1.0,,-100.756,0.002,0.002,1.0,500.000006643,0.002,100,0.8
8.51019,-98.1301,41.14,-98.130138746,500.0,1.0,2,500,73.1548161349,3.50449e-18,73.1548161349,-98.130138746,-98.130138746,1.0,1.0,,-103.714,0.01,0.01,1.0,100.0,0.01,100,0.8
7.78048,-98.1937,42.09,-98.2572814104,500.0,1.0,2,500,49.1315684736,2.1793e-19,49.1315684736,-98.2572814104,-98.2572814104,1.0,1.0,,-102.189,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.61296,-98.3679,43.39,-98.7162603467,500.0,1.0,2,500,53.1493823735,5.43914e-20,53.1493823735,-98.7162603467,-98.7162603467,1.0,1.0,,-101.862,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.49567,-98.7141,42.12,-99.7526171725,500.0,1.0,2,500,49.9299740086,5.4346e-20,49.9299740086,-99.7526171725,-99.7526171725,1.0,1.0,,-101.74,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.28223,-98.7576,39.26,-98.9316487146,499.996185332,0.999965,1,500,40.7834958185,3.33541e-16,40.7834958185,-98.9316487146,-98.9316487146,1.0,1.00001,8.33907e-11,-101.464,0.002,0.00199993,1.00003,499.999861058,0.00200007,100,0.8
7.90337,-98.6034,40.65,-98.6034113626,500.0,1.0,2,500,63.0941679195,3.50449e-18,63.0941679195,-98.6034113626,-98.6034113626,1.0,1.0,,-104.032,0.01,0.01,1.0,100.0,0.01,100,0.8
7.47196,-98.6723,40.28,-98.7411268601,500.0,1.0,2,500,49.6844439928,2.1793e-19,49.6844439928,-98.7411268601,-98.7411268601,1.0,1.0,,-102.617,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.15182,-98.5318,41.84,-98.250766904,500.0,1.0,2,500,88.4623177716,5.43914e-20,88.4623177716,-98.250766904,-98.250766904,1.0,1.0,,-101.793,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.78621,-98.7838,41.21,-99.539902406,500.0,1.0,2,500,42.8094717542,5.4346e-20,42.8094717542,-99.539902406,-99.539902406,1.0,1.0,,-101.608,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.78951,-98.8135,40.19,-98.9321221575,500.0,1.0,1,500,61.4790430813,5.43187e-20,61.4790430813,-98.9321221575,-98.9321221575,1.0,1.0,,-101.339,0.002,0.002,1.0,500.000006643,0.002,100,0.8
7.85154,-97.6196,43.85,-97.6195911167,500.0,1.0,2,500,62.2694102358,3.50449e-18,62.2694102358,-97.6195911167,-97.6195911167,1.0,1.0,,-103.315,0.01,0.01,1.0,100.0,0.01,100,0.8
7.91039,-98.0176,42.77,-98.4156357311,500.0,1.0,2,500,63.8233134829,2.1793e-19,63.8233134829,-98.4156357311,-98.4156357311,1.0,1.0,,-102.045,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.29283,-97.8052,43.39,-97.3804165769,500.0,1.0,2,500,81.710807913,5.43914e-20,81.710807913,-97.3804165769,-97.3804165769,1.0,1.0,,-101.1,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.94153,-97.8994,42.94,-98.1821071023,500.0,1.0,2,500,46.3149329672,5.4346e-20,46.3149329672,-98.1821071023,-98.1821071023,1.0,1.0,,-100.753,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.66837,-98.2318,41.34,-99.5611277259,500.0,1.0,1,500,39.938436308,5.43187e-20,39.938436308,-99.5611277259,-99.5611277259,1.0,1.0,,-100.784,0.002,0.002,1.0,500.000006643,0.002,100,0.8
7.34854,-98.7615,41.44,-98.7614775849,500.0,1.0,2,500,54.5464984536,3.50449e-18,54.5464984536,-98.7614775849,-98.7614775849,1.0,1.0,,-104.301,0.01,0.01,1.0,100.0,0.01,100,0.8
8.15824,-98.3521,44.47,-97.9428148025,500.0,1.0,2,500,79.5734289697,2.1793e-19,79.5734289697,-97.9428148025,-97.9428148025,1.0,1.0,,-102.483,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.60869,-98.2176,43.26,-97.9486034167,500.0,1.0,2,500,90.006446553,5.43914e-20,90.006446553,-97.9486034167,-97.9486034167,1.0,1.0,,-101.591,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
8.11896,-98.352,38.89,-98.7550299836,500.0,1.0,2,500,41.5403108455,5.4346e-20,41.5403108455,-98.7550299836,-98.7550299836,1.0,1.0,,-101.273,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.83392,-98.3918,41.9,-98.5509624362,500.0,1.0,1,500,43.5852769088,5.43187e-20,43.5852769088,-98.5509624362,-98.5509624362,1.0,1.0,,-101.005,0.002,0.002,1.0,500.000006643,0.002,100,0.8
7.35795,-98.321,42.05,-98.3209982157,500.0,1.0,2,500,54.6862204626,3.50449e-18,54.6862204626,-98.3209982157,-98.3209982157,1.0,1.0,,-104.002,0.01,0.01,1.0,100.0,0.01,100,0.8
7.02541,-98.8139,42.83,-99.3067320167,500.0,1.0,2,500,44.5329593664,2.1793e-19,44.5329593664,-99.3067320167,-99.3067320167,1.0,1.0,,-102.831,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.17676,-98.5829,43.35,-98.1208432383,500.0,1.0,2,500,56.0450340494,5.43914e-20,56.0450340494,-98.1208432383,-98.1208432383,1.0,1.0,,-101.863,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.38529,-98.382,43.48,-97.7794691232,500.0,1.0,2,500,63.8066216657,5.4346e-20,63.8066216657,-97.7794691232,-97.7794691232,1.0,1.0,,-101.223,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.49462,-98.3214,40.7,-98.078779064,500.0,1.0,1,500,63.2350020069,5.43187e-20,63.2350020069,-98.078779064,-98.078779064,1.0,1.0,,-100.862,0.002,0.002,1.0,500.000006643,0.002,100,0.8
7.79432,-97.3573,45.4,-97.357277579,500.0,1.0,2,500,61.3650435488,3.50449e-18,61.3650435488,-97.357277579,-97.357277579,1.0,1.0,,-102.839,0.01,0.01,1.0,100.0,0.01,100,0.8
7.62608,-97.6712,41.22,-97.9851828707,500.0,1.0,2,500,55.9248379,2.1793e-19,55.9248379,-97.9851828707,-97.9851828707,1.0,1.0,,-101.631,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.14217,-97.5167,44.07,-97.2076987181,500.0,1.0,2,500,83.2599966363,5.43914e-20,83.2599966363,-97.2076987181,-97.2076987181,1.0,1.0,,-100.789,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
8.1029,-97.7275,43.6,-98.3598617613,500.0,1.0,2,500,63.8483903092,5.4346e-20,63.8483903092,-98.3598617613,-98.3598617613,1.0,1.0,,-100.561,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
8.34932,-97.6406,41.77,-97.2948135971,500.0,0.996914,1,500,86.6326300455,1.21112e-12,86.6326300455,-97.2948135971,-97.2948135971,1.00001,1.0,3.02785e-07,-100.175,0.002,0.00199382,1.00261,500.000003885,0.00200522,100,0.8
6.71373,-99.0018,44.78,-99.001803653,500.0,1.0,2,500,45.5294064776,3.50449e-18,45.5294064776,-99.001803653,-99.001803653,1.0,1.0,,-104.751,0.01,0.01,1.0,100.0,0.01,100,0.8
8.43405,-98.3319,44.98,-97.662055494,500.0,1.0,2,500,97.2675004623,2.1793e-19,97.2675004623,-97.662055494,-97.662055494,1.0,1.0,,-102.397,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.71452,-98.7022,39.05,-99.4426341689,500.0,1.0,2,500,35.8105307952,5.43914e-20,35.8105307952,-99.4426341689,-99.4426341689,1.0,1.0,,-102.022,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.78571,-98.4476,41.81,-97.6841027886,500.0,1.0,2,500,63.7881346081,5.4346e-20,63.7881346081,-97.6841027886,-97.6841027886,1.0,1.0,,-101.322,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
8.02624,-98.3347,39.74,-97.8829515874,500.0,1.0,1,500,80.1805443788,5.43187e-20,80.1805443788,-97.8829515874,-97.8829515874,1.0,1.0,,-100.906,0.002,0.002,1.0,500.000006643,0.002,100,0.8
6.78659,-98.1223,43.34,-98.1222617522,500.0,1.0,2,500,46.5230882868,3.50449e-18,46.5230882868,-98.1222617522,-98.1222617522,1.0,1.0,,-103.681,0.01,0.01,1.0,100.0,0.01,100,0.8
6.45991,-98.1411,42.65,-98.1599320325,500.0,1.0,2,500,37.7801893612,2.1793e-19,37.7801893612,-98.1599320325,-98.1599320325,1.0,1.0,,-102.098,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.06212,-98.4206,39.36,-98.9795964793,500.0,1.0,2,500,66.3544956014,5.43914e-20,66.3544956014,-98.9795964793,-98.9795964793,1.0,1.0,,-101.658,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.03178,-98.4406,41.23,-98.5008080221,500.0,1.0,2,500,48.6448737821,5.4346e-20,48.6448737821,-98.5008080221,-98.5008080221,1.0,1.0,,-101.244,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
6.90305,-98.607,42.44,-99.2722668879,500.0,1.0,1,500,40.3268267185,5.43187e-20,40.3268267185,-99.2722668879,-99.2722668879,1.0,1.0,,-101.115,0.002,0.002,1.0,500.000006643,0.002,100,0.8
