TimestepsSoFar,InitialReturnMin,MinTargetPdf,ReturnStepMax,StdWReturnMean,EpRewMean,Bound,Iteration,WReturnMean,InitialReturnMax,OptimizationReturnMin,MaxIW,InitialReturnMean,EmpiricalD2Arithmetic,OptimizationReturnMax,EpLenMean,MeanEntropy,OptimizationReturnMean,ReturnMeanIW,TimeElapsed,EpisodesSoFar,InitialBound,MinBehavPdf,MeanD2-0,MinIW,Epsilon,LearnableVariance,ESSRenyiHarmonic,InitialReturnStd,Weights,DivergenceHarmonic,EmpiricalD2Harmonic,MeanIW,ESSRenyiArithmetic,Inner Iteration,Penalization,StdIW,ReturnStepMaxmin,EpThisIter,VarianceInitializer
11127644,,-240.31093,10.0,,4441.360510443133,-2.9543334e+22,274,17301438.0,4999.551,,24.511127,4441.361,30560.377,4999.551,444.6,0.4189424,4441.361,17301438.0,50959.27891993523,27400,-2.9543334e+22,-234.2371,30560.377,4.5921985e-11,1.0,,0.0016361055,1193.688,[-0.071  0.726 -3.697 -1.246],2.0954936e+32,30560.377,0.76183665,0.0016361055,2,True,3.4878366,10.0,50,-1.0
11150716,749.82465,-235.46362,10.0,,4608.959784525445,-2.934651e+18,275,21785592.0,4999.435,,353358.34,4608.9595,1.0,4249.6104,461.44,0.4189424,3859.135,188917760000.0,51063.000806093216,27450,-23826422.0,-235.46362,1.0,0.077031754,1.0,,50.0,736.9414,[-0.071  0.726 -3.697 -1.246],2.0678564e+24,1.0,9098.624,50.0,1,True,49371.754,10.0,50,-1.0
11175716,4998.898,-249.33075,10.0,,4999.305695760575,-inf,275,23084042.0,4999.577,,19.61427,4999.3057,8341938.0,0.6791992,500.0,0.4189424,0.40773436,23084042.0,51150.982472896576,27500,-inf,-246.92378,8341938.0,7.36082e-05,1.0,,5.993811e-06,0.122902244,[-0.013  0.713 -3.697 -1.266],inf,8341938.0,0.92357993,5.993811e-06,2,True,2.963139,10.0,50,-1.0
11199739,889.76624,-245.7711,10.0,,4803.094600115585,-4324662200000.0,276,23662308.0,4999.5063,,129.03413,4803.0947,1.0,4109.74,480.46,0.4189424,3913.3284,239853760.0,51255.515525341034,27550,-25703198.0,-245.7711,1.0,0.15059088,1.0,,50.0,769.80035,[-0.013  0.713 -3.697 -1.266],4489923000000.0,1.0,9.714504,50.0,1,True,19.518278,10.0,50,-1.0
11221730,9.981604,-260.0509,10.0,,4393.81689352745,-inf,276,57864316.0,4999.5664,,77.16274,4393.817,2147747.5,4989.585,439.82,0.4189424,4383.8354,57864316.0,51353.74845600128,27600,-inf,-260.6003,2147747.5,3.8784833e-11,1.0,,2.3280205e-05,1160.7705,[-0.072  0.723 -3.692 -1.282],inf,2147747.5,2.4055598,2.3280205e-05,2,True,10.842688,10.0,50,-1.0
11244912,,-242.98022,10.0,,4632.192703408303,-5.7758863e+19,277,22461586.0,4999.493,,39297.59,4632.193,1.0,4999.493,463.64,0.4189424,4632.193,98879380000.0,51457.242970466614,27650,-24502464.0,-242.98022,1.0,0.30633533,1.0,,50.0,1002.18604,[-0.072  0.723 -3.692 -1.282],8.0098545e+26,1.0,4701.6323,50.0,1,True,9710.294,10.0,50,-1.0
11269912,4998.944,-245.02122,10.0,,4999.253066821736,-inf,277,19314754.0,4999.466,,21.3516,4999.253,5963372500.0,0.52197266,500.0,0.4189424,0.30924806,19314754.0,51583.70987868309,27700,-inf,-244.05115,5963372500.0,2.5112973e-07,1.0,,8.384517e-09,0.13439173,[-0.012  0.737 -3.694 -1.279],inf,5963372500.0,0.77280015,8.384517e-09,2,True,3.2206974,10.0,50,-1.0
11293915,,-247.7876,10.0,,4799.518185721216,-3495932500000.0,278,23993188.0,4999.447,,93055.234,4799.518,1.0,4999.447,480.06,0.4189424,4799.518,70924165000.0,51697.40761733055,27750,-26034030.0,-247.7876,1.0,0.039879482,1.0,,50.0,978.67957,[-0.012  0.737 -3.694 -1.279],2816610400000.0,1.0,2838.06,50.0,1,True,13153.652,10.0,50,-1.0
11318837,4209.4106,-246.3276,10.0,,4983.634406647358,-1.3104755e+17,278,12431744.0,4999.543,,22.533897,4983.6343,1912.6104,790.1323,498.44,0.4189424,774.2237,12431744.0,51814.39753985405,27800,-1.3104755e+17,-237.99329,1912.6104,2.2129899e-10,1.0,,0.026142282,110.60342,[-0.024  0.71  -3.7   -1.4  ],4.1231383e+21,1912.6104,0.49738786,0.026142282,2,True,3.1539705,10.0,50,-1.0
11343837,4999.2324,-241.47343,10.0,,4999.4153133532345,-41865900000000.0,279,24994152.0,4999.57,,5400.9487,4999.4155,1.0,0.33740234,500.0,0.4189424,0.1828418,6321036000.0,51923.89345955849,27850,-27035096.0,-241.47343,1.0,0.17750444,1.0,,50.0,0.08554707,[-0.024  0.71  -3.7   -1.4  ],420678600000000.0,1.0,252.91066,50.0,1,True,908.3022,10.0,50,-1.0
11368837,4999.0996,-242.6865,10.0,,4999.392208224792,-1517176600000.0,279,862690560.0,4999.592,,365.3027,4999.392,16.509502,0.4921875,500.0,0.4189424,0.29255858,346900160.0,52027.7214653492,27900,-1778256800000.0,-240.83675,16.509502,0.027798766,1.0,,3.028559,0.107108206,[ 0.038  0.714 -3.705 -1.408],552365650000.0,16.509502,13.879679,3.028559,2,True,64.30129,10.0,50,-1.0
11393339,9.97993,-255.56244,10.0,,4899.572977904067,-2757692800000.0,280,24493736.0,4999.614,,11.7760105,4899.573,1.0,4989.634,490.04,0.4189424,4889.5933,71782190.0,52136.91871929169,27950,-26534714.0,-255.56244,1.0,0.009195078,1.0,,50.0,698.5133,[ 0.035  0.731 -3.705 -1.391],1825637500000.0,1.0,2.8949342,50.0,1,True,2.7759717,10.0,50,-1.0
11418339,4999.2163,-246.99524,10.0,,4999.423099571889,-inf,280,31418460.0,4999.5757,,20.801054,4999.4233,1499145.0,0.359375,500.0,0.4189424,0.20685548,31418460.0,52248.795941352844,28000,-inf,-247.20123,1499145.0,3.5259183e-12,1.0,,3.3352346e-05,0.09118239,[-0.017  0.71  -3.705 -1.418],inf,1499145.0,1.2570472,3.3352346e-05,2,True,3.2132525,10.0,50,-1.0
11443339,4999.17,-229.69931,10.0,,4999.427534596041,-7066644600000.0,281,24994276.0,4999.652,,11006.528,4999.4277,1.0,0.4819336,500.0,0.4189424,0.25758788,13628649000.0,52340.633759737015,28050,-27035288.0,-229.69931,1.0,0.28986433,1.0,,50.0,0.09716205,[-0.017  0.71  -3.705 -1.418],11942133000000.0,1.0,545.2909,50.0,1,True,2155.3445,10.0,50,-1.0
11468339,4999.149,-253.96895,10.0,,4999.384402904476,-832114900000.0,281,9605306.0,4999.588,,4.3975544,4999.3843,6.117538,0.43896484,500.0,0.4189424,0.23553711,9483818.0,52409.18776011467,28100,-857348300000.0,-253.36104,6.117538,0.0069310726,1.0,,8.173223,0.11430619,[ 0.043  0.704 -3.709 -1.433],166230650000.0,6.117538,0.37944186,8.173223,2,True,0.65616673,10.0,50,-1.0
11493339,4999.202,-267.33398,10.0,,4999.396512661824,-1.2072915e+21,282,24993964.0,4999.6016,,936.2555,4999.3965,1.0,0.39941406,500.0,0.4189424,0.19438477,1276012500.0,52483.1079082489,28150,-27034934.0,-267.33398,1.0,0.014004143,1.0,,50.0,0.08930863,[ 0.044  0.711 -3.706 -1.422],3.499242e+29,1.0,51.053635,50.0,1,True,135.06674,10.0,50,-1.0
11517202,9.979652,-243.87386,10.0,,4770.223040194553,-inf,282,25749264.0,4999.5527,,22.576572,4770.223,1.2364481e+23,4989.573,477.26,0.4189424,4760.2437,25749264.0,52551.14034461975,28200,-inf,-240.58678,1.2364481e+23,1.8975464e-27,1.0,,4.0438416e-22,760.5466,[-0.06   0.739 -3.735 -1.366],inf,1.2364481e+23,1.0543187,4.0438416e-22,2,True,3.6036496,10.0,50,-1.0
11541234,3199.606,-257.69183,10.0,,4803.002666670977,-180355760000000.0,283,23227098.0,4999.5703,,181765.67,4803.003,1.0,1799.9644,480.64,0.4189424,1603.3966,115690950000.0,52633.69762134552,28250,-25268040.0,-257.69183,1.0,0.24453013,1.0,,50.0,397.8269,[-0.06   0.739 -3.735 -1.366],7799434600000000.0,1.0,4933.8,50.0,1,True,25588.18,10.0,50,-1.0
11565535,1129.5742,-239.56859,10.0,,4858.259989010487,-inf,283,55353920.0,4999.502,,79.68994,4858.26,872759.2,3869.9277,486.02,0.4189424,3728.6855,55353920.0,52716.83952283859,28300,-inf,-230.89056,872759.2,2.1503063e-14,1.0,,5.7289573e-05,585.10974,[-0.059  0.838 -3.735 -1.29 ],inf,872759.2,2.2296882,5.7289573e-05,2,True,11.5330925,10.0,50,-1.0
11589793,9.979833,-241.99365,10.0,,4849.8074857842175,-7.7600734e+17,284,24040010.0,4999.5312,,4438724.5,4849.8076,1.0,4989.5513,485.16,0.4189424,4839.8276,2606647000000.0,52793.24700808525,28350,-26080920.0,-241.99365,1.0,0.14683335,1.0,,50.0,720.67896,[-0.059  0.838 -3.735 -1.29 ],1.4457821e+23,1.0,119319.56,50.0,1,True,641344.25,10.0,50,-1.0
11613589,,-254.39305,10.0,,4757.609950049778,-2.941108e+20,284,83405280.0,4999.45,,105.93993,4757.61,2418.9114,4999.45,475.92,0.4189424,4757.61,83405280.0,52868.72895359993,28400,-2.941108e+20,-252.8769,2418.9114,1.2399914e-05,1.0,,0.020670455,988.3976,[ 2.215e-03  8.419e-01 -3.733e+00 -1.279e+00],2.0769412e+28,2418.9114,3.3640313,0.020670455,2,True,15.038892,10.0,50,-1.0
11637865,9.98138,-239.23424,10.0,,4853.775956557119,-3.0340016e+23,285,24109118.0,4999.4893,,1174160900.0,4853.776,1.0,4989.508,485.52,0.4189424,4843.7944,587280000000000.0,52947.562136650085,28450,-26149996.0,-239.23424,1.0,0.07271218,1.0,,50.0,741.6047,[ 2.215e-03  8.419e-01 -3.733e+00 -1.279e+00],2.210143e+34,1.0,23499308.0,50.0,1,True,164380240.0,10.0,50,-1.0
11662865,4998.883,-256.6492,10.0,,4999.26301824855,-2.2323409e+21,285,134126856.0,4999.465,,220.52844,4999.263,8057.944,0.58203125,500.0,0.4189424,0.38018554,134126856.0,53018.50225353241,28500,-2.2323409e+21,-250.1716,8057.944,1.8733195e-08,1.0,,0.006205057,0.11292844,[ 0.083  0.773 -3.722 -1.344],1.1965153e+30,8057.944,5.366719,0.006205057,2,True,31.025406,10.0,50,-1.0
11687247,,-254.34692,10.0,,4875.279823167981,-110831895000.0,286,24281632.0,4999.519,,91.62184,4875.28,1.0,4999.519,487.64,0.4189424,4875.28,217950190.0,53071.22819399834,28550,-26322534.0,-254.34692,1.0,0.01412475,1.0,,50.0,716.4352,[ 0.083  0.773 -3.722 -1.344],2937636900.0,1.0,9.149687,50.0,1,True,14.8235235,10.0,50,-1.0
11712100,3519.6333,-249.03694,10.0,,4969.704258646414,-inf,286,135139840.0,4999.5303,,109.881424,4969.704,2.8634944e+26,1479.897,497.06,0.4189424,1450.0709,135139840.0,53132.55127573013,28600,-inf,-235.34752,2.8634944e+26,,1.0,,1.7461183e-25,207.15303,[-0.03   0.814 -3.757 -1.346],inf,2.8634944e+26,5.4073377,1.7461183e-25,2,True,20.719574,10.0,50,-1.0
11736245,,-253.94223,10.0,,4827.73628367149,-9.0553353e+18,287,23937990.0,4999.5986,,600.66705,4827.7363,1.0,4999.5986,482.9,0.4189424,4827.7363,644346560.0,53177.176689863205,28650,-25978956.0,-253.94223,1.0,0.34125194,1.0,,50.0,794.3252,[-0.03   0.814 -3.757 -1.346],1.9686102e+25,1.0,25.879116,50.0,1,True,87.66315,10.0,50,-1.0
11759409,2369.6987,-237.57352,10.0,,4628.231664267004,-2.384454e+24,287,44632580.0,4999.554,,41.20656,4628.2314,138146.8,2629.8555,463.28,0.4189424,2258.533,44632580.0,53228.76335263252,28700,-2.384454e+24,-236.59932,138146.8,4.4922444e-10,1.0,,0.00036193384,589.35,[-0.08   0.785 -3.759 -1.371],1.3650356e+36,138146.8,1.787147,0.00036193384,2,True,6.7075133,10.0,50,-1.0
11781563,9.983507,-248.15895,10.0,,4425.233205963611,-8.938113e+17,288,20390374.0,4999.5215,,3663025.5,4425.233,1.0,4989.538,443.08,0.4189424,4415.25,3030503000000.0,53290.34000492096,28750,-22431272.0,-248.15895,1.0,0.5169125,1.0,,50.0,898.7126,[-0.08   0.785 -3.759 -1.371],1.9180779e+23,1.0,125179.29,50.0,1,True,567953.0,10.0,50,-1.0
11800524,1849.7695,-252.12624,10.0,,3783.9978852055356,-inf,288,7375376.0,4999.585,,7.0270576,3783.9978,740690.94,3149.8154,379.22,0.4189424,1934.2283,7375376.0,53344.85029411316,28800,-inf,-235.73016,740690.94,5.7352516e-15,1.0,,6.750454e-05,965.01105,[-0.116  0.706 -3.772 -1.459],inf,740690.94,0.29871815,6.750454e-05,2,True,1.2142867,10.0,50,-1.0
11818684,1669.8849,-252.31374,10.0,,3624.220347746157,-229485400000.0,289,14295011.0,4999.5996,,1008.1715,3624.2202,1.0,3329.7148,363.2,0.4189424,1954.3354,934167550.0,53398.31589603424,28850,-16335965.0,-252.31374,1.0,0.020483768,1.0,,50.0,1077.0509,[-0.116  0.706 -3.772 -1.459],12540576000.0,1.0,110.019035,50.0,1,True,213.08444,10.0,50,-1.0
11841331,2669.8022,-242.6361,10.0,,4524.72717514672,-inf,289,1026202400.0,4999.5923,,7172.5835,4524.727,770845.75,2329.79,452.94,0.4189424,1854.925,1026202400.0,53452.11869430542,28900,-inf,-239.4812,770845.75,3.4862576e-15,1.0,,6.486382e-05,741.5435,[-0.063  0.695 -3.773 -1.492],inf,770845.75,143.61992,6.486382e-05,2,True,1004.1378,10.0,50,-1.0
11863359,,-235.36647,10.0,,4400.747249461576,-1.1696954e+20,290,20214884.0,4999.617,,343591.12,4400.747,1.0,4999.617,440.56,0.4189424,4400.747,230463490000.0,53507.838730335236,28950,-22255860.0,-235.36647,1.0,0.08013702,1.0,,50.0,921.0362,[-0.063  0.695 -3.773 -1.492],3.2846553e+27,1.0,19318.355,50.0,1,True,58991.773,10.0,50,-1.0
11887860,,-251.20506,10.0,,4899.478386864429,-8.6563555e+18,290,31667872.0,4999.6025,,56.29691,4899.4785,705.924,4999.6025,490.02,0.4189424,4899.4785,31667872.0,53560.02083778381,29000,-8.6563555e+18,-250.08987,705.924,0.0018273267,1.0,,0.07082915,699.92554,[-2.357e-03  6.972e-01 -3.775e+00 -1.504e+00],1.7989515e+25,705.924,1.2858765,0.07082915,2,True,7.8628864,10.0,50,-1.0
11912860,4999.24,-247.50395,10.0,,4999.467280145464,-162238890000.0,291,24994672.0,4999.591,,6082.0938,4999.4673,1.0,0.35058594,500.0,0.4189424,0.22702149,6534480000.0,53620.220640420914,29050,-27035632.0,-247.50395,1.0,0.035463054,1.0,,50.0,0.07838108,[-2.357e-03  6.972e-01 -3.775e+00 -1.504e+00],5820432000.0,1.0,261.4448,50.0,1,True,921.8669,10.0,50,-1.0
11937860,4999.2715,-267.17175,10.0,,4999.460108688322,-1.8356787e+16,291,2267733200.0,4999.6357,,3499.0537,4999.46,917.83795,0.3642578,500.0,0.4189424,0.18863282,2267733200.0,53691.24141025543,29100,-1.8356787e+16,-267.5004,917.83795,1.7574536e-07,1.0,,0.054475848,0.08616005,[ 0.014  0.576 -3.79  -1.526],8.089674e+19,917.83795,90.732086,0.054475848,2,True,504.06226,10.0,50,-1.0
11962362,9.980079,-238.49971,10.0,,4899.721967498242,-7.663714e+17,292,24495224.0,4999.621,,16748505.0,4899.7217,1.0,4989.641,490.04,0.4189424,4889.7417,8372901000000.0,53764.13642883301,29150,-26536208.0,-238.49971,1.0,0.16638905,1.0,,50.0,698.53455,[ 0.014  0.576 -3.79  -1.526],1.4099769e+23,1.0,334978.8,50.0,1,True,2344789.5,10.0,50,-1.0
11987362,4999.169,-246.79839,10.0,,4999.47246941723,-3403903000000.0,292,62327280.0,4999.6064,,59.09416,4999.4727,9.038703,0.4375,500.0,0.4189424,0.30350587,60889696.0,53849.812235593796,29200,-3520907200000.0,-245.46219,9.038703,0.01781943,1.0,,5.5317674,0.09495234,[ 0.076  0.57  -3.788 -1.529],2781550000000.0,9.038703,2.436101,5.5317674,2,True,8.543071,10.0,50,-1.0
12012362,4999.209,-248.40088,10.0,,4999.475562905561,-10990527000000.0,293,24994756.0,4999.6216,,13845.784,4999.475,1.0,0.41259766,500.0,0.4189424,0.26657227,24327434000.0,53936.69966554642,29250,-27035740.0,-248.40088,1.0,0.13797505,1.0,,50.0,0.09313235,[ 0.076  0.57  -3.785 -1.524],28870550000000.0,1.0,973.3195,50.0,1,True,2856.653,10.0,50,-1.0
12037362,4999.3057,-254.85649,10.0,,4999.531268238933,-1.524681e+19,293,108803280.0,4999.6787,,114.621826,4999.5312,6444.881,0.37304688,500.0,0.4189424,0.22566406,108803280.0,54025.808631420135,29300,-1.524681e+19,-250.44107,6444.881,5.6374605e-10,1.0,,0.0077580954,0.08449619,[ 0.061  0.481 -3.791 -1.61 ],5.580599e+25,6444.881,4.353012,0.0077580954,2,True,20.675684,10.0,50,-1.0
12061863,,-254.02933,10.0,,4899.5427908415095,-1098725000000.0,294,24495426.0,4999.6562,,9252.883,4899.5425,1.0,4999.6562,490.02,0.4189424,4899.5425,15256462000.0,54114.6454167366,29350,-26536438.0,-254.02933,1.0,0.035261247,1.0,,50.0,699.9347,[ 0.061  0.481 -3.791 -1.61 ],281814500000.0,1.0,610.4119,50.0,1,True,1696.9054,10.0,50,-1.0
12086863,4999.3203,-260.23273,10.0,,4999.5300880098275,-9.749712e+18,294,79375120.0,4999.6753,,67.535034,4999.53,6403.853,0.35498047,500.0,0.4189424,0.20977539,79375120.0,54197.66773605347,29400,-9.749712e+18,-256.8336,6403.853,2.1851325e-09,1.0,,0.0078077996,0.08103418,[ 0.07   0.389 -3.805 -1.694],2.2819575e+25,6403.853,3.1756124,0.0078077996,2,True,13.003006,10.0,50,-1.0
12111863,4999.343,-234.47818,10.0,,4999.530511673878,-1.3837869e+18,295,24995306.0,4999.684,,51809916.0,4999.53,1.0,0.3413086,500.0,0.4189424,0.1877246,27213154000000.0,54284.85084223747,29450,-27036340.0,-234.47818,1.0,0.1451537,1.0,,50.0,0.087918155,[ 0.07   0.389 -3.805 -1.694],4.5966606e+23,1.0,1088682.4,50.0,1,True,7252999.5,10.0,50,-1.0
12136863,4999.1367,-261.43585,10.0,,4999.427495819676,-1.5022662e+18,295,42261630.0,4999.633,,35.169548,4999.4277,570.6915,0.49609375,500.0,0.4189424,0.29077148,42261630.0,54389.02932238579,29500,-1.5022662e+18,-255.0814,570.6915,7.8150657e-07,1.0,,0.08761301,0.12215132,[ 0.192  0.408 -3.796 -1.706],5.4179197e+23,570.6915,1.6907578,0.08761301,2,True,6.460503,10.0,50,-1.0
12161863,4999.097,-247.24982,10.0,,4999.400884514421,-326123650000.0,296,24994010.0,4999.643,,2099.8635,4999.401,1.0,0.54589844,500.0,0.4189424,0.30370116,1656330000.0,54498.52836728096,29550,-27035010.0,-247.24982,1.0,0.05400873,1.0,,50.0,0.12568559,[ 0.192  0.408 -3.796 -1.706],25274190000.0,1.0,66.26938,50.0,1,True,298.9021,10.0,50,-1.0
12186863,4998.5986,-251.94057,10.0,,4999.181862454523,-6.5611355e+18,296,22067904.0,4999.5947,,17.780142,4999.1816,1923.744,0.99609375,500.0,0.4189424,0.58325195,22067904.0,54595.70983695984,29600,-6.5611355e+18,-248.75124,1923.744,3.3876365e-12,1.0,,0.025990983,0.24640222,[ 0.306  0.378 -3.787 -1.746],1.033499e+25,1923.744,0.88289994,0.025990983,2,True,2.9774024,10.0,50,-1.0
12210942,,-264.6623,10.0,,4814.642758843995,-791989100000.0,297,24004352.0,4999.519,,67939.52,4814.6426,1.0,4999.519,481.58,0.4189424,4814.6426,39773280000.0,54681.78044986725,29650,-26045250.0,-264.6623,1.0,0.026575193,1.0,,50.0,907.5071,[ 0.306  0.378 -3.787 -1.746],135851155000.0,1.0,1592.1501,50.0,1,True,9501.361,10.0,50,-1.0
12235942,4998.8037,-243.97624,10.0,,4999.294307197128,-2.8100997e+17,297,524104100.0,4999.6387,,1037.9229,4999.2944,1559.4984,0.83496094,500.0,0.4189424,0.49057618,524104100.0,54775.1227812767,29700,-2.8100997e+17,-238.42484,1559.4984,1.0235953e-11,1.0,,0.03206159,0.17700568,[ 0.262  0.419 -3.796 -1.637],1.8957466e+22,1559.4984,20.974155,0.03206159,2,True,145.2797,10.0,50,-1.0
12260942,4998.951,-252.81229,10.0,,4999.31915393801,-53552054000.0,298,24993190.0,4999.6416,,393.55457,4999.3193,1.0,0.6904297,500.0,0.4189424,0.3679297,702823900.0,54877.60069704056,29750,-27034190.0,-252.81229,1.0,0.031681374,1.0,,50.0,0.14361712,[ 0.262  0.419 -3.796 -1.637],670522000.0,1.0,28.121101,50.0,1,True,61.18187,10.0,50,-1.0
12285480,2529.4236,-246.30113,10.0,,4906.454421107453,-1.762859e+24,298,467980900.0,4999.5938,,6030960600.0,4906.4546,122.40561,2470.1702,490.76,0.4189424,2377.0308,3996851700000000.0,54982.82569527626,29800,-858276700000000.0,-240.63722,122.40561,3048.4846,1.0,,0.40847805,455.57907,[ 0.372  0.479 -3.785 -1.635],7.460837e+35,122.4056,159943300.0,0.40847802,2,True,856261100.0,10.0,50,-1.0
12309219,,-243.91147,10.0,,4746.3833630472145,-2.5547566e+20,299,23602390.0,4999.6104,,13321732.0,4746.3833,1.0,4999.6104,474.78,0.4189424,4746.3833,7392061000000.0,55081.919046640396,29850,-25643360.0,-243.91147,1.0,0.025023052,1.0,,50.0,1036.4542,[ 0.263  0.275 -3.812 -1.727],1.5669158e+28,1.0,308365.5,50.0,1,True,1865915.6,10.0,50,-1.0
12334219,4999.0454,-242.15167,10.0,,4999.449094404469,-2.3783533e+24,299,21935838.0,4999.655,,24.419292,4999.449,54606.1,0.609375,500.0,0.4189424,0.40366212,21935838.0,55177.39980530739,29900,-2.3783533e+24,-239.54117,54606.1,1.007067e-07,1.0,,0.0009156486,0.13775007,[ 0.163  0.337 -3.818 -1.686],1.3579503e+36,54606.1,0.877637,0.0009156486,2,True,3.7655797,10.0,50,-1.0
12358721,9.982204,-237.8847,10.0,,4899.667994095708,-77397160000.0,300,24494684.0,4999.6475,,553.58,4899.668,1.0,4989.665,490.04,0.4189424,4889.686,1203497500.0,55218.59177446365,29950,-26535688.0,-237.8847,1.0,0.15090832,1.0,,50.0,698.5265,[ 0.163  0.337 -3.818 -1.686],1393707300.0,1.0,48.179565,50.0,1,True,100.461914,10.0,50,-1.0
12383721,4999.35,-253.20097,10.0,,4999.52437698439,-1.9417655e+20,300,39874630.0,4999.6685,,68.84183,4999.524,3908.4624,0.31835938,500.0,0.4189424,0.1743457,39874630.0,55279.72418117523,30000,-1.9417655e+20,-246.52728,3908.4624,3.2031225e-10,1.0,,0.012792755,0.081578076,[ 0.08   0.338 -3.831 -1.593],9.0514885e+27,3908.4624,1.5953556,0.012792755,2,True,9.625691,10.0,50,-1.0
12408721,4999.3057,-249.92728,10.0,,4999.518103656437,-2.0026435e+18,301,24995180.0,4999.6787,,21336846.0,4999.518,1.0,0.37304688,500.0,0.4189424,0.21245117,10725644000000.0,55354.918763399124,30050,-27036210.0,-249.92728,1.0,0.05690722,1.0,,50.0,0.08392221,[ 0.08   0.338 -3.831 -1.593],9.627765e+23,1.0,429122.84,50.0,1,True,2986854.0,10.0,50,-1.0
12432725,9.981117,-262.42126,10.0,,4799.845980001925,-3.1096918e+16,301,55907070.0,4999.6113,,57.97417,4799.8457,254.69313,4989.6304,480.08,0.4189424,4789.865,49696930.0,55414.7340157032,30100,-6339547000000000.0,-260.70013,254.69313,2.5804405e-07,1.0,,0.19631468,977.72687,[ 0.188  0.388 -3.829 -1.63 ],2.3215657e+20,254.69313,2.0214736,0.19631468,2,True,8.327119,10.0,50,-1.0
12456998,9.982782,-241.33853,10.0,,4853.595072528468,-273643210000.0,302,24139840.0,4999.6445,,3597.0388,4853.595,1.0,4989.6616,485.46,0.4189424,4843.6123,2559293200.0,55495.636375665665,30150,-26180840.0,-241.33853,1.0,0.00021986752,1.0,,50.0,763.18713,[ 0.198  0.341 -3.809 -1.567],17641773000.0,1.0,102.41499,50.0,1,True,518.7486,10.0,50,-1.0
12481998,4998.2295,-239.10306,10.0,,4999.157692372211,-inf,302,1731672200.0,4999.573,,2187.114,4999.1577,376259.16,1.34375,500.0,0.4189424,0.9281836,1731672200.0,55589.86964225769,30200,-inf,-231.95987,376259.16,2.7909917e-09,1.0,,0.00013288713,0.28205448,[ 0.31   0.292 -3.8   -1.542],inf,376259.16,69.27996,0.00013288713,2,True,347.89197,10.0,50,-1.0
12506360,1679.5168,-252.28949,10.0,,4871.164395922207,-144962650000000.0,303,24121978.0,4999.544,,18810.936,4871.1646,1.0,3320.027,487.24,0.4189424,3191.6475,19318436000.0,55675.915014505386,30250,-26162898.0,-252.28949,1.0,0.19774874,1.0,,50.0,627.48444,[ 0.31   0.292 -3.8   -1.542],5043897000000000.0,1.0,775.6845,50.0,1,True,3143.124,10.0,50,-1.0
12531360,4998.6577,-249.28604,10.0,,4999.342716058816,-5.918272e+22,303,89668080.0,4999.5586,,64.85274,4999.3423,24996.223,0.9008789,500.0,0.4189424,0.6850098,89668080.0,55770.293015003204,30300,-5.918272e+22,-241.55193,24996.223,4.8361553e-12,1.0,,0.0020003023,0.14291899,[ 0.198  0.285 -3.837 -1.583],8.409196e+32,24996.223,3.588161,0.0020003023,2,True,11.964528,10.0,50,-1.0
12556360,4998.968,-256.23724,10.0,,4999.398893121828,-1.2406075e+16,304,24993990.0,4999.6387,,774779.1,4999.399,1.0,0.67089844,500.0,0.4189424,0.43112305,499146950000.0,55857.60109615326,30350,-27034988.0,-256.23724,1.0,0.25606993,1.0,,50.0,0.14033188,[ 0.198  0.285 -3.837 -1.583],3.694628e+19,1.0,19971.357,50.0,1,True,109058.195,10.0,50,-1.0
12581360,4999.1367,-248.4725,10.0,,4999.436946522568,-6.7036227e+21,304,4507814.0,4999.582,,4.008787,4999.437,17439.912,0.4453125,500.0,0.4189424,0.30021486,4507814.0,55928.650486946106,30400,-6.7036227e+21,-243.46744,17439.912,1.1908388e-11,1.0,,0.002866987,0.11281352,[ 0.17   0.394 -3.842 -1.529],1.0788861e+31,17439.912,0.18034716,0.002866987,2,True,0.6946162,10.0,50,-1.0
12606360,4999.208,-256.19812,10.0,,4999.4450689584855,-8364685000000.0,305,24994450.0,4999.613,,358583.53,4999.445,1.0,0.40478516,500.0,0.4189424,0.23703125,201993030000.0,55999.688532829285,30450,-27035428.0,-256.19812,1.0,0.0035600883,1.0,,50.0,0.10087115,[ 0.17   0.394 -3.842 -1.529],15996044000000.0,1.0,8082.076,50.0,1,True,50123.617,10.0,50,-1.0
12631360,4999.1406,-267.59308,10.0,,4999.416226788103,-6.780658e+20,305,3443618.8,4999.5903,,2.7932944,4999.416,18979.82,0.44970703,500.0,0.4189424,0.2755371,3443618.8,56077.20091295242,30500,-6.780658e+20,-263.21094,18979.82,1.3432708e-10,1.0,,0.002634377,0.10502122,[ 0.174  0.477 -3.831 -1.435],1.1038175e+29,18979.82,0.13778023,0.002634377,2,True,0.4669651,10.0,50,-1.0
12656360,4999.0674,-245.45055,10.0,,4999.428709829824,-67909886000.0,306,24994290.0,4999.5835,,1550.1389,4999.4287,1.0,0.5161133,500.0,0.4189424,0.3613379,1094831400.0,56157.37517571449,30550,-27035246.0,-245.45055,1.0,0.13418378,1.0,,50.0,0.109587826,[ 0.174  0.477 -3.831 -1.435],1071777400.0,1.0,43.80784,50.0,1,True,217.07158,10.0,50,-1.0
