TimestepsSoFar,InitialReturnMin,MinTargetPdf,ReturnStepMax,StdWReturnMean,EpRewMean,Bound,Iteration,WReturnMean,InitialReturnMax,OptimizationReturnMin,MaxIW,InitialReturnMean,EmpiricalD2Arithmetic,OptimizationReturnMax,EpLenMean,MeanEntropy,OptimizationReturnMean,ReturnMeanIW,TimeElapsed,EpisodesSoFar,InitialBound,MinBehavPdf,MeanD2-0,MinIW,Epsilon,LearnableVariance,ESSRenyiHarmonic,InitialReturnStd,Weights,DivergenceHarmonic,EmpiricalD2Harmonic,MeanIW,ESSRenyiArithmetic,Inner Iteration,Penalization,StdIW,ReturnStepMaxmin,EpThisIter,VarianceInitializer
249668,9.980075,-182.26872,10.0,,1862.1240441757138,-829072540000.0,33,4604985.0,4458.993,,6561.827,1862.124,1.0,4449.013,187.26,0.4189424,1852.1439,742918200.0,1170.8914861679077,3250,-6228410.5,-182.26872,1.0,0.20259891,1.0,,50.0,1066.5265,[-0.129  0.569 -2.138 -1.214],260345700000.0,1.0,257.8587,50.0,1,True,950.91266,10.0,50,-1.0
262138,,-244.0699,10.0,,2484.4953384215255,-inf,33,77228400.0,4998.9873,,181.64548,2484.495,1855108.8,4998.9873,249.4,0.4189424,2484.495,77228400.0,1249.3497414588928,3300,-inf,-238.68341,1855108.8,1.3993117e-13,1.0,,2.6952597e-05,1624.1382,[-0.068  0.57  -2.14  -1.223],inf,1855108.8,4.852385,2.6952597e-05,2,True,26.062849,10.0,50,-1.0
278708,19.966103,-215.9159,10.0,,3304.7090360887028,-53380720000000.0,34,12688120.0,4999.1323,,10600.554,3304.709,1.0,4979.166,331.4,0.4189424,3284.743,8524022300.0,1340.4984476566315,3350,-14728689.0,-215.9159,1.0,0.23296942,1.0,,50.0,1329.292,[-0.068  0.57  -2.14  -1.223],684136600000000.0,1.0,738.73456,50.0,1,True,2266.7866,10.0,50,-1.0
295926,29.950895,-232.32343,10.0,,3435.7825613812433,-2.1863983e+21,34,5203320.0,4999.299,,397.02573,3435.7825,16174.115,4969.348,344.36,0.4189424,3405.8318,5203320.0,1423.102157831192,3400,-2.1863983e+21,-223.25475,16174.115,1.9517781e-12,1.0,,0.003091359,1535.5265,[-0.052  0.523 -2.176 -1.332],1.1479248e+30,16174.116,8.886814,0.0030913593,2,True,55.661945,10.0,50,-1.0
313811,9.979806,-226.22598,10.0,,3567.909514861076,-2.264903e+23,35,14924047.0,4999.1084,,158936.06,3567.9094,1.0,4989.1284,357.7,0.4189424,3557.9294,105404810000.0,1511.074021577835,3450,-16964600.0,-226.22598,1.0,0.12730657,1.0,,50.0,1481.2391,[-0.052  0.523 -2.176 -1.332],1.232027e+34,1.0,7821.284,50.0,1,True,24156.734,10.0,50,-1.0
330429,9.980937,-234.27379,10.0,,3316.6825868592864,-2.177842e+17,35,3063400.2,4999.413,,2.0050082,3316.6821,343.83618,4989.432,332.36,0.4189424,3306.702,3063400.2,1592.7629537582397,3500,-2.177842e+17,-233.68745,343.83618,0.001544079,1.0,,0.1454181,1849.9484,[ 0.01   0.532 -2.175 -1.336],1.1388536e+22,343.83618,0.24012786,0.1454181,2,True,0.344716,10.0,50,-1.0
349192,189.85156,-231.60837,10.0,,3747.2326557669667,-9.0002405e+16,36,17055498.0,4999.3286,,24.006248,3747.2324,1.0,4809.477,375.26,0.4189424,3557.3813,103900584.0,1662.1979236602783,3550,-19096232.0,-231.60837,1.0,0.20146444,1.0,,50.0,1736.0142,[ 0.01   0.532 -2.175 -1.336],1.9451484e+21,1.0,5.430533,50.0,1,True,5.311113,10.0,50,-1.0
369324,229.8129,-234.52417,10.0,,4019.4524536051467,-inf,36,59346304.0,4999.3022,,56.247112,4019.453,1070449.8,4769.4893,402.64,0.4189424,3789.6394,59346304.0,1751.7750866413116,3600,-inf,-230.14932,1070449.8,1.6168309e-09,1.0,,4.6709338e-05,1348.4404,[-0.041  0.512 -2.189 -1.362],inf,1070449.8,4.360105,4.6709338e-05,2,True,11.553571,10.0,50,-1.0
388802,239.77895,-238.47572,10.0,,3888.949220625031,-7.1837614e+16,37,16830262.0,4999.3247,,16151.833,3888.9495,1.0,4759.546,389.56,0.4189424,3649.1704,23612266000.0,1842.9330656528473,3650,-18870994.0,-238.47572,1.0,0.09592024,1.0,,50.0,1306.2683,[-0.041  0.512 -2.189 -1.362],1.2392227e+21,1.0,1865.5658,50.0,1,True,3461.3948,10.0,50,-1.0
408863,229.81158,-251.17133,10.0,,4007.8258344545084,-4.569851e+16,37,5469770.0,4999.3223,,5.3257117,4007.826,182.16562,4769.5107,401.22,0.4189424,3778.0144,5469770.0,1934.561342716217,3700,-4.569851e+16,-249.31963,182.16562,0.00087217096,1.0,,0.2744755,1649.3146,[ 0.016  0.499 -2.198 -1.383],5.0147663e+20,182.16562,0.2870056,0.2744755,2,True,0.7950471,10.0,50,-1.0
427590,19.96849,-226.71262,10.0,,3739.640833486724,-180860270000000.0,38,16721204.0,4999.1553,,24415.324,3739.6409,1.0,4979.187,374.54,0.4189424,3719.6726,30097656000.0,2027.9405975341797,3750,-18761794.0,-226.71262,1.0,0.06864112,1.0,,50.0,1654.1738,[ 0.016  0.499 -2.198 -1.383],7853197400000000.0,1.0,1216.4745,50.0,1,True,4070.8088,10.0,50,-1.0
442519,239.84737,-227.63318,10.0,,2978.1067134341884,-4.4208518e+18,38,312374980.0,4999.172,,606.4506,2978.107,3136.2087,4759.3247,298.58,0.4189424,2738.2593,312374980.0,2087.1575870513916,3800,-4.4208518e+18,-230.01549,3136.2087,1.3056258e-06,1.0,,0.015942816,1705.7928,[ 0.068  0.542 -2.26  -1.298],4.6936527e+24,3136.2087,13.707941,0.015942816,2,True,85.13037,10.0,50,-1.0
458033,29.953941,-234.8809,10.0,,3095.706104009215,-7433269300000000.0,39,13289221.0,4999.261,,128985.61,3095.706,1.0,4969.307,310.28,0.4189424,3065.7522,118704990000.0,2162.93633890152,3850,-15329892.0,-234.8809,1.0,0.24181406,1.0,,50.0,1925.0519,[ 0.068  0.542 -2.26  -1.298],1.3268257e+19,1.0,5555.2695,50.0,1,True,22989.342,10.0,50,-1.0
479191,309.83194,-279.79962,10.0,,4227.902693476957,-inf,39,4625396.0,4999.361,,32.649338,4227.903,5.8900743e+16,4689.529,423.16,0.4189424,3918.071,4625396.0,2256.549880504608,3900,-inf,-258.87833,5.8900743e+16,1.8404064e-28,1.0,,8.488857e-16,1397.1548,[ 2.096e-04  4.684e-01 -2.302e+00 -1.361e+00],inf,5.8900743e+16,0.87035596,8.488857e-16,2,True,4.610193,10.0,50,-1.0
501294,209.81335,-260.31393,10.0,,4416.610743895881,-69579760000.0,40,21041232.0,4999.408,,12.272799,4416.611,1.0,4789.5947,442.06,0.4189424,4206.7974,56101076.0,2345.990176677704,3950,-23082038.0,-260.31393,1.0,0.092988946,1.0,,50.0,1238.863,[ 2.096e-04  4.684e-01 -2.302e+00 -1.361e+00],1160598700.0,1.0,2.5918381,50.0,1,True,2.0538332,10.0,50,-1.0
521724,659.661,-248.13553,10.0,,4080.1654616093374,-175675020000000.0,40,31332196.0,4999.461,,16.84572,4080.1655,58.753075,4339.8,408.6,0.4189424,3420.5046,31358930.0,2438.502491235733,4000,-176632220000000.0,-248.42117,58.753075,1.9254658e-05,1.0,,0.85101926,1264.4279,[-0.03   0.461 -2.302 -1.359],7410004000000000.0,58.753075,1.4783676,0.85101926,2,True,2.7228642,10.0,50,-1.0
541248,,-238.00052,10.0,,3898.6039660934825,-1.6837134e+18,41,16911816.0,4999.493,,1732325.0,3898.604,1.0,4999.493,390.48,0.4189424,3898.604,479408100000.0,2524.0000324249268,4050,-18952686.0,-238.00052,1.0,0.1440285,1.0,,50.0,1308.7031,[-0.03   0.461 -2.302 -1.36 ],6.806493e+23,1.0,68209.76,50.0,1,True,254145.58,10.0,50,-1.0
561164,9.980021,-241.23523,10.0,,3978.0677356485294,-9.241721e+22,41,23516008.0,4999.2417,,23.08236,3978.0679,14290.99,4989.2617,398.32,0.4189424,3968.088,23516008.0,2606.161311149597,4100,-9.241721e+22,-237.77826,14290.99,0.0009938339,1.0,,0.003498708,1593.6687,[ 0.027  0.485 -2.3   -1.353],2.0510692e+33,14290.99,0.99351525,0.003498708,2,True,3.4664237,10.0,50,-1.0
583172,479.84467,-266.33868,10.0,,4398.551050552744,-1.3506804e+17,42,21144166.0,4999.2056,,1026916.8,4398.5513,1.0,4519.361,440.16,0.4189424,3918.7063,776506640000.0,2701.8734624385834,4150,-23184806.0,-266.33868,1.0,0.29649386,1.0,,50.0,1340.4905,[ 0.027  0.485 -2.3   -1.353],4.381143e+21,1.0,31113.857,50.0,1,True,152636.89,10.0,50,-1.0
606029,249.78131,-252.93874,10.0,,4569.215016642966,-inf,42,4545013.0,4999.384,,8.656528,4569.215,16801542.0,4749.6025,457.14,0.4189424,4319.4336,4545013.0,2817.518872499466,4200,-inf,-252.31325,16801542.0,2.3566816e-14,1.0,,2.9759174e-06,1283.7542,[ 0.035  0.363 -2.319 -1.371],inf,16801542.0,0.37347472,2.9759174e-06,2,True,1.3673388,10.0,50,-1.0
629431,259.8068,-252.43896,10.0,,4678.2195939602125,-2.2037124e+22,43,22996768.0,4999.44,,7204541.5,4678.219,1.0,4739.6333,468.04,0.4189424,4418.4126,3922984700000.0,2936.5513548851013,4250,-25037602.0,-252.43896,1.0,0.5271882,1.0,,50.0,1054.054,[ 0.035  0.363 -2.319 -1.371],1.1660458e+32,1.0,173539.3,50.0,1,True,1014237.94,10.0,50,-1.0
644963,939.8356,-228.44487,10.0,,3097.933662725356,-inf,43,74154.72,4999.563,,0.05490781,3097.9338,3.3120784e+18,4059.7275,310.64,0.4189424,2158.0981,74154.72,3046.866217851639,4300,-inf,-225.27182,3.3120784e+18,8.034355e-19,1.0,,1.5096261e-17,1318.0593,[-0.028  0.26  -2.327 -1.403],inf,3.3120784e+18,0.002967147,1.5096261e-17,2,True,0.011395075,10.0,50,-1.0
660214,1059.6978,-232.18576,10.0,,3041.1304025304703,-1.2092066e+22,44,10886997.0,4999.3726,,38011.89,3041.1304,1.0,3939.6748,305.02,0.4189424,1981.4326,32115012000.0,3126.39892411232,4350,-12927758.0,-232.18576,1.0,0.03757437,1.0,,50.0,1280.0477,[-0.028  0.26  -2.327 -1.403],3.5109952e+31,1.0,3588.183,50.0,1,True,7323.0024,10.0,50,-1.0
684376,19.963295,-246.8152,10.0,,4830.712082722471,-inf,44,1046117.1,4999.4326,,0.969029,4830.7124,17033120.0,4979.469,483.24,0.4189424,4810.7485,1046117.1,3248.549761533737,4400,-inf,-245.14195,17033120.0,1.411972e-05,1.0,,2.9354576e-06,746.1691,[ 0.032  0.277 -2.327 -1.403],inf,17033120.0,0.06125527,2.9354576e-06,2,True,0.16292742,10.0,50,-1.0
706911,329.68787,-234.78549,10.0,,4504.4600528208975,-1.6752455e+22,45,21862790.0,4999.4077,,1297788.0,4504.4604,1.0,4669.7197,450.7,0.4189424,4174.772,1175111100000.0,3355.436318874359,4450,-23903596.0,-234.78549,1.0,0.020377772,1.0,,50.0,1254.0447,[ 0.032  0.277 -2.327 -1.403],6.738665e+31,1.0,47041.387,50.0,1,True,196143.7,10.0,50,-1.0
727413,509.73373,-256.7446,10.0,,4095.5807120640175,-inf,45,432582.4,4999.4414,,0.666652,4095.5806,3.8321313e+17,4489.7075,410.04,0.4189424,3585.8467,432582.4,3504.4224281311035,4500,-inf,-236.70967,3.8321313e+17,3.9000657e-28,1.0,,1.304757e-16,1415.069,[ 0.059  0.156 -2.319 -1.416],inf,3.8321313e+17,0.019781008,1.304757e-16,2,True,0.09656243,10.0,50,-1.0
748087,419.71906,-234.74327,10.0,,4130.4616970129855,-1.2465086e+16,46,19232068.0,4999.533,,450217.75,4130.4614,1.0,4579.814,413.48,0.4189424,3710.7424,280208540000.0,3620.5192935466766,4550,-21272972.0,-234.74327,1.0,0.12255663,1.0,,50.0,1473.5515,[ 0.059  0.156 -2.319 -1.416],3.730306e+19,1.0,12842.051,50.0,1,True,66777.37,10.0,50,-1.0
764684,49.9151,-238.17679,10.0,,3312.2657188446547,-inf,46,1336702800.0,4999.497,,1713.0743,3312.2656,2242241000000.0,4949.582,331.94,0.4189424,3262.3506,1336702800.0,3711.3694689273834,4600,-inf,-240.1022,2242241000000.0,2.1367582e-13,1.0,,2.229912e-11,1587.3271,[ 1.064e-03  1.748e-01 -2.329e+00 -1.428e+00],inf,2242241000000.0,57.397938,2.229912e-11,2,True,264.87418,10.0,50,-1.0
782250,499.80048,-242.4645,10.0,,3507.0897184987643,-1.6206543e+24,47,14849156.0,4999.573,,2361781.5,3507.0896,1.0,4499.773,351.32,0.4189424,3007.2893,1018196850000.0,3818.4258937835693,4650,-16890086.0,-242.4645,1.0,0.20995711,1.0,,50.0,1596.7087,[ 1.064e-03  1.748e-01 -2.329e+00 -1.428e+00],6.305801e+35,1.0,80460.64,50.0,1,True,353455.97,10.0,50,-1.0
800561,409.7248,-245.85153,10.0,,3656.8865684690522,-inf,47,4329555000.0,4999.4126,,17777.254,3656.8865,105407.08,4589.688,366.22,0.4189424,3247.1619,4329555000.0,3931.5658094882965,4700,-inf,-237.00468,105407.08,5.2582548e-12,1.0,,0.00047435146,1740.9156,[ 0.062  0.168 -2.332 -1.44 ],inf,105407.08,406.64944,0.00047435146,2,True,2493.694,10.0,50,-1.0
820861,9.981576,-245.03824,10.0,,4055.9557835396804,-4722005600000.0,48,19139792.0,4999.4766,,4467.9883,4055.956,1.0,4989.495,406.0,0.4189424,4045.974,3905440800.0,4052.7169713974,4750,-21180650.0,-245.03824,1.0,0.22902183,1.0,,50.0,1639.821,[ 0.062  0.168 -2.332 -1.44 ],5344750000000.0,1.0,162.83481,50.0,1,True,642.68243,10.0,50,-1.0
835930,459.81268,-230.95552,10.0,,3005.6556031094938,-1.658688e+21,48,122277090.0,4999.282,,216.35544,3005.6555,6786.727,4539.4697,301.38,0.4189424,2545.8428,122277090.0,4137.995962381363,4800,-1.658688e+21,-225.5381,6786.727,4.2842775e-08,1.0,,0.007367322,1626.6816,[ 0.061  0.11  -2.338 -1.463],6.606784e+29,6786.7266,6.009281,0.0073673213,2,True,31.206987,10.0,50,-1.0
849447,399.76508,-246.72601,10.0,,2695.2509667073364,-85710310000000.0,49,10131373.0,4999.543,,154380.25,2695.2512,1.0,4599.778,270.34,0.4189424,2295.4858,52243137000.0,4214.3030371665955,4850,-12172269.0,-246.72601,1.0,0.21511982,1.0,,50.0,1693.2203,[ 0.061  0.11  -2.338 -1.463],1761597000000000.0,1.0,3209.3618,50.0,1,True,21598.486,10.0,50,-1.0
871308,,-244.19241,10.0,,4368.6756068360155,-6.556391e+16,49,313962270.0,4999.492,,32186.521,4368.676,301.20993,4999.492,437.22,0.4189424,4368.676,17618495000.0,4322.277895689011,4900,-7044127000000000.0,-240.2527,301.20993,0.00068891305,1.0,,0.16599718,1446.2437,[ 0.048  0.17  -2.345 -1.471],1.032089e+21,301.20993,742.3515,0.16599718,2,True,4515.4683,10.0,50,-1.0
885179,359.74612,-243.69714,10.0,,2765.3152047923572,-406171200000000.0,50,10409339.0,4999.3354,,107.20181,2765.3154,1.0,4639.5894,277.42,0.4189424,2405.569,166998480.0,4380.010947465897,4950,-12450066.0,-243.69714,1.0,0.35208443,1.0,,50.0,1662.0383,[ 0.109  0.155 -2.346 -1.48 ],3.9615035e+16,1.0,17.00021,50.0,1,True,21.993347,10.0,50,-1.0
906953,9.983964,-253.51521,10.0,,4351.786216595166,-3.1910028e+23,50,1926405600.0,4999.509,,5024.721,4351.786,51106.406,4989.525,435.48,0.4189424,4341.8022,1926405600.0,4498.177574396133,5000,-3.1910028e+23,-250.99484,51106.406,1.1090586e-08,1.0,,0.0009783509,1480.8263,[ 0.056  0.179 -2.355 -1.499],2.4447605e+34,51106.406,160.18756,0.0009783509,2,True,805.06146,10.0,50,-1.0
929703,,-255.7692,10.0,,4547.580935084309,-1513588600000000.0,51,22253602.0,4999.4287,,12670.37,4547.581,1.0,4999.4287,455.0,0.4189424,4547.581,26641832000.0,4613.641183376312,5050,-24294424.0,-255.7692,1.0,0.10110889,1.0,,50.0,1254.2366,[ 0.056  0.179 -2.355 -1.499],5.500601e+17,1.0,1066.2888,50.0,1,True,2921.3066,10.0,50,-1.0
947396,379.81464,-239.14265,10.0,,3531.6910870271913,-1.5245863e+20,51,104638550000.0,4999.253,,192522.58,3531.6912,2368.5762,4619.4385,353.86,0.4189424,3151.8765,104638550000.0,4697.367218017578,5100,-1.5245863e+20,-236.95352,2368.5762,1.5555877e-06,1.0,,0.021109728,1594.7329,[ 0.116  0.192 -2.364 -1.498],5.5818077e+27,2368.5762,4187.2095,0.021109728,2,True,27003.27,10.0,50,-1.0
962339,329.78055,-223.76373,10.0,,2980.428168265972,-156029400000.0,52,11277138.0,4999.503,,425.3911,2980.4277,1.0,4669.722,298.86,0.4189424,2650.6475,231702300.0,4764.583073616028,5150,-13318005.0,-223.76373,1.0,0.14227667,1.0,,50.0,1547.3157,[ 0.116  0.192 -2.364 -1.498],5827818500.0,1.0,22.511135,50.0,1,True,60.36658,10.0,50,-1.0
986693,1369.5568,-267.3755,10.0,,4869.183501841666,-9.268936e+17,52,21721676.0,4999.537,,38.569653,4869.1836,1133.9548,3629.9805,487.08,0.4189424,3499.627,21721676.0,4858.82383275032,5200,-9.268936e+17,-263.18152,1133.9548,2.323082e-09,1.0,,0.044093467,591.35364,[ 0.06   0.219 -2.371 -1.5  ],2.0626798e+23,1133.9548,1.8160374,0.044093467,2,True,7.1212173,10.0,50,-1.0
1010038,489.7021,-254.05632,10.0,,4666.860632994824,-38915800000.0,53,22822672.0,4999.57,,420.01196,4666.861,1.0,4509.8677,466.9,0.4189424,4177.1587,868641100.0,4956.342355728149,5250,-24863612.0,-254.05632,1.0,0.10365439,1.0,,50.0,1021.31494,[ 0.06   0.219 -2.371 -1.5  ],347540320.0,1.0,36.409924,50.0,1,True,86.95993,10.0,50,-1.0
1034058,2409.7114,-240.626,10.0,,4802.207873859897,-inf,53,62519390.0,4999.498,,54.997826,4802.208,2201484.8,2589.7866,480.4,0.4189424,2392.4963,62519390.0,5049.452215909958,5300,-inf,-239.15579,2201484.8,9.618755e-13,1.0,,2.2711945e-05,624.7892,[ 0.018  0.264 -2.379 -1.496],inf,2201484.8,2.5141926,2.2711945e-05,2,True,10.57072,10.0,50,-1.0
1057921,439.66702,-227.06355,10.0,,4771.165135984581,-1.4943415e+20,54,23647512.0,4999.534,,1082.2043,4771.165,1.0,4559.867,477.26,0.4189424,4331.498,1799073300.0,5147.366029500961,5350,-25688424.0,-227.06355,1.0,0.023828756,1.0,,50.0,939.9445,[ 0.018  0.264 -2.379 -1.496],5.361333e+27,1.0,72.08047,50.0,1,True,184.72795,10.0,50,-1.0
1075790,1159.8386,-231.62749,10.0,,3566.4768140948395,-5.5190583e+21,54,115258070.0,4999.5537,,144.65256,3566.4768,8403.909,3839.715,357.38,0.4189424,2406.6382,115258070.0,5181.23230099678,5400,-5.5190583e+21,-234.11465,8403.909,2.0099557e-07,1.0,,0.0059496122,1307.2999,[-0.03   0.305 -2.378 -1.495],7.313012e+30,8403.909,4.6158314,0.0059496122,2,True,20.82436,10.0,50,-1.0
1091612,369.76688,-242.10649,10.0,,3155.8945839037024,-9.1226817e+21,55,12204418.0,4999.341,,66427.51,3155.8948,1.0,4629.5737,316.44,0.4189424,2786.128,36682494000.0,5234.821134090424,5450,-14245154.0,-242.10649,1.0,0.027187144,1.0,,50.0,1498.2479,[-0.03   0.305 -2.378 -1.495],1.9984133e+31,1.0,5736.587,50.0,1,True,11161.338,10.0,50,-1.0
1115242,,-268.17645,10.0,,4724.106309076342,-inf,55,111201736.0,4999.466,,238.3317,4724.1064,1078197800.0,4999.466,472.6,0.4189424,4724.1064,111201736.0,5318.901160478592,5500,-inf,-263.15115,1078197800.0,4.7886233e-06,1.0,,4.6373682e-08,1040.6515,[ 0.03   0.321 -2.377 -1.487],inf,1078197800.0,4.862367,4.6373682e-08,2,True,33.35369,10.0,50,-1.0
1138598,9.984303,-254.06572,10.0,,4669.585452677147,-1.6112927e+16,56,23198446.0,4999.5127,,97146.77,4669.5854,1.0,4989.5283,467.12,0.4189424,4659.601,111274960000.0,5392.362344264984,5550,-25239338.0,-254.06572,1.0,0.030677134,1.0,,50.0,1180.4303,[ 0.03   0.321 -2.377 -1.487],6.2333764e+19,1.0,4452.898,50.0,1,True,15540.607,10.0,50,-1.0
1162214,659.659,-254.86697,10.0,,4721.0358545060035,-inf,56,118426380.0,4999.4277,,146.64828,4721.036,24009828.0,4339.7686,472.32,0.4189424,4061.377,118426380.0,5469.867712497711,5600,-inf,-249.89388,24009828.0,6.665971e-13,1.0,,2.0824805e-06,934.40796,[ 0.077  0.252 -2.416 -1.571],inf,24009828.0,4.7384877,2.0824805e-06,2,True,23.171913,10.0,50,-1.0
1185664,399.7625,-248.84715,10.0,,4687.362088280361,-365877500000.0,57,22988186.0,4999.4106,,839.1004,4687.3623,1.0,4599.648,469.0,0.4189424,4287.5996,1106230500.0,5544.772340297699,5650,-25028996.0,-248.84715,1.0,0.01584361,1.0,,50.0,1008.37604,[ 0.077  0.252 -2.416 -1.571],31949005000.0,1.0,44.554955,50.0,1,True,137.22289,10.0,50,-1.0
1205907,29.94218,-246.57272,10.0,,4043.704532734837,-6.258897e+18,57,16730597.0,4999.3013,,37.573425,4043.7043,1819.0902,4969.359,404.86,0.4189424,4013.7622,16730597.0,5607.65523982048,5700,-6.258897e+18,-243.59003,1819.0902,4.780463e-07,1.0,,0.027486268,1474.51,[ 0.091  0.195 -2.42  -1.593],9.4069673e+24,1819.0901,1.5163789,0.027486267,2,True,5.69477,10.0,50,-1.0
1228698,1379.5973,-230.61205,10.0,,4555.037170809583,-1749292100000000.0,58,21821156.0,4999.385,,25267.342,4555.0376,1.0,3619.7876,455.82,0.4189424,3175.4397,21309546000.0,5678.9848692417145,5750,-23861942.0,-230.61205,1.0,0.044269376,1.0,,50.0,1035.7574,[ 0.091  0.195 -2.42  -1.593],7.3474926e+17,1.0,867.30347,50.0,1,True,4034.464,10.0,50,-1.0
1252165,,-240.72986,10.0,,4691.597550256617,-inf,58,7089417.5,4999.5244,,29.399162,4691.5977,1334967.6,4999.5244,469.34,0.4189424,4691.5977,7089417.5,5748.790995597839,5800,-inf,-239.0686,1334967.6,5.3300056e-13,1.0,,3.745409e-05,1023.4815,[ 0.035  0.22  -2.427 -1.582],inf,1334967.6,0.8778853,3.745409e-05,2,True,4.1624856,10.0,50,-1.0
1276167,,-243.44151,10.0,,4799.139336041957,-271909550000000.0,59,23991394.0,4999.5024,,228270.66,4799.139,1.0,4999.5024,480.04,0.4189424,4799.139,116189450000.0,5810.370249509811,5850,-26032278.0,-243.44151,1.0,0.15170716,1.0,,50.0,979.6202,[ 0.035  0.22  -2.427 -1.582],1.7736252e+16,1.0,4649.9053,50.0,1,True,31947.611,10.0,50,-1.0
1297293,449.6766,-245.73892,10.0,,4221.400037742062,-4.8978443e+22,59,12529136.0,4999.577,,6.6510544,4221.4,12492.521,4549.9004,422.52,0.4189424,3771.7231,12529136.0,5876.2948479652405,5900,-4.8978443e+22,-243.54427,12492.521,6.197399e-10,1.0,,0.0040023946,1397.1462,[ 0.079  0.177 -2.426 -1.595],5.7592785e+32,12492.521,0.51594484,0.0040023946,2,True,1.3190905,10.0,50,-1.0
1317461,,-247.944,10.0,,4029.0341335625326,-628987100000.0,60,18846658.0,4999.383,,6121.477,4029.0344,1.0,4999.383,403.36,0.4189424,4029.0344,4560580000.0,5940.382745742798,5950,-20887436.0,-247.944,1.0,0.04238547,1.0,,50.0,1616.6453,[ 0.079  0.177 -2.426 -1.595],93624254000.0,1.0,326.13666,50.0,1,True,1036.9486,10.0,50,-1.0
1341931,9.981098,-246.8285,10.0,,4892.734323108956,-2.0621816e+19,60,31688432.0,4999.6455,,52.67183,4892.735,1532.5199,4989.6646,489.4,0.4189424,4882.7534,31688432.0,6023.151482343674,6000,-2.0621816e+19,-241.1213,1532.5199,6.130019e-08,1.0,,0.032626007,699.06366,[ 0.039  0.221 -2.435 -1.577],1.0209118e+26,1532.5198,1.2866901,0.032626003,2,True,7.3988414,10.0,50,-1.0
1366432,,-239.95308,10.0,,4899.13887012275,-62548464000.0,61,24491388.0,4999.6084,,6191.84,4899.139,1.0,4999.6084,490.02,0.4189424,4899.139,4443257300.0,6113.666019916534,6050,-26532360.0,-239.95308,1.0,0.023125596,1.0,,50.0,699.877,[ 0.039  0.221 -2.435 -1.577],810545500.0,1.0,177.80273,50.0,1,True,873.9395,10.0,50,-1.0
1390083,319.74557,-247.7681,10.0,,4728.527667078866,-440759900000000.0,61,81125976.0,4999.575,,221.47939,4728.528,100.54629,4679.8296,473.02,0.4189424,4408.7827,171388460.0,6203.098969459534,6100,-265065010000000.0,-243.17021,100.54629,5.4859966e-06,1.0,,0.4972834,1057.1567,[ 0.068  0.269 -2.434 -1.551],4.6640446e+16,100.54629,6.8943477,0.4972834,2,True,31.77381,10.0,50,-1.0
1413299,489.62396,-244.4774,10.0,,4640.571829103997,-169265940000.0,62,22565450.0,4999.5044,,1097.5707,4640.572,1.0,4509.8804,464.32,0.4189424,4150.948,1495083100.0,6269.515988349915,6150,-24606334.0,-244.4774,1.0,0.062429827,1.0,,50.0,1015.1575,[ 0.086  0.256 -2.433 -1.552],6757973000.0,1.0,61.041183,50.0,1,True,199.4698,10.0,50,-1.0
1437836,359.79596,-241.90874,10.0,,4906.309874296113,-inf,62,101286840.0,4999.461,,92.19683,4906.3096,77389.53,4639.665,490.74,0.4189424,4546.514,101286840.0,6345.83199596405,6200,-inf,-234.75359,77389.53,7.0389963e-15,1.0,,0.0006460822,649.502,[ 0.041  0.298 -2.437 -1.542],inf,77389.53,4.1268187,0.0006460822,2,True,14.95377,10.0,50,-1.0
1462836,4998.7656,-247.31464,10.0,,4999.163796578478,-15911426000000.0,63,24991638.0,4999.5664,,684.49854,4999.1636,1.0,0.80078125,500.0,0.4189424,0.39818358,646682560.0,6411.612627983093,6250,-27032578.0,-247.31464,1.0,0.89508206,1.0,,50.0,0.20890744,[ 0.041  0.298 -2.437 -1.542],60777780000000.0,1.0,25.879011,50.0,1,True,96.579414,10.0,50,-1.0
1484498,979.9335,-234.75043,10.0,,4328.5687028917855,-inf,63,3330353700.0,4999.494,,6218.92,4328.5684,543830770000.0,4019.5605,433.24,0.4189424,3348.635,3330353700.0,6480.494631767273,6300,-inf,-239.1181,543830770000.0,1.25283455e-11,1.0,,9.1940365e-11,1111.7102,[-0.016  0.312 -2.444 -1.561],inf,543830770000.0,133.27039,9.1940365e-11,2,True,869.9895,10.0,50,-1.0
1505205,649.8672,-243.86418,10.0,,4135.8185130842685,-3.0612077e+19,64,18342394.0,4999.5854,,1593726.6,4135.819,1.0,4349.7183,414.14,0.4189424,3485.9517,779446450000.0,6553.783235788345,6350,-20383340.0,-243.86418,1.0,0.0821301,1.0,,50.0,1112.3854,[-0.016  0.312 -2.444 -1.561],2.2497845e+26,1.0,69627.15,50.0,1,True,245963.0,10.0,50,-1.0
1529121,,-259.44525,10.0,,4781.745571453362,-inf,64,12383034.0,4999.6064,,10.242422,4781.746,5149062.0,4999.6064,478.32,0.4189424,4781.746,12383034.0,6633.884800434113,6400,-inf,-254.49593,5149062.0,3.882788e-05,1.0,,9.710507e-06,910.164,[ 0.04   0.334 -2.445 -1.544],inf,5149062.0,0.5149474,9.710507e-06,2,True,1.538529,10.0,50,-1.0
