Weights,MeanIW,MeanD2-0,VarianceInitializer,InitialReturnStd,InitialBound,TimestepsSoFar,Epsilon,WReturnMean,MinIW,EpLenMean,ReturnMeanIW,EpThisIter,OptimizationReturnMean,Penalization,OptimizationReturnMin,LearnableVariance,OptimizationReturnMax,Bound,EmpiricalD2Arithmetic,EpisodesSoFar,Inner Iteration,MinTargetPdf,InitialReturnMin,MeanEntropy,Iteration,ReturnStepMax,StdWReturnMean,StdIW,DivergenceHarmonic,ESSRenyiArithmetic,ReturnStepMaxmin,EmpiricalD2Harmonic,MinBehavPdf,EpRewMean,InitialReturnMean,InitialReturnMax,MaxIW,TimeElapsed,ESSRenyiHarmonic
[-0.125  0.786 -3.148 -1.783],232553.94,1.0,-1.0,914.98425,-16129049.0,15436886,1.0,14088145.0,0.05508236,364.98,3574915400000.0,50,1350.4698,True,,,2709.8247,-6.3742524e+17,1.0,39450,1,-246.21,2289.7153,0.4189424,395,10.0,,1354001.0,9.754943e+22,50.0,10.0,1.0,-246.21,3640.1852920140677,3640.1853,4999.54,9658153.0,65416.622766017914,50.0
[-0.191  0.794 -3.161 -1.888],0.31038144,15647.624,-1.0,608.01,-1.8185683e+21,15449646,1.0,2103690.0,5.3462257e-09,255.2,2103690.0,50,1001.91705,True,,,2669.747,-1.8185683e+21,15647.624,39500,2,-193.37898,1539.8175,0.4189424,395,10.0,,1.9881405,1.5797993e+30,0.0031953733,10.0,15647.624,-189.64438,2541.734528443309,2541.7344,4209.5645,14.213252,65453.955213069916,0.0031953733
[-0.191  0.794 -3.161 -1.888],134.23756,1.0,-1.0,908.1915,-9889911.0,15462946,1.0,7848971.0,0.10752397,266.0,797138900.0,50,1250.4985,True,,,3599.7827,-683873860000.0,1.0,39550,1,-242.11447,1399.8145,0.4189424,396,10.0,,244.21875,112018610000.0,50.0,10.0,1.0,-242.11447,2650.313009697566,2650.3132,4999.597,1010.5588,65492.58566188812,50.0
[-0.131  0.811 -3.159 -1.885],14.366502,50307.797,-1.0,930.02563,-9.698375e+21,15481468,1.0,57605996.0,1.4441521e-09,370.44,57605996.0,50,1806.7892,True,,,3110.0293,-9.698375e+21,50307.797,39600,2,-232.89726,1889.5695,0.4189424,396,10.0,,98.974365,2.2581284e+31,0.0009938817,10.0,50307.797,-227.57764,3696.3586902640404,3696.3584,4999.5986,707.1219,65548.06103205681,0.0009938817
[-0.131  0.811 -3.159 -1.885],340.12515,1.0,-1.0,1098.9852,-14770885.0,15498487,1.0,12729925.0,0.022640966,340.38,3571046000.0,50,3384.4497,True,,,4989.6323,-352895500000.0,1.0,39650,1,-243.52118,9.980568,0.4189424,397,10.0,,987.7372,29295688000.0,50.0,10.0,1.0,-243.52118,3394.430138568317,3394.43,4999.613,6166.9473,65597.64722013474,50.0
[-0.089  0.852 -3.161 -1.863],6.4627132,10563.324,-1.0,647.6172,-5.376305e+20,15521378,1.0,159439300.0,1.7939338e-09,457.82,159439300.0,50,2033.6603,True,,,2460.0159,-5.376305e+20,10563.324,39700,2,-231.34045,2539.6365,0.4189424,397,10.0,,42.812943,6.9390463e+28,0.0047333585,10.0,10563.324,-227.20277,4573.296706171281,4573.2974,4999.6523,306.08932,65657.99398589134,0.0047333585
[-0.089  0.852 -3.161 -1.863],42.74628,1.0,-1.0,570.8258,-23804544.0,15544552,1.0,21763604.0,0.07359848,463.48,726556000.0,50,1820.4078,True,,,2189.886,-242754140000.0,1.0,39750,1,-256.01022,2809.6853,0.4189424,398,10.0,,91.53432,14063386000.0,50.0,10.0,1.0,-256.01022,4630.093201415984,4630.0933,4999.5713,421.91327,65725.95155286789,50.0
[-0.051  0.824 -3.165 -1.903],9.947336,1238.468,-1.0,285.0239,-1.5084173e+18,15569102,1.0,169983090.0,1.0543278e-05,491.0,169983090.0,50,1448.5497,True,,,1539.978,-1.5084173e+18,1238.468,39800,2,-242.21375,3459.6558,0.4189424,398,10.0,,56.0724,5.4623742e+23,0.04037246,10.0,1238.468,-242.57373,4908.205392414333,4908.205,4999.634,390.26556,65806.8111038208,0.04037246
[-0.051  0.824 -3.165 -1.903],1367530.4,1.0,-1.0,753.355,-25926164.0,15593254,1.0,23885160.0,0.09764806,483.04,15118675000000.0,50,4828.8315,True,,,4999.6484,-1.10057865e+24,1.0,39850,1,-243.40604,,0.4189424,399,10.0,,8860226.0,2.9078738e+35,50.0,10.0,1.0,-243.40604,4828.831858879671,4828.8315,4999.6484,63217844.0,65877.24596738815,50.0
[ 0.007  0.846 -3.16  -1.898],0.2102426,9903.209,-1.0,0.11093161,-3.4926e+22,15618254,1.0,5254927.0,0.0019816689,500.0,5254927.0,50,0.33123046,True,,,0.5620117,-3.4926e+22,9903.209,39900,2,-242.13301,4999.0664,0.4189424,399,10.0,,0.28603232,2.9284522e+32,0.0050488687,10.0,9903.209,-240.73755,4999.397588039256,4999.398,4999.6284,1.4232398,65949.32354021072,0.0050488687
[ 0.007  0.846 -3.16  -1.898],67.97936,1.0,-1.0,0.124661826,-27035042.0,15643254,1.0,24994058.0,0.29151437,500.0,1699099000.0,50,0.3293164,True,,,0.54296875,-32720812000.0,1.0,39950,1,-239.5133,4999.0767,0.4189424,400,10.0,,458.73193,231033520.0,50.0,10.0,1.0,-239.5133,4999.405920176196,4999.406,4999.6196,3278.9414,66030.69092082977,50.0
[ 0.058  0.875 -3.173 -1.917],0.99292,2.5414503,-1.0,0.13326344,-854804860.0,15668254,1.0,25147116.0,0.0655438,500.0,24817362.0,50,0.39576173,True,,,0.63183594,-826470800.0,2.5414503,40000,2,-234.98456,4998.9707,0.4189424,400,10.0,,1.6805837,154284.62,19.673807,10.0,2.5414503,-234.3611,4999.366502360593,4999.3667,4999.6025,8.575641,66114.54126286507,19.673807
[ 0.058  0.87  -3.171 -1.912],784.2311,1.0,-1.0,0.15440655,-27034672.0,15693254,1.0,24993664.0,0.03262128,500.0,19600218000.0,50,0.38595703,True,,,0.67041016,-511088030000.0,1.0,40050,1,-249.28876,4998.9805,0.4189424,401,10.0,,3810.3486,57990670000.0,50.0,10.0,1.0,-249.28876,4999.366436605405,4999.3667,4999.651,27059.96,66203.09030151367,50.0
[-4.071e-04  8.267e-01 -3.188e+00 -2.013e+00],17.312346,727491.6,-1.0,0.11337354,-inf,15718254,1.0,432711420.0,4.678629e-11,500.0,432711420.0,50,0.28805664,True,,,0.46728516,-inf,727491.6,40100,2,-247.28207,4999.16,0.4189424,401,10.0,,102.973465,inf,6.8729314e-05,10.0,727491.6,-247.4866,4999.448183384881,4999.448,4999.6274,733.3967,66300.12718987465,6.8729314e-05
[-4.071e-04  8.267e-01 -3.188e+00 -2.013e+00],2387.3152,1.0,-1.0,699.9208,-26535444.0,15742755,1.0,24494458.0,0.24434362,490.02,59669795000.0,50,4899.446,True,,,4999.6245,-2.317964e+16,1.0,40150,1,-269.38544,,0.4189424,402,10.0,,8116.9937,1.2898904e+20,50.0,10.0,1.0,-269.38544,4899.445782782696,4899.446,4999.6245,51550.195,66397.7756319046,50.0
[ 0.064  0.912 -3.187 -1.947],1.388569,6907.0996,-1.0,698.51465,-1.6647104e+20,15767257,1.0,34224268.0,8.836492e-08,490.04,34224268.0,50,4889.6025,True,,,4989.624,-1.6647104e+20,6907.0996,40200,2,-259.44504,9.981077,0.4189424,402,10.0,,7.77557,6.653127e+27,0.0072389287,10.0,6907.099,-254.70131,4899.583444279611,4899.583,4999.605,55.26197,66482.75169563293,0.007238929
[ 0.064  0.912 -3.187 -1.947],102.73855,1.0,-1.0,676.1285,-26535040.0,15791775,1.0,24494078.0,0.111568645,490.36,2567343000.0,50,4732.8994,True,,,4829.747,-206589510000.0,1.0,40250,1,-261.1838,169.84789,0.4189424,403,10.0,,234.09712,9993249000.0,50.0,10.0,1.0,-261.1838,4902.747033150744,4902.747,4999.5947,1326.4707,66571.62477660179,50.0
[-0.01   0.935 -3.183 -1.849],2.5143714,278705.3,-1.0,0.120006934,-inf,15816775,1.0,62843330.0,2.4742831e-11,500.0,62843330.0,50,0.28541017,True,,,0.5673828,-inf,278705.3,40300,2,-247.51695,4999.0684,0.4189424,403,10.0,,9.922297,inf,0.00017940096,10.0,278705.3,-246.45515,4999.353783443158,4999.354,4999.6357,66.4231,66662.43132948875,0.00017940096
[-0.01   0.935 -3.183 -1.849],3.858237,1.0,-1.0,377.96167,-26640402.0,15841506,1.0,24599444.0,0.14775483,494.62,96020856.0,50,2645.7312,True,,,2699.961,-66650853000.0,1.0,40350,1,-238.46738,2299.629,0.4189424,404,10.0,,6.7628274,1063439800.0,50.0,10.0,1.0,-238.46738,4945.360316120617,4945.36,4999.59,46.63334,66764.59591603279,50.0
[-0.067  0.953 -3.185 -1.832],4.0714474,478989280.0,-1.0,374.69055,-inf,15865863,1.0,101759530.0,2.9568335e-13,487.14,101759530.0,50,1799.9371,True,,,1930.2217,-inf,478989280.0,40400,2,-262.5422,3069.4277,0.4189424,404,10.0,,9.876521,inf,1.0438647e-07,10.0,478989300.0,-255.44838,4869.364852533777,4869.3647,4999.6494,50.751488,66864.68315601349,1.04386466e-07
[-0.067  0.953 -3.185 -1.832],101.391335,1.0,-1.0,107.36329,-26828772.0,15890756,1.0,24787826.0,0.10154102,497.86,2256942000.0,50,578.18243,True,,,600.1758,-137909880000000.0,1.0,40450,1,-257.30884,4399.3975,0.4189424,405,10.0,,339.99197,4566002000000000.0,50.0,10.0,1.0,-257.30884,4977.579861407463,4977.58,4999.573,1944.9032,66958.15163350105,50.0
[-0.026  0.985 -3.187 -1.799],8.295102,90.29426,-1.0,0.12712145,-1.3732747e+16,15915756,1.0,207328060.0,5.9489994e-06,500.0,207328060.0,50,0.3290332,True,,,0.5493164,-1.3732747e+16,90.29426,40500,2,-236.78427,4999.021,0.4189424,405,10.0,,51.160583,4.5276763e+19,0.5537451,10.0,90.29426,-232.3617,4999.3499989625125,4999.3496,4999.5703,365.60382,67060.85273957253,0.5537451
[-0.026  0.985 -3.187 -1.799],5.020406,1.0,-1.0,621.32025,-26281520.0,15940182,1.0,24240588.0,0.058549035,488.52,122701130.0,50,4064.4285,True,,,4179.875,-100036660000000.0,1.0,40550,1,-254.85638,819.6836,0.4189424,406,10.0,,14.740032,2402602300000000.0,50.0,10.0,1.0,-254.85638,4884.111929891322,4884.112,4999.5586,107.40156,67167.41316246986,50.0
[-0.087  0.978 -3.185 -1.794],4.2903867,57436860.0,-1.0,830.415,-inf,15963424,1.0,104238710.0,2.0306501e-13,464.84,104238710.0,50,4644.5874,True,,,4999.56,-inf,57436860.0,40600,2,-257.28308,,0.4189424,406,10.0,,13.939622,inf,8.7052115e-07,10.0,57436856.0,-248.96858,4644.587232407751,4644.5874,4999.56,84.583916,67272.53802537918,8.705212e-07
[-0.087  0.978 -3.185 -1.794],11349.355,1.0,-1.0,765.4205,-25456008.0,15987325,1.0,23415076.0,0.20796113,478.02,180935160000.0,50,4777.9917,True,,,4999.559,-7.86408e+18,1.0,40650,1,-243.73244,,0.4189424,407,10.0,,57283.887,1.4847736e+25,50.0,10.0,1.0,-243.73244,4777.991699181488,4777.9917,4999.559,406824.72,67383.36586380005,50.0
[-0.026  0.986 -3.189 -1.802],0.8122978,62.151398,-1.0,0.12690146,-1872081100000000.0,16012325,1.0,19127550.0,0.00027913714,500.0,20302634.0,50,0.33072266,True,,,0.5654297,-1860873600000000.0,62.151398,40700,2,-246.18124,4998.96,0.4189424,407,10.0,,3.1127057,8.313998e+17,0.8044871,10.0,62.151398,-245.67882,4999.290706141949,4999.291,4999.5254,21.586151,67500.34721803665,0.8044871
[-0.026  0.987 -3.188 -1.8  ],3833.5024,1.0,-1.0,0.15096258,-27034424.0,16037325,1.0,24993410.0,0.014168355,500.0,95813845000.0,50,0.43523437,True,,,0.7504883,-1.4844148e+18,1.0,40750,1,-255.77315,4998.906,0.4189424,408,10.0,,16747.72,5.2898226e+23,50.0,10.0,1.0,-255.77315,4999.341020450951,4999.341,4999.6562,111569.84,67589.07554149628,50.0
[ 0.032  1.058 -3.193 -1.715],8.145151,506362.4,-1.0,0.18208009,-inf,16062325,1.0,203566930.0,4.2113526e-12,500.0,203566930.0,50,0.4847949,True,,,0.80029297,-inf,506362.4,40800,2,-253.5267,4998.689,0.4189424,408,10.0,,49.680435,inf,9.8743505e-05,10.0,506362.4,-247.9201,4999.173706800555,4999.174,4999.4893,354.4311,67685.50725984573,9.8743505e-05
[ 0.032  1.058 -3.193 -1.715],172.72798,1.0,-1.0,605.4891,-26089290.0,16086664,1.0,24048414.0,0.14653343,486.78,4315230700.0,50,3636.7654,True,,,3769.86,-3807415400000.0,1.0,40850,1,-240.74916,1229.6292,0.4189424,409,10.0,,427.9864,3472675800000.0,50.0,10.0,1.0,-240.74916,4866.394530041344,4866.3945,4999.4893,2609.4175,67759.5068051815,50.0
[-0.014  1.084 -3.203 -1.602],0.42669564,22934.42,-1.0,1227.1754,-4.15449e+22,16108989,1.0,9658017.0,1.0597717e-12,446.5,9658017.0,50,4272.4717,True,,,4809.4907,-4.15449e+22,22934.42,40900,2,-249.3299,189.84232,0.4189424,409,10.0,,1.2059879,4.1445606e+32,0.0021801293,10.0,22934.42,-245.59903,4462.313918872521,4462.314,4999.333,6.505316,67799.29135513306,0.0021801293
[-0.014  1.084 -3.203 -1.602],116205.18,1.0,-1.0,1411.1979,-23307128.0,16130955,1.0,21266300.0,0.20858403,439.32,2903652000000.0,50,4260.407,True,,,4869.533,-2.6839616e+21,1.0,40950,1,-253.7676,129.90259,0.4189424,410,10.0,,809549.8,1.7296563e+30,50.0,10.0,1.0,-253.7676,4390.309957212297,4390.31,4999.436,5783008.5,67846.72198653221,50.0
[ 0.096  1.113 -3.177 -1.648],35.515934,9.250047,-1.0,1464.7329,-94450770000.0,16152466,1.0,34681980.0,0.08639266,430.22,872701400.0,50,3969.3735,True,,,4669.5117,-3016241000.0,9.250047,41000,2,-241.25482,329.69513,0.4189424,410,10.0,,71.04393,1103443.0,5.405378,10.0,9.250047,-241.46553,4299.068792851044,4299.069,4999.207,354.73407,67909.41418147087,5.405378
[-0.059  1.154 -3.186 -1.579],81291.35,1.0,-1.0,1612.1368,-21915920.0,16173269,1.0,19875256.0,0.27726656,416.06,1900453000000.0,50,4156.4736,True,,,4999.238,-9.650418e+21,1.0,41050,1,-254.73615,,0.4189424,411,10.0,,310961.88,2.236497e+31,50.0,10.0,1.0,-254.73615,4156.473568144278,4156.4736,4999.238,1738282.8,67968.59075284004,50.0
[-0.106  1.095 -3.193 -1.678],0.14468758,221110500.0,-1.0,713.66125,-inf,16196854,1.0,1070715.9,5.0413183e-16,471.7,1070715.9,50,3873.9912,True,,,4159.6206,-inf,221110500.0,41100,2,-250.90689,839.8168,0.4189424,411,10.0,,0.74347645,inf,2.2613128e-07,10.0,221110480.0,-233.29504,4713.807942600587,4713.8076,4999.4375,5.2139044,68046.9046626091,2.261313e-07
[-0.106  1.095 -3.193 -1.678],4499.3467,1.0,-1.0,1163.4446,-24483092.0,16219830,1.0,22442196.0,0.16297671,459.52,91272650000.0,50,4592.2324,True,,,4999.5176,-4.427419e+16,1.0,41150,1,-240.35638,,0.4189424,412,10.0,,28222.527,4.706286e+20,50.0,10.0,1.0,-240.35638,4592.232053482099,4592.2324,4999.5176,201110.31,68112.1153895855,50.0
[-0.168  1.103 -3.19  -1.675],1.6572951,37561.4,-1.0,732.1063,-2.6690127e+21,16240014,1.0,41318244.0,8.29034e-12,403.68,41318244.0,50,1609.1332,True,,,2579.8145,-2.6690127e+21,37561.4,41200,2,-239.30511,2419.6309,0.4189424,412,10.0,,6.1532516,1.7104297e+30,0.0013311538,10.0,37561.4,-233.77687,4028.7640518508574,4028.7642,4999.4453,35.693966,68182.0907022953,0.0013311538
[-0.168  1.103 -3.19  -1.675],1535.0022,1.0,-1.0,918.21844,-19637818.0,16260519,1.0,17596992.0,0.03262028,410.1,18080590000.0,50,3483.4834,True,,,4389.7734,-356293440000000.0,1.0,41250,1,-229.94612,609.6653,0.4189424,413,10.0,,4844.877,3.04774e+16,50.0,10.0,1.0,-229.94612,4093.1486288824585,4093.1484,4999.4385,33757.957,68230.61604642868,50.0
[-0.11   1.123 -3.192 -1.663],0.24901499,1984079.2,-1.0,641.14795,-inf,16284483,1.0,5592229.0,4.303729e-12,479.28,5592229.0,50,3870.1475,True,,,4079.8943,-inf,1984079.2,41300,2,-246.95018,919.6058,0.4189424,413,10.0,,1.324739,inf,2.5200607e-05,10.0,1984079.2,-237.99374,4789.753233088344,4789.7534,4999.5,9.445845,68290.35598063469,2.5200607e-05
[-0.11   1.123 -3.192 -1.663],2109.8137,1.0,-1.0,863.0438,-24493688.0,16307799,1.0,22452892.0,0.13241424,466.32,43640130000.0,50,4649.209,True,,,4989.412,-114991640000000.0,1.0,41350,1,-242.67853,9.980795,0.4189424,414,10.0,,8146.2803,3172670300000000.0,50.0,10.0,1.0,-242.67853,4659.18958247404,4659.1895,4999.393,53512.195,68340.4546186924,50.0
[-0.061  1.124 -3.216 -1.633],1.5133852,1130.9613,-1.0,702.9339,-2.9055745e+19,16331711,1.0,37378556.0,3.4466844e-05,478.24,37378556.0,50,3400.91,True,,,3619.8884,-2.9055745e+19,1130.9613,41400,2,-251.86246,1379.5745,0.4189424,414,10.0,,4.41441,2.0270378e+26,0.044210177,10.0,1130.9613,-250.70279,4780.484343187991,4780.485,4999.463,26.689526,68405.03199124336,0.044210177
[-0.061  1.124 -3.216 -1.633],4324918.5,1.0,-1.0,1509.4985,-22658302.0,16353138,1.0,20617476.0,0.1910471,428.54,108080805000000.0,50,4272.41,True,,,4989.453,-9.433333e+19,1.0,41450,1,-231.83463,9.982873,0.4189424,415,10.0,,29300470.0,2.1366659e+27,50.0,10.0,1.0,-231.83463,4282.392967348376,4282.393,4999.436,209323890.0,68459.28809452057,50.0
[ 1.432e-03  1.178e+00 -3.217e+00 -1.539e+00],8.347869,976676.94,-1.0,1961.2253,-inf,16369234,1.0,207968060.0,9.0095504e-13,321.92,207968060.0,50,3203.2324,True,,,4989.377,-inf,976676.94,41500,2,-241.02753,9.980737,0.4189424,415,10.0,,53.639103,inf,5.1194e-05,10.0,976676.94,-234.80359,3213.2134448812185,3213.2139,4999.358,382.869,68498.94725728035,5.1194e-05
[ 1.432e-03  1.178e+00 -3.217e+00 -1.539e+00],2413473.8,1.0,-1.0,1756.187,-18221300.0,16387358,1.0,16180603.0,0.40823814,362.48,37729203000000.0,50,3419.0344,True,,,4799.4224,-6.80434e+21,1.0,41550,1,-233.95903,199.8617,0.4189424,416,10.0,,15098483.0,1.1118135e+31,50.0,10.0,1.0,-233.95903,3618.8961745803385,3618.8962,4999.284,107632390.0,68548.67413496971,50.0
[-0.017  1.079 -3.231 -1.611],0.19303043,5647808.0,-1.0,746.1743,-inf,16411579,1.0,4247091.5,4.36537e-12,484.42,4247091.5,50,4842.6714,True,,,4999.4053,-inf,5647808.0,41600,2,-255.25157,,0.4189424,416,10.0,,0.87522244,inf,8.852992e-06,10.0,5647808.0,-247.14221,4842.67142312783,4842.6714,4999.4053,5.8743734,68615.80870509148,8.852992e-06
[-0.017  1.079 -3.231 -1.611],3436.5203,1.0,-1.0,1085.1578,-24719744.0,16434774,1.0,22678904.0,0.012256825,463.9,85857870000.0,50,4487.104,True,,,4849.5967,-1805600400000000.0,1.0,41650,1,-250.60905,149.84937,0.4189424,417,10.0,,9779.419,7.827185e+17,50.0,10.0,1.0,-250.60905,4636.953225005049,4636.953,4999.4463,44928.586,68684.14223265648,50.0
[ 0.029  0.966 -3.248 -1.634],1.8675101,3812.4778,-1.0,1250.9705,-1.3838514e+19,16457955,1.0,39652080.0,1.9421399e-10,463.62,39652080.0,50,4634.623,True,,,4999.451,-1.3838514e+19,3812.4778,41700,2,-243.34526,,0.4189424,417,10.0,,10.838266,4.598126e+25,0.0131148305,10.0,3812.4778,-240.62788,4634.62299941718,4634.623,4999.451,76.83143,68753.22012448311,0.0131148305
[ 0.029  0.966 -3.248 -1.634],5073.7593,1.0,-1.0,0.18032561,-27032788.0,16482955,1.0,24991914.0,0.05312923,500.0,126790460000.0,50,0.4677832,True,,,0.7597656,-244740980000000.0,1.0,41750,1,-239.78929,4998.7236,0.4189424,418,10.0,,17434.324,1.4366601e+16,50.0,10.0,1.0,-239.78929,4999.191422721837,4999.1914,4999.4834,113499.86,68816.15759325027,50.0
[ 0.066  0.899 -3.256 -1.733],0.17708153,53975.7,-1.0,977.69116,-2.9667436e+23,16506959,1.0,2882863.5,1.4261612e-11,480.08,2882863.5,50,4799.6597,True,,,4999.5786,-2.9667436e+23,53975.7,41800,2,-245.57283,,0.4189424,418,10.0,,0.45192757,2.1130884e+34,0.0009263428,10.0,53975.7,-240.048,4799.6596222077005,4799.6597,4999.5786,1.909217,68891.46328020096,0.0009263428
[ 0.066  0.899 -3.256 -1.733],37096.664,1.0,-1.0,446.5321,-26599254.0,16531641,1.0,24558328.0,0.27431244,493.64,927037460000.0,50,3125.7246,True,,,3189.796,-27638991000000.0,1.0,41850,1,-232.57123,1809.7529,0.4189424,419,10.0,,253495.75,171308630000000.0,50.0,10.0,1.0,-232.57123,4935.4775282391465,4935.4775,4999.549,1811338.0,68964.2718026638,50.0
[ 0.097  0.822 -3.249 -1.826],0.60387206,16989.316,-1.0,664.9337,-7.510463e+20,16556167,1.0,15083721.0,1.1552187e-10,490.52,15083721.0,50,4654.536,True,,,4749.8164,-7.510463e+20,16989.316,41900,2,-245.51726,249.78145,0.4189424,419,10.0,,3.5588453,1.3542054e+29,0.002943026,10.0,16989.316,-237.5878,4904.317527393821,4904.3174,4999.5977,25.385849,69040.81611609459,0.002943026
[ 0.097  0.822 -3.249 -1.826],721.5744,1.0,-1.0,0.1398922,-27034328.0,16581167,1.0,24993360.0,0.018365454,500.0,18034470000.0,50,0.46116212,True,,,0.72509766,-71548660000000.0,1.0,41950,1,-242.81583,4998.875,0.4189424,420,10.0,,2078.4517,1228384100000000.0,50.0,10.0,1.0,-242.81583,4999.336163299746,4999.3364,4999.6,11755.427,69120.6995472908,50.0
[ 0.084  0.937 -3.249 -1.778],0.9915147,18875.863,-1.0,0.1333479,-4.1365883e+21,16606167,1.0,24781962.0,6.972626e-11,500.0,24781962.0,50,0.37760743,True,,,0.60546875,-4.1365883e+21,18875.863,42000,2,-247.42297,4998.9023,0.4189424,420,10.0,,5.6195803,4.108344e+30,0.0026488854,10.0,18875.863,-235.72975,4999.279991711115,4999.28,4999.508,39.977787,69204.74478816986,0.0026488854
[ 0.084  0.937 -3.249 -1.778],21347.6,1.0,-1.0,704.9157,-26401930.0,16630598,1.0,24361022.0,0.024419535,488.62,533483300000.0,50,4885.0913,True,,,4999.526,-26939780000000.0,1.0,42050,1,-238.83495,,0.4189424,421,10.0,,143019.39,167413660000000.0,50.0,10.0,1.0,-238.83495,4885.091228591906,4885.0913,4999.526,1022133.2,69298.38276290894,50.0
[ 0.044  1.036 -3.254 -1.714],0.43827263,151989.86,-1.0,35.029827,-inf,16655574,1.0,10953793.0,1.0751582e-15,499.52,10953793.0,50,245.20587,True,,,250.60791,-inf,151989.86,42100,2,-266.7942,4748.9634,0.4189424,421,10.0,,2.0554569,inf,0.00032896933,10.0,151989.86,-249.56104,4994.16926515432,4994.1694,4999.5713,13.698401,69405.51472687721,0.00032896933
[ 0.044  1.036 -3.254 -1.714],301.13037,1.0,-1.0,1136.0862,-25536372.0,16679142,1.0,23495502.0,0.067579,471.36,7525190000.0,50,4582.3066,True,,,4869.593,-2622412300000.0,1.0,42150,1,-265.5413,129.89134,0.4189424,422,10.0,,943.8223,1641710000000.0,50.0,10.0,1.0,-265.5413,4712.198039767533,4712.1978,4999.484,6111.8643,69499.31123542786,50.0
[ 0.135  1.09  -3.25  -1.647],1.5274751,3402.959,-1.0,1286.2128,-1.0926463e+19,16700785,1.0,38061310.0,1.567527e-11,432.86,38061310.0,50,3965.1633,True,,,4639.671,-1.0926463e+19,3402.959,42200,2,-254.98236,359.76578,0.4189424,422,10.0,,8.024697,2.866594e+25,0.014693095,10.0,3402.959,-246.36919,4324.928931135812,4324.929,4999.4365,55.985096,69591.57181620598,0.014693095
[ 0.135  1.09  -3.25  -1.647],28453.803,1.0,-1.0,1313.5792,-22424508.0,16722402,1.0,20383688.0,0.20988664,432.34,699431100000.0,50,4179.6074,True,,,4859.521,-5.1242877e+18,1.0,42250,1,-252.38269,139.90636,0.4189424,423,10.0,,109296.16,6.3048856e+24,50.0,10.0,1.0,-252.38269,4319.513425390323,4319.5137,4999.4272,607722.94,69680.94695496559,50.0
[ 0.124  0.992 -3.263 -1.723],0.45900086,238706.62,-1.0,521.1318,-1.862496e+24,16746881,1.0,11443922.0,1.9878996e-11,489.58,11443922.0,50,2985.3972,True,,,3090.2388,-1.862496e+24,238706.62,42300,2,-246.63594,1909.185,0.4189424,423,10.0,,2.3256328,8.3291775e+35,0.00020946214,10.0,238706.62,-240.79202,4894.582266590139,4894.5825,4999.424,16.1515,69786.59897494316,0.00020946214
[ 0.124  0.992 -3.263 -1.723],61.42256,1.0,-1.0,966.1085,-25889704.0,16770823,1.0,23848834.0,0.011238917,478.84,1524802000.0,50,4777.0283,True,,,4989.5015,-944541100000.0,1.0,42350,1,-240.34953,9.982536,0.4189424,424,10.0,,131.13173,213515240000.0,50.0,10.0,1.0,-240.34953,4787.010484545221,4787.0107,4999.484,724.4101,69892.3339035511,50.0
[ 0.029  1.034 -3.266 -1.653],86.065704,7653.3345,-1.0,58.51259,-1.0887494e+22,16795757,1.0,2140395000.0,5.7355065e-10,498.68,2140395000.0,50,336.44754,True,,,350.63477,-1.0887494e+22,7653.3345,42400,2,-249.88985,4648.951,0.4189424,424,10.0,,504.54,2.8458433e+31,0.0065331003,10.0,7653.335,-249.01387,4985.398713749805,4985.3984,4999.586,3590.0203,70006.4682738781,0.0065331
[ 0.029  1.034 -3.266 -1.653],126.91826,1.0,-1.0,599.10425,-26542980.0,16820330,1.0,24502126.0,0.073440306,491.46,3171942400.0,50,4193.7295,True,,,4279.617,-39035010000000.0,1.0,42450,1,-233.42311,719.84357,0.4189424,425,10.0,,284.26535,365794040000000.0,50.0,10.0,1.0,-233.42311,4913.573011276886,4913.573,4999.461,1588.6923,70114.45436048508,50.0
[-0.04   1.055 -3.267 -1.551],0.9525958,7676716500.0,-1.0,1118.8179,-inf,16843447,1.0,17287626.0,5.2550597e-22,462.34,17287626.0,50,4621.3486,True,,,4999.3457,-inf,7676716500.0,42500,2,-256.5165,,0.4189424,425,10.0,,2.8509235,inf,6.513201e-09,10.0,7676716500.0,-248.00574,4621.348578005307,4621.3486,4999.3457,14.217591,70216.60828232765,6.513201e-09
[-0.04   1.055 -3.267 -1.551],71046.76,1.0,-1.0,1194.6416,-25028644.0,16866673,1.0,22987874.0,0.123318225,464.52,1759065300000.0,50,4633.371,True,,,4989.3813,-6.74821e+18,1.0,42550,1,-253.20236,9.979504,0.4189424,426,10.0,,352835.28,1.0934787e+25,50.0,10.0,1.0,-253.20236,4643.350850108091,4643.351,4999.361,2493244.5,70312.12233638763,50.0
[-0.089  0.973 -3.275 -1.632],3.3414316,5378297000.0,-1.0,302.22815,-inf,16891141,1.0,83510776.0,4.362541e-19,489.36,83510776.0,50,1251.0359,True,,,1359.8586,-inf,5378297000.0,42600,2,-250.95303,3639.617,0.4189424,426,10.0,,19.4002,inf,9.296623e-09,10.0,5378297000.0,-243.17542,4890.652876799967,4890.6533,4999.4756,135.71443,70415.77255368233,9.296623e-09
