InitialBound,InitialReturnMax,MinTargetPdf,ESSRenyiArithmetic,StdIW,Inner Iteration,Weights,LearnableVariance,ReturnStepMaxmin,WReturnMean,InitialReturnMean,MaxIW,VarianceInitializer,EpThisIter,OptimizationReturnMax,Iteration,InitialReturnStd,EmpiricalD2Harmonic,ESSRenyiHarmonic,TimeElapsed,ReturnStepMax,StdWReturnMean,DivergenceHarmonic,ReturnMeanIW,MinBehavPdf,OptimizationReturnMin,MeanD2-0,EpRewMean,TimestepsSoFar,Bound,EpisodesSoFar,Epsilon,MinIW,EmpiricalD2Arithmetic,EpLenMean,Penalization,MeanIW,OptimizationReturnMean,InitialReturnMin,MeanEntropy
-inf,4999.552,-248.78685,2.2168147e-07,3.5547717,2,[ 0.104  0.31  -3.133 -2.198],,10.0,15354738.0,4999.253,25.29923,-1.0,50,0.8623047,259,0.2100454,225548850.0,2.2168147e-07,6949.027019739151,10.0,,inf,15354738.0,-243.54001,,225548850.0,4999.253150185692,9700702,-inf,25900,1e-07,8.9441055e-14,225548850.0,500.0,True,0.614323,0.56364256,4998.6895,0.4189424
-27033380.0,4999.5615,-243.6748,50.0,65884.664,1,[ 0.104  0.31  -3.133 -2.198],,10.0,24992450.0,4999.2446,416357.9,-1.0,50,0.8378906,260,0.18760805,1.0,50.0,6963.953181028366,10.0,,2.0279426e+31,530657840000.0,-243.6748,,1.0,4999.2449320622,9725702,-9.1906466e+21,25950,1e-07,0.17717429,1.0,500.0,True,21233.94,0.5213574,4998.7236,0.4189424
-inf,4999.6123,-243.78511,1.0269399e-17,0.1739048,2,[ 0.071  0.193 -3.14  -2.226],,10.0,947237.75,4641.89,1.1857188,-1.0,50,4559.8994,260,1125.7678,4.868834e+18,1.0269399e-17,6976.9764449596405,10.0,,inf,947237.75,-233.83838,,4.868834e+18,4641.890322231826,9748920,-inf,26000,1e-07,4.23644e-27,4.868834e+18,464.36,True,0.037899256,4202.1777,439.71295,0.4189424
-24609526.0,4999.6514,-241.77415,50.0,10077.774,1,[ 0.071  0.193 -3.14  -2.226],,10.0,22568528.0,4571.378,65678.66,-1.0,50,4979.688,261,1292.6842,1.0,50.0,6990.664422273636,10.0,,5328380000000000.0,40925966000.0,-241.77415,,1.0,4571.378047227909,9771785,-149022110000000.0,26050,1e-07,0.029399903,1.0,457.3,True,2230.5425,4551.4146,19.963299,0.4189424
-7.985339e+20,4999.637,-247.77074,0.015231953,3.287223,2,[ 0.082  0.279 -3.145 -2.316],,10.0,22406108.0,4999.314,22.525646,-1.0,50,0.9223633,261,0.22620992,3282.5732,0.015231953,7004.76787686348,10.0,,1.5308196e+29,22406108.0,-244.22182,,3282.5732,4999.313670833984,9796785,-7.985339e+20,26100,1e-07,4.352115e-06,3282.5732,500.0,True,0.896568,0.59881836,4998.715,0.4189424
-26277192.0,4999.6274,-250.08595,50.0,1132.5178,1,[ 0.082  0.279 -3.145 -2.316],,10.0,24236210.0,4869.0557,6482.6587,-1.0,50,4999.6274,262,726.9843,1.0,50.0,7018.674255132675,10.0,,81275450000.0,6754406000.0,-250.08595,,1.0,4869.055738760792,9821136,-588602150000.0,26150,1e-07,0.07128839,1.0,487.02,True,270.29343,4869.0557,,0.4189424
-9919182000000000.0,4999.618,-249.15962,0.25650468,2.4597387,2,[ 0.131  0.317 -3.14  -2.311],,10.0,22623732.0,4938.3203,12.610319,-1.0,50,3041.123,262,425.68936,194.92822,0.25650468,7032.3292281627655,10.0,,2.3620854e+19,22623732.0,-249.44017,,194.92822,4938.320096360799,9845833,-9919182000000000.0,26200,1e-07,2.2680833e-08,194.92822,493.94,True,0.90517837,2979.825,1958.495,0.4189424
-26807870.0,4999.504,-246.6116,50.0,210.69235,1,[ 0.131  0.317 -3.14  -2.311],,10.0,24766988.0,4973.417,893.9267,-1.0,50,1280.4463,263,179.19456,1.0,50.0,7046.6145832538605,10.0,,427842800.0,1825960400.0,-246.6116,,1.0,4973.417054541857,9870706,-44039360000.0,26250,1e-07,0.08044085,1.0,497.46,True,73.06656,1254.3594,3719.0576,0.4189424
-1.9832312e+17,4999.538,-243.4077,0.11884838,200.91919,2,[ 0.191  0.311 -3.127 -2.303],,10.0,1009398850.0,4281.4277,1371.839,-1.0,50,4999.538,263,1498.5726,420.70407,0.11884838,7061.079912900925,10.0,,9.4431826e+21,1009398850.0,-246.38751,,420.70407,4281.4272011936,9892130,-1.9832312e+17,26300,1e-07,1.8392559e-05,420.70407,428.48,True,40.41174,4281.4277,,0.4189424
-22961616.0,4999.5684,-239.74335,50.0,323.6376,1,[ 0.191  0.311 -3.127 -2.303],,10.0,20920688.0,4403.194,2012.6514,-1.0,50,4140.117,264,1237.9729,1.0,50.0,7073.223298549652,10.0,,13941365000.0,2336156700.0,-239.74335,,1.0,4403.193590551515,9914163,-243311200000.0,26350,1e-07,0.071440846,1.0,440.66,True,121.099014,3543.7424,859.4513,0.4189424
-3031072800000000.0,4999.4814,-240.55812,0.47210604,11.221312,2,[ 0.13   0.321 -3.134 -2.303],,10.0,48649650.0,4999.1704,80.1925,-1.0,50,1.4448242,264,0.266289,105.90841,0.47210604,7088.056711196899,10.0,,2.1174407e+18,49074170.0,-238.04376,,105.90841,4999.170314107411,9939163,-2969681600000000.0,26400,1e-07,2.790812e-08,105.90841,500.0,True,1.9636638,1.1336621,4998.0366,0.4189424
-26577966.0,4999.5977,-235.28465,50.0,23225708.0,1,[ 0.129  0.321 -3.131 -2.304],,10.0,24537008.0,4929.3325,165942930.0,-1.0,50,3490.189,265,488.56058,1.0,50.0,7101.876221179962,10.0,,3.9602802e+30,84288616000000.0,-235.28465,,1.0,4929.3323045361,9963815,-4.061509e+21,26450,1e-07,0.010256442,1.0,493.04,True,3373468.8,3419.9233,1509.4088,0.4189424
-inf,4999.577,-240.508,5.0224804e-07,3.9807432,2,[ 0.233  0.307 -3.118 -2.238],,10.0,18465558.0,3456.6738,27.792553,-1.0,50,4969.6294,265,1611.4524,99552410.0,5.0224804e-07,7112.404385328293,10.0,,inf,18465558.0,-242.17038,,99552410.0,3456.673879696131,9981136,-inf,26500,1e-07,2.5528084e-09,99552410.0,346.42,True,0.8361677,3426.7263,29.94785,0.4189424
-15305280.0,4999.498,-232.27924,50.0,213.79984,1,[ 0.233  0.307 -3.118 -2.238],,10.0,13264418.0,3308.8694,1508.925,-1.0,50,4179.943,266,1521.7764,1.0,50.0,7121.135480880737,10.0,,10195313000.0,946389250.0,-232.27924,,1.0,3308.869296220827,9997720,-207012900000.0,26550,1e-07,0.08353811,1.0,331.68,True,50.114864,2489.3142,819.55505,0.4189424
-3138766700000000.0,4999.51,-241.49138,0.37828425,39.350883,2,[ 0.187  0.34  -3.127 -2.214],,10.0,14088268.0,4476.314,185.68231,-1.0,50,4599.7935,266,1338.5455,132.17574,0.37828425,7135.641228675842,10.0,,8.525331e+20,109683190.0,-238.4471,,132.17574,4476.3140576740225,10020114,-5.958883e+16,26600,1e-07,0.000278652,132.17574,447.88,True,12.455524,4076.5974,399.71625,0.4189424
-20486882.0,4999.5625,-246.24265,50.0,113.00855,1,[ 0.233  0.365 -3.121 -2.214],,10.0,18445960.0,3983.846,625.14795,-1.0,50,4999.5625,267,1604.659,1.0,50.0,7148.495071411133,10.0,,1224187900.0,655970800.0,-246.24265,,1.0,3983.8461249434013,10040057,-72063240000.0,26650,1e-07,0.11851438,1.0,398.86,True,39.549133,3983.846,,0.4189424
-4.686504e+19,4999.5166,-239.09714,0.040584795,27.628832,2,[ 0.183  0.336 -3.129 -2.235],,10.0,57041932.0,4642.804,189.90735,-1.0,50,4180.1562,267,1045.8015,1231.9885,0.040584795,7161.928101539612,10.0,,5.2732353e+26,57041932.0,-237.01736,,1231.9885,4642.804003175158,10063282,-4.686504e+19,26700,1e-07,3.1538915e-05,1231.9885,464.5,True,6.398365,3823.4438,819.36035,0.4189424
-25413050.0,4999.578,-245.58769,50.0,1920.9343,1,[ 0.183  0.336 -3.129 -2.235],,10.0,23372106.0,4765.3267,8372.814,-1.0,50,4529.8022,268,814.7205,1.0,50.0,7178.822527647018,10.0,,1.1552804e+17,13148364000.0,-245.58769,,1.0,4765.32652153177,10087119,-693702100000000.0,26750,1e-07,0.030120073,1.0,476.74,True,753.74146,4295.5503,469.77576,0.4189424
-1.6766519e+19,4999.626,-257.7747,0.0321791,33.93966,2,[ 0.111  0.383 -3.156 -2.322],,10.0,200147180.0,4936.859,207.94003,-1.0,50,3120.1455,268,436.7684,1553.8038,0.032179095,7194.151450395584,10.0,,6.748806e+25,200147180.0,-252.532,,1553.8037,4936.8584749889305,10111808,-1.6766519e+19,26800,1e-07,1.05884915e-07,1553.8037,493.78,True,8.166001,3057.378,1879.4806,0.4189424
-26536974.0,4999.6055,-255.13461,50.0,83465.055,1,[ 0.111  0.383 -3.156 -2.322],,10.0,24496010.0,4906.9067,596277.75,-1.0,50,4619.8965,269,646.74255,1.0,50.0,7208.383870601654,10.0,,1.1428512e+22,342458370000.0,-255.13461,,1.0,4906.906711790818,10136347,-2.1818324e+17,26850,1e-07,0.042719204,1.0,490.78,True,13709.008,4527.1973,379.7088,0.4189424
-inf,4999.6807,-262.39502,9.340391e-24,69.89629,2,[ 0.023  0.332 -3.175 -2.392],,10.0,253691150.0,4999.4395,499.38577,-1.0,50,0.5439453,269,0.13052593,5.353095e+24,9.340391e-24,7221.654862165451,10.0,,inf,253691150.0,-237.73114,,5.353095e+24,4999.439638525813,10161347,-inf,26900,1e-07,3.5691326e-32,5.353095e+24,500.0,True,10.149346,0.3028711,4999.1367,0.4189424
-26535512.0,4999.669,-239.09355,50.0,6.1407847,1,[ 0.023  0.332 -3.175 -2.392],,10.0,24494496.0,4899.4497,42.86373,-1.0,50,4999.669,270,699.9214,1.0,50.0,7239.246995925903,10.0,,106766600.0,99089570.0,-239.09355,,1.0,4899.449745717701,10185848,-21188022000.0,26950,1e-07,0.10796128,1.0,490.02,True,3.984906,4899.4497,,0.4189424
-1.6717454e+18,4999.675,-241.68004,0.08406483,49.177826,2,[-0.008  0.328 -3.176 -2.398],,10.0,252507090.0,4440.13,350.80466,-1.0,50,3329.913,270,955.855,594.77905,0.08406483,7251.547494649887,10.0,,6.7091046e+23,252507090.0,-241.88857,,594.77905,4440.129420956993,10208069,-1.6717454e+18,27000,1e-07,6.1714815e-07,594.77905,444.42,True,10.103345,2770.3674,1669.7617,0.4189424
-21000524.0,4999.64,-239.96909,50.0,29791.963,1,[-0.008  0.328 -3.176 -2.398],,10.0,18959540.0,4217.572,213142.1,-1.0,50,3639.8027,271,1082.4205,1.0,50.0,7262.834222793579,10.0,,6.446586e+20,111653320000.0,-239.96909,,1.0,4217.571309559842,10229182,-5.1820035e+16,27050,1e-07,0.030821176,1.0,422.26,True,5656.3423,2857.7336,1359.8375,0.4189424
-2.7927076e+22,4999.6743,-261.83832,0.0021763116,0.7221148,2,[ 0.013  0.45  -3.18  -2.381],,10.0,5115381.5,4999.477,4.466533,-1.0,50,0.47558594,271,0.10946741,22974.652,0.0021763116,7277.670260429382,10.0,,1.8722996e+32,5115381.5,-253.69766,,22974.652,4999.477325501132,10254182,-2.7927076e+22,27100,1e-07,1.4254603e-10,22974.652,500.0,True,0.20465258,0.27852538,4999.1987,0.4189424
-27035746.0,4999.662,-257.68668,50.0,1238.0164,1,[ 0.013  0.45  -3.18  -2.381],,10.0,24994736.0,4999.4736,8720.177,-1.0,50,0.3935547,272,0.083289616,1.0,50.0,7292.569327116013,10.0,,8.147344e+28,7140344300.0,-257.68668,,1.0,4999.473679989806,10279182,-5.825641e+20,27150,1e-07,0.0075974404,1.0,500.0,True,285.6894,0.20503907,4999.2686,0.4189424
-inf,4999.6113,-233.82832,7.8410324e-07,2.313551,2,[-0.049  0.45  -3.179 -2.376],,10.0,13151447.0,3539.8428,15.820745,-1.0,50,3679.8357,272,1165.1315,63767110.0,7.8410324e-07,7302.8527591228485,10.0,,inf,13151447.0,-232.36087,,63767110.0,3539.8428055038285,10296920,-inf,27200,1e-07,3.2262962e-12,63767110.0,354.76,True,0.5261516,2220.0671,1319.7756,0.4189424
-13964459.0,4999.675,-227.44078,50.0,23489.443,1,[-0.049  0.45  -3.179 -2.376],,10.0,11923454.0,3200.4695,117668.734,-1.0,50,4989.695,273,1296.321,1.0,50.0,7312.447997808456,10.0,,1.2718937e+36,63150174000.0,-227.44078,,1.0,3200.469655762654,10312966,-2.3017772e+24,27250,1e-07,0.050813984,1.0,320.92,True,8925.963,3190.49,9.979759,0.4189424
-inf,4999.665,-250.16327,2.9215417e-12,4.1937985,2,[ 0.012  0.448 -3.179 -2.384],,10.0,16292502.0,4999.4727,29.984041,-1.0,50,0.52734375,273,0.09846995,17114252000000.0,2.9215415e-12,7325.073345899582,10.0,,inf,16292502.0,-246.59962,,17114251000000.0,4999.472527496359,10337966,-inf,27300,1e-07,2.262706e-10,17114251000000.0,500.0,True,0.6517895,0.3348242,4999.1377,0.4189424
-26729284.0,4999.6787,-251.53918,50.0,62.15251,1,[ 0.012  0.448 -3.179 -2.384],,10.0,24688260.0,4961.6777,406.40686,-1.0,50,1890.1797,274,264.59705,1.0,50.0,7339.482796669006,10.0,,11252199000.0,516602660.0,-251.53918,,1.0,4961.678154387348,10362778,-217016300000.0,27350,1e-07,0.05676846,1.0,496.24,True,20.669744,1852.1791,3109.499,0.4189424
-4.523612e+16,4999.679,-234.54968,0.15003099,20.248846,2,[-0.02   0.497 -3.18  -2.363],,10.0,130281736.0,4554.92,120.73271,-1.0,50,4999.679,274,943.93414,333.2645,0.15003099,7352.982535123825,10.0,,4.9123963e+20,130281736.0,-232.5332,,333.2645,4554.919818519337,10385570,-4.523612e+16,27400,1e-07,3.7281444e-07,333.2645,455.84,True,5.232147,4554.92,,0.4189424
-25009160.0,4999.701,-250.50755,50.0,2588399.2,1,[-0.02   0.497 -3.18  -2.363],,10.0,22968118.0,4752.951,18501602.0,-1.0,50,2420.0178,275,614.4717,1.0,50.0,7368.035086393356,10.0,,4.6652816e+36,7893485000000.0,-250.50755,,1.0,4752.950848777376,10409347,-4.4084043e+24,27450,1e-07,0.024398679,1.0,475.54,True,393156.44,2173.2676,2579.6833,0.4189424
-7.328708e+18,4999.626,-243.90227,0.07048896,0.36433643,2,[ 0.035  0.472 -3.184 -2.377],,10.0,5246535.0,4800.0786,1.6926682,-1.0,50,4989.645,275,976.7559,709.33093,0.07048896,7382.761145830154,10.0,,1.2894248e+25,5246535.0,-239.29082,,709.33093,4800.078630937205,10433352,-7.328708e+18,27500,1e-07,8.580233e-05,709.33093,480.1,True,0.2468885,4790.0977,9.98095,0.4189424
-27035856.0,4999.716,-247.69383,50.0,1603.6744,1,[ 0.035  0.472 -3.184 -2.377],,10.0,24994800.0,4999.48,10023.699,-1.0,50,0.42089844,276,0.08648204,1.0,50.0,7396.419713973999,10.0,,3.1801288e+25,14053170000.0,-247.69383,,1.0,4999.480148816179,10458352,-1.1509789e+19,27550,1e-07,0.19043444,1.0,500.0,True,562.25415,0.1852539,4999.295,0.4189424
-inf,4999.6914,-242.3764,2.6815209e-17,2211.7344,2,[-0.051  0.561 -3.199 -2.388],,10.0,8047448000.0,4196.402,15802.253,-1.0,50,4989.712,276,1051.456,1.8646135e+18,2.6815209e-17,7409.517911911011,10.0,,inf,8047448000.0,-242.2982,,1.8646135e+18,4196.402159552454,10479363,-inf,27600,1e-07,3.588736e-18,1.8646135e+18,420.22,True,322.02072,4186.423,9.97937,0.4189424
-19526318.0,4999.6294,-249.01399,50.0,125695.08,1,[-0.051  0.561 -3.199 -2.388],,10.0,17485340.0,4029.782,681573.56,-1.0,50,3439.741,277,1116.3337,1.0,50.0,7421.48569393158,10.0,,1.3096338e+33,420446400000.0,-249.01399,,1.0,4029.7814869794834,10499542,-7.385926e+22,27650,1e-07,0.05589517,1.0,403.58,True,43910.656,2469.8933,1559.8884,0.4189424
-inf,4999.64,-245.34549,2.3354705e-05,0.15063372,2,[ 0.011  0.568 -3.197 -2.387],,10.0,1643314.2,4999.4624,0.7860596,-1.0,50,0.4711914,277,0.1308522,2140896.2,2.3354705e-05,7437.20588517189,10.0,,inf,1643314.2,-242.76036,,2140896.2,4999.462293914087,10524542,-inf,27700,1e-07,8.911235e-08,2140896.2,500.0,True,0.06574449,0.29337892,4999.169,0.4189424
-26535916.0,4999.6504,-244.75215,50.0,8000233.5,1,[ 0.011  0.568 -3.197 -2.387],,10.0,24494916.0,4899.691,57157896.0,-1.0,50,4989.6704,278,698.5302,1.0,50.0,7451.278296947479,10.0,,1.1700211e+35,29490003000000.0,-244.75215,,1.0,4899.690981574543,10549044,-6.981207e+23,27750,1e-07,0.5008865,1.0,490.04,True,1179789.5,4889.7114,9.979984,0.4189424
-3.2283153e+23,4999.653,-244.67139,0.0006449652,0.20144232,2,[ 0.088  0.475 -3.203 -2.419],,10.0,1138378.8,4999.395,1.3145154,-1.0,50,0.6118164,278,0.13271521,77523.56,0.0006449652,7464.564706802368,10.0,,2.5019793e+34,1138378.8,-244.80812,,77523.56,4999.395336537224,10574044,-3.2283153e+23,27800,1e-07,3.8628775e-10,77523.56,500.0,True,0.045543976,0.35432616,4999.041,0.4189424
-26535294.0,4999.6743,-232.65726,50.0,187.17105,1,[ 0.088  0.475 -3.203 -2.419],,10.0,24494274.0,4899.4277,746.1291,-1.0,50,4999.6743,279,699.91815,1.0,50.0,7478.636115550995,10.0,,448816020000.0,2216749300.0,-232.65726,,1.0,4899.4273613611895,10598545,-1369542400000.0,27850,1e-07,0.18609685,1.0,490.02,True,88.70937,4899.4277,,0.4189424
-1.5665594e+19,4999.5957,-250.35876,0.050208773,4.034944,2,[ 0.145  0.603 -3.358 -2.557],,10.0,24146748.0,4999.2993,28.003695,-1.0,50,1.0219727,279,0.20996182,995.84186,0.050208773,7494.8677978515625,10.0,,5.8917655e+25,24146748.0,-244.28574,,995.84186,4999.299536894233,10623545,-1.5665594e+19,27900,1e-07,1.7100958e-06,995.84186,500.0,True,0.96605194,0.72579104,4998.5737,0.4189424
-27033738.0,4999.581,-247.31448,50.0,2022.9989,1,[ 0.145  0.603 -3.358 -2.557],,10.0,24992794.0,4999.2793,10377.612,-1.0,50,0.66503906,280,0.19283652,1.0,50.0,7508.5436289310455,10.0,,227015050000.0,12069253000.0,-247.31448,,1.0,4999.279314147224,10648545,-984478100000.0,27950,1e-07,0.019306833,1.0,500.0,True,482.89886,0.36333984,4998.916,0.4189424
-1.4677884e+23,4999.533,-251.7665,0.0009164584,708.9666,2,[ 0.252  0.549 -3.34  -2.586],,10.0,2566961400.0,4809.0474,5065.367,-1.0,50,3870.213,280,783.9719,54557.855,0.0009164583,7522.117018461227,10.0,,5.1724988e+33,2566961400.0,-246.61836,,54557.85,4809.0474932089965,10672598,-1.4677884e+23,28000,1e-07,3.572905e-10,54557.85,481.06,True,102.70188,3679.7273,1129.3202,0.4189424
-26829640.0,4999.6406,-255.09189,50.0,2251631.8,1,[ 0.252  0.549 -3.34  -2.586],,10.0,24788644.0,4977.616,16098527.0,-1.0,50,691.23145,281,109.4666,1.0,50.0,7536.469233036041,10.0,,8.032525e+33,9447829000000.0,-255.09189,,1.0,4977.616180977575,10697493,-1.8291863e+23,28050,1e-07,0.14359838,1.0,497.9,True,378232.28,669.207,4308.409,0.4189424
-inf,4999.4473,-246.55339,2.4378663e-12,0.20363227,2,[ 0.251  0.443 -3.351 -2.652],,10.0,39040.195,4283.238,1.0513002,-1.0,50,4999.4473,281,1498.453,20509738000000.0,2.4378663e-12,7551.326901912689,10.0,,inf,39040.195,-236.44902,,20509738000000.0,4283.2378418910885,10718927,-inf,28100,1e-07,1.0716893e-16,20509738000000.0,428.68,True,0.04318225,4283.238,,0.4189424
-22110360.0,4999.5596,-238.17203,50.0,2681.3264,1,[ 0.251  0.443 -3.351 -2.652],,10.0,20069444.0,4273.4785,18899.549,-1.0,50,4200.1357,282,1344.1815,1.0,50.0,7564.42783665657,10.0,,162378500000.0,12208170000.0,-238.17203,,1.0,4273.478791041655,10740317,-834606330000.0,28150,1e-07,0.027089419,1.0,427.8,True,490.5711,3474.055,799.42365,0.4189424
-1.9722793e+19,4999.506,-259.1292,0.021552205,16.112774,2,[ 0.22   0.394 -3.354 -2.676],,10.0,59355570.0,4386.977,98.9875,-1.0,50,4629.7793,282,1231.2073,2319.9482,0.021552205,7576.543226957321,10.0,,9.339418e+25,59355570.0,-258.37183,,2319.9482,4386.976596112884,10762273,-1.9722793e+19,28200,1e-07,1.4991215e-10,2319.9482,439.12,True,4.35304,4017.2502,369.72632,0.4189424
-22792468.0,4999.4,-243.87553,50.0,1057.6088,1,[ 0.22   0.394 -3.354 -2.676],,10.0,20751680.0,4311.2656,5407.5454,-1.0,50,4609.5737,283,1471.2828,1.0,50.0,7589.565036535263,10.0,,1666145300000.0,6498908000.0,-243.87553,,1.0,4311.265305495527,10783846,-2640685600000.0,28250,1e-07,0.08494173,1.0,431.46,True,267.28177,3921.439,389.82608,0.4189424
-1.971362e+16,4999.578,-245.5862,0.35318074,1.8736695,2,[ 0.193  0.447 -3.357 -2.655],,10.0,16052357.0,4999.026,10.568841,-1.0,50,1.8798828,283,0.35622504,141.57057,0.35318074,7604.794200658798,10.0,,9.330191e+19,16052357.0,-242.26036,,141.57057,4999.026301807012,10808846,-1.971362e+16,28300,1e-07,1.6285954e-05,141.57057,500.0,True,0.6423667,1.3280274,4997.698,0.4189424
-26065794.0,4999.63,-247.1479,50.0,16054707.0,1,[ 0.193  0.447 -3.357 -2.655],,10.0,24024814.0,4832.2017,85683800.0,-1.0,50,4589.865,284,821.3637,1.0,50.0,7618.182786464691,10.0,,1.1987049e+35,89658365000000.0,-247.1479,,1.0,4832.201972270832,10833014,-7.066204e+23,28350,1e-07,0.06559383,1.0,483.36,True,3615389.5,4422.437,409.7649,0.4189424
-inf,4999.535,-271.14597,7.170235e-11,2.6056309,2,[ 0.111  0.357 -3.361 -2.686],,10.0,9533397.0,4999.188,18.61922,-1.0,50,1.0742188,284,0.24220887,697327200000.0,7.170235e-11,7634.348364114761,10.0,,inf,9533397.0,-255.58846,,697327200000.0,4999.188318090457,10858014,-inf,28400,1e-07,2.202418e-20,697327200000.0,500.0,True,0.38141975,0.7274121,4998.461,0.4189424
-26533254.0,4999.5293,-243.71118,50.0,59.70559,1,[ 0.111  0.357 -3.361 -2.686],,10.0,24492354.0,4899.236,333.1605,-1.0,50,4999.5293,285,699.89087,1.0,50.0,7646.715498685837,10.0,,1624078500.0,501078700.0,-243.71118,,1.0,4899.235384950474,10882515,-82747335000.0,28450,1e-07,0.013704389,1.0,490.02,True,20.0679,4899.236,,0.4189424
-2.778649e+17,4999.5703,-232.92485,0.08785762,8.132368,2,[ 0.17   0.338 -3.36  -2.695],,10.0,73109384.0,4300.7104,40.13793,-1.0,50,4999.5703,285,1440.8181,569.1026,0.08785762,7658.367640972137,10.0,,1.8536504e+22,73109384.0,-230.01427,,569.1026,4300.710369972937,10904036,-2.778649e+17,28500,1e-07,4.0546905e-10,569.1026,430.42,True,2.9457507,4300.7104,,0.4189424
-25305406.0,4999.501,-250.72002,50.0,2948.457,1,[ 0.17   0.338 -3.36  -2.695],,10.0,23264530.0,4727.042,17241.877,-1.0,50,4989.5205,286,958.9628,1.0,50.0,7671.484553813934,10.0,,11522013000000.0,16557207000.0,-250.72002,,1.0,4727.041752764189,10927681,-6943983000000.0,28550,1e-07,0.062464133,1.0,472.9,True,663.4712,4717.061,9.980265,0.4189424
-2.7288643e+24,4999.6074,-251.98639,0.00049898034,11.515675,2,[ 0.142  0.285 -3.372 -2.708],,10.0,75170780.0,4653.36,68.87545,-1.0,50,4479.8535,286,1030.9237,100204.34,0.00049898034,7684.159916877747,10.0,,1.7877697e+36,75170780.0,-245.87184,,100204.34,4653.359989003445,10950960,-2.7288643e+24,28600,1e-07,5.2457183e-10,100204.34,465.58,True,3.0093467,4133.6064,519.75366,0.4189424
-24612630.0,4999.485,-241.53827,50.0,21332.4,1,[ 0.142  0.285 -3.372 -2.708],,10.0,22571774.0,4584.4873,150956.0,-1.0,50,4999.485,287,1246.6959,1.0,50.0,7697.26153922081,10.0,,907252250000000.0,94703890000.0,-241.53827,,1.0,4584.487436799953,10973894,-61565510000000.0,28650,1e-07,0.028827738,1.0,458.68,True,3945.1587,4584.4873,,0.4189424
-61979142000000.0,4999.6055,-252.25713,0.7186933,2.8526309,2,[ 0.107  0.336 -3.373 -2.713],,10.0,12023446.0,4999.2114,17.382053,-1.0,50,0.91552734,287,0.23784824,69.5707,0.7186933,7710.748876333237,10.0,,3.662376e+17,26583106.0,-248.90558,,69.5707,4999.211451171822,10998894,-1235114800000000.0,28700,1e-07,9.41176e-05,69.5707,500.0,True,1.0636399,0.52155274,4998.69,0.4189424
-26533556.0,4999.6016,-235.57646,50.0,132.28085,1,[ 0.081  0.298 -3.373 -2.716],,10.0,24492598.0,4899.26,647.1413,-1.0,50,4999.6016,288,699.89435,1.0,50.0,7726.669490098953,10.0,,1252877900000.0,1332161500.0,-235.57646,,1.0,4899.259867237776,11023395,-2285771200000.0,28750,1e-07,0.050769027,1.0,490.02,True,53.322838,4899.26,,0.4189424
-2.9215139e+19,4999.538,-240.75035,0.012682919,34.81172,2,[ 0.142  0.309 -3.372 -2.724],,10.0,226642820.0,4812.809,202.65254,-1.0,50,3930.2974,288,750.3291,3942.3098,0.01268292,7743.184734106064,10.0,,2.0492154e+26,226642820.0,-243.4061,,3942.31,4812.809359632107,11047468,-2.9215139e+19,28800,1e-07,2.728993e-08,3942.31,481.46,True,9.068738,3743.5688,1069.2407,0.4189424
-25538842.0,4999.54,-243.82936,50.0,422.19943,1,[ 0.142  0.309 -3.372 -2.724],,10.0,23497936.0,4749.8135,2101.5945,-1.0,50,4999.54,289,968.09515,1.0,50.0,7757.498957395554,10.0,,478796700000.0,2980129300.0,-243.82936,,1.0,4749.813390797111,11071226,-1415160100000.0,28850,1e-07,0.1656797,1.0,475.16,True,143.23997,4749.8135,,0.4189424
-5225680000000000.0,4999.5713,-233.10838,0.32045868,15.142374,2,[ 0.093  0.341 -3.379 -2.704],,10.0,70321260.0,4999.2256,87.55968,-1.0,50,0.8857422,289,0.23941353,156.02635,0.32045868,7772.760958433151,10.0,,1.11324494e+18,102548430.0,-235.30475,,156.02635,4999.225510674762,11096226,-2153353500000000.0,28900,1e-07,1.7156536e-09,156.02635,500.0,True,4.1038475,0.53995115,4998.6855,0.4189424
-27033060.0,4999.615,-244.22742,50.0,1026.8503,1,[ 0.09   0.309 -3.379 -2.714],,10.0,24992092.0,4999.209,7329.244,-1.0,50,1.1269531,290,0.2324008,1.0,50.0,7789.320777416229,10.0,,3344002300.0,4610045400.0,-244.22742,,1.0,4999.20912579122,11121226,-122631455000.0,28950,1e-07,0.15265457,1.0,500.0,True,184.44037,0.72083986,4998.4883,0.4189424
-1.00640455e+23,4999.5117,-254.46854,0.0026050205,117.96015,2,[ 0.152  0.31  -3.378 -2.722],,10.0,439194020.0,4831.811,843.2075,-1.0,50,4519.7344,290,745.9971,19193.707,0.0026050205,7802.9835023880005,10.0,,2.4317899e+33,439194020.0,-247.98051,,19193.707,4831.810923091387,11145394,-1.00640455e+23,29000,1e-07,4.2074708e-10,19193.707,483.36,True,17.575953,4352.0337,479.77725,0.4189424
-25189242.0,4999.5396,-241.57599,50.0,662.4164,1,[ 0.152  0.31  -3.378 -2.722],,10.0,23148340.0,4705.7017,4491.503,-1.0,50,4050.1445,291,1002.3533,1.0,50.0,7815.766172409058,10.0,,2.6849286e+22,4146765000.0,-241.57599,,1.0,4705.701664697612,11168934,-3.3441117e+17,29050,1e-07,0.15278274,1.0,470.8,True,166.16107,3756.3066,949.39514,0.4189424
