EmpiricalD2Harmonic,StdIW,Inner Iteration,InitialReturnMax,MaxIW,VarianceInitializer,MeanIW,InitialReturnMean,ReturnStepMaxmin,EmpiricalD2Arithmetic,Iteration,StdWReturnMean,WReturnMean,ReturnMeanIW,DivergenceHarmonic,MinTargetPdf,MeanD2-0,ReturnStepMax,InitialReturnMin,ESSRenyiHarmonic,EpisodesSoFar,TimestepsSoFar,LearnableVariance,MinBehavPdf,MinIW,InitialBound,EpThisIter,InitialReturnStd,TimeElapsed,Bound,EpLenMean,Penalization,ESSRenyiArithmetic,EpRewMean,MeanEntropy,Weights
1.0,1207103.5,1,4999.503,12126244.0,-1,144966.97,4653.6924,10.0,1.0,145,,22895074.0,3609920500000.0,1.1786625e+26,-257.85675,1.0,10.0,19.963741,100.0,14500,4107505,,-257.85675,0.013686,-24338198.0,100,1112.7535,2406.047188282013,-1.5667072e+19,465.59,True,100.0,4653.6923495280425,0.4189424,[ 0.102  0.406 -2.522 -1.497]
1.0,129.08693,1,4999.668,1298.2762,-1,29.528572,4796.056,10.0,1.0,146,,23878360.0,720657860.0,6.2043355e+30,-255.14604,1.0,10.0,9.979158,100.0,14600,4155478,,-255.14604,0.009032377,-25321580.0,100,936.05804,2435.4501016139984,-3.5947555e+21,479.73,True,100.0,4796.056251357799,0.4189424,[ 0.036  0.307 -2.538 -1.533]
1.0,17.911898,1,4999.62,106.801796,-1,12.639418,3654.934,10.0,1.0,147,,14916367.0,107587370.0,229496960.0,-228.63326,1.0,10.0,1219.7866,100.0,14700,4192098,,-228.63326,0.04407795,-16359550.0,100,1248.1284,2457.0778760910034,-21970190000.0,366.2,True,100.0,3654.934077991239,0.4189424,[-0.026  0.309 -2.542 -1.535]
1.0,95969870.0,1,4999.614,964512900.0,-1,10576712.0,4692.7134,10.0,1.0,148,,22959744.0,121099700000000.0,1.3933331e+36,-263.27008,1.0,10.0,,100.0,14800,4239044,,-263.27008,0.033403024,-24402932.0,100,968.5996,2486.9687485694885,-1.7034907e+24,469.46,True,100.0,4692.713345587372,0.4189424,[ 0.005  0.315 -2.542 -1.535]
1.0,781174.5,1,4999.5547,7768363.5,-1,111802.94,4873.013,10.0,1.0,149,,24282376.0,2793592800000.0,4.776434e+24,-238.89363,1.0,10.0,49.918125,100.0,14900,4287786,,-238.89363,0.06545785,-25725530.0,100,732.2015,2516.9170639514923,-3.1539466e+18,487.42,True,100.0,4873.01324856061,0.4189424,[ 0.064  0.295 -2.544 -1.538]
1.0,47558.723,1,4999.5,381139.84,-1,10075.639,4795.7417,10.0,1.0,150,,23728336.0,238887630000.0,3.2043828e+25,-240.25626,1.0,10.0,9.979606,100.0,15000,4335758,,-240.25626,0.020408269,-25171458.0,100,853.9327,2541.9215955734253,-8.168921e+18,479.72,True,100.0,4795.741584263209,0.4189424,[ 0.06   0.42  -2.545 -1.533]
1.0,26.217358,1,4999.604,161.7463,-1,17.293833,4105.852,10.0,1.0,151,,18410542.0,216239970.0,72793820000.0,-244.07764,1.0,10.0,,100.0,15100,4376868,,-244.07764,0.13480355,-19853720.0,100,1246.0032,2564.282984972,-389582060000.0,411.1,True,100.0,4105.851673298475,0.4189424,[-0.02   0.332 -2.557 -1.569]
1.0,3105528.2,1,4999.5566,28805772.0,-1,467296.53,4924.6714,10.0,1.0,152,,24538112.0,11221308000000.0,5.9634365e+22,-254.48198,1.0,10.0,59.913826,100.0,15200,4426126,,-254.48198,0.05897404,-25981268.0,100,534.52734,2590.3471026420593,-3.524232e+17,492.58,True,100.0,4924.671846932132,0.4189424,[ 0.011  0.336 -2.557 -1.57 ]
1.0,16.758213,1,4999.541,110.68243,-1,8.910644,4798.1567,10.0,1.0,153,,23785128.0,216357800.0,2217624000.0,-246.03882,1.0,10.0,,100.0,15300,4474122,,-246.03882,0.014671736,-25228274.0,100,873.39404,2616.167114019394,-68174828000.0,479.96,True,100.0,4798.157178225498,0.4189424,[ 0.062  0.363 -2.557 -1.545]
1.0,5493879.5,1,4999.5986,50212828.0,-1,1004526.8,4685.006,10.0,1.0,154,,23029900.0,16449066000000.0,3.7107594e+34,-246.9261,1.0,10.0,,100.0,15400,4520991,,-246.9261,0.13103943,-24473078.0,100,1039.5299,2641.849548101425,-2.779976e+23,468.69,True,100.0,4685.005551188537,0.4189424,[ 1.098e-03  3.735e-01 -2.563e+00 -1.539e+00]
1.0,118773.695,1,4999.635,1192626.8,-1,13702.313,4907.8413,10.0,1.0,155,,24360804.0,342091370000.0,1.3844965e+33,-256.28226,1.0,10.0,949.5658,100.0,15500,4570082,,-256.28226,0.23333228,-25804006.0,100,523.3559,2666.8772478103638,-5.3698467e+22,490.91,True,100.0,4907.841209648914,0.4189424,[ 0.056  0.401 -2.565 -1.527]
1.0,51520.562,1,4999.49,515964.53,-1,8237.392,3219.3604,10.0,1.0,156,,11764931.0,43982668000.0,1.3642256e+27,-256.23422,1.0,10.0,1209.6986,100.0,15600,4602369,,-256.23422,0.058247846,-13208036.0,100,1183.4921,2684.899602651596,-5.330082e+19,322.87,True,100.0,3219.3599262877633,0.4189424,[-0.053  0.406 -2.587 -1.47 ]
1.0,106269.086,1,4999.526,1068085.2,-1,11172.575,4860.434,10.0,1.0,157,,24184014.0,275626900000.0,2.6124917e+20,-241.71416,1.0,10.0,9.981555,100.0,15700,4650985,,-241.71416,0.18884294,-25627152.0,100,748.46136,2712.7476284503937,-2.3325428e+16,486.16,True,100.0,4860.434056497536,0.4189424,[ 0.007  0.421 -2.589 -1.468]
1.0,3350864.0,1,4999.5303,33687640.0,-1,356605.16,4743.1255,10.0,1.0,158,,23559328.0,8909317000000.0,1.2998277e+25,-247.71844,1.0,10.0,29.946125,100.0,15800,4698431,,-247.71844,0.019144315,-25002468.0,100,1030.5748,2738.176152229309,-5.202851e+18,474.46,True,100.0,4743.125883430919,0.4189424,[ 0.053  0.402 -2.595 -1.431]
1.0,51.80899,1,4999.5723,267.70197,-1,25.678238,4495.294,10.0,1.0,159,,21286692.0,369423100.0,19771582000.0,-250.26712,1.0,10.0,,100.0,15900,4743420,,-250.26712,0.11785436,-22729854.0,100,1038.76,2765.268668651581,-203289850000.0,449.89,True,100.0,4495.294233196867,0.4189424,[-0.008  0.31  -2.594 -1.49 ]
1.0,99.99924,1,4999.6055,777.3921,-1,48.541092,4852.083,10.0,1.0,160,,24243530.0,1210277000.0,1.12323135e+33,-246.98628,1.0,10.0,9.980692,100.0,16000,4791951,,-246.98628,0.051106352,-25686714.0,100,837.1534,2795.9253635406494,-4.836659e+22,485.31,True,100.0,4852.082665592208,0.4189424,[ 0.023  0.314 -2.595 -1.491]
1.0,41689.305,1,4999.5625,419629.84,-1,5448.2705,3092.9104,10.0,1.0,161,,10925657.0,19534490000.0,1.0914344e+24,-232.2982,1.0,10.0,1079.8589,100.0,16100,4822974,,-232.2982,0.05289465,-12368803.0,100,1166.0024,2815.135700941086,-1.5076558e+18,310.23,True,100.0,3092.910474341219,0.4189424,[-0.036  0.298 -2.606 -1.484]
1.0,2732547.5,1,4999.6045,27392874.0,-1,300473.4,4938.347,10.0,1.0,162,,24643814.0,7509423000000.0,1.7275324e+24,-243.45929,1.0,10.0,19.960812,100.0,16200,4872367,,-243.45929,0.092175245,-26086998.0,100,506.49905,2845.997622489929,-1.8968174e+18,493.93,True,100.0,4938.3469554638,0.4189424,[ 0.023  0.316 -2.608 -1.478]
1.0,3615570.5,1,4999.5483,35120588.0,-1,467782.9,4695.3267,10.0,1.0,163,,23062906.0,11689407000000.0,1.2284125e+22,-264.16022,1.0,10.0,289.7605,100.0,16300,4919339,,-264.16022,0.1029388,-24506056.0,100,1008.373,2874.265996694565,-1.5995755e+17,469.72,True,100.0,4695.326349349638,0.4189424,[ 0.079  0.342 -2.605 -1.467]
1.0,19.385006,1,4999.502,158.16348,-1,10.882638,4894.282,10.0,1.0,164,,24363932.0,266197390.0,4388076300000000.0,-246.71826,1.0,10.0,9.979918,100.0,16400,4968293,,-246.71826,0.1454641,-25807056.0,100,640.2607,2906.393843650818,-95594120000000.0,489.54,True,100.0,4894.282259215389,0.4189424,[ 0.022  0.419 -2.614 -1.387]
1.0,31.291039,1,4999.57,171.94174,-1,19.99335,4325.085,10.0,1.0,165,,19778302.0,270882850.0,71005020.0,-236.2631,1.0,10.0,629.4962,100.0,16500,5011594,,-236.2631,0.12094779,-21221462.0,100,1035.345,2930.0698368549347,-12431320000.0,433.01,True,100.0,4325.085307451451,0.4189424,[-0.022  0.392 -2.618 -1.421]
1.0,1085485000.0,1,4999.588,10909666000.0,-1,109226700.0,4856.967,10.0,1.0,166,,24111900.0,1293872500000000.0,4.998169e+29,-267.4617,1.0,10.0,,100.0,16600,5060176,,-267.4617,0.03680828,-25555074.0,100,722.33936,2954.5394780635834,-1.0202669e+21,485.82,True,100.0,4856.966839601164,0.4189424,[ 0.008  0.392 -2.619 -1.428]
1.0,23753822.0,1,4999.4473,190515980.0,-1,3683051.2,4685.9814,10.0,1.0,167,,23071708.0,92042190000000.0,9.105871e+28,-246.58508,1.0,10.0,9.981185,100.0,16700,5107056,,-246.58508,0.038038176,-24514800.0,100,1055.126,2978.860594034195,-4.3545593e+20,468.8,True,100.0,4685.9810176717365,0.4189424,[ 0.051  0.5   -2.652 -1.395]
1.0,345.8797,1,4999.2705,2920.0022,-1,106.232796,3711.0476,10.0,1.0,168,,16534659.0,2060977000.0,14607049000.0,-242.84283,1.0,10.0,,100.0,16800,5144222,,-242.84283,0.046210214,-17977642.0,100,1662.1638,2999.5980248451233,-176455910000.0,371.66,True,100.0,3711.0471381397456,0.4189424,[ 0.172  0.477 -2.637 -1.408]
1.0,6633.499,1,4999.5117,50043.51,-1,2375.8037,4618.469,10.0,1.0,169,,22366796.0,59316224000.0,6.226629e+19,-243.77847,1.0,10.0,779.8698,100.0,16900,5190430,,-243.77847,0.011214249,-23809924.0,100,1018.1057,3027.135367870331,-1.1387367e+16,462.08,True,100.0,4618.469188353982,0.4189424,[ 0.062  0.508 -2.657 -1.361]
1.0,75369.66,1,4999.328,523091.12,-1,19378.473,3886.743,10.0,1.0,170,,18056226.0,478952700000.0,6.103073e+20,-252.36778,1.0,10.0,,100.0,17000,5229344,,-252.36778,0.020856561,-19499244.0,100,1717.3987,3048.1782710552216,-3.5648622e+16,389.14,True,100.0,3886.742790770406,0.4189424,[ 0.09   0.571 -2.661 -1.257]
1.0,145.48344,1,4999.3857,913.8976,-1,55.88445,4624.544,10.0,1.0,171,,22562742.0,1376003700.0,6107626000000000.0,-244.10413,1.0,10.0,9.979741,100.0,17100,5275613,,-244.10413,0.053832658,-24005798.0,100,1084.5892,3072.952273607254,-112775350000000.0,462.69,True,100.0,4624.544186208447,0.4189424,[ 0.111  0.478 -2.708 -1.322]
1.0,990587.3,1,4999.465,9938617.0,-1,110887.72,4775.345,10.0,1.0,172,,23610338.0,2279652000000.0,5.499922e+18,-245.32425,1.0,10.0,9.98117,100.0,17200,5323383,,-245.32425,0.06810695,-25053440.0,100,898.0051,3098.6631729602814,-3386546800000000.0,477.7,True,100.0,4775.345505590755,0.4189424,[-0.004  0.523 -2.724 -1.328]
1.0,174000.25,1,4999.409,1580504.0,-1,35633.5,4596.5635,10.0,1.0,173,,22465586.0,889856100000.0,4.002996e+23,-249.41205,1.0,10.0,9.982172,100.0,17300,5369374,,-249.41205,0.039054476,-23908656.0,100,1156.3694,3125.6534512043,-9.129978e+17,459.91,True,100.0,4596.563623247724,0.4189424,[ 0.04   0.528 -2.717 -1.285]
1.0,15298.826,1,4999.572,127160.375,-1,4087.2424,4838.814,10.0,1.0,174,,23907164.0,99036380000.0,1996879800000.0,-236.2241,1.0,10.0,839.60004,100.0,17400,5417777,,-236.2241,0.040830184,-25350330.0,100,702.1697,3148.9890990257263,-2138335700000.0,484.03,True,100.0,4838.813956476685,0.4189424,[ 0.1    0.436 -2.714 -1.344]
1.0,143416.17,1,4999.582,1438099.5,-1,18586.408,4862.217,10.0,1.0,175,,24199160.0,464288060000.0,2.0333645e+19,-254.44202,1.0,10.0,,100.0,17500,5466411,,-254.44202,0.15642735,-25642332.0,100,746.9997,3176.205082654953,-6507967400000000.0,486.34,True,100.0,4862.216781666441,0.4189424,[ 0.07   0.395 -2.739 -1.455]
1.0,25952.168,1,4999.5566,260240.2,-1,2879.6538,4901.674,10.0,1.0,176,,24463208.0,71963435000.0,4.7026126e+17,-263.88815,1.0,10.0,,100.0,17600,5515439,,-263.88815,0.11043047,-25906364.0,100,660.9123,3205.220282316208,-989699900000000.0,490.28,True,100.0,4901.673482834763,0.4189424,[ 0.025  0.497 -2.754 -1.401]
1.0,73431.44,1,4999.5747,678005.3,-1,14804.613,4696.264,10.0,1.0,177,,23275688.0,367125820000.0,2.5080411e+22,-255.73282,1.0,10.0,,100.0,17700,5562418,,-255.73282,0.0070688543,-24718854.0,100,1104.8923,3232.0183680057526,-2.2854596e+17,469.79,True,100.0,4696.264681179059,0.4189424,[ 0.079  0.478 -2.749 -1.424]
1.0,57118.426,1,4999.543,406899.2,-1,14508.267,4791.38,10.0,1.0,178,,23892632.0,362360640000.0,1.7622108e+26,-243.94197,1.0,10.0,,100.0,17800,5610345,,-243.94197,0.0042443858,-25335780.0,100,967.1179,3259.76518034935,-1.9157064e+19,479.27,True,100.0,4791.379369992667,0.4189424,[ 0.082  0.369 -2.758 -1.486]
1.0,99.57605,1,4999.491,687.84906,-1,41.35708,4684.3755,10.0,1.0,179,,22989582.0,982382100.0,8.857917e+26,-247.73676,1.0,10.0,,100.0,17900,5657208,,-247.73676,0.17371032,-24432700.0,100,1022.8434,3288.49458193779,-4.294937e+19,468.63,True,100.0,4684.375510625698,0.4189424,[ 0.083  0.48  -2.752 -1.428]
1.0,28.563185,1,4999.56,172.35678,-1,16.11147,4396.0396,10.0,1.0,180,,20180896.0,232680590.0,98472400.0,-243.67662,1.0,10.0,,100.0,18000,5701219,,-243.67662,0.12946534,-21624052.0,100,925.0574,3312.06978392601,-14553248000.0,440.11,True,100.0,4396.039837644374,0.4189424,[-0.037  0.476 -2.765 -1.396]
1.0,6962.3086,1,4999.5547,61515.14,-1,1426.8325,4889.142,10.0,1.0,181,,24321470.0,33652990000.0,1.3994747e+20,-246.79994,1.0,10.0,9.979389,100.0,18100,5750122,,-246.79994,0.048525527,-25764626.0,100,646.3433,3338.1450419425964,-1.7072039e+16,489.03,True,100.0,4889.142335600817,0.4189424,[-0.006  0.477 -2.764 -1.4  ]
1.0,37289.6,1,4999.544,254957.6,-1,9972.762,4945.011,10.0,1.0,182,,24700976.0,249220900000.0,4.188441e+22,-250.62428,1.0,10.0,9.980402,100.0,18200,5799582,,-250.62428,0.060758866,-26144126.0,100,497.83243,3363.8750495910645,-2.95343e+17,494.6,True,100.0,4945.0111910254,0.4189424,[ 0.036  0.439 -2.761 -1.426]
1.0,87010.62,1,4999.462,695737.9,-1,23763.357,4828.495,10.0,1.0,183,,24053252.0,576909100000.0,3.9096078e+28,-256.10864,1.0,10.0,,100.0,18300,5847882,,-256.10864,0.010349353,-25496354.0,100,859.5853,3392.7512204647064,-2.8533335e+20,483.0,True,100.0,4828.495167760997,0.4189424,[-0.011  0.525 -2.761 -1.35 ]
1.0,31099.283,1,4999.511,312161.38,-1,3342.2866,4955.9365,10.0,1.0,184,,24736788.0,83535770000.0,7019542000000000.0,-247.0622,1.0,10.0,789.58057,100.0,18400,5897451,,-247.0622,0.13715222,-26179918.0,100,418.90427,3422.933640241623,-120989800000000.0,495.69,True,100.0,4955.9364526650525,0.4189424,[ 0.028  0.413 -2.767 -1.389]
1.0,49124.53,1,4999.4756,441294.2,-1,11235.161,4810.2393,10.0,1.0,185,,23821700.0,280715430000.0,2.1486658e+19,-251.24,1.0,10.0,9.982499,100.0,18500,5945570,,-251.24,0.09573308,-25264810.0,100,826.6189,3450.722908973694,-6689458300000000.0,481.19,True,100.0,4810.239278523571,0.4189424,[ 0.078  0.439 -2.769 -1.361]
1.0,12492.93,1,4999.5312,92311.35,-1,2841.4268,4490.6245,10.0,1.0,186,,21903166.0,70882550000.0,12303517000000.0,-262.30264,1.0,10.0,,100.0,18600,5990505,,-262.30264,0.036647998,-23346306.0,100,1318.1274,3476.6361577510834,-5132771000000.0,449.35,True,100.0,4490.624044850932,0.4189424,[ 0.053  0.518 -2.777 -1.268]
1.0,836.8998,1,4999.3306,5066.604,-1,229.04002,4550.619,10.0,1.0,187,,22046896.0,5642246000.0,4.0382077e+34,-241.20297,1.0,10.0,9.981763,100.0,18700,6036040,,-241.20297,0.078132674,-23489920.0,100,1157.0493,3505.8256430625916,-2.8997289e+23,455.35,True,100.0,4550.619241126766,0.4189424,[ 0.028  0.64  -2.791 -1.27 ]
1.0,5409981.5,1,4999.336,54354348.0,-1,580500.8,3747.1653,10.0,1.0,188,,15616377.0,14400223000000.0,6.6307475e+20,-241.47116,1.0,10.0,139.93118,100.0,18800,6073591,,-241.47116,0.106144875,-17059398.0,100,1255.0424,3527.1584208011627,-3.7171795e+16,375.51,True,100.0,3747.1650766820544,0.4189424,[-0.077  0.699 -2.822 -1.277]
1.0,14996.465,1,4999.492,106927.92,-1,4679.3423,3805.1753,10.0,1.0,189,,15666531.0,42475414000.0,1.7459268e+25,-253.64429,1.0,10.0,39.93607,100.0,18900,6111722,,-253.64429,0.09058848,-17109642.0,100,1089.5736,3549.3814339637756,-6.0298174e+18,381.31,True,100.0,3805.1755042240356,0.4189424,[-0.08   0.593 -2.828 -1.344]
1.0,789287.9,1,4999.506,7933192.5,-1,80001.67,4670.6167,10.0,1.0,190,,22898956.0,1999500000000.0,8.616789e+34,-252.45222,1.0,10.0,19.964268,100.0,19000,6158447,,-252.45222,0.011955189,-24342082.0,100,1041.2943,3575.953021287918,-4.2361006e+23,467.25,True,100.0,4670.616943946488,0.4189424,[-0.018  0.6   -2.829 -1.351]
1.0,8993.793,1,4999.424,87321.31,-1,2104.1191,4005.3289,10.0,1.0,191,,17112410.0,20040843000.0,5.968509e+20,-244.08607,1.0,10.0,,100.0,19100,6198573,,-244.08607,0.048569974,-18555484.0,100,1034.2885,3598.8158836364746,-3.5254326e+16,401.26,True,100.0,4005.328449665578,0.4189424,[-0.08   0.602 -2.834 -1.346]
1.0,3505418.5,1,4999.507,34017196.0,-1,443647.62,4798.156,10.0,1.0,192,,23739824.0,8927707000000.0,2.5934517e+32,-247.2183,1.0,10.0,29.952263,100.0,19200,6246572,,-247.2183,0.08511818,-25182952.0,100,847.06805,3624.8880310058594,-2.3239822e+22,479.99,True,100.0,4798.156149587625,0.4189424,[-0.018  0.612 -2.832 -1.348]
1.0,1742.1963,1,4999.514,11428.226,-1,564.58966,4608.599,10.0,1.0,193,,22537674.0,14034848000.0,2.7396205e+34,-250.64632,1.0,10.0,9.979507,100.0,19300,6292679,,-250.64632,0.24449281,-23980804.0,100,1139.5116,3652.7850308418274,-2.388582e+23,461.07,True,100.0,4608.599171603206,0.4189424,[ 0.037  0.637 -2.831 -1.332]
1.0,12119.519,1,4999.5034,100653.555,-1,4493.8516,3917.0913,10.0,1.0,194,,16515034.0,58944643000.0,5.657439e+25,-224.57819,1.0,10.0,,100.0,19400,6331926,,-224.57819,0.035629023,-17958152.0,100,1082.3265,3676.696228981018,-1.085433e+19,392.47,True,100.0,3917.0912416916644,0.4189424,[-0.064  0.575 -2.858 -1.361]
1.0,53.24277,1,4999.4546,364.1118,-1,20.683687,4746.891,10.0,1.0,195,,23375504.0,509849730.0,58629372.0,-258.0607,1.0,10.0,9.980261,100.0,19500,6379411,,-258.0607,0.081680186,-24818600.0,100,917.89575,3707.9018337726593,-11559340000.0,474.85,True,100.0,4746.890914441966,0.4189424,[-0.004  0.587 -2.858 -1.349]
1.0,20991.752,1,4999.5703,141252.86,-1,6237.7676,4705.9985,10.0,1.0,196,,22891184.0,109218480000.0,8.518047e+28,-251.47171,1.0,10.0,,100.0,19600,6426496,,-251.47171,0.04185844,-24334348.0,100,862.9958,3737.5219428539276,-4.211868e+20,470.85,True,100.0,4705.998601851377,0.4189424,[-0.027  0.544 -2.86  -1.388]
1.0,44.624317,1,4999.5566,312.02164,-1,14.449499,4724.2744,10.0,1.0,197,,23528414.0,359724260.0,94120230.0,-264.72818,1.0,10.0,,100.0,19700,6473753,,-264.72818,0.12398615,-24971570.0,100,1099.8368,3766.901056289673,-14360234000.0,472.57,True,100.0,4724.274787038011,0.4189424,[ 0.026  0.523 -2.861 -1.413]
1.0,707110.2,1,4999.5376,7005506.5,-1,83847.33,4795.135,10.0,1.0,198,,23829022.0,2095571900000.0,5.088156e+20,-253.99347,1.0,10.0,,100.0,19800,6521717,,-253.99347,0.024773827,-25272168.0,100,914.16864,3796.3637676239014,-3.2554216e+16,479.64,True,100.0,4795.134860183877,0.4189424,[ 0.065  0.479 -2.868 -1.435]
1.0,51620.09,1,4999.55,383719.1,-1,8619.865,4870.865,10.0,1.0,199,,24094838.0,169347120000.0,7.0348887e+18,-238.73294,1.0,10.0,19.962204,100.0,19900,6570442,,-238.73294,0.07122316,-25537990.0,100,607.8778,3823.746013879776,-3827798000000000.0,487.25,True,100.0,4870.864832914096,0.4189424,[ 0.172  0.497 -2.874 -1.497]
1.0,34380.938,1,4999.4287,324646.03,-1,6615.1143,4648.7036,10.0,1.0,200,,22749004.0,164302680000.0,9.633252e+19,-250.90152,1.0,10.0,,100.0,20000,6616953,,-250.90152,0.07336023,-24192084.0,100,1067.0332,3851.8929426670074,-1.4163535e+16,465.11,True,100.0,4648.703481135889,0.4189424,[ 0.183  0.621 -2.88  -1.498]
1.0,39219.613,1,4999.3994,364430.56,-1,6138.7056,3890.7637,10.0,1.0,201,,17867712.0,134308200000.0,10308887000000.0,-242.3145,1.0,10.0,,100.0,20100,6655910,,-242.3145,0.27250186,-19310770.0,100,1652.1707,3876.479937314987,-4767507000000.0,389.57,True,100.0,3890.7639973908967,0.4189424,[ 0.242  0.721 -2.889 -1.451]
1.0,6593779.0,1,4999.4736,51265724.0,-1,1121989.2,4617.305,10.0,1.0,202,,22599910.0,28023378000000.0,1.3781459e+24,-251.62425,1.0,10.0,,100.0,20200,6702106,,-251.62425,0.17070433,-24043016.0,100,1131.5502,3903.1042671203613,-1.6941143e+18,461.96,True,100.0,4617.305040965217,0.4189424,[ 0.169  0.642 -2.938 -1.491]
1.0,399540.12,1,4999.5156,3701231.0,-1,62256.324,4786.0376,10.0,1.0,203,,23787204.0,1555892900000.0,1.2445483e+28,-253.8128,1.0,10.0,,100.0,20300,6749980,,-253.8128,0.07069262,-25230336.0,100,938.64307,3933.1741182804108,-1.6099081e+20,478.74,True,100.0,4786.037610983182,0.4189424,[ 0.174  0.547 -2.951 -1.571]
1.0,81859230.0,1,4999.21,822804160.0,-1,8343911.5,2943.702,10.0,1.0,204,,11662479.0,87319660000000.0,7.926014e+35,-241.23503,1.0,10.0,,100.0,20400,6779497,,-241.23503,0.15328945,-13105421.0,100,1731.2126,3952.131274700165,-1.2846049e+24,295.17,True,100.0,2943.702140945151,0.4189424,[ 0.407  0.476 -3.003 -1.548]
1.0,27817.355,1,4999.578,224115.27,-1,7655.1895,4858.945,10.0,1.0,205,,24175990.0,190805790000.0,3.3616784e+16,-253.71617,1.0,10.0,,100.0,20500,6828099,,-253.71617,0.11806315,-25619158.0,100,752.75995,3982.2976472377777,-264787350000000.0,486.02,True,100.0,4858.944599691324,0.4189424,[ 0.211  0.599 -3.08  -1.605]
1.0,42843250.0,1,4999.497,430094980.0,-1,4685755.0,4559.939,10.0,1.0,206,,22084896.0,114813580000000.0,5.197122e+33,-247.95004,1.0,10.0,,100.0,20600,6873725,,-247.95004,0.020464398,-23528016.0,100,1136.5991,4010.5569682121277,-1.0403356e+23,456.26,True,100.0,4559.938383747172,0.4189424,[ 0.256  0.678 -3.094 -1.521]
1.0,43631.848,1,4999.5977,394344.16,-1,8439.295,4949.431,10.0,1.0,207,,24743318.0,210913920000.0,2614200300000000.0,-246.66594,1.0,10.0,9.9807,100.0,20700,6923227,,-246.66594,0.034291293,-26186498.0,100,496.43353,4039.926813840866,-73997760000000.0,495.02,True,100.0,4949.431547031481,0.4189424,[ 0.037  0.565 -3.139 -1.515]
1.0,17.418493,1,4999.6934,113.924355,-1,9.874375,4949.4077,10.0,1.0,208,,24744074.0,246533090.0,3538030300.0,-250.35678,1.0,10.0,,100.0,20800,6972728,,-250.35678,0.020794913,-26187308.0,100,497.4342,4069.1413927078247,-86089925000.0,495.01,True,100.0,4949.407635290828,0.4189424,[ 0.019  0.47  -3.136 -1.595]
1.0,51.707096,1,4999.6904,225.65479,-1,28.395073,4697.485,10.0,1.0,209,,22452288.0,441616030.0,741737860.0,-249.12337,1.0,10.0,2029.72,100.0,20900,7019733,,-249.12337,0.12225031,-23895520.0,100,621.2288,4098.208795070648,-39746888000.0,470.05,True,100.0,4697.484678425881,0.4189424,[-0.02   0.423 -3.131 -1.605]
1.0,417.77295,1,4999.6494,3284.249,-1,85.75624,4999.419,10.0,1.0,210,,24994192.0,2143445800.0,3962132500.0,-248.9091,1.0,10.0,4999.0957,100.0,21000,7069733,,-248.9091,0.039789524,-26437402.0,100,0.12453212,4127.179164409637,-92984660000.0,500.0,True,100.0,4999.419146121649,0.4189424,[ 0.011  0.427 -3.131 -1.607]
1.0,62412.98,1,4999.657,627186.4,-1,6795.3867,4999.408,10.0,1.0,211,,24994086.0,169838660000.0,1.4390526e+24,-252.47386,1.0,10.0,4999.0664,100.0,21100,7119733,,-252.47386,0.14904098,-26437300.0,100,0.11908047,4155.446347475052,-1.7312437e+18,500.0,True,100.0,4999.40859265936,0.4189424,[ 0.043  0.48  -3.127 -1.597]
1.0,30520.92,1,4999.619,251211.75,-1,7283.3857,4949.4204,10.0,1.0,212,,24743206.0,182025030000.0,1.8638582e+20,-257.90262,1.0,10.0,9.984908,100.0,21200,7169235,,-257.90262,0.026205534,-26186398.0,100,496.43198,4182.267222642899,-1.9702606e+16,495.02,True,100.0,4949.420507171327,0.4189424,[ 0.115  0.38  -3.142 -1.59 ]
1.0,4246.2324,1,4999.635,41770.836,-1,767.3789,4953.1377,10.0,1.0,213,,24743920.0,19178180000.0,22049314000000.0,-242.54063,1.0,10.0,389.76196,100.0,21300,7218775,,-242.54063,0.029643152,-26187122.0,100,458.63657,4211.700067043304,-6795803000000.0,495.4,True,100.0,4953.137825204085,0.4189424,[ 0.136  0.268 -3.148 -1.642]
1.0,184.05573,1,4999.634,1693.1681,-1,40.176342,4991.4995,10.0,1.0,214,,24921092.0,1002395000.0,923894400.0,-241.95308,1.0,10.0,4219.376,100.0,21400,7268698,,-241.95308,0.024801059,-26364292.0,100,77.60165,4244.673597097397,-44868280000.0,499.23,True,100.0,4991.499853856609,0.4189424,[ 0.092  0.231 -3.156 -1.752]
1.0,1413724.6,1,4999.6187,14209067.0,-1,145797.11,4826.6924,10.0,1.0,215,,23821086.0,3610395300000.0,1.0515541e+17,-242.94588,1.0,10.0,9.979706,100.0,21500,7316981,,-242.94588,0.09142723,-25264276.0,100,723.96783,4275.580310583115,-471592140000000.0,482.83,True,100.0,4826.6923470291695,0.4189424,[ 0.144  0.212 -3.154 -1.781]
1.0,99292.36,1,4999.6646,916094.44,-1,23875.107,4949.321,10.0,1.0,216,,24743206.0,596638000000.0,9.25185e+29,-254.89171,1.0,10.0,,100.0,21600,7366482,,-254.89171,0.062091615,-26186424.0,100,497.4255,4305.480757951736,-1.3881468e+21,495.01,True,100.0,4949.3206178050805,0.4189424,[ 0.107  0.262 -3.158 -1.783]
