Weights,EpisodesSoFar,InitialReturnStd,MaxIW,J_sample_variance,ReturnMeanIW,InitialReturnMean,EpThisIter,StdIW,InitialReturnMin,Iteration,Bound,InitialBound,MinIW,TimeElapsed,EpRewMean,TimestepsSoFar,EmpiricalD2,EpLenMean,InitialReturnMax,MeanIW
[ 0.097 -0.761 -0.078  0.101 -0.518],20900,1.3853076,13.450736,5.858868,8.6251135,3.5762787e-07,100,0.90529025,-1.5306816,209,-41.845936,-42.030056,0.023314137,6762.104948759079,-220.22741959952128,3718923,5.590931,131.18,3.840651,0.8841129
[ 0.092 -0.759 -0.071  0.064 -0.511],21000,1.2431607,1.0,1.5610589,7.7554464,-2.9563904e-07,100,,-1.5407457,210,-2.2949524,-2.2949524,1.0,6788.726455926895,-228.4610711938037,3732980,1.0,140.57,2.7488823,1.0
[ 0.092 -0.759 -0.071  0.064 -0.511],21100,1.2994775,132.39317,139.03941,9.610528,6.198883e-08,100,7.751504,-1.4644127,211,-118.512794,-120.35886,1.3789958e-08,6813.910376787186,-233.57141434212724,3747602,7316.2783,146.22,3.0737257,1.4644456
[ 0.055 -0.975 -0.101  0.079 -0.601],21200,1.1747317,132.43831,12.108618,7.6750536,5.00679e-07,100,4.0286875,-1.3457718,212,-33.690987,-34.140385,0.0017740659,6839.782173156738,-239.15823958785964,3762821,35.87185,152.19,3.436325,1.17811
[ 0.058 -0.968 -0.118  0.05  -0.601],21300,1.382979,15.724431,9.314259,8.232153,1.9550323e-07,100,1.5082976,-1.4719067,213,-20017.78,-20018.01,0.0015350018,6863.871820449829,-219.44564964024707,3776109,29.114748,132.88,3.853035,0.751585
[ 0.058 -0.969 -0.142  0.033 -0.605],21400,1.3084207,312.29163,1072.624,12.243335,4.005432e-07,100,8.650045,-1.3878365,214,-225940.05,-225943.31,2.4834244e-13,6884.113755941391,-201.4427715902809,3787619,69048725000000.0,115.1,3.608828,1.0954618
[ 0.054 -0.965 -0.215  0.082 -0.604],21500,1.2174748,68.64044,137.73247,13.580817,-4.959106e-07,100,1.807024,-1.7769175,215,-236597980.0,-236597980.0,1.0155552e-05,6899.999087572098,-171.23315759976032,3795806,867.2617,81.87,3.079732,0.738615
[ 0.06  -0.967 -0.256  0.063 -0.598],21600,1.3828564,570.1984,3546.376,20.996155,2.670288e-07,100,16.871681,-2.64544,216,-2966134300.0,-2966134300.0,4.329879e-08,6912.050883054733,-155.91999031439582,3802583,14903946.0,67.77,3.5171423,1.7964697
[ 0.045 -0.993 -0.2    0.094 -0.59 ],21700,1.2777097,81.871765,183.23254,10.6251745,4.5776366e-07,100,1.1131718,-1.3865337,217,-48713416.0,-48713416.0,3.651193e-14,6929.0803236961365,-178.26272300210127,3811514,2.832193e+16,89.31,3.620789,0.093949124
[ 0.046 -0.979 -0.289  0.074 -0.591],21800,1.3711276,11.663199,21.085052,15.122262,8.583069e-08,100,1.239467,-2.096468,218,-6201450000.0,-6201450000.0,2.766919e-06,6939.932544469833,-153.27699686658724,3817934,323.42737,64.2,4.4693274,0.83902806
[ 0.065 -0.96  -0.281  0.128 -0.644],21900,1.3099438,12.376066,90.54886,16.507307,7.343292e-07,100,0.9583022,-2.288,219,-7656111000.0,-7656111000.0,0.008653936,6952.306298017502,-152.92950777877755,3824243,34.507633,63.09,3.371849,0.8192824
[ 0.065 -0.954 -0.295  0.086 -0.654],22000,1.2987509,36.299553,29.103994,17.602571,7.7724457e-07,100,1.3474337,-2.241579,220,-9451990000.0,-9451990000.0,0.04767714,6963.051778078079,-149.44119459938042,3830153,3.372318,59.1,3.4805756,1.0791726
[ 0.058 -0.956 -0.281  0.064 -0.653],22100,1.3648938,42.376286,91.665726,16.985151,-9.536743e-08,100,2.217444,-2.5469313,221,-4068771600.0,-4068771600.0,0.0017713415,6975.354756593704,-150.47764594376005,3836362,14.069998,62.09,3.7886896,1.0925972
[ 0.055 -0.966 -0.315  0.084 -0.663],22200,1.4331108,108.27521,168.7283,18.201763,-9.1075896e-07,100,5.863334,-2.0956068,222,-6201450000.0,-6201450000.0,5.916881e-05,6986.657623052597,-147.91654415725296,3842210,32.177963,58.48,3.6721048,1.2669778
[ 0.056 -0.951 -0.347  0.076 -0.667],22300,1.3681623,21.444088,45.05434,19.729263,3.004074e-07,100,1.7916355,-4.0855436,223,-62973534000.0,-62973534000.0,0.004091611,6996.686964273453,-141.0589254116838,3847301,7.647913,50.91,3.1312532,0.9684269
[ 0.046 -0.991 -0.337  0.09  -0.69 ],22400,1.4712973,10.372193,40.206173,18.202702,-2.9563904e-07,100,1.3985918,-2.3981876,224,-30120045000.0,-30120045000.0,0.020464085,7006.1468732357025,-145.39576907638454,3852957,4.085784,56.56,3.973472,1.0516423
[ 0.03  -0.985 -0.329  0.063 -0.701],22500,1.3614436,291.40277,189.97125,17.285387,4.005432e-07,100,20.230719,-2.8131933,225,-10502211000.0,-10502211000.0,0.0006134944,7015.922878980637,-146.50025173146116,3858678,147.59114,57.21,4.510995,2.5690727
[ 0.031 -0.985 -0.286  0.064 -0.701],22600,1.3888351,21.307825,85.97804,16.207333,5.626678e-07,100,2.7244787,-1.8927155,226,-3661894400.0,-3661894400.0,0.0012695107,7027.898487567902,-154.16271507559628,3865302,9.527416,66.24,3.6859794,1.2961768
[ 0.033 -1.002 -0.312  0.09  -0.706],22700,1.3927746,15.818534,26.428078,17.160198,4.6730042e-07,100,1.9012461,-3.492464,227,-10502211000.0,-10502211000.0,0.016002754,7038.404419898987,-149.04640473710828,3871216,6.5452027,59.14,3.4234838,1.1462771
[ 0.029 -1.01  -0.294  0.071 -0.698],22800,1.3308587,71.35666,25.788013,15.157102,-4.5776366e-07,100,6.754212,-2.214532,228,-5023174700.0,-5023174700.0,0.014121054,7050.4432010650635,-154.89234507247724,3877941,10.217508,67.25,3.9366055,1.5014951
[ 0.019 -1.022 -0.281  0.044 -0.696],22900,1.2799312,16.023924,119.313385,14.015631,-2.8610229e-08,100,0.65883946,-1.9284449,229,-2402568700.0,-2402568700.0,8.217451e-06,7064.873145580292,-159.46747201903608,3885043,67416.12,71.02,4.1273713,0.1998566
[ 0.014 -1.046 -0.232  0.027 -0.703],23000,1.4308293,47.2315,30.954126,12.391065,-6.67572e-08,100,1.1695924,-1.7181206,230,-236597980.0,-236597980.0,1.3369581e-05,7081.854114770889,-172.6532224826663,3893693,2341.4329,86.5,3.6046686,0.65773034
[-0.002 -1.07  -0.236  0.077 -0.688],23100,1.3743533,146.58655,214.90416,11.237096,1.14440915e-07,100,2.7146583,-1.6215267,231,-113164080.0,-113164080.0,4.9136747e-11,7096.818198680878,-175.39576369460673,3902639,351437030000.0,89.46,3.554582,0.42753136
[-0.007 -1.085 -0.283  0.012 -0.714],23200,1.2769912,71.88258,173.00612,12.496755,3.194809e-07,100,0.88495624,-2.0027504,232,-1946080800.0,-1946080800.0,7.714988e-08,7111.255148887634,-164.61356723920687,3910537,12291482.0,78.98,3.4266353,0.13750242
[-0.021 -1.087 -0.225  0.013 -0.7  ],23300,1.5734291,48.9499,45.943153,10.539678,-1.4305115e-07,100,2.5919905,-1.6327028,233,-25888302.0,-25888302.0,9.641198e-06,7128.731080055237,-183.5295965891119,3920551,16248.142,100.14,4.100183,0.81427735
[-0.023 -1.093 -0.196  0.046 -0.705],23400,1.2671809,465.32428,7903.358,18.008266,7.581711e-07,100,6.148635,-1.2257996,234,-309930.44,-309939.3,2.6789927e-12,7148.967683792114,-200.44306321681051,3931913,925389160000000.0,113.62,4.238903,0.48329598
[-0.032 -1.123 -0.183  0.134 -0.743],23500,1.2704885,222.96745,128.3647,9.322234,-1.0967254e-06,100,2.2286735,-1.351882,235,-524890.75,-524892.06,3.742041e-12,7175.294652462006,-217.60431433353122,3944996,1211524600000.0,130.83,3.3271713,0.27514905
[-0.028 -1.12  -0.241  0.125 -0.737],23600,1.1698512,24.881159,35.424053,10.315606,-2.9087067e-07,100,1.3034524,-1.2476282,236,-74246950.0,-74246950.0,1.8693623e-05,7192.987504005432,-185.57935385672164,3954785,5147.925,97.89,3.118874,0.52603
[-0.033 -1.114 -0.28   0.105 -0.745],23700,1.3692175,44.050217,42.58708,13.2244,-2.5272368e-07,100,1.5571626,-1.593276,237,-837724000.0,-837724000.0,0.0001192624,7207.589020729065,-169.11675920486553,3963046,250.83879,82.61,4.0171795,0.9158246
[-0.034 -1.112 -0.277  0.149 -0.737],23800,1.2139742,33.116745,53.2427,12.737803,6.532669e-07,100,2.8745353,-1.5986795,238,-172479920.0,-172479920.0,0.00014966633,7222.835111618042,-174.03983487658442,3971528,82.295555,84.82,3.4746556,1.201501
[-0.037 -1.099 -0.303  0.124 -0.733],23900,1.3533725,109.49454,188.25969,12.337461,2.479553e-07,100,1.651044,-1.824049,239,-1576325400.0,-1576325400.0,7.64647e-12,7236.556653261185,-164.69700287983017,3979318,66121822000.0,77.9,4.1035256,0.17079824
[-0.077 -1.054 -0.242  0.161 -0.769],24000,1.485416,93.069244,97.011856,9.796598,-2.4318695e-07,100,1.1554961,-1.5538912,240,-23299472.0,-23299472.0,1.7336471e-09,7255.351978302002,-189.6354022100065,3989606,5038037000000.0,102.88,3.6345444,0.1126204
[-0.096 -1.056 -0.182  0.143 -0.756],24100,1.2950194,1.0,1.6940149,6.9368014,-1.9073486e-08,100,,-1.5149364,241,-8613.609,-8613.609,1.0,7281.799706459045,-240.24150985467688,4005192,1.0,155.86,3.3591785,1.0
[-0.096 -1.056 -0.182  0.143 -0.756],24200,1.285367,35.789196,28.669191,7.5039477,1.5735627e-07,100,1.2608416,-1.3696861,242,-7750.9946,-7751.724,2.479661e-06,7311.118487119675,-244.76293084313605,4021104,2688262.0,159.12,3.9954023,0.3354133
[-0.092 -1.063 -0.139  0.141 -0.754],24300,1.3552567,1.0,1.8552727,5.239605,-1.66893e-07,100,,-1.450387,243,-4.9527063,-4.9527063,1.0,7350.650803089142,-306.41843678703043,4043335,1.0,222.31,3.8164358,1.0
[-0.092 -1.063 -0.139  0.141 -0.754],24400,1.3069166,1.0,1.7252839,5.1609015,-3.3855437e-07,100,,-1.6447773,244,-4.889793,-4.889793,1.0,7390.350219011307,-311.772716462516,4066418,1.0,230.83,3.018323,1.0
[-0.092 -1.063 -0.139  0.141 -0.754],24500,1.5109423,1.0,2.306007,5.2414727,5.102158e-07,100,,-1.491952,245,-4.8089137,-4.8089137,1.0,7430.33488535881,-306.47216639880605,4088719,1.0,223.01,4.567908,1.0
[-0.092 -1.063 -0.139  0.141 -0.754],24600,1.1422206,1.0,1.3178462,4.854527,2.861023e-07,100,,-1.1476097,246,-5.1958528,-5.1958528,1.0,7472.336197137833,-316.6976241026711,4111837,1.0,231.18,4.070366,1.0
[-0.092 -1.063 -0.139  0.141 -0.754],24700,1.3415377,8.011487,2.1969776,5.2112927,4.2915343e-07,100,0.5947193,-1.436409,247,-4.881002,-4.925729,0.24740635,7510.149308204651,-308.9099448513061,4134438,1.4302187,226.01,3.8166485,0.99726194
[-0.092 -1.064 -0.134  0.139 -0.755],24800,1.3293468,1.0,1.7850126,5.0186186,-3.3855437e-07,100,,-1.6117439,248,-5.0317593,-5.0317593,1.0,7553.081800222397,-323.557168819276,4158578,1.0,241.4,3.6183872,1.0
[-0.092 -1.064 -0.134  0.139 -0.755],24900,1.200247,1.0,1.4551443,4.659045,6.580353e-07,100,,-1.1384859,249,-5.3913326,-5.3913326,1.0,7595.7787890434265,-330.48886869414883,4183058,1.0,244.8,3.851245,1.0
[-0.092 -1.064 -0.134  0.139 -0.755],25000,1.3851413,1395.6407,947.3935,9.269598,-4.4345856e-07,100,14.066474,-1.4348011,250,-3.8315659,-5.4133835,3.2564128e-07,7639.614310979843,-341.545261488491,4208943,311393420000.0,258.85,4.0916243,1.2502158
[-0.107 -1.013 -0.104  0.101 -0.728],25100,1.2636402,1.0,1.6129155,1.7397112,-4.7683717e-08,100,,-1.4421034,251,-8.310667,-8.310667,1.0,7724.296779632568,-478.7731837768027,4255481,1.0,465.38,3.0562825,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],25200,1.3637673,1.0,1.8786472,1.8663522,-6.294251e-07,100,,-1.485568,252,-8.184026,-8.184026,1.0,7805.02302646637,-480.20243008476746,4301947,1.0,464.66,3.7683783,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],25300,1.3282449,1.0,1.7820549,1.7326919,1.1920929e-07,100,,-1.5276642,253,-8.317686,-8.317686,1.0,7885.863269805908,-479.6560625847732,4349000,1.0,470.53,3.852192,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],25400,1.4319649,1.0,2.0712357,1.8823475,4.053116e-07,100,,-1.5423613,254,-8.168031,-8.168031,1.0,7966.96440076828,-485.47345725716593,4396012,1.0,470.12,3.718575,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],25500,1.5235007,1.0,2.3444993,2.0014298,-4.6253206e-07,100,,-1.629075,255,-8.048948,-8.048948,1.0,8044.783100128174,-482.93837870722905,4442611,1.0,465.99,3.7160406,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],25600,1.0652292,1.0,1.1461749,1.5983338,7.1525574e-07,100,,-1.1303186,256,-8.452044,-8.452044,1.0,8123.464128255844,-479.51537174864774,4488436,1.0,458.25,3.1219091,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],25700,1.3041344,1.0,1.7179459,2.1156054,7.2956084e-07,100,,-1.5215197,257,-7.9347725,-7.9347725,1.0,8204.0839574337,-481.874630247402,4533956,1.0,455.2,4.215423,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],25800,1.471309,1.0,2.1866157,1.8764428,-4.1007996e-07,100,,-1.4289274,258,-8.173935,-8.173935,1.0,8284.70321726799,-484.98504769972277,4580445,1.0,464.89,3.8636904,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],25900,1.2911018,1.0,1.683782,1.9373939,3.33786e-08,100,,-1.4808435,259,-8.112984,-8.112984,1.0,8360.527785301208,-479.3108698350584,4626357,1.0,459.12,2.9796739,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],26000,1.36101,1.0,1.8710587,1.9391732,1.4781952e-07,100,,-1.5890684,260,-8.111204,-8.111204,1.0,8440.997378587723,-480.7604523327204,4672842,1.0,464.85,4.0134516,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],26100,1.5467099,1.0,2.4164758,2.1713104,-8.34465e-07,100,,-1.5319204,261,-7.8790674,-7.8790674,1.0,8520.78722524643,-484.22122719864916,4718412,1.0,455.7,3.8375034,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],26200,1.279582,1.0,1.6538687,1.5437243,-8.201599e-07,100,,-1.5295553,262,-8.506654,-8.506654,1.0,8600.53025150299,-473.30807932069615,4765718,1.0,473.06,2.9418998,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],26300,1.4400514,1.0,2.0946946,1.9550166,5.5789945e-07,100,,-1.4809904,263,-8.095362,-8.095362,1.0,8676.104610681534,-477.0575238108068,4811389,1.0,456.71,4.0486965,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],26400,1.2618715,1.0,1.6084037,1.7861097,-2.4318695e-07,100,,-1.2383747,264,-8.264268,-8.264268,1.0,8756.35818529129,-483.24179971806154,4857264,1.0,458.75,3.4637718,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],26500,1.3386993,1.0,1.810218,1.8882904,2.002716e-07,100,,-1.3895254,265,-8.162087,-8.162087,1.0,8835.945243120193,-473.97383055651795,4902569,1.0,453.05,3.4670224,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],26600,1.2133317,1.0,1.4870443,1.6942531,9.250641e-07,100,,-1.2666178,266,-8.356125,-8.356125,1.0,8913.187669277191,-485.97136341893673,4949228,1.0,466.59,4.2107177,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],26700,1.3086139,1.0,1.729768,1.8586378,6.532669e-07,100,,-1.4262342,267,-8.19174,-8.19174,1.0,8989.85587143898,-482.63941740799714,4995588,1.0,463.6,3.1096869,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],26800,1.2986082,1.0,1.7034175,1.4989725,5.9604645e-07,100,,-1.2788601,268,-8.551405,-8.551405,1.0,9067.185083389282,-485.191607502579,5043125,1.0,475.37,4.2969713,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],26900,1.3591874,1.0,1.866051,1.915733,1.4305115e-07,100,,-1.5052061,269,-8.1346445,-8.1346445,1.0,9138.93161702156,-480.82302831833874,5089464,1.0,463.39,3.0612926,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],27000,1.3214458,1.0,1.7638575,1.9547997,2.7656554e-07,100,,-1.5215864,270,-8.095578,-8.095578,1.0,9210.501907587051,-481.082669680591,5135668,1.0,462.04,3.873434,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],27100,1.3573151,1.0,1.8609132,1.7886984,5.2452087e-08,100,,-1.507637,271,-8.26168,-8.26168,1.0,9283.914038419724,-487.75876477421144,5183283,1.0,476.15,4.17874,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],27200,1.3603206,1.0,1.8691636,1.8857405,-7.390976e-07,100,,-1.3805361,272,-8.164638,-8.164638,1.0,9356.164407491684,-484.5597929928429,5229441,1.0,461.58,4.127747,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],27300,1.195086,1.0,1.4426569,1.6784178,2.3841858e-07,100,,-1.2347736,273,-8.37196,-8.37196,1.0,9423.679852247238,-479.734777968616,5275415,1.0,459.74,4.3808484,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],27400,1.3254192,1.0,1.7744805,1.8033024,2.193451e-07,100,,-1.4675875,274,-8.247075,-8.247075,1.0,9494.381823778152,-478.477502269844,5321799,1.0,463.84,3.7358327,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],27500,1.3345249,1.0,1.7989457,2.0276613,-7.6293944e-08,100,,-1.4912243,275,-8.0227165,-8.0227165,1.0,9562.557744979858,-480.85111848384173,5367604,1.0,458.05,3.5386133,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],27600,1.3011777,1.0,1.7101653,1.8668722,-2.0503998e-07,100,,-1.5197439,276,-8.183506,-8.183506,1.0,9629.996299028397,-482.4356422550492,5414268,1.0,466.64,2.9934378,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],27700,1.4175313,1.0,2.0296922,2.0192347,-7.8201293e-07,100,,-1.3976669,277,-8.031143,-8.031143,1.0,9701.561395168304,-480.9480903678809,5459840,1.0,455.72,4.0324135,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],27800,1.2838253,1.0,1.6648558,1.7333766,-3.862381e-07,100,,-1.4320002,278,-8.317001,-8.317001,1.0,9772.45509147644,-476.6789579829318,5506218,1.0,463.78,3.820095,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],27900,1.5309649,1.0,2.3675287,2.063263,6.008148e-07,100,,-1.6503468,279,-7.987115,-7.987115,1.0,9843.236595630646,-481.17393593113974,5552461,1.0,462.43,3.6020122,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],28000,1.2256306,1.0,1.5173436,1.5731884,-2.813339e-07,100,,-1.1986485,280,-8.477189,-8.477189,1.0,9916.184161901474,-480.99881574147616,5598909,1.0,464.48,4.1493273,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],28100,1.2842445,1.0,1.6659431,1.6998147,-3.2424927e-07,100,,-1.3265362,281,-8.350563,-8.350563,1.0,9985.415074825287,-481.3876312718977,5645537,1.0,466.28,3.733234,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],28200,1.325202,1.0,1.7738996,1.9206884,5.4359435e-07,100,,-1.4080362,282,-8.129689,-8.129689,1.0,10058.624070167542,-478.4715793291967,5691096,1.0,455.59,3.9602556,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],28300,1.414067,1.0,2.019783,1.7959374,-6.67572e-07,100,,-1.4939909,283,-8.25444,-8.25444,1.0,10133.31032538414,-477.2994636342199,5737469,1.0,463.73,3.3035674,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],28400,1.2178688,1.0,1.4981863,1.8352062,1.4305114e-08,100,,-1.3184967,284,-8.215172,-8.215172,1.0,10204.43506193161,-483.58435506017696,5783483,1.0,460.14,2.9953365,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],28500,1.4538496,1.0,2.1350288,1.8650084,-6.2465665e-07,100,,-1.6347742,285,-8.1853695,-8.1853695,1.0,10277.761781692505,-478.1055396628473,5830283,1.0,468.0,3.215259,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],28600,1.3986291,1.0,1.9759226,1.9252955,-2.7656554e-07,100,,-1.4660196,286,-8.125082,-8.125082,1.0,10349.918893098831,-479.20265148101265,5876166,1.0,458.83,3.698935,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],28700,1.2900443,1.0,1.6810243,1.8923444,-7.2956084e-07,100,,-1.289711,287,-8.158033,-8.158033,1.0,10423.105714797974,-486.0496078289102,5922060,1.0,458.94,4.2960157,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],28800,1.3155663,1.0,1.7481962,1.792656,3.2901764e-07,100,,-1.3001642,288,-8.257722,-8.257722,1.0,10492.88104724884,-480.09196783229896,5967847,1.0,457.87,4.020168,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],28900,1.4045262,1.0,1.9926201,2.0943434,6.151199e-07,100,,-1.5036697,289,-7.9560347,-7.9560347,1.0,10564.248908042908,-477.32191896492236,6012958,1.0,451.11,3.6205726,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],29000,1.3436729,1.0,1.8236938,1.681768,-7.6293944e-08,100,,-1.3547249,290,-8.36861,-8.36861,1.0,10635.086677074432,-478.0850777046695,6059433,1.0,464.75,3.7062225,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],29100,1.3822117,1.0,1.9298071,1.6011988,4.7683717e-08,100,,-1.3957701,291,-8.449179,-8.449179,1.0,10705.945734977722,-482.71220759218653,6106800,1.0,473.67,3.656005,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],29200,1.3346747,1.0,1.7993503,1.6341583,9.584427e-07,100,,-1.2239351,292,-8.41622,-8.41622,1.0,10773.104903459549,-479.07451244543483,6152890,1.0,460.9,3.621481,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],29300,1.3374926,1.0,1.8069555,1.8691473,-3.6239624e-07,100,,-1.5211115,293,-8.181231,-8.181231,1.0,10839.654132604599,-480.33373730612186,6199399,1.0,465.09,3.5185857,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],29400,1.3262393,1.0,1.7766776,1.9282452,-4.6730042e-07,100,,-1.4769602,294,-8.122132,-8.122132,1.0,10911.681392908096,-485.150651912555,6245878,1.0,464.79,3.75241,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],29500,1.2765499,1.0,1.6460404,1.6432986,4.005432e-07,100,,-1.2518301,295,-8.40708,-8.40708,1.0,10981.05154633522,-490.0843064427038,6293072,1.0,471.94,3.6126528,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],29600,1.2777909,1.0,1.6492417,1.5454588,-5.7220458e-08,100,,-1.3219185,296,-8.504919,-8.504919,1.0,11050.616437911987,-477.15293182194125,6339809,1.0,467.37,3.7263641,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],29700,1.1804518,1.0,1.4075419,1.9074638,4.6730042e-07,100,,-1.2837296,297,-8.142914,-8.142914,1.0,11116.666964054108,-482.18225566806746,6385403,1.0,455.94,3.4057193,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],29800,1.2913722,1.0,1.6844865,1.9198016,-2.4318695e-07,100,,-1.47402,298,-8.130576,-8.130576,1.0,11184.082090616226,-475.28645302813834,6430963,1.0,455.6,3.3862114,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],29900,1.4170444,1.0,2.0282977,1.8165213,3.33786e-08,100,,-1.4495983,299,-8.233856,-8.233856,1.0,11252.369659662247,-478.9069784498671,6477335,1.0,463.72,3.536007,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],30000,1.1816202,1.0,1.4103293,1.6460965,-8.6307523e-07,100,,-1.3252687,300,-8.404282,-8.404282,1.0,11315.488997936249,-476.68177700971444,6523721,1.0,463.86,3.7158537,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],30100,1.347809,1.0,1.8349379,1.7821946,-5.8174135e-07,100,,-1.390562,301,-8.268183,-8.268183,1.0,11383.179035425186,-481.1833464671444,6570268,1.0,465.47,3.6749244,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],30200,1.228297,1.0,1.523953,1.784426,2.670288e-07,100,,-1.3268461,302,-8.265952,-8.265952,1.0,11450.333922624588,-477.32305110422914,6615952,1.0,456.84,3.337285,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],30300,1.4106879,1.0,2.0101414,1.7261578,-4.053116e-07,100,,-1.4177895,303,-8.32422,-8.32422,1.0,11519.350868940353,-483.894723407193,6662947,1.0,469.95,3.4738665,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],30400,1.6154983,1.0,2.6361966,2.1018796,-6.1035155e-07,100,,-1.7128191,304,-7.9484982,-7.9484982,1.0,11588.7501475811,-479.47884896825605,6709153,1.0,462.06,3.9856496,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],30500,1.3329946,1.0,1.7948225,1.7558438,-1.335144e-07,100,,-1.4764681,305,-8.294534,-8.294534,1.0,11654.214161634445,-483.18466581368295,6756241,1.0,470.88,3.9856195,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],30600,1.3215413,1.0,1.7641128,1.9251014,4.9114226e-07,100,,-1.4230928,306,-8.125277,-8.125277,1.0,11718.141535758972,-482.49328441248866,6802225,1.0,459.84,3.496726,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],30700,1.2893463,1.0,1.679206,1.8657005,4.2438506e-07,100,,-1.3384943,307,-8.184677,-8.184677,1.0,11785.227720737457,-490.5340206261176,6848889,1.0,466.64,3.4498405,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],30800,1.3051199,1.0,1.720543,1.7994174,6.7710874e-07,100,,-1.4262466,308,-8.25096,-8.25096,1.0,11855.549062013626,-485.0794759352946,6895706,1.0,468.17,3.318461,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],30900,1.248313,1.0,1.5740255,1.758497,4.3392183e-07,100,,-1.2778263,309,-8.291881,-8.291881,1.0,11924.66031575203,-485.30847436226895,6942074,1.0,463.68,3.8550224,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],31000,1.3587908,1.0,1.8649619,1.6713688,-3.8146973e-07,100,,-1.3026257,310,-8.379009,-8.379009,1.0,11995.724298238754,-478.5442501798958,6988286,1.0,462.12,3.6804566,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],31100,1.2893614,1.0,1.679245,2.003167,1.001358e-07,100,,-1.3658257,311,-8.047211,-8.047211,1.0,12070.341282129288,-484.67518790359026,7033905,1.0,456.19,3.8101335,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],31200,1.3058125,1.0,1.7223699,1.8052154,2.479553e-07,100,,-1.2007914,312,-8.245163,-8.245163,1.0,12148.029200077057,-484.13915191286486,7079906,1.0,460.01,3.3710108,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],31300,1.3037182,1.0,1.7168493,1.9041352,-5.00679e-07,100,,-1.2902126,313,-8.146242,-8.146242,1.0,12223.42006778717,-481.37060816908286,7125272,1.0,453.66,3.3827643,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],31400,1.25252,1.0,1.5846524,1.7682056,7.4386594e-07,100,,-1.4537277,314,-8.282172,-8.282172,1.0,12302.303145170212,-479.9653481271986,7171897,1.0,466.25,2.7752,1.0
