BatchSize,MaxNormIw,VarDiscRet,AvgVanillaIw,MinVanillaIw,J,MinNormIw,AvgNormIw,VanillaAvgRet,AvgEpLen,AvgDiscRet,VarVanillaIw,EpsThisIter,eRenyi2,Bound,MaxVanillaIw,VarRet,IterType,Delta,ESSClassic,VarNormIw,AvgRet,VarJ,ESSRenyi
500,0.00333333,543.698142191,1.0,1.0,104.505,0.00333333,0.00333333,102.383632494,500.0,102.383632494,,100,1.0,94.7919,1.0,543.698142191,2,0.5,299.999969474,5.43914e-20,102.383632494,23.0762,500.0
500,0.0025,486.123103456,1.0,1.0,104.916,0.0025,0.0025,106.150336246,500.0,106.150336246,,100,1.0,96.5045,1.0,486.123103456,2,0.5,400.0,5.4346e-20,106.150336246,22.8081,500.0
500,0.0059222,402.140783618,1.0244,0.309986,105.817,0.000605207,0.002,106.307040222,500.0,106.307040222,0.0870544,100,1.07715,98.009,3.03334,402.140783618,1,0.5,461.769723918,3.31829e-07,106.307040222,22.3989,464.189090333
500,0.01,405.217602928,1.0,1.0,104.13,0.01,0.01,104.129684206,500.0,104.129684206,,100,1.0,89.6303,1.0,405.217602928,2,0.5,100.0,3.50449e-18,104.129684206,20.0291,500.0
500,0.005,460.111753817,1.0,1.0,103.469,0.005,0.005,102.808577884,500.0,102.808577884,,100,1.0,92.8952,1.0,460.111753817,2,0.5,200.000000102,2.1793e-19,102.808577884,20.7069,500.0
500,0.00333333,449.56808315,1.0,1.0,104.638,0.00333333,0.00333333,106.976783571,500.0,106.976783571,,100,1.0,95.3696,1.0,449.56808315,2,0.5,299.999969474,5.43914e-20,106.976783571,20.9031,500.0
500,0.0025,587.986611713,1.0,1.0,105.846,0.0025,0.0025,109.467887716,500.0,109.467887716,,100,1.0,97.4265,1.0,587.986611713,2,0.5,400.0,5.4346e-20,109.467887716,21.8542,500.0
500,0.0186337,505.589412942,1.0,0.207011,106.395,0.000414021,0.002,99.8713024563,500.0,99.8713024563,0.447162,100,1.31972,97.7438,9.31684,505.589412942,1,0.5,345.717765885,1.78865e-06,99.8713024563,25.5214,378.868612667
500,0.01,449.398936112,1.0,1.0,105.179,0.01,0.01,105.178870533,500.0,105.178870533,,100,1.0,90.9246,1.0,449.398936112,2,0.5,100.0,3.50449e-18,105.178870533,21.0928,500.0
500,0.005,479.129968628,1.0,1.0,106.016,0.005,0.005,106.853656984,500.0,106.853656984,,100,1.0,93.891,1.0,479.129968628,2,0.5,200.000000102,2.1793e-19,106.853656984,21.4551,500.0
500,0.00333333,504.281096001,1.0,1.0,105.642,0.00333333,0.00333333,104.894885618,500.0,104.894885618,,100,1.0,95.7422,1.0,504.281096001,2,0.5,299.999969474,5.43914e-20,104.894885618,21.7618,500.0
500,0.0025,559.907261495,1.0,1.0,105.667,0.0025,0.0025,105.741540553,500.0,105.741540553,,100,1.0,96.5023,1.0,559.907261495,2,0.5,400.0,5.4346e-20,105.741540553,22.2207,500.0
500,0.00420551,549.935159035,1.00654,0.677456,106.076,0.0013461,0.002,105.153900337,500.0,105.153900337,0.0492995,100,1.05637,97.6506,2.11651,549.935159035,1,0.5,476.843069131,1.94643e-07,105.153900337,22.9647,473.319052036
500,0.01,547.963863339,1.0,1.0,102.94,0.01,0.01,102.94026225,500.0,102.94026225,,100,1.0,86.3052,1.0,547.963863339,2,0.5,100.0,3.50449e-18,102.94026225,23.2913,500.0
500,0.005,566.486680012,1.0,1.0,101.891,0.005,0.005,100.842262453,500.0,100.842262453,,100,1.0,90.1285,1.0,566.486680012,2,0.5,200.000000102,2.1793e-19,100.842262453,23.5107,500.0
500,0.00333333,563.788640369,1.0,1.0,101.82,0.00333333,0.00333333,101.677641037,500.0,101.677641037,,100,1.0,92.1212,1.0,563.788640369,2,0.5,299.999969474,5.43914e-20,101.677641037,23.5492,500.0
500,0.0025,536.822448603,1.0,1.0,102.388,0.0025,0.0025,104.092822882,500.0,104.092822882,,100,1.0,93.7087,1.0,536.822448603,2,0.5,400.0,5.4346e-20,104.092822882,23.4468,500.0
500,0.00684034,517.079998271,0.984711,0.0347026,104.583,7.04828e-05,0.002,104.005422247,500.0,104.005422247,0.279838,100,1.28716,95.7756,3.36788,517.079998271,1,0.5,388.193297369,1.15438e-06,104.005422247,26.0792,388.450645292
500,0.01,500.107833116,1.0,1.0,104.429,0.01,0.01,104.428569506,500.0,104.428569506,,100,1.0,87.6763,1.0,500.107833116,2,0.5,100.0,3.50449e-18,104.428569506,22.251,500.0
500,0.005,431.749260567,1.0,1.0,104.899,0.005,0.005,105.368920732,500.0,105.368920732,,100,1.0,93.0531,1.0,431.749260567,2,0.5,200.000000102,2.1793e-19,105.368920732,21.4823,500.0
500,0.00333333,402.250396276,1.0,1.0,105.71,0.00333333,0.00333333,107.332449743,500.0,107.332449743,,100,1.0,96.0381,1.0,402.250396276,2,0.5,299.999969474,5.43914e-20,107.332449743,21.0171,500.0
