Weights,StdIW,MeanEntropy,OptimizationReturnMin,VarianceInit,MaxIW,MinIWNorm,OptimizationReturnMean,TimestepsSoFar,Bound,EpisodesSoFar,ESSRenyi,MinIW,StdIWNorm,MeanIWNorm,ESSClassic,InitialBound,TimeElapsed,InitialReturnMax,EmpiricalD2,ReturnMeanIW,ReturnStepMax,MeanIW,Iteration,J_sample_variance,OptimizationReturnMax,ReturnStepMaxmin,MaxIWNorm,EpLenMean,EpRewMean,InitialReturnMean,EpThisIter,InitialReturnMin,LearnableVariance,InitialReturnStd
[-1.361  1.63  -2.336 -1.642 -2.654],0.28299037,-1.2491456,,-1,1.8995541,0.008455489,297.83398,3160102,1014.35596,27500,46.031376,0.42277443,0.005659807,0.021576857,46.78117,911.9308,17673.77656674385,2109.8274,1.0862156,1395.2162,10.0,1.0788429,550,1243290.9,1130.2979,10.0,0.03799108,128.76,1277.3635801259936,1277.3636,50,979.5296,True,252.77887
[-1.362  1.63  -2.336 -1.641 -2.668],0.32785496,-1.2363901,,-1,2.1644497,0.013239181,298.889,3166746,1026.1125,27550,44.788383,0.66195905,0.0065570995,0.0213308,45.683163,949.6765,17737.26580119133,2129.8352,1.1163609,1415.883,10.0,1.0665399,551,1319158.1,1110.1493,10.0,0.043288995,132.88,1318.5749310209533,1318.5748,50,1019.6859,True,289.4566
[-1.366  1.636 -2.338 -1.64  -2.655],0.5444175,-1.2369381,,-1,3.8815954,0.009494171,341.2525,3173401,947.0431,27600,41.270145,0.47470856,0.010888349,0.022152927,40.27126,867.00085,17793.940701961517,2619.8086,1.2115295,1446.499,10.0,1.1076465,552,1343387.4,1640.2959,10.0,0.077631906,133.1,1320.7651911001403,1320.7651,50,979.5127,True,313.13348
[-1.368  1.64  -2.338 -1.634 -2.656],0.9400464,-1.2505493,,-1,4.913466,0.00313309,357.34064,3179936,1068.7991,27650,28.221409,0.1566545,0.01880093,0.023105286,30.082085,941.7015,17857.471544504166,2049.825,1.7717046,1541.3766,10.0,1.1552643,553,1622515.2,1110.424,10.0,0.09826932,130.7,1296.7416180467878,1296.7416,50,939.401,True,289.7894
[-1.362  1.64  -2.332 -1.639 -2.669],1.030357,-1.2539029,,-1,5.375533,0.0008602307,345.85394,3186764,1066.5997,27700,27.511114,0.043011535,0.02060714,0.023157889,27.904276,981.28284,17921.70223903656,2159.849,1.8174473,1570.9299,10.0,1.1578945,554,1547425.1,1150.3235,10.0,0.107510656,136.56,1355.3795733939035,1355.3795,50,1009.52563,True,250.05548
[-1.356  1.636 -2.339 -1.651 -2.673],39.056316,-1.2652429,,-1,279.53717,0.00011991116,329.08017,3193509,4723.1978,27750,0.90307754,0.005995558,0.7811262,0.1249891,1.2482235,1007.9987,17980.215326309204,1909.8275,55.36623,7184.57,10.0,6.2494555,555,59469252.0,900.1171,10.0,5.590743,134.9,1338.7905394338397,1338.7905,50,1009.7104,True,232.22336
[-1.362  1.656 -2.341 -1.628 -2.684],4.462565,-1.273331,,-1,27.75285,0.0009454293,413.2047,3199924,1347.3513,27800,7.0426865,0.047271468,0.089251295,0.03632506,7.105367,914.23816,18035.94158768654,2069.8027,7.0995636,2302.5757,10.0,1.816253,556,5279397.5,1210.269,10.0,0.555057,128.3,1272.7384202696394,1272.7384,50,859.5337,True,242.76793
[-1.357  1.663 -2.342 -1.627 -2.692],1.132095,-1.274598,,-1,7.648975,0.0016139807,371.85886,3206783,1121.0715,27850,29.693521,0.08069904,0.022641897,0.02527095,27.735342,954.54645,18098.073197841644,2349.7595,1.683869,1649.1982,10.0,1.2635475,557,1726758.5,1360.0815,10.0,0.1529795,137.18,1361.5368318510787,1361.5369,50,989.678,True,323.3773
[-1.353  1.656 -2.341 -1.636 -2.694],0.3688548,-1.2832674,,-1,2.4128563,0.009552372,280.91757,3213387,902.8448,27900,46.08723,0.4776186,0.007377096,0.020861138,44.44234,851.6102,18161.09278702736,2649.7466,1.0848992,1380.8798,10.0,1.0430568,558,1476164.8,1620.1042,10.0,0.048257127,132.08,1310.5598846585378,1310.5598,50,1029.6423,True,282.9512
[-1.355  1.658 -2.345 -1.634 -2.702],12.030672,-1.2703367,,-1,85.85396,0.0008786976,277.80203,3220025,1751.1074,27950,2.9766173,0.04393488,0.24061345,0.05296074,2.3104243,962.31177,18221.002597808838,2049.8428,16.79759,3206.247,10.0,2.6480367,559,10024874.0,1010.2898,10.0,1.7170792,132.76,1317.3550014460886,1317.355,50,1039.553,True,222.1736
[-1.357  1.673 -2.351 -1.624 -2.689],1.0367243,-1.2706151,,-1,4.5731325,0.0027908634,338.02966,3226913,1113.6096,28000,26.59189,0.13954318,0.020734487,0.025933053,30.501516,889.3402,18286.148055791855,2759.7695,1.8802725,1769.066,10.0,1.2966527,560,2080511.5,1730.4529,10.0,0.09146265,137.76,1367.3462866474702,1367.3462,50,1029.3167,True,292.11166
[-1.352  1.674 -2.353 -1.628 -2.69 ],0.1977976,-1.2602538,,-1,1.5798545,0.014436198,372.0031,3234022,971.7639,28050,47.811474,0.7218099,0.0039559524,0.021138858,48.308167,886.75934,18336.513798952103,3029.7876,1.0457741,1508.4147,10.0,1.0569429,561,1408998.9,1990.2568,10.0,0.03159709,142.18,1411.5339068919252,1411.5337,50,1039.5308,True,342.79654
[-1.353  1.675 -2.354 -1.631 -2.679],0.4133785,-1.2576746,,-1,2.8190238,0.0067722946,348.07016,3240960,987.6803,28100,43.622116,0.33861473,0.00826757,0.021778978,43.70226,921.83325,18392.830662965775,2629.6985,1.1462076,1475.3191,10.0,1.088949,562,1400645.5,1600.4583,10.0,0.056380477,138.76,1377.3104094590703,1377.3104,50,1029.2402,True,318.94107
[-1.356  1.677 -2.353 -1.626 -2.677],0.4291218,-1.2542692,,-1,2.5276933,0.009906802,299.40503,3247706,976.896,28150,43.375286,0.49534014,0.008582436,0.021111444,42.908638,928.44214,18454.81402039528,2369.8389,1.1527301,1417.5962,10.0,1.0555722,563,1361805.9,1330.3336,10.0,0.050553866,134.92,1338.9102891631496,1338.9103,50,1039.5052,True,260.36874
[-1.357  1.675 -2.35  -1.624 -2.673],0.50055414,-1.2609737,,-1,2.1612086,0.0040056948,374.09894,3254475,1014.87244,28200,39.310307,0.20028475,0.010011084,0.021557491,41.129986,953.8804,18518.293213367462,2249.6511,1.271931,1454.3206,10.0,1.0778747,564,1293625.1,1280.2186,10.0,0.04322417,135.38,1343.5314256262957,1343.5314,50,969.4325,True,255.10477
[-1.353  1.673 -2.354 -1.628 -2.68 ],0.27448168,-1.2695923,,-1,1.694612,0.010112643,361.48392,3261431,1033.4404,28250,46.59692,0.50563216,0.005489634,0.020442614,46.636875,1001.6696,18590.246139526367,2189.819,1.0730323,1426.3344,10.0,1.0221308,565,1220105.8,1170.3455,10.0,0.03389224,139.12,1380.9575394584574,1380.9575,50,1019.47363,True,261.85837
[-1.351  1.673 -2.357 -1.63  -2.689],8.831144,-1.2734985,,-1,47.362633,0.00035687766,438.47275,3267872,2257.7231,28300,3.233424,0.017843883,0.17662287,0.057216577,4.74876,900.3325,18656.97040629387,2179.7766,15.463484,3742.3809,10.0,2.8608289,566,21581958.0,1340.3684,10.0,0.94725263,128.82,1277.8809437128994,1277.881,50,839.4082,True,228.92107
[-1.356  1.684 -2.357 -1.616 -2.692],0.30733243,-1.2759553,,-1,2.1202755,0.008007656,583.3745,3274888,958.5636,28350,46.080532,0.40038282,0.0061466484,0.02190648,46.350876,855.9879,18708.55197405815,3099.6873,1.0850569,1517.812,10.0,1.095324,567,962075.75,2290.1924,10.0,0.04240551,140.32,1392.8694720192682,1392.8695,50,809.495,True,383.52728
[-1.353  1.679 -2.347 -1.616 -2.695],0.30581206,-1.274671,,-1,1.9323663,0.0086947745,1153.6947,3281707,989.86804,28400,44.53545,0.43473876,0.006116241,0.021259284,46.177868,932.69226,18769.443371772766,2429.5889,1.1227012,1435.7557,10.0,1.0629642,568,206837.73,2229.7742,10.0,0.038647324,136.38,1353.5095061191705,1353.5095,50,199.81477,True,305.24976
[-1.353  1.678 -2.349 -1.62  -2.694],4.3802366,-1.2499518,,-1,29.431437,0.0009956852,470.23575,3288257,1894.4268,28450,9.821321,0.049784265,0.08760473,0.042282518,9.446925,948.1349,18831.615081071854,2029.7316,5.0909653,2687.657,10.0,2.1141262,569,5961727.0,1200.2726,10.0,0.5886287,131.0,1299.6947406236416,1299.6948,50,829.459,True,260.3872
[-1.348  1.683 -2.349 -1.617 -2.669],0.3402243,-1.2498779,,-1,1.9527936,0.011206224,925.82837,3294986,1047.3695,28500,44.842613,0.5603112,0.0068044863,0.021391595,45.405746,996.052,18895.695962190628,1959.8223,1.1150109,1405.8098,10.0,1.0695797,570,347468.4,1550.1475,10.0,0.039055873,134.58,1335.5032008128678,1335.5033,50,409.6748,True,261.48117
[-1.35   1.687 -2.352 -1.615 -2.669],0.28070894,-1.246338,,-1,1.8217363,0.011225471,1146.3921,3301269,907.7782,28550,46.442875,0.5612736,0.0056141783,0.020744037,46.58763,870.4972,18943.572602510452,2169.6255,1.0765914,1297.694,10.0,1.037202,571,294250.2,2069.7302,10.0,0.036434725,125.66,1246.2873601000626,1246.2875,50,99.89531,True,430.40796
[-1.349  1.687 -2.355 -1.618 -2.665],0.18839252,-1.2532476,,-1,1.5946267,0.014351241,736.39594,3308150,1044.3627,28600,48.60716,0.7175621,0.0037678506,0.020792589,48.410328,984.905,19008.262648820877,2199.7798,1.028655,1430.7961,10.0,1.0396296,572,559332.5,1570.2574,10.0,0.031892534,137.62,1365.918260557366,1365.9183,50,629.52234,True,264.23825
[-1.347  1.684 -2.347 -1.616 -2.672],1.2291938,-1.2517548,,-1,6.4355273,0.0026725724,906.78064,3314834,1085.5525,28650,24.61301,0.13362862,0.024583876,0.02381669,24.207664,938.537,19069.443574905396,2239.6929,2.031446,1638.459,10.0,1.1908345,573,2390023.5,1820.0103,10.0,0.12871054,133.68,1326.4631581003805,1326.4631,50,419.68262,True,354.14124
[-1.351  1.68  -2.35  -1.619 -2.671],4.2653866,-1.2583134,,-1,25.496887,0.00066423096,768.07367,3321774,1296.6768,28700,13.751357,0.033211548,0.08530773,0.03758491,8.127845,911.8203,19135.65815973282,2689.7734,3.6360047,2185.036,10.0,1.8792453,574,4192678.5,2080.1443,10.0,0.5099377,138.8,1377.7028046363712,1377.7028,50,609.6291,True,344.01688
[-1.353  1.684 -2.343 -1.605 -2.677],0.41320795,-1.2546959,,-1,2.5733147,0.0034174128,803.0698,3328889,943.0184,28750,41.57375,0.17087065,0.00826416,0.021771062,43.702797,832.5397,19200.437022447586,3349.505,1.202682,1579.2521,10.0,1.0885531,575,884933.1,2739.8838,10.0,0.051466294,142.3,1412.6910251544587,1412.691,50,609.6212,True,447.09375
[-1.353  1.681 -2.343 -1.61  -2.674],0.2723796,-1.2547759,,-1,1.7058003,0.008090606,1051.4419,3335197,887.20355,28800,45.70484,0.4045303,0.005447592,0.020427829,46.6803,858.11,19260.878425836563,2269.8071,1.093976,1298.4039,10.0,1.0213914,576,308196.38,2069.997,10.0,0.034116004,126.16,1251.2520136461683,1251.2521,50,199.81012,True,355.5383
[-1.351  1.681 -2.34  -1.613 -2.674],0.30141407,-1.2546837,,-1,1.7799383,0.010090731,1113.4716,3341865,977.7058,28850,44.59519,0.50453657,0.0060282815,0.020712743,46.09546,931.87585,19322.578837394714,2259.7944,1.1211972,1392.1543,10.0,1.0356373,577,350272.3,2049.9822,10.0,0.035598766,133.36,1323.28369641542,1323.2837,50,209.81215,True,316.646
[-1.349  1.682 -2.341 -1.613 -2.674],0.27758977,-1.254745,,-1,1.8633112,0.013192411,683.80646,3348433,964.19055,28900,45.202637,0.6596205,0.005551795,0.021133449,46.772144,922.2557,19379.20965385437,2199.8262,1.1061301,1364.9208,10.0,1.0566725,578,574100.75,1580.356,10.0,0.03726622,131.36,1303.2767194134879,1303.2769,50,619.4702,True,295.22806
[-1.351  1.683 -2.341 -1.61  -2.674],3.3470106,-1.2596403,,-1,21.131737,0.00032235033,774.90826,3355457,1439.9573,28950,8.001853,0.016117517,0.06694021,0.031333674,8.986241,1029.1089,19436.75752043724,2109.7007,6.248553,2353.3787,10.0,1.5666838,579,14198959.0,1490.0892,10.0,0.42263472,140.48,1394.519707058622,1394.5197,50,619.61145,True,288.81723
[-1.362  1.683 -2.346 -1.601 -2.679],0.51199514,-1.264359,,-1,2.6968148,0.00733697,1232.1583,3362169,984.8523,29000,41.687336,0.3668485,0.010239903,0.021867758,41.008064,904.27295,19489.013597488403,2469.8342,1.1994051,1453.3542,10.0,1.0933877,580,565141.44,2369.932,10.0,0.053936295,134.24,1332.0608117167808,1332.0608,50,99.90242,True,401.3043
[-1.364  1.683 -2.342 -1.596 -2.683],10.927802,-1.244934,,-1,78.67639,0.00064958655,1083.7646,3368189,1493.347,29050,4.200215,0.032479327,0.21855603,0.051966805,2.6755438,824.7558,19540.097316026688,2129.7744,11.904153,2766.0981,10.0,2.59834,581,94704616.0,2019.8955,10.0,1.5735278,120.4,1193.6435001043874,1193.6436,50,109.8789,True,433.8124
[-1.37   1.693 -2.347 -1.586 -2.664],7.14064,-1.2336996,,-1,50.33709,0.00016054045,1025.236,3374366,1759.8563,29100,2.8916528,0.008027023,0.1428128,0.038546924,3.3952763,852.72986,19595.50724029541,2149.6099,17.29115,3308.0747,10.0,1.9273463,582,194121070.0,1949.7926,10.0,1.0067418,123.54,1225.0532653186244,1225.0532,50,199.8173,True,470.01242
[-1.38   1.692 -2.336 -1.568 -2.653],1.2342733,-1.2330809,,-1,7.3631186,0.0020029962,1032.3,3379579,850.74884,29150,25.613617,0.10014981,0.024685469,0.024381453,24.690214,661.7022,19638.286224365234,2139.6484,1.9520867,1368.5376,10.0,1.2190727,583,4193198.5,2139.6484,10.0,0.14726236,104.26,1032.3001639020167,1032.3,50,,True,501.12582
[-1.373  1.695 -2.34  -1.574 -2.652],1.6182323,-1.2206287,,-1,10.716948,0.0032911997,951.9523,3384890,951.1451,29200,22.43794,0.16455999,0.03236464,0.024467463,18.1838,726.2848,19684.353390932083,1879.6985,2.2283685,1437.1519,10.0,1.2233733,584,5710172.0,1779.7926,10.0,0.21433894,106.22,1051.8582654434506,1051.8583,50,99.905914,True,444.27228
[-1.366  1.694 -2.346 -1.583 -2.64 ],6.2813816,-1.2236174,,-1,37.421124,6.356401e-05,1103.354,3390958,1952.3912,29250,5.665731,0.0031782007,0.12562764,0.046855845,6.106068,777.29114,19731.29944562912,2459.3442,8.824986,3217.8179,10.0,2.3427923,585,75170070.0,2359.4363,10.0,0.74842244,121.36,1203.262032109496,1203.2621,50,99.90797,True,441.3486
[-1.375  1.688 -2.346 -1.582 -2.643],0.9895319,-1.2265658,,-1,5.6213293,0.004106611,1251.4758,3397267,1081.0729,29300,26.730085,0.20533055,0.019790638,0.022949936,28.675816,894.70105,19779.23761868477,2059.8408,1.8705515,1569.0271,10.0,1.1474967,586,3021533.8,2059.8408,10.0,0.11242659,126.18,1251.4758370741008,1251.4758,50,,True,475.8395
[-1.376  1.682 -2.345 -1.586 -2.646],3.6514325,-1.2150723,,-1,21.072937,0.0005686995,1252.7129,3403632,1381.2991,29350,6.94804,0.028434975,0.07302865,0.033484805,8.685778,918.1101,19828.21525835991,1989.4501,7.1962743,2305.6726,10.0,1.6742405,587,29268602.0,1979.47,10.0,0.42145872,127.3,1262.6930403957585,1262.693,50,9.980139,True,404.02686
[-1.381  1.673 -2.346 -1.59  -2.634],0.26407847,-1.2105867,,-1,1.760674,0.0076640644,1048.0745,3409973,928.0648,29400,45.315823,0.38320324,0.0052815694,0.02047843,46.881577,871.68677,19887.342375278473,2229.7485,1.1033673,1333.7383,10.0,1.0239215,588,335195.84,2019.9324,10.0,0.035213478,126.82,1257.8905269586435,1257.8905,50,209.8161,True,370.937
[-1.38   1.674 -2.349 -1.595 -2.63 ],17.202545,-1.2141597,,-1,123.05714,2.321128e-05,550.57965,3416775,2188.2573,29450,0.6567207,0.001160564,0.3440509,0.06386042,1.6652434,1029.692,19949.646060943604,1849.8184,76.135864,4983.9175,10.0,3.1930213,589,214743220.0,1050.308,10.0,2.4611428,136.04,1350.0900368946368,1350.09,50,799.5104,True,263.27628
[-1.396  1.672 -2.345 -1.587 -2.633],2.3522325,-1.2030607,,-1,9.277275,0.0013975465,704.73944,3423348,1220.8378,29500,12.802619,0.06987733,0.04704465,0.02892408,13.715686,916.33374,20016.98832631111,2239.7827,3.905451,1987.4966,10.0,1.446204,590,4338886.0,1640.2466,10.0,0.1855455,131.46,1304.275522903193,1304.2755,50,599.53613,True,284.95673
[-1.386  1.669 -2.346 -1.594 -2.622],1.7720636,-1.2108153,,-1,8.10347,0.0025606328,683.3362,3429914,1234.8713,29550,16.384663,0.12803164,0.035441272,0.030728033,21.456472,852.59973,20073.564435958862,2599.6323,3.0516346,2021.444,10.0,1.5364015,591,3192130.2,1980.0991,10.0,0.1620694,131.32,1302.8693435653208,1302.8694,50,619.53314,True,345.022
[-1.379  1.673 -2.344 -1.592 -2.63 ],13.170728,-1.2096598,,-1,87.46169,5.261803e-05,921.23944,3436570,3092.4453,29600,1.1424968,0.0026309015,0.26341456,0.065332584,2.897505,934.67944,20121.470409154892,2229.7556,43.763798,5647.354,10.0,3.2666297,592,461878800.0,1830.1106,10.0,1.7492338,133.12,1320.8844750104308,1320.8844,50,399.64508,True,352.67508
[-1.389  1.665 -2.345 -1.594 -2.629],0.15879868,-1.2125245,,-1,1.3393118,0.01235299,1254.6958,3442895,919.95483,29650,48.753693,0.6176495,0.0031759737,0.020054614,48.776688,910.051,20174.12658905983,1989.8069,1.0255634,1268.9768,10.0,1.0027307,593,193342.92,1989.8069,10.0,0.026786236,126.5,1254.6957915486612,1254.6958,50,,True,367.52875
[-1.387  1.664 -2.344 -1.595 -2.631],1.4664533,-1.1960316,,-1,8.608706,0.0029766427,471.6472,3449603,1185.4775,29700,22.793472,0.14883214,0.029329065,0.02738743,23.290304,886.21155,20235.028633356094,2569.6196,2.1936104,1844.6654,10.0,1.3693715,594,2248927.2,1709.9841,10.0,0.17217413,134.16,1331.2827061922771,1331.2828,50,859.6355,True,287.06036
[-1.398  1.667 -2.358 -1.598 -2.615],1.1615474,-1.1953164,,-1,6.2585306,0.0010299905,727.47845,3456340,1369.8467,29750,21.492918,0.051499523,0.023230948,0.029264942,30.672174,881.61444,20287.56694793701,2629.7456,2.3263476,2064.5698,10.0,1.4632472,595,2945625.0,2020.1244,10.0,0.1251706,134.74,1337.0996460724436,1337.0997,50,609.6212,True,371.30966
[-1.392  1.671 -2.359 -1.599 -2.614],0.8277194,-1.2001339,,-1,4.77176,0.0050090007,304.10916,3462810,1123.1631,29800,31.04467,0.25045004,0.016554387,0.024819292,34.604843,937.3281,20341.097882032394,1999.6553,1.6105825,1562.712,10.0,1.2409648,596,1616677.9,1020.0858,10.0,0.095435195,129.4,1283.6786216977805,1283.6786,50,979.56946,True,241.10104
[-1.399  1.672 -2.359 -1.594 -2.619],0.78110635,-1.2013708,,-1,4.171945,0.0036326242,1051.0681,3469216,986.42505,29850,34.909004,0.18163121,0.015622126,0.022340197,33.579647,896.80347,20398.51486849785,2159.7573,1.4322952,1434.1196,10.0,1.1170099,597,875777.94,1939.941,10.0,0.0834389,128.12,1270.8843970727964,1270.8844,50,219.81628,True,347.18057
[-1.401  1.677 -2.359 -1.589 -2.62 ],1.6483834,-1.2005161,,-1,8.997129,0.0013594922,649.57263,3475563,1239.1119,29900,17.038324,0.06797461,0.032967668,0.029483939,22.219507,902.32745,20452.285134792328,2059.6587,2.9345608,1850.2333,10.0,1.4741969,598,2042122.8,1450.1605,10.0,0.17994258,126.94,1259.070776033389,1259.0708,50,609.49817,True,303.459
[-1.4    1.668 -2.358 -1.594 -2.619],0.41715822,-1.1917149,,-1,2.3442917,0.0108029265,507.4075,3482249,1076.7122,29950,43.167206,0.54014635,0.008343164,0.021486945,43.449207,994.36676,20509.812717199326,1919.7922,1.1582867,1434.5802,10.0,1.0743473,599,943238.75,1100.3152,10.0,0.046885833,133.72,1326.8845326270612,1326.8845,50,819.477,True,253.03087
[-1.403  1.668 -2.361 -1.593 -2.611],1.1058872,-1.1945151,,-1,5.809186,0.002550907,1139.6956,3488998,1094.9236,30000,25.51468,0.12754536,0.022117743,0.024753526,27.802866,958.5244,20571.72753095627,2199.6064,1.9596561,1628.2529,10.0,1.2376763,600,1449183.8,1999.7944,10.0,0.11618372,134.98,1339.507526682861,1339.5074,50,199.81203,True,353.77625
[-1.404  1.663 -2.358 -1.602 -2.613],0.33037996,-1.1924567,,-1,2.0369937,0.011200922,404.1203,3495167,916.5827,30050,45.293312,0.5600461,0.0066075986,0.020945296,45.474346,885.7769,20618.745879411697,1949.7754,1.1039157,1271.4069,10.0,1.0472648,601,824333.94,1130.4077,10.0,0.040739875,123.38,1223.4879213013771,1223.4879,50,819.3676,True,229.06483
[-1.407  1.665 -2.36  -1.599 -2.611],0.15723844,-1.1889071,,-1,1.4066105,0.012829488,515.0222,3501841,846.63,30100,48.472404,0.6414744,0.003144769,0.020535182,48.854275,827.4361,20670.97724556923,2869.6646,1.0315148,1351.4418,10.0,1.0267591,602,797119.75,2060.2104,10.0,0.02813221,133.48,1324.4764310270812,1324.4764,50,809.4542,True,324.71735
[-1.406  1.664 -2.36  -1.601 -2.608],0.41526935,-1.1839031,,-1,2.8072426,0.011418893,341.745,3508649,1016.6804,30150,44.090717,0.57094467,0.008305387,0.021628212,43.574448,959.9185,20725.23768544197,2259.7036,1.1340256,1433.4764,10.0,1.0814106,603,1304188.6,1250.138,10.0,0.056144852,136.16,1351.3106521493894,1351.3107,50,1009.5657,True,297.93683
[-1.404  1.663 -2.366 -1.606 -2.603],20.254576,-1.1403941,,-1,145.01257,0.00020764413,851.28394,3515105,2759.6172,30200,1.9227492,0.010382207,0.40509152,0.077642165,1.7717034,879.1168,20780.0150847435,2319.812,26.004433,4808.594,10.0,3.8821087,604,258501230.0,1890.1759,10.0,2.9002514,129.12,1280.9200795436172,1280.92,50,429.63608,True,288.3233
[-1.39   1.662 -2.356 -1.59  -2.559],1.9050744,-1.104977,,-1,8.872207,0.0022936466,479.87415,3521653,1140.3896,30250,18.358328,0.11468233,0.038101487,0.030079044,19.197105,848.9762,20836.01738858223,2599.7383,2.7235596,1883.5092,10.0,1.5039524,605,2256594.5,1780.3483,10.0,0.17744413,130.96,1299.2641365957413,1299.2642,50,819.39,True,322.50198
[-1.392  1.662 -2.345 -1.604 -2.524],8.053797,-1.0953934,,-1,44.057327,0.00017145679,907.3826,3527840,1599.7692,30300,2.837665,0.00857284,0.16107592,0.050196327,4.4258914,865.1228,20886.426357746124,2089.7417,17.620121,3119.1187,10.0,2.5098162,606,65403224.0,1770.0476,10.0,0.88114655,123.74,1227.0767858140375,1227.0767,50,319.6941,True,302.61285
[-1.402  1.654 -2.347 -1.597 -2.514],0.2744577,-1.0934632,,-1,1.6775161,0.011426913,482.94324,3534403,943.1715,30350,45.85001,0.5713456,0.0054891533,0.021023637,46.809017,903.9641,20938.04988527298,2299.7632,1.0905123,1359.1387,10.0,1.0511819,607,858853.2,1480.4116,10.0,0.033550322,131.26,1302.2948082842356,1302.2948,50,819.35156,True,276.70712
[-1.402  1.657 -2.347 -1.598 -2.512],0.3457151,-1.1034503,,-1,1.879258,0.011501853,1022.30475,3540615,824.6007,30400,45.94824,0.5750927,0.006914302,0.021219552,45.200787,762.74255,20981.740607976913,2709.7559,1.088181,1314.2007,10.0,1.0609776,608,357690.97,2499.9744,10.0,0.03758516,124.24,1232.0861761928434,1232.0863,50,209.78145,True,382.40262
[-1.398  1.654 -2.339 -1.599 -2.522],0.8897655,-1.0957639,,-1,5.310899,0.0024422943,872.6438,3547128,1034.3,30450,30.716984,0.12211471,0.01779531,0.023143511,31.422338,881.8391,21036.556712388992,2369.742,1.627764,1557.9697,10.0,1.1571755,609,1525106.9,1950.0955,10.0,0.10621797,130.26,1292.2904253120003,1292.2904,50,419.64655,True,344.70685
[-1.393  1.657 -2.339 -1.599 -2.515],57.52797,-1.1150048,,-1,409.84714,1.4681841e-05,463.21054,3553543,5318.057,30500,0.22660755,0.0007340921,1.1505593,0.18841827,1.305884,905.5758,21091.55773830414,2119.5642,220.64578,10771.303,10.0,9.420915,610,355081860.0,1310.0797,10.0,8.196942,128.3,1272.6950650472288,1272.6951,50,809.4845,True,243.43312
[-1.409  1.661 -2.335 -1.57  -2.534],0.5077767,-1.1020067,,-1,3.328714,0.006950337,786.5554,3559626,860.3534,30550,40.213627,0.34751686,0.010155533,0.021147428,40.630035,797.52356,21135.66585445404,2359.741,1.2433596,1316.0999,10.0,1.0573714,611,999129.94,1940.0535,10.0,0.066574275,121.66,1206.2428181283224,1206.2428,50,419.6875,True,346.49924
[-1.405  1.659 -2.333 -1.574 -2.521],0.5040651,-1.1006427,,-1,2.3353698,0.0044625886,640.9301,3565930,961.9883,30600,39.39024,0.22312944,0.010081302,0.021843674,41.220078,897.17444,21179.582108974457,2039.7977,1.2693499,1360.0391,10.0,1.0921837,612,784690.6,1430.25,10.0,0.046707395,126.08,1250.4778215760466,1250.4778,50,609.5477,True,320.69028
[-1.4    1.66  -2.329 -1.573 -2.52 ],0.24762617,-1.103942,,-1,2.0280874,0.008143047,975.89404,3571860,874.6526,30650,47.0739,0.40715235,0.0049525234,0.020431593,47.225258,853.57886,21219.1977519989,1859.7458,1.0621598,1206.6305,10.0,1.0215796,613,307224.72,1659.9436,10.0,0.040561747,118.6,1175.6962878854067,1175.6963,50,199.80223,True,411.72443
[-1.401  1.658 -2.33  -1.572 -2.523],3.3210015,-1.1048722,,-1,17.681334,0.00010039689,1088.7633,3577905,1228.4685,30700,9.716352,0.0050198445,0.06642003,0.037446614,12.059514,758.78845,21256.592064142227,2539.5662,5.145964,2226.2915,10.0,1.8723307,614,13092793.0,2429.6753,10.0,0.35362667,120.9,1198.654212085918,1198.6542,50,109.89092,True,445.17603
[-1.388  1.653 -2.327 -1.584 -2.524],0.732562,-1.1108353,,-1,3.108408,0.0018930085,696.1832,3584535,1168.483,30750,28.458094,0.094650425,0.01465124,0.023929028,36.36667,976.2665,21304.910141944885,1959.7913,1.7569695,1618.4209,10.0,1.1964515,615,1049782.0,1340.2623,10.0,0.06216816,132.6,1315.7121941115547,1315.7122,50,619.52893,True,272.79944
[-1.384  1.65  -2.331 -1.596 -2.53 ],0.25937015,-1.1157216,,-1,1.51894,0.010485224,474.85022,3591008,885.6866,30800,46.69478,0.52426124,0.005187403,0.02082048,47.07764,856.53357,21357.45784163475,2469.6304,1.0707835,1328.3192,10.0,1.041024,616,837126.7,1660.1945,10.0,0.030378798,129.46,1284.2861034733648,1284.2861,50,809.4359,True,307.30377
[-1.388  1.652 -2.333 -1.597 -2.535],2.0665271,-1.1115282,,-1,10.661793,0.0007994942,832.21906,3597269,1142.8091,30850,14.98092,0.03997471,0.041330546,0.028890584,16.411827,904.1732,21400.980350017548,1949.8218,3.3375788,1759.7893,10.0,1.4445293,617,2723182.8,1540.1487,10.0,0.21323586,125.22,1241.892197902542,1241.8922,50,409.67313,True,242.94485
[-1.378  1.648 -2.327 -1.608 -2.53 ],0.5171537,-1.1112533,,-1,2.7852883,0.0056210924,1087.5446,3603807,984.3161,30900,38.56694,0.28105462,0.010343074,0.02218117,41.069942,879.95776,21437.24470615387,2409.7622,1.2964472,1459.5553,10.0,1.1090585,618,541058.25,2199.9658,10.0,0.055705767,130.76,1297.3407721099682,1297.3408,50,209.79628,True,306.93018
