Weights,ESSClassic,StdIW,EpRewMean,ReturnStepMax,VarianceInit,MeanIW,TimestepsSoFar,EpisodesSoFar,MinIW,InitialReturnMax,TimeElapsed,InitialReturnMin,Iteration,ReturnStepMaxmin,MeanEntropy,StdIWNorm,OptimizationReturnMean,OptimizationReturnMin,OptimizationReturnMax,MaxIWNorm,ESSRenyi,EmpiricalD2,MinIWNorm,MaxIW,ReturnMeanIW,Bound,InitialReturnMean,EpThisIter,MeanIWNorm,J_sample_variance,InitialBound,LearnableVariance,EpLenMean,InitialReturnStd
[-1.709  2.158 -2.551 -1.995 -2.605],17.729183,1.7493173,1411.5522598499076,10.0,-1,1.2966058,3344981,26350,0.057446804,2169.8022,3162.1277549266815,959.3622,527,10.0,-1.202283,0.034986347,452.19006,,1210.4401,0.18216296,16.686012,2.996522,0.0011489361,9.108148,1883.6478,1233.0846,1411.5524,50,0.025932116,2749802.5,1035.7314,True,142.18,250.0285
[-1.7    2.158 -2.544 -1.994 -2.621],45.455338,0.32435182,1379.6964039256698,10.0,-1,1.0257888,3351931,26400,0.43262714,2339.826,3169.4319047927856,949.3023,528,10.0,-1.201538,0.0064870366,430.39413,,1390.5237,0.035174936,45.09796,1.1086975,0.008652543,1.7587469,1422.93,996.20245,1379.6964,50,0.020515773,1117841.2,974.42664,True,139.0,282.23264
[-1.702  2.157 -2.544 -1.995 -2.62 ],34.36466,0.75455564,1407.3280639669508,10.0,-1,1.1186488,3359019,26450,0.24004872,2329.844,3177.0316994190216,589.4253,529,10.0,-1.2013551,0.015091112,817.90283,,1740.4187,0.07699082,33.613533,1.4874961,0.0048009744,3.849541,1593.5,1101.3297,1407.328,50,0.022372978,1010368.1,1003.7871,True,141.76,291.50812
[-1.707  2.156 -2.546 -1.996 -2.62 ],2.3225775,11.333906,1392.1081132377387,10.0,-1,2.5015447,3366031,26500,0.0030748076,2609.812,3184.424230337143,969.41235,530,10.0,-1.1946539,0.22667809,422.69577,,1640.3997,1.6038238,2.8611515,17.475481,6.1496154e-05,80.19119,3310.3755,1420.7122,1392.1079,50,0.0500309,20938562.0,940.0753,True,140.24,302.49936
[-1.696  2.158 -2.55  -2.009 -2.614],31.768755,0.8788377,1374.1199965934761,10.0,-1,1.1601136,3372953,26550,0.1669075,1989.8005,3191.0732684135437,1039.4509,531,10.0,-1.1946285,0.017576754,334.6691,,950.3496,0.08785579,29.17274,1.7139288,0.00333815,4.39279,1606.9083,1155.7109,1374.12,50,0.023202268,1772777.6,1029.4764,True,138.44,237.09047
[-1.698  2.153 -2.547 -2.008 -2.614],48.63184,0.17377281,1461.352304564475,10.0,-1,1.0360351,3380311,26600,0.55879796,2339.8481,3197.5040514469147,1069.448,532,10.0,-1.1999378,0.003475456,391.90433,,1270.4001,0.029195368,48.198338,1.0373802,0.011175958,1.4597684,1517.4924,1104.7137,1461.3522,50,0.020720702,1357701.6,1056.0789,True,147.16,301.40604
[-1.701  2.157 -2.553 -2.008 -2.619],1.4744658,53.514633,1459.5726625092384,10.0,-1,9.328347,3387660,26650,0.00015959452,2429.8442,3203.2513768672943,1069.5537,533,10.0,-1.2089845,1.0702926,390.01895,,1360.2905,7.5841002,0.28199732,177.30666,3.1918903e-06,379.20502,13008.22,7404.1753,1459.5726,50,0.18656695,342546240.0,1038.7112,True,146.98,244.45793
[-1.684  2.159 -2.556 -2.021 -2.628],10.567878,2.8834925,1323.139208341493,10.0,-1,1.4927521,3394327,26700,0.021441177,1989.8318,3211.3271420001984,969.3071,534,10.0,-1.2183707,0.05766985,353.83206,,1020.52466,0.326126,9.1468315,5.466374,0.00042882352,16.306301,2126.8755,1321.0767,1323.1392,50,0.02985504,5508813.5,978.49023,True,133.34,204.43512
[-1.682  2.169 -2.564 -2.017 -2.637],40.16528,0.5526526,1389.548326487265,10.0,-1,1.1168545,3401326,26750,0.39696017,2289.8416,3217.499191761017,99.8918,535,10.0,-1.2166739,0.011053052,1289.6566,,2189.9497,0.053689368,36.56011,1.3676108,0.007939204,2.6844685,1588.4489,1124.6311,1389.5483,50,0.02233709,839362.2,992.93604,True,139.98,328.33328
[-1.686  2.169 -2.567 -2.021 -2.636],2.407344,12.623,1401.9206426286464,10.0,-1,2.8389761,3408387,26800,0.0032970035,2139.7847,3222.7996752262115,1049.5371,536,10.0,-1.2123249,0.25246,352.38354,,1090.2476,1.7512344,1.9788909,25.266678,6.594007e-05,87.56172,3814.2615,1951.2961,1401.9208,50,0.05677952,21464150.0,1031.2991,True,141.22,261.90088
[-1.68   2.177 -2.567 -2.015 -2.631],20.7741,1.7196683,1432.9490613480677,10.0,-1,1.449846,3415603,26850,0.05146664,2239.836,3230.2387974262238,189.80269,537,10.0,-1.2143558,0.034393366,1243.1464,,2050.0332,0.12918921,17.1691,2.9122086,0.0010293328,6.4594607,2058.826,1396.78,1432.9492,50,0.028996922,4691321.5,1044.998,True,144.32,345.80154
[-1.671  2.173 -2.565 -2.025 -2.633],37.679573,0.64603114,1460.1444677375775,10.0,-1,1.1297795,3422955,26900,0.35074157,2289.767,3237.218190431595,1049.3142,538,10.0,-1.2162629,0.012920623,410.83026,,1240.4529,0.07342197,37.780792,1.3234237,0.007014831,3.6710987,1620.8291,1164.5806,1460.1445,50,0.022595594,1625796.9,1063.5452,True,147.04,287.0541
[-1.673  2.179 -2.569 -2.021 -2.635],2.93962,13.004992,1363.3278905458983,10.0,-1,3.2503338,3429823,26950,0.0054159877,1999.8494,3243.198920249939,1129.7162,539,10.0,-1.2296143,0.2600998,233.61168,,870.1332,1.8331901,1.7876333,27.969942,0.00010831975,91.65951,4227.5664,2395.6582,1363.328,50,0.06500667,16846752.0,1016.94385,True,137.36,202.13622
[-1.661  2.172 -2.573 -2.04  -2.649],47.192616,0.25419146,1415.1555050036466,10.0,-1,1.0421904,3436950,27000,0.48389208,2689.8623,3250.317548751831,1069.3762,540,10.0,-1.2287475,0.005083829,345.7793,,1620.4861,0.036668845,46.48603,1.0755919,0.009677841,1.8334422,1465.9993,982.8131,1415.1555,50,0.020843806,1348775.1,949.25757,True,142.54,295.10837
[-1.658  2.172 -2.571 -2.042 -2.648],2.7154899,14.855883,1397.9774633981638,10.0,-1,3.5601072,3443991,27050,0.003811601,2069.789,3256.8031675815582,1029.5688,541,10.0,-1.22559,0.2971176,368.4086,,1040.2202,1.7894917,1.9083681,26.200396,7.623202e-05,89.47459,4224.7407,2389.7212,1397.9775,50,0.07120214,17285656.0,1039.4795,True,140.82,254.29611
[-1.649  2.175 -2.592 -2.057 -2.645],43.90184,0.39802244,1506.9905498684516,10.0,-1,1.0679463,3451577,27100,0.28429234,2789.7134,3263.730877637863,1049.6025,542,10.0,-1.22847,0.007960449,457.388,,1740.1108,0.048227,42.432636,1.1783383,0.005685847,2.41135,1614.3635,1089.8518,1506.9906,50,0.021358926,1654722.4,1023.798,True,151.72,416.61694
[-1.65   2.173 -2.595 -2.062 -2.647],45.373512,0.33514178,1489.208514543871,10.0,-1,1.0495522,3459074,27150,0.44983116,2779.8486,3270.778419494629,1079.6526,543,10.0,-1.2311525,0.006702835,409.5559,,1700.196,0.036770437,44.91637,1.1131799,0.008996623,1.838522,1558.1268,1050.126,1489.2085,50,0.020991042,1536090.1,1007.7246,True,149.94,365.3951
[-1.649  2.169 -2.596 -2.065 -2.65 ],17.667295,1.8921704,1454.4200935964857,10.0,-1,1.3986989,3466397,27200,0.22226974,2129.8442,3277.7722318172455,1099.6958,544,10.0,-1.2270986,0.037843406,354.7243,,1030.1484,0.20979744,22.490309,2.2231798,0.004445395,10.489872,1898.553,1348.511,1454.4202,50,0.027973976,2562252.8,1085.5203,True,146.46,257.25613
[-1.649  2.161 -2.597 -2.076 -2.646],49.372845,0.11469805,1469.412990166889,10.0,-1,1.017687,3473795,27250,0.7425851,2899.858,3285.381548643112,1049.7109,545,10.0,-1.2239952,0.0022939607,419.70203,,1850.147,0.025458016,49.00968,1.0202066,0.014851702,1.2729008,1497.0133,989.694,1469.413,50,0.020353736,1334900.0,967.1428,True,147.96,369.75696
[-1.649  2.162 -2.601 -2.08  -2.643],47.32705,0.24746938,1477.8175392738567,10.0,-1,1.0413103,3481235,27300,0.45455515,2659.8748,3293.0719282627106,1079.6768,546,10.0,-1.2270987,0.0049493876,398.14078,,1580.198,0.030986922,46.36429,1.0784162,0.0090911025,1.5493461,1540.4225,1061.9962,1477.8175,50,0.020826206,1409802.6,1017.11365,True,148.8,318.87595
[-1.651  2.163 -2.6   -2.076 -2.646],33.652782,0.8538787,1465.2113797439486,10.0,-1,1.225137,3488612,27350,0.19504166,2369.8647,3300.9681346416473,1079.6877,547,10.0,-1.2340056,0.017077573,385.52368,,1290.177,0.069484115,33.37005,1.4983497,0.003900833,3.474206,1796.9712,1294.5236,1465.2114,50,0.024502737,2034103.1,1054.7388,True,147.54,315.7194
[-1.653  2.17  -2.601 -2.068 -2.653],28.28436,1.1493397,1429.6108167150649,10.0,-1,1.3117027,3495811,27400,0.081432305,2249.7747,3308.0187084674835,1099.5359,548,10.0,-1.2289916,0.022986794,330.07492,,1150.2388,0.10871185,22.602379,2.2121565,0.001628646,5.4355927,1836.6843,1257.112,1429.6106,50,0.026234055,2320990.0,1039.9384,True,143.98,248.87904
[-1.652  2.162 -2.599 -2.077 -2.648],46.93527,0.27121755,1421.80386071542,10.0,-1,1.0613815,3502971,27450,0.5366927,2709.874,3315.2780096530914,1089.5903,549,10.0,-1.2252777,0.005424351,332.21356,,1620.2837,0.034917694,44.9702,1.1118474,0.010733853,1.7458848,1505.2196,1010.3027,1421.804,50,0.02122763,1462936.1,952.44,True,143.2,316.2635
[-1.656  2.166 -2.601 -2.073 -2.644],43.860504,0.40003198,1423.2046621658542,10.0,-1,1.0692161,3510138,27500,0.20003462,3139.841,3322.619246482849,1109.6995,550,10.0,-1.2234464,0.008000639,313.5052,,2030.1416,0.045559745,42.77376,1.1689409,0.004000692,2.2779872,1518.1752,930.19244,1423.2047,50,0.021384325,1598676.9,879.3683,True,143.34,341.03687
[-1.653  2.162 -2.598 -2.079 -2.642],22.460773,1.7846895,1433.6052250635773,10.0,-1,1.6117554,3517357,27550,0.20389166,3229.7837,3328.546557664871,1049.7058,551,10.0,-1.1964688,0.03569379,383.8994,,2180.078,0.18931556,21.268936,2.3508463,0.004077833,9.465778,2388.0771,1530.3558,1433.6053,50,0.03223511,4161304.0,874.1903,True,144.38,353.2768
[-1.655  2.168 -2.603 -2.065 -2.615],49.63801,0.08633335,1405.9847372113675,10.0,-1,1.0109682,3524438,27600,0.81794226,2149.8557,3336.065535545349,1049.573,552,10.0,-1.2007314,0.0017266669,356.41174,,1100.2827,0.023955531,49.55686,1.008942,0.016358845,1.1977766,1418.6506,1044.6235,1405.9847,50,0.020219363,1235908.0,1033.6189,True,141.62,298.10306
[-1.657  2.169 -2.605 -2.066 -2.62 ],45.125683,0.35288844,1446.6009603734212,10.0,-1,1.0737233,3531722,27650,0.5021883,2709.8147,3343.4397768974304,1089.654,553,10.0,-1.2002407,0.007057768,356.9469,,1620.1606,0.04511273,43.555607,1.1479578,0.010043766,2.2556365,1552.2435,1049.3649,1446.601,50,0.02147447,1574192.5,977.2473,True,145.68,321.42395
[-1.66   2.172 -2.61  -2.06  -2.619],37.27753,0.67186236,1517.2073707852571,10.0,-1,1.150054,3539359,27700,0.46382257,2799.8225,3350.8026163578033,1119.6699,554,10.0,-1.1947472,0.013437246,397.53748,,1680.1526,0.076923594,40.67446,1.2292726,0.009276452,3.8461797,1702.4795,1164.8102,1517.2074,50,0.02300108,1840653.9,1032.2638,True,152.74,335.0476
[-1.663  2.177 -2.609 -2.052 -2.614],40.03826,0.5353621,1394.572965940469,10.0,-1,1.0732914,3546383,27750,0.20273234,2449.8464,3358.3445341587067,1089.4259,555,10.0,-1.1859878,0.010707242,305.14706,,1360.4205,0.05332405,40.26915,1.2416453,0.0040546465,2.6662025,1486.7848,1013.96216,1394.573,50,0.021465829,1475696.5,970.2472,True,140.48,264.32193
[-1.658  2.173 -2.606 -2.056 -2.605],23.970846,1.2863078,1490.3990445968436,10.0,-1,1.2344018,3553886,27800,0.09096019,2359.8193,3365.6470127105713,1049.6816,556,10.0,-1.184281,0.025726156,440.7174,,1310.1377,0.15137765,23.70936,2.1088717,0.0018192037,7.568883,1868.6161,1275.0564,1490.399,50,0.024688037,2143548.0,1081.6663,True,150.06,282.1875
[-1.661  2.168 -2.603 -2.059 -2.603],34.350185,0.81661534,1410.7826764036604,10.0,-1,1.2098385,3560991,27850,0.17792886,2279.8032,3371.3184428215027,1069.589,557,10.0,-1.1873032,0.016332308,341.19366,,1210.2142,0.10145692,30.740902,1.6264975,0.0035585773,5.072846,1773.3025,1269.7036,1410.7827,50,0.02419677,2368994.5,1015.9092,True,142.1,274.0154
[-1.661  2.173 -2.601 -2.05  -2.606],42.08737,0.4638701,1462.3973434403438,10.0,-1,1.0698224,3568354,27900,0.36374,2469.821,3377.942267179489,1139.7916,558,10.0,-1.1882157,0.009277402,322.6057,,1330.0294,0.052828517,42.09144,1.18789,0.0072748,2.6414258,1561.0664,1094.8214,1462.3973,50,0.021396449,1626376.5,1034.6118,True,147.26,285.9752
[-1.661  2.177 -2.605 -2.048 -2.607],1.1434345,77.4783,1405.9877637290365,10.0,-1,11.852891,3575435,27950,0.0045714355,2229.815,3384.179342985153,,559,10.0,-1.1820028,1.5495659,1405.9878,,2229.815,11.081323,0.6268514,79.763725,9.142871e-05,554.06616,13983.769,10534.459,1405.9878,50,0.2370578,8373073000.0,1019.7725,True,141.62,303.64746
[-1.653  2.187 -2.593 -2.032 -2.601],44.08644,0.39432877,1503.5757636276626,10.0,-1,1.0766792,3583004,28000,0.29068267,2389.669,3392.6688735485077,1129.7197,560,10.0,-1.1854115,0.007886576,373.85602,,1259.9492,0.049599152,43.355892,1.1532458,0.005813653,2.4799576,1597.271,1152.7837,1503.5758,50,0.021533584,1604353.8,1089.673,True,151.38,311.47867
[-1.653  2.184 -2.594 -2.037 -2.604],7.11255,6.832734,1434.3250186724154,10.0,-1,2.782544,3590227,28050,0.061873894,3009.8816,3400.6772603988647,389.64066,561,10.0,-1.1901237,0.13665468,1044.6844,,2620.241,0.83402115,5.4910784,9.1056795,0.0012374779,41.701057,3685.3132,2112.1775,1434.3248,50,0.05565088,44720028.0,912.99805,True,144.46,381.93027
[-1.658  2.19  -2.589 -2.02  -2.609],43.044796,0.43095115,1437.7259693033952,10.0,-1,1.0720946,3597467,28100,0.51021504,2579.7148,3408.003863811493,199.81792,562,10.0,-1.1947799,0.0086190235,1237.9081,,2379.897,0.04952232,42.326714,1.181287,0.0102043,2.4761162,1548.1431,1062.5079,1437.726,50,0.021441888,545388.25,990.9061,True,144.8,339.24417
[-1.656  2.191 -2.59  -2.02  -2.614],35.833363,0.73955035,1414.8896158761822,10.0,-1,1.176192,3604593,28150,0.2938259,2279.854,3415.884381055832,379.63354,563,10.0,-1.2019643,0.014791007,1035.2561,,1900.2205,0.07461429,32.76387,1.5260712,0.005876518,3.7307143,1669.9984,1182.1835,1414.8895,50,0.023523843,871338.2,1020.0073,True,142.52,303.35428
[-1.656  2.187 -2.588 -2.025 -2.621],47.254,0.2622529,1481.5530932283,10.0,-1,1.0878994,3612052,28200,0.6081065,2209.7673,3423.753565311432,1109.5999,564,10.0,-1.1898026,0.005245058,371.95322,,1100.1675,0.03693577,46.85859,1.0670402,0.012162129,1.8467884,1602.747,1207.3826,1481.5531,50,0.021757986,1562401.0,1098.81,True,149.18,251.8209
[-1.656  2.186 -2.589 -2.027 -2.609],11.340592,3.0648146,1438.330841074636,10.0,-1,1.659948,3619295,28250,0.046384327,2079.859,3431.6873445510864,969.5029,565,10.0,-1.1825117,0.061296288,468.82788,,1110.356,0.40063012,10.973416,4.556466,0.0009276865,20.031506,2428.4375,1659.469,1438.3309,50,0.03319896,4689135.0,1078.0886,True,144.86,265.54282
[-1.647  2.186 -2.589 -2.035 -2.601],14.493107,2.2977026,1532.3526858504006,10.0,-1,1.4679735,3627008,28300,0.026077852,2469.7896,3439.013676404953,1099.4854,566,10.0,-1.1896846,0.04595405,432.86734,,1370.3042,0.23691826,11.838556,4.223488,0.000521557,11.845913,2349.9397,1470.8035,1532.3527,50,0.029359467,4936688.0,1104.5725,True,154.26,313.01584
[-1.641  2.191 -2.593 -2.037 -2.609],44.339523,0.37962455,1409.552359586533,10.0,-1,1.0624864,3634107,28350,0.5117351,1959.8744,3445.7503859996796,1159.4391,567,10.0,-1.1846956,0.0075924904,250.11328,,800.4353,0.045430325,44.040504,1.1353185,0.010234701,2.2715163,1484.328,1122.6287,1409.5524,50,0.021249726,1583957.0,1070.092,True,141.98,181.17612
[-1.643  2.196 -2.596 -2.034 -2.604],30.58425,1.0547816,1483.9509837435817,10.0,-1,1.3238368,3641578,28400,0.082011834,3659.859,3452.5107395648956,89.90871,568,10.0,-1.1827383,0.02109563,1394.0424,,3569.9502,0.10258465,29.858383,1.6745716,0.0016402366,5.129233,1892.225,1071.9172,1483.951,50,0.026476735,1765728.1,850.0448,True,149.42,477.62045
[-1.645  2.191 -2.6   -2.038 -2.602],24.305275,1.2758936,1458.5340362105687,10.0,-1,1.2409172,3648922,28450,0.15479572,2159.668,3460.29656791687,1139.4259,569,10.0,-1.143437,0.025517872,319.10815,,1020.24207,0.1717063,24.752598,2.01999,0.0030959144,8.585316,1868.7144,1337.0687,1458.5339,50,0.024818342,2628279.2,1084.4685,True,146.88,259.84357
[-1.648  2.194 -2.591 -2.033 -2.562],34.755974,0.7277536,1438.7034124675874,10.0,-1,1.0988777,3656167,28500,0.32975316,2359.7183,3467.58407664299,969.37256,570,10.0,-1.1522257,0.014555072,469.33087,,1390.3457,0.10435179,41.76671,1.1971257,0.006595063,5.2175894,1545.5334,1098.345,1438.7035,50,0.021977551,1316212.4,1029.9882,True,144.9,316.9937
[-1.649  2.196 -2.581 -2.027 -2.571],18.044493,1.7800254,1441.5151746341319,10.0,-1,1.3375981,3663426,28550,0.059251964,2129.851,3475.8828518390656,369.6412,571,10.0,-1.1524016,0.035600506,1071.874,,1760.2098,0.1861478,14.991455,3.3352332,0.0011850393,9.30739,2061.7217,1388.0117,1441.5151,50,0.026751963,6155294.5,1072.6141,True,145.18,300.82477
[-1.654  2.191 -2.582 -2.028 -2.571],47.483932,0.23661396,1433.3280533531972,10.0,-1,1.0279049,3670644,28600,0.544792,2189.7861,3481.384339570999,1079.3539,572,10.0,-1.148878,0.0047322786,353.97418,,1110.4323,0.0344342,47.08668,1.0618714,0.01089584,1.7217101,1477.4451,1086.6057,1433.3281,50,0.020558096,1345540.2,1054.0459,True,144.36,255.39743
[-1.653  2.192 -2.581 -2.031 -2.568],34.476643,0.8028815,1518.3410714088272,10.0,-1,1.1965233,3678287,28650,0.2533393,2809.7065,3488.617330789566,1069.3228,573,10.0,-1.162601,0.016057627,449.01828,,1740.3838,0.10088095,38.85358,1.2868826,0.0050667855,5.044048,1783.0994,1231.0332,1518.3411,50,0.023930466,1833085.6,1031.6857,True,152.86,322.38284
[-1.657  2.195 -2.58  -2.025 -2.582],25.793367,1.127333,1400.9208227998472,10.0,-1,1.1636949,3685343,28700,0.033873532,2729.8145,3495.4030063152313,379.75,574,10.0,-1.168091,0.022546658,1021.17084,,2350.0645,0.15542066,29.847797,1.6751655,0.00067747064,7.7710333,1681.7147,1069.7554,1400.9208,50,0.023273896,1675864.2,928.10315,True,141.12,329.55945
[-1.652  2.191 -2.58  -2.033 -2.587],44.02041,0.40037006,1452.7329296900364,10.0,-1,1.0863076,3692658,28750,0.34952766,2499.8267,3503.0891377925873,1139.3839,575,10.0,-1.1665789,0.008007402,313.34903,,1360.4427,0.04703594,41.824596,1.1954688,0.006990553,2.351797,1581.8195,1108.407,1452.7329,50,0.02172615,1700814.0,1019.7501,True,146.3,302.59702
[-1.65   2.187 -2.578 -2.038 -2.586],44.023754,0.3881075,1413.931987112777,10.0,-1,1.0533711,3699779,28800,0.48742056,2449.6833,3509.371956348419,199.80365,576,10.0,-1.1686367,0.0077621504,1214.1283,,2249.8796,0.043814305,44.537212,1.1226567,0.009748411,2.1907153,1468.2452,1018.6786,1413.932,50,0.021067418,308974.38,989.6344,True,142.42,330.4064
[-1.647  2.187 -2.574 -2.04  -2.588],1.8498858,14.845936,1465.7275821800347,10.0,-1,2.9099221,3707159,28850,0.023283359,2839.833,3516.4529123306274,1099.4116,577,10.0,-1.1635,0.29691872,366.31598,,1740.4214,2.129393,3.127727,15.98605,0.00046566717,106.46966,3685.0188,1718.3827,1465.7277,50,0.05819844,12401869.0,973.854,True,147.6,317.483
[-1.637  2.19  -2.568 -2.029 -2.582],5.966479,5.2308617,1494.7787204191197,10.0,-1,1.9254869,3714684,28900,0.021947568,2199.7407,3523.9221572875977,1139.388,578,10.0,-1.1523396,0.10461723,355.39078,,1060.3528,0.6657111,6.5199113,7.668816,0.00043895136,33.285557,2733.4187,1678.3123,1494.7786,50,0.038509738,5997405.5,1113.7725,True,150.5,253.44583
[-1.627  2.192 -2.576 -2.038 -2.571],2.3840275,11.880231,1431.526420216391,10.0,-1,2.658301,3721893,28950,0.0055556903,2109.8152,3531.0117247104645,1069.338,579,10.0,-1.1755403,0.23760457,362.18835,,1040.4772,1.6629102,1.8307186,27.31168,0.000111113804,83.145515,4033.4634,2123.7012,1431.5264,50,0.05316602,44875540.0,1066.0957,True,144.18,235.04907
[-1.636  2.183 -2.574 -2.035 -2.594],38.724987,0.6185027,1461.7571291849724,10.0,-1,1.1462482,3729253,29000,0.25265938,2839.8462,3537.8585917949677,1099.5906,580,10.0,-1.1853193,0.012370054,362.16653,,1740.2556,0.06511701,36.77601,1.3595821,0.0050531877,3.2558506,1674.029,1100.4963,1461.7572,50,0.022924967,1852444.8,969.8813,True,147.2,316.71082
[-1.634  2.177 -2.573 -2.04  -2.604],46.426334,0.29633883,1511.36120062283,10.0,-1,1.068105,3736861,29050,0.5617595,2699.8257,3545.326804637909,1089.4462,581,10.0,-1.1735978,0.0059267767,421.91504,,1610.3795,0.042147007,46.86835,1.066818,0.01123519,2.1073503,1617.1154,1134.1216,1511.3612,50,0.0213621,1566078.6,1043.7377,True,152.16,373.422
[-1.634  2.178 -2.575 -2.044 -2.593],2.141155,11.928233,1399.5695701526677,10.0,-1,2.5230105,3743910,29100,0.04907822,2479.814,3551.3705701828003,,582,10.0,-1.1761948,0.23856464,1399.5696,,2479.814,1.7150686,8.135641,6.1457973,0.0009815644,85.75343,2779.1472,1714.3452,1399.5696,50,0.050460204,135980340.0,970.0531,True,140.98,350.4282
[-1.645  2.185 -2.574 -2.03  -2.595],10.89033,2.8554509,1388.140146883089,10.0,-1,1.5067917,3750902,29150,0.014390355,2349.8384,3560.1386320590973,199.79076,583,10.0,-1.1651475,0.057109017,1188.3494,,2150.0476,0.32749972,11.472298,4.358325,0.00028780708,16.374987,2117.9592,1268.2733,1388.1401,50,0.030135835,11669000.0,981.1362,True,139.84,314.83868
[-1.646  2.174 -2.567 -2.032 -2.584],49.551617,0.09793374,1515.171678525611,10.0,-1,1.0295273,3758529,29200,0.8210122,2229.7925,3567.4361610412598,1059.4425,584,10.0,-1.1711866,0.0019586748,455.72913,,1170.35,0.024755005,49.44082,1.0113101,0.016420243,1.2377503,1564.12,1175.7307,1515.1718,50,0.020590546,1302945.0,1128.9602,True,152.54,278.7313
[-1.646  2.174 -2.568 -2.032 -2.59 ],7.131186,4.7006083,1495.9555401744517,10.0,-1,1.9171858,3766060,29250,0.044436917,2529.8176,3573.862080812454,1099.4067,585,10.0,-1.1881071,0.09401216,396.5488,,1430.4109,0.6615168,12.087909,4.136365,0.0008887383,33.07584,2758.3318,1867.1644,1495.9556,50,0.038343713,6021982.5,1057.7784,True,150.62,299.99033
[-1.653  2.179 -2.558 -2.016 -2.607],46.6071,0.28315902,1345.6610723017343,10.0,-1,1.0494716,3772840,29300,0.4763312,2259.835,3579.771451473236,389.6588,586,10.0,-1.1896489,0.0056631807,956.0023,,1870.1761,0.037518032,46.652493,1.0717541,0.009526623,1.8759017,1388.4639,983.2494,1345.6611,50,0.020989433,351936.6,954.24634,True,135.6,341.74677
[-1.649  2.176 -2.551 -2.014 -2.609],35.559013,0.75067306,1478.4927241441671,10.0,-1,1.177951,3780284,29350,0.33478436,2489.8179,3587.069972038269,569.57263,587,10.0,-1.1867834,0.01501346,908.9201,,1920.2452,0.07122031,35.131607,1.4232198,0.006695687,3.5610156,1712.1904,1197.7156,1478.4928,50,0.023559017,1089263.9,1047.2437,True,148.88,360.83072
[-1.645  2.177 -2.544 -2.009 -2.606],24.426727,1.3783882,1402.8589670523693,10.0,-1,1.3471346,3787350,29400,0.17418659,2529.8032,3593.855038166046,989.2401,588,10.0,-1.229358,0.027567765,413.61887,,1540.5631,0.1389101,23.789816,2.1017396,0.0034837318,6.945505,1887.7925,1252.554,1402.859,50,0.026942687,2493479.2,964.6842,True,141.32,291.7455
[-1.639  2.171 -2.538 -2.011 -2.648],3.4001684,9.882101,1364.1253062410046,10.0,-1,2.6693606,3794222,29450,0.0047168005,2249.8286,3600.894713640213,,589,10.0,-1.2563938,0.197642,1364.1251,,2249.8286,1.3955189,3.0951273,16.154425,9.433601e-05,69.77595,3538.8381,1972.6072,1364.1251,50,0.053387213,175279140.0,974.4435,True,137.44,360.84885
[-1.643  2.161 -2.531 -2.018 -2.675],1.3202095,54.108273,1478.7415000414414,10.0,-1,8.910678,3801667,29500,0.00023062804,2939.75,3608.688268184662,1099.3625,590,10.0,-1.2522432,1.0821654,379.37894,,1840.3875,7.7298822,0.29399258,170.07233,4.6125606e-06,386.4941,11552.237,4911.935,1478.7416,50,0.17821354,195940270.0,969.5617,True,148.9,369.04733
[-1.655  2.154 -2.533 -2.018 -2.671],8.131363,4.04992,1468.37757241875,10.0,-1,1.784776,3809060,29550,0.051983766,2679.81,3616.6072125434875,1109.4775,591,10.0,-1.2437102,0.0809984,358.9001,,1570.3325,0.52465355,8.16436,6.1241784,0.0010396753,26.23268,2457.7031,1309.0508,1468.3777,50,0.035695516,5106401.5,1004.22095,True,147.86,314.21542
[-1.657  2.145 -2.531 -2.024 -2.663],9.444492,3.5100222,1409.3744252669444,10.0,-1,1.6938471,3816158,29600,0.025766479,1869.8474,3623.8836941719055,1049.6814,592,10.0,-1.2438515,0.07020044,359.69305,,820.166,0.36467144,10.590979,4.7209992,0.0005153296,18.233572,2281.729,1578.0352,1409.3745,50,0.03387694,4051176.5,1085.5073,True,141.96,230.70451
[-1.664  2.154 -2.527 -2.01  -2.663],23.000996,1.2866309,1492.1684383281838,10.0,-1,1.1875541,3823670,29650,0.11746164,2329.7456,3630.631840467453,1069.5009,593,10.0,-1.2409089,0.025732616,422.66757,,1260.2448,0.14515106,21.587952,2.3161068,0.0023492328,7.2575536,1901.9111,1287.7979,1492.1686,50,0.023751082,2800940.2,1088.6447,True,150.24,302.49664
[-1.669  2.153 -2.523 -2.003 -2.66 ],49.341087,0.11662736,1400.3063261165503,10.0,-1,1.0092343,3830723,29700,0.7863354,1989.8379,3637.606016397476,1069.3348,594,10.0,-1.2430418,0.0023325472,330.9715,,920.50305,0.026819129,49.243954,1.0153531,0.015726708,1.3409564,1417.0776,1069.792,1400.3064,50,0.020184685,1245564.5,1055.6561,True,141.06,229.78004
[-1.669  2.153 -2.521 -2.001 -2.662],45.033638,0.3434743,1451.9382776510506,10.0,-1,1.0342933,3838034,29750,0.5359235,2919.755,3644.9513504505157,1069.2043,595,10.0,-1.249637,0.0068694856,382.73395,,1850.5505,0.05261463,46.761974,1.0692449,0.0107184695,2.6307316,1518.3499,995.41736,1451.9382,50,0.020685866,1420618.1,946.222,True,146.22,319.65067
