VarNormIw,VarDiscRet,VanillaAvgRet,VarVanillaIw,AvgNormIw,MaxVanillaIw,AvgEpLen,AvgVanillaIw,eRenyi2,MinVanillaIw,Bound,VarJ,ESSRenyi,MinNormIw,AvgRet,BatchSize,MaxNormIw,IterType,VarRet,Delta,ESSClassic,AvgDiscRet,EpsThisIter,J
3.50449e-18,1322.21659685,-67.4527810089,,0.01,1.0,97.29,1.0,1.0,1.0,-67.4528,36.18,500.0,0.01,-67.4527810089,500,0.01,2,1322.21659685,1.0,100.0,-67.4527810089,100,-67.4528
2.1793e-19,93.1099524263,-65.1132527794,,0.005,1.0,95.15,1.0,1.0,1.0,-66.283,26.4944,500.0,0.005,-65.1132527794,500,0.005,2,93.1099524263,1.0,200.000000102,-65.1132527794,100,-66.283
5.43914e-20,83.1474684252,-66.9673249614,,0.00333333,1.0,97.66,1.0,1.0,1.0,-66.5111,22.2601,500.0,0.00333333,-66.9673249614,500,0.00333333,2,83.1474684252,1.0,299.999969474,-66.9673249614,100,-66.5111
5.4346e-20,1296.38767919,-70.0626197729,,0.0025,1.0,101.32,1.0,1.0,1.0,-67.399,26.3601,500.0,0.0025,-70.0626197729,500,0.0025,2,1296.38767919,1.0,400.0,-70.0626197729,100,-67.399
5.43187e-20,77.8082969805,-67.4146747223,,0.002,1.0,98.44,1.0,1.0,1.0,-67.4021,23.9017,500.0,0.002,-67.4146747223,500,0.002,1,77.8082969805,1.0,500.000006643,-67.4146747223,100,-67.4021
3.50449e-18,74.0153704404,-66.1037580429,,0.01,1.0,96.7,1.0,1.0,1.0,-66.1038,8.56009,500.0,0.01,-66.1037580429,500,0.01,2,74.0153704404,1.0,100.0,-66.1037580429,100,-66.1038
2.1793e-19,2513.59802738,-73.6278139023,,0.005,1.0,105.09,1.0,1.0,1.0,-69.8658,35.9864,500.0,0.005,-73.6278139023,500,0.005,2,2513.59802738,1.0,200.000000102,-73.6278139023,100,-69.8658
5.43914e-20,1300.44966638,-69.3091239293,,0.00333333,1.0,100.02,1.0,1.0,1.0,-69.6802,35.9523,500.0,0.00333333,-69.3091239293,500,0.00333333,2,1300.44966638,1.0,299.999969474,-69.3091239293,100,-69.6802
5.4346e-20,85.3679747833,-66.1758442932,,0.0025,1.0,96.91,1.0,1.0,1.0,-68.8041,31.5096,500.0,0.0025,-66.1758442932,500,0.0025,2,85.3679747833,1.0,400.0,-66.1758442932,100,-68.8041
5.43187e-20,96.2030083097,-67.7383348277,,0.002,1.0,99.51,1.0,1.0,1.0,-68.591,28.5222,500.0,0.002,-67.7383348277,500,0.002,1,96.2030083097,1.0,500.000006643,-67.7383348277,100,-68.591
3.50449e-18,71.7408584233,-65.0942628399,,0.01,1.0,95.08,1.0,1.0,1.0,-65.0943,8.42754,500.0,0.01,-65.0942628399,500,0.01,2,71.7408584233,1.0,100.0,-65.0942628399,100,-65.0943
2.1793e-19,2503.89929694,-76.0705805546,,0.005,1.0,109.35,1.0,1.0,1.0,-70.5824,36.1256,500.0,0.005,-76.0705805546,500,0.005,2,2503.89929694,1.0,200.000000102,-76.0705805546,100,-70.5824
5.43914e-20,1317.72692086,-69.7420997268,,0.00333333,1.0,100.42,1.0,1.0,1.0,-70.3023,36.1254,500.0,0.00333333,-69.7420997268,500,0.00333333,2,1317.72692086,1.0,299.999969474,-69.7420997268,100,-70.3023
5.4346e-20,1300.78356811,-70.0312502453,,0.0025,1.0,101.39,1.0,1.0,1.0,-70.2346,36.0658,500.0,0.0025,-70.0312502453,500,0.0025,2,1300.78356811,1.0,400.0,-70.0312502453,100,-70.2346
5.43187e-20,1311.149033,-70.2962105165,,0.002,1.0,101.56,1.0,1.0,1.0,-70.2469,36.0583,500.0,0.002,-70.2962105165,500,0.002,1,1311.149033,1.0,500.000006643,-70.2962105165,100,-70.2469
3.50449e-18,1317.49873889,-69.927504468,,0.01,1.0,100.94,1.0,1.0,1.0,-69.9275,36.1154,500.0,0.01,-69.927504468,500,0.01,2,1317.49873889,1.0,100.0,-69.927504468,100,-69.9275
2.1793e-19,2531.99698326,-71.9277629553,,0.005,1.0,102.39,1.0,1.0,1.0,-70.9276,43.6635,500.0,0.005,-71.9277629553,500,0.005,2,2531.99698326,1.0,200.000000102,-71.9277629553,100,-70.9276
5.43914e-20,98.0364060575,-67.4707119882,,0.00333333,1.0,98.76,1.0,1.0,1.0,-69.7753,36.1387,500.0,0.00333333,-67.4707119882,500,0.00333333,2,98.0364060575,1.0,299.999969474,-67.4707119882,100,-69.7753
5.4346e-20,72.0590442622,-66.3520067114,,0.0025,1.0,96.77,1.0,1.0,1.0,-68.9195,31.6155,500.0,0.0025,-66.3520067114,500,0.0025,2,72.0590442622,1.0,400.0,-66.3520067114,100,-68.9195
5.43187e-20,1331.15860998,-70.5913076214,,0.002,1.0,101.83,1.0,1.0,1.0,-69.2539,32.6136,500.0,0.002,-70.5913076214,500,0.002,1,1331.15860998,1.0,500.000006643,-70.5913076214,100,-69.2539
3.50449e-18,82.1522019343,-67.2347493674,,0.01,1.0,98.17,1.0,1.0,1.0,-67.2347,9.01835,500.0,0.01,-67.2347493674,500,0.01,2,82.1522019343,1.0,100.0,-67.2347493674,100,-67.2347
2.1793e-19,2536.28208179,-72.4164034881,,0.005,1.0,103.26,1.0,1.0,1.0,-69.8256,36.0948,500.0,0.005,-72.4164034881,500,0.005,2,2536.28208179,1.0,200.000000102,-72.4164034881,100,-69.8256
5.43914e-20,78.8405861015,-66.8507881132,,0.00333333,1.0,97.39,1.0,1.0,1.0,-68.834,29.9423,500.0,0.00333333,-66.8507881132,500,0.00333333,2,78.8405861015,1.0,299.999969474,-66.8507881132,100,-68.834
5.4346e-20,1305.50790435,-69.1737786001,,0.0025,1.0,100.02,1.0,1.0,1.0,-68.9189,31.5522,500.0,0.0025,-69.1737786001,500,0.0025,2,1305.50790435,1.0,400.0,-69.1737786001,100,-68.9189
5.43187e-20,1309.03398462,-69.8816116138,,0.002,1.0,100.88,1.0,1.0,1.0,-69.1115,32.4926,500.0,0.002,-69.8816116138,500,0.002,1,1309.03398462,1.0,500.000006643,-69.8816116138,100,-69.1115
3.50449e-18,76.0089344616,-67.7927720995,,0.01,1.0,98.9,1.0,1.0,1.0,-67.7928,8.67461,500.0,0.01,-67.7927720995,500,0.01,2,76.0089344616,1.0,100.0,-67.7927720995,100,-67.7928
2.1793e-19,66.3857654196,-67.1631443535,,0.005,1.0,97.97,1.0,1.0,1.0,-67.478,8.40146,500.0,0.005,-67.1631443535,500,0.005,2,66.3857654196,1.0,200.000000102,-67.1631443535,100,-67.478
5.43914e-20,1308.78540999,-71.2755982365,,0.00333333,1.0,102.98,1.0,1.0,1.0,-68.7438,21.9582,500.0,0.00333333,-71.2755982365,500,0.00333333,2,1308.78540999,1.0,299.999969474,-71.2755982365,100,-68.7438
5.4346e-20,74.5192944179,-65.130727668,,0.0025,1.0,94.8,1.0,1.0,1.0,-67.8406,19.5579,500.0,0.0025,-65.130727668,500,0.0025,2,74.5192944179,1.0,400.0,-65.130727668,100,-67.8406
5.43187e-20,1297.6905274,-69.974462385,,0.002,1.0,101.04,1.0,1.0,1.0,-68.2673,23.742,500.0,0.002,-69.974462385,500,0.002,1,1297.6905274,1.0,500.000006643,-69.974462385,100,-68.2673
3.50449e-18,88.5081717649,-66.5582782674,,0.01,1.0,97.42,1.0,1.0,1.0,-66.5583,9.36072,500.0,0.01,-66.5582782674,500,0.01,2,88.5081717649,1.0,100.0,-66.5582782674,100,-66.5583
2.1793e-19,2484.39057905,-74.260164701,,0.005,1.0,106.75,1.0,1.0,1.0,-70.4092,35.8945,500.0,0.005,-74.260164701,500,0.005,2,2484.39057905,1.0,200.000000102,-74.260164701,100,-70.4092
5.43914e-20,2523.85866925,-73.7063784289,,0.00333333,1.0,105.79,1.0,1.0,1.0,-71.5083,41.1611,500.0,0.00333333,-73.7063784289,500,0.00333333,2,2523.85866925,1.0,299.999969474,-73.7063784289,100,-71.5083
5.4346e-20,84.3370294317,-67.0689707233,,0.0025,1.0,97.94,1.0,1.0,1.0,-70.3985,35.9895,500.0,0.0025,-67.0689707233,500,0.0025,2,84.3370294317,1.0,400.0,-67.0689707233,100,-70.3985
5.43187e-20,98.4813099492,-66.448959097,,0.002,1.0,97.15,1.0,1.0,1.0,-69.6086,32.5298,500.0,0.002,-66.448959097,500,0.002,1,98.4813099492,1.0,500.000006643,-66.448959097,100,-69.6086
3.50449e-18,1320.8665964,-70.6517920589,,0.01,1.0,102.13,1.0,1.0,1.0,-70.6518,36.1616,500.0,0.01,-70.6517920589,500,0.01,2,1320.8665964,1.0,100.0,-70.6517920589,100,-70.6518
2.1793e-19,2512.56476767,-73.4752609234,,0.005,1.0,105.27,1.0,1.0,1.0,-72.0635,43.5837,500.0,0.005,-73.4752609234,500,0.005,2,2512.56476767,1.0,200.000000102,-73.4752609234,100,-72.0635
5.43914e-20,94.1581668256,-66.1786957635,,0.00333333,1.0,96.73,1.0,1.0,1.0,-70.1019,36.1266,500.0,0.00333333,-66.1786957635,500,0.00333333,2,94.1581668256,1.0,299.999969474,-66.1786957635,100,-70.1019
5.4346e-20,2505.60148668,-74.0581100766,,0.0025,1.0,105.69,1.0,1.0,1.0,-71.091,40.024,500.0,0.0025,-74.0581100766,500,0.0025,2,2505.60148668,1.0,400.0,-74.0581100766,100,-71.091
5.43187e-20,1332.35586035,-70.441111183,,0.002,1.0,101.48,1.0,1.0,1.0,-70.961,39.3117,500.0,0.002,-70.441111183,500,0.002,1,1332.35586035,1.0,500.000006643,-70.441111183,100,-70.961
3.50449e-18,2489.79585703,-74.8153742518,,0.01,1.0,107.18,1.0,1.0,1.0,-74.8154,49.6477,500.0,0.01,-74.8153742518,500,0.01,2,2489.79585703,1.0,100.0,-74.8153742518,100,-74.8154
2.1793e-19,84.6987627114,-65.9272903322,,0.005,1.0,96.2,1.0,1.0,1.0,-70.3713,35.9739,500.0,0.005,-65.9272903322,500,0.005,2,84.6987627114,1.0,200.000000102,-65.9272903322,100,-70.3713
5.43914e-20,1333.44774073,-69.6894175708,,0.00333333,1.0,100.39,1.0,1.0,1.0,-70.144,36.0956,500.0,0.00333333,-69.6894175708,500,0.00333333,2,1333.44774073,1.0,299.999969474,-69.6894175708,100,-70.144
5.4346e-20,82.1776955126,-66.9043674682,,0.0025,1.0,97.45,1.0,1.0,1.0,-69.3341,31.6145,500.0,0.0025,-66.9043674682,500,0.0025,2,82.1776955126,1.0,400.0,-66.9043674682,100,-69.3341
5.43187e-20,64.1704857432,-65.6074595046,,0.002,1.0,95.62,1.0,1.0,1.0,-68.5888,28.5396,500.0,0.002,-65.6074595046,500,0.002,1,64.1704857432,1.0,500.000006643,-65.6074595046,100,-68.5888
3.50449e-18,100.851904208,-66.9082014306,,0.01,1.0,98.26,1.0,1.0,1.0,-66.9082,9.99217,500.0,0.01,-66.9082014306,500,0.01,2,100.851904208,1.0,100.0,-66.9082014306,100,-66.9082
2.1793e-19,82.4054058661,-67.359123788,,0.005,1.0,98.7,1.0,1.0,1.0,-67.1337,9.52697,500.0,0.005,-67.359123788,500,0.005,2,82.4054058661,1.0,200.000000102,-67.359123788,100,-67.1337
5.43914e-20,1305.49623047,-70.4115263797,,0.00333333,1.0,101.92,1.0,1.0,1.0,-68.2263,22.2196,500.0,0.00333333,-70.4115263797,500,0.00333333,2,1305.49623047,1.0,299.999969474,-70.4115263797,100,-68.2263
5.4346e-20,95.986705215,-66.4420527303,,0.0025,1.0,97.21,1.0,1.0,1.0,-67.7802,19.8655,500.0,0.0025,-66.4420527303,500,0.0025,2,95.986705215,1.0,400.0,-66.4420527303,100,-67.7802
5.43187e-20,93.3133004333,-66.9735515746,,0.002,1.0,97.89,1.0,1.0,1.0,-67.6189,18.2836,500.0,0.002,-66.9735515746,500,0.002,1,93.3133004333,1.0,500.000006643,-66.9735515746,100,-67.6189
3.50449e-18,79.9316963276,-66.0793807802,,0.01,1.0,96.84,1.0,1.0,1.0,-66.0794,8.89564,500.0,0.01,-66.0793807802,500,0.01,2,79.9316963276,1.0,100.0,-66.0793807802,100,-66.0794
2.1793e-19,90.307681842,-65.1299595834,,0.005,1.0,94.89,1.0,1.0,1.0,-65.6047,9.19205,500.0,0.005,-65.1299595834,500,0.005,2,90.307681842,1.0,200.000000102,-65.1299595834,100,-65.6047
5.43914e-20,1311.08892101,-70.2909565058,,0.00333333,1.0,101.53,1.0,1.0,1.0,-67.1668,22.2232,500.0,0.00333333,-70.2909565058,500,0.00333333,2,1311.08892101,1.0,299.999969474,-70.2909565058,100,-67.1668
5.4346e-20,71.7382879889,-65.6104464202,,0.0025,1.0,95.64,1.0,1.0,1.0,-66.7777,19.7132,500.0,0.0025,-65.6104464202,500,0.0025,2,71.7382879889,1.0,400.0,-65.6104464202,100,-66.7777
5.43187e-20,2538.51032685,-71.2358688603,,0.002,1.0,101.81,1.0,1.0,1.0,-67.6693,28.5779,500.0,0.002,-71.2358688603,500,0.002,1,2538.51032685,1.0,500.000006643,-71.2358688603,100,-67.6693
3.50449e-18,1293.03912769,-70.1713541716,,0.01,1.0,101.14,1.0,1.0,1.0,-70.1713,35.7786,500.0,0.01,-70.1713541716,500,0.01,2,1293.03912769,1.0,100.0,-70.1713541716,100,-70.1713
2.1793e-19,1325.23264187,-70.2220311972,,0.005,1.0,101.47,1.0,1.0,1.0,-70.1967,36.0006,500.0,0.005,-70.2220311972,500,0.005,2,1325.23264187,1.0,200.000000102,-70.2220311972,100,-70.1967
5.43914e-20,72.8657753112,-65.0040336652,,0.00333333,1.0,94.81,1.0,1.0,1.0,-68.4658,29.901,500.0,0.00333333,-65.0040336652,500,0.00333333,2,72.8657753112,1.0,299.999969474,-65.0040336652,100,-68.4658
5.4346e-20,1305.07595483,-70.2582723592,,0.0025,1.0,101.31,1.0,1.0,1.0,-68.9139,31.5303,500.0,0.0025,-70.2582723592,500,0.0025,2,1305.07595483,1.0,400.0,-70.2582723592,100,-68.9139
5.43187e-20,1304.56770102,-70.7775895318,,0.002,1.0,102.63,1.0,1.0,1.0,-69.2867,32.4683,500.0,0.002,-70.7775895318,500,0.002,1,1304.56770102,1.0,500.000006643,-70.7775895318,100,-69.2867
3.50449e-18,1306.45717968,-68.7293139592,,0.01,1.0,99.18,1.0,1.0,1.0,-68.7293,35.9638,500.0,0.01,-68.7293139592,500,0.01,2,1306.45717968,1.0,100.0,-68.7293139592,100,-68.7293
2.1793e-19,1309.0782632,-70.0150133106,,0.005,1.0,101.47,1.0,1.0,1.0,-69.3722,35.9875,500.0,0.005,-70.0150133106,500,0.005,2,1309.0782632,1.0,200.000000102,-70.0150133106,100,-69.3722
5.43914e-20,90.8669311317,-66.3248260424,,0.00333333,1.0,96.71,1.0,1.0,1.0,-68.3564,29.9241,500.0,0.00333333,-66.3248260424,500,0.00333333,2,90.8669311317,1.0,299.999969474,-66.3248260424,100,-68.3564
5.4346e-20,1303.9892816,-69.0204546638,,0.0025,1.0,99.05,1.0,1.0,1.0,-68.5224,31.5343,500.0,0.0025,-69.0204546638,500,0.0025,2,1303.9892816,1.0,400.0,-69.0204546638,100,-68.5224
5.43187e-20,1295.86243946,-70.356929137,,0.002,1.0,101.93,1.0,1.0,1.0,-68.8893,32.4445,500.0,0.002,-70.356929137,500,0.002,1,1295.86243946,1.0,500.000006643,-70.356929137,100,-68.8893
3.50449e-18,61.2242847714,-67.5233976662,,0.01,1.0,98.61,1.0,1.0,1.0,-67.5234,7.78537,500.0,0.01,-67.5233976662,500,0.01,2,61.2242847714,1.0,100.0,-67.5233976662,100,-67.5234
2.1793e-19,1297.76615972,-70.3751120038,,0.005,1.0,101.77,1.0,1.0,1.0,-68.9492,25.9756,500.0,0.005,-70.3751120038,500,0.005,2,1297.76615972,1.0,200.000000102,-70.3751120038,100,-68.9492
5.43914e-20,3727.52273039,-75.9451299661,,0.00333333,1.0,107.55,1.0,1.0,1.0,-71.2812,41.1191,500.0,0.00333333,-75.9451299661,500,0.00333333,2,3727.52273039,1.0,299.999969474,-75.9451299661,100,-71.2812
5.4346e-20,1317.28564785,-69.6996659216,,0.0025,1.0,100.88,1.0,1.0,1.0,-70.8858,39.9322,500.0,0.0025,-69.6996659216,500,0.0025,2,1317.28564785,1.0,400.0,-69.6996659216,100,-70.8858
5.43187e-20,1304.21889922,-71.0813746662,,0.002,1.0,102.52,1.0,1.0,1.0,-70.9249,39.1651,500.0,0.002,-71.0813746662,500,0.002,1,1304.21889922,1.0,500.000006643,-71.0813746662,100,-70.9249
3.50449e-18,1292.60643339,-71.2981735571,,0.01,1.0,102.99,1.0,1.0,1.0,-71.2982,35.7726,500.0,0.01,-71.2981735571,500,0.01,2,1292.60643339,1.0,100.0,-71.2981735571,100,-71.2982
2.1793e-19,90.4321805873,-66.7674301076,,0.005,1.0,97.63,1.0,1.0,1.0,-69.0328,26.2628,500.0,0.005,-66.7674301076,500,0.005,2,90.4321805873,1.0,200.000000102,-66.7674301076,100,-69.0328
5.43914e-20,90.997737933,-66.6372386794,,0.00333333,1.0,97.63,1.0,1.0,1.0,-68.2343,22.1614,500.0,0.00333333,-66.6372386794,500,0.00333333,2,90.997737933,1.0,299.999969474,-66.6372386794,100,-68.2343
5.4346e-20,84.2405927972,-65.3771769838,,0.0025,1.0,94.98,1.0,1.0,1.0,-67.52,19.7668,500.0,0.0025,-65.3771769838,500,0.0025,2,84.2405927972,1.0,400.0,-65.3771769838,100,-67.52
5.43187e-20,1332.96358192,-70.8302075098,,0.002,1.0,102.37,1.0,1.0,1.0,-68.1821,24.0471,500.0,0.002,-70.8302075098,500,0.002,1,1332.96358192,1.0,500.000006643,-70.8302075098,100,-68.1821
3.50449e-18,2481.86991783,-74.8645681632,,0.01,1.0,107.05,1.0,1.0,1.0,-74.8646,49.5686,500.0,0.01,-74.8645681632,500,0.01,2,2481.86991783,1.0,100.0,-74.8645681632,100,-74.8646
2.1793e-19,1303.05170579,-69.7830511561,,0.005,1.0,100.9,1.0,1.0,1.0,-72.3238,43.3589,500.0,0.005,-69.7830511561,500,0.005,2,1303.05170579,1.0,200.000000102,-69.7830511561,100,-72.3238
5.43914e-20,2524.05526265,-72.4903103323,,0.00333333,1.0,103.45,1.0,1.0,1.0,-72.3793,45.6757,500.0,0.00333333,-72.4903103323,500,0.00333333,2,2524.05526265,1.0,299.999969474,-72.4903103323,100,-72.3793
5.4346e-20,1308.19898934,-70.3467311412,,0.0025,1.0,101.38,1.0,1.0,1.0,-71.8712,43.4656,500.0,0.0025,-70.3467311412,500,0.0025,2,1308.19898934,1.0,400.0,-70.3467311412,100,-71.8712
5.43187e-20,2498.90731338,-73.577274359,,0.002,1.0,105.49,1.0,1.0,1.0,-72.2124,44.7957,500.0,0.002,-73.577274359,500,0.002,1,2498.90731338,1.0,500.000006643,-73.577274359,100,-72.2124
3.50449e-18,2494.02857094,-73.1868685031,,0.01,1.0,104.82,1.0,1.0,1.0,-73.1869,49.6899,500.0,0.01,-73.1868685031,500,0.01,2,2494.02857094,1.0,100.0,-73.1868685031,100,-73.1869
2.1793e-19,2525.88985709,-72.9931872918,,0.005,1.0,104.53,1.0,1.0,1.0,-73.09,49.8485,500.0,0.005,-72.9931872918,500,0.005,2,2525.88985709,1.0,200.000000102,-72.9931872918,100,-73.09
5.43914e-20,99.625435447,-66.2727243862,,0.00333333,1.0,96.99,1.0,1.0,1.0,-70.8176,41.2284,500.0,0.00333333,-66.2727243862,500,0.00333333,2,99.625435447,1.0,299.999969474,-66.2727243862,100,-70.8176
5.4346e-20,1312.03665928,-70.4464051478,,0.0025,1.0,101.66,1.0,1.0,1.0,-70.7248,39.9949,500.0,0.0025,-70.4464051478,500,0.0025,2,1312.03665928,1.0,400.0,-70.4464051478,100,-70.7248
5.43187e-20,2492.84305897,-74.1306703167,,0.002,1.0,106.0,1.0,1.0,1.0,-71.406,42.1321,500.0,0.002,-74.1306703167,500,0.002,1,2492.84305897,1.0,500.000006643,-74.1306703167,100,-71.406
3.50449e-18,1330.92458782,-70.1467995624,,0.01,1.0,101.36,1.0,1.0,1.0,-70.1468,36.299,500.0,0.01,-70.1467995624,500,0.01,2,1330.92458782,1.0,100.0,-70.1467995624,100,-70.1468
2.1793e-19,1322.68958639,-70.480319967,,0.005,1.0,101.87,1.0,1.0,1.0,-70.3136,36.2432,500.0,0.005,-70.480319967,500,0.005,2,1322.68958639,1.0,200.000000102,-70.480319967,100,-70.3136
5.43914e-20,2496.24017974,-74.1143383192,,0.00333333,1.0,105.96,1.0,1.0,1.0,-71.5805,41.2635,500.0,0.00333333,-74.1143383192,500,0.00333333,2,2496.24017974,1.0,299.999969474,-74.1143383192,100,-71.5805
5.4346e-20,1300.75683673,-70.0773105486,,0.0025,1.0,101.57,1.0,1.0,1.0,-71.2047,39.9921,500.0,0.0025,-70.0773105486,500,0.0025,2,1300.75683673,1.0,400.0,-70.0773105486,100,-71.2047
5.43187e-20,2503.19555476,-74.0985008973,,0.002,1.0,106.26,1.0,1.0,1.0,-71.7835,42.1482,500.0,0.002,-74.0985008973,500,0.002,1,2503.19555476,1.0,500.000006643,-74.0985008973,100,-71.7835
3.50449e-18,1303.78994754,-69.7205730109,,0.01,1.0,100.76,1.0,1.0,1.0,-69.7206,35.927,500.0,0.01,-69.7205730109,500,0.01,2,1303.78994754,1.0,100.0,-69.7205730109,100,-69.7206
2.1793e-19,72.026188885,-65.7429169065,,0.005,1.0,95.92,1.0,1.0,1.0,-67.7317,26.1722,500.0,0.005,-65.7429169065,500,0.005,2,72.026188885,1.0,200.000000102,-65.7429169065,100,-67.7317
5.43914e-20,1310.9297108,-70.4530638771,,0.00333333,1.0,102.22,1.0,1.0,1.0,-68.6389,29.8481,500.0,0.00333333,-70.4530638771,500,0.00333333,2,1310.9297108,1.0,299.999969474,-70.4530638771,100,-68.6389
5.4346e-20,66.217657187,-65.8654240879,,0.0025,1.0,96.29,1.0,1.0,1.0,-67.9455,26.1918,500.0,0.0025,-65.8654240879,500,0.0025,2,66.217657187,1.0,400.0,-65.8654240879,100,-67.9455
5.43187e-20,1309.71159029,-69.7416855691,,0.002,1.0,100.7,1.0,1.0,1.0,-68.3047,28.4368,500.0,0.002,-69.7416855691,500,0.002,1,1309.71159029,1.0,500.000006643,-69.7416855691,100,-68.3047
3.50449e-18,87.4141328449,-67.2867355196,,0.01,1.0,98.12,1.0,1.0,1.0,-67.2867,9.30269,500.0,0.01,-67.2867355196,500,0.01,2,87.4141328449,1.0,100.0,-67.2867355196,100,-67.2867
2.1793e-19,1283.1996349,-70.645602202,,0.005,1.0,102.12,1.0,1.0,1.0,-68.9662,26.1012,500.0,0.005,-70.645602202,500,0.005,2,1283.1996349,1.0,200.000000102,-70.645602202,100,-68.9662
5.43914e-20,81.4282262187,-67.1977095699,,0.00333333,1.0,98.48,1.0,1.0,1.0,-68.3767,21.9488,500.0,0.00333333,-67.1977095699,500,0.00333333,2,81.4282262187,1.0,299.999969474,-67.1977095699,100,-68.3767
5.4346e-20,1314.78882903,-67.8989148395,,0.0025,1.0,97.68,1.0,1.0,1.0,-68.2572,26.2062,500.0,0.0025,-67.8989148395,500,0.0025,2,1314.78882903,1.0,400.0,-67.8989148395,100,-68.2572
5.43187e-20,89.5378126432,-68.1921247099,,0.002,1.0,99.78,1.0,1.0,1.0,-68.2442,23.8147,500.0,0.002,-68.1921247099,500,0.002,1,89.5378126432,1.0,500.000006643,-68.1921247099,100,-68.2442
3.50449e-18,121.535247362,-66.5045334142,,0.01,1.0,97.09,1.0,1.0,1.0,-66.5045,10.969,500.0,0.01,-66.5045334142,500,0.01,2,121.535247362,1.0,100.0,-66.5045334142,100,-66.5045
2.1793e-19,77.5715575434,-67.5289885996,,0.005,1.0,98.83,1.0,1.0,1.0,-67.0168,9.94084,500.0,0.005,-67.5289885996,500,0.005,2,77.5715575434,1.0,200.000000102,-67.5289885996,100,-67.0168
5.43914e-20,2489.17237065,-74.3022193311,,0.00333333,1.0,106.37,1.0,1.0,1.0,-69.4452,29.985,500.0,0.00333333,-74.3022193311,500,0.00333333,2,2489.17237065,1.0,299.999969474,-74.3022193311,100,-69.4452
5.4346e-20,2516.90072449,-72.7584583607,,0.0025,1.0,104.32,1.0,1.0,1.0,-70.2736,36.0461,500.0,0.0025,-72.7584583607,500,0.0025,2,2516.90072449,1.0,400.0,-72.7584583607,100,-70.2736
5.43187e-20,75.9780977258,-66.0861042126,,0.002,1.0,96.4,1.0,1.0,1.0,-69.4361,32.5162,500.0,0.002,-66.0861042126,500,0.002,1,75.9780977258,1.0,500.000006643,-66.0861042126,100,-69.4361
3.50449e-18,109.037538341,-68.8006520551,,0.01,1.0,100.89,1.0,1.0,1.0,-68.8007,10.3898,500.0,0.01,-68.8006520551,500,0.01,2,109.037538341,1.0,100.0,-68.8006520551,100,-68.8007
2.1793e-19,90.3698443063,-67.5062978327,,0.005,1.0,98.85,1.0,1.0,1.0,-68.1535,9.95618,500.0,0.005,-67.5062978327,500,0.005,2,90.3698443063,1.0,200.000000102,-67.5062978327,100,-68.1535
5.43914e-20,1317.14045197,-68.367319575,,0.00333333,1.0,98.49,1.0,1.0,1.0,-68.2248,22.3774,500.0,0.00333333,-68.367319575,500,0.00333333,2,1317.14045197,1.0,299.999969474,-68.367319575,100,-68.2248
5.4346e-20,65.7214442831,-66.2504317297,,0.0025,1.0,96.78,1.0,1.0,1.0,-67.7312,19.8131,500.0,0.0025,-66.2504317297,500,0.0025,2,65.7214442831,1.0,400.0,-66.2504317297,100,-67.7312
5.43187e-20,75.4902328474,-66.5953927456,,0.002,1.0,97.27,1.0,1.0,1.0,-67.504,18.1439,500.0,0.002,-66.5953927456,500,0.002,1,75.4902328474,1.0,500.000006643,-66.5953927456,100,-67.504
3.50449e-18,2508.68903126,-74.5591134073,,0.01,1.0,106.87,1.0,1.0,1.0,-74.5591,49.8358,500.0,0.01,-74.5591134073,500,0.01,2,2508.68903126,1.0,100.0,-74.5591134073,100,-74.5591
2.1793e-19,78.0595160751,-66.4740262857,,0.005,1.0,97.23,1.0,1.0,1.0,-70.5166,36.0109,500.0,0.005,-66.4740262857,500,0.005,2,78.0595160751,1.0,200.000000102,-66.4740262857,100,-70.5166
5.43914e-20,1294.30468075,-72.164022506,,0.00333333,1.0,104.43,1.0,1.0,1.0,-71.0657,35.9478,500.0,0.00333333,-72.164022506,500,0.00333333,2,1294.30468075,1.0,299.999969474,-72.164022506,100,-71.0657
5.4346e-20,1305.81036747,-70.2188725951,,0.0025,1.0,101.34,1.0,1.0,1.0,-70.854,35.9514,500.0,0.0025,-70.2188725951,500,0.0025,2,1305.81036747,1.0,400.0,-70.2188725951,100,-70.854
5.43187e-20,89.7872994837,-67.5013580884,,0.002,1.0,98.97,1.0,1.0,1.0,-70.1835,32.4589,500.0,0.002,-67.5013580884,500,0.002,1,89.7872994837,1.0,500.000006643,-67.5013580884,100,-70.1835
3.50449e-18,1325.79673584,-71.1305234233,,0.01,1.0,103.21,1.0,1.0,1.0,-71.1305,36.229,500.0,0.01,-71.1305234233,500,0.01,2,1325.79673584,1.0,100.0,-71.1305234233,100,-71.1305
2.1793e-19,1326.94589146,-69.3656226748,,0.005,1.0,100.2,1.0,1.0,1.0,-70.2481,36.2476,500.0,0.005,-69.3656226748,500,0.005,2,1326.94589146,1.0,200.000000102,-69.3656226748,100,-70.2481
5.43914e-20,74.2735846134,-66.9493288191,,0.00333333,1.0,97.7,1.0,1.0,1.0,-69.1485,30.0475,500.0,0.00333333,-66.9493288191,500,0.00333333,2,74.2735846134,1.0,299.999969474,-66.9493288191,100,-69.1485
5.4346e-20,2492.02561111,-74.9517984448,,0.0025,1.0,107.59,1.0,1.0,1.0,-70.5993,36.0587,500.0,0.0025,-74.9517984448,500,0.0025,2,2492.02561111,1.0,400.0,-74.9517984448,100,-70.5993
