EpLenMean,EpisodesSoFar,Weights,InitialReturnMax,TimestepsSoFar,ESSClassic,MaxIWNorm,InitialBound,StdIWNorm,EntropyCoefficient,EpRewMean,Iteration,MinIW,ReturnStepMax,ESSRenyi,InitialReturnMin,ReturnMeanIW,MeanIW,MinIWNorm,InitialReturnMean,ReturnStepMaxmin,EpThisIter,MeanIWNorm,TimeElapsed,MaxIW,EmpiricalD2,MeanEntropy,Bound,InitialReturnStd,J_sample_variance,StdIW
52.8,22300,[ 0.753  0.52   3.358 -2.564 31.97 ],22.185295,1216905,43.72489,0.08949084,-5.4240227e-06,0.01276021,,-139.00265619859377,223,0.019238168,100.0,29.67913,-8.18438,0.82994574,1.1247709,0.00019238167,-5.41687e-06,94.3108,100,0.011247708,2714.281191110611,8.949084,3.369371,33.285194,0.82994574,6.4806514,165.92769,1.276021
46.9,22400,[ 0.753  0.52   3.358 -2.564 31.868],18.428497,1221595,87.97066,0.019665053,-4.3660402e-06,0.0034231741,,-134.88047719149006,224,0.33061522,100.0,80.48193,-7.171173,0.09261276,0.9257142,0.003306152,-4.272461e-06,93.55255,100,0.0092571415,2725.2307443618774,1.9665054,1.2425148,33.32934,0.09261276,5.791019,38.093987,0.3423174
58.94,22500,[ 0.753  0.52   3.358 -2.564 31.913],34.111027,1227489,61.142315,0.04822239,-1.8328428e-06,0.008076921,,-143.69175629823755,225,0.044242363,100.0,45.232086,-8.698898,0.59208214,1.0131607,0.00044242362,-1.8310546e-06,94.50832,100,0.010131607,2737.706931591034,4.822239,2.21082,33.24971,0.59208214,7.7891293,68.66749,0.8076921
59.41,22600,[ 0.753  0.52   3.358 -2.564 31.83 ],35.572792,1233430,55.886055,0.053904016,-1.7881393e-06,0.010168129,,-142.16520823819818,226,0.049140066,100.0,24.068962,-9.851814,1.2300439,1.1444709,0.00049140066,-1.9073486e-06,94.59562,100,0.011444709,2750.360885620117,5.390402,4.1547284,33.32912,1.2300439,8.648985,336.49408,1.0168129
58.86,22700,[ 0.753  0.52   3.358 -2.564 31.912],42.76082,1239316,36.55236,0.08060865,-3.427267e-07,0.0116524985,,-140.68980457195386,227,0.005835101,100.0,20.130703,-10.200195,3.409743,0.88444144,5.835101e-05,-3.4332277e-07,94.21951,100,0.008844415,2763.0377202033997,8.060865,4.9675364,33.2306,3.409743,9.431759,1470.6827,1.1652498
51.65,22800,[ 0.753  0.52   3.358 -2.564 31.811],23.695381,1244481,69.3597,0.040624984,-1.3932586e-06,0.0070192516,,-138.75592678166194,228,0.037332058,100.0,65.27722,-7.4441223,0.5555395,1.0560826,0.00037332057,-1.4495849e-06,94.08081,100,0.010560826,2775.000001192093,4.0624986,1.531928,33.161186,0.5555395,6.0007696,54.70898,0.70192516
59.14,22900,[ 0.753  0.52   3.358 -2.564 31.745],36.127823,1250395,97.44104,0.0150157865,8.933246e-06,0.0016057786,,-142.76692256548708,229,0.5371412,100.0,96.89935,-8.995552,0.03041555,0.99088854,0.005371412,9.002685e-06,94.4424,100,0.009908886,2787.4676933288574,1.5015787,1.0319986,33.182568,0.03041555,7.864686,65.44932,0.16057786
53.69,23000,[ 0.753  0.52   3.358 -2.564 31.761],39.105206,1255764,97.62136,0.016189182,-4.23193e-06,0.0015842676,,-139.59479401187338,230,0.6202844,100.0,97.59592,-8.01384,0.023466676,1.0149268,0.0062028435,-4.234314e-06,94.27944,100,0.010149267,2799.4685096740723,1.6189182,1.024633,33.166996,0.023466676,7.2745085,55.784164,0.15842676
53.51,23100,[ 0.753  0.52   3.358 -2.564 31.746],23.49485,1261115,20.757166,0.16612981,-1.5366822e-06,0.020029362,,-139.92280451689518,231,0.00045410692,100.0,0.0022970666,-8.262634,3.187302,1.0251117,4.5410693e-06,-1.4495849e-06,94.14514,100,0.010251114,2810.8209285736084,16.612982,43533.78,33.3135,3.187302,6.59226,989.3698,2.0029364
51.6,23200,[ 0.753  0.52   3.358 -2.564 31.896],25.048508,1266275,88.12304,0.019759577,-8.285046e-06,0.0035259486,,-138.3023813360403,232,0.33651543,100.0,83.61027,-7.5597916,0.15385129,0.96043485,0.0033651541,-8.31604e-06,94.075775,100,0.009604349,2821.940345287323,1.9759576,1.1960254,33.355614,0.15385129,6.454242,53.2037,0.35259485
45.7,23300,[ 0.753  0.52   3.358 -2.564 31.936],27.518127,1270845,4.4426503,0.68084717,-4.0978193e-08,0.0730599,,-132.7253639878931,233,4.5994857e-06,100.0,1.6050504e-10,-7.8029404,6.272644,1.5753175,4.5994856e-08,,93.59516,100,0.015753172,2831.7060301303864,68.08472,623033400000.0,33.562504,6.272644,6.9951572,5991.602,7.3059893
56.04,23400,[ 0.753  0.52   3.358 -2.564 32.144],29.845322,1276449,65.22015,0.0388978,4.544854e-06,0.0074470495,,-141.77400206892003,234,0.10236786,100.0,45.912064,-8.381172,0.6508987,1.0197914,0.0010236786,4.4631956e-06,94.18464,100,0.010197913,2844.118797302246,3.8897803,2.1780767,33.635815,0.6508987,7.361219,189.9371,0.744705
54.3,23500,[ 0.753  0.52   3.358 -2.564 32.215],21.273567,1281879,1.943946,5.492189e-10,-1.2218952e-06,6.555158e-11,,-141.47807680001665,235,,100.0,nan,-7.2142105,-3.252183e-09,9.2297087e-10,,-1.2207031e-06,94.37601,100,9.229707e-12,2856.137707710266,5.492189e-08,nan,35.449425,-3.252183e-09,5.7264194,5.163438e-16,6.5551577e-09
61.67,23600,[ 0.753  0.52   3.358 -2.564 34.029],28.553413,1288046,84.29969,0.026154127,-2.4214387e-06,0.0042617917,,-144.65061239825772,236,0.2938534,100.0,78.978264,-9.586838,0.11085282,0.9875322,0.002938534,-2.3651123e-06,94.54013,100,0.009875323,2868.7918593883514,2.6154127,1.2661712,35.487854,0.11085282,6.878414,52.047123,0.4261792
51.91,23700,[ 0.753  0.52   3.358 -2.564 34.07 ],34.387085,1293237,10.901997,0.42795604,4.0754676e-06,0.048477136,,-137.548839636416,237,0.0008249362,100.0,7.7222347,-7.991989,0.7870093,1.6957271,8.249362e-06,4.043579e-06,93.77853,100,0.016957272,2879.8631777763367,42.795605,12.949619,35.34281,0.7870093,7.6458097,368.43652,4.8477135
55.17,23800,[ 0.753  0.52   3.358 -2.564 33.922],26.191956,1298754,68.41398,0.039330505,5.4240227e-06,0.007754838,,-141.31802031434157,238,0.2311044,100.0,55.947243,-8.560959,0.7249016,1.1412947,0.002311044,5.41687e-06,94.44483,100,0.011412947,2891.342532157898,3.9330504,1.7873982,35.405975,0.7249016,6.4890766,98.23285,0.7754839
56.37,23900,[ 0.753  0.52   3.358 -2.564 33.986],26.46492,1304391,58.14933,0.06649938,-2.7865171e-06,0.008394715,,-140.2131223783595,239,0.059336446,100.0,48.496323,-9.040466,0.59282875,0.98952603,0.0005933645,-2.822876e-06,94.19668,100,0.009895261,2903.6556375026703,6.649938,2.062012,35.472214,0.59282875,7.805321,132.5906,0.8394716
55.36,24000,[ 0.753  0.52   3.358 -2.564 34.054],19.444504,1309927,56.99249,0.04061321,-6.273389e-06,0.008717743,,-141.88225197597546,240,0.019367766,100.0,38.419605,-7.9974594,0.6068062,1.0035539,0.00019367765,-6.1798096e-06,94.1519,100,0.010035537,2915.063948869705,4.0613213,2.6028378,35.379414,0.6068062,6.223578,75.10787,0.8717743
52.14,24100,[ 0.753  0.52   3.358 -2.564 33.963],17.807999,1315141,94.56629,0.018396113,3.946945e-06,0.002400769,,-138.62751241759685,241,0.56452334,100.0,92.558846,-7.910042,0.040863458,1.0015432,0.005645233,3.967285e-06,94.1514,100,0.010015431,2926.697151660919,1.8396113,1.0803938,35.35563,0.040863458,6.5778666,48.071495,0.24007687
56.59,24200,[ 0.753  0.52   3.358 -2.564 33.935],41.03454,1320800,97.70566,0.016461384,-3.1590462e-06,0.0015316977,,-140.32314926102367,242,0.66430384,100.0,97.515976,-9.192169,0.022277474,0.9995482,0.0066430382,-2.9754638e-06,94.36199,100,0.009995482,2939.2593429088593,1.6461384,1.025473,35.3402,0.022277474,8.057668,67.9937,0.15316978
49.68,24300,[ 0.753  0.52   3.358 -2.564 33.92 ],23.995155,1325768,100.0,0.01,-1.4916062e-05,9.313226e-10,,-134.28229264034468,243,1.0,100.0,100.0,-9.125763,-1.4916062e-05,1.0,0.01,-1.4953614e-05,93.84067,100,0.009999999,2949.667065858841,1.0,1.0,35.3402,-1.4916062e-05,7.8135347,61.668007,
59.85,24400,[ 0.753  0.52   3.358 -2.564 33.92 ],42.8567,1331753,91.68367,0.020163983,-2.6151538e-06,0.0030633672,,-142.78120368434372,244,0.4827298,100.0,92.48976,-9.450195,0.09291732,1.0171365,0.0048272978,-2.670288e-06,94.2325,100,0.010171365,2961.724982738495,2.0163984,1.0812007,35.362865,0.09291732,8.587912,80.99639,0.30633673
52.98,24500,[ 0.753  0.52   3.358 -2.564 33.945],28.4021,1337051,68.614845,0.04519442,3.799796e-06,0.007496641,,-138.16571689279561,245,0.119078584,100.0,62.675083,-8.59037,0.37736148,1.1084436,0.0011907858,3.8146973e-06,94.10871,100,0.011084436,2973.2615270614624,4.519442,1.5955304,35.422108,0.37736148,7.819295,102.47421,0.74966407
51.22,24600,[ 0.753  0.52   3.358 -2.564 34.004],25.646408,1342173,7.2745376,0.57208985,2.2053719e-06,0.07270163,,-138.55927416916072,246,6.335732e-10,100.0,3.7319237e-06,-7.2373505,25.189854,2.0363264,6.335732e-12,2.2888185e-06,94.24289,100,0.020363262,2984.637926340103,57.208984,26795832.0,35.20196,25.189854,6.453826,31590.309,7.2701635
56.94,24700,[ 0.753  0.52   3.358 -2.564 33.78 ],21.24826,1347867,87.52846,0.021992585,-7.4505806e-07,0.003687146,,-142.4992287660033,247,0.23657316,100.0,86.65147,-8.587616,0.121337354,0.97679824,0.0023657316,-7.6293946e-07,94.36555,100,0.009767982,2997.984963655472,2.1992586,1.1540486,35.16069,0.121337354,7.142708,73.08579,0.36871457
53.72,24800,[ 0.753  0.52   3.358 -2.564 33.744],29.9799,1353239,1.6339812,1.7490078,-1.873821e-06,0.17518994,,-139.60179018523675,248,4.4259534e-19,100.0,2.7758305e-09,-8.340149,32.403114,2.2579284,4.4259535e-21,-1.7929077e-06,94.02569,100,0.022579286,3008.820841550827,174.90079,36025254000.0,34.769398,32.403114,7.292487,113105.07,17.518995
53.3,24900,[ 0.753  0.52   3.358 -2.564 33.352],21.683853,1358569,1.0617381,1.8208948,7.1525574e-07,0.18113491,,-138.84482005475903,249,1.301743e-19,100.0,6.64383e-14,-8.595261,17.55935,1.8764143,1.301743e-21,8.392334e-07,94.16336,100,0.018764144,3021.2808458805084,182.0895,1505155900000000.0,34.359444,17.55935,6.940472,31032.27,18.113491
54.05,25000,[ 0.753  0.52   3.358 -2.564 32.941],31.729595,1363974,100.0,0.01,9.421259e-06,9.313226e-10,,-139.1136206996399,250,1.0,100.0,100.0,-9.012756,9.421259e-06,1.0,0.01,9.3460085e-06,94.40367,100,0.009999999,3033.9576935768127,1.0,1.0,34.359444,9.421259e-06,7.4334745,55.814693,
50.29,25100,[ 0.753  0.52   3.358 -2.564 32.941],32.43759,1369003,6.839416,0.2628256,4.000962e-06,0.03426092,,-138.20472815182967,251,1.3689509e-08,100.0,,-7.0479126,1.7265888,0.92830884,1.3689509e-10,3.929138e-06,94.018654,100,0.009283089,3044.2676346302032,26.282562,inf,34.644245,1.7265888,7.237585,691.48444,3.4260926
54.89,25200,[ 0.753  0.52   3.358 -2.564 33.226],31.32576,1374492,43.687927,0.08239409,3.2559037e-06,0.013486481,,-141.74349879451088,252,0.15189014,100.0,27.065006,-7.6346817,1.7463461,1.1878966,0.0015189014,3.2043456e-06,94.159225,100,0.0118789645,3056.6406030654907,8.239409,3.694808,34.73321,1.7463461,6.3728256,636.6705,1.3486481
53.07,25300,[ 0.753  0.52   3.358 -2.564 33.312],21.839775,1379799,51.043118,0.050224137,-6.938353e-06,0.008357635,,-138.1174427927255,253,0.026301578,100.0,30.292168,-9.032883,1.3715879,0.8533853,0.00026301577,-6.942749e-06,94.22734,100,0.008533852,3067.982342004776,5.0224137,3.3011835,34.62612,1.3715879,7.0140667,180.91983,0.8357635
54.97,25400,[ 0.753  0.52   3.358 -2.564 33.209],22.095673,1385296,72.79719,0.034496922,-1.1175871e-05,0.0057738936,,-139.40447100346518,254,0.21931082,100.0,65.266266,-8.954933,0.33024645,0.9445375,0.0021931082,-1.1138916e-05,94.27488,100,0.009445375,3080.1621866226196,3.4496922,1.5321851,34.68638,0.33024645,7.5653687,80.02177,0.5773894
53.11,25500,[ 0.753  0.52   3.358 -2.564 33.265],34.787594,1390607,98.81708,0.013027143,-4.172325e-07,0.0010808469,,-138.38366286592145,255,0.62678504,100.0,98.82844,-8.496162,0.013756156,0.98788345,0.0062678503,-4.5776366e-07,93.84722,100,0.009878835,3091.4735572338104,1.3027143,1.0118545,34.67217,0.013756156,8.238243,73.03461,0.108084686
59.71,25600,[ 0.753  0.52   3.358 -2.564 33.255],38.302876,1396578,48.13825,0.08248813,-5.6624413e-06,0.010243759,,-143.34960889377126,256,0.032105,100.0,45.997513,-9.252098,0.7598148,0.98691773,0.00032104997,-5.607605e-06,94.56532,100,0.009869178,3104.028570652008,8.248813,2.1740305,34.59352,0.7598148,9.164423,146.06639,1.0243759
60.28,25700,[ 0.753  0.52   3.358 -2.564 33.174],20.741135,1402606,1.239236,1.9188514,9.760261e-07,0.19102223,,-144.72359806368394,257,2.8274013e-19,100.0,3.2384677e-13,-9.173393,4.0645785,2.1397781,2.8274013e-21,9.918213e-07,94.68899,100,0.02139778,3117.1468687057495,191.88515,308788000000000.0,34.23551,4.0645785,7.085699,2194.0212,19.102224
52.51,25800,[ 0.753  0.52   3.358 -2.564 32.819],21.359802,1407857,83.574,0.022886736,1.5087426e-06,0.0043793153,,-138.24262789430858,258,0.16970186,100.0,80.70141,-7.7501373,0.31374756,0.9878155,0.0016970185,1.5258789e-06,94.114044,100,0.009878155,3128.438234090805,2.2886736,1.2391357,34.188698,0.31374756,7.622049,83.94096,0.43793154
48.37,25900,[ 0.753  0.52   3.358 -2.564 32.772],26.752396,1412694,3.9505231,0.6897115,-4.373491e-06,0.06996618,,-135.91045866883786,259,7.8735326e-08,100.0,0.010698835,-7.160942,1.0670226,1.4189528,7.8735324e-10,-4.4250487e-06,93.789246,100,0.0141895255,3139.011298894882,68.97115,9346.812,33.96489,1.0670226,6.971412,660.8965,6.9966183
52.17,26000,[ 0.753  0.52   3.358 -2.564 32.545],33.62767,1417911,8.8260975,0.18997753,1.899898e-07,0.025136797,,-137.5659869258168,260,0.00031815894,100.0,2.6450354e-07,-7.9850006,1.5128366,0.7820941,3.1815894e-06,2.2888183e-07,93.85877,100,0.0078209415,3149.43554186821,18.997753,378066780.0,34.171574,1.5128366,6.8668914,657.09344,2.5136797
48.69,26100,[ 0.753  0.52   3.358 -2.564 32.751],30.460403,1422780,92.577934,0.018683458,4.3660402e-06,0.0028467437,,-134.1541266922104,261,0.5289245,100.0,91.785866,-9.116585,0.076131135,1.0054028,0.005289245,4.4250487e-06,93.987366,100,0.010054028,3159.9967098236084,1.8683457,1.0894923,34.199474,0.076131135,7.3068867,63.053825,0.28467438
51.25,26200,[ 0.753  0.52   3.358 -2.564 32.78 ],30.293823,1427905,40.90528,0.07681761,-4.4591725e-06,0.012437432,,-137.31979386272025,262,0.01529261,100.0,46.05581,-8.64312,0.584286,1.0347754,0.00015292609,-4.4250487e-06,93.734535,100,0.010347754,3171.494563817978,7.6817613,2.1712787,34.109615,0.584286,7.357622,206.7681,1.2437433
47.98,26300,[ 0.753  0.52   3.358 -2.564 32.692],31.614586,1432703,34.78931,0.08976196,1.2405217e-05,0.01399235,,-134.72855450886436,263,0.04425114,100.0,10.998025,-8.18766,1.125223,1.0220077,0.0004425114,1.2359619e-05,93.569496,100,0.010220077,3181.8600335121155,8.976196,9.092542,34.218746,1.125223,7.200869,289.4653,1.399235
53.08,26400,[ 0.753  0.52   3.358 -2.564 32.8  ],42.46362,1438011,5.393183,0.6052231,-6.6682696e-07,0.06520635,,-138.44063433052253,264,4.450067e-09,100.0,0.008134436,-8.418625,6.2372875,1.5568662,4.450067e-11,-6.4849854e-07,93.9596,100,0.01556866,3193.784267425537,60.522312,12293.415,33.984676,6.2372875,7.805005,5408.268,6.520635
57.2,26500,[ 0.753  0.52   3.358 -2.564 32.567],30.854542,1443731,100.0,0.01,-5.863607e-06,9.313226e-10,,-141.72199207995575,265,1.0,100.0,100.0,-8.3991165,-5.863607e-06,1.0,0.01,-5.8746336e-06,94.23806,100,0.009999999,3206.484016895294,1.0,1.0,33.984676,-5.863607e-06,8.373341,70.821045,
58.31,26600,[ 0.753  0.52   3.358 -2.564 32.567],25.334526,1449562,6.6724906,0.30720627,-1.4305115e-06,0.035756245,,-142.4372167731787,266,0.0023410325,100.0,6.794834e-05,-8.891968,2.8654377,0.95607305,2.3410325e-05,-1.5258789e-06,94.67919,100,0.009560729,3218.523345708847,30.720629,1471706.2,34.172104,2.8654377,6.874936,671.9091,3.5756247
53.2,26700,[ 0.753  0.52   3.358 -2.564 32.754],35.64629,1454882,nan,,-1.1771917e-06,,,-138.22943276872562,267,,100.0,nan,-9.336899,,,,-1.1825562e-06,93.803406,100,,3230.254509449005,,nan,46.28054,,7.810257,,
55.27,26800,[ 0.753  0.52   3.358 -2.564 44.86 ],33.888668,1460409,86.274216,0.025395423,-9.23872e-07,0.0039916527,,-141.63622181831826,268,0.33910817,100.0,nan,-8.29361,0.112397075,1.000748,0.0033910817,-9.536743e-07,94.086716,100,0.01000748,3242.2113213539124,2.5395424,nan,46.31533,0.112397075,7.156842,50.56486,0.39916527
58.92,26900,[ 0.753  0.52   3.358 -2.564 44.899],26.913254,1466301,85.96186,0.022130856,4.189089e-06,0.004070081,,-141.70256483371313,269,0.1348879,100.0,nan,-10.206223,0.07336121,1.0071657,0.001348879,4.272461e-06,94.299995,100,0.010071657,3255.062444448471,2.2130857,nan,46.27837,0.07336121,8.257144,94.78314,0.40700805
54.04,27000,[ 0.753  0.52   3.358 -2.564 44.856],19.408195,1471705,100.0,0.01,6.7427754e-07,9.313226e-10,,-139.60854950261617,270,1.0,100.0,nan,-8.659882,6.7427754e-07,1.0,0.01,6.8664554e-07,94.23005,100,0.009999999,3266.6763229370117,1.0,nan,46.27837,6.7427754e-07,6.238269,39.309086,
57.58,27100,[ 0.753  0.52   3.358 -2.564 44.856],23.424423,1477463,17.738697,0.18262783,4.1872263e-06,0.022019237,,-141.40988295777498,271,0.013764274,100.0,nan,-9.241249,1.621074,1.0225047,0.00013764274,4.196167e-06,94.15644,100,0.010225046,3278.8738255500793,18.262783,nan,46.40642,1.621074,6.960462,395.81708,2.2019238
60.56,27200,[ 0.753  0.52   3.358 -2.564 44.988],26.075306,1483519,45.88663,0.08058897,-1.2606382e-05,0.0105474265,,-143.8797245295056,272,0.0683086,100.0,nan,-9.615707,0.5960523,0.97126406,0.000683086,-1.2550354e-05,94.27409,100,0.00971264,3292.386559009552,8.058897,nan,46.341045,0.5960523,8.135915,147.73085,1.0547426
61.7,27300,[ 0.753  0.52   3.358 -2.564 44.92 ],20.294754,1489689,100.0,0.01,7.495284e-06,9.313226e-10,,-145.288786999105,273,1.0,100.0,nan,-9.326393,7.495284e-06,1.0,0.01,7.5531007e-06,94.8314,100,0.009999999,3305.1863458156586,1.0,nan,46.341045,7.495284e-06,7.0951786,50.85006,
58.55,27400,[ 0.753  0.52   3.358 -2.564 44.92 ],21.163765,1495544,22.542152,0.15722977,-3.6805868e-06,0.019095445,,-143.77452452792397,274,0.0054147947,100.0,nan,-8.291962,1.9487658,1.0301365,5.4147946e-05,-3.5858154e-06,94.61171,100,0.010301365,3317.747175693512,15.722977,nan,46.48611,1.9487658,6.800184,828.32306,1.9095447
57.58,27500,[ 0.753  0.52   3.358 -2.564 45.067],30.599358,1501302,1.4073247,3.4755588,-7.867813e-06,0.34536305,,-143.2361297878286,275,1.1756091e-05,100.0,nan,-7.662613,73.65946,4.126204,1.1756091e-07,-7.858276e-06,94.33084,100,0.041262046,3330.1209864616394,347.55588,nan,46.32311,73.65946,7.5106077,565348.44,34.53631
54.57,27600,[ 0.753  0.52   3.358 -2.564 44.901],23.05072,1506759,96.85787,0.01634481,-7.480383e-06,0.0018361679,,-140.8202451191113,276,0.55995286,100.0,nan,-7.9819336,0.0686277,1.0194523,0.0055995286,-7.5531007e-06,94.25179,100,0.010194522,3342.324032306671,1.6344811,nan,46.30118,0.0686277,6.6178246,44.659748,0.18361679
57.21,27700,[ 0.753  0.52   3.358 -2.564 44.883],28.388039,1512480,3.1059031,0.7338525,-2.8908253e-06,0.073360994,,-141.4862008730573,277,0.0004217205,100.0,nan,-8.760193,10.779617,1.3134407,4.217205e-06,-2.822876e-06,94.31297,100,0.013134409,3354.9610290527344,73.385254,nan,46.496696,10.779617,8.179669,13015.529,7.3361
53.98,27800,[ 0.753  0.52   3.358 -2.564 45.075],25.206345,1517878,8.221434,0.33676615,4.541129e-06,0.036780138,,-138.9043777848082,278,6.089041e-10,100.0,nan,-8.857819,5.004427,1.1008205,6.0890407e-12,4.5013426e-06,94.407364,100,0.011008204,3366.9934527873993,33.676617,nan,46.2608,5.004427,7.3938956,2271.196,3.6780136
57.69,27900,[ 0.753  0.52   3.358 -2.564 44.84 ],28.419537,1523647,22.465607,0.12535593,-7.644296e-06,0.014176911,,-142.6626806932927,279,0.016269337,100.0,nan,-8.780632,2.444827,0.7631212,0.00016269337,-7.5149537e-06,94.40448,100,0.007631211,3379.7306966781616,12.535593,nan,46.38895,2.444827,7.642998,285.91882,1.417691
55.88,28000,[ 0.753  0.52   3.358 -2.564 44.97 ],35.18975,1529235,76.69391,0.028575724,-3.889203e-06,0.00523323,,-141.32658648986035,280,0.18792382,100.0,nan,-8.481361,0.28762978,0.94932616,0.0018792382,-3.890991e-06,94.379036,100,0.009493261,3392.182484149933,2.8575726,nan,46.33314,0.28762978,8.053683,170.7483,0.52332306
57.6,28100,[ 0.753  0.52   3.358 -2.564 44.917],25.99762,1534995,100.0,0.01,6.236136e-06,9.313226e-10,,-139.5595724945673,281,1.0,100.0,nan,-10.391472,6.236136e-06,1.0,0.01,6.2561035e-06,94.36594,100,0.009999999,3404.3723504543304,1.0,nan,46.33314,6.236136e-06,8.747759,77.29626,
53.76,28200,[ 0.753  0.52   3.358 -2.564 44.917],41.839165,1540371,81.66755,0.028846137,5.7667494e-06,0.0046476745,,-138.46482110706663,282,0.24016668,100.0,nan,-8.646072,0.12367384,0.9809576,0.0024016667,5.8746336e-06,94.04594,100,0.009809576,3415.8573048114777,2.8846138,nan,46.28461,0.12367384,7.9234366,86.8573,0.46476746
46.8,28300,[ 0.753  0.52   3.358 -2.564 44.869],26.469376,1545051,100.0,0.01,-1.2367964e-06,9.313226e-10,,-133.77197722450015,283,1.0,100.0,nan,-7.432541,-1.2367964e-06,1.0,0.01,-1.2207031e-06,93.81419,100,0.009999999,3426.327529191971,1.0,nan,46.28461,-1.2367964e-06,5.8677845,34.778683,
56.51,28400,[ 0.753  0.52   3.358 -2.564 44.869],28.088772,1550702,100.0,0.01,8.791685e-07,9.313226e-10,,-140.43469399260908,284,1.0,100.0,nan,-9.31324,8.791685e-07,1.0,0.01,7.2479247e-07,94.30253,100,0.009999999,3438.456512451172,1.0,nan,46.28461,8.791685e-07,7.828917,61.911053,
58.15,28500,[ 0.753  0.52   3.358 -2.564 44.869],27.635033,1556517,100.0,0.01,1.9669533e-06,9.313226e-10,,-143.72244068767827,285,1.0,100.0,nan,-8.731026,1.9669533e-06,1.0,0.01,1.9836425e-06,94.50426,100,0.009999999,3451.319732904434,1.0,nan,46.28461,1.9669533e-06,6.7319536,45.77697,
55.14,28600,[ 0.753  0.52   3.358 -2.564 44.869],23.162155,1562031,56.946728,0.054676905,6.109476e-07,0.007929535,,-141.22023525604945,286,0.043301817,100.0,nan,-8.386856,0.56707776,0.91196656,0.00043301817,6.8664554e-07,94.44127,100,0.009119664,3463.0659465789795,5.4676905,nan,46.37152,0.56707776,6.9650655,155.93042,0.7929535
61.65,28700,[ 0.753  0.52   3.358 -2.564 44.949],32.405365,1568196,97.882,0.013927281,5.811453e-07,0.0014619046,,-142.4375248820561,287,0.5737152,100.0,nan,-10.944405,0.023352757,0.99381995,0.005737152,5.340576e-07,94.61143,100,0.009938199,3476.3543832302094,1.3927281,nan,46.35507,0.023352757,8.743568,75.81146,0.14619046
52.24,28800,[ 0.753  0.52   3.358 -2.564 44.935],23.999756,1573420,68.8929,0.042332347,4.172325e-06,0.0073382887,,-137.03143273724146,288,0.076816656,100.0,nan,-8.829262,0.23080724,1.0920745,0.00076816656,4.196167e-06,94.21193,100,0.010920745,3488.0701196193695,4.233235,nan,46.28396,0.23080724,7.569571,120.81418,0.73382884
54.66,28900,[ 0.753  0.52   3.358 -2.564 44.867],22.130005,1578886,100.0,0.01,8.0391765e-06,9.313226e-10,,-140.37233364931618,289,1.0,100.0,nan,-7.242035,8.0391765e-06,1.0,0.01,8.010864e-06,94.271576,100,0.009999999,3499.8030502796173,1.0,nan,46.28396,8.0391765e-06,6.671092,44.953003,
60.07,29000,[ 0.753  0.52   3.358 -2.564 44.867],28.344475,1584893,81.61738,0.025794458,-5.6624413e-06,0.0046839584,,-143.6505409126204,290,0.24277253,100.0,nan,-8.742203,0.37235928,0.98696274,0.0024277254,-5.722046e-06,94.289246,100,0.009869628,3512.0635554790497,2.5794458,nan,46.34089,0.37235928,8.581181,106.66934,0.46839586
49.54,29100,[ 0.753  0.52   3.358 -2.564 44.919],30.057869,1589847,2.069815,0.93235594,-5.9455633e-06,0.09727495,,-137.3235222194403,291,1.2293462e-14,100.0,nan,-7.146538,1.0437369,1.4141926,1.2293462e-16,-5.9509275e-06,93.73939,100,0.014141923,3522.9476511478424,93.235596,nan,46.017174,1.0437369,6.736484,167.54268,9.727495
54.42,29200,[ 0.753  0.52   3.358 -2.564 44.598],26.312004,1595289,74.25274,0.030341635,-3.1292439e-06,0.0055384208,,-138.92610272206312,292,0.06411934,100.0,nan,-9.737152,0.50482064,0.9405387,0.00064119336,-3.1280517e-06,94.20874,100,0.009405387,3534.5546095371246,3.0341635,nan,45.951706,0.50482064,7.992224,95.564125,0.55384207
49.21,29300,[ 0.753  0.52   3.358 -2.564 44.533],26.947067,1600210,91.94369,0.018607918,3.3155084e-06,0.00290822,,-135.7351903402438,293,0.3575744,100.0,nan,-7.632454,0.14106382,0.98247087,0.0035757439,3.3569336e-06,93.570114,100,0.009824708,3545.0931503772736,1.8607919,nan,45.98864,0.14106382,7.6859097,67.399475,0.29082203
56.56,29400,[ 0.753  0.52   3.358 -2.564 44.571],42.41917,1605866,83.302315,0.026410388,2.503395e-06,0.004443095,,-140.11417149775113,294,0.34818304,100.0,nan,-9.02166,0.25936782,0.9923983,0.0034818302,2.5558472e-06,94.04547,100,0.009923982,3557.6644904613495,2.641039,nan,46.03414,0.25936782,8.82824,110.04337,0.44430953
60.44,29500,[ 0.753  0.52   3.358 -2.564 44.618],34.75792,1611910,63.971893,0.046113934,2.399087e-06,0.007876316,,-144.3253224368072,295,0.1647991,100.0,nan,-8.348679,0.596818,1.0495352,0.0016479909,2.4032593e-06,94.55961,100,0.010495352,3569.9122149944305,4.6113935,nan,46.107075,0.596818,7.550772,102.61514,0.7876316
49.16,29600,[ 0.753  0.52   3.358 -2.564 44.687],44.90717,1616826,96.018425,0.015250621,-2.3841858e-06,0.0020200945,,-135.03296037309048,296,0.55225664,100.0,nan,-8.812927,0.053497583,0.99202275,0.0055225664,-2.4032593e-06,93.506744,100,0.009920227,3580.373756170273,1.5250622,nan,46.082905,0.053497583,8.120235,67.44336,0.20200947
