Weights,EpThisIter,TimeElapsed,InitialReturnMax,InitialReturnStd,InitialReturnMin,ReturnMeanIW,InitialReturnMean,EpisodesSoFar,MinIW,TimestepsSoFar,EmpiricalD2,J_sample_variance,EpRewMean,Bound,EpLenMean,MaxIW,InitialBound,MeanIW,Iteration,StdIW
[-2.496 -0.724 -2.027  0.014 -1.529],100,2287.3628358840942,17.996628,5.625128,-12.581894,2173.1748,1.2207031e-06,20500,0.0005288562,458325,8360.048,364876640.0,-108.86283567456672,2173.1748,18.4,333.9371,611.5951,3.4453218,205,31.525524
[-2.509 -0.681 -2.025  0.022 -1.518],100,2298.0034720897675,16.590893,5.7723746,-10.80117,756.2935,2.0599366e-06,20600,0.0003964158,460217,62.646503,2751465.8,-109.13430408315013,756.2935,18.92,32.1529,595.4753,1.2669473,206,2.770292
[-2.513e+00 -6.790e-01 -2.030e+00 -2.444e-03 -1.523e+00],100,2307.681608438492,17.310661,7.217866,-13.39073,19703.97,-2.1266937e-06,20700,9.4666206e-08,462235,25725231000.0,18821513000.0,-108.95899007093948,19703.97,20.18,3855.6455,537.6299,36.48927,207,257.0423
[-2.467e+00 -6.012e-01 -1.977e+00  7.008e-04 -1.508e+00],100,2320.1615936756134,18.49118,6.0472445,-15.174345,4976.0474,6.294251e-07,20800,3.987055e-15,464088,5.4183827e+19,2129471600.0,-108.67852529751292,4976.0474,18.53,767.1081,615.5904,7.99158,208,74.97353
[-2.486 -0.616 -1.936 -0.025 -1.515],100,2330.9526886940002,17.234829,5.657038,-16.078854,676.41156,-6.389618e-07,20900,0.03560122,465919,1.8825061,251258.05,-108.75770528944686,676.41156,18.31,4.5788884,604.6849,1.1176882,209,0.8249606
[-2.476 -0.601 -1.92  -0.036 -1.513],100,2340.9575731754303,17.598833,5.952019,-12.942457,4609.889,-3.4332277e-07,21000,2.403265e-13,467773,1.4271088e+23,2099024400.0,-108.91836907443002,4609.889,18.54,770.3848,609.93695,7.5354137,210,75.50542
[-2.473 -0.555 -1.952 -0.008 -1.485],100,2352.165103673935,18.331308,4.9971848,-14.750795,24238.92,-7.8201293e-07,21100,1.87204e-07,469478,3165171500000.0,53951640000.0,-108.41630809629831,24238.92,17.05,3390.4517,701.042,34.23863,211,331.56464
[-2.463 -0.615 -2.009  0.043 -1.477],100,2365.077854156494,9.615935,4.704824,-11.954985,1527.2703,-5.531311e-07,21200,4.940499e-06,471150,7217.4883,132016050.0,-108.46915211170713,1527.2703,16.72,161.5405,722.6962,2.0984461,212,15.830004
[-2.493e+00 -5.860e-01 -1.989e+00  1.320e-03 -1.497e+00],100,2375.849582672119,16.671354,6.2106895,-12.826042,1083.7512,7.05719e-07,21300,8.12388e-07,473040,929067800.0,38035276.0,-109.04943284717747,1083.7512,18.9,422.31183,586.2577,1.8452725,213,10.63818
[-2.522 -0.557 -1.975 -0.045 -1.485],100,2385.8618927001953,17.136778,5.229107,-12.98377,3503.1914,-7.8201293e-07,21400,1.0041021e-14,474871,3.8878533e+19,458213200.0,-108.58135760703735,3503.1914,18.31,318.36252,607.7401,5.709879,214,35.020622
[-2.492 -0.505 -1.928 -0.006 -1.493],100,2397.587149143219,9.039671,4.4344826,-8.257448,4073.399,-1.964569e-06,21500,5.031858e-19,476526,1.3953966e+17,1490903700.0,-108.57456055713796,4073.399,16.55,1238.0632,737.3676,5.5164733,215,52.68823
[-2.422 -0.687 -2.015 -0.064 -1.566],100,2410.142673254013,18.224396,6.9090233,-12.135376,2468.4333,1.8310546e-06,21600,2.4906584e-17,478403,2.0499632e+31,467395940.0,-108.2786497223331,2468.4333,18.77,420.9463,606.6861,4.0418983,216,35.646244
[-2.409 -0.645 -2.01  -0.009 -1.535],100,2421.2200706005096,18.02131,6.3833284,-12.806013,710.18085,-3.0326844e-06,21700,0.0018979877,480273,108.86468,1320161.4,-108.91258249118404,710.18085,18.7,29.082642,606.9499,1.1698182,217,1.9027348
[-2.411 -0.65  -2.007 -0.034 -1.533],100,2429.893906354904,18.38176,6.4707,-12.874508,834.14484,3.1471252e-06,21800,0.0010842832,482141,194.55461,8717999.0,-108.83862336413351,834.14484,18.68,52.819542,603.73816,1.3666781,218,4.860115
[-2.401 -0.659 -2.001 -0.057 -1.526],100,2440.494724035263,18.242126,6.4602323,-12.76589,1257.1311,4.386902e-07,21900,0.0053014457,484019,71.46267,27145226.0,-108.92119787339158,1257.1311,18.78,214.93304,599.0178,2.0639338,219,8.520782
[-2.376 -0.675 -1.983 -0.072 -1.522],100,2451.303433895111,16.918987,6.782018,-14.837299,597.82904,-6.8664554e-07,22000,0.053591546,486065,3.4769099,448943.75,-109.13312013737271,597.82904,20.46,20.036274,510.03998,1.1676736,220,1.2864538
[-2.379 -0.661 -1.965 -0.074 -1.522],100,2459.853702068329,18.402285,5.984783,-11.2954445,749.4247,-2.632141e-06,22100,0.008655574,487836,4.6767483,1274379.2,-108.4078465443158,749.4247,17.71,11.948552,676.5192,1.1073363,221,1.6717848
[-2.378 -0.679 -1.968 -0.068 -1.54 ],100,2469.366323709488,18.39994,7.2236223,-13.246393,860.43024,-3.6239624e-07,22200,0.00012851719,489841,113.2499,12086249.0,-109.15508696690866,860.43024,20.05,133.34872,548.76166,1.5482557,222,6.262529
[-2.408 -0.664 -1.981 -0.051 -1.532],100,2479.3074095249176,16.798801,5.7522774,-9.931839,7313.4575,-1.3160706e-06,22300,2.9186612e-15,491757,4.538563e+17,5176853000.0,-108.82857864711495,7313.4575,19.16,1346.2839,566.8333,12.699715,223,126.15814
[-2.43  -0.713 -2.004  0.003 -1.528],100,2491.945738554001,17.440838,6.632123,-13.480064,1091.4296,-1.1634827e-06,22400,9.655939e-06,493780,63118.285,43972500.0,-109.54639579511613,1091.4296,20.23,152.51831,529.822,2.02667,224,12.464406
[-2.41  -0.746 -1.99   0.007 -1.505],100,2502.7291345596313,18.198414,6.8329716,-12.702654,2016.4856,-2.670288e-07,22500,3.3762387e-08,495718,715533.44,143163840.0,-108.59842597488641,2016.4856,19.38,169.13806,568.2406,3.5444682,225,21.119236
[-2.407 -0.749 -1.954  0.013 -1.506],100,2513.762742996216,17.416435,6.61901,-13.103611,1304.6366,-1.2207031e-06,22600,1.2736781e-06,497720,101499.1,85178240.0,-109.27344232499027,1304.6366,20.02,231.00197,525.98846,2.414915,226,17.319613
[-2.448 -0.732 -1.975 -0.006 -1.513],100,2524.442271709442,16.820541,6.365915,-10.231987,674.5827,3.2234193e-06,22700,0.00041128992,499736,69.44241,1728031.0,-109.13322282421368,674.5827,20.16,19.045744,531.2878,1.2719833,227,2.50653
[-2.459 -0.751 -1.973 -0.016 -1.509],100,2534.6401946544647,17.610329,6.6318727,-10.631607,761.75433,2.670288e-07,22800,0.00011687861,501731,34.690838,5714661.5,-108.85095519221757,761.75433,19.95,48.536686,537.6992,1.4066747,228,4.434419
[-2.461 -0.727 -1.978 -0.01  -1.521],100,2544.6421518325806,17.751993,6.5540395,-12.071177,857.18445,-2.5463105e-06,22900,0.0049976306,503676,21.185102,7060322.5,-108.94273131522252,857.18445,19.45,42.428474,565.6812,1.5035516,229,4.6406236
[-2.464 -0.764 -1.995 -0.008 -1.51 ],100,2554.8124327659607,16.72256,6.745749,-11.352261,1390.4497,9.155273e-07,23000,0.00021968622,505712,617.2554,53647692.0,-108.61569654856338,1390.4497,20.36,142.40395,514.03577,2.7031462,230,14.367418
[-2.471 -0.732 -1.986 -0.024 -1.508],100,2566.4195897579193,18.062466,7.0615864,-12.451122,4742.9814,-1.4305115e-07,23100,2.8109309e-08,507738,370133820.0,1885056100.0,-108.64232514568303,4742.9814,20.26,828.7411,534.1732,8.7414465,231,80.78758
[-2.398 -0.697 -1.94  -0.003 -1.504],100,2577.00914144516,18.391907,6.527019,-12.720005,677.27576,-4.7683717e-08,23200,0.0058533684,509623,10.091614,2464876.0,-108.03471713478406,677.27576,18.85,49.357174,598.1949,1.1265771,232,2.5869591
[-2.399 -0.717 -1.937 -0.009 -1.507],100,2586.077063560486,16.626476,7.139936,-11.746113,998.5921,1.335144e-07,23300,0.0001458634,511743,1263.2202,20546686.0,-108.81524759686884,998.5921,21.2,204.23895,484.69223,2.0480535,233,9.419569
[-2.399 -0.734 -1.93   0.009 -1.507],100,2596.6804583072662,16.018074,7.709736,-13.565012,1308.3329,-8.9645386e-07,23400,5.337698e-05,513945,9887.238,69587480.0,-108.74566251873486,1308.3329,22.02,241.46854,458.4119,2.857983,234,18.248043
[-2.395 -0.748 -1.921  0.031 -1.511],100,2607.3711614608765,16.210613,7.0437107,-11.16534,949.0996,1.4877319e-06,23500,1.4644258e-09,516109,7905189.0,55090076.0,-109.74953840181144,949.0996,21.64,163.86671,466.94003,1.973497,235,15.835354
[-2.408 -0.719 -1.938  0.015 -1.529],100,2618.314312696457,15.633276,5.9946985,-10.619282,593.9653,1.0871887e-06,23600,0.004331844,518176,27.686409,1061178.2,-109.31958922396585,593.9653,20.67,21.282654,502.5085,1.1746572,236,2.0453656
[-2.421 -0.702 -1.925  0.025 -1.523],100,2627.1326739788055,16.305382,7.0211563,-11.157686,2080.9683,-2.0217894e-06,23700,5.9214e-06,520240,2873638.8,295015550.0,-109.05355646023618,2080.9683,20.64,425.9099,510.71292,4.041135,237,33.58567
[-2.442 -0.702 -1.968  0.026 -1.482],100,2639.9307565689087,17.742393,7.231988,-10.9676,1206.5117,-1.04904174e-07,23800,9.93486e-10,522299,28711196.0,64297284.0,-109.28438602590137,1206.5117,20.59,143.3098,520.85754,2.3017275,238,15.380991
[-2.443 -0.693 -2.006  0.035 -1.494],100,2651.9515147209167,17.658464,6.2755885,-13.606525,791.98755,-1.5258789e-07,23900,0.0042654905,524221,34.462433,2692125.8,-109.12515531633336,791.98755,19.22,30.186438,580.9404,1.3586663,239,2.8012981
[-2.435 -0.682 -1.978  0.039 -1.499],100,2662.8884541988373,17.898073,6.707805,-13.411459,767.2327,-1.0490418e-06,24000,0.0013303172,526135,12.916359,2558915.8,-108.54173148597833,767.2327,19.14,113.35393,584.639,1.3007064,240,2.7451932
[-2.457 -0.676 -1.97   0.049 -1.5  ],100,2673.065536260605,17.065502,7.0210257,-11.295605,726.34375,-2.307892e-06,24100,0.0011291591,528235,20.827648,2491028.8,-109.22380395803008,726.34375,21.0,37.55192,503.19443,1.4394963,241,3.1381981
[-2.464 -0.692 -1.965  0.048 -1.504],100,2682.908775806427,17.111889,6.291782,-10.39222,4426.4497,-8.5830686e-07,24200,7.618307e-05,530197,11776.103,1559053000.0,-108.94322788632469,4426.4497,19.62,1157.5659,557.53925,7.675684,242,69.80377
[-2.483 -0.665 -1.974  0.067 -1.509],100,2694.0446875095367,16.88181,6.9592533,-13.248056,1437.2898,9.727478e-07,24300,9.141195e-12,532216,35415914000000.0,82722180.0,-109.2987228091293,1437.2898,20.19,171.35825,538.3878,2.6636844,243,16.909115
[-2.474 -0.602 -1.932  0.085 -1.481],100,2704.5176334381104,18.386482,5.5014987,-13.355856,919.33813,-9.918213e-07,24400,5.2093586e-05,534005,1155.3201,13684202.0,-108.7788243196669,919.33813,17.89,57.47818,651.447,1.4058115,244,5.6320887
[-2.471 -0.596 -1.927  0.051 -1.485],100,2714.813281774521,17.127167,6.086579,-9.9790325,3779.2117,-1.7166138e-07,24500,9.020785e-06,535903,8104.4546,967191040.0,-108.98331564109867,3779.2117,18.98,1048.6434,586.8487,6.2399745,245,52.23425
[-2.492 -0.58  -1.908  0.027 -1.476],100,2725.3731694221497,16.706953,5.9982247,-10.148815,1276.5437,5.722046e-07,24600,9.222038e-05,537898,5856.3037,58478470.0,-109.32854094981568,1276.5437,19.95,371.3283,537.7365,2.3528216,246,14.185834
[-2.495 -0.557 -1.895 -0.007 -1.49 ],100,2735.2740738391876,16.599026,5.098221,-11.091122,679.71405,1.2588501e-06,24700,0.045166712,539701,2.859683,561553.0,-107.99091422576275,679.71405,18.03,11.122702,627.07715,1.0827203,247,1.190992
[-2.504 -0.558 -1.897  0.009 -1.493],100,2744.2717118263245,16.761189,6.4813957,-13.47249,1000.8044,2.7465821e-06,24800,9.264129e-05,541696,6235.928,35558572.0,-109.30624573936697,1000.8044,19.95,115.62502,537.63666,1.8195086,248,11.015215
[-2.499 -0.543 -1.881  0.035 -1.5  ],100,2755.048665523529,17.252531,6.672794,-12.493029,1670.2227,-1.1444092e-06,24900,9.491854e-13,543609,485525500000.0,102307670.0,-109.23668822920582,1670.2227,19.13,324.5313,591.23535,2.812888,249,17.08814
[-2.508 -0.508 -1.843 -0.016 -1.52 ],100,2765.9331719875336,18.440796,6.8871694,-13.717194,7339.8105,1.9073487e-07,25000,1.1019344e-18,545567,inf,5175080000.0,-108.55887549989711,7339.8105,19.58,1315.5764,562.95544,13.06065,250,129.05621
[-2.535 -0.56  -1.874 -0.069 -1.522],100,2778.377827167511,18.852646,6.818935,-13.276127,784.05524,3.8146973e-07,25100,6.8227987e-06,547522,526.99243,7841690.0,-109.08903646878832,784.05524,19.55,33.942833,568.0048,1.3847091,251,4.9552865
[-2.546 -0.573 -1.86  -0.071 -1.536],100,2787.995635509491,16.71339,6.11055,-14.302824,734.92474,-7.2479247e-07,25200,0.0013908412,549517,63.672543,2892008.5,-108.61969146876545,734.92474,19.95,28.787073,522.2164,1.4034678,252,3.2547634
[-2.549 -0.562 -1.862 -0.089 -1.528],100,2797.035352230072,17.84533,5.7904444,-12.189888,1454.1292,-1.2588501e-06,25300,7.0780345e-07,551368,56247.156,57580210.0,-108.78608862315333,1454.1292,18.51,167.26602,619.4326,2.331545,253,12.292124
[-2.528 -0.601 -1.874 -0.066 -1.542],100,2808.6650519371033,17.705914,7.250828,-15.10113,2671.3564,4.196167e-07,25400,4.142728e-11,553530,3961496600000000.0,620031040.0,-109.42333905641118,2671.3564,21.62,533.4287,476.73758,5.5672226,254,52.185787
[-2.536 -0.578 -1.821 -0.058 -1.537],100,2820.537337064743,17.621738,6.9548407,-14.414927,1727.9841,9.536743e-08,25500,1.778303e-06,555604,3320.988,72547170.0,-108.8690542425809,1727.9841,20.74,213.29753,506.15738,3.3614206,255,16.808525
[-2.551 -0.584 -1.823 -0.027 -1.529],100,2831.38876414299,15.923546,6.3929915,-11.710005,612.32654,-1.4686584e-06,25600,0.00088632986,557655,176.16571,557018.94,-108.86605470271941,612.32654,20.51,11.1944475,514.8627,1.1882586,256,1.4406846
[-2.551 -0.596 -1.845 -0.007 -1.526],100,2841.492106437683,16.569237,7.367749,-11.678854,874.1872,-1.4305115e-06,25700,8.1062414e-11,559933,3445475800000.0,60193980.0,-109.90222746807859,874.1872,22.78,179.45923,443.61588,1.9751993,257,17.620045
[-2.528 -0.569 -1.861  0.008 -1.537],100,2851.2770273685455,19.200338,6.4751515,-11.00444,779.11115,-1.7166137e-06,25800,0.0019723182,561814,13.224704,3017166.2,-108.12036469962158,779.11115,18.81,42.416313,604.77313,1.2798792,258,2.8234417
[-2.497 -0.575 -1.862  0.015 -1.531],100,2860.9947788715363,16.911343,5.9802804,-11.513823,1221.0526,-3.2234193e-06,25900,1.6094866e-05,563691,38738.566,51158896.0,-108.4786414045556,1221.0526,18.77,117.66059,590.94366,2.029666,259,12.031773
[-2.497 -0.607 -1.854  0.008 -1.522],100,2871.8411614894867,15.444073,6.3700376,-12.509012,1829.9966,2.0980835e-07,26000,7.268014e-06,565814,212045.6,244511860.0,-109.19123761719352,1829.9966,21.23,431.1822,480.20538,3.6866026,260,31.931837
[-2.463 -0.624 -1.856  0.038 -1.523],100,2883.844437599182,15.810934,7.507601,-14.906176,634.2979,-5.8174135e-07,26100,0.0018806463,568131,28.06568,5505970.5,-109.02116252838819,634.2979,23.17,57.271297,410.19055,1.5226444,261,5.608941
[-2.451 -0.625 -1.835  0.043 -1.509],100,2894.1864387989044,16.867195,6.5040026,-11.990622,586.7071,3.4332277e-07,26200,0.04145362,570249,5.574448,886559.2,-109.37344127148057,586.7071,21.18,33.653156,491.91504,1.1867114,262,1.8806092
[-2.438 -0.623 -1.824  0.024 -1.507],100,2903.426914215088,17.48631,6.6745877,-13.347944,833.9199,-1.5258789e-07,26300,1.688642e-06,572275,4053631.2,7947092.0,-108.78143290399068,833.9199,20.26,51.358913,525.9523,1.5811566,263,5.3189282
[-2.442 -0.63  -1.828 -0.012 -1.499],100,2913.1234040260315,17.502502,7.13862,-13.987658,1068.3816,2.0980835e-06,26400,0.00051271793,574440,803.4705,47696230.0,-109.98327685418906,1068.3816,21.65,148.01639,479.34955,2.1727626,264,14.119383
[-2.399 -0.655 -1.831 -0.007 -1.489],100,2923.734780073166,17.955215,5.918035,-11.230602,697.5535,-1.66893e-06,26500,0.026995828,576381,4.1183124,1350710.0,-108.73448072591368,697.5535,19.41,21.307764,548.8292,1.2648907,265,2.0915134
[-2.436 -0.651 -1.835 -0.01  -1.502],100,2934.1376552581787,17.393011,6.719359,-11.837442,735.5798,-7.6293946e-07,26600,2.275864e-10,578489,33512508000000.0,7288023.5,-109.1064622338726,735.5798,21.08,60.932835,489.4391,1.4956938,266,5.478765
[-2.449 -0.662 -1.827 -0.053 -1.501],100,2944.6940026283264,16.191465,7.8347006,-12.535444,452.5571,-5.722046e-07,26700,0.0055902414,580861,6.857741,450282.03,-109.7016862962728,452.5571,23.72,13.486161,409.19455,1.0995021,267,1.6031754
