VarVanillaIw,Bound,MinNormIw,AvgDiscRet,AvgRet,VarNormIw,AvgVanillaIw,MaxVanillaIw,VanillaAvgRet,J,ESSRenyi,AvgNormIw,VarJ,Delta,ESSClassic,eRenyi2,IterType,MinVanillaIw,EpsThisIter,VarRet,VarDiscRet,AvgEpLen,MaxNormIw,BatchSize
,3698.45,0.01,4632.3680496,4632.3680496,3.50449e-18,1.0,1.0,4632.3680496,4632.37,200.0,0.01,88.7204,0.2,100.0,1.0,2,1.0,100,7950.81159966,7950.81159966,498.97,0.01,200
0.00582651,3968.56,0.00320746,4622.1998763,4622.1998763,1.47377e-07,0.994166,1.12181,4622.1998763,4630.35,199.170066158,0.005,83.6749,0.2,198.833745661,1.00417,1,0.637749,100,17466.7932277,17466.7932277,498.64,0.00564195,200
,3703.98,0.01,4637.96739363,4637.96739363,3.50449e-18,1.0,1.0,4637.96739363,4637.97,200.0,0.01,27.7239,0.2,100.0,1.0,2,1.0,100,776.381020517,776.381020517,500.0,0.01,200
0.00208576,3969.42,0.00413076,4619.9953428,4619.9953428,5.2209e-08,0.999377,1.09559,4619.9953428,4630.6,199.543922469,0.005,94.9884,0.2,199.585195859,1.00229,1,0.825638,100,24487.1489875,24487.1489875,497.83,0.00548138,200
,3695.76,0.01,4629.68205271,4629.68205271,3.50449e-18,1.0,1.0,4629.68205271,4629.68,200.0,0.01,49.8804,0.2,100.0,1.0,2,1.0,100,2513.18688258,2513.18688258,499.72,0.01,200
0.000511708,3971.04,0.0045969,4632.86876074,4632.86876074,1.28017e-08,0.99965,1.06264,4632.86876074,4631.56,199.917422072,0.005,43.029,0.2,199.89807955,1.00041,1,0.919058,100,1312.91481652,1312.91481652,500.0,0.00531505,200
,3699.22,0.01,4632.87749121,4632.87749121,3.50449e-18,1.0,1.0,4632.87749121,4632.88,200.0,0.01,45.3335,0.2,100.0,1.0,2,1.0,100,2075.89055206,2075.89055206,499.73,0.01,200
0.000656948,3973.3,0.00442342,4633.92635059,4633.92635059,1.6439e-08,0.999535,1.07537,4633.92635059,4633.77,199.887458269,0.005,40.9502,0.2,199.869149963,1.00056,1,0.884273,100,1468.19977992,1468.19977992,500.0,0.00537933,200
,3704.13,0.01,4638.01393225,4638.01393225,3.50449e-18,1.0,1.0,4638.01393225,4638.01,200.0,0.01,50.8918,0.2,100.0,1.0,2,1.0,100,2616.13603991,2616.13603991,499.59,0.01,200
0.000628832,3974.91,0.00445815,4632.2221273,4632.2221273,1.56773e-08,1.00139,1.05068,4632.2221273,4635.53,199.87331314,0.005,49.8705,0.2,199.875314418,1.00063,1,0.892866,100,2896.66208932,2896.66208932,499.61,0.00524613,200
,3686.12,0.01,4619.59953848,4619.59953848,3.50449e-18,1.0,1.0,4619.59953848,4619.6,200.0,0.01,124.537,0.2,100.0,1.0,2,1.0,100,15666.2304063,15666.2304063,498.39,0.01,200
0.00494552,3959.73,0.00366915,4617.12154457,4617.12154457,1.24506e-07,0.996509,1.14998,4617.12154457,4621.66,199.073643722,0.005,114.142,0.2,199.013780741,1.00465,1,0.731269,100,23931.8294882,23931.8294882,498.04,0.00577005,200
,3700.61,0.01,4634.11218906,4634.11218906,3.50449e-18,1.0,1.0,4634.11218906,4634.11,200.0,0.01,31.4681,0.2,100.0,1.0,2,1.0,100,1000.24199935,1000.24199935,500.0,0.01,200
0.000254754,3976.57,0.00464898,4639.22419409,4639.22419409,6.36182e-09,1.00055,1.04417,4639.22419409,4636.85,199.953042568,0.005,31.1171,0.2,199.949324324,1.00023,1,0.93031,100,979.009661033,979.009661033,500.0,0.00521798,200
,3707.64,0.01,4641.26088534,4641.26088534,3.50449e-18,1.0,1.0,4641.26088534,4641.26,200.0,0.01,24.5423,0.2,100.0,1.0,2,1.0,100,608.408093074,608.408093074,500.0,0.01,200
0.000191396,3979.08,0.00484447,4637.37745075,4637.37745075,4.77926e-09,1.00059,1.05701,4637.37745075,4639.42,199.967866339,0.005,26.542,0.2,199.962022179,1.00016,1,0.969466,100,825.252939353,825.252939353,500.0,0.00528196,200
,3690.44,0.01,4624.51392783,4624.51392783,3.50449e-18,1.0,1.0,4624.51392783,4624.51,200.0,0.01,132.371,0.2,100.0,1.0,2,1.0,100,17699.1477963,17699.1477963,498.61,0.01,200
0.00230668,3972.8,0.00399132,4640.43916577,4640.43916577,5.7931e-08,0.99772,1.10099,4640.43916577,4634.0,199.56758732,0.005,81.1885,0.2,199.539968928,1.00217,1,0.796445,100,1756.19948236,1756.19948236,499.64,0.00551755,200
,3699.94,0.01,4633.87082659,4633.87082659,3.50449e-18,1.0,1.0,4633.87082659,4633.87,200.0,0.01,32.3687,0.2,100.0,1.0,2,1.0,100,1058.31227424,1058.31227424,499.93,0.01,200
0.00415016,3971.74,0.00301255,4628.50145357,4628.50145357,1.045e-07,0.996424,1.10399,4628.50145357,4632.92,199.566542815,0.005,44.8915,0.2,199.171538126,1.00217,1,0.600356,100,6353.90135692,6353.90135692,499.21,0.00553976,200
,3693.17,0.01,4627.11348509,4627.11348509,3.50449e-18,1.0,1.0,4627.11348509,4627.11,200.0,0.01,153.646,0.2,100.0,1.0,2,1.0,100,23845.6880815,23845.6880815,498.42,0.01,200
0.00273914,3966.24,0.00395889,4623.56376849,4623.56376849,6.73699e-08,1.00819,1.11408,4623.56376849,4627.8,199.297804129,0.005,111.495,0.2,199.465158522,1.00352,1,0.798266,100,12231.1382888,12231.1382888,498.76,0.00552515,200
,3701.33,0.01,4634.93572805,4634.93572805,3.50449e-18,1.0,1.0,4634.93572805,4634.94,200.0,0.01,34.9575,0.2,100.0,1.0,2,1.0,100,1234.3710021,1234.3710021,499.8,0.01,200
0.000452775,3973.81,0.00458335,4633.28088078,4633.28088078,1.13555e-08,0.998408,1.05787,4633.28088078,4634.39,199.916421546,0.005,32.7963,0.2,199.909686582,1.00042,1,0.915211,100,985.569251824,985.569251824,500.0,0.0052978,200
,3707.98,0.01,4641.69346575,4641.69346575,3.50449e-18,1.0,1.0,4641.69346575,4641.69,200.0,0.01,26.0524,0.2,100.0,1.0,2,1.0,100,685.584333128,685.584333128,500.0,0.01,200
0.000152147,3979.08,0.0047675,4636.83738369,4636.83738369,3.80377e-09,0.999987,1.0357,4636.83738369,4639.36,199.972228092,0.005,27.9576,0.2,199.969735051,1.00014,1,0.953486,100,897.373285944,897.373285944,500.0,0.00517858,200
,3699.39,0.01,4633.34067747,4633.34067747,3.50449e-18,1.0,1.0,4633.34067747,4633.34,200.0,0.01,35.5413,0.2,100.0,1.0,2,1.0,100,1275.94454683,1275.94454683,500.0,0.01,200
0.000456192,3971.4,0.00473063,4629.97817272,4629.97817272,1.14547e-08,0.99782,1.0494,4629.97817272,4631.93,199.921805448,0.005,37.4217,0.2,199.908876238,1.00039,1,0.944063,100,1640.84171745,1640.84171745,499.83,0.00525847,200
,3704.28,0.01,4638.39448478,4638.39448478,3.50449e-18,1.0,1.0,4638.39448478,4638.39,200.0,0.01,29.3429,0.2,100.0,1.0,2,1.0,100,869.700062654,869.700062654,500.0,0.01,200
0.000351769,3977.67,0.00467281,4637.83261369,4637.83261369,8.81668e-09,0.998726,1.06319,4637.83261369,4638.34,199.929667419,0.005,39.6723,0.2,199.929898387,1.00035,1,0.933371,100,2574.29045633,2574.29045633,499.59,0.00532274,200
,3684.91,0.01,4618.76587783,4618.76587783,3.50449e-18,1.0,1.0,4618.76587783,4618.77,200.0,0.01,150.113,0.2,100.0,1.0,2,1.0,100,22761.3827673,22761.3827673,498.47,0.01,200
0.0028969,3959.5,0.00406449,4618.98052705,4618.98052705,7.20811e-08,1.00237,1.12882,4618.98052705,4620.8,199.451002639,0.005,119.105,0.2,199.427909971,1.00275,1,0.814822,100,13503.0011229,13503.0011229,498.48,0.00563078,200
,3693.74,0.01,4627.57971907,4627.57971907,3.50449e-18,1.0,1.0,4627.57971907,4627.58,200.0,0.01,121.693,0.2,100.0,1.0,2,1.0,100,14958.856221,14958.856221,498.73,0.01,200
0.00630586,3971.55,0.0023902,4632.14174802,4632.14174802,1.59927e-07,0.992845,1.10047,4632.14174802,4633.36,199.177490776,0.005,51.1641,0.2,198.735073401,1.00413,1,0.47462,100,1336.55387476,1336.55387476,500.0,0.00554201,200
,3699.53,0.01,4633.35234637,4633.35234637,3.50449e-18,1.0,1.0,4633.35234637,4633.35,200.0,0.01,36.2937,0.2,100.0,1.0,2,1.0,100,1330.53475806,1330.53475806,500.0,0.01,200
0.000415305,3975.78,0.00465354,4638.59925372,4638.59925372,1.03953e-08,0.99939,1.06186,4638.59925372,4636.22,199.91854172,0.005,32.8538,0.2,199.91728458,1.00041,1,0.930139,100,912.044117722,912.044117722,500.0,0.00531252,200
,3698.92,0.01,4633.15894231,4633.15894231,3.50449e-18,1.0,1.0,4633.15894231,4633.16,200.0,0.01,30.3176,0.2,100.0,1.0,2,1.0,100,928.439107544,928.439107544,500.0,0.01,200
0.000214693,3970.25,0.00478317,4628.36992108,4628.36992108,5.37862e-09,0.99895,1.05346,4628.36992108,4630.92,199.961026159,0.005,40.3259,0.2,199.957176185,1.00019,1,0.95563,100,2462.17393941,2462.17393941,499.61,0.00527281,200
,3689.94,0.01,4623.87223297,4623.87223297,3.50449e-18,1.0,1.0,4623.87223297,4623.87,200.0,0.01,58.7859,0.2,100.0,1.0,2,1.0,100,3490.69511159,3490.69511159,499.41,0.01,200
0.000931435,3970.77,0.00440178,4637.99735517,4637.99735517,2.33464e-08,0.998703,1.05233,4637.99735517,4631.37,199.872932154,0.005,44.5403,0.2,199.814441255,1.00064,1,0.879215,100,834.426560814,834.426560814,500.0,0.00526849,200
,3702.65,0.01,4636.55934426,4636.55934426,3.50449e-18,1.0,1.0,4636.55934426,4636.56,200.0,0.01,35.7392,0.2,100.0,1.0,2,1.0,100,1290.19119103,1290.19119103,499.79,0.01,200
0.000384351,3973.02,0.004713,4629.99771188,4629.99771188,9.56833e-09,1.00211,1.08959,4629.99771188,4633.51,199.931049284,0.005,34.7792,0.2,199.923893864,1.00034,1,0.944589,100,1200.59256186,1200.59256186,499.95,0.00543648,200
,3702.79,0.01,4636.80578748,4636.80578748,3.50449e-18,1.0,1.0,4636.80578748,4636.81,200.0,0.01,31.759,0.2,100.0,1.0,2,1.0,100,1018.81987687,1018.81987687,500.0,0.01,200
0.000210322,3974.23,0.00462727,4632.39670366,4632.39670366,5.27467e-09,0.998422,1.0234,4632.39670366,4634.73,199.966031123,0.005,33.6364,0.2,199.958117803,1.00017,1,0.923995,100,1287.63441624,1287.63441624,500.0,0.0051251,200
,3700.83,0.01,4634.86318,4634.86318,3.50449e-18,1.0,1.0,4634.86318,4634.86,200.0,0.01,29.215,0.2,100.0,1.0,2,1.0,100,862.135525876,862.135525876,500.0,0.01,200
0.00375279,3965.9,0.00356811,4614.88295103,4614.88295103,9.23116e-08,1.00814,1.15973,4614.88295103,4627.58,199.261635699,0.005,92.4297,0.2,199.267974307,1.00371,1,0.719429,100,27208.5884545,27208.5884545,497.52,0.00575187,200
,3699.83,0.01,4633.87949326,4633.87949326,3.50449e-18,1.0,1.0,4633.87949326,4633.88,200.0,0.01,49.1654,0.2,100.0,1.0,2,1.0,100,2441.65692605,2441.65692605,499.53,0.01,200
0.000247002,3974.92,0.00477545,4636.70844665,4636.70844665,6.17147e-09,1.00029,1.0624,4636.70844665,4635.48,199.944916641,0.005,39.2874,0.2,199.950876754,1.00028,1,0.955367,100,783.239253028,783.239253028,500.0,0.00531044,200
,3699.15,0.01,4632.83140891,4632.83140891,3.50449e-18,1.0,1.0,4632.83140891,4632.83,200.0,0.01,33.9936,0.2,100.0,1.0,2,1.0,100,1167.2347605,1167.2347605,500.0,0.01,200
0.00218971,3971.69,0.00358507,4629.54715008,4629.54715008,5.42619e-08,1.00442,1.09062,4629.54715008,4632.76,199.566566554,0.005,58.5249,0.2,199.568939225,1.00217,1,0.720185,100,10219.9046065,10219.9046065,498.82,0.00542909,200
,3706.37,0.01,4640.04115166,4640.04115166,3.50449e-18,1.0,1.0,4640.04115166,4640.04,200.0,0.01,26.0514,0.2,100.0,1.0,2,1.0,100,685.527749781,685.527749781,500.0,0.01,200
0.000212114,3977.71,0.00475325,4635.81650298,4635.81650298,5.29434e-09,1.0008,1.04378,4635.81650298,4638.08,199.962074797,0.005,31.5765,0.2,199.957829063,1.00019,1,0.951413,100,1350.92575504,1350.92575504,499.79,0.00521471,200
,3702.33,0.01,4635.98579205,4635.98579205,3.50449e-18,1.0,1.0,4635.98579205,4635.99,200.0,0.01,35.8744,0.2,100.0,1.0,2,1.0,100,1299.96956281,1299.96956281,499.91,0.01,200
0.000676685,3976.1,0.0043833,4637.01617159,4637.01617159,1.69435e-08,0.99922,1.04619,4637.01617159,4636.87,199.901819766,0.005,35.9952,0.2,199.865211617,1.00049,1,0.875976,100,1492.32050299,1492.32050299,499.7,0.00523505,200
,3698.13,0.01,4631.64832716,4631.64832716,3.50449e-18,1.0,1.0,4631.64832716,4631.65,200.0,0.01,30.7515,0.2,100.0,1.0,2,1.0,100,955.207394654,955.207394654,500.0,0.01,200
8.90017e-05,3977.22,0.00488034,4643.34916155,4643.34916155,2.22719e-09,0.999517,1.02414,4643.34916155,4637.57,199.978353936,0.005,28.8797,0.2,199.982268028,1.00011,1,0.975597,100,673.85072432,673.85072432,500.0,0.00512316,200
,3698.26,0.01,4632.37549661,4632.37549661,3.50449e-18,1.0,1.0,4632.37549661,4632.38,200.0,0.01,44.3055,0.2,100.0,1.0,2,1.0,100,1982.80570492,1982.80570492,499.67,0.01,200
0.000348764,3970.26,0.00474442,4628.92528169,4628.92528169,8.73698e-09,0.998976,1.06328,4628.92528169,4630.9,199.926808449,0.005,42.9648,0.2,199.93049977,1.00037,1,0.947913,100,1878.62581946,1878.62581946,499.69,0.00532182,200
,3702.93,0.01,4636.90793263,4636.90793263,3.50449e-18,1.0,1.0,4636.90793263,4636.91,200.0,0.01,28.4365,0.2,100.0,1.0,2,1.0,100,816.804214621,816.804214621,500.0,0.01,200
0.000214864,3979.57,0.00470428,4642.97197467,4642.97197467,5.36087e-09,1.001,1.03842,4642.97197467,4640.07,199.95556865,0.005,25.9997,0.2,199.957319534,1.00022,1,0.941797,100,555.520566312,555.520566312,500.0,0.00518692,200
,3701.06,0.01,4635.07450062,4635.07450062,3.50449e-18,1.0,1.0,4635.07450062,4635.07,200.0,0.01,30.7052,0.2,100.0,1.0,2,1.0,100,952.329926074,952.329926074,500.0,0.01,200
0.000595054,3972.74,0.00429593,4630.84057157,4630.84057157,1.48136e-08,1.00211,1.04605,4630.84057157,4633.39,199.87531334,0.005,39.0642,0.2,199.882164546,1.00062,1,0.861002,100,2616.20613956,2616.20613956,499.6,0.00521923,200
,3701.55,0.01,4635.33250292,4635.33250292,3.50449e-18,1.0,1.0,4635.33250292,4635.33,200.0,0.01,36.3374,0.2,100.0,1.0,2,1.0,100,1333.74597818,1333.74597818,499.85,0.01,200
0.0006395,3973.59,0.00434658,4632.10428107,4632.10428107,1.60294e-08,0.998692,1.07079,4632.10428107,4634.02,199.908536796,0.005,36.2515,0.2,199.872534895,1.00046,1,0.868179,100,1385.11180114,1385.11180114,500.0,0.00536097,200
,3691.37,0.01,4625.01425047,4625.01425047,3.50449e-18,1.0,1.0,4625.01425047,4625.01,200.0,0.01,137.686,0.2,100.0,1.0,2,1.0,100,19148.9816043,19148.9816043,498.6,0.01,200
0.0123309,3961.13,0.00267729,4608.85711152,4608.85711152,3.12625e-07,0.993015,1.19031,4608.85711152,4624.37,198.159761224,0.005,104.283,0.2,197.542071827,1.00929,1,0.531718,100,32132.163377,32132.163377,497.37,0.00599343,200
,3708.67,0.01,4642.48794241,4642.48794241,3.50449e-18,1.0,1.0,4642.48794241,4642.49,200.0,0.01,25.8347,0.2,100.0,1.0,2,1.0,100,674.174950575,674.174950575,500.0,0.01,200
0.000255357,3979.21,0.00466321,4636.39863217,4636.39863217,6.40278e-09,0.998527,1.02771,4636.39863217,4639.61,199.950897831,0.005,26.9473,0.2,199.94900122,1.00025,1,0.931268,100,798.967155105,798.967155105,500.0,0.00514612,200
,3702.65,0.01,4636.32550491,4636.32550491,3.50449e-18,1.0,1.0,4636.32550491,4636.33,200.0,0.01,30.2559,0.2,100.0,1.0,2,1.0,100,924.667693609,924.667693609,500.0,0.01,200
0.00057146,3978.03,0.00446025,4639.84983424,4639.84983424,1.43352e-08,0.998299,1.05155,4639.84983424,4638.38,199.917326783,0.005,29.222,0.2,199.885909817,1.00041,1,0.890533,100,845.313759885,845.313759885,500.0,0.00526671,200
,3706.1,0.01,4640.00518364,4640.00518364,3.50449e-18,1.0,1.0,4640.00518364,4640.0,200.0,0.01,29.8454,0.2,100.0,1.0,2,1.0,100,899.744103932,899.744103932,500.0,0.01,200
0.00565253,3963.92,0.00349846,4603.00291385,4603.00291385,1.39962e-07,1.00482,1.21737,4603.00291385,4626.52,198.684085713,0.005,138.205,0.2,198.892033908,1.00662,1,0.703062,100,70391.3818374,70391.3818374,496.23,0.00605769,200
,3708.68,0.01,4642.5424199,4642.5424199,3.50449e-18,1.0,1.0,4642.5424199,4642.54,200.0,0.01,26.2739,0.2,100.0,1.0,2,1.0,100,697.289513924,697.289513924,500.0,0.01,200
0.000151471,3981.28,0.00478913,4640.60761761,4640.60761761,3.78598e-09,1.00011,1.03688,4640.60761761,4641.66,199.976995254,0.005,27.0159,0.2,199.969921446,1.00012,1,0.957928,100,787.693666092,787.693666092,500.0,0.00518383,200
,3703.64,0.01,4637.25677314,4637.25677314,3.50449e-18,1.0,1.0,4637.25677314,4637.26,200.0,0.01,27.8047,0.2,100.0,1.0,2,1.0,100,780.910320889,780.910320889,500.0,0.01,200
0.0023305,3968.25,0.0041747,4618.64126783,4618.64126783,5.75603e-08,1.00608,1.13107,4618.64126783,4629.38,199.591281529,0.005,94.6142,0.2,199.542917734,1.00205,1,0.840018,100,24178.2586556,24178.2586556,498.4,0.00562119,200
,3703.3,0.01,4637.11120401,4637.11120401,3.50449e-18,1.0,1.0,4637.11120401,4637.11,200.0,0.01,28.9255,0.2,100.0,1.0,2,1.0,100,845.135203803,845.135203803,500.0,0.01,200
0.000279563,3975.85,0.0047454,4635.03217402,4635.03217402,6.9645e-09,1.00176,1.06946,4635.03217402,4636.24,199.950254419,0.005,28.0285,0.2,199.944598468,1.00025,1,0.950753,100,769.506603313,769.506603313,499.93,0.00533791,200
,3703.42,0.01,4637.17843125,4637.17843125,3.50449e-18,1.0,1.0,4637.17843125,4637.18,200.0,0.01,30.7003,0.2,100.0,1.0,2,1.0,100,952.028305379,952.028305379,500.0,0.01,200
0.00641322,3976.34,0.00166793,4629.0153176,4629.0153176,1.59658e-07,1.0021,1.11814,4629.0153176,4638.13,199.083470755,0.005,43.0782,0.2,198.737155305,1.0046,1,0.334287,100,20896.7624297,20896.7624297,498.6,0.00557896,200
,3704.42,0.01,4638.67666932,4638.67666932,3.50449e-18,1.0,1.0,4638.67666932,4638.68,200.0,0.01,31.6676,0.2,100.0,1.0,2,1.0,100,1012.9680052,1012.9680052,500.0,0.01,200
0.000504027,3976.39,0.00472759,4635.05360632,4635.05360632,1.26518e-08,0.997978,1.06614,4635.05360632,4637.14,199.925307523,0.005,31.0375,0.2,199.899245253,1.00037,1,0.943606,100,979.015542265,979.015542265,500.0,0.00534152,200
,3683.87,0.01,4617.92263864,4617.92263864,3.50449e-18,1.0,1.0,4617.92263864,4617.92,200.0,0.01,162.584,0.2,100.0,1.0,2,1.0,100,26700.4585242,26700.4585242,497.61,0.01,200
0.00426547,3970.46,0.003403,4640.06247302,4640.06247302,1.05515e-07,1.0053,1.14164,4640.06247302,4632.61,199.036682924,0.005,84.514,0.2,199.163643959,1.00484,1,0.684206,100,819.914264635,819.914264635,499.83,0.00567809,200
,3708.5,0.01,4642.47040903,4642.47040903,3.50449e-18,1.0,1.0,4642.47040903,4642.47,200.0,0.01,24.1846,0.2,100.0,1.0,2,1.0,100,590.800574752,590.800574752,500.0,0.01,200
0.000328436,3979.01,0.00467523,4636.2161086,4636.2161086,8.19177e-09,1.00117,1.04686,4636.2161086,4639.53,199.938840501,0.005,29.3267,0.2,199.934805913,1.00031,1,0.936136,100,1175.96118265,1175.96118265,500.0,0.00522819,200
,3709.74,0.01,4643.6155962,4643.6155962,3.50449e-18,1.0,1.0,4643.6155962,4643.62,200.0,0.01,23.8468,0.2,100.0,1.0,2,1.0,100,574.412540727,574.412540727,500.0,0.01,200
0.000557771,3975.97,0.00443694,4628.66189767,4628.66189767,1.3933e-08,1.0004,1.04033,4628.66189767,4636.47,199.90608336,0.005,29.8486,0.2,199.889186804,1.00047,1,0.887746,100,1194.55194162,1194.55194162,500.0,0.00519953,200
,3703.32,0.01,4637.5005155,4637.5005155,3.50449e-18,1.0,1.0,4637.5005155,4637.5,200.0,0.01,51.195,0.2,100.0,1.0,2,1.0,100,2647.39748783,2647.39748783,499.53,0.01,200
0.000484161,3978.5,0.00464185,4640.4143166,4640.4143166,1.21137e-08,0.999599,1.05063,4640.4143166,4639.2,199.918422608,0.005,38.2719,0.2,199.903651995,1.00041,1,0.927998,100,586.105088398,586.105088398,500.0,0.00525524,200
,3701.34,0.01,4635.10683619,4635.10683619,3.50449e-18,1.0,1.0,4635.10683619,4635.11,200.0,0.01,29.9121,0.2,100.0,1.0,2,1.0,100,903.769177569,903.769177569,500.0,0.01,200
0.000213207,3978.45,0.00467592,4642.57750103,4642.57750103,5.33335e-09,0.999703,1.02901,4642.57750103,4638.98,199.962932782,0.005,26.2598,0.2,199.957599518,1.00019,1,0.934906,100,490.967143252,490.967143252,500.0,0.00514657,200
,3705.14,0.01,4638.86141928,4638.86141928,3.50449e-18,1.0,1.0,4638.86141928,4638.86,200.0,0.01,28.4381,0.2,100.0,1.0,2,1.0,100,816.892775219,816.892775219,499.9,0.01,200
0.000466764,3974.24,0.0047001,4630.14855151,4630.14855151,1.16748e-08,0.999755,1.05893,4630.14855151,4634.76,199.915206634,0.005,32.6923,0.2,199.907076117,1.00042,1,0.93979,100,1395.60029636,1395.60029636,500.0,0.00529594,200
,3688.72,0.01,4622.38012746,4622.38012746,3.50449e-18,1.0,1.0,4622.38012746,4622.38,200.0,0.01,152.791,0.2,100.0,1.0,2,1.0,100,23581.036408,23581.036408,498.42,0.01,200
0.00262785,3971.64,0.00395256,4639.4845793,4639.4845793,6.62486e-08,0.995822,1.12496,4639.4845793,4632.65,199.509301673,0.005,88.501,0.2,199.474042951,1.00246,1,0.78721,100,674.091982907,674.091982907,500.0,0.00564839,200
,3704.16,0.01,4637.90059196,4637.90059196,3.50449e-18,1.0,1.0,4637.90059196,4637.9,200.0,0.01,30.2864,0.2,100.0,1.0,2,1.0,100,926.532397144,926.532397144,500.0,0.01,200
0.000237739,3977.02,0.00481259,4637.20687422,4637.20687422,5.93283e-09,1.0009,1.061,4637.20687422,4637.7,199.957832646,0.005,28.8497,0.2,199.952806595,1.00021,1,0.963381,100,782.632377481,782.632377481,499.95,0.00530026,200
,3703.91,0.01,4637.84603524,4637.84603524,3.50449e-18,1.0,1.0,4637.84603524,4637.85,200.0,0.01,27.757,0.2,100.0,1.0,2,1.0,100,778.23243657,778.23243657,500.0,0.01,200
0.000356141,3977.58,0.00479792,4637.95114352,4637.95114352,8.90582e-09,0.999871,1.11331,4637.95114352,4638.06,199.944868984,0.005,26.9797,0.2,199.929154367,1.00028,1,0.95946,100,710.88217935,710.88217935,500.0,0.00556727,200
,3703.11,0.01,4636.97898927,4636.97898927,3.50449e-18,1.0,1.0,4636.97898927,4636.98,200.0,0.01,52.8507,0.2,100.0,1.0,2,1.0,100,2821.40866915,2821.40866915,499.6,0.01,200
0.000379549,3982.4,0.00457217,4648.26369938,4648.26369938,9.4956e-09,0.999638,1.03054,4648.26369938,4642.86,199.931478143,0.005,37.8151,0.2,199.924407046,1.00034,1,0.914103,100,347.601265481,347.601265481,500.0,0.00515456,200
,3695.32,0.01,4628.87565794,4628.87565794,3.50449e-18,1.0,1.0,4628.87565794,4628.88,200.0,0.01,53.3304,0.2,100.0,1.0,2,1.0,100,2872.85678084,2872.85678084,499.53,0.01,200
0.00046849,3974.69,0.00466628,4640.8193075,4640.8193075,1.16656e-08,1.002,1.0594,4640.8193075,4635.16,199.910609162,0.005,42.7177,0.2,199.907220648,1.00045,1,0.935119,100,1020.48610913,1020.48610913,499.8,0.00528644,200
,3690.92,0.01,4625.07865147,4625.07865147,3.50449e-18,1.0,1.0,4625.07865147,4625.08,200.0,0.01,164.871,0.2,100.0,1.0,2,1.0,100,27456.9211357,27456.9211357,498.25,0.01,200
0.00458613,3973.76,0.00288341,4639.19718813,4639.19718813,1.1481e-07,0.999318,1.11069,4639.19718813,4635.77,199.11465911,0.005,71.5917,0.2,199.090361961,1.00445,1,0.576289,100,705.710425814,705.710425814,499.93,0.00555725,200
,3708.84,0.01,4642.8166962,4642.8166962,3.50449e-18,1.0,1.0,4642.8166962,4642.82,200.0,0.01,22.7851,0.2,100.0,1.0,2,1.0,100,524.406668549,524.406668549,500.0,0.01,200
0.000272678,3980.75,0.0046684,4639.38296417,4639.38296417,6.83504e-09,0.998676,1.04515,4639.38296417,4641.25,199.95080251,0.005,25.4268,0.2,199.94562226,1.00025,1,0.932444,100,792.777774221,792.777774221,500.0,0.00523267,200
,3701.16,0.01,4634.72536458,4634.72536458,3.50449e-18,1.0,1.0,4634.72536458,4634.72,200.0,0.01,30.2186,0.2,100.0,1.0,2,1.0,100,922.389416552,922.389416552,500.0,0.01,200
0.000402334,3977.82,0.00469298,4641.60697762,4641.60697762,1.00586e-08,0.999989,1.045,4641.60697762,4638.39,199.932359691,0.005,30.5767,0.2,199.919912781,1.00034,1,0.938586,100,998.026151641,998.026151641,500.0,0.00522505,200
,3701.89,0.01,4635.66121569,4635.66121569,3.50449e-18,1.0,1.0,4635.66121569,4635.66,200.0,0.01,34.6293,0.2,100.0,1.0,2,1.0,100,1211.3032611,1211.3032611,500.0,0.01,200
0.000285985,3976.48,0.00465314,4638.0916586,4638.0916586,7.14943e-09,1.00001,1.03904,4638.0916586,4637.07,199.94818123,0.005,31.2292,0.2,199.94302029,1.00026,1,0.930641,100,828.560293407,828.560293407,500.0,0.00519511,200
,3707.64,0.01,4641.40893066,4641.40893066,3.50449e-18,1.0,1.0,4641.40893066,4641.41,200.0,0.01,24.6738,0.2,100.0,1.0,2,1.0,100,614.943847881,614.943847881,500.0,0.01,200
0.000494669,3977.66,0.00461769,4634.38784918,4634.38784918,1.23901e-08,0.999057,1.04542,4634.38784918,4638.13,199.92981037,0.005,29.1905,0.2,199.901447165,1.00035,1,0.922666,100,1139.49793072,1139.49793072,500.0,0.00523205,200
,3703.54,0.01,4637.55934478,4637.55934478,3.50449e-18,1.0,1.0,4637.55934478,4637.56,200.0,0.01,35.6608,0.2,100.0,1.0,2,1.0,100,1284.5378925,1284.5378925,499.83,0.01,200
0.000445944,3979.14,0.00463075,4641.4011703,4641.4011703,1.12092e-08,0.997292,1.04429,4641.4011703,4639.7,199.930787205,0.005,31.2264,0.2,199.91081016,1.00035,1,0.923642,100,726.086722092,726.086722092,500.0,0.00523561,200
,3702.95,0.01,4636.8797861,4636.8797861,3.50449e-18,1.0,1.0,4636.8797861,4636.88,200.0,0.01,28.4992,0.2,100.0,1.0,2,1.0,100,820.406173054,820.406173054,500.0,0.01,200
0.000173036,3980.66,0.00480475,4645.19700101,4645.19700101,4.3254e-09,1.00006,1.04654,4645.19700101,4641.15,199.96448194,0.005,25.5888,0.2,199.965587772,1.00018,1,0.961004,100,488.739570939,488.739570939,500.0,0.00523241,200
,3702.51,0.01,4636.19453142,4636.19453142,3.50449e-18,1.0,1.0,4636.19453142,4636.19,200.0,0.01,28.8984,0.2,100.0,1.0,2,1.0,100,843.551872434,843.551872434,500.0,0.01,200
