Weights,EpisodesSoFar,MinIW,ReturnStepMaxmin,InitialBound,MinD2w0t,InitialReturnMax,MeanD2w0t,ReturnMeanIW,MaxD2w0t,ReturnStepMax,MeanIW,Iteration,EpThisIter,InitialReturnMin,InitialReturnStd,Bound,StdIW,EpRewMean,J_sample_variance,StdD2w0t,TimestepsSoFar,TimeElapsed,EmpiricalD2,MaxIW,EpLenMean,InitialReturnMean
[-0.596 -0.738 -0.521 -0.287 -0.087],16900,0.8604252,94.70642,-165.05196,,50.201736,0.111787595,138.52977,1.0046203,100.0,1.0062873,169,100,-14.832001,10.318534,-164.65804,0.042629454,-119.87962514342756,110.57436,0.31527144,844900,2587.754359483719,1.0019397,1.1316713,55.84,-9.155273e-07
[-0.591 -0.738 -0.518 -0.288 -0.087],17000,0.55545694,94.84512,-167.7147,,29.844357,0.11459647,136.724,1.0386642,100.0,1.033515,170,100,-19.907234,9.867833,-166.05197,0.1447772,-118.3632217392456,265.2225,0.31995028,850585,2603.78076004982,1.0193633,1.3939006,56.85,9.155273e-07
[-0.588 -0.735 -0.518 -0.291 -0.09 ],17100,0.8393244,94.84393,-172.84717,,38.237473,0.11507154,134.60687,1.018313,100.0,1.017224,171,100,-19.877602,11.113957,-171.73459,0.09213844,-119.01091807235895,261.12006,0.31994933,856312,2620.301465988159,1.0072783,1.6069471,57.27,1.4495849e-06
[-0.583 -0.733 -0.514 -0.293 -0.084],17200,0.5120121,94.72836,-148.20833,,36.215977,0.11524292,146.69301,1.0750288,100.0,1.0742164,172,100,-23.769379,10.812519,-142.99886,0.21425794,-119.9505022130716,913.0539,0.3243442,861918,2636.3373227119446,1.0439277,1.7331522,56.06,-2.670288e-07
[-0.572 -0.735 -0.505 -0.296 -0.098],17300,0.78145444,94.77224,-162.15202,,39.254684,0.11079776,139.57826,1.0173858,100.0,1.0152464,173,100,-18.791023,11.583942,-161.35924,0.08067151,-117.72886021334676,224.80135,0.31454566,867437,2652.66499042511,1.0062728,1.2972149,55.19,1.5258789e-07
[-0.569 -0.737 -0.505 -0.294 -0.094],17400,0.62627465,94.88451,-165.27318,,38.576977,0.11573336,133.68207,1.0295134,100.0,1.0168395,174,100,-21.287231,10.934535,-164.16382,0.12925097,-119.2467940485728,348.52332,0.32074025,873197,2668.432255268097,1.0128722,1.5024489,57.6,3.7765503e-06
[-0.581 -0.738 -0.509 -0.293 -0.092],17500,0.60036904,94.95205,-165.7904,,42.452183,0.1174357,131.82094,1.0372953,100.0,1.0287697,175,100,-17.94928,12.20112,-164.18904,0.12875602,-117.71742075182891,331.5704,0.32369784,879013,2684.6624381542206,1.0169995,1.5401804,58.16,2.2888183e-07
[-0.582 -0.737 -0.507 -0.297 -0.091],17600,0.7433872,94.99547,-163.4933,,27.362602,0.11647529,133.5836,1.0405942,100.0,1.03001,176,100,-24.79892,10.405425,-161.61415,0.13485332,-117.81839113643422,341.0183,0.32233644,884788,2699.3300487995148,1.017869,1.5098804,57.75,-5.645752e-06
[-0.591 -0.736 -0.507 -0.298 -0.096],17700,0.8570194,95.03067,-182.53207,,35.29564,0.120749764,125.72446,1.0158501,100.0,1.0105877,177,100,-21.982353,11.376583,-181.87161,0.06391522,-119.55993362697615,213.13704,0.32625943,890812,2715.8599417209625,1.0043904,1.2700547,60.24,-6.790161e-06
[-0.597 -0.732 -0.508 -0.297 -0.095],17800,0.7321459,94.85512,-161.65454,,31.118748,0.1154177,137.1215,1.0456501,100.0,1.0355873,178,100,-19.61596,10.045016,-159.31395,0.13053681,-118.83715337486476,426.8971,0.32146293,896522,2732.8529467582703,1.0170944,1.4125063,57.1,-6.065369e-06
[-0.607 -0.734 -0.512 -0.301 -0.098],17900,0.83650583,95.1969,-184.7782,,44.690163,0.12505582,120.950424,1.0139289,100.0,1.0231133,179,100,-19.78994,10.821419,-182.81227,0.08726888,-118.45189924223496,220.96451,0.33149332,902751,2750.366567850113,1.0063347,1.3613915,62.29,-2.632141e-06
[-0.617 -0.739 -0.518 -0.3   -0.095],18000,0.7624304,94.96414,-167.2901,,27.571243,0.11937646,128.72594,1.0127112,100.0,1.0148922,180,100,-19.223923,9.486193,-166.38432,0.08562756,-119.97016529575733,173.07819,0.3249607,908696,2767.7602825164795,1.0069577,1.3473189,59.45,-1.3732911e-06
[-0.621 -0.744 -0.521 -0.302 -0.09 ],18100,0.8636319,94.95503,-168.76306,,36.049774,0.11826702,128.1566,1.0052357,100.0,1.0038081,181,100,-19.951912,11.843848,-168.52306,0.0512654,-119.42947692406935,180.26904,0.32317623,914601,2784.551606655121,1.002732,1.1514611,59.05,-5.1116945e-06
[-0.623 -0.746 -0.52  -0.303 -0.089],18200,0.6374213,95.07646,-176.55205,,24.423336,0.124687776,130.06532,1.1009085,100.0,1.0682645,182,100,-21.126549,11.232778,-173.20375,0.27165103,-119.52191970905956,798.72064,0.33480173,920693,2801.856545448303,1.0477372,2.5718503,60.92,2.4414062e-06
[-0.619 -0.743 -0.515 -0.297 -0.082],18300,0.7777991,95.21734,-185.86475,,31.74826,0.12545654,119.70508,1.0130818,100.0,1.0099435,183,100,-20.012741,11.75665,-185.1831,0.08076991,-119.15499436005192,223.9001,0.3320544,926939,2819.0463654994965,1.0079745,1.2441127,62.46,-1.1444092e-06
[-0.622 -0.75  -0.517 -0.299 -0.086],18400,0.86090374,95.000916,-178.52829,,43.05397,0.12106852,126.12414,1.0112711,100.0,1.0126152,184,100,-20.082184,11.998742,-177.91739,0.08588402,-120.65429569369007,263.80582,0.32679835,932973,2835.5472424030304,1.0050789,1.5364692,60.34,5.1879883e-06
[-0.619 -0.752 -0.515 -0.3   -0.081],18500,0.7726915,95.03109,-179.97592,,39.314148,0.12080095,128.08055,1.0257708,100.0,1.0288292,185,100,-20.874626,11.909216,-178.69698,0.11025754,-120.44112698138282,197.99245,0.32694215,938979,2852.3948798179626,1.0104007,1.5439259,60.06,1.0681152e-06
[-0.615 -0.751 -0.514 -0.3   -0.073],18600,0.8551578,95.30666,-194.10454,,36.66846,0.1291884,114.84743,1.011841,100.0,1.0075182,186,100,-22.809021,11.554004,-193.50182,0.06092321,-119.63362081233048,189.79659,0.33577225,945426,2871.006767988205,1.004226,1.2142206,64.47,-1.3732911e-06
[-0.622 -0.752 -0.517 -0.298 -0.075],18700,0.78413856,95.22398,-193.90355,,50.36286,0.12671234,118.61901,1.0390708,100.0,1.0232207,187,100,-20.145706,12.531379,-192.55325,0.12271169,-118.98245123294502,381.74747,0.3336686,951728,2890.653421163559,1.0132215,1.4984596,63.02,3.5095215e-06
[-0.629 -0.747 -0.516 -0.295 -0.075],18800,0.9137588,95.10918,-189.77118,,47.86355,0.12321285,121.42272,1.0048832,100.0,1.0016361,188,100,-19.208977,11.696249,-189.56784,0.042969875,-119.74267874795933,169.07059,0.32885173,957883,2908.7629556655884,1.001934,1.1660199,61.55,2.3269654e-06
[-0.629 -0.746 -0.515 -0.294 -0.074],18900,0.66573423,95.08715,-172.23557,,31.18502,0.118895896,127.92541,1.0247775,100.0,1.0205715,189,100,-23.579597,11.212,-171.12424,0.10738796,-117.43225937033507,299.52267,0.32481444,963791,2924.293663740158,1.0114112,1.3220406,59.08,-1.0681152e-06
[-0.63  -0.748 -0.515 -0.298 -0.08 ],19000,0.8077756,95.23593,-193.79886,,34.286594,0.12922126,117.0843,1.0254265,100.0,1.0172093,190,100,-22.468033,12.600434,-192.90042,0.10324456,-121.26653215397903,319.91724,0.3362337,970226,2941.930813074112,1.0083756,1.4606717,64.35,-4.3869018e-06
[-0.635 -0.748 -0.515 -0.298 -0.079],19100,0.78215206,95.36758,-197.48767,,51.623806,0.13197514,115.044205,1.0445569,100.0,1.0472523,191,100,-25.760918,13.075662,-195.02303,0.15032156,-118.67147342705267,388.7348,0.34039366,976760,2961.3445394039154,1.0178938,1.5820642,65.34,3.8146973e-06
[-0.64  -0.757 -0.517 -0.3   -0.072],19200,0.78085613,95.43951,-200.02524,,31.035686,0.13486198,109.515,1.0213306,100.0,1.0236318,192,100,-21.055573,12.1464815,-198.96715,0.10290846,-119.40350280258525,264.2258,0.34264114,983467,2982.6368532180786,1.0110134,1.4523523,67.07,-1.2588501e-06
[-0.639 -0.752 -0.514 -0.297 -0.067],19300,0.88776964,95.23968,-196.565,,63.438316,0.12676008,116.23183,1.0081925,100.0,1.0056493,193,100,-25.643066,13.258715,-196.17723,0.055349667,-118.95918601847936,256.12375,0.33303657,989794,3001.5500798225403,1.0026339,1.230452,63.27,-2.632141e-06
[-0.643 -0.754 -0.516 -0.299 -0.065],19400,0.8224349,95.49894,-201.9674,,34.066776,0.13840033,107.94159,1.0201703,100.0,1.0261898,194,100,-24.910706,11.575328,-200.4039,0.10288811,-120.91421702487006,204.65077,0.34649396,996674,3021.696713924408,1.00917,1.3598561,68.8,3.8146973e-07
[-0.638 -0.748 -0.511 -0.299 -0.059],19500,0.81826365,95.38635,-196.52988,,53.80194,0.13243513,112.16526,1.0263071,100.0,1.0204537,195,100,-18.621414,13.188429,-195.45001,0.10950448,-119.30884502621886,318.81607,0.3400213,1003260,3040.354895591736,1.0110179,1.6239916,65.86,-2.3651123e-06
[-0.64  -0.743 -0.507 -0.297 -0.061],19600,0.88722396,95.24248,-193.09322,,44.313995,0.12803139,116.118126,1.0078138,100.0,1.0073485,196,100,-22.075462,11.55348,-192.69589,0.039789446,-120.09053388441009,154.62015,0.33441892,1009652,3059.676287174225,1.0026656,1.1124902,63.92,-3.1280517e-06
[-0.639 -0.748 -0.509 -0.298 -0.064],19700,0.7391201,95.28709,-195.03236,,55.478416,0.13007176,115.49705,1.0224686,100.0,1.0214285,197,100,-25.808327,12.412534,-194.00082,0.105524376,-120.0959972618592,297.8446,0.3374381,1016120,3078.8918147087097,1.0109816,1.3363904,64.68,2.2125244e-06
[-0.641 -0.751 -0.508 -0.298 -0.069],19800,0.84613514,95.41841,-205.97095,,41.610607,0.13703373,107.905075,1.0102553,100.0,1.0085953,198,100,-24.407745,12.603858,-205.49117,0.05802064,-122.38570038422657,207.34517,0.3444034,1022954,3098.7463505268097,1.0039918,1.1654209,68.34,2.2888185e-06
[-0.639 -0.75  -0.505 -0.299 -0.073],19900,0.73700607,95.24989,-187.94582,,34.51206,0.13039118,117.26071,1.0258161,100.0,1.0235499,199,100,-20.208473,11.549335,-186.72318,0.109983586,-121.33493152427472,293.83246,0.3381953,1029425,3118.179312467575,1.0125804,1.3988369,64.71,5.1879883e-06
[-0.636 -0.756 -0.504 -0.3   -0.078],20000,0.81562066,95.64354,-207.44604,,29.420975,0.1396188,102.18747,1.0138377,100.0,1.004739,200,100,-24.345726,13.145123,-207.07056,0.06661062,-118.08598984148402,242.53354,0.34699044,1036392,3138.4868059158325,1.0045568,1.3059485,69.67,3.967285e-06
[-0.642 -0.756 -0.505 -0.3   -0.079],20100,0.7800002,95.55382,-210.18211,,27.31009,0.1396905,104.00558,1.0127782,100.0,1.0121878,201,100,-22.166145,12.046727,-209.55618,0.07438976,-120.7890741664696,226.8218,0.34726244,1043356,3158.484978199005,1.0048513,1.2846935,69.64,-8.659363e-06
[-0.648 -0.754 -0.507 -0.298 -0.081],20200,0.8283803,95.41798,-200.42639,,34.801117,0.13477348,110.50319,1.0287594,100.0,1.0191386,202,100,-22.830025,11.715447,-199.24718,0.11319113,-119.94142163275575,315.13763,0.3427468,1050052,3178.1525700092316,1.0127037,1.4611229,66.96,1.6403199e-06
[-0.649 -0.752 -0.504 -0.297 -0.076],20300,0.83912146,95.753006,-222.32756,,52.290096,0.15016256,95.17831,1.0122883,100.0,1.0110325,203,100,-22.731148,13.813169,-221.71552,0.058791403,-121.56872972972508,224.09973,0.35778666,1057540,3200.5228986740112,1.00473,1.1890166,74.88,-5.1116945e-06
[-0.654 -0.751 -0.506 -0.295 -0.076],20400,0.700437,95.40542,-200.26315,,35.016254,0.13279514,112.22948,1.0201784,100.0,1.028575,204,100,-22.098274,11.642651,-199.08565,0.102489844,-119.47020267609045,223.22859,0.3406572,1064136,3219.671696662903,1.010055,1.3090674,65.96,3.967285e-06
[-0.66  -0.746 -0.509 -0.295 -0.078],20500,0.8504542,95.596405,-212.88435,,40.22999,0.14216635,101.32814,1.011371,100.0,1.007634,205,100,-22.056274,12.192845,-212.45091,0.06694808,-120.66195945053084,220.39508,0.3497413,1071226,3240.5656042099,1.004121,1.2915149,70.9,-2.2125244e-06
[-0.659 -0.746 -0.507 -0.295 -0.081],20600,0.8682022,95.58676,-205.85623,,48.304928,0.14085895,102.28259,1.0062616,100.0,1.0107397,206,100,-21.611137,12.376731,-205.44449,0.061018605,-120.01317435603517,162.4877,0.3481864,1078258,3260.636960744858,1.0029414,1.2615135,70.32,3.1661987e-06
[-0.654 -0.747 -0.505 -0.296 -0.078],20700,0.8440275,95.525696,-207.55275,,44.577164,0.13880028,103.93821,1.008093,100.0,1.0079821,207,100,-24.237778,13.023186,-207.11594,0.056658152,-120.33365329149606,194.88077,0.34612066,1085185,3280.718182325363,1.0031192,1.2243605,69.27,3.0899048e-06
[-0.655 -0.752 -0.507 -0.298 -0.076],20800,0.8711143,95.51248,-208.5586,,40.57856,0.1399234,104.096344,1.0100878,100.0,1.0102674,208,100,-22.764824,12.25215,-208.04001,0.063730784,-121.73616721748141,172.48248,0.3473574,1092166,3300.432832479477,1.0039598,1.2565751,69.81,-3.7002565e-06
[-0.655 -0.749 -0.506 -0.296 -0.072],20900,0.8081024,95.48045,-197.78789,,38.237877,0.1367974,106.86529,1.0139222,100.0,1.0091676,209,100,-23.765114,12.5287075,-197.24408,0.08641707,-119.91227034193984,266.17206,0.3443958,1098980,3321.10955619812,1.0064676,1.3021536,68.14,1.335144e-06
[-0.656 -0.753 -0.505 -0.299 -0.073],21000,0.80392766,95.672005,-210.74146,,39.140312,0.1444117,100.500496,1.0347807,100.0,1.0220817,210,100,-20.305977,12.486573,-209.59714,0.123662986,-119.34256787460873,300.78882,0.35290706,1106152,3340.4455151557922,1.0159396,1.6120712,71.72,7.6293946e-07
[-0.658 -0.751 -0.503 -0.295 -0.072],21100,0.84217477,95.639435,-213.64961,,47.6075,0.13863361,102.24628,1.0239692,100.0,1.015869,211,100,-23.947243,14.78556,-212.85095,0.071732104,-116.06445601730917,286.18848,0.34628922,1113059,3359.7540986537933,1.0055063,1.3015273,69.07,1.8310546e-06
[-0.662 -0.75  -0.504 -0.296 -0.07 ],21200,0.86744314,95.55458,-211.55344,,43.562286,0.14093255,102.46,1.0079967,100.0,1.0069288,212,100,-25.598198,12.863264,-211.224,0.052934434,-121.19457459476038,200.065,0.34827903,1120094,3380.3965742588043,1.0026058,1.1800659,70.35,-2.0217894e-06
[-0.665 -0.747 -0.504 -0.296 -0.072],21300,0.7952144,95.62163,-213.87494,,52.686882,0.1429084,100.578804,1.0159506,100.0,1.0145319,213,100,-23.669357,13.027936,-213.24112,0.08131761,-120.24112266608894,218.55577,0.35077432,1127212,3401.3094215393066,1.0057505,1.3735684,71.18,-2.708435e-06
[-0.67  -0.743 -0.506 -0.293 -0.073],21400,0.78859025,96.00124,-229.73157,,45.384857,0.15785402,88.0117,1.035179,100.0,1.0254033,214,100,-29.663166,14.905239,-228.74236,0.12806982,-117.58657585749229,372.78418,0.36603355,1135053,3422.7203698158264,1.01359,1.6851043,78.41,6.1035155e-07
[-0.67  -0.742 -0.504 -0.291 -0.076],21500,0.9053557,95.86805,-226.48215,,45.86915,0.15618251,89.45118,1.0092012,100.0,1.0032129,215,100,-28.121681,13.666384,-226.22,0.048273534,-122.11478709616112,220.95782,0.36334297,1142851,3444.0914945602417,1.0030681,1.2267995,77.98,6.8664554e-07
[-0.671 -0.74  -0.502 -0.29  -0.075],21600,0.6781776,95.64309,-213.2514,,42.208992,0.14173825,101.71109,1.0177617,100.0,1.022095,216,100,-26.038002,12.300071,-212.31601,0.08371995,-118.58615896590715,201.3809,0.34966588,1149907,3463.9451339244843,1.0074427,1.2775093,70.56,-3.1661987e-06
[-0.674 -0.745 -0.506 -0.292 -0.08 ],21700,0.89128214,95.81955,-215.45003,,43.349205,0.15036449,92.71883,1.0037215,100.0,1.0030051,217,100,-28.681381,13.934834,-215.24611,0.041790158,-119.45801928188511,235.4939,0.3575927,1157419,3485.2679195404053,1.0017192,1.1480287,75.12,5.607605e-06
[-0.678 -0.744 -0.507 -0.292 -0.082],21800,0.927186,95.53707,-207.2703,,38.83679,0.13887933,103.61127,1.0025086,100.0,1.001139,218,100,-19.986938,12.454029,-207.14682,0.032804456,-120.73829287198798,179.83528,0.34593496,1164359,3505.617511987686,1.0010942,1.1235389,69.4,-3.1661987e-06
[-0.679 -0.747 -0.508 -0.292 -0.08 ],21900,0.83320427,95.80561,-217.14772,,34.04666,0.14799331,96.29068,1.0222504,100.0,1.0174482,219,100,-23.270233,12.37921,-216.20102,0.09441529,-119.65630636559641,248.51453,0.35582745,1171733,3526.5931515693665,1.0073917,1.409642,73.74,
[-0.686 -0.743 -0.509 -0.29  -0.078],22000,0.83036554,96.07303,-235.17503,,48.14409,0.16383314,83.002625,1.026229,100.0,1.0158588,220,100,-30.208649,16.45372,-234.4497,0.07903578,-119.392656410334,377.08176,0.3710518,1179891,3549.165435552597,1.0070287,1.2918135,81.58,-2.1362305e-06
[-0.691 -0.739 -0.509 -0.289 -0.076],22100,0.8211156,96.14993,-239.31349,,45.35009,0.17153738,79.90198,1.0360551,100.0,1.0214145,221,100,-26.31242,14.625957,-238.47986,0.1054927,-121.52706143150705,309.81348,0.37828276,1188419,3573.8076796531677,1.0113206,1.5309354,85.28,-3.0517579e-06
[-0.694 -0.737 -0.508 -0.287 -0.073],22200,0.8745366,96.05167,-235.62228,,44.03701,0.16471002,83.01903,1.0250051,100.0,1.0122819,222,100,-21.289711,14.148993,-235.14772,0.0837311,-121.47278769654771,280.75046,0.37159702,1196629,3597.067079305649,1.0057698,1.5595285,82.1,1.3732911e-06
[-0.697 -0.735 -0.507 -0.286 -0.072],22300,0.9197321,95.9706,-233.24323,,48.666607,0.15854716,84.529175,1.0025251,100.0,1.0015112,223,100,-22.12931,15.480167,-233.14703,0.028298862,-120.18233048245922,254.10223,0.36537957,1204552,3619.2447621822357,1.0008707,1.0819486,79.23,5.9509275e-06
[-0.699 -0.738 -0.508 -0.287 -0.072],22400,0.9419737,95.79043,-218.35669,,38.05301,0.14876677,93.54009,1.001309,100.0,0.99998814,224,100,-24.740074,12.918782,-218.23279,0.020346146,-119.33443745640947,180.78395,0.35593143,1211988,3640.999946832657,1.0005422,1.0657649,74.36,1.5258789e-06
[-0.701 -0.74  -0.509 -0.287 -0.071],22500,0.8183737,96.0645,-235.55426,,37.146957,0.1670111,82.23676,1.0249441,100.0,1.0103735,225,100,-23.272873,13.737908,-234.91144,0.10102085,-122.02876172267035,309.401,0.37397385,1220302,3664.892716884613,1.0087385,1.551973,83.14,-1.7929077e-06
[-0.703 -0.737 -0.508 -0.285 -0.068],22600,0.82222325,96.12604,-238.69153,,39.478027,0.16748273,81.06145,1.0322292,100.0,1.0154902,226,100,-24.658367,11.703528,-237.92769,0.09438746,-119.75833128635449,221.79114,0.37449953,1228636,3686.613664150238,1.0073061,1.560599,83.34,-5.1116945e-06
[-0.7   -0.731 -0.503 -0.283 -0.068],22700,0.8363022,96.123955,-239.66548,,43.237034,0.17046696,79.85984,1.0258957,100.0,1.0199593,227,100,-27.84327,14.511462,-238.91815,0.08519513,-121.96032400186166,303.53445,0.37717038,1237117,3708.126260995865,1.0080243,1.4641998,84.81,-3.0517579e-06
[-0.699 -0.732 -0.501 -0.283 -0.072],22800,0.7973375,95.8195,-226.70044,,38.644913,0.15365492,91.05303,1.0130249,100.0,1.0126928,228,100,-19.793785,13.302405,-226.36859,0.04844707,-121.97708404830831,194.80565,0.36100778,1244786,3728.9731714725494,1.0030341,1.1497222,76.69,-4.196167e-06
[-0.7   -0.735 -0.503 -0.284 -0.07 ],22900,0.87079,96.168526,-236.85406,,41.967567,0.16973914,79.96648,1.0092309,100.0,1.0106764,229,100,-31.477531,12.849103,-236.44844,0.056973934,-119.94769300642866,175.10258,0.3758801,1253255,3750.692631483078,1.0038886,1.1619425,84.69,2.7465821e-06
[-0.702 -0.738 -0.504 -0.284 -0.067],23000,0.8681594,96.01795,-232.5043,,44.30509,0.16237603,84.55055,1.0136763,100.0,1.01436,230,100,-27.741928,14.048721,-231.8238,0.068622105,-120.70163482490652,216.98068,0.36944464,1261350,3771.886288881302,1.0056399,1.304706,80.95,-2.9754638e-06
[-0.707 -0.739 -0.506 -0.283 -0.062],23100,0.8584101,96.292885,-244.52155,,40.962284,0.17925662,74.47049,1.0172577,100.0,1.0111735,231,100,-29.854794,14.889724,-244.03378,0.07318669,-120.96675140854845,264.8241,0.38425636,1270286,3795.023063182831,1.0055687,1.2799554,89.36,-9.918213e-07
[-0.706 -0.736 -0.503 -0.282 -0.061],23200,0.7588049,96.301186,-244.37837,,43.97933,0.17879279,74.51777,1.0417088,100.0,1.023241,232,100,-31.699379,14.888492,-243.46725,0.11316144,-119.8369313759733,338.44818,0.38475823,1279166,3818.173813343048,1.0117418,1.4976698,88.8,2.5558472e-06
[-0.713 -0.733 -0.504 -0.281 -0.064],23300,0.69822395,96.43859,-251.32236,,34.061558,0.19001739,70.118675,1.0684314,100.0,1.0456614,233,100,-29.778366,15.914749,-249.96701,0.17622061,-120.27321958639128,435.22943,0.39518157,1288557,3842.575267791748,1.0251122,1.9753741,93.91,3.6239624e-06
[-0.723 -0.737 -0.507 -0.28  -0.066],23400,0.87322253,96.078705,-236.23206,,41.981438,0.16395238,82.08498,1.0089911,100.0,1.0043648,234,100,-26.141602,13.773933,-236.00285,0.047486637,-119.56873674221659,221.89452,0.37053907,1296743,3863.830121278763,1.0022285,1.1404557,81.86,5.1116945e-06
[-0.725 -0.739 -0.508 -0.281 -0.065],23500,0.75759166,96.27299,-242.84412,,44.951683,0.17671078,75.646515,1.025475,100.0,1.0229532,235,100,-28.415134,15.077975,-242.03897,0.103146575,-119.854309356336,289.3175,0.38263586,1305533,3886.9647998809814,1.0086567,1.434159,87.9,1.9454956e-06
[-0.728 -0.735 -0.507 -0.281 -0.061],23600,0.8424556,96.37925,-249.52023,,38.32382,0.18739836,69.478645,1.0117952,100.0,1.0041207,236,100,-25.496155,15.587543,-249.20547,0.06630646,-122.47143981851058,299.95355,0.39083728,1314879,3910.1767077445984,1.0048345,1.2907356,93.46,-1.14440915e-07
[-0.729 -0.736 -0.506 -0.28  -0.06 ],23700,0.86464167,96.29624,-247.25226,,40.011124,0.18225168,71.8747,1.0149727,100.0,1.0049107,237,100,-28.458546,16.286001,-246.85461,0.055847753,-122.89977965238202,308.48846,0.38660473,1323970,3932.2162516117096,1.0039245,1.23319,90.91,5.1498414e-06
[-0.731 -0.732 -0.505 -0.278 -0.058],23800,0.87652975,96.64527,-261.23898,,45.352314,0.20486449,59.10894,1.011422,100.0,1.004985,238,100,-30.869541,16.404348,-261.03018,0.050325632,-120.36204760528608,299.05942,0.40411532,1334193,3957.968414068222,1.0028399,1.235862,102.23,1.8692017e-06
[-0.731 -0.729 -0.503 -0.278 -0.057],23900,0.83468735,96.48985,-254.0538,,42.444664,0.1937017,65.42761,1.0156729,100.0,1.0032922,239,100,-24.191322,16.148746,-253.6919,0.08179969,-121.21528515543649,325.75433,0.3958913,1343851,3982.802521467209,1.0045309,1.3508036,96.58,-4.997253e-06
[-0.734 -0.73  -0.503 -0.278 -0.057],24000,0.8542352,96.41031,-251.754,,46.215717,0.18713719,68.07446,1.0143087,100.0,0.9992354,240,100,-27.94703,15.690915,-251.46811,0.07409646,-120.88047683802232,305.0208,0.3905942,1353186,4005.4305214881897,1.004693,1.6515895,93.35,3.2424928e-06
[-0.74  -0.732 -0.506 -0.278 -0.057],24100,0.78852177,96.67452,-263.44965,,52.427208,0.21423832,57.820614,1.0315453,100.0,1.0092287,241,100,-34.059586,16.40214,-262.88077,0.093109384,-123.8810925804674,355.09485,0.41171706,1363840,4031.034095287323,1.0098395,1.4843711,106.54,-1.9073486e-06
[-0.748 -0.737 -0.508 -0.278 -0.058],24200,0.7336844,96.64031,-260.46964,,45.452183,0.20427492,60.33232,1.0260613,100.0,1.0013583,242,100,-28.75711,17.097635,-259.98712,0.085336775,-119.95489221562157,363.92282,0.4043463,1374007,4056.2037494182587,1.0079339,1.4706893,101.67,-3.3187866e-06
[-0.755 -0.737 -0.511 -0.277 -0.061],24300,0.7616019,96.72324,-265.46173,,40.397636,0.2221433,57.098915,1.0661305,100.0,1.0179509,243,100,-34.107067,17.160591,-264.22647,0.15078452,-125.05139967093866,448.6205,0.4186869,1384992,4083.6386811733246,1.0208476,1.8400481,109.85,-5.340576e-07
[-0.765 -0.743 -0.514 -0.277 -0.063],24400,0.83897585,97.02846,-277.05524,,42.962513,0.24309453,45.247486,1.0391345,100.0,1.0114697,244,100,-31.64722,19.48466,-276.53775,0.083549954,-119.16966689432904,415.21732,0.43048954,1397081,4112.22724032402,1.0080599,1.3794767,120.89,1.6021728e-06
[-0.765 -0.741 -0.511 -0.276 -0.063],24500,0.6318017,97.0198,-277.8407,,39.931488,0.25443366,45.281826,1.06271,100.0,1.0220817,245,100,-30.456848,18.727839,-276.9178,0.14243203,-124.53576271960192,424.94034,0.43890437,1409659,4143.617642879486,1.0179162,1.904115,125.78,-1.14440915e-07
[-0.768 -0.742 -0.51  -0.276 -0.065],24600,0.8153242,96.8363,-270.94162,,45.182465,0.23368421,50.84158,1.0333055,100.0,1.0143566,246,100,-33.414455,18.306,-270.3619,0.088650614,-125.72169604111178,380.378,0.42468366,1421280,4173.651989221573,1.0086347,1.3571296,116.21,4.4250487e-06
[-0.774 -0.748 -0.513 -0.277 -0.064],24700,0.81736445,97.14053,-280.90314,,38.899864,0.26764527,41.375233,1.0219738,100.0,1.0017428,247,100,-36.75229,18.05958,-280.5805,0.06771855,-123.99181499221503,350.2274,0.4437921,1434616,4206.812727212906,1.0060506,1.4699785,133.36,1.0299683e-06
[-0.776 -0.748 -0.512 -0.276 -0.065],24800,0.78513896,97.08757,-279.7739,,41.94417,0.26200837,42.761578,1.0433838,100.0,1.0015668,248,100,-32.75476,19.057137,-279.1768,0.09044818,-124.4962204108137,416.782,0.44160095,1447635,4237.617907047272,1.010433,1.4778157,130.19,-7.6293944e-08
[-0.781 -0.748 -0.513 -0.275 -0.064],24900,0.8038172,96.98543,-275.45935,,43.516945,0.24709809,47.3581,1.050485,100.0,1.0165044,249,100,-30.559402,17.589535,-274.4505,0.11067748,-123.40270368353252,390.92633,0.43376043,1459886,4269.546137332916,1.0142814,1.5350795,122.51,-9.918213e-07
[-0.79  -0.747 -0.514 -0.274 -0.064],25000,0.8046602,97.31437,-287.35355,,34.249146,0.29382333,35.58601,1.0226792,100.0,1.0075773,250,100,-35.699947,16.765642,-286.92325,0.06702105,-123.3559646906656,303.95926,0.4567193,1474522,4306.016133308411,1.0063461,1.3447428,146.36,1.2207031e-06
[-0.794 -0.748 -0.515 -0.274 -0.065],25100,0.9068191,97.16616,-284.33673,,47.70685,0.26913005,37.784416,1.0105602,100.0,0.99598014,251,100,-36.498287,17.029371,-284.11584,0.0518675,-123.14243585955415,308.49518,0.4441033,1487952,4338.908218622208,1.0030283,1.3351065,134.3,-5.340576e-07
[-0.798 -0.75  -0.516 -0.274 -0.064],25200,0.76976335,97.367516,-291.28485,,45.51654,0.29993242,31.821306,1.0315615,100.0,0.9901781,252,100,-33.361797,17.48647,-290.92102,0.07384573,-121.76416092329828,329.48935,0.4600318,1502867,4376.515640258789,1.0083481,1.2959799,149.15,2.822876e-06
