EpisodesSoFar,Bound,InitialReturnMean,MinIWNorm,InitialReturnMax,ESSClassic,InitialReturnMin,MaxIW,InitialReturnStd,J_sample_variance,ReturnMeanIW,MeanIWNorm,EmpiricalD2,TimeElapsed,MaxIWNorm,TimestepsSoFar,EpRewMean,EpLenMean,MeanIW,StdIWNorm,MinIW,EpThisIter,Iteration,InitialBound,StdIW,ESSRenyi,Weights
47700,-0.18056907,-5.8746336e-06,0.004407328,7.254486,93.05017,-3.9304276,1.9094814,2.4758134,8.131372,0.075035796,0.010547943,1.1172938,2475.8927783966064,0.019094814,783375,-107.75035607311696,15.99,1.0547943,0.0028826792,0.4407328,100,477,-0.24182206,0.2882679,89.50197,[ 0.906  0.461  0.86   0.325 -1.672]
47800,-0.051365197,5.8746336e-06,0.0012365701,6.6592636,64.52585,-4.339035,4.490225,2.6914222,11.83158,0.22988948,0.009928397,1.6054235,2479.908699274063,0.044902246,785013,-107.63533688069889,16.38,0.99283975,0.007361533,0.12365701,100,478,-0.22196957,0.73615336,62.28886,[ 0.907  0.46   0.859  0.329 -1.673]
47900,14.216095,-2.822876e-06,5.6036683e-06,7.301033,1.7241073,-3.9736557,316.06595,2.6829553,35632.555,17.985882,0.041661333,239.94261,2483.8511023521423,3.1606593,786634,-107.82885305117341,16.21,4.166133,0.31453902,0.00056036684,100,479,-0.24337052,31.453905,0.41676632,[ 0.907  0.456  0.855  0.333 -1.673]
48000,0.46626955,-8.163453e-06,4.7245212e-05,6.4878845,15.52595,-4.2013016,22.823357,2.5828743,43.039127,1.0349097,0.010748038,6.9137135,2489.1351928710938,0.22823356,788239,-107.69221526580941,16.05,1.0748038,0.025070425,0.004724521,100,480,-0.216271,2.5070426,14.464007,[ 0.922  0.483  0.827  0.348 -1.684]
48100,-0.28107455,5.569458e-06,0.01,8.432404,100.0,-4.0979843,1.0,2.7948408,7.890035,5.5618584e-06,0.010000002,1.0,2493.0584354400635,0.01,789928,-108.63995053165496,16.89,1.0,1.8626451e-09,1.0,100,481,-0.28107455,,100.0,[ 0.928  0.497  0.834  0.356 -1.683]
48200,13.559451,-3.1280517e-06,2.0831017e-06,7.586624,2.4986775,-4.020256,217.84033,2.59146,23696.525,16.374529,0.034829225,123.915665,2496.678491592407,2.1784034,791563,-108.1683311361895,16.35,3.4829226,0.21756752,0.00020831017,100,482,-0.25289065,21.75675,0.80700046,[ 0.928  0.497  0.834  0.356 -1.683]
48300,16.74735,2.5939942e-06,9.951698e-06,8.441795,1.9889525,-3.6954193,445.95404,2.520605,21346.639,20.405048,0.066766106,168.96179,2501.168219089508,4.4595404,793180,-108.01928036046435,16.17,6.676611,0.46868533,0.0009951699,100,483,-0.28139058,46.868534,0.5918498,[ 0.929  0.507  0.788  0.343 -1.684]
48400,0.6426491,1.2207031e-06,7.6948156e-05,8.700882,21.398632,-4.457741,13.543093,2.8708122,91.53964,1.3807918,0.009764176,6.4773383,2506.155799150467,0.13543092,794859,-107.58736566164072,16.79,0.9764176,0.018713614,0.0076948158,100,484,-0.29002818,1.8713616,15.43844,[ 0.919  0.477  0.804  0.326 -1.689]
48500,0.34420243,4.348755e-06,0.0003199162,6.4781036,51.27813,-3.861023,7.8788695,2.4803317,33.363564,0.6620883,0.01102156,2.1671505,2510.7966833114624,0.07878869,796469,-107.9300277029023,16.1,1.102156,0.010743331,0.03199162,100,485,-0.21593244,1.0743331,46.143543,[ 0.936  0.491  0.797  0.338 -1.692]
48600,-0.10104032,-1.0681152e-06,0.002686338,7.013695,78.16281,-4.1524734,2.5427237,2.5901198,6.3545275,0.17509632,0.00990898,1.3950726,2515.197028160095,0.025427235,798070,-107.79218758248946,16.01,0.9908981,0.005237541,0.2686338,100,486,-0.23379087,0.5237541,71.680855,[ 0.93   0.482  0.815  0.334 -1.691]
48700,0.24517527,-5.41687e-06,0.00017060463,7.3436203,52.897354,-4.5618362,5.5944624,3.0255861,21.849398,0.6575283,0.009461054,2.8376603,2519.3273651599884,0.05594462,799800,-108.7588338312588,17.3,0.94610536,0.008927814,0.017060464,100,487,-0.24479277,0.8927814,35.2403,[ 0.933  0.489  0.815  0.336 -1.692]
48800,1.4095851,-1.2207031e-05,1.5823465e-05,8.138947,6.7247477,-4.2338943,51.97455,2.794236,580.58496,2.9380522,0.015341756,31.740828,2523.0866737365723,0.51974547,801442,-108.02915950082283,16.42,1.5341759,0.057137385,0.0015823466,100,488,-0.27131045,5.7137384,3.1505165,[ 0.929  0.486  0.799  0.323 -1.691]
48900,1.0900811,-8.926391e-06,7.9683996e-05,9.087769,26.697521,-3.8971481,14.827295,2.6950004,305.2222,1.8892647,0.01420368,6.96019,2528.2555117607117,0.14827295,803099,-108.14542150563574,16.57,1.4203678,0.023535568,0.0079684,100,489,-0.3029346,2.3535569,14.367424,[ 0.925  0.502  0.795  0.31  -1.698]
49000,-0.30942115,-3.8146973e-06,0.009999504,9.282593,100.0,-4.0823517,1.0000305,2.8529131,8.221256,-1.3709068e-06,0.009999992,1.0,2533.8218846321106,0.010000305,804748,-108.48000594667421,16.49,0.9999992,1.5311538e-07,0.9999504,100,490,-0.30942363,1.5310541e-05,100.0,[ 0.947  0.497  0.809  0.332 -1.709]
49100,-0.23034436,4.7302246e-06,0.0033027981,8.597412,89.055435,-4.208473,2.7648559,2.8151033,8.60919,0.07415468,0.009862743,1.1289608,2537.2398006916046,0.027648559,806383,-107.81211524878438,16.35,0.98627424,0.0034575346,0.33027983,100,491,-0.28657562,0.34575343,88.577034,[ 0.947  0.497  0.809  0.332 -1.709]
49200,0.976123,-8.850097e-06,0.00012534474,7.642708,16.78841,-3.877678,22.630217,2.7222967,162.94655,1.6778097,0.012173354,7.58638,2540.917286634445,0.22630216,807989,-107.70911784181561,16.06,1.2173355,0.027101759,0.012534475,100,492,-0.25476575,2.7101758,13.181518,[ 0.947  0.495  0.806  0.333 -1.709]
49300,-0.035548598,-1.3732911e-06,0.0008501529,7.693741,62.8487,-4.0541,4.351903,2.5345688,10.916408,0.27485803,0.00959904,1.464972,2545.8123109340668,0.043519028,809645,-108.16768332200408,16.56,0.959904,0.007380174,0.0850153,100,493,-0.2564594,0.7380175,68.26069,[ 0.931  0.481  0.824  0.325 -1.71 ]
49400,-0.039747953,5.264282e-06,0.0015480247,7.2358475,72.55862,-4.0988846,5.699959,2.5876334,7.745604,0.23641172,0.010388186,1.3109442,2549.75000166893,0.056999587,811254,-108.0606629612821,16.09,1.0388187,0.006388491,0.15480247,100,494,-0.24118969,0.63884914,76.2809,[ 0.934  0.487  0.825  0.326 -1.71 ]
49500,-0.24513243,-8.163453e-06,0.009999916,7.3537292,99.99999,-3.8369904,1.0000062,2.7000833,7.364084,-8.100644e-06,0.009999998,1.0,2553.255955696106,0.010000062,812846,-107.7539340609349,15.92,0.99999976,2.905413e-08,0.9999916,100,495,-0.24513248,2.905676e-06,100.0,[ 0.938  0.492  0.826  0.334 -1.71 ]
49600,0.10407627,1.2207031e-06,0.00044856942,7.425461,69.960144,-4.8834686,3.8523316,2.808393,9.691525,0.4311847,0.008678439,1.7465429,2556.6409265995026,0.038523316,814491,-107.568709757658,16.45,0.8678439,0.005686763,0.044856943,100,496,-0.24751416,0.56867635,57.255966,[ 0.938  0.492  0.826  0.334 -1.71 ]
49700,0.08009544,-6.713867e-06,0.00056907494,8.012138,56.054443,-3.5632477,4.2029905,2.5000901,11.508012,0.5155241,0.007904194,2.6581507,2560.9149870872498,0.042029906,816114,-108.26599482864516,16.23,0.79041964,0.006998584,0.056907494,100,497,-0.267078,0.6998584,37.62014,[ 0.945  0.496  0.834  0.344 -1.711]
49800,-0.31078058,-7.6293945e-06,0.01,9.323189,100.0,-4.040024,1.0,2.6582446,7.1376405,-7.599592e-06,0.010000002,1.0,2564.7149770259857,0.01,817708,-107.80763680193746,15.94,1.0,1.8626451e-09,1.0,100,498,-0.31078058,,100.0,[ 0.939  0.487  0.831  0.338 -1.711]
49900,0.14233893,3.4332274e-06,0.0004688575,7.9665756,27.356266,-3.5348053,15.218082,2.2685995,24.649467,0.60508883,0.011458823,3.0366294,2568.1355941295624,0.15218082,819322,-108.54165634821557,16.14,1.1458825,0.018672856,0.04688575,100,499,-0.26554915,1.8672856,32.931248,[ 0.939  0.487  0.831  0.338 -1.711]
