MinNormIw,VarNormIw,AvgRet,MaxVanillaIw,Delta,Bound,VarVanillaIw,MinVanillaIw,MaxNormIw,ESSRenyi,IterType,AvgDiscRet,eRenyi2,EpsThisIter,AvgVanillaIw,VarDiscRet,VarJ,J,AvgEpLen,VanillaAvgRet,AvgNormIw,VarRet,BatchSize,ESSClassic
0.0025,5.434597e-20,4999.870618041348,1.0,0.9,4916.5405,,1.0,0.0025,500.0,2,4999.870618041348,1.0,100,1.0,0.019579498607130284,0.17677115,4999.874,500.0,4999.870618041348,0.0024999997,0.019579498607130284,500,400.0
0.002,5.431875e-20,4999.865993789062,1.0,0.9,4925.3374,,1.0,0.002,500.0,1,4999.865993789062,1.0,100,1.0,0.02606016956589548,0.17368826,4999.873,500.0,4999.865993789062,0.0020000003,0.02606016956589548,500,500.00000664260017
0.01,3.5044917e-18,4999.850190344635,1.0,0.9,4833.1836,,1.0,0.01,500.0,2,4999.850190344635,1.0,100,1.0,0.021291723534341205,0.14521821,4999.85,500.0,4999.850190344635,0.009999998,0.021291723534341205,500,100.0
0.005,2.179301e-19,4999.855947681951,1.0,0.9,4882.0015,,1.0,0.005,500.0,2,4999.855947681951,1.0,100,1.0,0.019698932718471188,0.14249441,4999.8525,500.0,4999.855947681951,0.0049999994,0.019698932718471188,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.865827195896,1.0,0.9,4903.632,,1.0,0.0033333334,500.0,2,4999.865827195896,1.0,100,1.0,0.015481933579202646,0.13667747,4999.857,500.0,4999.865827195896,0.0033333336,0.015481933579202646,500,299.999969473632
0.0025,5.434597e-20,4999.832520227455,1.0,0.9,4916.5176,,1.0,0.0025,500.0,2,4999.832520227455,1.0,100,1.0,0.03469438626264288,0.15070565,4999.851,500.0,4999.832520227455,0.0024999997,0.03469438626264288,500,400.0
0.002,5.431875e-20,4999.842536422729,1.0,0.9,4925.3145,,1.0,0.002,500.0,1,4999.842536422729,1.0,100,1.0,0.025833797278423623,0.15263614,4999.85,500.0,4999.842536422729,0.0020000003,0.025833797278423623,500,500.00000664260017
0.01,3.5044917e-18,4999.844060425065,1.0,0.9,4833.1772,,1.0,0.01,500.0,2,4999.844060425065,1.0,100,1.0,0.029080765457472242,0.16967861,4999.8438,500.0,4999.844060425065,0.009999998,0.029080765457472242,500,100.0
0.005,2.179301e-19,4999.856193327922,1.0,0.9,4881.9985,,1.0,0.005,500.0,2,4999.856193327922,1.0,100,1.0,0.02425202387402853,0.16259593,4999.8496,500.0,4999.856193327922,0.0049999994,0.02425202387402853,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.86617315836,1.0,0.9,4903.6304,,1.0,0.0033333334,500.0,2,4999.86617315836,1.0,100,1.0,0.017977314160854685,0.15366693,4999.8555,500.0,4999.86617315836,0.0033333336,0.017977314160854685,500,299.999969473632
0.0025,5.434597e-20,4999.87808625755,1.0,0.9,4916.528,,1.0,0.0025,500.0,2,4999.87808625755,1.0,100,1.0,0.017645331738164263,0.14890955,4999.8613,500.0,4999.87808625755,0.0024999997,0.017645331738164263,500,400.0
0.001995665,1.267483e-12,4999.839259619436,1.0011849,0.9,4925.322,3.1686082e-07,0.99781644,0.0020024022,499.99988079073887,1,4999.839259619436,1.0000002,100,0.9999839,0.02403135798879375,0.1501808,4999.8574,500.0,4999.839259619436,0.002,0.02403135798879375,500,499.9998443137649
0.01,3.5044917e-18,4999.8457531801805,1.0,0.9,4833.179,,1.0,0.01,500.0,2,4999.8457531801805,1.0,100,1.0,0.024669430544324966,0.15626292,4999.8457,500.0,4999.8457531801805,0.009999998,0.024669430544324966,500,100.0
0.005,2.179301e-19,4999.869021203433,1.0,0.9,4882.0063,,1.0,0.005,500.0,2,4999.869021203433,1.0,100,1.0,0.023007492618396668,0.15406662,4999.8574,500.0,4999.869021203433,0.0049999994,0.023007492618396668,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.873082594028,1.0,0.9,4903.6377,,1.0,0.0033333334,500.0,2,4999.873082594028,1.0,100,1.0,0.022883857957083115,0.15306956,4999.863,500.0,4999.873082594028,0.0033333336,0.022883857957083115,500,299.999969473632
0.0025,5.434597e-20,4999.852730347851,1.0,0.9,4916.527,,1.0,0.0025,500.0,2,4999.852730347851,1.0,100,1.0,0.023986396530400574,0.15338333,4999.8604,500.0,4999.852730347851,0.0024999997,0.023986396530400574,500,400.0
0.002,5.431875e-20,4999.8864644896175,1.0,0.9,4925.3306,,1.0,0.002,500.0,1,4999.8864644896175,1.0,100,1.0,0.015112067488677364,0.14807218,4999.866,500.0,4999.8864644896175,0.0020000003,0.015112067488677364,500,500.00000664260017
0.01,3.5044917e-18,4999.870913526687,1.0,0.9,4833.2046,,1.0,0.01,500.0,2,4999.870913526687,1.0,100,1.0,0.020113286821009144,0.14108771,4999.871,500.0,4999.870913526687,0.009999998,0.020113286821009144,500,100.0
0.005,2.179301e-19,4999.8459135121975,1.0,0.9,4882.0073,,1.0,0.005,500.0,2,4999.8459135121975,1.0,100,1.0,0.02774398043913683,0.1543984,4999.8584,500.0,4999.8459135121975,0.0049999994,0.02774398043913683,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.874070426983,1.0,0.9,4903.6387,,1.0,0.0033333334,500.0,2,4999.874070426983,1.0,100,1.0,0.017382880161132357,0.14725073,4999.864,500.0,4999.874070426983,0.0033333336,0.017382880161132357,500,299.999969473632
0.0025,5.434597e-20,4999.861302404663,1.0,0.9,4916.53,,1.0,0.0025,500.0,2,4999.861302404663,1.0,100,1.0,0.021462721051548735,0.14688568,4999.8633,500.0,4999.861302404663,0.0024999997,0.021462721051548735,500,400.0
0.002,5.431875e-20,4999.860358826717,1.0,0.9,4925.3276,,1.0,0.002,500.0,1,4999.860358826717,1.0,100,1.0,0.017975901857938056,0.14429533,4999.8633,500.0,4999.860358826717,0.0020000003,0.017975901857938056,500,500.00000664260017
0.01,3.5044917e-18,4999.841922342599,1.0,0.9,4833.1753,,1.0,0.01,500.0,2,4999.841922342599,1.0,100,1.0,0.02870612179430489,0.16857187,4999.842,500.0,4999.841922342599,0.009999998,0.02870612179430489,500,100.0
0.005,2.179301e-19,4999.859595669676,1.0,0.9,4881.9995,,1.0,0.005,500.0,2,4999.859595669676,1.0,100,1.0,0.019744968952023566,0.15511395,4999.8506,500.0,4999.859595669676,0.0049999994,0.019744968952023566,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.88886228963,1.0,0.9,4903.6387,,1.0,0.0033333334,500.0,2,4999.88886228963,1.0,100,1.0,0.014858004147812305,0.14583197,4999.864,500.0,4999.88886228963,0.0033333336,0.014858004147812305,500,299.999969473632
0.0025,5.434597e-20,4999.817837580032,1.0,0.9,4916.518,,1.0,0.0025,500.0,2,4999.817837580032,1.0,100,1.0,0.03866094319003662,0.16096234,4999.8516,500.0,4999.817837580032,0.0024999997,0.03866094319003662,500,400.0
0.002,5.431875e-20,4999.869204092163,1.0,0.9,4925.321,,1.0,0.002,500.0,1,4999.869204092163,1.0,100,1.0,0.01728282557378709,0.15555365,4999.8564,500.0,4999.869204092163,0.0020000003,0.01728282557378709,500,500.00000664260017
0.01,3.5044917e-18,4999.857964843764,1.0,0.9,4833.191,,1.0,0.01,500.0,2,4999.857964843764,1.0,100,1.0,0.032057666040084073,0.17817594,4999.8574,500.0,4999.857964843764,0.009999998,0.032057666040084073,500,100.0
0.005,2.179301e-19,4999.863109036105,1.0,0.9,4882.0093,,1.0,0.005,500.0,2,4999.863109036105,1.0,100,1.0,0.022476194158971237,0.16434138,4999.8604,500.0,4999.863109036105,0.0049999994,0.022476194158971237,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.863120623554,1.0,0.9,4903.636,,1.0,0.0033333334,500.0,2,4999.863120623554,1.0,100,1.0,0.01701391711225258,0.15369438,4999.8613,500.0,4999.863120623554,0.0033333336,0.01701391711225258,500,299.999969473632
0.0025,5.434597e-20,4999.865680774787,1.0,0.9,4916.5293,,1.0,0.0025,500.0,2,4999.865680774787,1.0,100,1.0,0.01991291712657396,0.1504942,4999.863,500.0,4999.865680774787,0.0024999997,0.01991291712657396,500,400.0
0.0019889534,4.3864925e-12,4999.872643068393,1.002471,0.9,4925.3296,1.0967758e-06,0.9945463,0.0020048018,499.99952316329654,1,4999.872643068393,1.000001,100,1.00007,0.02126348729373827,0.1493218,4999.865,500.0,4999.872643068393,0.0019999999,0.02126348729373827,500,499.99949580829025
0.01,3.5044917e-18,4999.858396577004,1.0,0.9,4833.192,,1.0,0.01,500.0,2,4999.858396577004,1.0,100,1.0,0.01973765530796891,0.13979232,4999.8584,500.0,4999.858396577004,0.009999998,0.01973765530796891,500,100.0
0.005,2.179301e-19,4999.850962252703,1.0,0.9,4882.0034,,1.0,0.005,500.0,2,4999.850962252703,1.0,100,1.0,0.02407370815860631,0.14732786,4999.8545,500.0,4999.850962252703,0.0049999994,0.02407370815860631,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.858716538214,1.0,0.9,4903.631,,1.0,0.0033333334,500.0,2,4999.858716538214,1.0,100,1.0,0.0205596810718026,0.14580306,4999.856,500.0,4999.858716538214,0.0033333336,0.0205596810718026,500,299.999969473632
0.0025,5.434597e-20,4999.861862483709,1.0,0.9,4916.524,,1.0,0.0025,500.0,2,4999.861862483709,1.0,100,1.0,0.016275094609289244,0.14134401,4999.8574,500.0,4999.861862483709,0.0024999997,0.016275094609289244,500,400.0
0.002,5.431875e-20,4999.850406417063,1.0,0.9,4925.321,,1.0,0.002,500.0,1,4999.850406417063,1.0,100,1.0,0.05062099432796166,0.16128485,4999.8564,500.0,4999.850406417063,0.0020000003,0.05062099432796166,500,500.00000664260017
0.01,3.5044917e-18,4999.862612285142,1.0,0.9,4833.196,,1.0,0.01,500.0,2,4999.862612285142,1.0,100,1.0,0.01728652656491729,0.13080795,4999.8623,500.0,4999.862612285142,0.009999998,0.01728652656491729,500,100.0
0.005,2.179301e-19,4999.862671386563,1.0,0.9,4882.011,,1.0,0.005,500.0,2,4999.862671386563,1.0,100,1.0,0.03234938581933677,0.15672816,4999.8623,500.0,4999.862671386563,0.0049999994,0.03234938581933677,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.849036805957,1.0,0.9,4903.6333,,1.0,0.0033333334,500.0,2,4999.849036805957,1.0,100,1.0,0.024755499613776252,0.15680204,4999.8584,500.0,4999.849036805957,0.0033333336,0.024755499613776252,500,299.999969473632
0.0025,5.434597e-20,4999.868121263362,1.0,0.9,4916.527,,1.0,0.0025,500.0,2,4999.868121263362,1.0,100,1.0,0.023398489207709827,0.15572669,4999.8604,500.0,4999.868121263362,0.0024999997,0.023398489207709827,500,400.0
0.001999312,2.3582729e-14,4999.869603709922,1.0002159,0.9,4925.3276,5.8958776e-09,0.99965364,0.0020004367,500.0,1,4999.869603709922,1.0,100,0.99999756,0.016806980219548392,0.1507878,4999.8633,500.0,4999.869603709922,0.002,0.016806980219548392,500,499.9999536145119
0.01,3.5044917e-18,4999.852156202049,1.0,0.9,4833.186,,1.0,0.01,500.0,2,4999.852156202049,1.0,100,1.0,0.02511679919355745,0.15767768,4999.8525,500.0,4999.852156202049,0.009999998,0.02511679919355745,500,100.0
0.005,2.179301e-19,4999.856478611674,1.0,0.9,4882.0034,,1.0,0.005,500.0,2,4999.856478611674,1.0,100,1.0,0.02020139667678149,0.14980067,4999.8545,500.0,4999.856478611674,0.0049999994,0.02020139667678149,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.814653174653,1.0,0.9,4903.616,,1.0,0.0033333334,500.0,2,4999.814653174653,1.0,100,1.0,0.07829723879874435,0.20284839,4999.8413,500.0,4999.814653174653,0.0033333336,0.07829723879874435,500,299.999969473632
0.0025,5.434597e-20,4999.896698134393,1.0,0.9,4916.522,,1.0,0.0025,500.0,2,4999.896698134393,1.0,100,1.0,0.016589192272908625,0.18853669,4999.8555,500.0,4999.896698134393,0.0024999997,0.016589192272908625,500,400.0
0.002,5.431875e-20,4999.875468911751,1.0,0.9,4925.3237,,1.0,0.002,500.0,1,4999.875468911751,1.0,100,1.0,0.016754470634504248,0.1783859,4999.8594,500.0,4999.875468911751,0.0020000003,0.016754470634504248,500,500.00000664260017
0.01,3.5044917e-18,4999.846597377784,1.0,0.9,4833.18,,1.0,0.01,500.0,2,4999.846597377784,1.0,100,1.0,0.051880325782856604,0.22661413,4999.8467,500.0,4999.846597377784,0.009999998,0.051880325782856604,500,100.0
0.005,2.179301e-19,4999.854757562437,1.0,0.9,4881.9995,,1.0,0.005,500.0,2,4999.854757562437,1.0,100,1.0,0.02186757392164763,0.19109707,4999.8506,500.0,4999.854757562437,0.0049999994,0.02186757392164763,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.846289319769,1.0,0.9,4903.6245,,1.0,0.0033333334,500.0,2,4999.846289319769,1.0,100,1.0,0.031002489066558562,0.18595396,4999.8496,500.0,4999.846289319769,0.0033333336,0.031002489066558562,500,299.999969473632
0.0025,5.434597e-20,4999.860982931291,1.0,0.9,4916.519,,1.0,0.0025,500.0,2,4999.860982931291,1.0,100,1.0,0.023470617919477722,0.17823665,4999.8525,500.0,4999.860982931291,0.0024999997,0.023470617919477722,500,400.0
0.002,5.431875e-20,4999.885403139196,1.0,0.9,4925.3237,,1.0,0.002,500.0,1,4999.885403139196,1.0,100,1.0,0.012839834819903749,0.16772974,4999.8594,500.0,4999.885403139196,0.0020000003,0.012839834819903749,500,500.00000664260017
0.01,3.5044917e-18,4999.861734673941,1.0,0.9,4833.195,,1.0,0.01,500.0,2,4999.861734673941,1.0,100,1.0,0.022767494704914824,0.15016122,4999.8613,500.0,4999.861734673941,0.009999998,0.022767494704914824,500,100.0
0.005,2.179301e-19,4949.892959189562,1.0,0.9,4857.026,,1.0,0.005,500.0,2,4949.892959189562,1.0,100,1.0,249989.20781828993,352.65973,4974.877,495.01,4949.892959189562,0.0049999994,249989.20781828993,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.841012053432,1.0,0.9,4886.973,,1.0,0.0033333334,500.0,2,4999.841012053432,1.0,100,1.0,0.02586549689118096,288.18588,4983.198,500.0,4999.841012053432,0.0033333336,0.02586549689118096,500,299.999969473632
0.0025,5.434597e-20,4999.829622407034,1.0,0.9,4904.0225,,1.0,0.0025,500.0,2,4999.829622407034,1.0,100,1.0,0.02753867800546067,249.68011,4987.356,500.0,4999.829622407034,0.0024999997,0.02753867800546067,500,400.0
0.0006945328,1.7477103e-07,4993.841670337599,1.679702,0.9,4915.7896,0.043051846,0.34471005,0.0033843173,480.39260601773543,1,4993.841670337599,1.0408154,100,0.9926386,3600.481124186107,163.75229,4991.831,499.41,4993.841670337599,0.002,3600.481124186107,500,479.1082978087829
0.01,3.5044917e-18,4999.821331780591,1.0,0.9,4833.1543,,1.0,0.01,500.0,2,4999.821331780591,1.0,100,1.0,0.13859733186605389,0.37041143,4999.821,500.0,4999.821331780591,0.009999998,0.13859733186605389,500,100.0
0.005,2.179301e-19,4999.845047145895,1.0,0.9,4881.982,,1.0,0.005,500.0,2,4999.845047145895,1.0,100,1.0,0.020755603650095333,0.2810944,4999.833,500.0,4999.845047145895,0.0049999994,0.020755603650095333,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.872389164322,1.0,0.9,4903.6206,,1.0,0.0033333334,500.0,2,4999.872389164322,1.0,100,1.0,0.013209030574144041,0.23953083,4999.8457,500.0,4999.872389164322,0.0033333336,0.013209030574144041,500,299.999969473632
0.0025,5.434597e-20,4999.855770147706,1.0,0.9,4916.515,,1.0,0.0025,500.0,2,4999.855770147706,1.0,100,1.0,0.01745712106175417,0.21764304,4999.8486,500.0,4999.855770147706,0.0024999997,0.01745712106175417,500,400.0
0.002,5.431875e-20,4999.865672355079,1.0,0.9,4925.317,,1.0,0.002,500.0,1,4999.865672355079,1.0,100,1.0,0.019812569063552752,0.20461132,4999.8525,500.0,4999.865672355079,0.0020000003,0.019812569063552752,500,500.00000664260017
0.01,3.5044917e-18,4999.84530823966,1.0,0.9,4833.1787,,1.0,0.01,500.0,2,4999.84530823966,1.0,100,1.0,0.021200355457665535,0.14486372,4999.845,500.0,4999.84530823966,0.009999998,0.021200355457665535,500,100.0
0.005,2.179301e-19,4999.8709267094355,1.0,0.9,4882.0073,,1.0,0.005,500.0,2,4999.8709267094355,1.0,100,1.0,0.01660539836330567,0.13739419,4999.8584,500.0,4999.8709267094355,0.0049999994,0.01660539836330567,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.830985340185,1.0,0.9,4903.624,,1.0,0.0033333334,500.0,2,4999.830985340185,1.0,100,1.0,0.021669980069727483,0.1410682,4999.849,500.0,4999.830985340185,0.0033333336,0.021669980069727483,500,299.999969473632
0.0025,5.434597e-20,4999.862732589308,1.0,0.9,4916.519,,1.0,0.0025,500.0,2,4999.862732589308,1.0,100,1.0,0.019506931963997165,0.14067283,4999.8525,500.0,4999.862732589308,0.0024999997,0.019506931963997165,500,400.0
0.002,5.431875e-20,4999.8424147843625,1.0,0.9,4925.3154,,1.0,0.002,500.0,1,4999.8424147843625,1.0,100,1.0,0.020116520982227073,0.1408206,4999.851,500.0,4999.8424147843625,0.0020000003,0.020116520982227073,500,500.00000664260017
0.01,3.5044917e-18,4999.8608866558425,1.0,0.9,4833.1943,,1.0,0.01,500.0,2,4999.8608866558425,1.0,100,1.0,0.015595014086760514,0.124273546,4999.861,500.0,4999.8608866558425,0.009999998,0.015595014086760514,500,100.0
0.005,2.179301e-19,4999.856466410065,1.0,0.9,4882.008,,1.0,0.005,500.0,2,4999.856466410065,1.0,100,1.0,0.023433196497365995,0.1390266,4999.859,500.0,4999.856466410065,0.0049999994,0.023433196497365995,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.862763036379,1.0,0.9,4903.6353,,1.0,0.0033333334,500.0,2,4999.862763036379,1.0,100,1.0,0.016097821225896945,0.13491014,4999.8604,500.0,4999.862763036379,0.0033333336,0.016097821225896945,500,299.999969473632
0.0025,5.434597e-20,4999.857133889435,1.0,0.9,4916.526,,1.0,0.0025,500.0,2,4999.857133889435,1.0,100,1.0,0.022859424037611504,0.13896291,4999.8594,500.0,4999.857133889435,0.0024999997,0.022859424037611504,500,400.0
0.0011720305,9.857081e-08,4949.857436631349,1.9644251,0.9,4916.435,0.023983506,0.5781241,0.003982477,487.95726390525056,1,4949.857436631349,1.0246799,100,0.9865343,249985.620844613,178.0976,4991.885,495.01,4949.857436631349,0.002,249985.620844613,500,487.99840650924097
0.01,3.5044917e-18,4999.85335405704,1.0,0.9,4833.1865,,1.0,0.01,500.0,2,4999.85335405704,1.0,100,1.0,0.022107391155637063,0.1479293,4999.853,500.0,4999.85335405704,0.009999998,0.022107391155637063,500,100.0
0.005,2.179301e-19,4999.851333806393,1.0,0.9,4882.0015,,1.0,0.005,500.0,2,4999.851333806393,1.0,100,1.0,0.0261880667623663,0.15460812,4999.8525,500.0,4999.851333806393,0.0049999994,0.0261880667623663,500,200.00000010221265
0.0033333334,5.4391416e-20,4983.1973487103905,1.0,0.9,4898.0757,,1.0,0.0033333334,500.0,2,4983.1973487103905,1.0,100,1.0,27558.881469757074,95.68745,4994.301,498.35,4983.1973487103905,0.0033333336,27558.881469757074,500,299.999969473632
0.0025,5.434597e-20,4999.867395441244,1.0,0.9,4912.359,,1.0,0.0025,500.0,2,4999.867395441244,1.0,100,1.0,0.018578052405155216,82.90284,4995.6924,500.0,4999.867395441244,0.0024999997,0.018578052405155216,500,400.0
0.0004280196,7.339035e-08,4999.854976533508,1.1764959,0.9,4923.9624,0.018437961,0.21453619,0.0023472183,491.54018002848477,1,4999.854976533508,1.0172108,100,1.0024598,0.025496134011672184,15.8990965,4999.1367,500.0,4999.854976533508,0.002,0.025496134011672184,500,491.0092346969173
0.01,3.5044917e-18,4999.822972462574,1.0,0.9,4833.1567,,1.0,0.01,500.0,2,4999.822972462574,1.0,100,1.0,0.09736947685674162,0.31048137,4999.823,500.0,4999.822972462574,0.009999998,0.09736947685674162,500,100.0
0.005,2.179301e-19,4999.863455553688,1.0,0.9,4881.9927,,1.0,0.005,500.0,2,4999.863455553688,1.0,100,1.0,0.020989819088590076,0.24290578,4999.8438,500.0,4999.863455553688,0.0049999994,0.020989819088590076,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.812708235101,1.0,0.9,4903.6084,,1.0,0.0033333334,500.0,2,4999.812708235101,1.0,100,1.0,0.03162693047928774,0.22356087,4999.8335,500.0,4999.812708235101,0.0033333336,0.03162693047928774,500,299.999969473632
0.0025,5.434597e-20,4999.834732048746,1.0,0.9,4916.5,,1.0,0.0025,500.0,2,4999.834732048746,1.0,100,1.0,0.01978989048646114,0.20587353,4999.8335,500.0,4999.834732048746,0.0024999997,0.01978989048646114,500,400.0
0.002,5.431875e-20,4999.860438354704,1.0,0.9,4925.3037,,1.0,0.002,500.0,1,4999.860438354704,1.0,100,1.0,0.01845547816378223,0.19411035,4999.8394,500.0,4999.860438354704,0.0020000003,0.01845547816378223,500,500.00000664260017
0.01,3.5044917e-18,4999.845293927082,1.0,0.9,4833.179,,1.0,0.01,500.0,2,4999.845293927082,1.0,100,1.0,0.03155246402218209,0.17674914,4999.8457,500.0,4999.845293927082,0.009999998,0.03155246402218209,500,100.0
0.005,2.179301e-19,4999.828717958262,1.0,0.9,4881.986,,1.0,0.005,500.0,2,4999.828717958262,1.0,100,1.0,0.03189378283523614,0.17740747,4999.837,500.0,4999.828717958262,0.0049999994,0.03189378283523614,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.835409314543,1.0,0.9,4903.6113,,1.0,0.0033333334,500.0,2,4999.835409314543,1.0,100,1.0,0.02810729867972753,0.17394643,4999.8364,500.0,4999.835409314543,0.0033333336,0.02810729867972753,500,299.999969473632
0.0025,5.434597e-20,4999.864640937795,1.0,0.9,4916.5103,,1.0,0.0025,500.0,2,4999.864640937795,1.0,100,1.0,0.017842975059406994,0.16509865,4999.8438,500.0,4999.864640937795,0.0024999997,0.017842975059406994,500,400.0
0.002,5.431875e-20,4999.836585320434,1.0,0.9,4925.307,,1.0,0.002,500.0,1,4999.836585320434,1.0,100,1.0,0.03816447379195075,0.17137343,4999.843,500.0,4999.836585320434,0.0020000003,0.03816447379195075,500,500.00000664260017
0.01,3.5044917e-18,4999.856713957237,1.0,0.9,4833.19,,1.0,0.01,500.0,2,4999.856713957237,1.0,100,1.0,0.02039585329694092,0.14210351,4999.8564,500.0,4999.856713957237,0.009999998,0.02039585329694092,500,100.0
0.005,2.179301e-19,4999.87437191448,1.0,0.9,4882.0146,,1.0,0.005,500.0,2,4999.87437191448,1.0,100,1.0,0.018791892483704283,0.13956174,4999.8657,500.0,4999.87437191448,0.0049999994,0.018791892483704283,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.833647760751,1.0,0.9,4903.6304,,1.0,0.0033333334,500.0,2,4999.833647760751,1.0,100,1.0,0.026395297665564817,0.1480529,4999.8555,500.0,4999.833647760751,0.0033333336,0.026395297665564817,500,299.999969473632
0.0025,5.434597e-20,4999.899206813943,1.0,0.9,4916.5327,,1.0,0.0025,500.0,2,4999.899206813943,1.0,100,1.0,0.018414173083901673,0.14616965,4999.866,500.0,4999.899206813943,0.0024999997,0.018414173083901673,500,400.0
0.002,5.431875e-20,4999.849887749104,1.0,0.9,4925.3276,,1.0,0.002,500.0,1,4999.849887749104,1.0,100,1.0,0.04651001517033532,0.16230884,4999.8633,500.0,4999.849887749104,0.0020000003,0.04651001517033532,500,500.00000664260017
0.01,3.5044917e-18,4999.826982206632,1.0,0.9,4833.1606,,1.0,0.01,500.0,2,4999.826982206632,1.0,100,1.0,0.0422630017512364,0.20455146,4999.827,500.0,4999.826982206632,0.009999998,0.0422630017512364,500,100.0
0.005,2.179301e-19,4999.874544214393,1.0,0.9,4881.9995,,1.0,0.005,500.0,2,4999.874544214393,1.0,100,1.0,0.015289653385523279,0.17045498,4999.8506,500.0,4999.874544214393,0.0049999994,0.015289653385523279,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.82942267651,1.0,0.9,4903.619,,1.0,0.0033333334,500.0,2,4999.82942267651,1.0,100,1.0,0.036390578632115866,0.17741622,4999.844,500.0,4999.82942267651,0.0033333336,0.036390578632115866,500,299.999969473632
0.0025,5.434597e-20,4999.835415777547,1.0,0.9,4916.508,,1.0,0.0025,500.0,2,4999.835415777547,1.0,100,1.0,0.03540571596957954,0.17995504,4999.8413,500.0,4999.835415777547,0.0024999997,0.03540571596957954,500,400.0
0.00036420388,2.559984e-07,4949.8582503615025,1.4704099,0.9,4920.208,0.06365555,0.18161182,0.0029487563,468.60255283853803,1,4949.8582503615025,1.0670023,100,0.99730855,249985.71068030133,59.364597,4997.2,495.01,4949.8582503615025,0.0019999999,249985.71068030133,500,469.9815550569441
0.01,3.5044917e-18,4999.823934220989,1.0,0.9,4833.157,,1.0,0.01,500.0,2,4999.823934220989,1.0,100,1.0,0.03387369327816462,0.18311135,4999.8237,500.0,4999.823934220989,0.009999998,0.03387369327816462,500,100.0
0.005,2.179301e-19,4999.864409980792,1.0,0.9,4881.9927,,1.0,0.005,500.0,2,4999.864409980792,1.0,100,1.0,0.020582906729154624,0.1654114,4999.8438,500.0,4999.864409980792,0.0049999994,0.020582906729154624,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.834182544962,1.0,0.9,4903.616,,1.0,0.0033333334,500.0,2,4999.834182544962,1.0,100,1.0,0.09962336975380724,0.22613303,4999.8413,500.0,4999.834182544962,0.0033333336,0.09962336975380724,500,299.999969473632
0.0025,5.434597e-20,4999.856602569951,1.0,0.9,4916.511,,1.0,0.0025,500.0,2,4999.856602569951,1.0,100,1.0,0.020754201887927752,0.20865418,4999.8447,500.0,4999.856602569951,0.0024999997,0.020754201887927752,500,400.0
0.002,5.431875e-20,4999.846377870356,1.0,0.9,4925.31,,1.0,0.002,500.0,1,4999.846377870356,1.0,100,1.0,0.02743876599788342,0.20065534,4999.8457,500.0,4999.846377870356,0.0020000003,0.02743876599788342,500,500.00000664260017
0.01,3.5044917e-18,4999.844276635617,1.0,0.9,4833.1777,,1.0,0.01,500.0,2,4999.844276635617,1.0,100,1.0,0.021207594025359364,0.14488885,4999.844,500.0,4999.844276635617,0.009999998,0.021207594025359364,500,100.0
0.005,2.179301e-19,4999.883385935046,1.0,0.9,4882.0127,,1.0,0.005,500.0,2,4999.883385935046,1.0,100,1.0,0.016725638268622844,0.13841635,4999.864,500.0,4999.883385935046,0.0049999994,0.016725638268622844,500,200.00000010221265
0.0033333334,5.4391416e-20,4999.84323090248,1.0,0.9,4903.632,,1.0,0.0033333334,500.0,2,4999.84323090248,1.0,100,1.0,0.02103336397532204,0.14074539,4999.857,500.0,4999.84323090248,0.0033333336,0.02103336397532204,500,299.999969473632
0.0025,5.434597e-20,4999.8511619085675,1.0,0.9,4916.522,,1.0,0.0025,500.0,2,4999.8511619085675,1.0,100,1.0,0.03013072226337455,0.14939949,4999.8555,500.0,4999.8511619085675,0.0024999997,0.03013072226337455,500,400.0
0.002,5.431875e-20,4999.856698137114,1.0,0.9,4925.321,,1.0,0.002,500.0,1,4999.856698137114,1.0,100,1.0,0.02445224796058087,0.1506611,4999.8564,500.0,4999.856698137114,0.0020000003,0.02445224796058087,500,500.00000664260017
0.01,3.5044917e-18,4999.815539204554,1.0,0.9,4833.149,,1.0,0.01,500.0,2,4999.815539204554,1.0,100,1.0,0.03608473017689295,0.18901813,4999.8154,500.0,4999.815539204554,0.009999998,0.03608473017689295,500,100.0
0.005,2.179301e-19,4999.857599439872,1.0,0.9,4881.9854,,1.0,0.005,500.0,2,4999.857599439872,1.0,100,1.0,0.01742990277748147,0.16412917,4999.8364,500.0,4999.857599439872,0.0049999994,0.01742990277748147,500,200.00000010221265
