MaxNormIw,VarJ,J,MaxVanillaIw,VarDiscRet,AvgNormIw,MinNormIw,Delta,VanillaAvgRet,ESSRenyi,AvgDiscRet,VarRet,AvgVanillaIw,Bound,ESSClassic,AvgEpLen,eRenyi2,MinVanillaIw,VarNormIw,AvgRet,EpsThisIter,VarVanillaIw,IterType,BatchSize
0.01,39.4634,-383.886,1.0,1573.09365196,0.01,0.01,0.8,-383.886118774,500.0,-383.886118774,1573.09365196,1.0,-409.241,100.0,500.0,1.0,1.0,3.50449e-18,-383.886118774,100,,2,500
0.005,42.2127,-388.528,1.0,1983.20176711,0.005,0.005,0.8,-393.169583889,500.0,-393.169583889,1983.20176711,1.0,-407.471,200.000000102,500.0,1.0,1.0,2.1793e-19,-393.169583889,100,,2,500
0.00333333,40.2846,-385.842,1.0,1274.18836968,0.00333333,0.00333333,0.8,-380.470111617,500.0,-380.470111617,1274.18836968,1.0,-401.309,299.999969474,500.0,1.0,1.0,5.43914e-20,-380.470111617,100,,2,500
0.0025,39.5971,-382.994,1.0,1319.03127751,0.0025,0.0025,0.8,-374.450762543,500.0,-374.450762543,1319.03127751,1.0,-396.389,400.0,500.0,1.0,1.0,5.4346e-20,-374.450762543,100,,2,500
0.0204734,48.7272,-378.722,10.2862,1552.74968463,0.002,1.99662e-06,0.8,-383.849792099,334.222376917,-383.849792099,1552.74968463,1.00483,-393.376,312.243410369,500.0,1.49601,0.00100313,2.41008e-06,-383.849792099,100,0.60836,1,500
0.01,41.6312,-378.632,1.0,1750.6593046,0.01,0.01,0.8,-378.631612126,500.0,-378.631612126,1750.6593046,1.0,-404.573,100.0,500.0,1.0,1.0,3.50449e-18,-378.631612126,100,,2,500
0.005,42.3883,-380.077,1.0,1874.95123985,0.005,0.005,0.8,-381.522525856,500.0,-381.522525856,1874.95123985,1.0,-398.42,200.000000102,500.0,1.0,1.0,2.1793e-19,-381.522525856,100,,2,500
0.00333333,42.9032,-380.775,1.0,1945.04486876,0.00333333,0.00333333,0.8,-382.170598448,500.0,-382.170598448,1945.04486876,1.0,-395.752,299.999969474,500.0,1.0,1.0,5.43914e-20,-382.170598448,100,,2,500
0.0025,43.0007,-381.193,1.0,1891.02199393,0.0025,0.0025,0.8,-382.446034199,500.0,-382.446034199,1891.02199393,1.0,-394.477,400.0,500.0,1.0,1.0,5.4346e-20,-382.446034199,100,,2,500
0.0384431,60.5328,-374.401,21.0009,1623.72842956,0.002,1.12626e-05,0.8,-386.891891382,262.081395307,-386.891891382,1623.72842956,1.09257,-390.813,150.537217587,500.0,1.9078,0.00615259,9.30436e-06,-386.891891382,100,2.77669,1,500
0.01,40.5721,-385.404,1.0,1662.72648363,0.01,0.01,0.8,-385.403534733,500.0,-385.403534733,1662.72648363,1.0,-411.663,100.0,500.0,1.0,1.0,3.50449e-18,-385.403534733,100,,2,500
0.005,41.6262,-384.633,1.0,1836.56180732,0.005,0.005,0.8,-383.862772656,500.0,-383.862772656,1836.56180732,1.0,-403.643,200.000000102,500.0,1.0,1.0,2.1793e-19,-383.862772656,100,,2,500
0.00333333,42.8766,-386.771,1.0,2042.73211151,0.00333333,0.00333333,0.8,-391.046152458,500.0,-391.046152458,2042.73211151,1.0,-403.6,299.999969474,500.0,1.0,1.0,5.43914e-20,-391.046152458,100,,2,500
0.0025,42.8268,-384.052,1.0,1750.13817611,0.0025,0.0025,0.8,-375.896755453,500.0,-375.896755453,1750.13817611,1.0,-398.626,400.0,500.0,1.0,1.0,5.4346e-20,-375.896755453,100,,2,500
0.00664395,50.2179,-381.853,3.33582,1872.94800137,0.002,0.000165017,0.8,-383.543887536,416.799146985,-383.543887536,1872.94800137,1.00417,-396.13,414.627981907,500.0,1.19962,0.0828527,8.25253e-07,-383.543887536,100,0.208037,1,500
0.01,41.1548,-382.45,1.0,1710.82429973,0.01,0.01,0.8,-382.450010466,500.0,-382.450010466,1710.82429973,1.0,-407.731,100.0,500.0,1.0,1.0,3.50449e-18,-382.450010466,100,,2,500
0.005,41.2074,-383.082,1.0,1718.76822204,0.005,0.005,0.8,-383.714471763,500.0,-383.714471763,1718.76822204,1.0,-401.604,200.000000102,500.0,1.0,1.0,2.1793e-19,-383.714471763,100,,2,500
0.00333333,43.5817,-385.731,1.0,2282.74438269,0.00333333,0.00333333,0.8,-391.027737036,500.0,-391.027737036,2282.74438269,1.0,-401.152,299.999969474,500.0,1.0,1.0,5.43914e-20,-391.027737036,100,,2,500
0.0025,43.0633,-386.081,1.0,1735.58801533,0.0025,0.0025,0.8,-387.132922588,500.0,-387.132922588,1735.58801533,1.0,-399.437,400.0,500.0,1.0,1.0,5.4346e-20,-387.132922588,100,,2,500
0.00982993,48.1732,-381.542,4.97442,1582.38602264,0.002,6.33645e-05,0.8,-386.074103973,345.929397249,-386.074103973,1582.38602264,1.0121,-395.903,327.793320001,500.0,1.44538,0.0320655,2.10562e-06,-386.074103973,100,0.539216,1,500
0.01,36.6339,-381.671,1.0,1355.59940648,0.01,0.01,0.8,-381.670945623,500.0,-381.670945623,1355.59940648,1.0,-406.081,100.0,500.0,1.0,1.0,3.50449e-18,-381.670945623,100,,2,500
0.005,37.571,-384.048,1.0,1484.66692637,0.005,0.005,0.8,-386.42413621,500.0,-386.42413621,1484.66692637,1.0,-401.825,200.000000102,500.0,1.0,1.0,2.1793e-19,-386.42413621,100,,2,500
0.00333333,39.5242,-383.344,1.0,1879.14305438,0.00333333,0.00333333,0.8,-381.936471447,500.0,-381.936471447,1879.14305438,1.0,-397.859,299.999969474,500.0,1.0,1.0,5.43914e-20,-381.936471447,100,,2,500
