AvgNormIw,ESSClassic,VarDiscRet,ESSRenyi,MaxNormIw,SamplesThisIter,Bound,AvgRet,VarVanillaIw,MinNormIw,AvgDiscRet,IterType,delta,EpsThisIter,VarNormIw,MinVanillaIw,VarJ,AvgEpLen,VanillaAvgRet,BatchSize,J,AvgVanillaIw,VarRet,MaxVanillaIw,renyi2
1.35833e-05,3.01043343059,7231.45664566,1.82970822834e-13,4.08114e-05,50000,-128.912,-87.4421554906,0.0827428,3.86508e-08,-87.4421554906,1,0.1,409,1.86554e-11,0.00257408,813.185,122.249388753,-87.4421554906,100,-13787.4,0.904622,7231.45664566,2.71797,33.9346
1.20773e-05,3.16680457029,4825.75195973,1.81582943474e-13,2.75719e-05,50000,-121.8,-76.6261797168,0.0600278,8.64493e-08,-76.6261797168,1,0.1,460,1.00806e-11,0.00667104,669.916,108.695652174,-76.6261797168,100,-12585.5,0.93197,4825.75195973,2.12765,33.9422
1.213e-05,3.18492410759,4990.58695337,1.4489043533e-13,2.88956e-05,50000,-122.12,-77.1410963642,0.0633473,1.49844e-07,-77.1410963642,1,0.1,458,1.05957e-11,0.0115861,673.908,109.170305677,-77.1410963642,100,-12642.2,0.937908,4990.58695337,2.23424,34.168
1.23183e-05,3.05516770815,5156.40495823,1.53124143626e-13,3.02379e-05,50000,-123.778,-78.4502218944,0.0627215,1.85694e-07,-78.4502218944,1,0.1,451,1.1019e-11,0.0140099,689.302,110.864745011,-78.4502218944,100,-12826.8,0.929368,5156.40495823,2.28133,34.1127
1.19218e-05,3.08700754444,5065.49512535,1.34215071393e-13,2.69761e-05,50000,-120.653,-75.6902237138,0.0597789,1.41822e-07,-75.6902237138,1,0.1,466,9.6381e-12,0.0111692,681.384,107.296137339,-75.6902237138,100,-12430.8,0.938901,5065.49512535,2.1245,34.2445
1.21036e-05,3.03098030993,5027.87644894,9.39975875024e-14,2.92413e-05,50000,-121.661,-76.893306085,0.059261,1.6738e-07,-76.893306085,1,0.1,459,9.89696e-12,0.012952,692.831,108.932461874,-76.893306085,100,-12624.3,0.936587,5027.87644894,2.26272,34.6007
1.17952e-05,3.38494912576,4689.42838659,9.82208203334e-14,3.09058e-05,50000,-120.206,-74.9534578915,0.0594367,1.73246e-07,-74.9534578915,1,0.1,471,9.44694e-12,0.0137419,653.944,106.157112527,-74.9534578915,100,-12327.6,0.935595,4689.42838659,2.45144,34.5567
1.19474e-05,3.09684257788,4888.47433669,2.05975608221e-13,2.99791e-05,50000,-122.219,-75.9510982909,0.0581227,1.81968e-07,-75.9510982909,1,0.1,465,9.37297e-12,0.0143295,680.025,107.52688172,-75.9510982909,100,-12533.7,0.940825,4888.47433669,2.36077,33.8162
1.14784e-05,3.13005958566,4096.85778067,2.26759943373e-13,2.47875e-05,50000,-118.684,-72.5285634383,0.0520701,2.97535e-07,-72.5285634383,1,0.1,484,7.58994e-12,0.0246441,603.659,103.305785124,-72.5285634383,100,-12051.7,0.95073,4096.85778067,2.05309,33.7201
1.155e-05,3.12546869739,4267.60435111,1.59192939669e-13,2.54344e-05,50000,-119.356,-73.1043969076,0.0528383,2.282e-07,-73.1043969076,1,0.1,481,7.84347e-12,0.01873,639.62,103.95010395,-73.1043969076,100,-12193.7,0.947988,4267.60435111,2.08758,34.0738
1.15741e-05,3.08849518077,4092.39224325,1.29955768717e-13,2.54718e-05,50000,-119.652,-72.8258945624,0.0535441,1.12913e-07,-72.8258945624,1,0.1,480,7.94961e-12,0.00926677,618.475,104.166666667,-72.8258945624,100,-12117.0,0.94988,4092.39224325,2.09046,34.2768
1.07043e-05,3.15563267608,2288.30152261,1.2593870858e-13,2.05768e-05,50000,-115.395,-66.6904830201,0.0324186,6.14419e-07,-66.6904830201,1,0.1,519,3.88067e-12,0.0561576,474.651,96.3391136802,-66.6904830201,100,-11483.5,0.978372,2288.30152261,1.88071,34.3082
1.12007e-05,3.11953431487,3560.90314488,1.03220006786e-13,3.22602e-05,50000,-117.883,-70.5769821111,0.0449648,4.48472e-07,-70.5769821111,1,0.1,496,6.11657e-12,0.0384519,585.707,100.806451613,-70.5769821111,100,-11895.9,0.960347,3560.90314488,2.76598,34.5071
1.08295e-05,3.27201591683,2608.00400438,1.35252263882e-13,2.20891e-05,50000,-116.134,-67.6594351666,0.0343998,5.83324e-07,-67.6594351666,1,0.1,513,4.25496e-12,0.0524494,502.943,97.4658869396,-67.6594351666,100,-11589.5,0.973734,2608.00400438,1.98613,34.2368
1.05219e-05,3.11011328706,1868.7834721,1.47255239791e-13,2.13175e-05,50000,-114.666,-65.4927639908,0.0276222,5.63584e-07,-65.4927639908,1,0.1,528,3.18219e-12,0.0525078,431.072,94.696969697,-65.4927639908,100,-11350.1,0.9803,1868.7834721,1.9861,34.1518
1.0175e-05,3.24546546686,1024.23924607,1.56334967139e-13,2.04799e-05,50000,-113.38,-62.8947283033,0.0162035,1.07895e-06,-62.8947283033,1,0.1,546,1.71739e-12,0.104803,338.218,91.5750915751,-62.8947283033,100,-11108.1,0.988336,1024.23924607,1.98928,34.0919
1.0269e-05,3.19151508275,1455.81415697,1.47343462923e-13,2.21895e-05,50000,-113.59,-63.8211562402,0.0219042,7.97339e-07,-63.8211562402,1,0.1,541,2.38542e-12,0.0764055,389.441,92.4214417745,-63.8211562402,100,-11165.9,0.984037,1455.81415697,2.12632,34.1512
