J,AvgDiscRet,MaxNormIw,VarDiscRet,MinNormIw,AvgVanillaIw,MaxVanillaIw,VarVanillaIw,ESSRenyi,AvgNormIw,IterType,Bound,BatchSize,VarNormIw,AvgRet,MinVanillaIw,VarRet,EpsThisIter,ESSClassic,eRenyi2,VarJ,AvgEpLen,VanillaAvgRet,Delta
-64.6792,-63.075610621,0.002,1337.12494632,0.002,1.0,1.0,,500.0,0.002,1,-64.6792,500,5.43187e-20,-63.075610621,1.0,1337.12494632,100,500.000006643,1.0,42.7325,91.31,-63.075610621,1.0
-63.0322,-63.0321778451,0.01,1356.66777106,0.01,1.0,1.0,,500.0,0.01,2,-63.0322,500,3.50449e-18,-63.0321778451,1.0,1356.66777106,100,100.0,1.0,36.6483,91.45,-63.0321778451,1.0
-66.4731,-69.9140415958,0.005,3838.96104888,0.005,1.0,1.0,,500.0,0.005,2,-66.4731,500,2.1793e-19,-69.9140415958,1.0,3838.96104888,100,200.000000102,1.0,50.8299,99.41,-69.9140415958,1.0
-66.6771,-67.0850201996,0.00333333,2594.91675753,0.00333333,1.0,1.0,,500.0,0.00333333,2,-66.6771,500,5.43914e-20,-67.0850201996,1.0,2594.91675753,100,299.999969474,1.0,50.7824,96.25,-67.0850201996,1.0
-66.4165,-65.6349362718,0.0025,2604.20346811,0.0025,1.0,1.0,,500.0,0.0025,2,-66.4165,500,5.4346e-20,-65.6349362718,1.0,2604.20346811,100,400.0,1.0,50.7827,94.33,-65.6349362718,1.0
-64.8058,-58.362724337,0.002,50.5090673875,0.002,1.0,1.0,,500.0,0.002,1,-64.8058,500,5.43187e-20,-58.362724337,1.0,50.5090673875,100,500.000006643,1.0,45.6452,85.97,-58.362724337,1.0
-67.2025,-67.2025487307,0.01,2604.63252769,0.01,1.0,1.0,,500.0,0.01,2,-67.2025,500,3.50449e-18,-67.2025487307,1.0,2604.63252769,100,100.0,1.0,50.7798,96.47,-67.2025487307,1.0
-63.6629,-60.1232191189,0.005,54.7976943936,0.005,1.0,1.0,,500.0,0.005,2,-63.6629,500,2.1793e-19,-60.1232191189,1.0,54.7976943936,100,200.000000102,1.0,36.4547,88.39,-60.1232191189,1.0
-63.1951,-62.259589835,0.00333333,1343.92915281,0.00333333,1.0,1.0,,500.0,0.00333333,2,-63.1951,500,5.43914e-20,-62.259589835,1.0,1343.92915281,100,299.999969474,1.0,36.4678,89.71,-62.259589835,1.0
-62.3706,-59.8970505282,0.0025,58.5804706296,0.0025,1.0,1.0,,500.0,0.0025,2,-62.3706,500,5.4346e-20,-59.8970505282,1.0,58.5804706296,100,400.0,1.0,31.8428,88.08,-59.8970505282,1.0
-61.7816,-59.4254502258,0.002,65.7564317087,0.002,1.0,1.0,,500.0,0.002,1,-61.7816,500,5.43187e-20,-59.4254502258,1.0,65.7564317087,100,500.000006643,1.0,28.7329,87.53,-59.4254502258,1.0
-67.0848,-67.0848027006,0.01,2594.84323165,0.01,1.0,1.0,,500.0,0.01,2,-67.0848,500,3.50449e-18,-67.0848027006,1.0,2594.84323165,100,100.0,1.0,50.6843,96.55,-67.0848027006,1.0
-66.6782,-66.2715358773,0.005,2610.31578,0.005,1.0,1.0,,500.0,0.005,2,-66.6782,500,2.1793e-19,-66.2715358773,1.0,2610.31578,100,200.000000102,1.0,50.7614,94.82,-66.2715358773,1.0
-66.9516,-67.4984171653,0.00333333,2587.58558795,0.00333333,1.0,1.0,,500.0,0.00333333,2,-66.9516,500,5.43914e-20,-67.4984171653,1.0,2587.58558795,100,299.999969474,1.0,50.7136,97.2,-67.4984171653,1.0
-65.1593,-59.7823211209,0.0025,81.429501722,0.0025,1.0,1.0,,500.0,0.0025,2,-65.1593,500,5.4346e-20,-59.7823211209,1.0,81.429501722,100,400.0,1.0,44.2571,87.68,-59.7823211209,1.0
-65.3254,-65.9901436424,0.002,2605.85656969,0.002,1.0,1.0,,500.0,0.002,1,-65.3254,500,5.43187e-20,-65.9901436424,1.0,2605.85656969,100,500.000006643,1.0,45.6401,94.42,-65.9901436424,1.0
-66.9407,-66.9406560716,0.01,2591.64361793,0.01,1.0,1.0,,500.0,0.01,2,-66.9407,500,3.50449e-18,-66.9406560716,1.0,2591.64361793,100,100.0,1.0,50.653,96.14,-66.9406560716,1.0
-62.472,-58.0033535081,0.005,43.2650839567,0.005,1.0,1.0,,500.0,0.005,2,-62.472,500,2.1793e-19,-58.0033535081,1.0,43.2650839567,100,200.000000102,1.0,36.3902,85.21,-58.0033535081,1.0
-62.9897,-64.0250052029,0.00333333,1344.08190055,0.00333333,1.0,1.0,,500.0,0.00333333,2,-62.9897,500,5.43914e-20,-64.0250052029,1.0,1344.08190055,100,299.999969474,1.0,36.4269,93.24,-64.0250052029,1.0
-63.7555,-66.053026955,0.0025,2592.69031067,0.0025,1.0,1.0,,500.0,0.0025,2,-63.7555,500,5.4346e-20,-66.053026955,1.0,2592.69031067,100,400.0,1.0,40.4801,94.43,-66.053026955,1.0
-64.8495,-69.2252483855,0.002,3837.77513088,0.002,1.0,1.0,,500.0,0.002,1,-64.8495,500,5.43187e-20,-69.2252483855,1.0,3837.77513088,100,500.000006643,1.0,45.5585,97.97,-69.2252483855,1.0
-58.5752,-58.5751697913,0.01,79.1052564009,0.01,1.0,1.0,,500.0,0.01,2,-58.5752,500,3.50449e-18,-58.5751697913,1.0,79.1052564009,100,100.0,1.0,8.84953,85.77,-58.5751697913,1.0
-62.5801,-66.585002111,0.005,2584.0992564,0.005,1.0,1.0,,500.0,0.005,2,-62.5801,500,2.1793e-19,-66.585002111,1.0,2584.0992564,100,200.000000102,1.0,36.5284,95.5,-66.585002111,1.0
-64.9459,-69.6776350373,0.00333333,3824.35894696,0.00333333,1.0,1.0,,500.0,0.00333333,2,-64.9459,500,5.43914e-20,-69.6776350373,1.0,3824.35894696,100,299.999969474,1.0,46.5057,98.54,-69.6776350373,1.0
-64.4912,-63.1270255773,0.0025,1343.49507232,0.0025,1.0,1.0,,500.0,0.0025,2,-64.4912,500,5.4346e-20,-63.1270255773,1.0,1343.49507232,100,400.0,1.0,44.2179,91.39,-63.1270255773,1.0
-66.4011,-74.0407901451,0.002,5008.83683681,0.002,1.0,1.0,,500.0,0.002,1,-66.4011,500,5.43187e-20,-74.0407901451,1.0,5008.83683681,100,500.000006643,1.0,50.7003,104.29,-74.0407901451,1.0
-77.654,-77.6540085845,0.01,6175.210146,0.01,1.0,1.0,,500.0,0.01,2,-77.654,500,3.50449e-18,-77.6540085845,1.0,6175.210146,100,100.0,1.0,78.1886,107.95,-77.6540085845,1.0
-72.4185,-67.1829157989,0.005,2576.26277846,0.005,1.0,1.0,,500.0,0.005,2,-72.4185,500,2.1793e-19,-67.1829157989,1.0,2576.26277846,100,200.000000102,1.0,66.0257,96.2,-67.1829157989,1.0
-68.9074,-61.885179764,0.00333333,1343.39118015,0.00333333,1.0,1.0,,500.0,0.00333333,2,-68.9074,500,5.43914e-20,-61.885179764,1.0,1343.39118015,100,299.999969474,1.0,58.0882,89.5,-61.885179764,1.0
-67.3728,-62.7688916214,0.0025,1368.69827498,0.0025,1.0,1.0,,500.0,0.0025,2,-67.3728,500,5.4346e-20,-62.7688916214,1.0,1368.69827498,100,400.0,1.0,53.633,91.23,-62.7688916214,1.0
-67.1581,-66.2994996415,0.002,2581.27687671,0.002,1.0,1.0,,500.0,0.002,1,-67.1581,500,5.43187e-20,-66.2994996415,1.0,2581.27687671,100,500.000006643,1.0,53.0327,94.97,-66.2994996415,1.0
-62.7347,-62.7346787263,0.01,1353.99716216,0.01,1.0,1.0,,500.0,0.01,2,-62.7347,500,3.50449e-18,-62.7346787263,1.0,1353.99716216,100,100.0,1.0,36.6123,90.81,-62.7346787263,1.0
-62.6438,-62.5529962987,0.005,1346.03615499,0.005,1.0,1.0,,500.0,0.005,2,-62.6438,500,2.1793e-19,-62.5529962987,1.0,1346.03615499,100,200.000000102,1.0,36.5585,90.49,-62.5529962987,1.0
-63.8752,-66.3380368726,0.00333333,2594.79764615,0.00333333,1.0,1.0,,500.0,0.00333333,2,-63.8752,500,5.43914e-20,-66.3380368726,1.0,2594.79764615,100,299.999969474,1.0,41.837,95.52,-66.3380368726,1.0
-63.2073,-61.203620467,0.0025,1355.09239277,0.0025,1.0,1.0,,500.0,0.0025,2,-63.2073,500,5.4346e-20,-61.203620467,1.0,1355.09239277,100,400.0,1.0,40.6137,88.19,-61.203620467,1.0
-63.9001,-66.6710786456,0.002,2602.41482021,0.002,1.0,1.0,,500.0,0.002,1,-63.9001,500,5.43187e-20,-66.6710786456,1.0,2602.41482021,100,500.000006643,1.0,42.8576,95.63,-66.6710786456,1.0
-70.1258,-70.12582013,0.01,3829.94564389,0.01,1.0,1.0,,500.0,0.01,2,-70.1258,500,3.50449e-18,-70.12582013,1.0,3829.94564389,100,100.0,1.0,61.5763,99.53,-70.12582013,1.0
-68.4355,-66.7452111353,0.005,2594.25761896,0.005,1.0,1.0,,500.0,0.005,2,-68.4355,500,2.1793e-19,-66.7452111353,1.0,2594.25761896,100,200.000000102,1.0,56.4166,95.7,-66.7452111353,1.0
-68.0088,-67.1553849198,0.00333333,2586.84211876,0.00333333,1.0,1.0,,500.0,0.00333333,2,-68.0088,500,5.43914e-20,-67.1553849198,1.0,2586.84211876,100,299.999969474,1.0,54.5519,96.13,-67.1553849198,1.0
-66.6106,-62.4159388411,0.0025,1330.89925416,0.0025,1.0,1.0,,500.0,0.0025,2,-66.6106,500,5.4346e-20,-62.4159388411,1.0,1330.89925416,100,400.0,1.0,50.6675,89.97,-62.4159388411,1.0
-65.1782,-59.4487953576,0.002,75.5180925267,0.002,1.0,1.0,,500.0,0.002,1,-65.1782,500,5.43187e-20,-59.4487953576,1.0,75.5180925267,100,500.000006643,1.0,45.5732,87.5,-59.4487953576,1.0
-58.8395,-58.8395019823,0.01,70.7944335778,0.01,1.0,1.0,,500.0,0.01,2,-58.8395,500,3.50449e-18,-58.8395019823,1.0,70.7944335778,100,100.0,1.0,8.37177,85.94,-58.8395019823,1.0
-62.0813,-65.3231909628,0.005,2601.72264936,0.005,1.0,1.0,,500.0,0.005,2,-62.0813,500,2.1793e-19,-65.3231909628,1.0,2601.72264936,100,200.000000102,1.0,36.5158,93.51,-65.3231909628,1.0
-62.1222,-62.203971182,0.00333333,1335.31837542,0.00333333,1.0,1.0,,500.0,0.00333333,2,-62.1222,500,5.43914e-20,-62.203971182,1.0,1335.31837542,100,299.999969474,1.0,36.4636,90.57,-62.203971182,1.0
-61.9313,-61.3585315651,0.0025,1338.33259809,0.0025,1.0,1.0,,500.0,0.0025,2,-61.9313,500,5.4346e-20,-61.3585315651,1.0,1338.33259809,100,400.0,1.0,36.4492,88.65,-61.3585315651,1.0
-61.8121,-61.3352994639,0.002,1339.0977273,0.002,1.0,1.0,,500.0,0.002,1,-61.8121,500,5.43187e-20,-61.3352994639,1.0,1339.0977273,100,500.000006643,1.0,36.4422,88.42,-61.3352994639,1.0
-74.2165,-74.216498836,0.01,5027.76166313,0.01,1.0,1.0,,500.0,0.01,2,-74.2165,500,3.50449e-18,-74.216498836,1.0,5027.76166313,100,100.0,1.0,70.5513,104.19,-74.216498836,1.0
-67.9348,-61.6532008794,0.005,1351.84093066,0.005,1.0,1.0,,500.0,0.005,2,-67.9348,500,2.1793e-19,-61.6532008794,1.0,1351.84093066,100,200.000000102,1.0,56.5452,89.05,-61.6532008794,1.0
-65.7427,-61.3583957995,0.00333333,1341.70544151,0.00333333,1.0,1.0,,500.0,0.00333333,2,-65.7427,500,5.43914e-20,-61.3583957995,1.0,1341.70544151,100,299.999969474,1.0,50.8326,88.79,-61.3583957995,1.0
-65.6927,-65.5425254953,0.0025,2614.30496515,0.0025,1.0,1.0,,500.0,0.0025,2,-65.6927,500,5.4346e-20,-65.5425254953,1.0,2614.30496515,100,400.0,1.0,50.843,94.06,-65.5425254953,1.0
-65.0899,-62.6788853906,0.002,1345.63089194,0.002,1.0,1.0,,500.0,0.002,1,-65.0899,500,5.43187e-20,-62.6788853906,1.0,1345.63089194,100,500.000006643,1.0,48.3311,90.89,-62.6788853906,1.0
-61.9156,-61.9155884062,0.01,1348.61805615,0.01,1.0,1.0,,500.0,0.01,2,-61.9156,500,3.50449e-18,-61.9155884062,1.0,1348.61805615,100,100.0,1.0,36.5395,89.66,-61.9155884062,1.0
-61.3312,-60.7468064134,0.005,1350.94553737,0.005,1.0,1.0,,500.0,0.005,2,-61.3312,500,2.1793e-19,-60.7468064134,1.0,1350.94553737,100,200.000000102,1.0,36.5599,87.73,-60.7468064134,1.0
-63.3017,-67.2427429126,0.00333333,2592.14927231,0.00333333,1.0,1.0,,500.0,0.00333333,2,-63.3017,500,5.43914e-20,-67.2427429126,1.0,2592.14927231,100,299.999969474,1.0,41.8839,96.66,-67.2427429126,1.0
-64.0373,-66.243916768,0.0025,2598.42495658,0.0025,1.0,1.0,,500.0,0.0025,2,-64.0373,500,5.4346e-20,-66.243916768,1.0,2598.42495658,100,400.0,1.0,44.2767,95.12,-66.243916768,1.0
-64.6563,-67.1326521903,0.002,2595.28766196,0.002,1.0,1.0,,500.0,0.002,1,-64.6563,500,5.43187e-20,-67.1326521903,1.0,2595.28766196,100,500.000006643,1.0,45.648,96.52,-67.1326521903,1.0
-59.1024,-59.1024240956,0.01,47.9764926999,0.01,1.0,1.0,,500.0,0.01,2,-59.1024,500,3.50449e-18,-59.1024240956,1.0,47.9764926999,100,100.0,1.0,6.89179,86.4,-59.1024240956,1.0
-64.7178,-70.3331330821,0.005,3843.78233272,0.005,1.0,1.0,,500.0,0.005,2,-64.7178,500,2.1793e-19,-70.3331330821,1.0,3843.78233272,100,200.000000102,1.0,44.2488,99.75,-70.3331330821,1.0
-66.5287,-70.1505005471,0.00333333,3814.08997426,0.00333333,1.0,1.0,,500.0,0.00333333,2,-66.5287,500,5.43914e-20,-70.1505005471,1.0,3814.08997426,100,299.999969474,1.0,50.7002,99.67,-70.1505005471,1.0
-66.5524,-66.6235815649,0.0025,2589.93812335,0.0025,1.0,1.0,,500.0,0.0025,2,-66.5524,500,5.4346e-20,-66.6235815649,1.0,2589.93812335,100,400.0,1.0,50.6843,95.43,-66.6235815649,1.0
-65.866,-63.1201665798,0.002,1330.51213948,0.002,1.0,1.0,,500.0,0.002,1,-65.866,500,5.43187e-20,-63.1201665798,1.0,1330.51213948,100,500.000006643,1.0,48.171,91.6,-63.1201665798,1.0
-63.4032,-63.4031964354,0.01,1325.19673996,0.01,1.0,1.0,,500.0,0.01,2,-63.4032,500,3.50449e-18,-63.4031964354,1.0,1325.19673996,100,100.0,1.0,36.2208,92.39,-63.4031964354,1.0
-62.4497,-61.4962785189,0.005,1359.59943008,0.005,1.0,1.0,,500.0,0.005,2,-62.4497,500,2.1793e-19,-61.4962785189,1.0,1359.59943008,100,200.000000102,1.0,36.4676,88.87,-61.4962785189,1.0
-65.2846,-70.9541677871,0.00333333,3797.52359382,0.00333333,1.0,1.0,,500.0,0.00333333,2,-65.2846,500,5.43914e-20,-70.9541677871,1.0,3797.52359382,100,299.999969474,1.0,46.4311,100.23,-70.9541677871,1.0
-64.8033,-63.3596000013,0.0025,1346.40509945,0.0025,1.0,1.0,,500.0,0.0025,2,-64.8033,500,5.4346e-20,-63.3596000013,1.0,1346.40509945,100,400.0,1.0,44.168,91.42,-63.3596000013,1.0
-65.7319,-69.4464897974,0.002,3843.0523734,0.002,1.0,1.0,,500.0,0.002,1,-65.7319,500,5.43187e-20,-69.4464897974,1.0,3843.0523734,100,500.000006643,1.0,48.2185,98.19,-69.4464897974,1.0
-61.8553,-61.8553468621,0.01,1348.97742014,0.01,1.0,1.0,,500.0,0.01,2,-61.8553,500,3.50449e-18,-61.8553468621,1.0,1348.97742014,100,100.0,1.0,36.5443,89.41,-61.8553468621,1.0
-60.7214,-59.5874086948,0.005,54.6073292679,0.005,1.0,1.0,,500.0,0.005,2,-60.7214,500,2.1793e-19,-59.5874086948,1.0,54.6073292679,100,200.000000102,1.0,26.383,87.31,-59.5874086948,1.0
-63.7197,-69.7162147714,0.00333333,3842.06155082,0.00333333,1.0,1.0,,500.0,0.00333333,2,-63.7197,500,5.43914e-20,-69.7162147714,1.0,3842.06155082,100,299.999969474,1.0,41.8318,98.94,-69.7162147714,1.0
-63.3442,-62.2176678613,0.0025,1349.90731647,0.0025,1.0,1.0,,500.0,0.0025,2,-63.3442,500,5.4346e-20,-62.2176678613,1.0,1349.90731647,100,400.0,1.0,40.5826,90.06,-62.2176678613,1.0
-63.7952,-65.5993865037,0.002,2626.34046455,0.002,1.0,1.0,,500.0,0.002,1,-63.7952,500,5.43187e-20,-65.5993865037,1.0,2626.34046455,100,500.000006643,1.0,42.8764,93.9,-65.5993865037,1.0
-61.6717,-61.6717180029,0.01,1335.13825878,0.01,1.0,1.0,,500.0,0.01,2,-61.6717,500,3.50449e-18,-61.6717180029,1.0,1335.13825878,100,100.0,1.0,36.3564,88.97,-61.6717180029,1.0
-64.2308,-66.7899501766,0.005,2598.29470107,0.005,1.0,1.0,,500.0,0.005,2,-64.2308,500,2.1793e-19,-66.7899501766,1.0,2598.29470107,100,200.000000102,1.0,44.1995,95.83,-66.7899501766,1.0
-63.6417,-62.463333185,0.00333333,1331.30889125,0.00333333,1.0,1.0,,500.0,0.00333333,2,-63.6417,500,5.43914e-20,-62.463333185,1.0,1331.30889125,100,299.999969474,1.0,41.7424,90.55,-62.463333185,1.0
-64.3068,-66.3020132662,0.0025,2600.00309357,0.0025,1.0,1.0,,500.0,0.0025,2,-64.3068,500,5.4346e-20,-66.3020132662,1.0,2600.00309357,100,400.0,1.0,44.1774,95.06,-66.3020132662,1.0
-64.8606,-67.1352621783,0.00200401,2583.29631702,,3.3853,3.39208,0.0230124,203.879396918,0.002,1,-64.8606,500,8.03209e-09,-67.1352621783,,2583.29631702,100,499.000292684,2.45243,45.6326,96.14,-67.1352621783,1.0
-69.4038,-69.4037721752,0.01,3821.15501145,0.01,1.0,1.0,,500.0,0.01,2,-69.4038,500,3.50449e-18,-69.4037721752,1.0,3821.15501145,100,100.0,1.0,61.5056,98.56,-69.4037721752,1.0
-65.5096,-61.6154353558,0.005,1345.69398501,0.005,1.0,1.0,,500.0,0.005,2,-65.5096,500,2.1793e-19,-61.6154353558,1.0,1345.69398501,100,200.000000102,1.0,50.7223,89.55,-61.6154353558,1.0
-63.5707,-59.6928989549,0.00333333,60.9728192087,0.00333333,1.0,1.0,,500.0,0.00333333,2,-63.5707,500,5.43914e-20,-59.6928989549,1.0,60.9728192087,100,299.999969474,1.0,41.747,87.83,-59.6928989549,1.0
-66.1107,-73.7305991299,0.0025,5004.65436762,0.0025,1.0,1.0,,500.0,0.0025,2,-66.1107,500,5.4346e-20,-73.7305991299,1.0,5004.65436762,100,400.0,1.0,50.6469,104.14,-73.7305991299,1.0
-65.2979,-62.0465657356,0.002,1343.36543808,0.002,1.0,1.0,,500.0,0.002,1,-65.2979,500,5.43187e-20,-62.0465657356,1.0,1343.36543808,100,500.000006643,1.0,48.1739,90.06,-62.0465657356,1.0
-67.0899,-67.0899069273,0.01,2599.70013158,0.01,1.0,1.0,,500.0,0.01,2,-67.0899,500,3.50449e-18,-67.0899069273,1.0,2599.70013158,100,100.0,1.0,50.7317,96.4,-67.0899069273,1.0
-63.6321,-60.1743876739,0.005,64.3349010584,0.005,1.0,1.0,,500.0,0.005,2,-63.6321,500,2.1793e-19,-60.1743876739,1.0,64.3349010584,100,200.000000102,1.0,36.4781,88.69,-60.1743876739,1.0
-65.0766,-67.9653487864,0.00333333,2573.73781286,0.00333333,1.0,1.0,,500.0,0.00333333,2,-65.0766,500,5.43914e-20,-67.9653487864,1.0,2573.73781286,100,299.999969474,1.0,41.7206,97.83,-67.9653487864,1.0
-66.1692,-69.4471702012,0.0025,3832.50708042,0.0025,1.0,1.0,,500.0,0.0025,2,-66.1692,500,5.4346e-20,-69.4471702012,1.0,3832.50708042,100,400.0,1.0,47.514,97.91,-69.4471702012,1.0
-64.6093,-58.3696258709,0.002,60.2977556369,0.002,1.0,1.0,,500.0,0.002,1,-64.6093,500,5.43187e-20,-58.3696258709,1.0,60.2977556369,100,500.000006643,1.0,42.7521,85.58,-58.3696258709,1.0
-62.8999,-62.8999421746,0.01,1346.01104913,0.01,1.0,1.0,,500.0,0.01,2,-62.8999,500,3.50449e-18,-62.8999421746,1.0,1346.01104913,100,100.0,1.0,36.5041,91.3,-62.8999421746,1.0
-63.3374,-63.7749432392,0.005,1345.71185394,0.005,1.0,1.0,,500.0,0.005,2,-63.3374,500,2.1793e-19,-63.7749432392,1.0,1345.71185394,100,200.000000102,1.0,36.5047,92.55,-63.7749432392,1.0
-63.0619,-62.5107438383,0.00333333,1338.7979283,0.00333333,1.0,1.0,,500.0,0.00333333,2,-63.0619,500,5.43914e-20,-62.5107438383,1.0,1338.7979283,100,299.999969474,1.0,36.474,90.91,-62.5107438383,1.0
-62.9359,-62.557936938,0.0025,1352.83950723,0.0025,1.0,1.0,,500.0,0.0025,2,-62.9359,500,5.4346e-20,-62.557936938,1.0,1352.83950723,100,400.0,1.0,36.5053,90.69,-62.557936938,1.0
-64.0857,-68.6850022025,0.002,3844.89114006,0.002,1.0,1.0,,500.0,0.002,1,-64.0857,500,5.43187e-20,-68.6850022025,1.0,3844.89114006,100,500.000006643,1.0,42.8099,97.16,-68.6850022025,1.0
-77.6015,-77.601544684,0.01,6174.45687321,0.01,1.0,1.0,,500.0,0.01,2,-77.6015,500,3.50449e-18,-77.601544684,1.0,6174.45687321,100,100.0,1.0,78.1838,108.24,-77.601544684,1.0
-73.6339,-69.6662601998,0.005,3844.60889231,0.005,1.0,1.0,,500.0,0.005,2,-73.6339,500,2.1793e-19,-69.6662601998,1.0,3844.60889231,100,200.000000102,1.0,70.535,98.61,-69.6662601998,1.0
-69.1234,-60.1022676671,0.00333333,58.2674001654,0.00333333,1.0,1.0,,500.0,0.00333333,2,-69.1234,500,5.43914e-20,-60.1022676671,1.0,58.2674001654,100,299.999969474,1.0,58.1094,88.13,-60.1022676671,1.0
-68.8051,-67.8503212608,0.0025,2586.70964773,0.0025,1.0,1.0,,500.0,0.0025,2,-68.8051,500,5.4346e-20,-67.8503212608,1.0,2586.70964773,100,400.0,1.0,56.3298,97.56,-67.8503212608,1.0
-69.1517,-70.5379951304,0.002,3810.67401747,0.002,1.0,1.0,,500.0,0.002,1,-69.1517,500,5.43187e-20,-70.5379951304,1.0,3810.67401747,100,500.000006643,1.0,57.3884,100.2,-70.5379951304,1.0
-58.2941,-58.2940967359,0.01,64.4070130817,0.01,1.0,1.0,,500.0,0.01,2,-58.2941,500,3.50449e-18,-58.2940967359,1.0,64.4070130817,100,100.0,1.0,7.98517,85.08,-58.2940967359,1.0
-60.7725,-63.2509682094,0.005,1334.31593665,0.005,1.0,1.0,,500.0,0.005,2,-60.7725,500,2.1793e-19,-63.2509682094,1.0,1334.31593665,100,200.000000102,1.0,26.4293,91.76,-63.2509682094,1.0
-62.1391,-64.8720813844,0.00333333,2618.63341093,0.00333333,1.0,1.0,,500.0,0.00333333,2,-62.1391,500,5.43914e-20,-64.8720813844,1.0,2618.63341093,100,299.999969474,1.0,36.5179,92.49,-64.8720813844,1.0
-64.8659,-73.04659878,0.0025,5038.26682229,0.0025,1.0,1.0,,500.0,0.0025,2,-64.8659,500,5.4346e-20,-73.04659878,1.0,5038.26682229,100,400.0,1.0,47.6387,102.78,-73.04659878,1.0
-65.8254,-69.6634340717,0.002,3821.8670198,0.002,1.0,1.0,,500.0,0.002,1,-65.8254,500,5.43187e-20,-69.6634340717,1.0,3821.8670198,100,500.000006643,1.0,50.754,98.88,-69.6634340717,1.0
-69.586,-69.585968062,0.01,3831.93851987,0.01,1.0,1.0,,500.0,0.01,2,-69.586,500,3.50449e-18,-69.585968062,1.0,3831.93851987,100,100.0,1.0,61.5924,98.13,-69.585968062,1.0
-71.2476,-72.9092758404,0.005,5045.0119464,0.005,1.0,1.0,,500.0,0.005,2,-71.2476,500,2.1793e-19,-72.9092758404,1.0,5045.0119464,100,200.000000102,1.0,66.3088,102.3,-72.9092758404,1.0
-68.8774,-64.1369004472,0.00333333,1319.21413667,0.00333333,1.0,1.0,,500.0,0.00333333,2,-68.8774,500,5.43914e-20,-64.1369004472,1.0,1319.21413667,100,299.999969474,1.0,58.1189,92.74,-64.1369004472,1.0
-68.3673,-66.8369817737,0.0025,2583.43971521,0.0025,1.0,1.0,,500.0,0.0025,2,-68.3673,500,5.4346e-20,-66.8369817737,1.0,2583.43971521,100,400.0,1.0,56.3342,95.84,-66.8369817737,1.0
-70.5367,-79.2143256488,0.002,7401.36505816,0.002,1.0,1.0,,500.0,0.002,1,-70.5367,500,5.43187e-20,-79.2143256488,1.0,7401.36505816,100,500.000006643,1.0,63.4281,108.81,-79.2143256488,1.0
-66.399,-66.3990510976,0.01,2605.16623245,0.01,1.0,1.0,,500.0,0.01,2,-66.399,500,3.50449e-18,-66.3990510976,1.0,2605.16623245,100,100.0,1.0,50.785,95.0,-66.3990510976,1.0
-65.7389,-65.0786763047,0.005,2609.62940663,0.005,1.0,1.0,,500.0,0.005,2,-65.7389,500,2.1793e-19,-65.0786763047,1.0,2609.62940663,100,200.000000102,1.0,50.811,92.92,-65.0786763047,1.0
-65.8257,-65.9993660791,0.00333333,2597.34754438,0.00333333,1.0,1.0,,500.0,0.00333333,2,-65.8257,500,5.43914e-20,-65.9993660791,1.0,2597.34754438,100,299.999969474,1.0,50.7771,94.55,-65.9993660791,1.0
-66.0676,-66.7934285221,0.0025,2580.07229316,0.0025,1.0,1.0,,500.0,0.0025,2,-66.0676,500,5.4346e-20,-66.7934285221,1.0,2580.07229316,100,400.0,1.0,50.7196,95.71,-66.7934285221,1.0
-65.3552,-62.5053514342,0.002,1333.87456086,0.002,1.0,1.0,,500.0,0.002,1,-65.3552,500,5.43187e-20,-62.5053514342,1.0,1333.87456086,100,500.000006643,1.0,48.2091,90.51,-62.5053514342,1.0
-63.8465,-63.8465233988,0.01,1335.46018559,0.01,1.0,1.0,,500.0,0.01,2,-63.8465,500,3.50449e-18,-63.8465233988,1.0,1335.46018559,100,100.0,1.0,36.3608,92.56,-63.8465233988,1.0
-62.8129,-61.7791874786,0.005,1337.92757452,0.005,1.0,1.0,,500.0,0.005,2,-62.8129,500,2.1793e-19,-61.7791874786,1.0,1337.92757452,100,200.000000102,1.0,36.3922,88.72,-61.7791874786,1.0
-62.4322,-61.6707996398,0.00333333,1359.31894818,0.00333333,1.0,1.0,,500.0,0.00333333,2,-62.4322,500,5.43914e-20,-61.6707996398,1.0,1359.31894818,100,299.999969474,1.0,36.4938,89.07,-61.6707996398,1.0
-62.8791,-64.2198237777,0.0025,2614.18854107,0.0025,1.0,1.0,,500.0,0.0025,2,-62.8791,500,5.4346e-20,-64.2198237777,1.0,2614.18854107,100,400.0,1.0,40.5766,91.4,-64.2198237777,1.0
-63.0228,-63.5978475423,0.002,1339.03265407,0.002,1.0,1.0,,500.0,0.002,1,-63.0228,500,5.43187e-20,-63.5978475423,1.0,1339.03265407,100,500.000006643,1.0,39.7791,92.26,-63.5978475423,1.0
-63.7063,-63.706332861,0.01,1343.41752689,0.01,1.0,1.0,,500.0,0.01,2,-63.7063,500,3.50449e-18,-63.706332861,1.0,1343.41752689,100,100.0,1.0,36.4689,92.69,-63.706332861,1.0
-63.4978,-63.2893631828,0.005,1344.67641384,0.005,1.0,1.0,,500.0,0.005,2,-63.4978,500,2.1793e-19,-63.2893631828,1.0,1344.67641384,100,200.000000102,1.0,36.4781,91.4,-63.2893631828,1.0
