LearnableVariance,VarianceInit,EpRewMean,InitialReturnMax,EpLenMean,StdIW,MeanIWNorm,StdIWNorm,MaxIWNorm,ReturnMeanIW,EpThisIter,TimeElapsed,InitialReturnMin,Iteration,EpisodesSoFar,EmpiricalD2,OptimizationReturnMean,MinIW,Bound,InitialReturnStd,ReturnStepMax,Weights,InitialReturnMean,InitialBound,TimestepsSoFar,OptimizationReturnMin,MinIWNorm,OptimizationReturnMax,ESSRenyi,MeanEntropy,J_sample_variance,MeanIW,ESSClassic,ReturnStepMaxmin,MaxIW
True,-1,326.2269783478659,439.91272,33.63636363636363,3.1426406,0.15611716,0.2856946,1.0492508,583.4973,11,5394.856813192368,189.90367,2756,30316,3.2148561,136.3233,0.036042795,292.22678,58.513195,10.0,[-1.997  0.326 -1.807 -0.312 -4.727],326.22696,163.77846,833611,,0.0032766177,250.00905,3.421615,-3.3090558,364939.72,1.7172889,2.5293725,10.0,11.5417595
True,-1,323.51739765115184,419.83328,33.36363636363637,0.27276275,0.10327068,0.024796613,0.14037369,363.42615,11,5397.110108613968,189.91156,2757,30327,1.0753478,133.60585,0.6086006,202.65778,74.97324,10.0,[-1.996  0.325 -1.809 -0.315 -4.728],323.5174,168.48369,833978,,0.05532733,229.92172,10.229249,-3.309809,60208.777,1.1359776,10.400376,10.0,1.5441105
True,-1,324.4077418070592,459.91888,33.45454545454545,1.4915498,0.12734923,0.13559546,0.44273162,448.50595,11,5399.546331882477,179.92917,2758,30338,2.0404966,144.47856,0.14446267,205.90166,78.30669,9.999999,[-1.998  0.324 -1.813 -0.314 -4.729],324.40775,154.57144,834346,,0.013132971,279.98972,5.390845,-3.3093257,126595.805,1.4008416,5.155368,9.999999,4.8700476
True,-1,348.9704271571948,579.75104,35.90909090909091,0.8169274,0.10906538,0.07426613,0.33537465,479.15143,11,5401.857189416885,189.92984,2759,30349,1.367751,159.04059,0.5605413,228.77446,116.078125,10.0,[-1.997  0.326 -1.815 -0.317 -4.728],348.97043,134.88318,834741,,0.0509583,389.8212,8.042399,-3.3095639,223170.95,1.1997193,7.515363,10.0,3.689121
True,-1,344.4132534577048,469.86618,35.45454545454545,0.52058774,0.115051486,0.04732616,0.2427937,460.42523,11,5404.2267010211945,189.91286,2760,30360,1.1677213,154.5004,0.5405012,272.92877,83.04819,10.0,[-2.003  0.326 -1.82  -0.315 -4.728],344.41324,170.90369,835131,,0.04913647,279.9533,9.420056,-3.3090813,97775.43,1.2655662,9.408086,10.0,2.6707306
True,-1,288.9720407614636,349.8856,29.90909090909091,2.3907268,0.15190476,0.2173388,0.69615513,528.43994,11,5407.029302597046,179.89787,2761,30371,4.2616878,109.07417,0.043016415,261.71344,68.00284,9.999997,[-2.007  0.327 -1.824 -0.316 -4.728],288.97205,159.76823,835460,,0.0039105834,169.98772,2.581137,-3.3110366,242019.98,1.6709523,3.6100311,9.999997,7.6577063
True,-1,308.97567761929326,389.90115,31.90909090909091,2.151256,0.13696605,0.19556873,0.73233736,476.70807,11,5409.275713920593,189.90623,2762,30382,2.577792,119.06945,0.20480418,245.54005,64.71802,9.999999,[-2.004  0.326 -1.818 -0.311 -4.73 ],308.97568,164.99516,835811,,0.018618563,199.99492,4.267218,-3.311664,178614.34,1.5066266,3.6198592,9.999999,8.055711
True,-1,376.2425304876813,579.9188,38.63636363636363,24.927217,0.7978621,2.2661107,7.9581037,4530.2847,11,5411.771714687347,199.93008,2763,30393,12.845623,176.31244,0.076997854,3762.7568,111.70274,10.0,[-2.011  0.326 -1.824 -0.308 -4.731],376.24255,162.0933,836236,,0.006999805,379.98874,0.8563228,-3.3132334,78374504.0,8.776484,1.2132045,10.0,87.53914
True,-1,324.4435813716639,539.8641,33.45454545454545,10.869906,0.56017804,0.9881733,3.048867,2247.9175,11,5414.854942321777,169.9129,2764,30404,20.63482,154.53069,0.0044795736,1342.3224,119.02623,9.999999,[-2.023  0.323 -1.835 -0.308 -4.732],324.44357,125.08559,836604,,0.00040723398,369.95117,0.5330795,-3.3141043,6996766.5,6.1619587,2.6752167,9.999999,33.537537
True,-1,336.23494837200553,609.8653,34.63636363636363,0.14561467,0.102489345,0.013237696,0.13273434,373.55133,11,5416.9429314136505,189.90845,2765,30415,1.081293,146.32649,0.96478796,139.36858,119.56009,9.999998,[-2.02   0.331 -1.836 -0.31  -4.733],336.23495,111.02727,836985,,0.087708,419.95685,10.173006,-3.3138096,68860.53,1.1273828,10.819499,9.999998,1.4600778
True,-1,336.25291446077324,579.89026,34.63636363636363,0.5857479,0.11409798,0.05324981,0.20863919,444.01477,11,5419.1559445858,189.90884,2766,30426,1.3934741,146.34406,0.55512935,191.2337,122.64198,10.0,[-2.019  0.33  -1.835 -0.309 -4.733],336.2529,122.11426,837366,,0.050466307,389.9814,7.8939395,-3.3144474,107742.266,1.2550778,9.032599,10.0,2.295031
True,-1,297.1612873315592,429.90784,30.727272727272727,1.8477191,0.20705058,0.16797447,0.52647024,639.87213,11,5421.7261798381805,189.88922,2767,30437,3.225056,107.272064,0.13850904,354.77472,71.10089,10.0,[-2.021  0.331 -1.837 -0.309 -4.733],297.16125,138.4073,837704,,0.012591731,240.01862,3.4107935,-3.3147233,303285.7,2.2775564,6.6338468,10.0,5.7911725
True,-1,299.87602595685644,399.86868,31.0,9.421738,0.45903203,0.85652167,2.3211904,1737.8068,11,5423.846924543381,179.90839,2768,30448,25.202398,119.96764,0.0048520877,996.51764,70.5641,9.999998,[-2.023  0.329 -1.836 -0.304 -4.734],299.876,152.21474,838045,,0.0004410989,219.9603,0.4364664,-3.3155646,4315209.0,5.049352,2.4544282,9.999998,25.533094
True,-1,293.51809936828965,379.92255,30.363636363636363,0.20882061,0.09745911,0.018983694,0.13425764,316.4372,11,5426.031709194183,189.90244,2769,30459,1.0279121,103.615654,0.7576666,174.19699,66.21959,9.999998,[-2.019  0.333 -1.838 -0.31  -4.734],293.5181,153.22243,838379,,0.068878785,190.02011,10.7013035,-3.315892,51954.137,1.0720501,10.597896,9.999998,1.476834
True,-1,418.07462443033006,689.9176,42.81818181818182,1.1153858,0.122334056,0.10139871,0.35361657,609.49945,11,5428.57501077652,249.88657,2770,30470,2.0193453,168.18806,0.17689428,247.46341,137.51974,10.0,[-2.015  0.332 -1.838 -0.309 -4.735],418.07462,163.3057,838850,,0.016081298,440.03104,5.44731,-3.3146098,366684.06,1.3456746,6.5203676,10.0,3.8897822
True,-1,358.94737774631676,469.89978,36.90909090909091,0.44756803,0.10528317,0.040688,0.18354271,420.35895,11,5430.913719654083,219.89812,2771,30481,1.2410398,139.04926,0.55396163,227.05205,71.16184,10.0,[-2.012  0.333 -1.839 -0.313 -4.734],358.94736,185.4254,839256,,0.05036015,250.00166,8.863536,-3.3125877,79578.79,1.1581149,9.570598,10.0,2.0189698
True,-1,325.3263016473757,589.82825,33.54545454545455,0.36470962,0.1042078,0.03315542,0.1635874,368.84418,11,5433.480530023575,199.91232,2772,30492,1.1032386,125.41397,0.54474884,140.06865,102.87962,9.999997,[-2.007  0.332 -1.833 -0.311 -4.732],325.3263,107.51781,839625,,0.049522623,389.91592,9.970645,-3.312033,71503.39,1.1462857,9.9888315,9.999997,1.7994615
True,-1,261.7108501715957,499.81775,27.181818181818183,2.0982792,0.13642417,0.19075264,0.7134234,557.01074,11,5435.363013267517,179.90804,2773,30503,2.434375,81.80281,0.18375874,269.03577,103.44719,9.999998,[-2.009  0.332 -1.837 -0.312 -4.731],261.71085,77.140915,839924,,0.01670534,319.90973,4.5186133,-3.3149397,635940.6,1.500666,3.7224383,9.999998,7.8476567
True,-1,428.9699675006336,609.88324,43.90909090909091,0.42442444,0.10272732,0.038584042,0.18045966,483.01196,11,5438.728207111359,179.9157,2774,30514,1.1968995,249.05429,0.4004833,236.62099,124.48317,9.999999,[-2.021  0.337 -1.842 -0.314 -4.734],428.97,203.75566,840407,,0.036407575,429.96753,9.1904125,-3.3153458,76826.58,1.1300004,9.640051,9.999999,1.9850563
True,-1,390.7757472460315,729.8179,40.09090909090909,0.7608382,0.12886046,0.069167115,0.29698765,548.4205,11,5441.169051647186,319.8615,2775,30525,1.437735,70.91424,0.59931916,225.27118,110.147964,9.999996,[-2.021  0.338 -1.843 -0.316 -4.734],390.77576,121.272644,840848,,0.054483563,409.95636,7.6509233,-3.3161361,252394.55,1.4174649,8.539636,9.999996,3.266864
True,-1,377.1678176582646,559.8666,38.72727272727273,7.9429445,0.35967943,0.72208595,2.527596,1663.4685,11,5443.791933059692,189.93028,2776,30536,15.150354,187.23753,0.22747633,858.74774,119.761696,9.999999,[-2.021  0.339 -1.845 -0.318 -4.735],377.16785,170.42342,841274,,0.020679668,369.93628,0.7260556,-3.3157012,4298269.5,3.9564736,2.1867113,9.999999,27.803555
True,-1,308.9669938910986,499.91132,31.90909090909091,0.21279024,0.09724975,0.019344566,0.12827285,339.71365,11,5446.13485455513,179.90155,2777,30547,1.0906299,129.06543,0.6650311,146.92523,96.98135,9.999999,[-2.022  0.341 -1.843 -0.313 -4.735],308.96698,124.36249,841625,,0.06045737,320.00977,10.085915,-3.3161561,57931.0,1.0697472,10.581321,9.999999,1.4110012
True,-1,301.7055282996075,489.88873,31.181818181818183,9.780764,0.4695053,0.88916034,2.8758779,1801.758,11,5448.2440185546875,189.89423,2778,30558,16.852522,111.8113,0.006895615,1059.1167,92.6147,9.999999,[-2.024  0.34  -1.845 -0.311 -4.735],301.70554,120.80214,841968,,0.0006268741,299.9945,0.6527213,-3.3152745,3431928.0,5.164558,2.398307,9.999999,31.634655
True,-1,342.6029409913765,459.91876,35.27272727272727,0.15582125,0.09387229,0.014165568,0.11796564,357.401,11,5450.58858704567,179.91458,2779,30569,1.0280799,162.68837,0.77873653,185.19678,76.87118,10.0,[-2.018  0.344 -1.846 -0.318 -4.734],342.60294,172.76668,842356,,0.07079423,280.00418,10.699558,-3.3133893,44913.28,1.0325952,10.755091,10.0,1.297622
True,-1,334.4179389698583,589.7742,34.45454545454545,48.205204,1.535677,4.3822913,15.38515,5483.6133,11,5452.478421211243,179.91428,2780,30580,78.59225,154.50365,0.04156676,3552.8682,132.52957,9.999999,[-2.016  0.344 -1.843 -0.318 -4.732],334.41794,116.629395,842735,,0.0037787964,409.8599,0.13996291,-3.3114202,67985370.0,16.892448,1.2030615,9.999999,169.23665
True,-1,388.9588236711981,599.75586,39.90909090909091,1.0300307,0.13989429,0.09363916,0.30621123,566.7154,11,5455.604895353317,199.91568,2781,30591,1.6245475,189.04315,0.34129545,284.42896,105.93866,10.0,[-2.023  0.338 -1.85  -0.318 -4.73 ],388.9588,167.48428,843174,,0.03102686,399.84018,6.7711163,-3.313239,139756.44,1.5388371,7.5964847,10.0,3.3683233
True,-1,335.33110991584647,429.86786,34.54545454545455,0.4910101,0.099911205,0.044637285,0.16250157,372.19928,11,5457.763046979904,199.8934,2782,30602,1.1979188,135.4377,0.35709405,198.46002,57.116425,10.0,[-2.024  0.338 -1.841 -0.317 -4.732],335.3311,176.59189,843554,,0.032463096,229.97446,9.182592,-3.313829,64808.688,1.0990233,9.169701,10.0,1.7875173
True,-1,378.9504234736159,569.92163,38.90909090909091,3.2020626,0.15743895,0.29109663,1.0728943,773.36975,11,5459.668504953384,179.90196,2783,30613,3.5479813,199.04843,0.049623493,376.9502,120.32128,10.0,[-2.026  0.336 -1.844 -0.316 -4.733],378.9504,168.49294,843982,,0.004511227,390.01965,3.1003547,-3.31397,1409158.4,1.7318286,2.4894688,10.0,11.801838
True,-1,372.61967486544887,569.8484,38.27272727272727,0.76503444,0.11879246,0.069548585,0.30971593,493.09604,11,5462.894597530365,179.91415,2784,30624,1.3679795,192.70552,0.714057,246.97517,105.90836,9.999999,[-2.027  0.333 -1.843 -0.314 -4.733],372.61966,162.18922,844403,,0.06491428,389.93423,8.041056,-3.3161547,121270.586,1.306717,8.19204,9.999999,3.4068751
True,-1,325.3043866815405,439.85297,33.54545454545455,0.5415534,0.10990879,0.04923212,0.21373895,381.56512,11,5465.269452571869,189.915,2785,30635,1.2923203,135.38939,0.49559236,196.91827,73.746796,9.999998,[-2.031  0.333 -1.846 -0.313 -4.735],325.30438,162.87791,844772,,0.04505385,249.93797,8.511822,-3.3165152,71405.49,1.2089967,9.161728,9.999998,2.3511283
True,-1,328.07468447396013,419.90283,33.81818181818182,2.750766,0.16752745,0.25006968,0.8707227,669.11145,11,5467.541388511658,179.9077,2786,30646,4.4114866,148.16698,0.037445303,343.43182,72.71045,9.999998,[-2.031  0.332 -1.845 -0.313 -4.735],328.0747,173.01532,845144,,0.0034041186,239.99513,2.4934905,-3.315701,470534.72,1.8428019,3.4074934,9.999998,9.57795
True,-1,296.2553947464397,529.891,30.636363636363637,0.23882023,0.103983425,0.02171093,0.13384818,324.49762,11,5469.577350139618,179.9033,2787,30657,1.0731739,116.3521,0.60093486,121.78963,127.212166,9.999999,[-2.029  0.335 -1.847 -0.319 -4.735],296.2554,100.580215,845481,,0.054630443,349.98767,10.2499695,-3.3161895,66008.31,1.1438175,10.540494,9.999999,1.4723299
True,-1,367.1472855943331,599.8948,37.72727272727273,0.5819027,0.10848668,0.05290025,0.19249943,446.36606,11,5471.6880440711975,199.90334,2788,30668,1.2578628,167.24396,0.46087128,197.91492,126.91994,9.999999,[-2.03   0.336 -1.849 -0.319 -4.735],367.14728,145.62146,845896,,0.04189739,399.99146,8.744992,-3.3155184,99108.18,1.1933535,8.886928,9.999999,2.1174936
True,-1,360.79225923420165,599.8963,37.09090909090909,0.23418714,0.09582105,0.021289742,0.13756202,380.30518,11,5473.694977283478,179.9144,2789,30679,1.0681822,180.87787,0.7185386,151.35123,115.71914,9.999999,[-2.031  0.338 -1.852 -0.32  -4.734],360.79227,139.26588,846304,,0.06532169,419.9819,10.297869,-3.315456,56212.438,1.0540315,10.48253,9.999999,1.5131822
True,-1,339.8580674614272,469.77615,35.0,0.8806583,0.11488977,0.08005985,0.28418767,465.70212,11,5475.853328466415,179.93053,2790,30690,1.783397,159.92755,0.1109399,234.03506,68.74331,10.0,[-2.03   0.338 -1.852 -0.32  -4.734],339.8581,166.38173,846689,,0.010085446,289.84564,6.168004,-3.314676,125379.93,1.2637875,7.404483,10.0,3.1260643
True,-1,363.5137676136464,449.836,37.36363636363637,0.23553996,0.10359752,0.021412725,0.14744326,411.40704,11,5478.304476976395,179.92267,2791,30701,1.161829,183.59111,0.7985985,232.35692,70.72541,10.0,[-2.028  0.341 -1.852 -0.32  -4.734],363.51376,197.40082,847100,,0.072599865,269.91333,9.467831,-3.314914,54036.043,1.1395726,10.549317,10.0,1.6218759
True,-1,397.1368688231749,649.74896,40.72727272727273,40.556744,1.2177751,3.6869767,12.875252,4579.6694,11,5480.689492464066,189.89941,2792,30712,71.50414,207.23746,0.003723252,2550.77,109.517494,9.999999,[-2.029  0.34  -1.851 -0.319 -4.734],397.13684,157.2012,847548,,0.00033847746,459.84955,0.15383723,-3.3156946,47703132.0,13.395524,1.0819778,9.999999,141.62776
True,-1,403.50557364053054,679.91296,41.36363636363637,0.73125756,0.15220155,0.06647796,0.2636172,648.9977,11,5483.337421178818,179.91069,2793,30723,1.681581,223.59486,0.70538545,323.41486,141.62814,9.999999,[-2.029  0.332 -1.842 -0.316 -4.735],403.50555,152.43106,848003,,0.064125955,500.00226,6.541463,-3.315782,170513.67,1.6742171,9.237698,9.999999,2.8997889
True,-1,366.23680380104264,489.83624,37.63636363636363,1.2585253,0.1298594,0.11441139,0.4375467,501.03345,11,5485.479417085648,189.9186,2794,30734,1.8194026,176.31822,0.21184586,257.0476,89.161575,9.999998,[-2.03   0.33  -1.842 -0.315 -4.735],366.2368,185.3528,848417,,0.019258715,299.91766,6.045941,-3.3159182,132223.88,1.4284533,6.192883,9.999998,4.8130136
True,-1,358.98274073761,649.9136,36.90909090909091,2.2839081,0.16886154,0.20762803,0.6420565,807.0548,11,5487.088725328445,169.92056,2795,30745,3.4565804,189.0622,0.1684331,360.85617,130.40573,10.0,[-2.031  0.328 -1.839 -0.316 -4.735],358.98276,118.98627,848823,,0.015312101,479.993,3.1823359,-3.3156755,580036.5,1.8574771,4.379232,10.0,7.0626216
True,-1,336.24016159743,539.8402,34.63636363636363,3.1980255,0.18806453,0.2907296,1.080703,671.1029,11,5489.374400854111,189.89932,2796,30756,3.7917504,146.34084,0.11769192,282.92178,110.3781,10.0,[-2.029  0.329 -1.842 -0.32  -4.735],336.24017,136.89096,849204,,0.010699266,349.9409,2.9010348,-3.316867,476557.3,2.0687099,3.2450123,10.0,11.8877325
True,-1,332.606271532462,659.8542,34.27272727272727,1.5945994,0.14540532,0.14496358,0.56171,514.8147,11,5491.499272584915,179.91078,2797,30767,1.5824174,152.6955,0.24871905,208.29544,130.23169,10.0,[-2.025  0.333 -1.842 -0.323 -4.736],332.60626,88.939026,849581,,0.022610823,479.94342,6.95139,-3.315077,207673.9,1.5994586,5.5167346,10.0,6.17881
True,-1,318.06837061872403,519.91125,32.81818181818182,2.7427537,0.18703999,0.24934125,0.7048754,620.905,11,5493.640613079071,179.92795,2798,30778,3.3773901,138.14043,0.13437481,268.07208,96.93086,10.0,[-2.029  0.335 -1.847 -0.325 -4.734],318.06836,126.078415,849942,,0.012215893,339.9833,3.2569528,-3.3142095,311505.62,2.0574396,3.9609227,10.0,7.753629
True,-1,284.4340644753915,459.85257,29.454545454545453,1.2303895,0.11144001,0.11185361,0.4596023,380.64667,11,5495.421501636505,179.90773,2799,30789,1.559993,104.526344,0.2927131,168.55225,90.86903,9.999997,[-2.028  0.336 -1.85  -0.329 -4.733],284.43408,114.62227,850266,,0.026610283,279.94482,7.0513134,-3.3130755,138466.58,1.22584,5.479626,9.999997,5.055625
True,-1,326.23165196191877,559.91174,33.63636363636363,0.3459774,0.103870876,0.031452492,0.16326527,381.539,11,5497.810453414917,189.92508,2800,30800,1.1561817,136.30658,0.6052333,159.21727,93.740204,10.0,[-2.026  0.333 -1.846 -0.327 -4.732],326.23166,119.47052,850636,,0.05502121,369.98666,9.514075,-3.3137467,83128.09,1.1425796,10.07612,10.0,1.7959179
True,-1,344.435669649631,559.90015,35.45454545454545,2.8869524,0.17335254,0.26245025,0.96448356,666.31104,11,5500.049910783768,169.9133,2801,30811,3.1208029,174.52238,0.3030972,301.05865,103.78086,10.0,[-2.024  0.332 -1.842 -0.325 -4.733],344.43567,137.67888,851026,,0.02755429,389.98685,3.524734,-3.3130157,423167.22,1.9068776,3.3413322,10.0,10.609319
True,-1,332.60265157408276,399.8998,34.27272727272727,1.4899564,0.13427943,0.13545057,0.5471522,496.9707,11,5502.3028836250305,229.9062,2802,30822,1.8430626,102.69644,0.43936998,296.4909,43.50605,9.999999,[-2.025  0.328 -1.839 -0.323 -4.732],332.60263,184.92987,851403,,0.039942726,169.9936,5.9683266,-3.3130927,154171.48,1.4770737,5.4522386,9.999999,6.0186744
True,-1,287.1649899094005,419.8877,29.727272727272727,17.760948,0.5704552,1.6146318,5.67407,1308.9528,11,5504.394909858704,179.91125,2803,30833,22.815031,107.25373,0.032055855,568.337,70.19115,10.0,[-2.026  0.331 -1.84  -0.323 -4.732],287.165,132.1112,851730,,0.0029141686,239.97644,0.48213828,-3.3129056,1532043.0,6.2750077,1.2206875,10.0,62.41477
True,-1,349.8912387762194,419.91296,36.0,14.072363,0.47253096,1.2793058,4.514563,1744.2139,11,5506.509076595306,189.91772,2804,30844,23.837336,159.9735,0.0026906177,987.1414,58.46526,9.999999,[-2.027  0.327 -1.841 -0.325 -4.732],349.89124,194.8281,852126,,0.00024460163,229.99524,0.46146098,-3.3123388,5305501.5,5.1978407,1.3205706,9.999999,49.66019
True,-1,373.50245296808976,779.852,38.36363636363637,0.32132375,0.106197424,0.02921125,0.15848765,446.42285,11,5509.11535358429,189.90685,2805,30855,1.1985862,183.59561,0.5343785,131.14307,149.36392,10.0,[-2.028  0.323 -1.842 -0.328 -4.731],373.50244,85.52304,852548,,0.048579868,589.9451,9.177479,-3.312115,124711.43,1.1681716,10.22627,10.0,1.7433641
True,-1,375.311022160731,779.8936,38.54545454545455,0.24355936,0.09817622,0.02214176,0.14856517,397.1449,11,5511.539155721664,199.89014,2806,30866,1.0456516,175.4209,0.71469927,102.64975,158.59534,10.0,[-2.028  0.324 -1.841 -0.326 -4.731],375.311,87.31622,852972,,0.06497266,580.0035,10.519756,-3.3159454,77134.734,1.0799384,10.467575,10.0,1.6342169
True,-1,335.31604462448473,629.8335,34.54545454545455,0.25510857,0.09973021,0.023191689,0.14430985,380.12952,11,5513.296762466431,179.93333,2807,30877,1.1240966,155.3827,0.75607014,133.53873,126.69869,10.0,[-2.029  0.324 -1.844 -0.326 -4.735],335.31604,102.734604,853352,,0.06873365,449.90015,9.785636,-3.3152735,83506.74,1.0970324,10.435672,10.0,1.5874083
True,-1,323.5311621572653,589.9075,33.36363636363637,0.84933174,0.111586265,0.077211976,0.33522052,403.04245,11,5515.3357145786285,179.91891,2808,30888,1.3853917,143.61224,0.5064276,146.6416,116.48,9.999999,[-2.028  0.325 -1.843 -0.327 -4.734],323.53116,105.69342,853719,,0.046038873,409.98856,7.9399924,-3.31559,79349.87,1.2274489,7.4384985,9.999999,3.6874256
True,-1,348.0684593891931,659.9109,35.81818181818182,0.34676707,0.10301664,0.03152428,0.17455144,389.30615,11,5517.557762145996,169.91663,2809,30899,1.134177,178.15184,0.7528284,129.78366,132.57486,10.0,[-2.029  0.327 -1.845 -0.325 -4.735],348.06848,104.38023,854113,,0.06843895,489.99426,9.698663,-3.3159442,60330.926,1.1331829,10.058125,10.0,1.9200659
True,-1,356.2350866185464,499.8619,36.63636363636363,8.157563,0.3553849,0.7415967,2.6551802,1681.8123,11,5519.397688150406,189.89554,2810,30910,10.973748,166.33955,0.04103421,1070.3398,89.14176,9.999999,[-2.029  0.326 -1.843 -0.324 -4.735],356.23508,171.64886,854516,,0.0037303828,309.96637,1.0023923,-3.3158956,7857116.0,3.9092338,2.0543492,9.999999,29.206982
True,-1,339.8849852102698,469.92056,35.0,1.060122,0.1332819,0.09637473,0.35534218,486.7304,11,5521.691296577454,229.90385,2811,30921,1.7880086,109.98113,0.28507322,254.69272,54.286404,10.0,[-2.033  0.322 -1.842 -0.318 -4.735],339.88498,166.35535,854901,,0.025915748,240.01671,6.152096,-3.316495,139444.92,1.4661008,7.2232585,10.0,3.908764
True,-1,329.8907962460117,619.9065,34.0,0.5410861,0.11616515,0.049189646,0.22332337,416.43884,11,5523.283397674561,209.89255,2812,30932,1.3293942,119.998245,0.47828665,152.50058,115.993385,10.0,[-2.033  0.318 -1.84  -0.318 -4.735],329.89078,100.975174,855275,,0.043480605,410.01395,8.274446,-3.3160796,98246.34,1.2778167,9.3275175,10.0,2.456557
True,-1,359.862259554208,729.9059,37.0,0.17312184,0.09581197,0.01573835,0.12625886,379.79535,11,5525.188129663467,189.90504,2813,30943,1.027172,169.95721,0.80101264,106.622375,127.86371,10.0,[-2.034  0.319 -1.84  -0.315 -4.735],359.86227,90.32663,855682,,0.07281933,540.00085,10.709015,-3.3160574,61892.227,1.0539318,10.710994,10.0,1.3888475
True,-1,338.95854340328503,639.91736,34.90909090909091,0.489716,0.10313282,0.044519637,0.19800107,384.81055,11,5527.405747652054,179.9117,2814,30954,1.169938,159.04686,0.3902026,129.21423,135.88083,9.999998,[-2.037  0.319 -1.841 -0.315 -4.735],338.95853,102.65341,856066,,0.035472967,460.00568,9.402208,-3.3170507,63451.582,1.1344609,9.272203,9.999998,2.1780117
True,-1,333.5197351686627,479.9122,34.36363636363637,3.55089,0.23167652,0.32280818,1.0898268,838.3304,11,5529.585319757462,179.91957,2815,30965,4.3649683,153.60017,0.21184036,468.0748,86.36673,9.999999,[-2.035  0.319 -1.839 -0.316 -4.736],333.51974,156.30045,856444,,0.019258216,299.9926,2.520064,-3.3176541,530183.2,2.548442,3.7396595,9.999999,11.988095
True,-1,370.7762727761341,589.82275,38.09090909090909,0.7447588,0.11130996,0.06770535,0.27373767,488.48087,11,5531.976354837418,199.91934,2816,30976,1.3289275,170.85693,0.36044428,237.39546,105.431435,9.999999,[-2.03   0.322 -1.836 -0.321 -4.737],370.77625,152.96979,856863,,0.03276766,389.9034,8.277351,-3.3169165,170576.4,1.2244096,8.029317,9.999999,3.0111141
True,-1,306.24252010378865,549.85724,31.636363636363637,1.3555048,0.18232451,0.123227715,0.463595,637.3377,11,5534.594311475754,179.9228,2817,30987,2.2133486,126.319725,0.2768594,335.2562,98.81586,9.999996,[-2.032  0.323 -1.842 -0.322 -4.736],306.24255,103.19429,857211,,0.025169037,369.93445,4.9698453,-3.318713,195825.17,2.0055697,7.5507936,9.999996,5.099545
True,-1,328.9730151502774,409.878,33.90909090909091,4.168143,0.2084786,0.3789221,1.3805405,775.6854,11,5536.806465148926,219.91104,2818,30998,4.457365,109.06198,0.08443089,456.13235,45.21176,9.999999,[-2.034  0.326 -1.846 -0.326 -4.738],328.97302,177.61554,857584,,0.0076755355,189.96695,2.4678257,-3.318516,603638.8,2.2932646,2.5560474,9.999999,15.185945
True,-1,349.86003029048874,419.87833,36.0,7.7743464,0.29362637,0.70675886,2.5194147,1005.38257,11,5539.038839101791,299.77142,2819,31009,9.168638,50.0886,0.07681142,535.8938,36.209087,9.999998,[-2.025  0.323 -1.836 -0.328 -4.737],349.86,194.80968,857980,,0.0069828564,120.1069,1.199742,-3.3177302,1034317.8,3.2298899,1.6191587,9.999998,27.71356
True,-1,355.34070914763436,649.9126,36.54545454545455,6.4486694,0.24449949,0.5862427,2.0873206,989.04517,11,5541.264794111252,179.91245,2820,31020,7.1656666,175.42825,0.025147453,346.60522,116.18331,10.0,[-2.021  0.327 -1.835 -0.332 -4.737],355.3407,115.344574,858382,,0.0022861322,470.00015,1.535098,-3.3202035,1921280.2,2.6894944,1.62985,10.0,22.960526
True,-1,410.77705488098076,739.9094,42.09090909090909,0.28401703,0.09635585,0.025819728,0.16986573,428.30554,11,5543.728294372559,199.90399,2821,31031,1.0428125,210.87305,0.7949224,149.28836,154.47836,10.0,[-2.022  0.33  -1.835 -0.339 -4.739],410.77704,137.54742,858845,,0.07226568,540.00543,10.548397,-3.3195875,75775.305,1.0599144,10.263072,10.0,1.868523
True,-1,324.4389565589953,579.8961,33.45454545454545,0.68763775,0.11693961,0.062512524,0.23149237,421.33453,11,5545.433175802231,179.91295,2822,31042,1.3799961,144.52599,0.38517052,169.77637,116.71845,9.999998,[-2.024  0.33  -1.838 -0.339 -4.739],324.43896,110.29814,859213,,0.0350155,399.98315,7.9710374,-3.3261776,101157.12,1.2863356,8.55521,9.999998,2.546416
True,-1,304.4480168243997,559.8974,31.454545454545453,0.17502627,0.088187344,0.01591148,0.109423146,308.22318,11,5547.395445823669,179.93135,2823,31053,1.0233325,124.51667,0.64408386,99.069214,139.23566,10.0,[-2.02   0.328 -1.835 -0.34  -4.745],304.44803,97.692184,859559,,0.05855308,379.96606,10.749195,-3.3261979,61663.277,0.97006077,10.653193,10.0,1.2036545
True,-1,309.89022514872295,559.91394,32.0,0.4058982,0.10266281,0.03689984,0.17051171,352.7655,11,5549.404639005661,179.91693,2824,31064,1.1820016,129.9733,0.2425428,127.97415,115.36442,10.0,[-2.02   0.328 -1.835 -0.34  -4.745],309.89023,103.12831,859911,,0.022049347,379.997,9.306248,-3.3261988,69872.54,1.129291,9.741513,10.0,1.8756287
True,-1,343.52333229013624,609.87787,35.36363636363637,0.2547063,0.104481764,0.02315512,0.14915945,396.34204,11,5551.19708275795,179.93277,2825,31075,1.1326283,163.59056,0.8171293,156.65977,121.063644,10.0,[-2.02   0.326 -1.832 -0.339 -4.745],343.52332,118.31099,860300,,0.07428449,429.9451,9.711924,-3.3255806,69336.81,1.1492993,10.485029,10.0,1.6407539
