OptimizationReturnMean,LearnableVariance,TimestepsSoFar,StdIW,OptimizationReturnMin,ReturnMeanIW,EpLenMean,ReturnStepMax,InitialReturnStd,EpThisIter,Bound,MeanIWNorm,J_sample_variance,ReturnStepMaxmin,ESSClassic,OptimizationReturnMax,MeanIW,InitialReturnMin,MaxIWNorm,Iteration,MinIWNorm,InitialBound,InitialReturnMean,InitialReturnMax,MaxIW,TimeElapsed,ESSRenyi,EpisodesSoFar,VarianceInit,Weights,MeanEntropy,EpRewMean,MinIW,EmpiricalD2,StdIWNorm
365.5565,True,5643505,4.843445,,2939.2012,143.54545454545453,10.0,310.70807,11,1259.3188,0.2016436,6718061.0,10.0,1.907007,920.14624,2.2180793,1059.7786,1.5868744,4043,0.0014785823,694.1994,1425.3351,1979.9248,17.455618,14720.89616394043,2.0836797,44473,-1,[-1.191  1.829 -1.461 -2.439 -3.939],-2.519768,1425.3350552005659,0.016264405,5.2791224,0.44031322
281.9701,True,5644948,0.19756618,,1408.9651,131.1818181818182,10.0,234.38289,11,721.7061,0.098838046,1420622.4,10.0,10.64838,780.2258,1.0872185,1019.6998,0.14808305,4044,0.080212034,637.00336,1301.6699,1799.9257,1.6289135,14723.034294366837,10.288677,44484,-1,[-1.192  1.833 -1.466 -2.434 -3.939],-2.5201123,1301.6699070546817,0.8823324,1.0691365,0.017960561
311.034,True,5646445,0.14968604,,1418.5015,136.0909090909091,10.0,274.91132,11,670.3785,0.09640284,1410065.4,10.0,10.785108,950.18164,1.0604314,1039.7422,0.11709046,4045,0.07370139,615.9482,1350.7762,1989.9238,1.2879951,14725.111185312271,10.612512,44495,-1,[-1.192  1.832 -1.466 -2.435 -3.939],-2.5203784,1350.7762004484157,0.81071526,1.0365124,0.0136078205
351.8754,True,5648097,0.08731891,,1512.8447,150.1818181818182,10.0,386.4695,11,561.2874,0.09234708,1638507.2,10.0,10.919317,1420.0894,1.0158178,1139.8369,0.11045591,4046,0.07957186,546.397,1491.7124,2559.9263,1.2150149,14727.749606609344,10.856161,44506,-1,[-1.191  1.831 -1.466 -2.436 -3.939],-2.5205083,1491.7122727500837,0.8752904,1.0132495,0.007938084
226.45685,True,5649468,0.48936144,,1365.269,124.63636363636364,10.0,187.92596,11,725.0244,0.101095505,1437646.1,10.0,9.215456,630.1746,1.1120505,1009.7452,0.22594687,4047,0.06125663,630.6215,1236.202,1639.9198,2.4854155,14729.471827745438,9.841122,44517,-1,[-1.191  1.831 -1.466 -2.436 -3.939],-2.521484,1236.2020217579977,0.6738229,1.1177588,0.04448741
377.43713,True,5651027,0.907697,,1670.0144,141.72727272727272,10.0,312.54602,11,780.16876,0.11515632,1959763.2,10.0,7.268033,1140.2139,1.2667197,1029.706,0.30306315,4048,0.029025432,605.84717,1407.1432,2169.92,3.3336947,14731.271705389023,8.919682,44528,-1,[-1.191  1.832 -1.467 -2.433 -3.94 ],-2.5212312,1407.1432148719186,0.31927973,1.2332278,0.08251791
304.67435,True,5652484,0.4684068,,1586.1858,132.45454545454547,10.0,297.87555,11,722.608,0.10995445,1800508.0,10.0,9.565376,1090.2041,1.2094989,1009.72125,0.17901011,4049,0.047100708,538.9467,1314.3955,2099.9253,1.9691112,14734.133873701096,8.869436,44539,-1,[-1.19   1.83  -1.466 -2.436 -3.94 ],-2.5214505,1314.3955650929781,0.5181078,1.2402141,0.042582434
185.55194,True,5653821,13.3541155,,5932.6577,121.54545454545455,10.0,162.33656,11,2699.6763,0.42115402,38957710.0,10.0,1.1816169,470.18488,4.6326933,1019.73444,4.2576394,4050,0.0009714588,655.0972,1205.2864,1489.9193,46.83403,14736.058079719543,0.31857395,44550,-1,[-1.192  1.83  -1.467 -2.434 -3.94 ],-2.5217288,1205.2863795622093,0.010686046,34.528873,1.2140106
294.7122,True,5655267,0.16880256,,1336.4542,131.45454545454547,10.0,179.00655,11,752.34216,0.092780024,1212765.4,10.0,10.707088,550.2145,1.0205802,1009.7008,0.12185699,4051,0.07190458,728.3762,1304.413,1559.9153,1.3404268,14737.920595407486,10.697959,44561,-1,[-1.192  1.836 -1.468 -2.429 -3.941],-2.5209012,1304.4129817532516,0.79095036,1.0282335,0.015345688
351.02048,True,5656819,0.18603706,,1506.9954,141.0909090909091,10.0,298.91525,11,752.31866,0.099402666,1552567.5,10.0,10.690533,950.17224,1.0934293,1049.7546,0.13516481,4052,0.072486155,662.25323,1400.775,1999.9269,1.4868128,14740.33575630188,10.534103,44572,-1,[-1.191  1.835 -1.468 -2.43  -3.94 ],-2.520761,1400.7750935325091,0.79734766,1.0442275,0.01691246
195.60878,True,5658167,0.15026365,,1239.2601,122.54545454545455,10.0,192.42833,11,600.9447,0.0932205,1243943.0,10.0,10.768759,690.2456,1.0254254,1019.6741,0.13051194,4053,0.07582686,583.8533,1215.2828,1709.9197,1.4356313,14742.808353424072,10.763958,44583,-1,[-1.191  1.834 -1.469 -2.431 -3.94 ],-2.5207522,1215.2828598779638,0.8340954,1.0219289,0.013660333
346.50842,True,5659681,0.105510965,,1391.0867,137.63636363636363,10.0,408.09464,11,471.5016,0.092263706,1374608.0,10.0,10.882384,1440.23,1.0149009,1019.6968,0.10452972,4054,0.074745074,457.81708,1366.2052,2459.9268,1.1498269,14744.115349292755,10.733757,44594,-1,[-1.19   1.833 -1.469 -2.432 -3.94 ],-2.5209672,1366.2051947472517,0.8221958,1.0248042,0.009591907
393.80518,True,5661236,1.0780568,,2274.9497,141.36363636363637,10.0,338.9769,11,1241.442,0.16047202,3612573.2,10.0,8.011702,1050.241,1.7651922,1009.6858,0.38916567,4055,0.07349022,642.8126,1403.491,2059.9268,4.2808223,14746.635994911194,5.9589176,44605,-1,[-1.19   1.833 -1.47  -2.432 -3.94 ],-2.521003,1403.4909567329119,0.80839235,1.8459729,0.09800517
242.78908,True,5662702,28.136501,,9959.685,133.27272727272728,10.0,307.52518,11,4958.2163,0.8324956,107564620.0,10.0,1.0535983,1040.1296,9.157452,1079.7986,8.920918,4056,0.0019043181,539.75226,1322.5876,2119.9282,98.1301,14749.636153936386,0.26948747,44616,-1,[-1.187  1.83  -1.47  -2.436 -3.94 ],-2.521482,1322.5877003200885,0.0209475,40.818222,2.557864
454.73154,True,5664302,1.8238877,,2137.6975,145.45454545454547,10.0,463.1305,11,920.02893,0.14621778,3574792.0,10.0,4.8120885,1640.2551,1.6083955,989.67316,0.5284262,4057,0.010689162,473.23944,1444.4047,2629.9282,5.812688,14752.648467063904,6.9971457,44627,-1,[-1.187  1.824 -1.47  -2.442 -3.94 ],-2.5216942,1444.4046520941993,0.11758077,1.5720696,0.16580798
246.46059,True,5665761,1.5352277,,1740.228,132.63636363636363,10.0,273.58844,11,706.3749,0.12602657,2655894.8,10.0,4.940688,870.16174,1.3862923,1069.7628,0.471435,4058,0.020219648,599.8589,1316.2234,1939.9246,5.185785,14755.56989979744,5.2813287,44638,-1,[-1.185  1.822 -1.47  -2.445 -3.941],-2.5231917,1316.2233875935267,0.22241613,2.0828092,0.13956617
451.98538,True,5667391,0.17265277,,1530.2708,148.1818181818182,10.0,433.8048,11,673.36865,0.09442243,1485344.0,10.0,10.704221,1260.231,1.0386467,1019.6985,0.13066207,4059,0.07296714,629.7642,1471.684,2279.9294,1.4372827,14757.605698347092,10.618708,44649,-1,[-1.183  1.822 -1.47  -2.445 -3.942],-2.5225756,1471.6839176427127,0.80263853,1.0359076,0.015695706
239.18243,True,5668820,1.4203879,,1970.815,129.9090909090909,10.0,241.38734,11,969.1724,0.14497766,3156410.8,10.0,6.134013,800.1638,1.5947543,1049.761,0.44563195,4060,0.018883508,605.8136,1288.9435,1849.9248,4.9019513,14759.968355417252,5.116511,44660,-1,[-1.184  1.822 -1.47  -2.444 -3.942],-2.5231068,1288.9434206790997,0.20771858,2.1499026,0.12912618
223.82324,True,5670166,3.3726063,,2345.249,122.36363636363636,10.0,178.04826,11,1279.8851,0.18399209,4635577.0,10.0,2.9125035,660.28784,2.0239127,989.6356,1.1197523,4061,0.01245002,604.18427,1213.4589,1649.9235,12.317275,14761.500039100647,3.5976832,44671,-1,[-1.185  1.826 -1.47  -2.441 -3.942],-2.523099,1213.4588293482832,0.13695021,3.0575233,0.30660054
421.09073,True,5671762,1.1424322,,2220.3423,145.0909090909091,10.0,289.3579,11,1218.3063,0.1406081,3463836.0,10.0,7.1170907,870.22314,1.5466892,1019.70056,0.35747823,4062,0.018466854,742.8908,1440.7911,1889.9237,3.9322603,14765.19106054306,5.3359675,44682,-1,[-1.182  1.823 -1.47  -2.445 -3.942],-2.5198703,1440.7912521027074,0.20313539,2.0614817,0.10385749
418.31223,True,5673366,0.4581819,,1616.492,145.8181818181818,10.0,350.20966,11,750.74084,0.10354963,1654016.9,10.0,9.468023,1220.1824,1.1390458,1029.7434,0.22298935,4063,0.043923054,617.2155,1448.0555,2249.9258,2.4528828,14767.70473074913,10.130749,44693,-1,[-1.184  1.825 -1.47  -2.443 -3.939],-2.5194092,1448.055635277011,0.48315358,1.0858033,0.041652903
279.19858,True,5674806,0.05162363,,1321.417,130.9090909090909,10.0,212.36624,11,640.41943,0.09271124,1240878.9,10.0,10.971888,810.1715,1.0198238,1019.75635,0.09884345,4064,0.08333188,623.20935,1298.955,1829.9279,1.0872779,14770.71589231491,10.830988,44704,-1,[-1.185  1.826 -1.471 -2.441 -3.938],-2.519619,1298.9549089573522,0.91665065,1.0156045,0.0046930574
536.4908,True,5676562,5.9169507,,3932.776,159.63636363636363,10.0,413.94275,11,1905.0652,0.27135757,11596125.0,10.0,2.2315073,1290.1648,2.9849334,1049.7598,1.9449488,4065,0.007261799,722.1762,1586.2505,2339.9246,21.394436,14772.029242515564,1.9974825,44715,-1,[-1.185  1.826 -1.47  -2.442 -3.939],-2.5194006,1586.2504988385613,0.07987979,5.506932,0.5379047
410.17175,True,5678113,0.26351288,,1470.4636,141.0,10.0,326.31387,11,735.7793,0.09586824,1356283.0,10.0,10.3535185,930.2385,1.0545506,989.6836,0.14718176,4066,0.066468656,690.87714,1399.8553,1919.9221,1.6189994,14774.89488196373,10.243703,44726,-1,[-1.186  1.823 -1.47  -2.444 -3.938],-2.5190344,1399.8553139964572,0.73115516,1.0738305,0.023955716
371.95587,True,5679666,0.7317716,,1760.0374,141.1818181818182,10.0,280.76404,11,869.8523,0.10928945,1956986.0,10.0,8.026161,940.19275,1.2021838,1029.7313,0.23181608,4067,0.02443968,674.24457,1401.6871,1969.9241,2.5499768,14776.60562825203,7.3456407,44737,-1,[-1.185  1.822 -1.471 -2.445 -3.938],-2.5191357,1401.6871860535991,0.26883647,1.4974868,0.06652469
295.6199,True,5681113,0.5864901,,1511.916,131.54545454545453,10.0,239.47446,11,740.03394,0.10554986,1597461.6,10.0,8.76379,850.2383,1.1610484,1009.6843,0.23752254,4068,0.051329147,618.48224,1305.3042,1859.9226,2.612748,14778.986214637756,8.709218,44748,-1,[-1.185  1.82  -1.471 -2.446 -3.938],-2.518797,1305.3042207684166,0.5646206,1.2630296,0.053317282
307.48575,True,5682540,0.45039383,,1488.4973,129.72727272727272,10.0,231.15485,11,798.85614,0.10732739,1529841.0,10.0,9.602471,770.2911,1.1806012,979.63324,0.18691055,4069,0.05844261,640.9166,1287.119,1749.9243,2.056016,14781.700286865234,9.657917,44759,-1,[-1.185  1.819 -1.47  -2.447 -3.938],-2.5189552,1287.118967957527,0.6428687,1.1389619,0.040944893
1274.42,True,5683953,0.20767851,,1426.8284,128.45454545454547,10.0,571.1749,11,463.43475,0.0984968,649346.7,10.0,10.610169,2479.9233,1.0834649,,0.12582822,4070,0.060287625,358.64777,1274.42,2479.9233,1.3841105,14784.321653604507,9.939402,44770,-1,[-1.186  1.821 -1.47  -2.445 -3.938],-2.5185478,1274.4201711856135,0.66316384,1.1067065,0.018879864
291.0322,True,5685428,0.98484087,,1975.7246,134.0909090909091,10.0,343.38422,11,944.745,0.12958595,2930038.2,10.0,7.4457965,1010.1953,1.4254453,1039.728,0.29629603,4071,0.016815105,573.7759,1330.7603,2049.9233,3.2592561,14786.276460647583,5.9301586,44781,-1,[-1.186  1.821 -1.47  -2.445 -3.937],-2.5190516,1330.760233159804,0.18496616,1.8549252,0.089531
329.17484,True,5686967,0.17130142,,1480.7189,139.9090909090909,10.0,330.58963,11,659.47296,0.098187216,1547756.1,10.0,10.7300825,1110.1422,1.0800594,1059.7885,0.1367625,4072,0.08095157,587.66327,1388.9634,2169.9307,1.5043874,14788.844685077667,10.472166,44792,-1,[-1.185  1.819 -1.469 -2.447 -3.938],-2.5196826,1388.9633450532592,0.8904672,1.0504035,0.015572859
389.16638,True,5688561,0.3664218,,1719.3145,144.9090909090909,10.0,510.99814,11,607.6987,0.11033067,2190188.8,10.0,10.081054,1730.1354,1.2136375,1049.7892,0.17681618,4073,0.07168545,412.4004,1438.9556,2779.9246,1.944978,14791.721716403961,9.380975,44803,-1,[-1.186  1.82  -1.469 -2.446 -3.939],-2.5201123,1438.9555222081322,0.78853995,1.1725861,0.033311073
249.2834,True,5689946,0.75262994,,1583.2205,125.9090909090909,10.0,167.48027,11,931.07684,0.11839986,1924274.0,10.0,8.246215,570.2718,1.3023983,999.6562,0.27770624,4074,0.055130105,669.20526,1248.9396,1569.928,3.0547686,14794.073508262634,8.69289,44814,-1,[-1.185  1.82  -1.469 -2.447 -3.939],-2.52002,1248.9395717000855,0.6064311,1.265402,0.068420894
216.4773,True,5691328,0.26763695,,1352.2146,125.63636363636364,10.0,151.36748,11,782.2278,0.09886921,1411908.1,10.0,10.37188,450.17456,1.0875612,1029.741,0.13822821,4075,0.06698556,699.72327,1246.2183,1479.9155,1.5205102,14796.894988536835,10.111963,44825,-1,[-1.186  1.822 -1.47  -2.445 -3.939],-2.520055,1246.2182789057208,0.7368412,1.0878204,0.024330633
219.1867,True,5692735,1.8643235,,2116.3877,127.9090909090909,10.0,232.91486,11,1056.1766,0.16090645,3892879.8,10.0,5.214614,720.1692,1.769971,1049.7559,0.61521053,4076,0.014950214,615.3545,1268.9425,1769.925,6.7673154,14798.660039663315,4.180386,44836,-1,[-1.187  1.823 -1.471 -2.444 -3.939],-2.5201435,1268.9425715469313,0.16445234,2.631336,0.16948396
474.71063,True,5694412,1.735736,,2422.733,152.45454545454547,10.0,349.90875,11,1219.5402,0.15703666,4624918.0,10.0,5.4735312,1320.2039,1.7274032,1039.7183,0.529343,4077,0.020959878,642.97,1514.429,2359.922,5.822773,14801.311955690384,5.770537,44847,-1,[-1.189  1.822 -1.471 -2.444 -3.939],-2.5211267,1514.4289019232135,0.23055865,1.9062351,0.15779419
369.2423,True,5695951,1.3479612,,2506.993,139.9090909090909,10.0,421.28482,11,1157.063,0.16166891,4780543.0,10.0,6.9861903,1400.2178,1.778358,1019.7041,0.4100524,4078,0.018996697,495.33118,1388.9464,2419.9219,4.5105762,14804.141905069351,4.8202715,44858,-1,[-1.192  1.825 -1.472 -2.441 -3.94 ],-2.5244138,1388.9464151527968,0.20896366,2.2820292,0.122541934
361.90988,True,5697548,0.64748293,,1685.685,145.1818181818182,10.0,349.65897,11,769.787,0.10060137,1924756.0,10.0,8.194617,1100.1384,1.106615,1079.7844,0.24772127,4079,0.037018403,636.7046,1441.6943,2179.9229,2.7249339,14807.393283843994,8.497267,44869,-1,[-1.193  1.825 -1.472 -2.439 -3.943],-2.5247462,1441.6943380662665,0.40720242,1.294534,0.05886209
560.2397,True,5699242,0.51365507,,1764.3308,154.0,10.0,478.9125,11,837.7825,0.10912761,1836588.0,10.0,9.297608,1390.2942,1.2004037,969.62866,0.24443457,4080,0.060044963,658.4092,1529.8683,2359.9229,2.68878,14809.634056091309,9.730848,44880,-1,[-1.195  1.826 -1.472 -2.438 -3.944],-2.5252979,1529.8683205640934,0.66049457,1.1304256,0.046695918
164.61263,True,5700655,33.959923,,13294.905,128.45454545454547,10.0,165.85724,11,7295.856,1.029929,177013810.0,10.0,1.1016176,530.124,11.32922,1109.7954,10.79017,4081,0.00017446971,668.8276,1274.4081,1639.9194,118.691864,14812.105892896652,0.11209118,44891,-1,[-1.196  1.828 -1.472 -2.437 -3.944],-2.5255482,1274.4079915884633,0.0019191668,98.13439,3.0872657
269.19177,True,5702139,1.6151141,,2178.308,134.9090909090909,10.0,245.73651,11,1006.4927,0.15196481,3780704.8,10.0,5.689033,930.14905,1.6716129,1069.7764,0.47311324,4082,0.012176953,600.4468,1338.9681,1999.9254,5.2042456,14814.475273609161,4.3691845,44902,-1,[-1.193  1.829 -1.472 -2.437 -3.945],-2.5269866,1338.9681245352385,0.13394648,2.5176322,0.14682855
256.44833,True,5703598,0.33683115,,1407.1714,132.63636363636363,10.0,254.38908,11,634.9906,0.09744919,1505397.5,10.0,10.01149,960.1422,1.0719411,1059.7836,0.17640407,4083,0.06434037,570.3249,1316.2319,2019.9258,1.9404448,14817.207530975342,10.264177,44913,-1,[-1.193  1.827 -1.473 -2.442 -3.946],-2.5279543,1316.231899869069,0.70774406,1.0716884,0.030621013
201.00209,True,5704985,1.351182,,2199.4917,126.0909090909091,10.0,207.60693,11,1258.3674,0.16856785,4218855.5,10.0,7.184855,620.16614,1.8542461,1049.754,0.45966715,4084,0.018209504,634.0972,1250.7561,1669.9202,5.0563383,14818.90759730339,4.722683,44924,-1,[-1.196  1.831 -1.48  -2.445 -3.947],-2.5284493,1250.7561274163147,0.20030454,2.3291845,0.12283473
378.35422,True,5706523,3.2012417,,2564.49,139.8181818181818,10.0,384.24448,11,1022.2495,0.16460261,5315772.0,10.0,2.6660707,1310.2476,1.8106288,1009.6753,1.058211,4085,0.0042894166,531.3414,1388.0294,2319.9229,11.64032,14822.033336877823,3.3941746,44935,-1,[-1.194  1.827 -1.48  -2.451 -3.947],-2.5212395,1388.029531183701,0.04718358,3.2408469,0.29102197
298.33704,True,5707940,0.07909149,,1306.0935,128.8181818181818,10.0,283.5362,11,577.4142,0.09320762,1198423.9,10.0,10.934928,980.23254,1.0252837,979.68835,0.10606892,4086,0.07536632,554.2767,1278.0254,1959.9209,1.1667581,14824.636335134506,10.851643,44946,-1,[-1.194  1.823 -1.482 -2.453 -3.94 ],-2.5220015,1278.0254211698627,0.8290295,1.0136714,0.0071901353
324.59427,True,5709529,0.1847274,,1510.1837,144.45454545454547,10.0,231.71509,11,776.3928,0.09667856,1602519.1,10.0,10.677818,820.0785,1.0634642,1109.8464,0.13286693,4087,0.07327285,721.7689,1434.4408,1929.9249,1.4615362,14827.020830154419,10.37594,44957,-1,[-1.193  1.823 -1.482 -2.453 -3.941],-2.5219367,1434.4407415532185,0.8060013,1.0601449,0.016793404
301.9758,True,5710983,0.30493042,,1425.2407,132.1818181818182,10.0,241.9424,11,766.6727,0.09745958,1412593.2,10.0,10.176671,670.2235,1.0720553,1009.6979,0.13974519,4088,0.047219086,691.32166,1311.6737,1679.9214,1.537197,14828.598522901535,9.760408,44968,-1,[-1.194  1.822 -1.482 -2.453 -3.941],-2.5211458,1311.6736702438566,0.51940995,1.127002,0.027720949
294.63757,True,5712462,0.23773675,,1395.0076,134.45454545454547,10.0,486.8845,11,336.9077,0.097086124,1542407.4,10.0,10.480625,1760.1636,1.0679473,1039.7632,0.13740574,4089,0.058635473,300.45947,1334.4009,2799.9268,1.511463,14831.354366064072,10.503435,44979,-1,[-1.194  1.822 -1.482 -2.453 -3.94 ],-2.5213895,1334.4007217424914,0.6449902,1.0472764,0.021612434
211.9537,True,5713817,6.259395,,3266.1782,123.18181818181819,10.0,176.32475,11,1662.7335,0.25878283,9428128.0,10.0,1.8851318,550.20667,2.8466108,1009.70337,2.0444455,4090,0.009961352,645.62213,1221.657,1559.91,22.4889,14833.644407272339,1.4196537,44990,-1,[-1.195  1.822 -1.482 -2.453 -3.94 ],-2.5206006,1221.6570649955017,0.10957486,7.7483687,0.56903595
384.73328,True,5715318,1.0590189,,1820.6927,136.45454545454547,10.0,224.45412,11,970.8636,0.11960662,2070753.9,10.0,6.6751404,690.2385,1.3156729,969.6821,0.3273829,4091,0.009385064,741.4491,1354.4154,1659.9207,3.6012118,14836.14141535759,5.722722,45001,-1,[-1.191  1.819 -1.482 -2.458 -3.94 ],-2.5208719,1354.415376050485,0.10323571,1.9221622,0.09627444
346.50818,True,5716799,0.38037235,,1536.0234,134.63636363636363,10.0,333.1068,11,714.26575,0.10467486,1593948.5,10.0,9.917674,1060.225,1.1514233,989.6991,0.1661528,4092,0.051230453,579.22266,1336.2073,2049.924,1.8276808,14839.148176670074,9.334247,45012,-1,[-1.19   1.82  -1.482 -2.457 -3.94 ],-2.5210888,1336.2072589994618,0.563535,1.1784561,0.034579303
165.55293,True,5718158,9.30947,,5521.5303,123.54545454545455,10.0,125.40607,11,2956.8699,0.41323444,27638202.0,10.0,2.117658,410.1527,4.5455785,1059.7548,2.9678783,4093,0.0033843406,682.5084,1225.3077,1469.9075,32.64666,14840.565212726593,0.49273288,45023,-1,[-1.189  1.82  -1.482 -2.458 -3.94 ],-2.5222163,1225.30768359663,0.037227746,22.324469,0.8463155
1166.2333,True,5719452,0.21722403,,1248.7997,117.63636363636364,10.0,408.67636,11,662.04755,0.09540589,340039.25,10.0,10.548086,1539.9143,1.0494647,,0.116653554,4094,0.057216875,597.5821,1166.2333,1539.9143,1.283189,14843.372315883636,10.331776,45034,-1,[-1.189  1.816 -1.481 -2.461 -3.941],-2.5229566,1166.2331543116486,0.6293856,1.0646766,0.01974764
308.2883,True,5720957,1.1853877,,1787.7983,136.8181818181818,10.0,282.32977,11,939.6632,0.1234144,2328117.8,10.0,6.2413588,930.1603,1.3575584,1049.7661,0.45449874,4095,0.06272911,626.91815,1358.0543,1979.9264,4.999486,14844.999284029007,8.174464,45045,-1,[-1.189  1.815 -1.481 -2.462 -3.942],-2.5231938,1358.054389446983,0.6900202,1.345654,0.107762516
323.84677,True,5722413,0.22483167,,1403.4337,132.36363636363637,10.0,342.5795,11,516.093,0.098131515,1394289.2,10.0,10.542636,1330.2778,1.0794467,989.64453,0.14539436,4096,0.07479891,456.80322,1313.4913,2319.9224,1.5993378,14847.871228218079,10.253152,45056,-1,[-1.191  1.817 -1.481 -2.459 -3.942],-2.523429,1313.491347810371,0.822788,1.0728408,0.020439245
524.66046,True,5724101,1.8159667,,2347.3608,153.45454545454547,10.0,544.2726,11,902.22266,0.14587162,4079868.8,10.0,4.822822,1520.1836,1.6045879,999.73944,0.55531913,4097,0.013106948,593.8566,1524.3999,2519.923,6.10851,14849.532673597336,4.5608635,45067,-1,[-1.191  1.817 -1.48  -2.459 -3.942],-2.526236,1524.3999179960758,0.14417642,2.411824,0.1650879
215.57231,True,5725427,0.061790816,,1217.0039,120.54545454545455,10.0,196.03671,11,596.0731,0.09271706,1140228.2,10.0,10.95977,700.21045,1.0198877,979.7063,0.10295321,4098,0.08316444,574.9282,1195.2786,1679.9167,1.1324853,14851.57502746582,10.979445,45078,-1,[-1.19   1.813 -1.479 -2.462 -3.945],-2.5257928,1195.2786118281679,0.9148088,1.0018721,0.0056173475
481.95676,True,5727057,0.2808455,,1530.9344,148.1818181818182,10.0,535.08075,11,445.53894,0.09555886,1561909.4,10.0,10.267085,1910.2108,1.0511475,989.7147,0.16403222,4099,0.060097557,400.8031,1471.6714,2899.9255,1.8043543,14853.408480644226,10.707522,45089,-1,[-1.19   1.813 -1.479 -2.462 -3.945],-2.5262113,1471.671465619955,0.6610731,1.0273151,0.02553141
287.38065,True,5728506,0.3821669,,1531.6252,131.72727272727272,10.0,279.24185,11,795.0064,0.110359736,1754256.6,10.0,10.008133,830.17346,1.213957,1019.7477,0.17621876,4100,0.055035874,623.99976,1307.1283,1849.9211,1.9384063,14856.2961165905,9.460456,45100,-1,[-1.19   1.814 -1.479 -2.461 -3.945],-2.5264604,1307.128290384764,0.6053946,1.1627346,0.034742445
416.463,True,5730141,0.4369888,,1915.747,148.63636363636363,10.0,459.90552,11,822.4513,0.11008298,2437742.8,10.0,9.732521,1510.1495,1.2109126,1059.7733,0.1790148,4101,0.050284028,527.22955,1476.2363,2569.9229,1.9691628,14858.589480876923,8.288123,45111,-1,[-1.19   1.813 -1.478 -2.462 -3.945],-2.5263333,1476.2362910663267,0.5531243,1.3272003,0.039726254
427.33377,True,5731854,5.4641767,,4383.9863,155.72727272727272,10.0,361.45752,11,2266.4192,0.2739062,20402176.0,10.0,2.564716,1210.0804,3.0129678,1119.8414,1.3842058,4102,0.0022189163,686.7945,1547.175,2329.9219,15.226263,14861.087815761566,1.8159323,45122,-1,[-1.191  1.812 -1.478 -2.462 -3.945],-2.5251484,1547.1751905975632,0.02440808,6.0574946,0.49674335
337.4087,True,5733325,0.30500078,,1465.3519,133.72727272727272,10.0,266.79288,11,767.7576,0.10045212,1413297.0,10.0,10.221244,780.20044,1.1049733,989.7223,0.14697388,4103,0.054226488,673.5438,1327.131,1769.9227,1.6167126,14863.237260818481,9.655929,45133,-1,[-1.186  1.809 -1.479 -2.468 -3.944],-2.5313807,1327.130938586755,0.59649134,1.1391965,0.027727341
281.04648,True,5734712,0.07116087,,1269.671,126.0909090909091,10.0,305.02725,11,522.0403,0.092753746,1180694.6,10.0,10.946748,1050.2262,1.0202911,969.69714,0.10796492,4104,0.08402792,504.83752,1250.7437,2019.9233,1.1876141,14865.801780462265,10.94931,45144,-1,[-1.187  1.81  -1.485 -2.472 -3.95 ],-2.5308764,1250.7436471162446,0.9243071,1.0046295,0.0064691696
176.44072,True,5736116,0.8356562,,1529.115,127.63636363636364,10.0,156.31425,11,843.2231,0.111044995,1985671.0,10.0,7.493046,570.13354,1.221495,1089.7937,0.2888123,4105,0.040371466,653.2656,1266.2344,1659.9272,3.1769352,14867.633601427078,8.785328,45155,-1,[-1.187  1.809 -1.484 -2.473 -3.95 ],-2.5310078,1266.2344075884957,0.4440861,1.2520876,0.07596875
261.9255,True,5737515,0.39534405,,1397.7637,127.18181818181819,10.0,207.68114,11,764.5156,0.10339873,1473468.5,10.0,9.814254,610.1723,1.137386,999.7493,0.1715414,4106,0.041459087,667.172,1261.6747,1609.9216,1.8869553,14869.339265346527,9.695117,45166,-1,[-1.188  1.811 -1.483 -2.47  -3.95 ],-2.5301507,1261.674845601365,0.45604995,1.1345918,0.035940368
216.4205,True,5738996,1.9010749,,2186.162,134.63636363636363,10.0,208.45421,11,1024.0726,0.14566885,4463532.0,10.0,4.5688624,620.10156,1.6023574,1119.8269,0.47961548,4107,0.013209714,693.7364,1336.2474,1739.9285,5.27577,14872.152606964111,3.3625982,45177,-1,[-1.19   1.813 -1.483 -2.469 -3.949],-2.531731,1336.2473877654393,0.14530684,3.27128,0.17282501
348.27588,True,5740578,0.23269854,,1519.6901,143.8181818181818,10.0,282.95892,11,722.3027,0.09746993,1573530.6,10.0,10.505164,1040.1233,1.0721694,1079.7996,0.15731369,4108,0.07196027,645.24207,1428.0754,2119.9229,1.7304505,14874.526155948639,10.6021185,45188,-1,[-1.187  1.812 -1.483 -2.471 -3.951],-2.5325859,1428.0754087520431,0.7915629,1.0375285,0.021154415
446.46268,True,5742180,1.7247283,,2780.846,145.63636363636363,10.0,458.20865,11,1483.8577,0.1620389,6971581.5,10.0,5.680921,1280.1757,1.7824277,999.74866,0.44416225,4109,0.009580502,604.29346,1446.2113,2279.9243,4.8857846,14876.89477777481,4.63511,45199,-1,[-1.188  1.813 -1.483 -2.469 -3.952],-2.5137916,1446.211357172158,0.10538553,2.3731909,0.1567935
311.97247,True,5743634,0.11086781,,1342.1353,132.1818181818182,10.0,277.65585,11,594.6652,0.09280963,1237556.4,10.0,10.871784,1010.21405,1.020906,999.70917,0.11820439,4110,0.07800865,569.46844,1311.6816,2009.9232,1.3002483,14878.375899553299,10.845827,45210,-1,[-1.186  1.809 -1.47  -2.46  -3.933],-2.5136445,1311.681635135153,0.85809517,1.014215,0.010078894
