EmpiricalD2,TimestepsSoFar,InitialReturnStd,LearnableVariance,InitialReturnMax,Bound,ReturnMeanIW,StdIWNorm,MeanIW,ReturnStepMaxmin,EpLenMean,StdIW,Iteration,MaxIW,InitialReturnMean,MinIW,MaxIWNorm,InitialBound,OptimizationReturnMean,TimeElapsed,EpRewMean,MeanIWNorm,ESSRenyi,OptimizationReturnMin,ESSClassic,InitialReturnMin,VarianceInit,OptimizationReturnMax,Weights,ReturnStepMax,J_sample_variance,MinIWNorm,MeanEntropy,EpisodesSoFar,EpThisIter
2.6650062,2344944,402.68646,,3469.6206,1684.3547,2378.0627,0.0193909,1.170167,10.0,186.43,1.9390903,216,17.309351,1853.9468,0.04258205,0.17309351,1429.0067,1034.3243,4276.902715206146,1853.9467582702193,0.01170167,37.523365,,26.695154,819.6224,-1.0,2649.9983,[-0.868  1.889 -2.778 -2.248],10.0,14032528.0,0.0004258205,0.4189424,21600,100
1.3749206,2363219,531.52435,,3489.2065,1470.3386,1971.4233,0.0064783185,1.054425,10.0,182.75,0.6478319,217,3.3391626,1817.1156,0.20632777,0.033391625,1389.7769,1817.1156,4311.4092609882355,1817.1156833831524,0.01054425,72.731476,,72.59638,,-1.0,3489.2065,[-0.885  1.917 -2.788 -2.203],10.0,2237704.2,0.0020632776,0.4189424,21700,100
1.2093267,2381693,584.4027,,3609.3247,1538.7424,2024.8623,0.004216206,1.1029997,10.0,184.74,0.42162055,218,2.5586615,1837.0017,0.39980006,0.025586614,1394.9515,1827.0197,4348.174681425095,1837.0018241617806,0.011029997,82.690636,,87.25133,9.982003,-1.0,3599.3428,[-0.869  1.918 -2.799 -2.221],10.0,1089649.5,0.0039980006,0.4189424,21800,100
5.187511,2400166,564.4894,,3839.1938,1683.4119,2754.352,0.0325099,1.4309505,10.0,184.73,3.2509902,219,24.24084,1836.895,0.0056252303,0.24240841,1366.6914,1826.9147,4384.824145555496,1836.8949067859678,0.014309503,19.277067,,16.229624,9.980248,-1.0,3829.2136,[-0.891  1.954 -2.795 -2.227],10.0,45704136.0,5.6252302e-05,0.4189424,21900,100
1.0470629,2417497,451.48215,,3619.4265,1292.5729,1746.1715,0.0024193092,1.0158315,10.0,173.31,0.24193092,220,1.8551543,1722.7538,0.48637137,0.018551541,1279.4663,1722.7538,4417.779822587967,1722.7536357916367,0.010158314,95.50525,,94.632416,,-1.0,3619.4265,[-0.91   1.926 -2.777 -2.261],10.0,387475.44,0.0048637134,0.4189424,22000,100
2.1608858,2434419,600.9588,,4029.189,1429.1089,2154.5117,0.013040813,1.2967942,10.0,169.22,1.3040813,221,7.7750363,1681.843,0.04064878,0.07775036,1188.3699,1681.843,4449.645035743713,1681.8428503096716,0.012967941,46.277317,,49.71982,,-1.0,4029.189,[-0.918  1.94  -2.787 -2.258],10.0,6255806.0,0.0004064878,0.4189424,22100,100
1.2205049,2451853,557.33154,,3319.1768,1433.3591,1882.4619,0.004487515,1.0494553,10.0,174.34,0.4487515,222,2.6090293,1733.0146,0.40661207,0.026090292,1326.5002,1733.0146,4482.5613877773285,1733.014795194018,0.010494553,81.933304,,84.54191,,-1.0,3319.1768,[-0.946  1.955 -2.787 -2.229],10.0,1543643.0,0.0040661204,0.4189424,22200,100
1.3662467,2469825,569.2448,,4489.049,1315.7845,1958.4198,0.0068160864,1.0654266,10.0,179.72,0.6816086,223,4.088334,1786.8247,0.25806782,0.04088334,1237.0309,1786.8247,4519.564453125,1786.8247169866404,0.010654266,73.19322,,70.9581,,-1.0,4489.049,[-0.942  1.979 -2.794 -2.248],10.0,3233865.0,0.002580678,0.4189424,22300,100
1.506098,2487974,542.9437,,3559.1182,1516.2032,2051.155,0.0074313963,1.131519,10.0,181.49,0.7431396,224,5.67087,1804.5118,0.14800368,0.056708697,1368.6108,1794.5314,4552.695066452026,1804.5119204011162,0.011315188,66.39674,,69.86473,9.980442,-1.0,3549.1377,[-0.933  1.998 -2.81  -2.256],10.0,2146500.0,0.0014800368,0.4189424,22400,100
1.0248469,2505751,567.35706,,3509.561,1361.0078,1796.1467,0.0016555211,1.0159458,10.0,177.77,0.16555211,225,1.7215592,1767.3367,0.6903329,0.01721559,1337.505,1767.3367,4582.538790225983,1767.3367502470276,0.010159458,97.57555,,97.4133,,-1.0,3509.561,[-0.933  1.993 -2.823 -2.295],10.0,470786.8,0.006903329,0.4189424,22500,100
2.1012635,2524203,554.4501,,3999.0483,1463.856,2173.83,0.017426154,1.1299692,10.0,184.52,1.7426156,226,15.873958,1834.8228,0.09469986,0.15873957,1345.0415,1824.8417,4616.558634281158,1834.8228495590904,0.011299692,47.590412,,29.600534,9.981244,-1.0,3989.0671,[-0.927  1.981 -2.8   -2.274],10.0,17893308.0,0.0009469986,0.4189424,22600,100
1.5801644,2542800,610.13885,,3509.4048,1567.6052,2107.8994,0.007840664,1.1517612,10.0,185.97,0.78406644,227,3.800528,1849.2881,0.15890561,0.03800528,1419.4756,1839.3076,4652.860029697418,1849.2882844485505,0.011517611,63.284554,,68.33278,9.980421,-1.0,3499.4243,[-0.933  2.012 -2.837 -2.245],10.0,2928388.2,0.0015890561,0.4189424,22700,100
2.2647455,2561091,575.9319,,3569.3313,1586.4214,2244.2947,0.012309063,1.1646719,10.0,182.91,1.2309062,228,8.59421,1818.6875,0.10573604,0.0859421,1381.5356,1698.7777,4687.34154343605,1818.687539225064,0.011646719,44.15507,,47.23725,119.90993,-1.0,3449.4214,[-0.952  2.015 -2.833 -2.219],10.0,9718430.0,0.0010573603,0.4189424,22800,100
1.064429,2579586,493.57016,,3669.455,1417.2471,1880.9133,0.002350115,1.0089443,10.0,184.95,0.2350115,229,1.6688064,1839.13,0.52367973,0.016688064,1389.7153,1829.1495,4727.331113100052,1839.1300881199331,0.010089443,93.94708,,94.85366,9.980393,-1.0,3659.4746,[-0.951  1.985 -2.841 -2.246],10.0,557826.2,0.005236797,0.4189424,22900,100
1.091055,2596424,564.0497,,2939.4854,1354.0,1730.0454,0.0029798404,1.0186826,10.0,168.38,0.29798403,230,1.9166968,1673.4604,0.45715687,0.019166967,1313.4485,1673.4604,4761.237670183182,1673.4604523164605,0.010186826,91.6544,,92.11773,,-1.0,2939.4854,[-0.944  1.983 -2.849 -2.256],10.0,643549.3,0.0045715687,0.4189424,23000,100
4.6205425,2614009,488.30048,,3319.6377,1538.6191,2412.5615,0.030479757,1.3557861,10.0,175.85,3.047976,231,25.664118,1748.1473,0.018404925,0.25664118,1341.5765,1748.1473,4790.574975728989,1748.1473707321957,0.01355786,21.64248,,16.517832,,-1.0,3319.6377,[-0.94   1.963 -2.855 -2.256],10.0,32639954.0,0.00018404925,0.4189424,23100,100
1.702079,2632830,579.8329,,4199.3,1553.2173,2224.2017,0.008981818,1.1518171,10.0,188.21,0.8981819,232,5.2881846,1871.7671,0.032064516,0.052881844,1357.4598,1871.7671,4828.811896085739,1871.767040022143,0.011518171,58.75168,,62.185913,,-1.0,4199.3,[-0.911  1.958 -2.866 -2.319],10.0,5693049.0,0.00032064517,0.4189424,23200,100
1.1250255,2652285,579.44196,,4868.8423,1393.2986,2025.787,0.0037505897,1.0609047,10.0,194.55,0.37505898,233,2.270158,1935.179,0.45963845,0.02270158,1338.8699,1935.179,4868.41228222847,1935.1788426545336,0.010609048,88.88687,,88.89033,,-1.0,4868.8423,[-0.909  1.945 -2.859 -2.361],10.0,766846.8,0.0045963842,0.4189424,23300,100
1.2297179,2671112,564.57227,,3629.129,1513.3793,2006.2701,0.004770678,1.0611259,10.0,188.27,0.4770678,234,3.327983,1872.3834,0.24277769,0.03327983,1427.9077,1872.3834,4900.799094676971,1872.3833981337186,0.01061126,81.319466,,83.18581,,-1.0,3629.129,[-0.914  1.934 -2.843 -2.364],10.0,1379308.2,0.0024277768,0.4189424,23400,100
1.7427497,2689580,472.0116,,3549.6045,1563.1631,2137.0723,0.00944611,1.1395015,10.0,184.68,0.9446109,235,5.568293,1836.4973,0.12488323,0.05568293,1401.7615,1816.5344,4937.613763093948,1836.4974318908585,0.011395015,57.38059,,59.270187,19.963013,-1.0,3529.6416,[-0.926  1.94  -2.84  -2.342],10.0,3869314.2,0.0012488322,0.4189424,23500,100
1.0026782,2708485,430.6136,,3499.4844,1477.5227,1906.6938,0.00049946446,1.0116212,10.0,189.05,0.049946442,236,1.1371653,1880.2056,0.8609426,0.011371653,1451.608,620.58405,4970.189653635025,1880.2055998625726,0.010116212,99.7329,,99.75682,1259.6216,-1.0,2239.8628,[-0.903  1.932 -2.86  -2.369],10.0,1844444.6,0.008609426,0.4189424,23600,100
30.910332,2726461,498.2598,,3419.3508,2223.5427,4551.8545,0.112412326,2.198571,10.0,179.76,11.241233,237,109.88855,1787.316,0.0016314527,1.0988854,1368.5327,1777.3345,5001.730453491211,1787.3160146049247,0.021985708,3.2351642,,3.6842606,9.98144,-1.0,3409.3694,[-0.907  1.938 -2.882 -2.374],10.0,676952770.0,1.6314527e-05,0.4189424,23700,100
1.0121197,2743937,513.659,,3089.6306,1378.5416,1759.2286,0.0011298058,1.008626,10.0,174.76,0.11298058,238,1.3183223,1737.3431,0.74977165,0.013183223,1358.9421,1737.3431,5030.040869474411,1737.3430599280912,0.01008626,98.80255,,98.76082,,-1.0,3089.6306,[-0.941  1.925 -2.902 -2.468],10.0,335765.53,0.007497716,0.4189424,23800,100
1.0232891,2761897,582.48816,,4239.4697,1273.8389,1799.0771,0.0015850378,0.9998733,10.0,179.6,0.15850377,239,1.5586437,1785.734,0.70518774,0.015586437,1266.5071,1775.7538,5058.978066682816,1785.7340576174215,0.009998733,97.7241,,97.548615,9.980353,-1.0,4229.4893,[-0.949  1.944 -2.914 -2.478],10.0,555480.5,0.007051877,0.4189424,23900,100
2.6182458,2780670,553.9446,,3509.5476,1691.946,2387.4539,0.023241034,1.3629105,10.0,187.73,2.3241034,240,21.39421,1867.0369,0.09428025,0.21394211,1437.2068,1867.0369,5086.724172830582,1867.0369855264853,0.013629105,38.193512,,25.589334,,-1.0,3509.5476,[-0.951  1.953 -2.901 -2.474],10.0,11762352.0,0.00094280246,0.4189424,24000,100
2.8180208,2798968,446.54504,,3609.7222,1623.8042,2365.9539,0.020651152,1.2676595,10.0,182.98,2.0651155,241,17.33255,1819.5264,0.053136915,0.1733255,1377.4275,609.787,5115.339677333832,1819.5263233252886,0.012676594,35.485897,,27.36807,1209.7394,-1.0,2399.983,[-0.966  1.955 -2.954 -2.404],10.0,6132986.0,0.0005313691,0.4189424,24100,100
1.285815,2818160,458.00888,,3619.4392,1584.0916,2086.7537,0.0055955285,1.0910128,10.0,191.92,0.55955285,242,3.5783467,1908.9059,0.26595467,0.035783466,1465.617,649.29333,5151.5736079216,1908.9058787403483,0.010910128,77.77168,,79.174034,1259.6125,-1.0,2359.8267,[-0.977  2.003 -2.948 -2.369],10.0,2394102.8,0.0026595467,0.4189424,24200,100
1.7535715,2836380,545.34576,,2999.5803,1563.2231,2049.7063,0.009641103,1.1078761,10.0,182.2,0.96411043,243,4.7446465,1811.7231,0.122026965,0.047446463,1444.3508,1801.7423,5182.6278212070465,1811.723039141796,0.011078761,57.026474,,56.90529,9.980601,-1.0,2989.5996,[-0.973  2.02  -2.994 -2.407],10.0,4137648.8,0.0012202696,0.4189424,24300,100
1.0592697,2854493,579.0313,,3569.4531,1387.1969,1837.1327,0.002380173,1.0110595,10.0,181.13,0.2380173,244,1.6632333,1801.0272,0.58680725,0.016632332,1363.8604,1801.0272,5213.851454496384,1801.0273380781882,0.010110595,94.40466,,94.749054,,-1.0,3569.4531,[-0.957  2.02  -3.01  -2.45 ],10.0,746458.75,0.005868072,0.4189424,24400,100
291.68066,2873396,503.92975,,3539.54,8640.154,16043.812,0.7300114,8.149801,10.0,189.03,73.001144,245,733.8536,1879.9944,5.5885488e-05,7.338536,1446.491,640.2708,5244.991231679916,1879.9942644890252,0.08149801,0.3428407,,1.2309926,1239.7234,-1.0,2299.8167,[-0.967  2.033 -3.017 -2.444],10.0,2896844500.0,5.588549e-07,0.4189424,24500,100
1.0664326,2893309,560.1245,,4449.2266,1464.6931,2027.419,0.0026204959,1.0190854,10.0,199.13,0.2620496,246,1.8446105,1980.9247,0.48686558,0.018446105,1436.008,1980.9247,5279.477876424789,1980.9247384627533,0.010190856,93.77058,,93.79788,,-1.0,4449.2266,[-0.943  2.094 -3.016 -2.37 ],10.0,613296.9,0.0048686555,0.4189424,24600,100
4.3092723,2912641,785.5013,,4948.9336,1682.8639,2941.0916,0.032652073,1.3606383,10.0,193.32,3.2652078,247,31.435436,1922.8203,0.035040352,0.31435436,1316.7021,1922.8203,5315.161015987396,1922.820364007938,0.0136063825,23.205774,,14.795404,,-1.0,4948.9336,[-0.942  2.107 -3.006 -2.371],10.0,100758100.0,0.0003504035,0.4189424,24700,100
11.50859,2931318,726.091,,4479.2896,3118.4795,4979.563,0.08481918,1.9618919,10.0,186.77,8.481919,248,81.59405,1857.3253,0.00079576235,0.81594044,1308.7266,1857.3253,5347.608524084091,1857.3253745747375,0.019618917,8.689162,,5.078401,,-1.0,4479.2896,[-0.982  2.126 -3.01  -2.338],10.0,771166340.0,7.957623e-06,0.4189424,24800,100
1.1235427,2950788,578.4151,,4008.9958,1463.7396,1984.186,0.003917452,1.03093,10.0,194.7,0.3917452,249,3.0911922,1936.649,0.35100347,0.030911922,1445.6493,1936.649,5382.594630479813,1936.6490048421415,0.010309299,89.00419,,87.3825,,-1.0,4008.9958,[-0.937  2.071 -2.931 -2.378],10.0,910918.25,0.0035100346,0.4189424,24900,100
1.0916097,2969138,644.31415,,4818.973,1292.1227,1908.7657,0.0027091643,1.0293357,10.0,183.5,0.27091643,250,1.790921,1824.6606,0.47467032,0.01790921,1234.4595,1814.6786,5413.370354890823,1824.6607326782896,0.010293357,91.607834,,93.52159,9.982154,-1.0,4808.991,[-0.944  2.065 -2.936 -2.377],10.0,853595.6,0.004746703,0.4189424,25000,100
1.4068348,2988929,597.52606,,3869.6077,1592.5548,2154.6814,0.007290059,1.0845902,10.0,197.91,0.7290059,251,3.8159142,1968.763,0.19560704,0.03815914,1494.8347,1968.763,5449.363285541534,1968.7630984836835,0.010845902,71.08155,,68.880775,,-1.0,3869.6077,[-0.954  2.065 -2.933 -2.386],10.0,2757785.5,0.0019560703,0.4189424,25100,100
1.5505676,3008453,503.485,,3629.4048,1598.615,2152.1262,0.0081455195,1.1194413,10.0,195.24,0.814552,252,4.4747305,1942.0624,0.05605494,0.044747304,1497.5529,1662.1882,5479.97830581665,1942.0624459545977,0.0111944135,64.49251,,65.382454,279.8741,-1.0,3349.5308,[-0.935  2.058 -2.95  -2.402],10.0,2424367.2,0.0005605494,0.4189424,25200,100
4.061346,3028101,536.62317,,4269.3174,1763.0009,2816.7544,0.02695754,1.3687415,10.0,196.48,2.695754,253,21.065844,1954.4922,0.035395425,0.21065843,1431.6095,1704.6631,5509.918384075165,1954.4920895391008,0.013687415,24.62238,,20.49608,249.8288,-1.0,4019.4885,[-0.925  2.027 -2.945 -2.422],10.0,25086752.0,0.00035395424,0.4189424,25300,100
1.1622362,3048097,617.8974,,3989.4941,1576.7485,2103.5059,0.004096327,1.0384967,10.0,199.96,0.4096327,254,2.4134293,1989.2703,0.33634043,0.024134291,1500.6589,1989.2703,5546.530965805054,1989.270237222792,0.010384968,86.04103,,86.53596,,-1.0,3989.4941,[-0.9    2.052 -2.956 -2.411],10.0,1349804.6,0.0033634042,0.4189424,25400,100
3.60069,3068549,502.62723,,3929.4,1733.8254,2647.023,0.022161786,1.3113841,10.0,204.52,2.2161784,255,13.643108,2034.8499,0.028215697,0.13643108,1553.5986,725.1454,5582.031409740448,2034.8499438319166,0.0131138405,27.772455,,25.93399,1309.7046,-1.0,2619.6953,[-0.898  2.073 -2.966 -2.416],10.0,8448389.0,0.00028215695,0.4189424,25500,100
3.7294462,3087944,656.51636,,4909.3467,1495.6907,2656.849,0.030572688,1.4165633,10.0,193.95,3.0572689,256,19.931211,1929.1868,0.037607316,0.1993121,1327.917,1919.2063,5613.711205482483,1929.1867861822625,0.0141656315,26.813633,,17.674232,9.980498,-1.0,4899.366,[-0.916  2.055 -2.965 -2.457],10.0,34670310.0,0.00037607315,0.4189424,25600,100
1.3326923,3105313,502.28302,,3589.518,1411.0625,1918.575,0.0059833024,1.1157969,10.0,173.69,0.5983302,257,3.1211705,1726.6218,0.28077713,0.031211704,1286.9974,1726.6218,5645.285938978195,1726.6218142128719,0.011157969,75.03608,,77.666954,,-1.0,3589.518,[-0.934  2.013 -2.974 -2.429],10.0,1380856.1,0.002807771,0.4189424,25700,100
6.23812,3123431,524.6107,,3369.6072,1716.6677,2747.414,0.043759223,1.3655428,10.0,181.18,4.375922,258,42.972874,1801.4961,0.012000503,0.42972872,1388.805,1791.5156,5674.064442873001,1801.4960271520567,0.013655427,16.03047,,8.873894,9.980427,-1.0,3359.6267,[-0.953  2.023 -2.982 -2.413],10.0,109566296.0,0.000120005025,0.4189424,25800,100
1.2126908,3142059,555.98346,,3869.5325,1421.9136,1943.8037,0.005423751,1.0492222,10.0,186.28,0.54237515,259,3.2710953,1852.4783,0.32204038,0.03271095,1378.5592,1852.4783,5705.617820262909,1852.4783421281186,0.010492222,82.46125,,78.913055,,-1.0,3869.5325,[-0.918  2.033 -2.955 -2.375],10.0,1681637.4,0.0032204038,0.4189424,25900,100
1.1995301,3161673,643.7876,,4999.072,1415.3003,2085.8647,0.0046242583,1.0448508,10.0,196.14,0.46242586,260,2.4854321,1951.1345,0.20830092,0.024854321,1338.8756,1831.2216,5744.269442081451,1951.13451153895,0.010448507,83.365974,,83.62088,119.913055,-1.0,4879.1587,[-0.919  2.047 -2.976 -2.356],10.0,1690282.9,0.002083009,0.4189424,26000,100
1.7112938,3181900,591.1422,,4219.415,1699.551,2375.572,0.009398334,1.1746708,10.0,202.27,0.93983346,261,4.5730863,2012.3638,0.095821336,0.045730863,1495.5933,2012.3638,5778.527012586594,2012.3638886593624,0.011746709,58.435318,,60.97071,,-1.0,4219.415,[-0.918  2.045 -2.965 -2.384],10.0,5645687.0,0.00095821335,0.4189424,26100,100
1.3375531,3201163,488.39545,,3369.5278,1606.4341,2083.7107,0.0058064843,1.1088129,10.0,192.63,0.5806484,262,2.904407,1915.9912,0.23605405,0.02904407,1503.3098,1906.0099,5813.9150314331055,1915.9911207080293,0.011088129,74.76338,,78.47896,9.981312,-1.0,3359.5466,[-0.916  2.039 -2.967 -2.431],10.0,1278865.0,0.0023605404,0.4189424,26200,100
1.0516636,3219944,470.3387,,3389.562,1466.574,1892.2975,0.0021554604,1.0190483,10.0,187.81,0.21554606,263,1.478526,1867.7957,0.5144002,0.01478526,1452.6609,1857.816,5843.017796039581,1867.7958030390562,0.010190483,95.08744,,95.71764,9.9797325,-1.0,3379.5823,[-0.934  2.04  -2.968 -2.431],10.0,367420.1,0.005144002,0.4189424,26300,100
1.1576194,3238577,451.70004,,3369.3662,1480.098,1924.0917,0.004132652,1.0368018,10.0,186.33,0.41326523,264,2.593641,1853.0017,0.3113715,0.02593641,1440.3402,993.1969,5879.867197036743,1853.001733308446,0.010368018,86.38418,,86.2903,859.8049,-1.0,2509.5613,[-0.941  2.041 -2.97  -2.428],10.0,1247238.8,0.003113715,0.4189424,26400,100
10.502688,3257341,458.3795,,3739.481,2249.1462,3733.3967,0.052127924,1.8814635,10.0,187.64,5.212793,265,38.63688,1866.0916,0.005899094,0.38636878,1408.1006,746.26776,5911.937118768692,1866.0916946166885,0.01881463,9.521372,,11.525712,1119.824,-1.0,2619.657,[-0.947  2.035 -2.982 -2.447],10.0,27907436.0,5.899094e-05,0.4189424,26500,100
1.0037326,3276499,614.9894,,4369.348,1382.7592,1918.8906,0.0006278421,1.005791,10.0,191.58,0.06278421,266,1.1844199,1905.5264,0.8639978,0.011844198,1370.3928,1895.5458,5944.4838490486145,1905.526506861982,0.0100579085,99.62813,,99.611855,9.980776,-1.0,4359.367,[-0.914  2.002 -2.992 -2.523],10.0,407980.38,0.008639978,0.4189424,26600,100
1.2590854,3295816,481.61148,,4019.5835,1511.0709,2063.4717,0.00505427,1.0664356,10.0,193.17,0.50542694,267,3.295278,1921.4235,0.21972705,0.03295278,1429.127,711.6739,5976.416162490845,1921.423431837412,0.010664355,79.42273,,81.65801,1209.7495,-1.0,2809.834,[-0.918  2.012 -2.993 -2.535],10.0,2240730.0,0.0021972705,0.4189424,26700,100
1.228386,3313490,446.65567,,2929.7188,1433.862,1831.5469,0.005251093,1.0347807,10.0,176.74,0.5251093,268,2.8633473,1757.1495,0.2899128,0.028633472,1398.3337,1757.1495,6010.448410749435,1757.1495909569976,0.010347808,81.40763,,79.5219,,-1.0,2929.7188,[-0.937  2.02  -3.003 -2.545],10.0,1195829.1,0.0028991278,0.4189424,26800,100
1.7154014,3332595,626.30756,,4489.5615,1434.4038,2154.5696,0.010919856,1.1311822,10.0,191.05,1.0919856,269,9.127471,1900.2446,0.15487054,0.09127471,1350.388,1900.2446,6043.411326885223,1900.2446291788387,0.011311821,58.295395,,51.762554,,-1.0,4489.5615,[-0.922  2.01  -2.993 -2.563],10.0,5954356.5,0.0015487054,0.4189424,26900,100
1.1950284,3351075,526.4521,,3399.6846,1524.2595,1979.4293,0.0040598563,1.0728548,10.0,184.8,0.40598565,270,2.5044224,1837.7614,0.41364196,0.025044223,1421.3867,1837.7614,6074.226629018784,1837.7613659107988,0.010728547,83.680016,,87.473854,,-1.0,3399.6846,[-0.921  1.973 -3.008 -2.576],10.0,970373.0,0.0041364194,0.4189424,27000,100
2.9846847,3369992,527.3487,,3339.6558,1664.0137,2370.651,0.018276842,1.2304193,10.0,189.17,1.8276843,271,9.643862,1881.4509,0.036066707,0.09643862,1472.4285,1871.4717,6111.0198974609375,1881.451047673547,0.0123041915,33.504375,,31.187037,9.979366,-1.0,3329.6765,[-0.914  1.987 -3.011 -2.585],10.0,14446392.0,0.00036066707,0.4189424,27100,100
1.0740277,3389244,589.9705,,4149.5674,1457.3604,1984.0516,0.0026339374,1.0390346,10.0,192.52,0.26339373,272,1.8171844,1914.9594,0.43170762,0.018171845,1406.7429,1914.9594,6142.871186733246,1914.9592972219473,0.010390346,93.107475,,93.961876,,-1.0,4149.5674,[-0.886  1.998 -2.996 -2.611],10.0,604236.6,0.004317076,0.4189424,27200,100
1.2364259,3408987,480.61346,,3689.4844,1610.0515,2112.5044,0.004565857,1.052888,10.0,197.43,0.4565857,273,2.917114,1964.0524,0.37042224,0.029171139,1512.1848,704.3086,6181.803587436676,1964.0524569133347,0.010528879,80.87828,,84.17135,1259.7439,-1.0,2429.7405,[-0.895  2.024 -3.006 -2.614],10.0,2430774.0,0.0037042224,0.4189424,27300,100
1.0104233,3428405,574.6742,,3949.4844,1452.8628,1939.0883,0.000999985,0.9967373,10.0,194.18,0.09999851,274,1.361038,1931.5502,0.8124372,0.01361038,1447.839,1931.5502,6213.288055896759,1931.5501217487988,0.009967373,98.96842,,99.00351,,-1.0,3949.4844,[-0.88   2.025 -3.015 -2.612],10.0,459030.75,0.008124372,0.4189424,27400,100
1.5765259,3448739,570.86346,,4279.5596,1621.5533,2279.6584,0.008724687,1.1377877,10.0,203.34,0.87246865,275,4.4351397,2023.1267,0.20556642,0.044351395,1498.9897,2023.1267,6250.50417637825,2023.1267475689956,0.011377877,63.43061,,62.9723,,-1.0,4279.5596,[-0.88   2.029 -3.023 -2.609],10.0,3792929.5,0.002055664,0.4189424,27500,100
1.9773085,3468820,502.04352,,3939.5796,1715.254,2393.7273,0.0118670575,1.1794266,10.0,200.81,1.1867058,276,7.5397215,1997.8363,0.15936574,0.075397216,1515.338,698.1355,6280.196929693222,1997.8361883426305,0.011794264,50.5738,,49.692356,1299.7007,-1.0,2639.879,[-0.897  2.052 -3.026 -2.579],10.0,3590155.2,0.0015936574,0.4189424,27600,100
5.157789,3489189,667.43317,,4999.462,1783.1217,3173.7168,0.041314814,1.5516248,10.0,203.69,4.1314816,277,25.835094,2026.7319,0.012834627,0.25835094,1414.4253,846.9295,6313.131980895996,2026.731879144907,0.015516247,19.388151,,12.361138,1179.8024,-1.0,3819.6597,[-0.873  2.049 -3.032 -2.611],10.0,13947526.0,0.00012834626,0.4189424,27700,100
1.2496889,3510186,544.2085,,4199.5034,1708.3219,2283.291,0.00486726,1.0857753,10.0,209.97,0.486726,278,2.620235,2089.4219,0.23428614,0.026202349,1575.0896,2079.4382,6348.8638570308685,2089.421839945284,0.0108577525,80.01992,,83.26738,9.983636,-1.0,4189.52,[-0.85   2.064 -3.066 -2.555],10.0,1577888.1,0.0023428614,0.4189424,27800,100
2.299955,3531613,637.3317,,4309.42,1918.8682,2719.2996,0.014981646,1.2129153,10.0,214.27,1.4981647,279,11.120718,2132.412,0.095223695,0.11120718,1604.6179,2132.412,6385.270051717758,2132.4121474369235,0.01212915,43.479115,,39.593594,,-1.0,4309.42,[-0.852  2.074 -3.081 -2.599],10.0,18790160.0,0.00095223694,0.4189424,27900,100
1.0454639,3553098,520.9801,,3539.6104,1729.5005,2172.7576,0.002124042,1.0150447,10.0,214.85,0.2124042,280,1.8984344,2138.2,0.6087659,0.018984344,1704.688,2138.2,6425.229338884354,2138.199973751196,0.010150447,95.65131,,95.804886,,-1.0,3539.6104,[-0.849  2.097 -3.078 -2.556],10.0,485524.7,0.006087659,0.4189424,28000,100
1.9191225,3573395,604.3754,,3689.2378,1663.0234,2288.9648,0.011597827,1.1266696,10.0,202.97,1.1597828,281,7.6365733,2019.3984,0.13833013,0.07636573,1567.5609,2019.3984,6457.095643997192,2019.398395156255,0.011266697,52.107147,,48.552074,,-1.0,3689.2378,[-0.847  2.1   -3.087 -2.545],10.0,8019632.0,0.0013833013,0.4189424,28100,100
1.5972426,3594375,551.595,,4039.3447,1707.5005,2332.7336,0.009869702,1.1521912,10.0,209.8,0.98697025,282,7.4184837,2087.7014,0.13926713,0.074184835,1592.9847,827.97266,6490.132595777512,2087.701420775051,0.01152191,62.6079,,57.677826,1259.7288,-1.0,2779.616,[-0.88   2.128 -3.108 -2.592],10.0,2844940.2,0.0013926713,0.4189424,28200,100
1.0062698,3615565,629.53796,,4259.374,1607.9586,2131.256,0.00075451104,1.0058382,10.0,211.9,0.075451106,283,1.2428789,2108.714,0.80326366,0.0124287885,1587.0494,2108.714,6529.789448022842,2108.7140710409203,0.0100583825,99.37692,,99.44045,,-1.0,4259.374,[-0.855  2.102 -3.128 -2.604],10.0,510741.94,0.008032637,0.4189424,28300,100
1.0080333,3635197,440.0984,,3069.621,1587.2893,1964.7466,0.0008524698,1.0032231,10.0,196.32,0.08524698,284,1.2567691,1952.9146,0.8137542,0.012567691,1576.9642,1942.9347,6565.345986843109,1952.9145048293703,0.010032231,99.20307,,99.28314,9.979844,-1.0,3059.6414,[-0.861  2.118 -3.133 -2.614],10.0,260288.16,0.008137542,0.4189424,28400,100
14.595311,3656359,575.01624,,4099.426,2383.13,4301.248,0.09902241,2.3722363,10.0,211.62,9.902241,285,94.40779,2105.916,0.00035099534,0.9440779,1603.841,2095.9355,6601.59602689743,2105.916009289076,0.023722362,6.8515153,,5.4276643,9.98042,-1.0,4089.4453,[-0.859  2.114 -3.125 -2.604],10.0,246771980.0,3.5099533e-06,0.4189424,28500,100
1.4233558,3676921,532.9997,,3839.4607,1678.9105,2239.923,0.006822154,1.0691022,10.0,205.62,0.6822154,286,4.397549,2045.8762,0.17767853,0.04397549,1575.6403,2045.8762,6640.026043653488,2045.8763720023944,0.010691022,70.2565,,71.06326,,-1.0,3839.4607,[-0.894  2.162 -3.147 -2.532],10.0,3096797.0,0.0017767852,0.4189424,28600,100
