InitialReturnMin,EpRewMean,EpLenMean,LearnableVariance,EpisodesSoFar,ReturnStepMaxmin,StdIWNorm,Bound,Iteration,InitialReturnMax,InitialReturnStd,InitialReturnMean,OptimizationReturnMin,InitialBound,ReturnMeanIW,MeanIW,MeanIWNorm,ESSClassic,OptimizationReturnMax,MaxIW,MinIWNorm,MeanEntropy,VarianceInit,ReturnStepMax,EmpiricalD2,OptimizationReturnMean,EpThisIter,J_sample_variance,StdIW,MinIW,MaxIWNorm,TimeElapsed,ESSRenyi,TimestepsSoFar,Weights
,4813.230313215913,481.45,,14100,10.0,0.0056620934,4342.3433,141,4999.529,914.8031,4813.2305,,4200.9146,5042.431,1.0459388,0.010459389,77.33654,4999.529,3.9387896,0.0033684527,0.4189424,-1.0,10.0,1.3072417,4813.2305,100,9025685.0,0.5662094,0.33684528,0.039387897,1909.072166442871,76.49695,4827129,[ 0.036  0.537 -2.388 -2.361]
339.63373,4863.178769125906,486.44,,14200,10.0,1.5118647,56567.566,142,4999.568,773.31714,4863.1787,,4250.8594,80053.61,16.066029,0.16066028,1.1166432,4659.934,1520.2363,9.732855e-07,0.4189424,-1.0,10.0,1471.1724,4523.545,100,501067580000.0,151.18648,9.732855e-05,15.202363,1926.6714675426483,0.067973,4875773,[ 0.047  0.521 -2.385 -2.362]
,4368.192482503256,437.18,,14300,10.0,0.008121455,3996.1296,143,4999.446,1262.3162,4368.1924,,3755.8877,4770.4575,1.047606,0.01047606,62.4611,4999.446,3.7562757,0.0017093879,0.4189424,-1.0,10.0,1.5992444,4368.1924,100,17775092.0,0.8121456,0.17093879,0.037562754,1943.6017098426819,62.52953,4919491,[ 0.116  0.471 -2.367 -2.243]
9.979713,4719.493860926317,472.15,,14400,10.0,0.008488094,4658.4023,144,4999.5693,966.8993,4719.4937,,4107.174,5478.516,1.1276988,0.011276986,63.834763,4989.59,5.02092,0.0010036118,0.4189424,-1.0,10.0,1.7938735,4709.514,100,19265574.0,0.84880936,0.10036118,0.0502092,1961.9090456962585,55.74529,4966706,[ 0.098  0.466 -2.371 -2.264]
9.980305,4805.127162990614,480.66,,14500,10.0,0.087580994,6554.731,145,4999.569,884.2931,4805.127,,4192.8076,9430.927,1.9092178,0.019092176,4.5365763,4989.5884,70.091644,4.289313e-05,0.4189424,-1.0,10.0,22.06381,4795.1465,100,1930212600.0,8.7581,0.004289313,0.7009164,1980.1029760837555,4.5323086,5014772,[ 0.073  0.477 -2.399 -2.285]
9.97927,4799.453530075244,480.08,,14600,10.0,0.02785127,5150.457,146,4999.5996,895.6729,4799.4536,,4187.13,6603.4795,1.3591776,0.013591775,19.23476,4989.62,18.802835,8.589563e-05,0.4189424,-1.0,10.0,5.630968,4789.474,100,196429920.0,2.7851272,0.008589563,0.18802835,1997.058024406433,17.758936,5062780,[ 0.045  0.463 -2.41  -2.174]
299.8008,4952.10897439275,495.31,,14700,10.0,0.035971794,6044.7695,147,4999.656,467.57465,4952.109,,4339.7783,7660.983,1.5520931,0.015520931,15.695102,4699.855,28.999527,4.3178985e-05,0.4189424,-1.0,10.0,6.966682,4652.308,100,289269150.0,3.5971797,0.004317899,0.28999525,2016.8110749721527,14.354035,5112311,[ 0.035  0.524 -2.383 -2.266]
9.980776,4814.746119966203,481.63,,14800,10.0,0.023251291,5439.715,148,4999.614,818.1681,4814.746,,4202.421,6835.4497,1.4969416,0.014969414,29.303211,4989.633,13.715704,4.8300837e-05,0.4189424,-1.0,10.0,5.1956716,4804.7646,100,106058904.0,2.3251293,0.004830084,0.13715704,2034.9467306137085,19.24679,5160474,[ 0.052  0.579 -2.38  -2.291]
,4564.174451077221,456.68,,14900,10.0,0.021705983,4317.233,149,4999.561,1226.0709,4564.1743,,3951.856,5614.8765,1.2915573,0.012915573,26.14766,4999.561,14.521199,0.0001655935,0.4189424,-1.0,10.0,4.491131,4564.1743,100,105502260.0,2.1705983,0.016559351,0.145212,2053.039490222931,22.266108,5206142,[ 0.093  0.578 -2.35  -2.253]
309.75055,4096.859772586996,410.12,,15000,10.0,0.008194182,3930.862,150,4999.4795,1567.3872,4096.86,,3484.5508,4736.712,1.0327199,0.010327199,61.365757,4689.729,5.2607155,0.0016151696,0.4189424,-1.0,10.0,1.732078,3787.1094,100,17496794.0,0.8194182,0.16151696,0.052607153,2070.194887638092,57.734123,5247154,[ 0.146  0.566 -2.399 -2.278]
,4480.944617422324,448.39,,15100,10.0,0.0053552873,4059.218,151,4999.58,1308.4432,4480.945,,3868.6238,4753.0713,1.0301126,0.010301125,78.723495,4999.58,3.2954934,0.0017766043,0.4189424,-1.0,10.0,1.2840353,4480.945,100,9137753.0,0.5355287,0.17766044,0.03295493,2090.1629021167755,77.87948,5291993,[ 0.115  0.575 -2.413 -2.304]
,4553.49892456932,455.58,,15200,10.0,0.009183431,4422.882,152,4999.5874,1263.358,4553.4985,,3941.1768,5223.8384,1.1001457,0.0110014565,58.934387,4999.5874,6.4655385,0.0010248114,0.4189424,-1.0,10.0,1.7110319,4553.4985,100,23168784.0,0.9183431,0.10248115,0.064655386,2108.795057296753,58.444263,5337551,[ 0.114  0.597 -2.463 -2.322]
1909.4053,4956.308522724778,495.75,,15300,10.0,0.015191393,4747.2217,153,4999.597,327.9811,4956.3086,,4343.985,5644.507,1.1318182,0.011318181,35.694756,3090.192,10.477904,0.0007651606,0.4189424,-1.0,10.0,2.1473348,3046.9033,100,27051002.0,1.5191393,0.07651606,0.10477904,2130.9334235191345,46.569355,5387126,[ 0.088  0.577 -2.481 -2.283]
9.981719,4809.543461595604,481.09,,15400,10.0,0.009616118,4874.0576,154,4999.6113,860.9146,4809.544,,4197.2188,5759.038,1.1826563,0.011826563,60.200222,4989.6294,4.9472795,0.000370075,0.4189424,-1.0,10.0,2.0888336,4799.5615,100,24141756.0,0.9616118,0.0370075,0.049472794,2150.4375660419464,47.873608,5435235,[ 0.051  0.57  -2.482 -2.284]
19.961319,4897.421315119633,489.86,,15500,10.0,0.016694508,5037.8765,155,4999.621,654.4818,4897.4214,,4285.095,6173.053,1.2494389,0.012494389,35.902454,4979.6597,9.876894,0.00046673045,0.4189424,-1.0,10.0,3.436858,4877.4604,100,70360800.0,1.6694508,0.046673045,0.098768935,2169.103588104248,29.096344,5484221,[ 0.044  0.616 -2.48  -2.319]
,4848.46104205479,484.98,,15600,10.0,3.2679944,97605.586,156,4999.6226,731.82086,4848.461,,4236.1353,165598.97,33.137295,0.33137292,1.0177217,4999.6226,3284.725,3.1354283e-08,0.4189424,-1.0,10.0,12330.126,4848.461,100,2696203200000.0,326.79944,3.1354284e-06,32.84725,2189.9807455539703,0.008110217,5532719,[ 0.052  0.647 -2.434 -2.299]
249.79265,4756.474537745828,475.81,,15700,10.0,0.050121102,6200.4473,157,4999.604,969.49176,4756.4746,,4144.1504,8363.52,1.7514963,0.017514963,10.882757,4749.8115,37.533806,1.3247012e-05,0.4189424,-1.0,10.0,12.478996,4506.6816,100,573969200.0,5.0121107,0.0013247012,0.37533805,2211.8509743213654,8.013465,5580300,[ 0.071  0.668 -2.484 -2.143]
249.81096,4684.01926695271,468.62,,15800,10.0,0.015521561,4317.0283,158,4999.487,1013.89984,4684.019,,4071.7095,5351.56,1.1213412,0.0112134125,34.293564,4749.676,12.933177,0.00028896384,0.4189424,-1.0,10.0,2.8546002,4434.2085,100,56282260.0,1.5521563,0.028896386,0.12933177,2230.075165271759,35.031174,5627162,[ 0.105  0.728 -2.488 -2.153]
19.96115,4820.596193497911,482.21,,15900,10.0,0.019578554,4789.683,159,4999.6084,829.5452,4820.5967,,4208.271,5959.372,1.2209591,0.0122095905,28.000713,4979.6475,16.77335,0.000116342366,0.4189424,-1.0,10.0,3.6490319,4800.6357,100,97020360.0,1.9578553,0.011634237,0.16773349,2247.626222848892,27.40453,5675383,[ 0.086  0.753 -2.515 -2.128]
,4816.238434546069,481.78,,16000,10.0,0.012331982,4414.523,160,4999.5215,856.4067,4816.2383,,4203.9243,5302.7065,1.0929985,0.010929985,43.99482,4999.5215,8.019854,0.00047997228,0.4189424,-1.0,10.0,2.104056,4816.2383,100,39345524.0,1.2331982,0.04799723,0.080198534,2267.8538365364075,47.527256,5723561,[ 0.095  0.772 -2.559 -2.084]
299.76334,4869.221643152885,487.04,,16100,10.0,0.091131255,6360.6396,161,4999.5527,741.12177,4869.222,,4256.904,8181.9346,1.6472837,0.016472837,3.1640165,4699.7896,91.769714,0.00037134055,0.4189424,-1.0,10.0,8.847225,4569.4585,100,1853593700.0,9.113126,0.037134055,0.91769713,2288.7151300907135,11.3029785,5772265,[ 0.064  0.784 -2.554 -2.136]
259.7569,4904.512705770064,490.56,,16200,10.0,0.16236147,7730.157,162,4999.5776,643.7607,4904.5127,,4292.192,12404.12,2.4922779,0.024922777,2.3020377,4739.821,162.19318,4.2966003e-06,0.4189424,-1.0,10.0,58.265656,4644.756,100,5982075000.0,16.236147,0.00042966005,1.6219317,2307.4835267066956,1.7162769,5821321,[ 0.01   0.802 -2.536 -2.205]
,4531.601190460221,453.35,,16300,10.0,0.009056981,4483.058,163,4999.5547,1372.5823,4531.601,,3919.2832,5280.1255,1.1427417,0.011427416,61.419003,4999.5547,6.6920924,0.0021309557,0.4189424,-1.0,10.0,1.6944791,4531.601,100,23101134.0,0.90569806,0.21309558,0.06692092,2325.5521478652954,59.015186,5866656,[ 0.039  0.84  -2.525 -2.142]
1129.3794,4960.466199035909,496.14,,16400,10.0,0.009554357,4544.8857,164,4999.545,385.03876,4960.4663,,4348.1494,5278.308,1.0597013,0.010597013,55.160297,3870.1655,8.320032,0.0026250558,0.4189424,-1.0,10.0,1.4346833,3831.087,100,15377647.0,0.9554359,0.2625056,0.08320032,2345.006686925888,69.70179,5916270,[ 0.018  0.839 -2.524 -2.104]
,4773.128113732236,477.44,,16500,10.0,0.0128288185,4883.1914,165,4999.567,1007.6111,4773.128,,4160.809,5846.2017,1.2185017,0.012185016,47.427917,4999.567,6.8052645,0.0002966315,0.4189424,-1.0,10.0,2.4734635,4773.128,100,42784456.0,1.2828819,0.029663151,0.06805264,2362.9104585647583,40.42914,5964014,[-2.324e-03  8.110e-01 -2.535e+00 -2.074e+00]
,4914.721382476787,491.57,,16600,10.0,0.020774418,5272.4395,166,4999.568,601.49304,4914.721,,4302.402,6513.7603,1.3139665,0.013139665,28.57382,4999.568,16.17292,0.00010492586,0.4189424,-1.0,10.0,4.109718,4914.721,100,109388024.0,2.0774417,0.010492586,0.1617292,2380.5944514274597,24.332571,6013171,[ 0.003  0.768 -2.534 -2.077]
,4775.430182662348,477.68,,16700,10.0,0.0046597086,4422.99,167,4999.576,987.1225,4775.43,,4163.1094,5110.2896,1.064282,0.010642818,83.91431,4999.576,3.0835533,0.00067031995,0.4189424,-1.0,10.0,1.2598947,4775.43,100,6606547.5,0.46597087,0.067031994,0.030835532,2400.6151356697083,79.37171,6060939,[ 0.016  0.825 -2.55  -2.086]
9.979571,4906.632860818315,490.76,,16800,10.0,0.43598422,14049.585,168,4999.626,650.11365,4906.633,,4294.3066,24509.553,4.946494,0.049464945,1.2708632,4989.6465,438.59888,9.4840925e-07,0.4189424,-1.0,10.0,291.8061,4896.6533,100,47792470000.0,43.598423,9.484093e-05,4.3859887,2418.2443222999573,0.34269333,6110015,[ 0.03   0.806 -2.58  -2.047]
,4898.128187633029,489.94,,16900,10.0,0.01056137,5072.2114,169,4999.59,683.6077,4898.128,,4285.8057,5894.7163,1.1957012,0.01195701,56.17407,4999.59,6.0868063,0.0013726796,0.4189424,-1.0,10.0,1.8043344,4898.128,100,28779336.0,1.0561371,0.13726796,0.060868062,2437.673574924469,55.4221,6159009,[ 0.043  0.973 -2.462 -2.183]
,4671.707165925301,467.37,,17000,10.0,0.08162779,8510.781,170,4999.542,1092.0349,4671.707,,4059.3906,10259.975,2.1037638,0.021037638,6.228571,4999.542,69.74621,0.00029606718,0.4189424,-1.0,10.0,8.160629,4671.707,100,1685760000.0,8.162779,0.029606719,0.6974621,2458.6236188411713,12.253957,6205746,[ 0.015  1.014 -2.464 -2.244]
,4944.855119782657,494.59,,17100,10.0,0.30689558,15811.117,171,4999.6533,498.81924,4944.855,,4332.525,19185.844,4.113846,0.041138463,1.7651452,4999.6533,308.7325,4.1611926e-05,0.4189424,-1.0,10.0,30.374287,4944.855,100,19865274000.0,30.689556,0.0041611926,3.087325,2478.7629935741425,3.2922585,6255205,[-0.028  1.013 -2.463 -2.193]
,4861.402900359229,486.29,,17200,10.0,0.045393884,6171.0654,172,4999.5327,720.6955,4861.4033,,4249.087,8335.069,1.6880634,0.016880633,12.148729,4999.5327,34.525246,2.8284774e-05,0.4189424,-1.0,10.0,12.4901,4861.4033,100,521469280.0,4.539388,0.0028284774,0.34525245,2499.0452127456665,8.006341,6303834,[-0.059  0.99  -2.453 -2.23 ]
3669.2317,4936.004886864044,493.77,,17300,10.0,0.011789582,4687.7886,173,4999.5806,232.02786,4936.005,,4323.6836,5558.611,1.1169384,0.011169385,47.30064,1330.3489,7.1170645,0.0011362401,0.4189424,-1.0,10.0,2.0225565,1266.7732,100,19499798.0,1.1789582,0.11362401,0.07117064,2517.1282069683075,49.442375,6353211,[-0.059  0.971 -2.476 -2.3  ]
,4824.179223040116,482.55,,17400,10.0,0.0032362381,4375.6313,174,4999.577,865.0924,4824.179,,4211.8584,5027.9766,1.0390096,0.010390095,91.15642,4999.577,2.1739907,0.0027549632,0.4189424,-1.0,10.0,1.1350031,4824.179,100,3502267.8,0.32362384,0.27549633,0.021739908,2535.8768334388733,88.105484,6401466,[-0.046  0.936 -2.466 -2.299]
,4894.861546790743,489.59,,17500,10.0,0.036949925,5285.2695,175,4999.6646,700.633,4894.8613,,4282.5303,6731.9478,1.3977472,0.013977471,12.518349,4999.6646,35.39218,0.00021566536,0.4189424,-1.0,10.0,5.5817566,4894.8613,100,294529000.0,3.694993,0.021566536,0.3539218,2555.169231414795,17.915506,6450425,[-0.042  0.954 -2.484 -2.302]
,4808.432262096275,481.07,,17600,10.0,0.0036440447,4287.1367,176,4999.6157,734.1382,4808.432,,4196.107,4929.7153,1.0357844,0.010357844,88.98589,4999.6157,2.6039095,0.004250752,0.4189424,-1.0,10.0,1.1012555,4808.432,100,2851522.5,0.36440447,0.42507517,0.026039094,2575.7601161003113,90.80544,6498532,[-0.06   0.935 -2.514 -2.344]
,4760.916508238415,476.38,,17700,10.0,0.048352037,6194.9336,177,4999.6416,689.8077,4760.916,,4148.588,8239.208,1.6795332,0.01679533,10.766522,4999.6416,41.56695,0.000120380646,0.4189424,-1.0,10.0,11.145753,4760.916,100,590683140.0,4.8352036,0.012038065,0.4156695,2595.152499437332,8.972028,6546170,[-0.067  0.946 -2.525 -2.359]
,4781.461614353952,478.39,,17800,10.0,0.011089605,4669.914,178,4999.677,864.0928,4781.4614,,4169.1284,5641.101,1.1641768,0.011641767,52.427647,4999.677,7.791485,0.0004094729,0.4189424,-1.0,10.0,2.5155349,4781.4614,100,31933596.0,1.1089605,0.040947292,0.07791485,2614.224763393402,39.752975,6594009,[-0.06   0.903 -2.517 -2.404]
4889.452,4998.1908566378515,499.9,,17900,10.0,0.03745579,6320.147,179,4999.6753,10.930572,4998.1914,,4385.8584,7844.4644,1.569147,0.01569147,14.930174,110.223145,33.48862,0.00019385653,0.4189424,-1.0,10.0,6.196922,108.738655,100,59629270.0,3.745579,0.019385653,0.3348862,2634.027107000351,16.137045,6643999,[-0.041  0.886 -2.525 -2.411]
,4908.152608602127,490.94,,18000,10.0,0.004416447,4532.7383,180,4999.5737,561.4212,4908.1523,,4295.832,5225.8374,1.064515,0.010645151,85.31517,4999.5737,2.6785364,0.00203228,0.4189424,-1.0,10.0,1.2812495,4908.1523,100,5147816.5,0.4416447,0.20322801,0.026785364,2653.0869932174683,78.04881,6693093,[-0.041  0.891 -2.52  -2.336]
4998.286,4999.20356330371,500.0,,18100,10.0,0.008698027,5157.018,181,4999.594,0.22486387,4999.2036,,4386.881,6076.0176,1.2154049,0.012154047,66.13089,1.3081055,4.2390747,0.0006792121,0.4189424,-1.0,10.0,2.2525256,0.91742676,100,37277692.0,0.86980253,0.067921214,0.042390745,2674.1388549804688,44.39461,6743093,[-0.032  0.912 -2.513 -2.348]
,4752.130187884284,475.34,,18200,10.0,0.0019262257,4202.861,182,4999.601,1077.0599,4752.1304,,4139.8066,4827.486,1.0140085,0.010140084,96.517166,4999.601,1.7089493,0.007168834,0.4189424,-1.0,10.0,1.0405828,4752.1304,100,2140212.0,0.19262257,0.7168834,0.017089494,2690.8043904304504,96.1,6790627,[-0.015  0.894 -2.495 -2.362]
9.981051,4888.5269752678605,488.97,,18300,10.0,0.019510008,4919.151,183,4999.621,688.3063,4888.5273,,4276.2,5679.165,1.1948535,0.011948534,27.27652,4989.64,19.42612,0.0034314995,0.4189424,-1.0,10.0,1.5405573,4878.5464,100,63556910.0,1.9510008,0.34314996,0.19426121,2711.280114889145,64.911575,6839524,[-0.019  0.884 -2.488 -2.356]
9.979215,4891.940810837502,489.31,,18400,10.0,0.122341916,8149.034,184,4999.605,669.00726,4891.941,,4279.6167,11852.313,2.3816493,0.023816492,3.6513271,4989.626,121.978455,3.9346913e-05,0.4189424,-1.0,10.0,36.577187,4881.962,100,3763867600.0,12.234192,0.003934691,1.2197845,2730.9474806785583,2.7339447,6888455,[-0.034  0.863 -2.472 -2.346]
4989.415,4999.130757155852,500.0,,18500,10.0,0.007903714,4697.2505,185,4999.578,1.0013174,4999.131,,4386.81,5552.254,1.1106353,0.011106353,66.38211,10.163086,5.270816,6.103388e-05,0.4189424,-1.0,10.0,1.9497437,9.715747,100,31017570.0,0.7903714,0.006103388,0.052708156,2751.030648946762,51.28879,6938455,[-0.019  0.779 -2.448 -2.346]
,4874.847236699329,487.6,,18600,10.0,0.0022644182,4322.9624,186,4999.684,694.58716,4874.847,,4262.5137,4951.852,1.011167,0.010111671,95.224525,4999.684,1.5770011,0.0050001964,0.4189424,-1.0,10.0,1.0548058,4874.847,100,1816495.5,0.22644182,0.50001967,0.01577001,2772.129905939102,94.804184,6987215,[ 7.236e-04  7.611e-01 -2.445e+00 -2.315e+00]
49.92224,4949.67759556451,495.06,,18700,10.0,0.015830396,5266.1685,187,4999.572,492.44397,4949.6777,,4337.358,6386.8403,1.2911615,0.012911615,39.94855,4949.6494,10.205699,6.821641e-05,0.4189424,-1.0,10.0,3.349654,4899.7554,100,62401516.0,1.5830396,0.006821641,0.10205699,2791.5765268802643,29.85383,7036721,[-0.003  0.774 -2.475 -2.327]
259.724,4951.703647054708,495.27,,18800,10.0,0.038256682,5517.821,188,4999.603,471.56177,4951.703,,4339.38,7206.2314,1.4429854,0.014429853,12.454918,4739.879,31.973476,0.00016295658,0.4189424,-1.0,10.0,7.603154,4691.9795,100,332323140.0,3.8256688,0.016295658,0.31973475,2810.3611800670624,13.152436,7086248,[ 0.018  0.806 -2.357 -2.381]
,4852.101290427472,485.32,,18900,10.0,0.106308796,7463.384,189,4999.585,836.6195,4852.101,,4239.7793,11430.04,2.3254907,0.023254907,4.5665827,4999.585,98.620346,7.284054e-06,0.4189424,-1.0,10.0,41.965256,4852.101,100,2855989200.0,10.630879,0.00072840543,0.98620343,2827.8740887641907,2.3829236,7134780,[-0.005  0.748 -2.371 -2.369]
9.979692,4894.064613029576,489.52,,19000,10.0,0.0016759392,4351.499,190,4999.6333,683.94727,4894.0645,,4281.737,4976.483,1.0153182,0.010153182,97.34761,4989.654,1.6143916,0.0066142655,0.4189424,-1.0,10.0,1.0417657,4884.0854,100,1201194.2,0.16759391,0.66142654,0.016143916,2849.2289340496063,95.990875,7183732,[ 0.01   0.766 -2.382 -2.279]
9.981903,4902.203742657845,490.32,,19100,10.0,0.010393056,4679.949,191,4999.5967,679.1949,4902.204,,4289.881,5471.1826,1.1109207,0.011109207,53.326893,4989.6147,8.701605,0.0009556933,0.4189424,-1.0,10.0,1.669736,4892.222,100,27707292.0,1.0393056,0.095569335,0.087016046,2870.0878262519836,59.889706,7232764,[ 0.005  0.768 -2.389 -2.275]
9.980913,4949.325846072607,495.02,,19200,10.0,0.06175867,6785.467,192,4999.5938,496.4229,4949.326,,4337.003,8729.767,1.754169,0.01754169,7.465369,4989.613,55.761032,0.00022769748,0.4189424,-1.0,10.0,10.082442,4939.345,100,959628000.0,6.175867,0.02276975,0.55761033,2890.5605506896973,9.918232,7282266,[-0.015  0.8   -2.408 -2.318]
9.983205,4804.331687377632,480.67,,19300,10.0,0.003104989,4329.46,193,4999.6396,634.4108,4804.332,,4192.0034,4963.7305,1.0459386,0.010459386,91.90107,4989.6562,2.0660198,0.0062452797,0.4189424,-1.0,10.0,1.0729517,4794.3486,100,1937774.4,0.3104989,0.624528,0.020660197,2909.1557416915894,93.20084,7330333,[-0.032  0.715 -2.407 -2.2  ]
1529.6724,4873.764372003916,487.59,,19400,10.0,0.003500188,4317.4814,194,4999.619,517.0925,4873.764,,4261.439,4965.621,1.017191,0.010171909,89.41289,3469.9468,2.510958,0.0043256525,0.4189424,-1.0,10.0,1.1203977,3344.0918,100,4185347.2,0.3500188,0.43256524,0.02510958,2928.1780591011047,89.25402,7379092,[-0.035  0.711 -2.373 -2.208]
269.77325,4852.681347288585,485.44,,19500,10.0,0.07079506,6033.8794,195,4999.6235,703.6771,4852.681,,4240.3555,8075.027,1.8914424,0.018914424,6.6624913,4729.85,56.667557,0.0002234307,0.4189424,-1.0,10.0,11.111758,4582.9077,100,640556300.0,7.079505,0.022343071,0.56667554,2948.06436252594,8.9994755,7427636,[-0.033  0.703 -2.378 -2.219]
,4304.203924991774,430.99,,19600,10.0,1.5619003,57391.82,196,4999.6445,1007.7019,4304.2036,,3691.8752,80880.14,16.225386,0.16225386,1.0676327,4999.6445,1570.1978,5.5556023e-07,0.4189424,-1.0,10.0,1471.4125,4304.2036,100,615841900000.0,156.19005,5.5556025e-05,15.701977,2967.3115351200104,0.06796191,7470735,[-0.053  0.659 -2.395 -2.199]
3269.5244,4861.894280164942,486.44,,19700,10.0,0.02129492,5335.6445,197,4999.6626,367.6978,4861.8945,,4249.5635,6700.575,1.3470201,0.013470199,28.57783,1730.1382,15.91427,0.0003578553,0.4189424,-1.0,10.0,4.9687676,1592.3699,100,33414214.0,2.1294923,0.03578553,0.1591427,2986.5527646541595,20.125715,7519379,[-0.035  0.664 -2.403 -2.356]
9.980515,4704.881635191608,470.68,,19800,10.0,0.018884262,4749.1597,198,4999.6157,1034.7322,4704.8813,,4092.556,5728.958,1.259008,0.01259008,30.771158,4989.6353,11.206475,0.00073807803,0.4189424,-1.0,10.0,2.5604072,4694.901,100,65203800.0,1.8884263,0.073807806,0.11206475,3005.522604942322,39.05629,7566447,[-0.023  0.699 -2.4   -2.336]
9.980795,4769.023440297054,477.17,,19900,10.0,0.006753124,4521.3823,199,4999.6025,775.1993,4769.024,,4156.6997,5270.59,1.0896122,0.010896122,72.24813,4989.6216,3.1433458,0.0016940752,0.4189424,-1.0,10.0,1.4970702,4759.0425,100,12274944.0,0.6753124,0.16940752,0.03143346,3023.7633645534515,66.797134,7614164,[-0.041  0.706 -2.405 -2.364]
3879.4268,4926.673899203687,492.86,,20000,10.0,1.3669492,44144.96,200,4999.647,226.09976,4926.6733,,4314.3447,76385.92,15.2806015,0.152806,1.2341921,1120.2202,1373.4033,2.5187737e-07,0.4189424,-1.0,10.0,2772.337,1047.2471,100,27217752000.0,136.69493,2.5187737e-05,13.734033,3043.8092613220215,0.036070652,7663450,[-0.035  0.725 -2.408 -2.409]
,4795.433479802927,479.69,,20100,10.0,0.0036428976,4332.172,201,4999.611,917.2605,4795.4336,,4183.1084,5013.404,1.0459526,0.0104595255,89.182,4999.611,2.1966064,0.00093361194,0.4189424,-1.0,10.0,1.2377312,4795.4336,100,4138525.8,0.3642898,0.0933612,0.021966064,3063.4372115135193,80.792984,7711419,[-0.013  0.629 -2.397 -2.43 ]
,4937.035017334685,493.81,,20200,10.0,0.13881136,9947.776,202,4999.631,504.44467,4937.035,,4324.7075,14051.288,2.8289044,0.028289044,3.9876184,4999.631,131.93129,3.5644398e-06,0.4189424,-1.0,10.0,44.91012,4937.035,100,4864820000.0,13.881137,0.00035644398,1.3193128,3081.979743242264,2.2266698,7760800,[-2.331e-03  6.324e-01 -2.393e+00 -2.437e+00]
4949.4077,4998.708850259939,499.96,,20300,10.0,0.0076908288,4687.631,203,4999.5884,4.9599586,4998.709,,4386.3867,5448.5664,1.0898945,0.010898943,66.75833,50.180664,5.2778225,0.0006911556,0.4189424,-1.0,10.0,1.5443144,49.301113,100,29394226.0,0.7690829,0.069115564,0.052778225,3100.536460876465,64.753654,7810796,[-0.003  0.59  -2.397 -2.5  ]
3509.4512,4984.245161881366,498.52,,20400,10.0,0.0024393061,4455.5303,204,4999.606,148.22264,4984.245,,4371.921,5087.2407,1.0195659,0.0101956595,94.58587,1490.1548,1.6598444,0.0054719914,0.4189424,-1.0,10.0,1.0643225,1474.794,100,13085712.0,0.24393061,0.54719913,0.016598444,3119.8839251995087,93.95649,7860648,[ 0.004  0.621 -2.414 -2.541]
,4706.027744501865,470.74,,20500,10.0,0.007968661,4389.5015,205,4999.6426,1160.8234,4706.0273,,4093.6992,5147.562,1.0822717,0.010822717,64.84565,4999.6426,3.6594374,0.0017786053,0.4189424,-1.0,10.0,1.5326337,4706.0273,100,17587608.0,0.7968661,0.17786053,0.036594372,3137.9431314468384,65.24716,7907722,[ 0.003  0.63  -2.396 -2.541]
389.71268,4953.0653499155005,495.4,,20600,10.0,0.06178593,7386.6167,206,4999.6104,458.63425,4953.0654,,4340.74,10172.993,2.0503113,0.020503111,9.919529,4609.8975,39.990925,0.00019770149,0.4189424,-1.0,10.0,20.706947,4563.3525,100,820754000.0,6.178593,0.01977015,0.39990923,3158.3881154060364,4.829297,7957262,[ 0.005  0.593 -2.403 -2.515]
9.98138,4759.9867218968075,476.13,,20700,10.0,0.0073618297,4362.132,207,4999.5635,1043.1532,4759.987,,4147.668,5133.93,1.0814651,0.01081465,68.33449,4989.582,4.0657263,0.0010117574,0.4189424,-1.0,10.0,1.5887389,4750.0054,100,14831803.0,0.736183,0.10117575,0.040657263,3178.0413455963135,62.943005,8004875,[ 0.015  0.588 -2.4   -2.611]
9.980238,4815.687466679416,481.71,,20800,10.0,0.013729616,4550.499,208,4999.546,865.6118,4815.688,,4203.3706,5568.8867,1.1456869,0.011456869,41.049202,4989.5654,9.393499,0.0001249833,0.4189424,-1.0,10.0,2.7661371,4805.707,100,48370684.0,1.3729616,0.01249833,0.09393499,3194.385799407959,36.151497,8053046,[ 0.034  0.567 -2.43  -2.582]
19.964909,4857.199267320095,485.86,,20900,10.0,0.020682316,5231.791,209,4999.5786,720.82294,4857.199,,4244.878,6519.1685,1.3202577,0.013202577,28.951633,4979.614,11.574888,0.00013540577,0.4189424,-1.0,10.0,4.42032,4837.2344,100,107797680.0,2.0682318,0.013540577,0.11574888,3215.2556002140045,22.622797,8101632,[ 0.042  0.613 -2.427 -2.62 ]
,4817.1081221480745,481.84,,21000,10.0,0.0348834,5660.368,210,4999.527,896.0102,4817.108,,4204.7935,6954.0933,1.4178386,0.014178384,14.177986,4999.527,33.031937,3.9016424e-05,0.4189424,-1.0,10.0,4.46411,4817.108,100,308434600.0,3.4883401,0.0039016425,0.33031934,3235.267022371292,22.400883,8149816,[ 0.035  0.637 -2.418 -2.579]
319.71436,4873.830709954146,487.5,,21100,10.0,0.016217595,5023.2314,211,4999.6504,716.372,4873.831,,4261.501,6011.4404,1.219697,0.012196971,36.12787,4679.936,12.872006,0.0010974713,0.4189424,-1.0,10.0,2.6045165,4554.116,100,58983460.0,1.6217595,0.109747134,0.12872006,3256.5647192001343,38.39484,8198566,[ 0.027  0.696 -2.439 -2.672]
