eRenyi2,J,VarVanillaIw,VarDiscRet,AvgDiscRet,VarNormIw,ESSRenyi,AvgRet,AvgVanillaIw,BatchSize,IterType,VanillaAvgRet,EpsThisIter,AvgEpLen,VarRet,AvgNormIw,Delta,ESSClassic,VarJ,MaxVanillaIw,MaxNormIw,MinNormIw,Bound,MinVanillaIw
1.0,-61.993,,1318.18809969,-63.1374941148,5.4346e-20,500.0,-63.1374941148,1.0,500,2,-63.1374941148,100,91.78,1318.18809969,0.0025,1.0,400.0,31.592,1.0,0.0025,0.0025,-61.993,1.0
1.0,-62.1216,,1326.10827194,-62.6361358942,5.43187e-20,500.0,-62.6361358942,1.0,500,1,-62.6361358942,100,91.13,1326.10827194,0.002,1.0,500.000006643,32.5742,1.0,0.002,0.002,-62.1216,1.0
1.0,-63.1187,,1329.41205035,-63.1186787209,3.50449e-18,500.0,-63.1186787209,1.0,500,2,-63.1186787209,100,91.95,1329.41205035,0.01,1.0,100.0,36.2783,1.0,0.01,0.01,-63.1187,1.0
1.0,-61.2082,,39.4580264893,-59.2976733173,2.1793e-19,500.0,-59.2976733173,1.0,500,2,-59.2976733173,100,87.18,39.4580264893,0.005,1.0,200.000000102,26.1006,1.0,0.005,0.005,-61.2082,1.0
1.0,-60.2342,,45.3588870305,-58.286350341,5.43914e-20,500.0,-58.286350341,1.0,500,2,-58.286350341,100,85.73,45.3588870305,0.00333333,1.0,299.999969474,21.7031,1.0,0.00333333,0.00333333,-60.2342,1.0
1.0,-59.8303,,39.4373252612,-58.6184504952,5.4346e-20,500.0,-58.6184504952,1.0,500,2,-58.6184504952,100,86.13,39.4373252612,0.0025,1.0,400.0,19.0662,1.0,0.0025,0.0025,-59.8303,1.0
1.0,-59.4998,,37.2474288156,-58.1776338501,5.43187e-20,500.0,-58.1776338501,1.0,500,1,-58.1776338501,100,84.86,37.2474288156,0.002,1.0,500.000006643,17.2809,1.0,0.002,0.002,-59.4998,1.0
1.0,-58.0231,,54.4468808507,-58.02310783,3.50449e-18,500.0,-58.02310783,1.0,500,2,-58.02310783,100,85.34,54.4468808507,0.01,1.0,100.0,7.34183,1.0,0.01,0.01,-58.0231,1.0
1.0,-61.9822,,2589.9914834,-65.9413879998,2.1793e-19,500.0,-65.9413879998,1.0,500,2,-65.9413879998,100,94.84,2589.9914834,0.005,1.0,200.000000102,36.396,1.0,0.005,0.005,-61.9822,1.0
1.0,-61.2225,,49.5978865449,-59.703056318,5.43914e-20,500.0,-59.703056318,1.0,500,2,-59.703056318,100,88.1,49.5978865449,0.00333333,1.0,299.999969474,30.0106,1.0,0.00333333,0.00333333,-61.2225,1.0
1.0,-62.7064,,2567.80934414,-67.1582277134,5.4346e-20,500.0,-67.1582277134,1.0,500,2,-67.1582277134,100,96.85,2567.80934414,0.0025,1.0,400.0,36.299,1.0,0.0025,0.0025,-62.7064,1.0
1.0,-62.0494,,41.3875772805,-59.421258031,5.43187e-20,500.0,-59.421258031,1.0,500,1,-59.421258031,100,87.44,41.3875772805,0.002,1.0,500.000006643,32.6192,1.0,0.002,0.002,-62.0494,1.0
1.0,-57.9011,,46.0908694361,-57.901072723,3.50449e-18,500.0,-57.901072723,1.0,500,2,-57.901072723,100,85.1,46.0908694361,0.01,1.0,100.0,6.755,1.0,0.01,0.01,-57.9011,1.0
1.0,-57.8328,,45.608739817,-57.7646238132,2.1793e-19,500.0,-57.7646238132,1.0,500,2,-57.7646238132,100,84.66,45.608739817,0.005,1.0,200.000000102,6.73765,1.0,0.005,0.005,-57.8328,1.0
1.0,-58.3015,,42.3584945565,-59.2386655517,5.43914e-20,500.0,-59.2386655517,1.0,500,2,-59.2386655517,100,87.05,42.3584945565,0.00333333,1.0,299.999969474,6.68442,1.0,0.00333333,0.00333333,-58.3015,1.0
1.0,-59.3151,,1335.27139385,-62.3559808579,5.4346e-20,500.0,-62.3559808579,1.0,500,2,-62.3559808579,100,90.9,1335.27139385,0.0025,1.0,400.0,19.1592,1.0,0.0025,0.0025,-59.3151,1.0
1.0,-60.1126,,1329.5228241,-63.3028484592,5.43187e-20,500.0,-63.3028484592,1.0,500,1,-63.3028484592,100,91.81,1329.5228241,0.002,1.0,500.000006643,23.6527,1.0,0.002,0.002,-60.1126,1.0
1.0,-59.1772,,31.1979920823,-59.1771695839,3.50449e-18,500.0,-59.1771695839,1.0,500,2,-59.1771695839,100,86.94,31.1979920823,0.01,1.0,100.0,5.55752,1.0,0.01,0.01,-59.1772,1.0
1.0,-60.6049,,1321.85777977,-62.0326480225,2.1793e-19,500.0,-62.0326480225,1.0,500,2,-62.0326480225,100,89.72,1321.85777977,0.005,1.0,200.000000102,25.9191,1.0,0.005,0.005,-60.6049,1.0
1.0,-60.5186,,52.175933039,-60.3459409577,5.43914e-20,500.0,-60.3459409577,1.0,500,2,-60.3459409577,100,89.12,52.175933039,0.00333333,1.0,299.999969474,21.5662,1.0,0.00333333,0.00333333,-60.5186,1.0
1.0,-60.5755,,1329.01670402,-60.7461221683,5.4346e-20,500.0,-60.7461221683,1.0,500,2,-60.7461221683,100,87.92,1329.01670402,0.0025,1.0,400.0,26.0339,1.0,0.0025,0.0025,-60.5755,1.0
1.0,-61.5917,,2576.78387854,-65.6567867063,5.43187e-20,500.0,-65.6567867063,1.0,500,1,-65.6567867063,100,94.42,2576.78387854,0.002,1.0,500.000006643,32.5046,1.0,0.002,0.002,-61.5917,1.0
1.0,-65.8248,,2598.72025937,-65.8248155406,3.50449e-18,500.0,-65.8248155406,1.0,500,2,-65.8248155406,100,94.61,2598.72025937,0.01,1.0,100.0,50.7221,1.0,0.01,0.01,-65.8248,1.0
1.0,-64.3586,,1338.89748042,-62.8923608844,2.1793e-19,500.0,-62.8923608844,1.0,500,2,-62.8923608844,100,91.24,1338.89748042,0.005,1.0,200.000000102,44.1732,1.0,0.005,0.005,-64.3586,1.0
1.0,-64.9303,,2592.89678398,-66.0736295164,5.43914e-20,500.0,-66.0736295164,1.0,500,2,-66.0736295164,100,94.81,2592.89678398,0.00333333,1.0,299.999969474,46.4452,1.0,0.00333333,0.00333333,-64.9303,1.0
1.0,-63.3088,,46.9419730993,-58.4444958925,5.4346e-20,500.0,-58.4444958925,1.0,500,2,-58.4444958925,100,85.81,46.9419730993,0.0025,1.0,400.0,40.4645,1.0,0.0025,0.0025,-63.3088,1.0
1.0,-63.8153,,2578.09069752,-65.8412447123,5.43187e-20,500.0,-65.8412447123,1.0,500,1,-65.8412447123,100,94.47,2578.09069752,0.002,1.0,500.000006643,42.6777,1.0,0.002,0.002,-63.8153,1.0
1.0,-62.004,,1318.78274944,-62.0039599837,3.50449e-18,500.0,-62.0039599837,1.0,500,2,-62.0039599837,100,90.19,1318.78274944,0.01,1.0,100.0,36.133,1.0,0.01,0.01,-62.004,1.0
1.0,-60.8422,,40.9574846398,-59.6803562635,2.1793e-19,500.0,-59.6803562635,1.0,500,2,-59.6803562635,100,87.95,40.9574846398,0.005,1.0,200.000000102,25.9696,1.0,0.005,0.005,-60.8422,1.0
1.0,-60.7179,,57.0887828535,-60.4693930154,5.43914e-20,500.0,-60.4693930154,1.0,500,2,-60.4693930154,100,89.21,57.0887828535,0.00333333,1.0,299.999969474,21.6445,1.0,0.00333333,0.00333333,-60.7179,1.0
1.0,-60.2459,,39.8088736126,-58.8297843255,5.4346e-20,500.0,-58.8297843255,1.0,500,2,-58.8297843255,100,86.54,39.8088736126,0.0025,1.0,400.0,19.0233,1.0,0.0025,0.0025,-60.2459,1.0
1.0,-61.3557,,2574.98992667,-65.7951189287,5.43187e-20,500.0,-65.7951189287,1.0,500,1,-65.7951189287,100,94.26,2574.98992667,0.002,1.0,500.000006643,28.3599,1.0,0.002,0.002,-61.3557,1.0
1.0,-58.8566,,51.8566986363,-58.8565725729,3.50449e-18,500.0,-58.8565725729,1.0,500,2,-58.8565725729,100,86.19,51.8566986363,0.01,1.0,100.0,7.16506,1.0,0.01,0.01,-58.8566,1.0
1.0,-59.0394,,38.5374888128,-59.2221481623,2.1793e-19,500.0,-59.2221481623,1.0,500,2,-59.2221481623,100,87.0,38.5374888128,0.005,1.0,200.000000102,6.69168,1.0,0.005,0.005,-59.0394,1.0
1.0,-58.9846,,52.1573877873,-58.8751948862,5.43914e-20,500.0,-58.8751948862,1.0,500,2,-58.8751948862,100,86.49,52.1573877873,0.00333333,1.0,299.999969474,6.86078,1.0,0.00333333,0.00333333,-58.9846,1.0
1.0,-58.85,,52.1026890955,-58.4461993241,5.4346e-20,500.0,-58.4461993241,1.0,500,2,-58.4461993241,100,85.88,52.1026890955,0.0025,1.0,400.0,6.9464,1.0,0.0025,0.0025,-58.85,1.0
1.0,-59.6817,,1302.78582876,-63.0082544661,5.43187e-20,500.0,-63.0082544661,1.0,500,1,-63.0082544661,100,91.72,1302.78582876,0.002,1.0,500.000006643,17.3009,1.0,0.002,0.002,-59.6817,1.0
1.0,-58.6834,,56.519682585,-58.6834346369,3.50449e-18,500.0,-58.6834346369,1.0,500,2,-58.6834346369,100,86.03,56.519682585,0.01,1.0,100.0,7.48027,1.0,0.01,0.01,-58.6834,1.0
1.0,-61.0273,,1312.83955876,-63.3711698633,2.1793e-19,500.0,-63.3711698633,1.0,500,2,-63.3711698633,100,92.27,1312.83955876,0.005,1.0,200.000000102,26.1405,1.0,0.005,0.005,-61.0273,1.0
1.0,-63.615,,3816.48795196,-68.7905188885,5.43914e-20,500.0,-68.7905188885,1.0,500,2,-68.7905188885,100,97.64,3816.48795196,0.00333333,1.0,299.999969474,41.5738,1.0,0.00333333,0.00333333,-63.615,1.0
1.0,-62.5083,,33.4361066405,-59.1882338476,5.4346e-20,500.0,-59.1882338476,1.0,500,2,-59.1882338476,100,87.14,33.4361066405,0.0025,1.0,400.0,36.1696,1.0,0.0025,0.0025,-62.5083,1.0
1.0,-61.6962,,41.8597765348,-58.4478288531,5.43187e-20,500.0,-58.4478288531,1.0,500,1,-58.4478288531,100,85.51,41.8597765348,0.002,1.0,500.000006643,32.5195,1.0,0.002,0.002,-61.6962,1.0
1.0,-63.5756,,1323.56684204,-63.5755478333,3.50449e-18,500.0,-63.5755478333,1.0,500,2,-63.5755478333,100,92.96,1323.56684204,0.01,1.0,100.0,36.1985,1.0,0.01,0.01,-63.5756,1.0
1.0,-65.1033,,2580.58758311,-66.6311087227,2.1793e-19,500.0,-66.6311087227,1.0,500,2,-66.6311087227,100,95.56,2580.58758311,0.005,1.0,200.000000102,43.9874,1.0,0.005,0.005,-65.1033,1.0
1.0,-64.35,,1317.07402262,-62.8434844707,5.43914e-20,500.0,-62.8434844707,1.0,500,2,-62.8434844707,100,91.04,1317.07402262,0.00333333,1.0,299.999969474,41.5415,1.0,0.00333333,0.00333333,-64.35,1.0
1.0,-64.6596,,2589.63406805,-65.5883780803,5.4346e-20,500.0,-65.5883780803,1.0,500,2,-65.5883780803,100,94.19,2589.63406805,0.0025,1.0,400.0,43.9943,1.0,0.0025,0.0025,-64.6596,1.0
1.0,-64.3812,,1317.62900519,-63.2675071916,5.43187e-20,500.0,-63.2675071916,1.0,500,1,-63.2675071916,100,92.52,1317.62900519,0.002,1.0,500.000006643,42.5393,1.0,0.002,0.002,-64.3812,1.0
1.0,-62.497,,1320.01389076,-62.497016941,3.50449e-18,500.0,-62.497016941,1.0,500,2,-62.497016941,100,90.21,1320.01389076,0.01,1.0,100.0,36.1499,1.0,0.01,0.01,-62.497,1.0
1.0,-66.027,,3808.22291248,-69.5569212958,2.1793e-19,500.0,-69.5569212958,1.0,500,2,-69.5569212958,100,98.69,3808.22291248,0.005,1.0,200.000000102,50.5068,1.0,0.005,0.005,-66.027,1.0
1.0,-64.8351,,1321.72321401,-62.4514075419,5.43914e-20,500.0,-62.4514075419,1.0,500,2,-62.4514075419,100,90.95,1321.72321401,0.00333333,1.0,299.999969474,46.2562,1.0,0.00333333,0.00333333,-64.8351,1.0
1.0,-63.1897,,48.4738573569,-58.2534694539,5.4346e-20,500.0,-58.2534694539,1.0,500,2,-58.2534694539,100,85.91,48.4738573569,0.0025,1.0,400.0,40.3094,1.0,0.0025,0.0025,-63.1897,1.0
1.0,-62.8436,,1323.99237444,-61.4591934638,5.43187e-20,500.0,-61.4591934638,1.0,500,1,-61.4591934638,100,89.15,1323.99237444,0.002,1.0,500.000006643,39.5285,1.0,0.002,0.002,-62.8436,1.0
1.0,-59.2895,,67.8840672131,-59.2894682872,3.50449e-18,500.0,-59.2894682872,1.0,500,2,-59.2894682872,100,87.38,67.8840672131,0.01,1.0,100.0,8.19788,1.0,0.01,0.01,-59.2895,1.0
1.0,-58.5018,,31.9087611467,-57.7142106572,2.1793e-19,500.0,-57.7142106572,1.0,500,2,-57.7142106572,100,84.69,31.9087611467,0.005,1.0,200.000000102,7.07233,1.0,0.005,0.005,-58.5018,1.0
1.0,-58.1815,,49.8868301559,-57.5407013085,5.43914e-20,500.0,-57.5407013085,1.0,500,2,-57.5407013085,100,84.29,49.8868301559,0.00333333,1.0,299.999969474,7.072,1.0,0.00333333,0.00333333,-58.1815,1.0
1.0,-58.4711,,49.7755701309,-59.3399360581,5.4346e-20,500.0,-59.3399360581,1.0,500,2,-59.3399360581,100,87.0,49.7755701309,0.0025,1.0,400.0,7.07679,1.0,0.0025,0.0025,-58.4711,1.0
1.0,-58.6315,,55.5036875234,-59.2729666008,5.43187e-20,500.0,-59.2729666008,1.0,500,1,-59.2729666008,100,87.27,55.5036875234,0.002,1.0,500.000006643,7.15244,1.0,0.002,0.002,-58.6315,1.0
1.0,-61.697,,1320.76528848,-61.6970142847,3.50449e-18,500.0,-61.6970142847,1.0,500,2,-61.6970142847,100,89.27,1320.76528848,0.01,1.0,100.0,36.1602,1.0,0.01,0.01,-61.697,1.0
1.0,-63.7603,,2585.05449061,-65.8235523967,2.1793e-19,500.0,-65.8235523967,1.0,500,2,-65.8235523967,100,94.55,2585.05449061,0.005,1.0,200.000000102,44.0186,1.0,0.005,0.005,-63.7603,1.0
1.0,-63.5713,,1338.00704058,-63.1934212056,5.43914e-20,500.0,-63.1934212056,1.0,500,2,-63.1934212056,100,91.89,1338.00704058,0.00333333,1.0,299.999969474,41.6338,1.0,0.00333333,0.00333333,-63.5713,1.0
1.0,-64.383,,2571.20547136,-66.8179017261,5.4346e-20,500.0,-66.8179017261,1.0,500,2,-66.8179017261,100,96.04,2571.20547136,0.0025,1.0,400.0,44.027,1.0,0.0025,0.0025,-64.383,1.0
1.0,-63.9079,,1322.7754785,-62.0077488603,5.43187e-20,500.0,-62.0077488603,1.0,500,1,-62.0077488603,100,90.02,1322.7754785,0.002,1.0,500.000006643,42.5854,1.0,0.002,0.002,-63.9079,1.0
1.0,-57.9148,,40.0313525258,-57.9148057927,3.50449e-18,500.0,-57.9148057927,1.0,500,2,-57.9148057927,100,84.62,40.0313525258,0.01,1.0,100.0,6.29532,1.0,0.01,0.01,-57.9148,1.0
1.0,-58.564,,39.6955110001,-59.2132765684,2.1793e-19,500.0,-59.2132765684,1.0,500,2,-59.2132765684,100,87.07,39.6955110001,0.005,1.0,200.000000102,6.31556,1.0,0.005,0.005,-58.564,1.0
1.0,-59.7653,,1326.13706494,-62.1679369745,5.43914e-20,500.0,-62.1679369745,1.0,500,2,-62.1679369745,100,90.0,1326.13706494,0.00333333,1.0,299.999969474,21.6126,1.0,0.00333333,0.00333333,-59.7653,1.0
1.0,-59.6276,,41.4210510755,-59.2142087246,5.4346e-20,500.0,-59.2142087246,1.0,500,2,-59.2142087246,100,86.88,41.4210510755,0.0025,1.0,400.0,18.9904,1.0,0.0025,0.0025,-59.6276,1.0
1.0,-59.5708,,37.3518828233,-59.3439104865,5.43187e-20,500.0,-59.3439104865,1.0,500,1,-59.3439104865,100,87.65,37.3518828233,0.002,1.0,500.000006643,17.2022,1.0,0.002,0.002,-59.5708,1.0
1.0,-66.1086,,2583.00737308,-66.108568746,3.50449e-18,500.0,-66.108568746,1.0,500,2,-66.108568746,100,94.88,2583.00737308,0.01,1.0,100.0,50.5685,1.0,0.01,0.01,-66.1086,1.0
1.0,-64.4452,,1317.93172248,-62.7818190828,2.1793e-19,500.0,-62.7818190828,1.0,500,2,-62.7818190828,100,91.27,1317.93172248,0.005,1.0,200.000000102,43.9742,1.0,0.005,0.005,-64.4452,1.0
1.0,-62.4175,,35.4764365599,-58.3620223816,5.43914e-20,500.0,-58.3620223816,1.0,500,2,-58.3620223816,100,85.68,35.4764365599,0.00333333,1.0,299.999969474,36.1813,1.0,0.00333333,0.00333333,-62.4175,1.0
1.0,-61.4674,,48.9587757504,-58.617007217,5.4346e-20,500.0,-58.617007217,1.0,500,2,-58.617007217,100,85.96,48.9587757504,0.0025,1.0,400.0,31.5696,1.0,0.0025,0.0025,-61.4674,1.0
1.0,-61.1415,,53.0640345685,-59.8382444116,5.43187e-20,500.0,-59.8382444116,1.0,500,1,-59.8382444116,100,88.08,53.0640345685,0.002,1.0,500.000006643,28.4296,1.0,0.002,0.002,-61.1415,1.0
1.0,-59.1846,,45.1272819544,-59.1846385674,3.50449e-18,500.0,-59.1846385674,1.0,500,2,-59.1846385674,100,87.03,45.1272819544,0.01,1.0,100.0,6.68401,1.0,0.01,0.01,-59.1846,1.0
1.0,-59.0055,,42.3841560415,-58.8262991963,2.1793e-19,500.0,-58.8262991963,1.0,500,2,-58.8262991963,100,86.51,42.3841560415,0.005,1.0,200.000000102,6.58409,1.0,0.005,0.005,-59.0055,1.0
1.0,-60.0977,,1338.39452026,-62.2820924109,5.43914e-20,500.0,-62.2820924109,1.0,500,2,-62.2820924109,100,90.14,1338.39452026,0.00333333,1.0,299.999969474,21.7476,1.0,0.00333333,0.00333333,-60.0977,1.0
1.0,-59.869,,44.3535858954,-59.1828699884,5.4346e-20,500.0,-59.1828699884,1.0,500,2,-59.1828699884,100,87.08,44.3535858954,0.0025,1.0,400.0,19.1272,1.0,0.0025,0.0025,-59.869,1.0
1.0,-60.3222,,1320.27175196,-62.1351937389,5.43187e-20,500.0,-62.1351937389,1.0,500,1,-62.1351937389,100,90.41,1320.27175196,0.002,1.0,500.000006643,23.5567,1.0,0.002,0.002,-60.3222,1.0
1.0,-60.026,,48.3984522198,-60.0259936252,3.50449e-18,500.0,-60.0259936252,1.0,500,2,-60.0259936252,100,88.3,48.3984522198,0.01,1.0,100.0,6.92203,1.0,0.01,0.01,-60.026,1.0
1.0,-60.0098,,40.3600615531,-59.9936043485,2.1793e-19,500.0,-59.9936043485,1.0,500,2,-59.9936043485,100,88.41,40.3600615531,0.005,1.0,200.000000102,6.6284,1.0,0.005,0.005,-60.0098,1.0
1.0,-61.054,,1327.36342216,-63.1422595,5.43914e-20,500.0,-63.1422595,1.0,500,2,-63.1422595,100,91.71,1327.36342216,0.00333333,1.0,299.999969474,21.668,1.0,0.00333333,0.00333333,-61.054,1.0
1.0,-61.5408,,1316.48268957,-63.0013510494,5.4346e-20,500.0,-63.0013510494,1.0,500,2,-63.0013510494,100,92.16,1316.48268957,0.0025,1.0,400.0,26.0512,1.0,0.0025,0.0025,-61.5408,1.0
1.0,-61.5754,,1324.87889725,-61.7136568934,5.43187e-20,500.0,-61.7136568934,1.0,500,1,-61.7136568934,100,88.97,1324.87889725,0.002,1.0,500.000006643,28.3772,1.0,0.002,0.002,-61.5754,1.0
1.0,-61.6792,,1330.89260396,-61.6792119785,3.50449e-18,500.0,-61.6792119785,1.0,500,2,-61.6792119785,100,89.44,1330.89260396,0.01,1.0,100.0,36.2985,1.0,0.01,0.01,-61.6792,1.0
1.0,-60.3957,,40.0237411781,-59.1121678929,2.1793e-19,500.0,-59.1121678929,1.0,500,2,-59.1121678929,100,87.23,40.0237411781,0.005,1.0,200.000000102,26.0816,1.0,0.005,0.005,-60.3957,1.0
1.0,-61.2132,,1319.12469233,-62.8481240435,5.43914e-20,500.0,-62.8481240435,1.0,500,2,-62.8481240435,100,91.3,1319.12469233,0.00333333,1.0,299.999969474,29.8354,1.0,0.00333333,0.00333333,-61.2132,1.0
1.0,-60.6486,,44.0347466131,-58.9550747266,5.4346e-20,500.0,-58.9550747266,1.0,500,2,-58.9550747266,100,86.49,44.0347466131,0.0025,1.0,400.0,26.0666,1.0,0.0025,0.0025,-60.6486,1.0
1.0,-60.3716,,41.2311017521,-59.2634443332,5.43187e-20,500.0,-59.2634443332,1.0,500,1,-59.2634443332,100,86.9,41.2311017521,0.002,1.0,500.000006643,23.4956,1.0,0.002,0.002,-60.3716,1.0
1.0,-65.8027,,2596.89004856,-65.8026601367,3.50449e-18,500.0,-65.8026601367,1.0,500,2,-65.8026601367,100,94.48,2596.89004856,0.01,1.0,100.0,50.7043,1.0,0.01,0.01,-65.8027,1.0
1.0,-62.4722,,51.5628617123,-59.1418375234,2.1793e-19,500.0,-59.1418375234,1.0,500,2,-59.1418375234,100,86.79,51.5628617123,0.005,1.0,200.000000102,36.3604,1.0,0.005,0.005,-62.4722,1.0
1.0,-61.1264,,31.5099740743,-58.4346644513,5.43914e-20,500.0,-58.4346644513,1.0,500,2,-58.4346644513,100,85.49,31.5099740743,0.00333333,1.0,299.999969474,29.9233,1.0,0.00333333,0.00333333,-61.1264,1.0
1.0,-60.9579,,59.9443438841,-60.4525712569,5.4346e-20,500.0,-60.4525712569,1.0,500,2,-60.4525712569,100,89.0,59.9443438841,0.0025,1.0,400.0,26.2007,1.0,0.0025,0.0025,-60.9579,1.0
1.0,-60.5588,,48.6989797907,-58.9622230834,5.43187e-20,500.0,-58.9622230834,1.0,500,1,-58.9622230834,100,86.39,48.6989797907,0.002,1.0,500.000006643,23.6529,1.0,0.002,0.002,-60.5588,1.0
1.0,-59.5101,,43.4346596694,-59.510065823,3.50449e-18,500.0,-59.510065823,1.0,500,2,-59.510065823,100,87.53,43.4346596694,0.01,1.0,100.0,6.55746,1.0,0.01,0.01,-59.5101,1.0
1.0,-60.9571,,1322.3392247,-62.4041154335,2.1793e-19,500.0,-62.4041154335,1.0,500,2,-62.4041154335,100,90.49,1322.3392247,0.005,1.0,200.000000102,26.0414,1.0,0.005,0.005,-60.9571,1.0
1.0,-60.0802,,41.4181495184,-58.326345626,5.43914e-20,500.0,-58.326345626,1.0,500,2,-58.326345626,100,85.98,41.4181495184,0.00333333,1.0,299.999969474,21.6173,1.0,0.00333333,0.00333333,-60.0802,1.0
1.0,-60.6845,,1344.39316702,-62.4973856266,5.4346e-20,500.0,-62.4973856266,1.0,500,2,-62.4973856266,100,90.85,1344.39316702,0.0025,1.0,400.0,26.1594,1.0,0.0025,0.0025,-60.6845,1.0
1.0,-60.3582,,39.6173562767,-59.0532708845,5.43187e-20,500.0,-59.0532708845,1.0,500,1,-59.0532708845,100,86.62,39.6173562767,0.002,1.0,500.000006643,23.5737,1.0,0.002,0.002,-60.3582,1.0
1.0,-69.1868,,3814.87935523,-69.186833441,3.50449e-18,500.0,-69.186833441,1.0,500,2,-69.186833441,100,98.15,3814.87935523,0.01,1.0,100.0,61.4551,1.0,0.01,0.01,-69.1868,1.0
1.0,-66.0016,,1320.32664373,-62.8163050695,2.1793e-19,500.0,-62.8163050695,1.0,500,2,-62.8163050695,100,91.05,1320.32664373,0.005,1.0,200.000000102,50.518,1.0,0.005,0.005,-66.0016,1.0
1.0,-63.8155,,47.9708499768,-59.443306112,5.43914e-20,500.0,-59.443306112,1.0,500,2,-59.443306112,100,87.72,47.9708499768,0.00333333,1.0,299.999969474,41.5544,1.0,0.00333333,0.00333333,-63.8155,1.0
1.0,-64.2872,,2578.66599724,-65.7025226936,5.4346e-20,500.0,-65.7025226936,1.0,500,2,-65.7025226936,100,94.14,2578.66599724,0.0025,1.0,400.0,43.9769,1.0,0.0025,0.0025,-64.2872,1.0
1.0,-63.81,,1325.13964017,-61.9008479469,5.43187e-20,500.0,-61.9008479469,1.0,500,1,-61.9008479469,100,89.54,1325.13964017,0.002,1.0,500.000006643,42.5495,1.0,0.002,0.002,-63.81,1.0
1.0,-59.5552,,47.5170748259,-59.5551618868,3.50449e-18,500.0,-59.5551618868,1.0,500,2,-59.5551618868,100,87.65,47.5170748259,0.01,1.0,100.0,6.85871,1.0,0.01,0.01,-59.5552,1.0
1.0,-62.5361,,2592.76743485,-65.5169829324,2.1793e-19,500.0,-65.5169829324,1.0,500,2,-65.5169829324,100,94.23,2592.76743485,0.005,1.0,200.000000102,36.2743,1.0,0.005,0.005,-62.5361,1.0
1.0,-61.2733,,38.6501653162,-58.7477882102,5.43914e-20,500.0,-58.7477882102,1.0,500,2,-58.7477882102,100,86.16,38.6501653162,0.00333333,1.0,299.999969474,29.8858,1.0,0.00333333,0.00333333,-61.2733,1.0
1.0,-60.5522,,43.2795389792,-58.3887176883,5.4346e-20,500.0,-58.3887176883,1.0,500,2,-58.3887176883,100,86.13,43.2795389792,0.0025,1.0,400.0,26.1179,1.0,0.0025,0.0025,-60.5522,1.0
1.0,-60.1042,,57.3146758809,-58.3125929357,5.43187e-20,500.0,-58.3125929357,1.0,500,1,-58.3125929357,100,85.76,57.3146758809,0.002,1.0,500.000006643,23.6192,1.0,0.002,0.002,-60.1042,1.0
1.0,-63.2365,,1324.16886158,-63.2365381467,3.50449e-18,500.0,-63.2365381467,1.0,500,2,-63.2365381467,100,91.64,1324.16886158,0.01,1.0,100.0,36.2067,1.0,0.01,0.01,-63.2365,1.0
1.0,-64.2254,,2595.83060934,-65.2142172413,2.1793e-19,500.0,-65.2142172413,1.0,500,2,-65.2142172413,100,93.22,2595.83060934,0.005,1.0,200.000000102,44.0611,1.0,0.005,0.005,-64.2254,1.0
1.0,-64.8574,,2571.059361,-66.1213581668,5.43914e-20,500.0,-66.1213581668,1.0,500,2,-66.1213581668,100,94.82,2571.059361,0.00333333,1.0,299.999969474,46.298,1.0,0.00333333,0.00333333,-64.8574,1.0
1.0,-63.9019,,1323.83746373,-61.0353268111,5.4346e-20,500.0,-61.0353268111,1.0,500,2,-61.0353268111,100,88.05,1323.83746373,0.0025,1.0,400.0,44.0229,1.0,0.0025,0.0025,-63.9019,1.0
1.0,-62.898,,36.5783137845,-58.8827725661,5.43187e-20,500.0,-58.8827725661,1.0,500,1,-58.8827725661,100,86.74,36.5783137845,0.002,1.0,500.000006643,39.5182,1.0,0.002,0.002,-62.898,1.0
1.0,-64.1815,,1319.86880894,-64.1814707284,3.50449e-18,500.0,-64.1814707284,1.0,500,2,-64.1814707284,100,93.6,1319.86880894,0.01,1.0,100.0,36.1479,1.0,0.01,0.01,-64.1815,1.0
1.0,-64.92,,2580.36951039,-65.6585361451,2.1793e-19,500.0,-65.6585361451,1.0,500,2,-65.6585361451,100,94.22,2580.36951039,0.005,1.0,200.000000102,43.945,1.0,0.005,0.005,-64.92,1.0
1.0,-65.3796,,2588.60310698,-66.2988523246,5.43914e-20,500.0,-66.2988523246,1.0,500,2,-66.2988523246,100,95.2,2588.60310698,0.00333333,1.0,299.999969474,46.2829,1.0,0.00333333,0.00333333,-65.3796,1.0
1.0,-63.6725,,40.7379386069,-58.5512458341,5.4346e-20,500.0,-58.5512458341,1.0,500,2,-58.5512458341,100,85.57,40.7379386069,0.0025,1.0,400.0,40.3163,1.0,0.0025,0.0025,-63.6725,1.0
1.0,-62.9134,,47.1938235028,-59.8768625137,5.43187e-20,500.0,-59.8768625137,1.0,500,1,-59.8768625137,100,88.18,47.1938235028,0.002,1.0,500.000006643,36.2212,1.0,0.002,0.002,-62.9134,1.0
1.0,-66.8484,,2568.36315571,-66.848432261,3.50449e-18,500.0,-66.848432261,1.0,500,2,-66.848432261,100,96.4,2568.36315571,0.01,1.0,100.0,50.425,1.0,0.01,0.01,-66.8484,1.0
1.0,-62.1597,,37.8473526255,-57.470894752,2.1793e-19,500.0,-57.470894752,1.0,500,2,-57.470894752,100,84.49,37.8473526255,0.005,1.0,200.000000102,36.2224,1.0,0.005,0.005,-62.1597,1.0
