AvgNormIw,ESSRenyi,IterType,MinNormIw,VarDiscRet,VarNormIw,Delta,MinVanillaIw,VarVanillaIw,VanillaAvgRet,Bound,AvgEpLen,J,MaxNormIw,VarJ,ESSClassic,AvgRet,EpsThisIter,MaxVanillaIw,eRenyi2,VarRet,BatchSize,AvgVanillaIw,AvgDiscRet
0.005,500.0,2,0.005,342.626223012,2.1793e-19,0.8,1.0,,4648.57995721,4482.22,500.0,4647.36,0.005,19.787,200.000000102,4648.57995721,100,1.0,1.0,342.626223012,500,1.0,4648.57995721
0.00333333,500.0,2,0.00333333,8194.87522034,5.43914e-20,0.8,1.0,,4635.57644464,4508.6,499.08,4643.43,0.00333333,54.7372,299.999969474,4635.57644464,100,1.0,1.0,8194.87522034,500,1.0,4635.57644464
0.0025,500.0,2,0.0025,286.682589257,5.4346e-20,0.8,1.0,,4649.12054657,4528.09,500.0,4644.85,0.0025,48.2094,400.0,4649.12054657,100,1.0,1.0,286.682589257,500,1.0,4649.12054657
0.002,496.255576998,1,0.00116779,372.415843481,3.26922e-08,0.8,0.582339,0.00812959,4647.41376904,4541.45,500.0,4646.28,0.00249667,30.1809,495.954697109,4647.41376904,100,1.24501,1.00755,372.415843481,500,0.997338,4647.41376904
0.01,500.0,2,0.01,500.820544653,3.50449e-18,0.8,1.0,,4649.43983528,4415.96,500.0,4649.44,0.01,22.2668,100.0,4649.43983528,100,1.0,1.0,500.820544653,500,1.0,4649.43983528
0.005,500.0,2,0.005,7146.16270607,2.1793e-19,0.8,1.0,,4636.2938537,4477.75,499.17,4642.87,0.005,61.8746,200.000000102,4636.2938537,100,1.0,1.0,7146.16270607,500,1.0,4636.2938537
0.00333333,500.0,2,0.00333333,4768.32852043,5.43914e-20,0.8,1.0,,4641.27432332,4507.52,499.36,4642.34,0.00333333,64.2372,299.999969474,4641.27432332,100,1.0,1.0,4768.32852043,500,1.0,4641.27432332
0.0025,500.0,2,0.0025,398.041027349,5.4346e-20,0.8,1.0,,4647.92525685,4526.98,500.0,4643.73,0.0025,56.5613,400.0,4647.92525685,100,1.0,1.0,398.041027349,500,1.0,4647.92525685
0.002,494.476156164,1,0.00111883,272.553760538,4.7065e-08,0.8,0.55712,0.0116698,4648.7064738,4540.97,500.0,4646.01,0.00251801,40.2152,494.196790468,4648.7064738,100,1.25384,1.01117,272.553760538,500,0.995893,4648.7064738
0.01,500.0,2,0.01,469.182344588,3.50449e-18,0.8,1.0,,4646.45024651,4412.99,500.0,4646.45,0.01,21.552,100.0,4646.45024651,100,1.0,1.0,469.182344588,500,1.0,4646.45024651
0.005,500.0,2,0.005,1021.20606564,2.1793e-19,0.8,1.0,,4646.17958209,4481.23,499.76,4646.31,0.005,27.1617,200.000000102,4646.17958209,100,1.0,1.0,1021.20606564,500,1.0,4646.17958209
0.00333333,500.0,2,0.00333333,591.644210583,5.43914e-20,0.8,1.0,,4646.62828092,4511.6,500.0,4646.42,0.00333333,26.2127,299.999969474,4646.62828092,100,1.0,1.0,591.644210583,500,1.0,4646.62828092
0.0025,500.0,2,0.0025,1766.51009242,5.4346e-20,0.8,1.0,,4646.31031623,4529.62,499.64,4646.39,0.0025,30.8633,400.0,4646.31031623,100,1.0,1.0,1766.51009242,500,1.0,4646.31031623
0.002,497.316240206,1,0.00146522,407.965888942,2.00456e-08,0.8,0.735553,0.00505175,4646.60690385,4542.3,500.0,4647.03,0.00247511,25.1712,497.511748826,4646.60690385,100,1.24253,1.0054,407.965888942,500,1.00402,4646.60690385
