eRenyi2,IterType,AvgDiscRet,VarDiscRet,AvgRet,EpsThisIter,ESSRenyi,MinNormIw,J,ESSClassic,Bound,VarJ,MaxNormIw,VarNormIw,Delta,AvgNormIw,AvgEpLen,VarRet,AvgVanillaIw,VarVanillaIw,VanillaAvgRet,BatchSize,MaxVanillaIw,MinVanillaIw
1.01858,1,-323.923523727,674.812321662,-323.923523727,100,490.881662089,0.00138773,-323.217,490.314393576,-355.059,27.7822,0.00337537,7.91772e-08,0.3,0.002,500.0,674.812321662,1.0105,0.0202122,-323.923523727,500,1.70541,0.701152
1.0,2,-323.487094051,824.109772826,-323.487094051,100,500.0,0.01,-323.487,100.0,-388.075,28.5634,0.01,3.50449e-18,0.3,0.01,500.0,824.109772826,1.0,,-323.487094051,500,1.0,1.0
1.0,2,-324.742731675,824.092093021,-324.742731675,100,500.0,0.005,-324.115,200.000000102,-370.057,28.5702,0.005,2.1793e-19,0.3,0.005,500.0,824.092093021,1.0,,-324.742731675,500,1.0,1.0
1.0,2,-321.733406493,894.589309774,-321.733406493,100,500.0,0.00333333,-323.321,299.999969474,-360.833,28.9939,0.00333333,5.43914e-20,0.3,0.00333333,500.0,894.589309774,1.0,,-321.733406493,500,1.0,1.0
1.0,2,-326.323351694,867.056878859,-326.323351694,100,500.0,0.0025,-324.072,400.0,-356.918,29.0993,0.0025,5.4346e-20,0.3,0.0025,500.0,867.056878859,1.0,,-326.323351694,500,1.0,1.0
1.02033,1,-323.898510073,688.746096433,-323.898510073,100,490.035441459,0.001057,-323.459,489.622826919,-353.135,28.7635,0.00292831,8.49478e-08,0.3,0.002,500.0,688.746096433,0.995757,0.0210571,-323.898510073,500,1.45794,0.526258
1.0,2,-323.01455425,737.64384714,-323.01455425,100,500.0,0.01,-323.015,100.0,-388.266,27.0235,0.01,3.50449e-18,0.3,0.01,500.0,737.64384714,1.0,,-323.01455425,500,1.0,1.0
1.0,2,-324.346850285,710.377761151,-324.346850285,100,500.0,0.005,-323.681,200.000000102,-370.274,26.7809,0.005,2.1793e-19,0.3,0.005,500.0,710.377761151,1.0,,-324.346850285,500,1.0,1.0
1.0,2,-326.363446176,782.231124151,-326.363446176,100,500.0,0.00333333,-324.575,299.999969474,-362.618,27.1639,0.00333333,5.43914e-20,0.3,0.00333333,500.0,782.231124151,1.0,,-326.363446176,500,1.0,1.0
1.0,2,-321.315862922,843.797706917,-321.315862922,100,500.0,0.0025,-323.76,400.0,-356.706,27.6449,0.0025,5.4346e-20,0.3,0.0025,500.0,843.797706917,1.0,,-321.315862922,500,1.0,1.0
1.01388,1,-323.088143135,529.771064917,-323.088143135,100,493.153145993,0.00115142,-323.222,493.551827477,-352.894,26.8476,0.00269556,5.23658e-08,0.3,0.002,500.0,529.771064917,0.99253,0.0128966,-323.088143135,500,1.33771,0.57141
1.0,2,-318.540338084,723.138390728,-318.540338084,100,500.0,0.01,-318.54,100.0,-379.415,26.7564,0.01,3.50449e-18,0.3,0.01,500.0,723.138390728,1.0,,-318.540338084,500,1.0,1.0
1.0,2,-323.022525624,1100.67424607,-323.022525624,100,500.0,0.005,-320.781,200.000000102,-367.041,30.1299,0.005,2.1793e-19,0.3,0.005,500.0,1100.67424607,1.0,,-323.022525624,500,1.0,1.0
1.0,2,-322.465811223,749.865024497,-322.465811223,100,500.0,0.00333333,-321.343,299.999969474,-359.113,29.2112,0.00333333,5.43914e-20,0.3,0.00333333,500.0,749.865024497,1.0,,-322.465811223,500,1.0,1.0
1.0,2,-320.709588029,622.329496713,-320.709588029,100,500.0,0.0025,-321.185,400.0,-353.895,28.1793,0.0025,5.4346e-20,0.3,0.0025,500.0,622.329496713,1.0,,-320.709588029,500,1.0,1.0
1.01278,1,-327.769110789,731.502500575,-327.769110789,100,493.69083187,0.00136202,-322.137,494.647268109,-352.372,27.8826,0.00319896,4.33722e-08,0.3,0.002,500.0,731.502500575,0.999431,0.0108307,-327.769110789,500,1.59857,0.680625
1.0,2,-324.043025711,800.848188117,-324.043025711,100,500.0,0.01,-324.043,100.0,-385.21,28.1574,0.01,3.50449e-18,0.3,0.01,500.0,800.848188117,1.0,,-324.043025711,500,1.0,1.0
1.0,2,-324.132363475,789.884358616,-324.132363475,100,500.0,0.005,-324.088,200.000000102,-369.049,28.0609,0.005,2.1793e-19,0.3,0.005,500.0,789.884358616,1.0,,-324.132363475,500,1.0,1.0
1.0,2,-321.80724293,652.165525678,-321.80724293,100,500.0,0.00333333,-323.328,299.999969474,-360.074,27.2271,0.00333333,5.43914e-20,0.3,0.00333333,500.0,652.165525678,1.0,,-321.80724293,500,1.0,1.0
1.0,2,-319.773773221,494.354804976,-319.773773221,100,500.0,0.0025,-322.439,400.0,-354.262,26.0903,0.0025,5.4346e-20,0.3,0.0025,500.0,494.354804976,1.0,,-319.773773221,500,1.0,1.0
1.02023,1,-326.94828127,1124.60686087,-326.94828127,100,490.087546848,0.00103891,-322.713,490.915020131,-355.104,27.8407,0.0028182,7.41727e-08,0.3,0.002,500.0,1124.60686087,0.996273,0.0184052,-326.94828127,500,1.40385,0.517518
1.0,2,-325.951149205,618.734651676,-325.951149205,100,500.0,0.01,-325.951,100.0,-386.167,24.7497,0.01,3.50449e-18,0.3,0.01,500.0,618.734651676,1.0,,-325.951149205,500,1.0,1.0
1.0,2,-325.674432269,920.609177711,-325.674432269,100,500.0,0.005,-325.813,200.000000102,-372.293,27.6042,0.005,2.1793e-19,0.3,0.005,500.0,920.609177711,1.0,,-325.674432269,500,1.0,1.0
1.0,2,-324.056733604,780.07795981,-324.056733604,100,500.0,0.00333333,-325.227,299.999969474,-363.178,27.6786,0.00333333,5.43914e-20,0.3,0.00333333,500.0,780.07795981,1.0,,-324.056733604,500,1.0,1.0
1.0,2,-317.109858286,764.903871857,-317.109858286,100,500.0,0.0025,-323.198,400.0,-356.064,27.8613,0.0025,5.4346e-20,0.3,0.0025,500.0,764.903871857,1.0,,-317.109858286,500,1.0,1.0
1.01636,1,-324.767188523,809.596867985,-324.767188523,100,491.951822242,0.000917543,-322.988,491.599775685,-353.305,28.1883,0.00268486,6.84875e-08,0.3,0.002,500.0,809.596867985,1.00279,0.0172175,-324.767188523,500,1.34617,0.46005
1.0,2,-324.490474237,839.858788289,-324.490474237,100,500.0,0.01,-324.49,100.0,-392.543,28.8351,0.01,3.50449e-18,0.3,0.01,500.0,839.858788289,1.0,,-324.490474237,500,1.0,1.0
1.0,2,-322.73353379,849.102170216,-322.73353379,100,500.0,0.005,-323.612,200.000000102,-371.732,28.9276,0.005,2.1793e-19,0.3,0.005,500.0,849.102170216,1.0,,-322.73353379,500,1.0,1.0
1.0,2,-327.099481613,761.515443801,-327.099481613,100,500.0,0.00333333,-324.775,299.999969474,-364.065,28.4934,0.00333333,5.43914e-20,0.3,0.00333333,500.0,761.515443801,1.0,,-327.099481613,500,1.0,1.0
1.0,2,-322.46558153,663.195888205,-322.46558153,100,500.0,0.0025,-324.197,400.0,-358.224,27.8217,0.0025,5.4346e-20,0.3,0.0025,500.0,663.195888205,1.0,,-322.46558153,500,1.0,1.0
1.02551,1,-326.726336911,954.30724085,-326.726336911,100,487.561514725,0.000966355,-323.91,486.326531129,-355.46,28.1557,0.00314632,1.12691e-07,0.3,0.002,500.0,954.30724085,1.00571,0.0284955,-326.726336911,500,1.58215,0.485938
1.0,2,-322.562510406,778.249334759,-322.562510406,100,500.0,0.01,-322.562,100.0,-383.763,27.7573,0.01,3.50449e-18,0.3,0.01,500.0,778.249334759,1.0,,-322.562510406,500,1.0,1.0
1.0,2,-322.514878868,921.55567319,-322.514878868,100,500.0,0.005,-322.539,200.000000102,-374.122,29.007,0.005,2.1793e-19,0.3,0.005,500.0,921.55567319,1.0,,-322.514878868,500,1.0,1.0
1.0,2,-323.903719977,767.051430506,-323.903719977,100,500.0,0.00333333,-322.994,299.999969474,-365.111,28.539,0.00333333,5.43914e-20,0.3,0.00333333,500.0,767.051430506,1.0,,-323.903719977,500,1.0,1.0
1.0,2,-320.295584538,585.403730639,-320.295584538,100,500.0,0.0025,-322.319,400.0,-358.794,27.5156,0.0025,5.4346e-20,0.3,0.0025,500.0,585.403730639,1.0,,-320.295584538,500,1.0,1.0
1.00772,1,-323.61680457,692.542302214,-323.61680457,100,496.169456678,0.00127175,-322.326,495.766474109,-355.076,27.3113,0.00352081,3.42282e-08,0.3,0.002,500.0,692.542302214,1.00352,0.00861745,-323.61680457,500,1.76661,0.638113
1.0,2,-317.841927395,875.318026266,-317.841927395,100,500.0,0.01,-317.842,100.0,-385.913,29.4375,0.01,3.50449e-18,0.3,0.01,500.0,875.318026266,1.0,,-317.841927395,500,1.0,1.0
