Delta,AvgNormIw,AvgRet,BatchSize,VarJ,AvgEpLen,VarVanillaIw,VarRet,IterType,AvgVanillaIw,eRenyi2,AvgDiscRet,MinNormIw,VarNormIw,MaxNormIw,VanillaAvgRet,ESSRenyi,VarDiscRet,MinVanillaIw,EpsThisIter,MaxVanillaIw,J,ESSClassic,Bound
1.0,0.0025,-457.000804345,500,38.2043,500.0,,1424.32524998,2,1.0,1.0,-457.000804345,0.0025,5.4346e-20,0.0025,-457.000804345,500.0,1424.32524998,1.0,100,1.0,-455.987,400.0,-455.987
1.0,0.002,-456.029589034,500,38.8354,500.0,,1719.84742664,1,1.0,1.0,-456.029589034,0.002,5.43187e-20,0.002,-456.029589034,500.0,1719.84742664,1.0,100,1.0,-455.996,500.000006643,-455.996
1.0,0.01,-449.983757429,500,41.1623,500.0,,1711.45362066,2,1.0,1.0,-449.983757429,0.01,3.50449e-18,0.01,-449.983757429,500.0,1711.45362066,1.0,100,1.0,-449.984,100.0,-449.984
1.0,0.005,-455.275936989,500,40.177,500.0,,1535.39220832,2,1.0,1.0,-455.275936989,0.005,2.1793e-19,0.005,-455.275936989,500.0,1535.39220832,1.0,100,1.0,-452.63,200.000000102,-452.63
1.0,0.00333333,-451.278567216,500,38.6242,500.0,,1258.46373296,2,1.0,1.0,-451.278567216,0.00333333,5.43914e-20,0.00333333,-451.278567216,500.0,1258.46373296,1.0,100,1.0,-452.179,299.999969474,-452.179
1.0,0.0025,-456.009478224,500,39.5436,500.0,,1786.16018674,2,1.0,1.0,-456.009478224,0.0025,5.4346e-20,0.0025,-456.009478224,500.0,1786.16018674,1.0,100,1.0,-453.137,400.0,-453.137
1.0,0.002,-454.332185109,500,40.0985,500.0,,1801.54301049,1,1.0,1.0,-454.332185109,0.002,5.43187e-20,0.002,-454.332185109,500.0,1801.54301049,1.0,100,1.0,-453.376,500.000006643,-453.376
1.0,0.01,-451.228821293,500,39.4036,500.0,,1568.32895168,2,1.0,1.0,-451.228821293,0.01,3.50449e-18,0.01,-451.228821293,500.0,1568.32895168,1.0,100,1.0,-451.229,100.0,-451.229
1.0,0.005,-453.899036091,500,40.2045,500.0,,1693.52778686,2,1.0,1.0,-453.899036091,0.005,2.1793e-19,0.005,-453.899036091,500.0,1693.52778686,1.0,100,1.0,-452.564,200.000000102,-452.564
1.0,0.00333333,-455.694079919,500,41.3395,500.0,,1906.58691107,2,1.0,1.0,-455.694079919,0.00333333,5.43914e-20,0.00333333,-455.694079919,500.0,1906.58691107,1.0,100,1.0,-453.607,299.999969474,-453.607
1.0,0.0025,-460.281455099,500,42.6819,500.0,,2148.20611468,2,1.0,1.0,-460.281455099,0.0025,5.4346e-20,0.0025,-460.281455099,500.0,2148.20611468,1.0,100,1.0,-455.276,400.0,-455.276
1.0,0.002,-457.15842348,500,43.1476,500.0,,2039.16497503,1,1.0,1.0,-457.15842348,0.002,5.43187e-20,0.002,-457.15842348,500.0,2039.16497503,1.0,100,1.0,-455.652,500.000006643,-455.652
1.0,0.01,-460.746712117,500,41.7616,500.0,,1761.64325698,2,1.0,1.0,-460.746712117,0.01,3.50449e-18,0.01,-460.746712117,500.0,1761.64325698,1.0,100,1.0,-460.747,100.0,-460.747
1.0,0.005,-453.046901234,500,42.8892,500.0,,1924.5417602,2,1.0,1.0,-453.046901234,0.005,2.1793e-19,0.005,-453.046901234,500.0,1924.5417602,1.0,100,1.0,-456.897,200.000000102,-456.897
1.0,0.00333333,-461.294372192,500,41.6163,500.0,,1519.08913328,2,1.0,1.0,-461.294372192,0.00333333,5.43914e-20,0.00333333,-461.294372192,500.0,1519.08913328,1.0,100,1.0,-458.363,299.999969474,-458.363
1.0,0.0025,-456.721327879,500,41.1967,500.0,,1606.95838867,2,1.0,1.0,-456.721327879,0.0025,5.4346e-20,0.0025,-456.721327879,500.0,1606.95838867,1.0,100,1.0,-457.952,400.0,-457.952
1.0,0.002,-455.668440252,500,41.5021,500.0,,1837.65687186,1,1.0,1.0,-455.668440252,0.002,5.43187e-20,0.002,-455.668440252,500.0,1837.65687186,1.0,100,1.0,-457.496,500.000006643,-457.496
1.0,0.01,-454.037389319,500,34.8871,500.0,,1229.40649276,2,1.0,1.0,-454.037389319,0.01,3.50449e-18,0.01,-454.037389319,500.0,1229.40649276,1.0,100,1.0,-454.037,100.0,-454.037
1.0,0.005,-459.358361229,500,38.1845,500.0,,1701.85900895,2,1.0,1.0,-459.358361229,0.005,2.1793e-19,0.005,-459.358361229,500.0,1701.85900895,1.0,100,1.0,-456.698,200.000000102,-456.698
1.0,0.00333333,-455.497730739,500,40.0613,500.0,,1916.81155906,2,1.0,1.0,-455.497730739,0.00333333,5.43914e-20,0.00333333,-455.497730739,500.0,1916.81155906,1.0,100,1.0,-456.298,299.999969474,-456.298
1.0,0.0025,-448.484773863,500,39.8658,500.0,,1511.73659119,2,1.0,1.0,-448.484773863,0.0025,5.4346e-20,0.0025,-448.484773863,500.0,1511.73659119,1.0,100,1.0,-454.345,400.0,-454.345
