J,IterType,Bound,AvgNormIw,Delta,VarNormIw,MaxNormIw,eRenyi2,VarVanillaIw,ESSRenyi,VarRet,EpsThisIter,BatchSize,ESSClassic,AvgDiscRet,MinVanillaIw,VarJ,VanillaAvgRet,AvgRet,MinNormIw,VarDiscRet,AvgEpLen,AvgVanillaIw,MaxVanillaIw
4664.11,1,4594.24,0.002,0.9,1.23432e-08,0.00233066,1.00293,0.00306578,498.539731533,148.204988703,100,500,498.464884016,4666.13090172,0.813604,13.1861,4666.13090172,4666.13090172,0.00163251,148.204988703,500.0,0.996751,1.16154
4664.82,2,4508.82,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,155.66840859,100,500,100.0,4664.82127019,1.0,12.4142,4664.82127019,4664.82127019,0.01,155.66840859,500.0,1.0,1.0
4665.7,2,4555.39,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,156.956442187,100,500,200.000000102,4666.57532963,1.0,12.4707,4666.57532963,4666.57532963,0.005,156.956442187,500.0,1.0,1.0
4665.67,2,4575.6,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,166.880615809,100,500,299.999969474,4665.61006818,1.0,12.5997,4665.61006818,4665.61006818,0.00333333,166.880615809,500.0,1.0,1.0
4665.27,2,4587.27,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,210.526387131,100,500,400.0,4664.08422984,1.0,13.1011,4664.08422984,4664.08422984,0.0025,210.526387131,500.0,1.0,1.0
4665.1,1,4595.2,0.002,0.9,1.8198e-08,0.00239574,1.00386,0.00453643,498.075352603,167.826660018,100,500,497.740014563,4663.0773605,0.709345,12.7977,4663.0773605,4663.0773605,0.00142073,167.826660018,500.0,0.998564,1.19615
4666.42,2,4510.43,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,131.628569203,100,500,100.0,4666.41606318,1.0,11.4154,4666.41606318,4666.41606318,0.01,131.628569203,500.0,1.0,1.0
4665.53,2,4555.23,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,178.165254006,100,500,200.000000102,4664.64261811,1.0,12.4151,4664.64261811,4664.64261811,0.005,178.165254006,500.0,1.0,1.0
4665.29,2,4575.23,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,147.456588611,100,500,299.999969474,4664.80001678,1.0,12.31,4664.80001678,4664.80001678,0.00333333,147.456588611,500.0,1.0,1.0
4665.22,2,4587.22,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,180.686623122,100,500,400.0,4665.03123316,1.0,12.585,4665.03123316,4665.03123316,0.0025,180.686623122,500.0,1.0,1.0
4665.47,1,4595.65,0.002,0.9,7.70052e-09,0.00224334,1.00182,0.0019171,499.090243707,146.637824179,100,500,499.041328949,4665.86786366,0.815008,12.3098,4665.86786366,4665.86786366,0.00163343,146.637824179,500.0,0.997912,1.11933
4652.62,2,4496.62,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,17723.3350258,100,500,100.0,4652.61532239,1.0,132.462,4652.61532239,4652.61532239,0.01,17723.3350258,498.6,1.0,1.0
4658.97,2,4548.66,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,148.379226565,100,500,200.000000102,4665.32605797,1.0,94.2703,4665.32605797,4665.32605797,0.005,148.379226565,500.0,1.0,1.0
4660.75,2,4570.68,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,177.605605931,100,500,299.999969474,4664.30395042,1.0,77.392,4664.30395042,4664.30395042,0.00333333,177.605605931,500.0,1.0,1.0
4661.93,2,4583.93,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,182.580174187,100,500,400.0,4665.47226802,1.0,67.3908,4665.47226802,4665.47226802,0.0025,182.580174187,500.0,1.0,1.0
4663.67,1,4593.23,0.002,0.9,8.27444e-08,0.00257857,1.01948,0.0207036,490.445598453,1294.27685855,100,500,489.886433964,4661.77026331,0.45816,31.6115,4661.77026331,4661.77026331,0.000915932,1294.27685855,499.66,1.00042,1.28983
4657.88,2,4501.88,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,5204.64691025,100,500,100.0,4657.87571755,1.0,71.7816,4657.87571755,4657.87571755,0.01,5204.64691025,499.26,1.0,1.0
4660.73,2,4550.42,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,166.750667,100,500,200.000000102,4663.57797881,1.0,51.6427,4663.57797881,4663.57797881,0.005,166.750667,500.0,1.0,1.0
4662.37,2,4572.3,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,171.984966169,100,500,299.999969474,4665.65469209,1.0,42.8968,4665.65469209,4665.65469209,0.00333333,171.984966169,500.0,1.0,1.0
4663.36,2,4585.36,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,141.315419002,100,500,400.0,4666.32146052,1.0,37.6564,4666.32146052,4666.32146052,0.0025,141.315419002,500.0,1.0,1.0
4664.5,1,4594.44,0.002,0.9,3.25905e-08,0.00241601,1.00848,0.00814755,495.794972786,141.227948483,100,500,495.967099463,4665.4765697,0.534258,21.0407,4665.4765697,4665.4765697,0.00106852,141.227948483,500.0,0.999995,1.208
4663.44,2,4507.45,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,133.360715611,100,500,100.0,4663.43579098,1.0,11.4903,4663.43579098,4663.43579098,0.01,133.360715611,500.0,1.0,1.0
4665.22,2,4554.91,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,138.891762303,100,500,200.000000102,4667.00068157,1.0,11.7449,4667.00068157,4667.00068157,0.005,138.891762303,500.0,1.0,1.0
4665.0,2,4574.94,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,212.484570126,100,500,299.999969474,4664.56594768,1.0,12.7348,4664.56594768,4664.56594768,0.00333333,212.484570126,500.0,1.0,1.0
4664.86,2,4586.86,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,203.414341917,100,500,400.0,4664.42506749,1.0,13.1164,4664.42506749,4664.42506749,0.0025,203.414341917,500.0,1.0,1.0
4664.85,1,4595.0,0.002,0.9,1.199e-08,0.0023103,1.00236,0.00295894,498.820352774,173.208858151,100,500,498.508814315,4663.90346484,0.703715,12.8177,4663.90346484,4663.90346484,0.00141657,173.208858151,500.0,0.993548,1.1477
4664.72,2,4508.72,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,151.242946067,100,500,100.0,4664.71993994,1.0,12.2364,4664.71993994,4664.71993994,0.01,151.242946067,500.0,1.0,1.0
4665.44,2,4555.13,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,193.860910445,100,500,200.000000102,4666.16070728,1.0,13.0899,4666.16070728,4666.16070728,0.005,193.860910445,500.0,1.0,1.0
4665.07,2,4575.0,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,150.76326405,100,500,299.999969474,4664.33110433,1.0,12.8162,4664.33110433,4664.33110433,0.00333333,150.76326405,500.0,1.0,1.0
4665.52,2,4587.52,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,142.624700663,100,500,400.0,4666.8552651,1.0,12.613,4666.8552651,4666.8552651,0.0025,142.624700663,500.0,1.0,1.0
4665.25,1,4595.42,0.002,0.9,7.26789e-09,0.00228848,1.00181,0.00181366,499.096182572,184.783486131,100,500,499.094818756,4663.54554726,0.818688,12.6723,4663.54554726,4663.54554726,0.00163887,184.783486131,500.0,0.999087,1.1432
4664.19,2,4508.19,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,153.181198044,100,500,100.0,4664.18934644,1.0,12.3146,4664.18934644,4664.18934644,0.01,153.181198044,500.0,1.0,1.0
4664.97,2,4554.67,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,161.930832447,100,500,200.000000102,4665.76053411,1.0,12.5139,4665.76053411,4665.76053411,0.005,161.930832447,500.0,1.0,1.0
4665.31,2,4575.25,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,141.910303756,100,500,299.999969474,4665.98913383,1.0,12.3068,4665.98913383,4665.98913383,0.00333333,141.910303756,500.0,1.0,1.0
4664.77,2,4586.77,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,169.456461498,100,500,400.0,4663.1498511,1.0,12.5064,4663.1498511,4663.1498511,0.0025,169.456461498,500.0,1.0,1.0
4664.92,1,4595.09,0.002,0.9,7.71333e-09,0.00235267,1.00189,0.00192013,499.055801079,179.591462532,100,500,499.039731797,4664.79619011,0.827153,12.5276,4664.79619011,4664.79619011,0.00165784,179.591462532,500.0,0.997871,1.17383
4665.54,2,4509.55,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,166.576933283,100,500,100.0,4665.54246106,1.0,12.8418,4665.54246106,4665.54246106,0.01,166.576933283,500.0,1.0,1.0
4665.15,2,4554.84,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,161.896592782,100,500,200.000000102,4664.74885505,1.0,12.7574,4664.74885505,4664.74885505,0.005,161.896592782,500.0,1.0,1.0
4664.88,2,4574.81,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,152.449045255,100,500,299.999969474,4664.3381528,1.0,12.6077,4664.3381528,4664.3381528,0.00333333,152.449045255,500.0,1.0,1.0
4664.79,2,4586.79,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,177.571835064,100,500,400.0,4664.53580779,1.0,12.7744,4664.53580779,4664.53580779,0.0025,177.571835064,500.0,1.0,1.0
4665.19,1,4595.38,0.002,0.9,5.58012e-09,0.00222916,1.00133,0.00139386,499.337717123,136.855625226,100,500,499.30455676,4666.27279267,0.872858,12.4716,4666.27279267,4666.27279267,0.00174645,136.855625226,500.0,0.999582,1.11411
4666.52,2,4510.52,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,149.215726139,100,500,100.0,4666.52154407,1.0,12.1542,4666.52154407,4666.52154407,0.01,149.215726139,500.0,1.0,1.0
4666.4,2,4556.1,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,155.394430955,100,500,200.000000102,4666.28744984,1.0,12.2799,4666.28744984,4666.28744984,0.005,155.394430955,500.0,1.0,1.0
4665.53,2,4575.47,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,145.021800065,100,500,299.999969474,4663.79435798,1.0,12.2434,4663.79435798,4663.79435798,0.00333333,145.021800065,500.0,1.0,1.0
4665.87,2,4587.87,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,142.560394411,100,500,400.0,4666.87119735,1.0,12.1674,4666.87119735,4666.87119735,0.0025,142.560394411,500.0,1.0,1.0
4665.97,1,4596.15,0.002,0.9,7.5149e-09,0.00219778,1.00163,0.00187682,499.187124238,126.821334374,100,500,499.064202409,4665.73529844,0.808679,11.7632,4665.73529844,4665.73529844,0.00161818,126.821334374,500.0,0.999494,1.09834
4666.59,2,4510.59,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,156.973837173,100,500,100.0,4666.59420581,1.0,12.4661,4666.59420581,4666.59420581,0.01,156.973837173,500.0,1.0,1.0
4665.91,2,4555.6,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,177.416074322,100,500,200.000000102,4665.23154336,1.0,12.8836,4665.23154336,4665.23154336,0.005,177.416074322,500.0,1.0,1.0
4665.53,2,4575.47,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,161.158633183,100,500,299.999969474,4664.77505229,1.0,12.8113,4664.77505229,4664.77505229,0.00333333,161.158633183,500.0,1.0,1.0
4665.58,2,4587.58,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,185.526182428,100,500,400.0,4665.7324046,1.0,13.0008,4665.7324046,4665.7324046,0.0025,185.526182428,500.0,1.0,1.0
4665.54,1,4595.71,0.002,0.9,7.91456e-09,0.00225923,1.00184,0.00198496,499.082642167,160.957194513,100,500,499.014769736,4664.70030725,0.832069,12.7473,4664.70030725,4664.70030725,0.00166149,160.957194513,500.0,1.00159,1.13142
4664.04,2,4508.04,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,185.092662354,100,500,100.0,4664.03819713,1.0,13.5367,4664.03819713,4664.03819713,0.01,185.092662354,500.0,1.0,1.0
4664.9,2,4554.6,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,121.628562848,100,500,200.000000102,4665.76729762,1.0,12.3521,4665.76729762,4665.76729762,0.005,121.628562848,500.0,1.0,1.0
4665.02,2,4574.95,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,141.240091472,100,500,299.999969474,4665.24292942,1.0,12.18,4665.24292942,4665.24292942,0.00333333,141.240091472,500.0,1.0,1.0
4665.48,2,4587.48,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,158.434889404,100,500,400.0,4666.8563725,1.0,12.2927,4666.8563725,4666.8563725,0.0025,158.434889404,500.0,1.0,1.0
4665.69,1,4595.85,0.002,0.9,1.03442e-08,0.00226278,1.0022,0.00255766,498.903538509,151.306614134,100,500,498.712991167,4665.77885622,0.75837,12.0904,4665.77885622,4665.77885622,0.00152513,151.306614134,500.0,0.994497,1.12516
4668.12,2,4512.13,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,120.260334322,100,500,100.0,4668.12364413,1.0,10.9113,4668.12364413,4668.12364413,0.01,120.260334322,500.0,1.0,1.0
4667.86,2,4557.55,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,123.949391459,100,500,200.000000102,4667.59080984,1.0,10.9979,4667.59080984,4667.59080984,0.005,123.949391459,500.0,1.0,1.0
4667.12,2,4577.06,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,136.476210963,100,500,299.999969474,4665.65474518,1.0,11.2584,4665.65474518,4665.65474518,0.00333333,136.476210963,500.0,1.0,1.0
4667.44,2,4589.44,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,177.627374357,100,500,400.0,4668.38638355,1.0,11.8036,4668.38638355,4668.38638355,0.0025,177.627374357,500.0,1.0,1.0
4667.85,1,4598.01,0.002,0.9,9.17013e-09,0.00224741,1.00233,0.00228944,498.840049029,109.723604002,100,500,498.858632726,4668.66340347,0.812174,11.2654,4668.66340347,4668.66340347,0.00162544,109.723604002,500.0,0.999326,1.12295
4666.97,2,4510.98,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,136.687796367,100,500,100.0,4666.97466593,1.0,11.6327,4666.97466593,4666.97466593,0.01,136.687796367,500.0,1.0,1.0
4666.79,2,4556.48,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,125.932390529,100,500,200.000000102,4666.59654541,1.0,11.4032,4666.59654541,4666.59654541,0.005,125.932390529,500.0,1.0,1.0
4666.41,2,4576.34,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,161.643519896,100,500,299.999969474,4665.64296757,1.0,11.8457,4665.64296757,4665.64296757,0.00333333,161.643519896,500.0,1.0,1.0
4666.32,2,4588.32,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,150.209730488,100,500,400.0,4666.05986058,1.0,11.9348,4666.05986058,4666.05986058,0.0025,150.209730488,500.0,1.0,1.0
4666.53,1,4596.64,0.002,0.9,1.7741e-08,0.0023345,1.00368,0.00444804,498.166869292,131.390622778,100,500,497.796408643,4666.10770394,0.796405,11.614,4666.10770394,4666.10770394,0.00159052,131.390622778,500.0,1.00144,1.16893
4667.15,2,4511.16,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,121.830934716,100,500,100.0,4667.14990864,1.0,10.9824,4667.14990864,4667.14990864,0.01,121.830934716,500.0,1.0,1.0
4666.38,2,4556.08,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,136.488275676,100,500,200.000000102,4665.61527409,1.0,11.3339,4665.61527409,4665.61527409,0.005,136.488275676,500.0,1.0,1.0
4665.78,2,4575.71,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,177.163004541,100,500,299.999969474,4664.56279694,1.0,12.0349,4664.56279694,4664.56279694,0.00333333,177.163004541,500.0,1.0,1.0
4666.01,2,4588.01,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,129.628233777,100,500,400.0,4666.72579198,1.0,11.8693,4666.72579198,4666.72579198,0.0025,129.628233777,500.0,1.0,1.0
4666.34,1,4596.46,0.002,0.9,1.46971e-08,0.00235228,1.0033,0.00366611,498.356516995,150.611158745,100,500,498.173123079,4666.49608274,0.701864,11.6741,4666.49608274,4666.49608274,0.00140529,150.611158745,500.0,0.998887,1.17483
4668.37,2,4512.37,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,138.266645631,100,500,100.0,4668.36823028,1.0,11.6997,4668.36823028,4668.36823028,0.01,138.266645631,500.0,1.0,1.0
4667.47,2,4557.16,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,157.25498758,100,500,200.000000102,4666.56733268,1.0,12.1282,4666.56733268,4666.56733268,0.005,157.25498758,500.0,1.0,1.0
4666.87,2,4576.8,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,136.608460588,100,500,299.999969474,4665.67288665,1.0,11.9941,4665.67288665,4665.67288665,0.00333333,136.608460588,500.0,1.0,1.0
4666.21,2,4588.21,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,172.805930613,100,500,400.0,4664.21568125,1.0,12.3282,4664.21568125,4664.21568125,0.0025,172.805930613,500.0,1.0,1.0
4666.32,1,4596.49,0.002,0.9,8.9092e-09,0.0022449,1.00196,0.00222528,499.023025614,173.632489953,100,500,498.89135013,4666.10190089,0.80775,12.3445,4666.10190089,4666.10190089,0.00161623,173.632489953,500.0,0.999547,1.12194
4665.86,2,4509.87,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,124.396849566,100,500,100.0,4665.8621418,1.0,11.0974,4665.8621418,4665.8621418,0.01,124.396849566,500.0,1.0,1.0
4666.52,2,4556.21,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,115.141662353,100,500,200.000000102,4667.17917229,1.0,10.909,4667.17917229,4667.17917229,0.005,115.141662353,500.0,1.0,1.0
4666.56,2,4576.5,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,156.184468376,100,500,299.999969474,4666.65248712,1.0,11.4404,4666.65248712,4666.65248712,0.00333333,156.184468376,500.0,1.0,1.0
4666.04,2,4588.04,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,149.347687202,100,500,400.0,4664.4737774,1.0,11.6595,4664.4737774,4664.4737774,0.0025,149.347687202,500.0,1.0,1.0
4666.04,1,4596.23,0.002,0.9,4.68344e-09,0.00222455,1.00122,0.00116909,499.388906107,163.189601714,100,500,499.416365624,4665.60300243,0.894398,11.7784,4665.60300243,4665.60300243,0.00179015,163.189601714,500.0,0.999245,1.11143
4665.3,2,4509.3,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,168.834804608,100,500,100.0,4665.29731535,1.0,12.9285,4665.29731535,4665.29731535,0.01,168.834804608,500.0,1.0,1.0
4665.98,2,4555.67,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,143.868580341,100,500,200.000000102,4666.66827817,1.0,12.4602,4666.66827817,4666.66827817,0.005,143.868580341,500.0,1.0,1.0
4666.06,2,4576.0,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,150.100733293,100,500,299.999969474,4666.22944915,1.0,12.3714,4666.22944915,4666.22944915,0.00333333,150.100733293,500.0,1.0,1.0
4666.22,2,4588.22,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,152.732452182,100,500,400.0,4666.70091282,1.0,12.3558,4666.70091282,4666.70091282,0.0025,152.732452182,500.0,1.0,1.0
4666.21,1,4596.36,0.002,0.9,1.01504e-08,0.00243199,1.0024,0.00254671,498.802378332,139.836558953,100,500,498.736678579,4665.33520993,0.839043,12.0546,4665.33520993,4665.33520993,0.00167508,139.836558953,500.0,1.00179,1.21818
4665.86,2,4509.87,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,145.776203654,100,500,100.0,4665.86401431,1.0,12.0133,4665.86401431,4665.86401431,0.01,145.776203654,500.0,1.0,1.0
4665.83,2,4555.52,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,158.532692612,100,500,200.000000102,4665.78726432,1.0,12.2733,4665.78726432,4665.78726432,0.005,158.532692612,500.0,1.0,1.0
4666.51,2,4576.44,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,139.891814216,100,500,299.999969474,4667.87767244,1.0,12.1459,4667.87767244,4667.87767244,0.00333333,139.891814216,500.0,1.0,1.0
4666.15,2,4588.15,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,205.925454976,100,500,400.0,4665.05654633,1.0,12.7281,4665.05654633,4665.05654633,0.0025,205.925454976,500.0,1.0,1.0
4666.31,1,4596.48,0.002,0.9,8.47972e-09,0.00223537,1.00207,0.00211626,498.96864684,147.75541641,100,500,498.944556834,4666.27990094,0.818859,12.4321,4666.27990094,4666.27990094,0.00163914,147.75541641,500.0,0.999134,1.11672
4663.96,2,4507.96,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,164.602013067,100,500,100.0,4663.96273237,1.0,12.7654,4663.96273237,4663.96273237,0.01,164.602013067,500.0,1.0,1.0
4663.73,2,4553.42,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,166.463044536,100,500,200.000000102,4663.48854975,1.0,12.8037,4663.48854975,4663.48854975,0.005,166.463044536,500.0,1.0,1.0
4665.01,2,4574.95,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,135.157114645,100,500,299.999969474,4667.58456714,1.0,12.538,4667.58456714,4667.58456714,0.00333333,135.157114645,500.0,1.0,1.0
4664.93,2,4586.93,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,196.376744074,100,500,400.0,4664.67766899,1.0,12.9044,4664.67766899,4664.67766899,0.0025,196.376744074,500.0,1.0,1.0
4665.55,1,4595.68,0.002,0.9,1.32026e-08,0.00241377,1.00302,0.00330932,498.494344805,115.24657917,100,500,498.358647541,4666.96077553,0.779749,12.2594,4666.96077553,4666.96077553,0.00155746,115.24657917,500.0,1.00131,1.20847
4664.85,2,4508.86,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,111.583604442,100,500,100.0,4664.85386504,1.0,10.5104,4664.85386504,4664.85386504,0.01,111.583604442,500.0,1.0,1.0
4665.08,2,4554.78,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,152.646300062,100,500,200.000000102,4665.31682518,1.0,11.4389,4665.31682518,4665.31682518,0.005,152.646300062,500.0,1.0,1.0
4665.6,2,4575.54,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,156.080477605,100,500,299.999969474,4666.64362674,1.0,11.8016,4666.64362674,4666.64362674,0.00333333,156.080477605,500.0,1.0,1.0
4665.45,2,4587.45,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,154.210575199,100,500,400.0,4664.9834076,1.0,11.9456,4664.9834076,4664.9834076,0.0025,154.210575199,500.0,1.0,1.0
4665.73,1,4595.91,0.002,0.9,7.25816e-09,0.00236676,1.00159,0.00182031,499.207918954,137.836926583,100,500,499.095963623,4666.27927636,0.856945,11.8396,4666.27927636,4666.27927636,0.00171117,137.836926583,500.0,1.00159,1.18526
4667.74,2,4511.75,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,121.25932507,100,500,100.0,4667.7437382,1.0,10.9566,4667.7437382,4667.7437382,0.01,121.25932507,500.0,1.0,1.0
4666.54,2,4556.23,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,142.99823519,100,500,200.000000102,4665.33413484,1.0,11.5004,4665.33413484,4665.33413484,0.005,142.99823519,500.0,1.0,1.0
4666.64,2,4576.57,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,141.229437342,100,500,299.999969474,4666.82764956,1.0,11.6102,4666.82764956,4666.82764956,0.00333333,141.229437342,500.0,1.0,1.0
4666.41,2,4588.41,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,124.998738074,100,500,400.0,4665.7486052,1.0,11.4971,4665.7486052,4665.7486052,0.0025,124.998738074,500.0,1.0,1.0
4666.17,1,4596.29,0.002,0.9,1.43398e-08,0.00235598,1.00347,0.00356627,498.272980819,1212.81884475,100,500,498.217350862,4663.8992771,0.751891,15.866,4663.8992771,4663.8992771,0.00150771,1212.81884475,499.67,0.997392,1.17492
4664.52,2,4508.52,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,132.451297481,100,500,100.0,4664.52119928,1.0,11.4511,4664.52119928,4664.52119928,0.01,132.451297481,500.0,1.0,1.0
4664.66,2,4554.35,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,164.645589006,100,500,200.000000102,4664.79418109,1.0,12.1277,4664.79418109,4664.79418109,0.005,164.645589006,500.0,1.0,1.0
4665.73,2,4575.66,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,134.659960206,100,500,299.999969474,4667.86801547,1.0,12.0325,4667.86801547,4667.86801547,0.00333333,134.659960206,500.0,1.0,1.0
4666.26,2,4588.26,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,140.191036826,100,500,400.0,4667.8556009,1.0,12.0055,4667.8556009,4667.8556009,0.0025,140.191036826,500.0,1.0,1.0
4666.26,1,4596.44,0.002,0.9,6.49513e-09,0.00240802,1.00164,0.00161647,499.180886162,146.536697842,100,500,499.191125876,4665.69575831,0.888765,11.8909,4665.69575831,4665.69575831,0.00178155,146.536697842,500.0,0.997745,1.2013
4665.24,2,4509.24,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,140.60565348,100,500,100.0,4665.23624288,1.0,11.7983,4665.23624288,4665.23624288,0.01,140.60565348,500.0,1.0,1.0
4665.41,2,4555.1,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,151.288338918,100,500,200.000000102,4665.5744336,1.0,12.0215,4665.5744336,4665.5744336,0.005,151.288338918,500.0,1.0,1.0
4665.75,2,4575.68,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,124.564211287,100,500,299.999969474,4666.42574746,1.0,11.7338,4666.42574746,4666.42574746,0.00333333,124.564211287,500.0,1.0,1.0
4666.13,2,4588.13,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,111.762679628,100,500,400.0,4667.28606832,1.0,11.4616,4667.28606832,4667.28606832,0.0025,111.762679628,500.0,1.0,1.0
4666.49,1,4596.63,0.002,0.9,1.39173e-08,0.00246033,1.00268,0.00346765,498.66349086,181.402922427,100,500,498.26983614,4666.96729615,0.702871,11.6815,4666.96729615,4666.96729615,0.00140811,181.402922427,499.97,0.998319,1.2281
4668.63,2,4512.63,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,107.613963965,100,500,100.0,4668.62751311,1.0,10.3217,4668.62751311,4668.62751311,0.01,107.613963965,500.0,1.0,1.0
4667.93,2,4557.62,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,145.992277489,100,500,200.000000102,4667.23078781,1.0,11.226,4667.23078781,4667.23078781,0.005,145.992277489,500.0,1.0,1.0
4667.66,2,4577.6,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,132.122491463,100,500,299.999969474,4667.13306516,1.0,11.3029,4667.13306516,4667.13306516,0.00333333,132.122491463,500.0,1.0,1.0
4667.27,2,4589.27,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,130.967386991,100,500,400.0,4666.09172375,1.0,11.3444,4666.09172375,4666.09172375,0.0025,130.967386991,500.0,1.0,1.0
4667.07,1,4597.24,0.002,0.9,7.91368e-09,0.00224809,1.00197,0.0019798,499.01928521,177.039958537,100,500,499.014546079,4665.64009166,0.813133,11.6643,4665.64009166,4665.64009166,0.0016257,177.039958537,500.0,1.00035,1.12444
4667.89,2,4511.9,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,120.600748617,100,500,100.0,4667.89002735,1.0,10.9268,4667.89002735,4667.89002735,0.01,120.600748617,500.0,1.0,1.0
