TimestepsSoFar,ReturnStepMaxmin,MaxIW,InitialReturnStd,InitialReturnMean,RewardCompression,EmpiricalD2,InitialReturnMax,EpThisIter,EpRewMean,StdIW,Bound,TimeElapsed,EpLenMean,ReturnStepMax,Iteration,Weights,ReturnMeanIW,MinIW,MeanEntropy,MeanIW,ESSRenyi,ESSClassic,InitialBound,EpisodesSoFar,InitialReturnMin
7540000,1.0,0.599777023819457,1.52587890625e-05,-86.60204315185547,0.99,36.796913146972656,-86.6020278930664,100,-200.0,,-69.45297241210938,4751.158728599548,200.0,1.0,377,[ 0.069 -0.062 -0.088  0.451  0.704  0.979  0.053  0.001 -0.054],-51.94190979003906,0.599777023819457,1.0904853343963623,0.599777023819457,2.7176191806793213,1.0,-89.48876,37700,-86.6020278930664
7560000,1.0,0.07845187170259452,1.52587890625e-05,-86.60204315185547,0.99,7.437478065490723,-86.6020278930664,100,-200.0,,-14.666718482971191,4768.536436319351,200.0,1.0,378,[ 0.015 -0.03  -0.066  0.456  0.701  0.976  0.174 -0.165 -0.009],-6.79409122467041,0.07845187170259452,1.0979515314102173,0.07845187170259452,13.445417404174805,1.0,-89.48876,37800,-86.6020278930664
7580000,1.0,0.4761812737026977,1.52587890625e-05,-86.60204315185547,0.99,25.877981185913086,-86.6020278930664,100,-200.0,,-55.923194885253906,4787.746837377548,200.0,1.0,379,[ 0.071 -0.077 -0.075  0.456  0.701  0.976  0.075 -0.074 -0.001],-41.23826217651367,0.4761812737026977,1.0936049222946167,0.4761812737026977,3.8642890453338623,1.0,-89.48876,37900,-86.6020278930664
7600000,1.0,0.12522424327203294,1.52587890625e-05,-86.60204315185547,0.99,12.200189590454102,-86.6020278930664,100,-200.0,,-20.92768096923828,4805.092989683151,200.0,1.0,380,[ 0.055 -0.128 -0.009  0.457  0.7    0.976  0.068  0.057 -0.125],-10.844674110412598,0.12522424327203294,1.0984660387039185,0.12522424327203294,8.19659423828125,1.0,-89.48876,38000,-86.6020278930664
7620000,1.0,0.558135041067137,1.52587890625e-05,-86.60204315185547,0.99,21.070833206176758,-86.6020278930664,100,-200.0,,-61.58659362792969,4819.5166046619415,200.0,1.0,381,[ 0.055 -0.069 -0.067  0.457  0.7    0.976  0.069 -0.05  -0.019],-48.33562469482422,0.558135041067137,1.093106746673584,0.558135041067137,4.745896816253662,1.0,-89.48876,38100,-86.6020278930664
7640000,1.0,0.10902218908721197,1.52587890625e-05,-86.60204315185547,0.99,9.081043243408203,-86.6020278930664,100,-200.0,,-18.140649795532227,4836.740005493164,200.0,1.0,382,[ 0.115 -0.149 -0.047  0.458  0.698  0.977 -0.063  0.05   0.013],-9.441542625427246,0.10902218908721197,1.0986170768737793,0.10902218908721197,11.011950492858887,1.0,-89.48876,38200,-86.6020278930664
7660000,1.0,0.45225650206125834,1.52587890625e-05,-86.60204315185547,0.99,46.132171630859375,-86.6020278930664,100,-200.0,,-58.773223876953125,4854.009033679962,200.0,1.0,383,[ 0.059 -0.095 -0.045  0.458  0.699  0.977  0.042 -0.046  0.004],-39.16632843017578,0.45225650206125834,1.0877052545547485,0.45225650206125834,2.167684555053711,1.0,-89.48876,38300,-86.6020278930664
7680000,1.0,0.056830101664411686,1.52587890625e-05,-86.60204315185547,0.99,6.287440299987793,-86.6020278930664,100,-200.0,,-12.16002082824707,4869.814888238907,200.0,1.0,384,[-0.023  0.061 -0.119  0.46   0.699  0.975  0.125 -0.17   0.045],-4.92160177230835,0.056830101664411686,1.0969513654708862,0.056830101664411686,15.904723167419434,1.0,-89.48876,38400,-86.6020278930664
7700000,1.0,0.2751185485015209,1.52587890625e-05,-86.60204315185547,0.99,16.02916717529297,-86.6020278930664,100,-200.0,,-35.38328170776367,4888.401195526123,200.0,1.0,385,[ 6.783e-04  4.706e-03 -8.645e-02  4.597e-01  6.985e-01  9.752e-01
  6.657e-02 -6.150e-02 -5.127e-03],-23.825824737548828,0.2751185485015209,1.0966607332229614,0.2751185485015209,6.2386274337768555,1.0,-89.48876,38500,-86.6020278930664
7720000,1.0,0.2669402182993004,1.52587890625e-05,-86.60204315185547,0.99,14.152181625366211,-86.6020278930664,100,-200.0,,-33.97727966308594,4906.521103143692,200.0,1.0,386,[ 0.028 -0.065 -0.044  0.46   0.698  0.975  0.003  0.065 -0.069],-23.117563247680664,0.2669402182993004,1.0970091819763184,0.2669402182993004,7.0660481452941895,1.0,-89.48876,38600,-86.6020278930664
7740000,1.0,0.2603496361235768,1.52587890625e-05,-86.60204315185547,0.99,17.33782386779785,-86.6020278930664,100,-200.0,,-34.566795349121094,4919.494828701019,200.0,1.0,387,[ 0.002  0.002 -0.084  0.46   0.699  0.975  0.049 -0.063  0.015],-22.54680633544922,0.2603496361235768,1.0961928367614746,0.2603496361235768,5.767736434936523,1.0,-89.48876,38700,-86.6020278930664
7760000,1.0,0.18534517078981036,1.52587890625e-05,-86.60204315185547,0.99,15.671189308166504,-86.6020278930664,100,-200.0,,-27.478940963745117,4937.149966001511,200.0,1.0,388,[ 0.01  -0.069 -0.022  0.459  0.699  0.976  0.038  0.053 -0.091],-16.051267623901367,0.18534517078981036,1.096923828125,0.18534517078981036,6.381136417388916,1.0,-89.48876,38800,-86.6020278930664
7780000,1.0,0.36520111600062954,1.52587890625e-05,-86.60204315185547,0.99,14.701434135437012,-86.6020278930664,100,-200.0,,-42.69560241699219,4953.04318857193,200.0,1.0,389,[-0.004 -0.001 -0.075  0.459  0.699  0.976  0.053 -0.067  0.014],-31.62715721130371,0.36520111600062954,1.0968143939971924,0.36520111600062954,6.802057266235352,1.0,-89.48876,38900,-86.6020278930664
7800000,1.0,0.19328213255633375,1.52587890625e-05,-86.60204315185547,0.99,16.887357711791992,-86.6020278930664,100,-200.0,,-28.601436614990234,4969.006845474243,200.0,1.0,390,[ 0.007 -0.051 -0.037  0.459  0.697  0.977 -0.036  0.067 -0.032],-16.738624572753906,0.19328213255633375,1.0966379642486572,0.19328213255633375,5.921589374542236,1.0,-89.48876,39000,-86.6020278930664
7820000,1.0,0.22354794126208702,1.52587890625e-05,-86.60204315185547,0.99,15.473091125488281,-86.6020278930664,100,-200.0,,-30.714920043945312,4983.01664018631,200.0,1.0,391,[-0.04   0.016 -0.058  0.459  0.697  0.977  0.054 -0.066  0.011],-19.359704971313477,0.22354794126208702,1.0973520278930664,0.22354794126208702,6.462832927703857,1.0,-89.48876,39100,-86.6020278930664
7840000,1.0,0.22805975762471556,1.52587890625e-05,-86.60204315185547,0.99,16.386390686035156,-86.6020278930664,100,-200.0,,-31.43596839904785,4998.533213376999,200.0,1.0,392,[ 0.008 -0.048 -0.042  0.459  0.698  0.977 -0.031  0.06  -0.029],-19.750436782836914,0.22805975762471556,1.0963093042373657,0.22805975762471556,6.102625370025635,1.0,-89.48876,39200,-86.6020278930664
7860000,1.0,0.206817557415971,1.52587890625e-05,-86.60204315185547,0.99,18.3201961517334,-86.6020278930664,100,-200.0,,-30.266647338867188,5015.419421672821,200.0,1.0,393,[-0.045  0.03  -0.066  0.46   0.698  0.975  0.055 -0.066  0.011],-17.91082000732422,0.206817557415971,1.0974444150924683,0.206817557415971,5.458456993103027,1.0,-89.48876,39300,-86.6020278930664
7880000,1.0,0.277700538738769,1.52587890625e-05,-86.60204315185547,0.99,19.71353530883789,-86.6020278930664,100,-200.0,,-36.86650848388672,5027.660107851028,200.0,1.0,394,[-0.002 -0.04  -0.038  0.46   0.698  0.975 -0.024  0.063 -0.039],-24.04943084716797,0.277700538738769,1.0957987308502197,0.277700538738769,5.072656631469727,1.0,-89.48876,39400,-86.6020278930664
7900000,1.0,0.16983756291387997,1.52587890625e-05,-86.60204315185547,0.99,12.456827163696289,-86.6020278930664,100,-200.0,,-24.896785736083984,5043.713747024536,200.0,1.0,395,[-0.053  0.027 -0.055  0.461  0.698  0.974  0.042 -0.079  0.037],-14.708277702331543,0.16983756291387997,1.0978929996490479,0.16983756291387997,8.027726173400879,1.0,-89.48876,39500,-86.6020278930664
7920000,1.0,0.30767596899747196,1.52587890625e-05,-86.60204315185547,0.99,20.509597778320312,-86.6020278930664,100,-200.0,,-39.718666076660156,5059.966986656189,200.0,1.0,396,[-0.022 -0.038 -0.021  0.46   0.698  0.975 -0.02   0.044 -0.024],-26.645360946655273,0.30767596899747196,1.094416856765747,0.30767596899747196,4.875765800476074,1.0,-89.48876,39600,-86.6020278930664
7940000,1.0,0.1480588717347739,1.52587890625e-05,-86.60204315185547,0.99,10.914473533630371,-86.6020278930664,100,-200.0,,-22.359119415283203,5074.6068160533905,200.0,1.0,397,[-0.042  0.061 -0.1    0.46   0.7    0.973  0.011 -0.075  0.064],-12.822198867797852,0.1480588717347739,1.0982993841171265,0.1480588717347739,9.162145614624023,1.0,-89.48876,39700,-86.6020278930664
7960000,1.0,0.42698734511791514,1.52587890625e-05,-86.60204315185547,0.99,22.3497314453125,-86.6020278930664,100,-200.0,,-50.625152587890625,5090.0711443424225,200.0,1.0,398,[-0.049  0.009 -0.041  0.46   0.7    0.973  0.02   0.026 -0.046],-36.977970123291016,0.42698734511791514,1.094085454940796,0.42698734511791514,4.4743266105651855,1.0,-89.48876,39800,-86.6020278930664
7980000,1.0,0.15121214817172698,1.52587890625e-05,-86.60204315185547,0.99,14.836770057678223,-86.6020278930664,100,-200.0,,-24.214553833007812,5104.129276514053,200.0,1.0,399,[ 0.001  0.021 -0.103  0.461  0.699  0.974 -0.081 -0.006  0.087],-13.095277786254883,0.15121214817172698,1.0984079837799072,0.15121214817172698,6.740011215209961,1.0,-89.48876,39900,-86.6020278930664
8000000,1.0,0.3857464119696483,1.52587890625e-05,-86.60204315185547,0.99,31.866497039794922,-86.6020278930664,100,-200.0,,-49.70215606689453,5121.110624790192,200.0,1.0,400,[-0.042 -0.002 -0.036  0.461  0.698  0.974  0.011  0.028 -0.04 ],-33.40642166137695,0.3857464119696483,1.0925756692886353,0.3857464119696483,3.138092041015625,1.0,-89.48876,40000,-86.6020278930664
8020000,1.0,0.10588710111290955,1.52587890625e-05,-86.60204315185547,0.99,10.98718547821045,-86.6020278930664,100,-200.0,,-18.73867416381836,5136.92692899704,200.0,1.0,401,[-0.051  0.057 -0.087  0.462  0.697  0.974 -0.02  -0.086  0.105],-9.170037269592285,0.10588710111290955,1.0986286401748657,0.10588710111290955,9.10151195526123,1.0,-89.48876,40100,-86.6020278930664
8040000,1.0,0.9725435234566533,1.52587890625e-05,-86.60204315185547,0.99,1.2601029872894287,-86.6020278930664,100,-200.0,,-87.46472930908203,5149.6257700920105,200.0,1.0,402,[-0.058  0.005 -0.028  0.462  0.697  0.974 -0.008  0.014 -0.005],-84.2242431640625,0.9725435234566533,1.0981113910675049,0.9725435234566533,79.35858917236328,1.0,-89.48876,40200,-86.6020278930664
8060000,1.0,0.36856230514956423,1.52587890625e-05,-86.60204315185547,0.99,22.815637588500977,-86.6020278930664,100,-200.0,,-45.706939697265625,5164.189201593399,200.0,1.0,403,[ 0.048 -0.095 -0.034  0.448  0.696  0.989  0.016  0.007 -0.023],-31.918243408203125,0.36856230514956423,1.0937330722808838,0.36856230514956423,4.382958889007568,1.0,-89.48876,40300,-86.6020278930664
8080000,1.0,0.11850135106749886,1.52587890625e-05,-86.60204315185547,0.99,10.72793197631836,-86.6020278930664,100,-200.0,,-19.717529296875,5178.726738214493,200.0,1.0,404,[-0.023 -0.01  -0.048  0.447  0.699  0.988  0.125 -0.109 -0.016],-10.262456893920898,0.11850135106749886,1.0985960960388184,0.11850135106749886,9.321460723876953,1.0,-89.48876,40400,-86.6020278930664
8100000,1.0,0.4636593373575798,1.52587890625e-05,-86.60204315185547,0.99,24.071245193481445,-86.6020278930664,100,-200.0,,-54.316864013671875,5189.96027970314,200.0,1.0,405,[ 0.036 -0.062 -0.055  0.446  0.699  0.988  0.015 -0.013 -0.002],-40.153839111328125,0.4636593373575798,1.0922596454620361,0.4636593373575798,4.154334545135498,1.0,-89.48876,40500,-86.6020278930664
8120000,1.0,0.07375561484249697,1.52587890625e-05,-86.60204315185547,0.99,6.508328437805176,-86.6020278930664,100,-200.0,,-13.751856803894043,5206.034509420395,200.0,1.0,406,[-0.067 -0.047  0.033  0.445  0.7    0.989  0.129 -0.045 -0.084],-6.387385845184326,0.07375561484249697,1.0985925197601318,0.07375561484249697,15.364928245544434,1.0,-89.48876,40600,-86.6020278930664
8140000,1.0,0.4439674201845733,1.52587890625e-05,-86.60204315185547,0.99,38.89142990112305,-86.6020278930664,100,-200.0,,-56.451019287109375,5219.174873590469,200.0,1.0,407,[-0.012 -0.059 -0.01   0.445  0.7    0.988  0.03  -0.025 -0.004],-38.44847869873047,0.4439674201845733,1.0887094736099243,0.4439674201845733,2.571260452270508,1.0,-89.48876,40700,-86.6020278930664
8160000,1.0,0.1152678550430868,1.52587890625e-05,-86.60204315185547,0.99,12.590388298034668,-86.6020278930664,100,-200.0,,-20.22541046142578,5233.95889210701,200.0,1.0,408,[-0.067  0.041 -0.055  0.444  0.697  0.993  0.059 -0.169  0.11 ],-9.982430458068848,0.1152678550430868,1.0979313850402832,0.1152678550430868,7.942566871643066,1.0,-89.48876,40800,-86.6020278930664
8180000,1.0,0.3822915076312404,1.52587890625e-05,-86.60204315185547,0.99,22.556373596191406,-86.6020278930664,100,-200.0,,-46.817344665527344,5246.027384757996,200.0,1.0,409,[-0.039 -0.022 -0.019  0.443  0.697  0.993  0.003 -0.042  0.039],-33.10721969604492,0.3822915076312404,1.0943175554275513,0.3822915076312404,4.4333367347717285,1.0,-89.48876,40900,-86.6020278930664
8200000,1.0,0.16061134438619465,1.52587890625e-05,-86.60204315185547,0.99,13.491177558898926,-86.6020278930664,100,-200.0,,-24.512340545654297,5261.268667459488,200.0,1.0,410,[-0.01  -0.106  0.034  0.446  0.698  0.99   0.011  0.071 -0.082],-13.909268379211426,0.16061134438619465,1.0984915494918823,0.16061134438619465,7.4122514724731445,1.0,-89.48876,41000,-86.6020278930664
8220000,1.0,0.49110958247499303,1.52587890625e-05,-86.60204315185547,0.99,22.018993377685547,-86.6020278930664,100,-200.0,,-56.07691192626953,5278.102141857147,200.0,1.0,411,[-0.02  -0.034 -0.027  0.446  0.698  0.99   0.002 -0.028  0.027],-42.53108596801758,0.49110958247499303,1.0928730964660645,0.49110958247499303,4.541533470153809,1.0,-89.48876,41100,-86.6020278930664
8240000,1.0,0.118967056661972,1.52587890625e-05,-86.60204315185547,0.99,10.71333122253418,-86.6020278930664,100,-200.0,,-19.751422882080078,5292.63905787468,200.0,1.0,412,[-0.419 -0.17   0.507  0.387  0.767  0.979 -0.204  0.049  0.155],-10.302788734436035,0.118967056661972,1.0980719327926636,0.118967056661972,9.3341646194458,1.0,-89.48876,41200,-86.6020278930664
8260000,1.0,0.5001670497052418,1.52587890625e-05,-86.60204315185547,0.99,44.59857940673828,-86.6020278930664,100,-200.0,,-62.593719482421875,5308.737760782242,200.0,1.0,413,[-0.402 -0.101  0.423  0.39   0.766  0.977 -0.2   -0.046  0.246],-43.31548309326172,0.5001670497052418,1.0891730785369873,0.5001670497052418,2.2422239780426025,1.0,-89.48876,41300,-86.6020278930664
8280000,1.0,0.060149065974449946,1.52587890625e-05,-86.60204315185547,0.99,6.5234222412109375,-86.6020278930664,100,-200.0,,-12.582036972045898,5324.092090129852,200.0,1.0,414,[-0.394 -0.176  0.489  0.389  0.766  0.979 -0.115  0.039  0.076],-5.209031105041504,0.060149065974449946,1.0968475341796875,0.060149065974449946,15.329377174377441,1.0,-89.48876,41400,-86.6020278930664
8300000,1.0,0.2996397800948301,1.52587890625e-05,-86.60204315185547,0.99,24.231260299682617,-86.6020278930664,100,-200.0,,-40.15943908691406,5339.6908659935,200.0,1.0,415,[-0.336 -0.159  0.414  0.39   0.766  0.978 -0.158 -0.018  0.175],-25.949413299560547,0.2996397800948301,1.0942823886871338,0.2996397800948301,4.126900672912598,1.0,-89.48876,41500,-86.6020278930664
8320000,1.0,0.12760318226761697,1.52587890625e-05,-86.60204315185547,0.99,10.286578178405762,-86.6020278930664,100,-200.0,,-20.30923080444336,5356.597657203674,200.0,1.0,416,[-0.335 -0.096  0.35   0.39   0.767  0.977 -0.099 -0.166  0.264],-11.050694465637207,0.12760318226761697,1.0980945825576782,0.12760318226761697,9.721405982971191,1.0,-89.48876,41600,-86.6020278930664
8340000,1.0,0.6260393359361598,1.52587890625e-05,-86.60204315185547,0.99,13.151752471923828,-86.6020278930664,100,-200.0,,-64.68511962890625,5372.25882768631,200.0,1.0,417,[-0.284 -0.155  0.359  0.389  0.768  0.976 -0.16  -0.045  0.205],-54.21627426147461,0.6260393359361598,1.092694640159607,0.6260393359361598,7.603549480438232,1.0,-89.48876,41700,-86.6020278930664
8360000,1.0,0.11715316857628633,1.52587890625e-05,-86.60204315185547,0.99,11.049477577209473,-86.6020278930664,100,-200.0,,-19.741424560546875,5387.689526319504,200.0,1.0,418,[-0.311 -0.125  0.355  0.393  0.767  0.974 -0.049  0.002  0.046],-10.145702362060547,0.11715316857628633,1.0983315706253052,0.11715316857628633,9.050201416015625,1.0,-89.48876,41800,-86.6020278930664
8380000,1.0,0.4296782324305478,1.52587890625e-05,-86.60204315185547,0.99,40.07636260986328,-86.6020278930664,100,-200.0,,-55.48573303222656,5401.614828586578,200.0,1.0,419,[-0.256 -0.11   0.285  0.394  0.767  0.973 -0.121 -0.04   0.161],-37.21100616455078,0.4296782324305478,1.0883790254592896,0.4296782324305478,2.495236396789551,1.0,-89.48876,41900,-86.6020278930664
8400000,1.0,0.05446167038446224,1.52587890625e-05,-86.60204315185547,0.99,5.059746265411377,-86.6020278930664,100,-200.0,,-11.209877014160156,5417.794943332672,200.0,1.0,420,[-3.108e-01 -9.476e-02  3.244e-01  3.991e-01  7.661e-01  9.682e-01
  8.387e-03 -9.232e-03  7.910e-04],-4.716491222381592,0.05446167038446224,1.0969148874282837,0.05446167038446224,19.763837814331055,1.0,-89.48876,42000,-86.6020278930664
8420000,1.0,0.22214087414874692,1.52587890625e-05,-86.60204315185547,0.99,15.598904609680176,-86.6020278930664,100,-200.0,,-30.639137268066406,5433.433226108551,200.0,1.0,421,[-0.203 -0.121  0.243  0.403  0.765  0.966 -0.046 -0.021  0.066],-19.237850189208984,0.22214087414874692,1.0967539548873901,0.22214087414874692,6.410706520080566,1.0,-89.48876,42100,-86.6020278930664
8440000,1.0,0.20583564638661794,1.52587890625e-05,-86.60204315185547,0.99,14.472163200378418,-86.6020278930664,100,-200.0,,-28.807584762573242,5449.015296220779,200.0,1.0,422,[-0.164 -0.087  0.17   0.402  0.766  0.966 -0.124 -0.065  0.189],-17.82578468322754,0.20583564638661794,1.0968587398529053,0.20583564638661794,6.909817218780518,1.0,-89.48876,42200,-86.6020278930664
8460000,1.0,0.27836314203517787,1.52587890625e-05,-86.60204315185547,0.99,16.407270431518555,-86.6020278930664,100,-200.0,,-35.79978561401367,5465.516728878021,200.0,1.0,423,[-0.191 -0.117  0.227  0.401  0.766  0.966 -0.052  0.001  0.051],-24.1068115234375,0.27836314203517787,1.0969808101654053,0.27836314203517787,6.0948591232299805,1.0,-89.48876,42300,-86.6020278930664
8480000,1.0,0.20806552261616282,1.52587890625e-05,-86.60204315185547,0.99,13.361719131469727,-86.6020278930664,100,-200.0,,-28.570972442626953,5479.9843027591705,200.0,1.0,424,[-0.147 -0.078  0.144  0.402  0.767  0.965 -0.111 -0.06   0.171],-18.018896102905273,0.20806552261616282,1.0969594717025757,0.20806552261616282,7.484066963195801,1.0,-89.48876,42400,-86.6020278930664
8500000,1.0,0.19727931059373388,1.52587890625e-05,-86.60204315185547,0.99,16.841917037963867,-86.6020278930664,100,-200.0,,-28.931629180908203,5493.047573328018,200.0,1.0,425,[-0.183 -0.106  0.208  0.402  0.766  0.965 -0.037 -0.003  0.04 ],-17.084787368774414,0.19727931059373388,1.0968316793441772,0.19727931059373388,5.93756628036499,1.0,-89.48876,42500,-86.6020278930664
8520000,1.0,0.23445776260875395,1.52587890625e-05,-86.60204315185547,0.99,16.083776473999023,-86.6020278930664,100,-200.0,,-31.88164520263672,5507.9428741931915,200.0,1.0,426,[-0.145 -0.068  0.131  0.402  0.767  0.965 -0.09  -0.075  0.165],-20.30451774597168,0.23445776260875395,1.0963129997253418,0.23445776260875395,6.217445373535156,1.0,-89.48876,42600,-86.6020278930664
8540000,1.0,0.22067080840190734,1.52587890625e-05,-86.60204315185547,0.99,14.611885070800781,-86.6020278930664,100,-200.0,,-30.14522361755371,5519.877839803696,200.0,1.0,427,[-0.186 -0.099  0.203  0.402  0.767  0.965 -0.012 -0.021  0.032],-19.110538482666016,0.22067080840190734,1.0969232320785522,0.22067080840190734,6.843743801116943,1.0,-89.48876,42700,-86.6020278930664
8560000,1.0,0.2918692175911688,1.52587890625e-05,-86.60204315185547,0.99,18.084331512451172,-86.6020278930664,100,-200.0,,-37.55249786376953,5534.8697600364685,200.0,1.0,428,[-0.117 -0.098  0.134  0.401  0.767  0.965 -0.13   0.006  0.125],-25.276466369628906,0.2918692175911688,1.096604347229004,0.2918692175911688,5.529648780822754,1.0,-89.48876,42800,-86.6020278930664
8580000,1.0,0.3009239411359588,1.52587890625e-05,-86.60204315185547,0.99,17.781204223632812,-86.6020278930664,100,-200.0,,-38.23333740234375,5550.987477779388,200.0,1.0,429,[-0.175 -0.063  0.157  0.4    0.767  0.966  0.004 -0.089  0.085],-26.060623168945312,0.3009239411359588,1.0966676473617554,0.3009239411359588,5.623916149139404,1.0,-89.48876,42900,-86.6020278930664
8600000,1.0,0.2397836209096026,1.52587890625e-05,-86.60204315185547,0.99,14.000746726989746,-86.6020278930664,100,-200.0,,-31.56720542907715,5566.434817790985,200.0,1.0,430,[-0.1   -0.1    0.119  0.401  0.768  0.965 -0.127  0.005  0.121],-20.7657470703125,0.2397836209096026,1.0972681045532227,0.2397836209096026,7.1424760818481445,1.0,-89.48876,43000,-86.6020278930664
8620000,1.0,0.28986092854261025,1.52587890625e-05,-86.60204315185547,0.99,14.612443923950195,-86.6020278930664,100,-200.0,,-36.1374397277832,5580.9436230659485,200.0,1.0,431,[-0.135 -0.08   0.134  0.401  0.767  0.965  0.014 -0.081  0.067],-25.1025447845459,0.28986092854261025,1.0965065956115723,0.28986092854261025,6.84348201751709,1.0,-89.48876,43100,-86.6020278930664
8640000,1.0,0.20652880066229148,1.52587890625e-05,-86.60204315185547,0.99,12.378701210021973,-86.6020278930664,100,-200.0,,-28.042320251464844,5597.227422237396,200.0,1.0,432,[-0.077 -0.138  0.134  0.401  0.767  0.965 -0.107  0.02   0.087],-17.885812759399414,0.20652880066229148,1.0974881649017334,0.20652880066229148,8.078392028808594,1.0,-89.48876,43200,-86.6020278930664
8660000,1.0,0.290869576569379,1.52587890625e-05,-86.60204315185547,0.99,18.66731834411621,-86.6020278930664,100,-200.0,,-37.6622314453125,5613.2355325222015,200.0,1.0,433,[-0.119 -0.08   0.118  0.402  0.768  0.964  0.005 -0.092  0.087],-25.18989372253418,0.290869576569379,1.0959843397140503,0.290869576569379,5.3569560050964355,1.0,-89.48876,43300,-86.6020278930664
8680000,1.0,0.1691011374472763,1.52587890625e-05,-86.60204315185547,0.99,9.261067390441895,-86.6020278930664,100,-200.0,,-23.429410934448242,5627.738857746124,200.0,1.0,434,[-0.05  -0.148  0.117  0.402  0.768  0.963 -0.088  0.032  0.056],-14.644500732421875,0.1691011374472763,1.097856879234314,0.1691011374472763,10.797891616821289,1.0,-89.48876,43400,-86.6020278930664
8700000,1.0,0.35948432933951224,1.52587890625e-05,-86.60204315185547,0.99,25.50509262084961,-86.6020278930664,100,-200.0,,-45.710819244384766,5642.746871232986,200.0,1.0,435,[-0.095 -0.088  0.102  0.402  0.768  0.963 -0.001 -0.081  0.082],-31.132070541381836,0.35948432933951224,1.093787670135498,0.35948432933951224,3.920785665512085,1.0,-89.48876,43500,-86.6020278930664
8720000,1.0,0.13640673291391356,1.52587890625e-05,-86.60204315185547,0.99,11.284306526184082,-86.6020278930664,100,-200.0,,-21.51025390625,5657.834846496582,200.0,1.0,436,[-0.031 -0.114  0.065  0.403  0.767  0.964 -0.139  0.05   0.09 ],-11.81309986114502,0.13640673291391356,1.0985982418060303,0.13640673291391356,8.861865043640137,1.0,-89.48876,43600,-86.6020278930664
8740000,1.0,0.47925451551004555,1.52587890625e-05,-86.60204315185547,0.99,20.69268226623535,-86.6020278930664,100,-200.0,,-54.63594055175781,5674.140330314636,200.0,1.0,437,[-0.089 -0.073  0.081  0.403  0.766  0.964 -0.017 -0.03   0.047],-41.50441360473633,0.47925451551004555,1.0921669006347656,0.47925451551004555,4.8326263427734375,1.0,-89.48876,43700,-86.6020278930664
8760000,1.0,0.10413224788540545,1.52587890625e-05,-86.60204315185547,0.99,10.067821502685547,-86.6020278930664,100,-200.0,,-18.177623748779297,5688.805253505707,200.0,1.0,438,[ 0.01  -0.063 -0.028  0.403  0.773  0.957 -0.133  0.008  0.125],-9.01806354522705,0.10413224788540545,1.0986204147338867,0.10413224788540545,9.932635307312012,1.0,-89.48876,43800,-86.6020278930664
8780000,1.0,0.44087571455549845,1.52587890625e-05,-86.60204315185547,0.99,45.62709045410156,-86.6020278930664,100,-200.0,,-57.67999267578125,5698.849155902863,200.0,1.0,439,[-0.045 -0.056  0.019  0.403  0.773  0.957 -0.022 -0.004  0.026],-38.180728912353516,0.44087571455549845,1.089415431022644,0.44087571455549845,2.191680431365967,1.0,-89.48876,43900,-86.6020278930664
8800000,1.0,0.09709307780557337,1.52587890625e-05,-86.60204315185547,0.99,9.969204902648926,-86.6020278930664,100,-200.0,,-17.52304458618164,5715.1149179935455,200.0,1.0,440,[-0.019  0.032 -0.094  0.41   0.772  0.952  0.015 -0.141  0.126],-8.408456802368164,0.09709307780557337,1.0983394384384155,0.09709307780557337,10.030890464782715,1.0,-89.48876,44000,-86.6020278930664
8820000,1.0,0.5089084028907958,1.52587890625e-05,-86.60204315185547,0.99,9.616579055786133,-86.6020278930664,100,-200.0,,-53.024436950683594,5728.147802591324,200.0,1.0,441,[-0.015 -0.024 -0.043  0.41   0.772  0.951  0.008 -0.034  0.026],-44.0724983215332,0.5089084028907958,1.0956308841705322,0.5089084028907958,10.39870834350586,1.0,-89.48876,44100,-86.6020278930664
8840000,1.0,0.1646621756516114,1.52587890625e-05,-86.60204315185547,0.99,13.502180099487305,-86.6020278930664,100,-200.0,,-24.867473602294922,5741.647109031677,200.0,1.0,442,[ 0.013 -0.08  -0.015  0.41   0.772  0.951  0.003  0.074 -0.077],-14.260079383850098,0.1646621756516114,1.0977234840393066,0.1646621756516114,7.4062113761901855,1.0,-89.48876,44200,-86.6020278930664
8860000,1.0,0.40933885183456514,1.52587890625e-05,-86.60204315185547,0.99,15.595532417297363,-86.6020278930664,100,-200.0,,-46.849632263183594,5756.5588483810425,200.0,1.0,443,[ 4.646e-03 -1.946e-02 -6.626e-02  4.093e-01  7.718e-01  9.523e-01
 -3.648e-04 -3.374e-02  3.405e-02],-35.44957733154297,0.40933885183456514,1.095512866973877,0.40933885183456514,6.412092685699463,1.0,-89.48876,44300,-86.6020278930664
8880000,1.0,0.16558823403017456,1.52587890625e-05,-86.60204315185547,0.99,13.787553787231445,-86.6020278930664,100,-200.0,,-25.059181213378906,5771.718944311142,200.0,1.0,444,[-0.03  -0.065  0.014  0.408  0.774  0.951  0.019  0.067 -0.085],-14.340276718139648,0.16558823403017456,1.0978087186813354,0.16558823403017456,7.252918243408203,1.0,-89.48876,44400,-86.6020278930664
