EpisodesSoFar,ReturnStepMax,Weights,InitialReturnMean,EmpiricalD2,MeanIW,TimeElapsed,Iteration,InitialReturnMin,InitialReturnStd,ReturnStepMaxmin,MinIW,ReturnMeanIW,ESSClassic,EpThisIter,StdIWNorm,MinIWNorm,InitialReturnMax,InitialBound,Bound,MaxIW,MeanIWNorm,EpLenMean,EpRewMean,MeanEntropy,ESSRenyi,TimestepsSoFar,StdIW,MaxIWNorm,J_sample_variance
22900,0.86386997,[-0.609  1.585 -1.706],-45.84092,22.000317,0.636884,3275.1254572868347,229,-64.04694,6.579814,0.86386997,0.002555827,-28.434992,23.896864,100,0.011365567,2.5558269e-05,-36.188026,-47.97582,-38.448624,8.381214,0.0063688387,101.84,-71.27190762728452,-0.31223992,4.545389,3636549,1.1365567,0.08381214,2713.9722
23000,0.8587316,[-0.58   1.608 -1.731],-46.32341,1.4056516,0.91649705,3284.7086005210876,230,-74.77695,6.9412117,0.8587316,0.2896575,-42.565266,78.08983,100,0.004854637,0.002896575,-35.983215,-48.815968,-45.520454,2.4450889,0.009164969,103.09,-72.67353570848704,-0.27629903,71.14139,3646858,0.4854637,0.024450889,615.1644
23100,0.86391604,[-0.578  1.611 -1.695],-47.360527,12.1349125,0.51963705,3295.528443813324,231,-70.35994,6.709688,0.86391604,0.014198728,-24.539455,37.28304,100,0.0067396434,0.00014198727,-36.09556,-49.705856,-32.709465,3.6614625,0.005196371,107.81,-75.34496966958046,-0.22834127,8.240685,3657639,0.6739644,0.036614623,1097.1804
23200,0.86432374,[-0.545  1.626 -1.647],-45.10169,9.117725,0.70155764,3305.212512254715,232,-62.039062,6.0064387,0.86432374,0.021433527,-31.793873,27.568933,100,0.011371449,0.00021433526,-36.140633,-47.169655,-38.038223,8.3595295,0.007015575,99.93,-69.46057887136936,-0.15589169,10.967648,3667632,1.1371449,0.08359529,2751.8613
23300,0.85962933,[-0.506  1.633 -1.575],-46.654606,1.1075115,0.96857345,3314.798748731613,233,-69.63526,6.2757764,0.85962933,0.3435461,-45.293808,86.86072,100,0.0037670953,0.0034354609,-36.420105,-48.97578,-47.736576,2.6180143,0.009685735,105.32,-73.40537015289068,-0.16540234,90.29251,3678164,0.37670955,0.026180143,380.74005
23400,0.8546616,[-0.501  1.637 -1.584],-45.055977,11.775161,0.79302263,3323.6205081939697,234,-67.642845,5.891293,0.8546616,0.017910717,-35.107273,36.537422,100,0.010451424,0.00017910717,-36.17964,-47.31073,-42.84448,5.6126437,0.007930227,99.32,-69.23511377826333,-0.10909376,8.492453,3688096,1.0451425,0.056126434,2065.6072
23500,0.86629546,[-0.495  1.617 -1.528],-46.000656,12.287566,0.6520073,3331.3484406471252,235,-67.3736,6.328719,0.86629546,0.013617389,-29.257103,33.883972,100,0.009107699,0.00013617388,-36.459747,-48.246445,-37.1294,4.504226,0.0065200734,102.67,-71.70954405769706,-0.09138638,8.138309,3698363,0.9107698,0.04504226,1732.0485
23600,0.8588272,[-0.419  1.631 -1.51 ],-45.292866,20.798115,0.5763493,3340.996196746826,236,-59.2893,5.26629,0.8588272,0.007853103,-25.56189,30.851788,100,0.0086285155,7.8531026e-05,-36.071957,-47.269173,-34.57484,4.5076118,0.005763494,99.65,-69.43312583133579,-0.079098366,4.808128,3708328,0.8628517,0.045076117,1403.6278
23700,0.86815906,[-0.399  1.601 -1.498],-47.351086,2.6795592,0.79408246,3349.1913368701935,237,-68.03389,6.4906716,0.86815906,0.017960064,-36.690155,45.54004,100,0.008683755,0.00017960064,-36.571785,-49.618874,-40.402393,4.8810043,0.007940825,106.73,-74.92055922046303,-0.13675359,37.319572,3719001,0.86837554,0.048810042,1559.8829
23800,0.85616064,[-0.385  1.59  -1.556],-45.49879,10.705267,0.69420594,3357.751754760742,238,-68.80383,6.771844,0.85616064,0.004146551,-31.172031,25.346167,100,0.011914017,4.1465508e-05,-36.08262,-47.79224,-38.675987,8.281088,0.00694206,101.23,-70.62780654668808,-0.12902844,9.341196,3729124,1.1914017,0.08281088,3286.9363
23900,0.8622203,[-0.436  1.614 -1.548],-47.191193,8.234038,0.72427285,3368.140426635742,239,-70.7238,7.781302,0.8622203,0.0060196784,-32.5932,33.523884,100,0.010199006,6.0196784e-05,-36.088615,-49.54865,-39.357937,5.702263,0.0072427285,106.33,-75.10117385014891,-0.13316987,12.144709,3739757,1.0199007,0.057022627,1940.4479
24000,0.8559043,[-0.506  1.6   -1.552],-46.84815,18.612688,0.6598863,3377.8877289295197,240,-67.4747,6.8837047,0.8559043,0.00081914675,-29.76351,21.568464,100,0.0125836,8.191468e-06,-36.10903,-49.0973,-39.46692,8.774734,0.0065988638,105.17,-73.93553727701307,-0.16623147,5.372679,3750274,1.25836,0.087747335,2890.6619
24100,0.8565649,[-0.512  1.628 -1.585],-45.606277,11.363957,0.5432541,3387.9166564941406,241,-62.660156,5.9942923,0.8565649,0.0010148118,-24.538471,26.250654,100,0.009105671,1.0148118e-05,-36.31833,-47.69495,-31.579483,5.920743,0.00543254,101.56,-70.65432208731771,-0.21389057,8.799751,3760430,0.91056705,0.05920743,2095.1536
24200,0.85952574,[-0.45   1.643 -1.633],-46.15832,6.849738,0.7572585,3398.110723733902,242,-63.803772,5.558714,0.85952574,0.026514575,-34.962303,18.655739,100,0.015812531,0.00026514573,-36.01537,-48.28511,-40.528545,14.718238,0.0075725843,103.31,-71.77103184342384,-0.1779729,14.599098,3770761,1.5812532,0.14718238,5540.8965
24300,0.8566785,[-0.437  1.66  -1.597],-46.472866,16.707958,0.524096,3406.670974969864,243,-65.11442,6.101848,0.8566785,0.006615366,-24.181684,27.731016,100,0.008460653,6.6153654e-05,-36.05453,-48.64335,-33.053604,4.4339366,0.00524096,103.76,-72.55301178783178,-0.17464785,5.985172,3781137,0.84606534,0.044339366,1509.0896
24400,0.8644139,[-0.477  1.638 -1.594],-45.692238,15.440522,0.53584576,3417.359516620636,244,-64.025925,6.9563193,0.8644139,0.0031583721,-25.540375,26.945885,100,0.0088229915,3.158372e-05,-36.08797,-47.826427,-33.926582,5.4454937,0.0053584576,102.08,-71.22602691665291,-0.17211959,6.4764647,3791345,0.8822992,0.054454938,2244.2805
24500,0.86362076,[-0.484  1.664 -1.591],-44.85338,1.235636,0.958064,3427.968741416931,245,-70.56773,6.244865,0.86362076,0.29695296,-42.79954,79.34735,100,0.0048878305,0.0029695295,-36.291798,-47.20563,-45.41429,3.665972,0.009580641,99.25,-69.03375129371881,-0.15405083,80.929985,3801270,0.4887831,0.036659718,513.6244
24600,0.8609606,[-0.507  1.664 -1.573],-45.35945,4.6654167,0.786607,3437.584722995758,246,-60.10132,5.8974495,0.8609606,0.024069633,-35.72523,25.586788,100,0.013414514,0.00024069633,-36.10147,-47.36283,-40.05244,11.826115,0.007866072,100.26,-69.87757322847843,-0.15246592,21.434313,3811296,1.3414514,0.11826114,3549.8052
24700,0.8630215,[-0.429  1.658 -1.571],-45.84881,8.790338,0.51179117,3447.6108927726746,247,-66.4627,5.427943,0.8630215,0.028780462,-23.428396,37.381886,100,0.0066238753,0.0002878046,-36.460007,-48.064228,-29.996796,4.1871552,0.005117911,102.14,-70.9647701664269,-0.09532396,11.376127,3821510,0.66238755,0.04187155,995.8545
24800,0.8613224,[-0.411  1.675 -1.514],-46.210693,11.491036,0.6040494,3457.5389924049377,248,-71.55415,5.9915676,0.8613224,0.012884529,-27.803186,37.63885,100,0.0077751954,0.00012884529,-36.241627,-48.595833,-35.88843,5.157882,0.006040494,102.81,-71.99040592223406,-0.035025284,8.7024355,3831791,0.7775196,0.05157882,1352.521
24900,0.862078,[-0.476  1.688 -1.454],-45.387974,12.690016,0.70357156,3468.3887474536896,249,-68.29475,5.8988314,0.862078,0.0019394214,-31.380028,24.030214,100,0.012509786,1.9394214e-05,-36.00885,-47.664467,-39.489586,9.179615,0.0070357155,100.82,-70.08754983440042,-0.027243458,7.880211,3841873,1.2509786,0.091796145,3024.0198
25000,0.86346287,[-0.492  1.717 -1.446],-45.300663,9.714199,0.756012,3476.6845285892487,250,-66.272606,6.7443295,0.86346287,0.014444472,-33.506584,35.733387,100,0.010138747,0.00014444473,-35.96544,-47.509758,-40.39178,5.3020926,0.007560121,99.28,-69.8655276787281,0.05721076,10.2942095,3851801,1.0138749,0.053020924,2005.9926
25100,0.85437155,[-0.453  1.71  -1.362],-45.34037,18.892319,0.696943,3486.256795167923,251,-58.90119,4.9945292,0.85437155,0.0011733472,-30.363794,27.575071,100,0.011294914,1.1733472e-05,-36.11859,-47.30374,-38.89765,8.319339,0.0069694305,100.66,-69.71893212303519,0.07035932,5.2931566,3861867,1.1294914,0.083193384,2318.0083
25200,0.85835195,[-0.46   1.743 -1.349],-44.587906,21.697527,0.5884721,3494.6813967227936,252,-63.414513,5.71427,0.85835195,0.009552291,-27.037922,33.934868,100,0.008210866,9.5522904e-05,-36.146393,-46.70172,-36.88421,4.8139567,0.005884722,97.67,-68.02617231592536,0.09769723,4.60882,3871634,0.8210866,0.048139565,1524.8756
25300,0.86058754,[-0.384  1.767 -1.321],-44.393612,12.503611,0.6724028,3504.249925851822,253,-60.583267,4.965883,0.86058754,0.0075877234,-29.685875,33.22235,100,0.009533007,7.587723e-05,-30.995934,-46.413055,-36.826714,6.223841,0.0067240284,97.62,-67.46233708649874,0.148315,7.9976897,3881396,0.95330065,0.06223841,1846.1288
25400,0.86427295,[-0.438  1.746 -1.271],-46.043392,18.360418,0.5482792,3513.58620595932,254,-66.92033,6.4120255,0.86427295,0.0007972713,-24.147125,27.109015,100,0.008990459,7.972713e-06,-36.051224,-48.27407,-33.705368,5.859036,0.0054827924,102.55,-71.69604690417647,0.11425524,5.446499,3891651,0.89904594,0.05859036,1575.8611
25500,0.8617704,[-0.479  1.713 -1.305],-44.809887,10.389639,0.67260337,3522.3402047157288,255,-60.52677,5.777104,0.8617704,0.0064298417,-29.744509,25.0252,100,0.011642008,6.4298416e-05,-36.05737,-46.827442,-36.2477,8.250457,0.0067260345,97.89,-68.39357978507877,0.15697636,9.624973,3901440,1.1642009,0.08250456,2695.7092
25600,0.8541589,[-0.497  1.685 -1.262],-45.4059,14.323775,0.65366113,3530.265862226486,256,-62.891094,5.1525073,0.8541589,0.009777805,-29.14534,35.20415,100,0.008868074,9.7778044e-05,-35.86432,-47.50227,-37.079422,6.4898295,0.0065366114,100.45,-69.8016845113039,0.25226068,6.9813995,3911485,0.8868074,0.0648983,1508.8547
25700,0.8580047,[-0.538  1.683 -1.167],-45.865147,2.9587128,0.7993257,3538.745092153549,257,-59.795982,5.6320734,0.8580047,0.025923187,-36.711483,45.346157,100,0.0087753385,0.00025923186,-36.479645,-47.858337,-40.13997,4.6877737,0.007993257,101.73,-70.94160872846842,0.23014177,33.79848,3921658,0.8775339,0.046877734,1847.5613
25800,0.8526664,[-0.449  1.67  -1.189],-45.657455,19.42259,0.5629274,3549.0805909633636,258,-60.97197,5.3033466,0.8526664,0.0036347925,-26.282202,16.93296,100,0.0124681005,3.6347923e-05,-36.101894,-47.68986,-35.2392,11.14353,0.0056292736,100.57,-70.25156247630716,0.2010957,5.148644,3931715,1.2468101,0.111435294,3987.488
25900,0.86153316,[-0.478  1.631 -1.218],-45.911064,11.103498,0.56517625,3558.130652666092,259,-66.168915,5.9397917,0.86153316,0.02865149,-25.356232,37.5273,100,0.0072921445,0.0002865149,-36.462578,-48.116695,-32.705814,4.52894,0.0056517627,102.27,-71.2811916270852,0.24615493,9.00617,3941942,0.72921443,0.0452894,1045.8693
26000,0.8635018,[-0.543  1.608 -1.173],-45.881607,19.059298,0.6907378,3568.4527406692505,260,-59.50138,5.4719834,0.8635018,0.0012118552,-31.335482,23.92959,100,0.012315541,1.2118552e-05,-36.128197,-47.864986,-39.994312,6.0646763,0.0069073774,101.52,-70.93110401347279,0.24505088,5.2467833,3952094,1.231554,0.06064676,3051.849
26100,0.85918677,[-0.574  1.65  -1.174],-45.27306,7.8801427,0.760083,3577.8540875911713,261,-58.50567,5.0419455,0.85918677,0.0030752416,-34.769936,26.865429,100,0.012540807,3.0752413e-05,-36.109543,-47.223244,-40.244427,8.184995,0.0076008304,100.45,-69.62003232985735,0.3322577,12.690125,3962139,1.2540808,0.08184995,3431.8074
26200,0.86278474,[-0.576  1.642 -1.087],-45.9538,13.794541,0.62435627,3587.5078296661377,262,-61.285927,5.978592,0.86278474,0.0054914174,-28.577238,21.364939,100,0.01197815,5.4914173e-05,-36.300087,-47.996662,-36.164642,8.287169,0.0062435633,101.52,-71.17615188270807,0.3198838,7.249244,3972291,1.197815,0.08287169,3350.8342
26300,0.8516127,[-0.613  1.601 -1.099],-46.05907,10.962969,0.70937884,3596.372555732727,263,-62.549496,5.763244,0.8516127,0.008104419,-32.32302,27.543314,100,0.011505603,8.104419e-05,-35.927986,-48.14406,-39.22648,8.501962,0.0070937877,103.12,-71.72040113419294,0.40057847,9.121616,3982603,1.1505604,0.08501962,2534.2175
26400,0.8585894,[-0.543  1.607 -1.018],-46.739536,13.50513,0.5524448,3604.0495188236237,264,-65.18887,5.5801206,0.8585894,0.019597355,-26.131004,28.786745,100,0.008689066,0.00019597355,-36.48969,-48.912495,-34.116493,6.246089,0.005524448,104.04,-72.98070444867015,0.45100293,7.404594,3993007,0.8689067,0.06246089,1820.4341
26500,0.85852426,[-0.574  1.571 -0.968],-46.39219,13.702112,0.6557547,3613.816858291626,265,-62.13058,5.311126,0.85852426,0.0025210304,-30.580618,24.821617,100,0.011412292,2.5210304e-05,-36.009964,-48.463207,-38.24678,5.912058,0.006557547,103.98,-72.29415501028299,0.44534895,7.298145,4003405,1.1412293,0.059120577,2929.433
26600,0.8595811,[-0.639  1.53  -0.974],-47.121025,21.413515,0.55883616,3621.7115626335144,266,-59.494934,5.1096287,0.8595811,0.014389716,-26.694862,44.422012,100,0.0062508183,0.00014389715,-36.42675,-49.10419,-35.871902,3.6708283,0.005588362,105.92,-73.96364828228951,0.5322637,4.669948,4013997,0.6250818,0.036708284,989.2702
26700,0.86036843,[-0.656  1.557 -0.887],-47.202026,15.999094,0.5460561,3630.889590024948,267,-62.03969,5.6397176,0.86036843,0.0052793045,-25.441494,23.95234,100,0.009729853,5.2793042e-05,-36.181202,-49.270016,-33.71322,7.537006,0.0054605603,106.73,-74.49289002016187,0.52993417,6.250354,4024670,0.97298527,0.07537006,2069.854
26800,0.8646608,[-0.686  1.507 -0.889],-48.49276,20.28313,0.58959967,3641.080792427063,268,-61.65567,5.8372865,0.8646608,0.002118367,-27.80132,31.976974,100,0.008599367,2.1183669e-05,-36.259483,-50.54795,-37.05723,4.8668756,0.005895996,110.39,-77.70093214049935,0.5434294,4.9302053,4035709,0.8599368,0.048668757,1588.7876
26900,0.8633622,[-0.638  1.454 -0.876],-48.705,11.450881,0.6188262,3649.5431723594666,269,-67.68592,5.742236,0.8633622,0.019818135,-28.977364,34.715034,100,0.008486262,0.00019818134,-36.488644,-50.9612,-36.612144,5.0778856,0.0061882627,110.99,-78.20765317738056,0.63479674,8.732952,4046808,0.8486262,0.050778855,1470.5543
27000,0.8560951,[-0.613  1.453 -0.784],-47.762352,18.474289,0.57633936,3658.8914880752563,270,-60.900185,5.340598,0.8560951,0.010241166,-27.217876,33.26634,100,0.008162972,0.00010241166,-36.18314,-49.792362,-35.94319,5.704388,0.005763394,108.05,-75.7069412215054,0.69823545,5.412928,4057613,0.8162971,0.05704388,1480.7938
27100,0.8638594,[-0.575  1.494 -0.721],-48.87061,5.603903,0.79263765,3668.8698029518127,271,-69.8365,6.5992093,0.8638594,0.011186594,-38.289658,45.79528,100,0.008623485,0.00011186594,-36.14697,-51.198494,-43.800354,4.2027907,0.007926376,112.03,-79.04587108701467,0.72016436,17.844706,4068816,0.86234856,0.042027906,1750.6946
27200,0.8568505,[-0.722  1.527 -0.699],-47.233868,20.766079,0.48273355,3678.2926898002625,272,-64.33028,5.566851,0.8568505,0.009783238,-22.458149,36.548527,100,0.0063605313,9.783238e-05,-35.970474,-49.37821,-32.229877,4.316419,0.004827335,106.28,-74.46897843390703,0.74546057,4.8155456,4079444,0.6360532,0.04316419,840.9017
27300,0.8666704,[-0.707  1.464 -0.673],-48.65721,13.962622,0.5745849,3689.1488926410675,273,-63.02119,5.791937,0.8666704,0.019485312,-26.640291,33.094048,100,0.008169804,0.00019485311,-35.82715,-50.757915,-34.489914,4.8733416,0.0057458496,110.98,-78.09490864098072,0.8222839,7.1619787,4090542,0.8169804,0.048733413,1281.0787
27400,0.8610522,[-0.755  1.499 -0.597],-48.595303,3.5756588,0.8735564,3698.2054858207703,274,-61.69105,5.079591,0.8610522,0.05087594,-41.724167,34.648098,100,0.011997213,0.0005087594,-36.46534,-50.651676,-45.61264,8.300429,0.008735564,112.15,-78.14379599109292,0.8897372,27.966875,4101757,1.1997213,0.08300429,3050.4077
27500,0.8630669,[-0.721  1.494 -0.529],-50.126907,6.1957827,0.8418546,3708.040603160858,275,-63.74743,5.6289973,0.8630669,0.030401966,-42.783222,30.8477,100,0.012604597,0.00030401966,-41.24832,-52.251823,-48.07242,8.117673,0.008418544,117.03,-82.25317428216339,0.9693977,16.14001,4113460,1.2604598,0.08117673,4459.374
27600,0.85834986,[-0.737  1.494 -0.45 ],-49.784256,12.111767,0.61165446,3718.8167345523834,276,-67.848564,5.9962173,0.85834986,0.0075639174,-31.525692,21.899525,100,0.011550893,7.5639175e-05,-36.10696,-52.04587,-39.39657,9.253425,0.006116544,115.84,-81.48904840826988,0.9968106,8.2564335,4125044,1.1550894,0.092534244,3747.9675
27700,0.86186916,[-0.715  1.424 -0.422],-51.145527,17.727123,0.5938766,3729.226888656616,277,-63.325066,4.807857,0.86186916,0.0047239917,-30.556719,36.444813,100,0.007842487,4.7239915e-05,-41.638237,-53.256367,-39.444096,3.7898834,0.0059387656,121.26,-85.05824394062161,1.0380272,5.641073,4137170,0.7842487,0.03789883,1654.841
27800,0.85935974,[-0.765  1.358 -0.381],-53.368458,17.930622,0.46868744,3740.799875974655,278,-69.9202,6.0615997,0.85935974,0.00070981926,-23.734484,23.378353,100,0.008485005,7.0981923e-06,-40.667774,-55.69913,-33.60362,4.5940156,0.0046868743,130.97,-92.50585903599858,0.982667,5.577051,4150267,0.8485006,0.045940153,1776.87
27900,0.8643292,[-0.807  1.431 -0.436],-51.682606,26.765478,0.39887863,3750.133020877838,279,-65.205475,5.0243416,0.8643292,2.2908294e-05,-20.244747,17.283094,100,0.00872624,2.2908294e-07,-40.304745,-53.856125,-31.48951,5.488999,0.003988786,123.92,-86.84091035231948,0.8623094,3.736156,4162659,0.87262404,0.05488999,1933.4524
28000,0.85936475,[-0.705  1.432 -0.557],-49.05976,13.273223,0.6327191,3759.0023036003113,280,-70.494415,5.368581,0.85936475,0.007995526,-31.25177,36.107063,100,0.008416689,7.995526e-05,-40.6165,-51.409576,-39.812714,4.8460455,0.0063271904,112.85,-79.28836780831217,0.9450585,7.533965,4173944,0.8416689,0.048460454,1824.8169
28100,0.8619294,[-0.727  1.402 -0.474],-50.913105,27.98475,0.5514915,3766.640382051468,281,-63.531326,5.911816,0.8619294,0.00021965794,-27.513565,19.176876,100,0.011321858,2.1965793e-06,-36.607635,-53.03082,-38.716385,8.451538,0.005514914,120.91,-84.84093923434615,0.88343245,3.5733747,4186035,1.1321857,0.08451538,3059.9426
28200,0.86440444,[-0.748  1.329 -0.536],-51.74249,24.307955,0.52950937,3775.926210641861,282,-68.93599,5.3350687,0.86440444,0.00017764317,-27.234806,20.570053,100,0.010405143,1.7764318e-06,-41.29808,-54.04035,-38.564,6.4123225,0.005295093,123.53,-86.99740012601018,0.79001397,4.1138797,4198388,1.0405143,0.06412322,3012.4001
28300,0.8597914,[-0.756  1.279 -0.629],-51.802753,19.586508,0.6315059,3783.020158290863,283,-64.01065,5.427899,0.8597914,0.027623974,-31.73677,30.074604,100,0.009629304,0.00027623973,-40.34447,-53.936447,-41.17976,5.422206,0.0063150586,122.97,-86.88497690811754,0.8496285,5.1055555,4210685,0.9629304,0.05422206,2202.3418
28400,0.8587084,[-0.875  1.243 -0.569],-51.699776,16.299618,0.6300004,3791.5287261009216,284,-66.60097,5.8364053,0.8587084,0.012272188,-32.61886,33.666245,100,0.008843228,0.00012272187,-40.83422,-53.919807,-41.58175,5.9944696,0.0063000037,123.91,-87.23722277626395,0.9188787,6.1351132,4223076,0.8843228,0.059944697,2156.809
28500,0.8603554,[-0.885  1.201 -0.5  ],-54.62512,26.533371,0.44011468,3803.9568626880646,285,-69.22903,5.8378434,0.8603554,0.00034021935,-23.085445,22.69071,100,0.00812377,3.4021934e-06,-35.99491,-56.932747,-34.9722,5.7294693,0.0044011464,137.48,-96.80613084837795,0.8418682,3.768839,4236824,0.8123771,0.057294693,1870.7046
28600,0.8552158,[-0.857  1.258 -0.577],-52.411488,16.377972,0.52133656,3813.019064426422,286,-68.358696,5.212295,0.8552158,0.0049429806,-26.854372,25.237041,100,0.008973094,4.9429804e-05,-41.03737,-54.69011,-36.075893,5.4995527,0.0052133654,126.16,-88.9799226525426,0.8362257,6.105762,4249440,0.89730936,0.054995526,2133.1472
28700,0.8590682,[-0.614  1.227 -0.583],-52.848095,12.322876,0.6065163,3822.8061380386353,287,-74.959625,5.735216,0.8590682,0.004261628,-31.847712,21.675154,100,0.011529519,4.2616277e-05,-42.411232,-55.34675,-40.618977,8.286169,0.0060651638,128.81,-90.8466501608491,0.80849946,8.114988,4262321,1.152952,0.08286169,3804.8708
28800,0.8655528,[-0.661  1.168 -0.611],-53.970234,22.360561,0.5710159,3831.2080659866333,288,-69.030914,6.310759,0.8655528,0.0044692536,-30.052364,30.655346,100,0.008588188,4.4692533e-05,-41.699986,-56.271267,-40.933235,5.3400784,0.0057101585,132.81,-94.3562583604455,0.83691263,4.47216,4275602,0.8588188,0.05340078,1887.2494
28900,0.8648492,[-0.688  1.108 -0.582],-56.33674,5.984469,0.7709994,3841.4176609516144,289,-68.986435,5.1168494,0.8648492,0.0065759555,-42.3422,22.340712,100,0.014374814,6.575955e-05,-46.00053,-58.63628,-47.967625,10.636461,0.0077099935,142.66,-101.49506703197956,0.7533491,16.70992,4289868,1.4374815,0.10636461,5563.423
29000,0.862517,[-0.682  1.116 -0.666],-54.80125,15.587377,0.69520676,3852.2833852767944,290,-75.36595,6.4852715,0.862517,0.000847445,-39.567535,27.324743,100,0.011337812,8.47445e-06,-42.37367,-57.31345,-49.48591,6.296002,0.006952068,137.66,-97.66915565088391,0.7555416,6.4154477,4303634,1.1337812,0.06296002,4603.314
29100,0.86405915,[-0.652  1.057 -0.663],-55.357124,4.967483,0.85477805,3864.503963947296,291,-77.0148,5.761652,0.86405915,0.05825796,-47.053596,31.55522,100,0.012588904,0.0005825796,-41.801968,-57.924282,-52.775246,9.501988,0.00854778,139.64,-99.12851277813316,0.8144765,20.130919,4317598,1.2588904,0.095019884,4453.8853
29200,0.8651656,[-0.74   1.056 -0.604],-56.08447,29.803583,0.5286066,3873.357490301132,292,-70.50688,6.2887144,0.8651656,4.021685e-05,-28.797829,23.286505,100,0.009594366,4.021685e-07,-40.31835,-58.434696,-41.628357,4.859663,0.0052860654,143.68,-101.92140111222864,0.7352482,3.3553011,4331966,0.9594365,0.048596628,2586.8967
29300,0.8620533,[-0.927  1.084 -0.684],-55.440487,27.4283,0.44074196,3885.5372443199158,293,-71.4931,5.9285293,0.8620533,0.00035120675,-24.036446,19.860117,100,0.008853558,3.5120675e-06,-40.92859,-57.82358,-36.517242,5.877751,0.004407419,141.3,-99.7774771104753,0.62598294,3.6458693,4346096,0.88535583,0.058777507,2280.9426
29400,0.86855567,[-0.992  1.071 -0.793],-54.55326,18.65191,0.63126606,3897.177916288376,294,-71.00609,6.0529985,0.86855567,0.0029634528,-33.366623,30.237585,100,0.009588477,2.9634528e-05,-41.24711,-56.920128,-43.588627,6.3108363,0.006312659,136.65,-96.63786506116391,0.65967834,5.361381,4359761,0.95884776,0.06310836,2391.6917
29500,0.8595738,[-0.871  1.102 -0.759],-54.908222,17.594799,0.62772596,3905.8378570079803,295,-71.637924,5.817629,0.8595738,0.0034712686,-32.99536,30.509386,100,0.009473629,3.4712684e-05,-41.359657,-57.296158,-43.011814,6.851495,0.0062772594,138.28,-97.6353812161088,0.6684179,5.683498,4373589,0.947363,0.06851494,2389.597
29600,0.8562992,[-0.815  1.151 -0.751],-52.142666,24.002773,0.5450944,3919.0813097953796,296,-72.346985,5.8680654,0.8562992,0.00095911266,-29.15418,25.802776,100,0.009243413,9.591126e-06,-41.189545,-54.55423,-40.969078,4.2171645,0.0054509426,126.63,-88.92704401493073,0.6050057,4.1661854,4386252,0.92434126,0.042171646,2712.3694
29700,0.85148257,[-0.925  1.197 -0.814],-51.812424,21.681822,0.48386544,3930.4997515678406,297,-65.837204,5.183331,0.85148257,0.0025558197,-25.490246,38.875492,100,0.0060672844,2.5558196e-05,-40.853764,-54.006992,-35.709,3.5302482,0.0048386543,123.9,-87.14394076541066,0.6141597,4.612159,4398642,0.60672843,0.035302483,1114.0303
29800,0.86216325,[-0.995  1.25  -0.805],-51.39699,25.312963,0.35895172,3941.0421788692474,298,-64.71178,5.562724,0.86216325,0.0007039076,-17.85571,22.086926,100,0.0067417645,7.0390756e-06,-36.6689,-53.554047,-28.708303,3.5182948,0.003589517,122.02,-85.91421773210168,0.5087798,3.9505448,4410844,0.6741764,0.03518295,1061.094
29900,0.8625116,[-0.979  1.217 -0.91 ],-51.563976,22.792648,0.49061242,3950.8437898159027,299,-66.57582,6.169809,0.8625116,0.00026876683,-26.368574,14.734103,100,0.011802237,2.6876683e-06,-40.9034,-53.783165,-36.96337,8.245872,0.004906124,122.58,-86.6310569190979,0.4646822,4.3873796,4423102,1.1802237,0.08245871,4567.284
30000,0.85920477,[-0.924  1.168 -0.954],-52.50947,12.753889,0.73786575,3961.808089494705,300,-63.915554,5.271316,0.85920477,0.019930007,-38.058907,30.31073,100,0.011188249,0.00019930006,-40.763767,-54.639996,-45.66754,6.591665,0.0073786583,126.4,-89.17470072284341,0.54733586,7.8407454,4435742,1.1188248,0.06591665,3445.214
30100,0.86172867,[-0.911  1.152 -0.872],-51.464073,7.2433643,0.7133844,3972.9316279888153,301,-67.34063,6.141573,0.86172867,0.015542102,-35.36324,17.066334,100,0.015726026,0.00015542102,-40.966846,-53.708755,-41.40448,14.08039,0.007133844,123.27,-86.8323279865086,0.54236764,13.805739,4448069,1.5726023,0.1408039,5330.8833
30200,0.8654816,[-0.937  1.194 -0.877],-51.778378,7.255948,0.6850847,3982.7996101379395,302,-70.28165,5.8527164,0.8654816,0.0047079516,-34.753654,31.844961,100,0.010022426,4.7079513e-05,-40.46464,-54.121094,-41.064213,5.668914,0.006850847,124.47,-87.56842880919575,0.47691694,13.781796,4460516,1.0022427,0.056689136,2543.7231
30300,0.8621288,[-0.968  1.225 -0.942],-51.63877,26.729311,0.3744181,3992.2059631347656,303,-67.17836,5.586753,0.8621288,8.27574e-05,-18.69355,17.924913,100,0.008011872,8.2757396e-07,-40.707134,-53.87805,-30.27071,5.5787888,0.0037441815,123.19,-86.80792346790433,0.3733336,3.7412112,4472835,0.8011872,0.055787887,1500.6141
30400,0.8623919,[-0.884  1.242 -1.046],-51.055984,25.579401,0.3559312,4001.4758026599884,304,-64.556145,6.160676,0.8623919,0.00073327974,-17.575237,18.79965,100,0.007397247,7.3327974e-06,-40.71168,-53.207855,-28.45856,3.8551702,0.0035593123,121.07,-85.23207247167825,0.2719726,3.9093957,4484942,0.73972476,0.038551703,1283.8314
