Iteration,InitialReturnMean,StdIWNorm,InitialReturnMin,EpLenMean,InitialReturnStd,J_sample_variance,EmpiricalD2,EpThisIter,MaxIWNorm,MeanEntropy,EpisodesSoFar,TimeElapsed,OptimizationReturnMax,OptimizationReturnMean,MeanIWNorm,EpRewMean,Weights,ReturnStepMaxmin,TimestepsSoFar,InitialReturnMax,MinIW,MaxIW,ESSClassic,ReturnMeanIW,ESSRenyi,Bound,VarianceInit,InitialBound,LearnableVariance,ReturnStepMax,MinIWNorm,StdIW,MeanIW,OptimizationReturnMin
386,446.1501,0.030850299,334.24185,48.12,72.88003,367403.9,2.4469695,100,0.2829998,-0.32547292,38600,2968.616755247116,365.91232,111.908226,0.014067075,446.1500757738665,[-0.208  0.522  0.004 -0.011  0.01  -0.101  0.592 -0.307  0.     0.  0.    -1.758],9.359998,1755321,700.1542,0.07370456,28.299982,17.212822,620.9835,40.866875,292.41254,-1,236.10382,True,9.359998,0.0007370456,3.08503,1.4067078,
387,458.08298,0.029628547,332.20218,49.4,75.16097,412678.16,2.1328003,100,0.29432744,-0.32660222,38700,2975.9226751327515,441.65878,125.88078,0.014794451,458.08296132388483,[-0.206  0.521  0.006 -0.006  0.018 -0.104  0.59  -0.296  0.     0.  0.    -1.744],9.359962,1760261,773.86096,0.08742483,29.432743,19.957191,694.0567,46.886715,355.0102,-1,225.92467,True,9.359962,0.0008742483,2.9628546,1.479445,
388,449.02325,0.0057931533,313.22986,48.42,71.87263,150701.88,1.2131866,100,0.049046464,-0.3286018,38800,2985.5242245197296,402.26904,135.79337,0.01098688,449.02323239121614,[-2.139e-01  5.183e-01  1.013e-03 -1.060e-02  1.317e-02 -1.096e-01  5.655e-01 -3.055e-01  0.000e+00  0.000e+00  0.000e+00 -1.746e+00],9.359994,1765103,715.4989,0.3928581,4.9046464,78.24583,503.5152,82.42755,267.08987,-1,234.3736,True,9.359994,0.003928581,0.57931536,1.0986878,
389,453.8143,0.0020081867,312.22504,48.98,85.56552,112754.92,1.0336095,100,0.016211025,-0.32816702,38900,2992.5168244838715,682.72284,141.58926,0.010320183,453.8142927551224,[-0.209  0.52   0.002 -0.012  0.013 -0.103  0.573 -0.305  0.     0.  0.    -1.748],9.359938,1770001,994.9479,0.51874596,1.6211026,96.351685,466.71033,96.74834,163.25146,-1,155.32993,True,9.359938,0.0051874593,0.20081866,1.0320183,
390,458.15277,0.0027708197,324.8122,49.44,80.71645,123048.89,1.0704856,100,0.020205297,-0.32770085,39000,2999.562212705612,379.7381,133.34059,0.010398429,458.1527827077569,[-2.112e-01  5.180e-01  9.914e-04 -1.147e-02  1.381e-02 -1.038e-01  5.657e-01 -3.050e-01  0.000e+00  0.000e+00  0.000e+00 -1.747e+00],9.359992,1774945,704.5503,0.5861969,2.0205297,93.37034,475.9594,93.41555,257.2721,-1,246.78769,True,9.359992,0.0058619687,0.277082,1.0398427,
391,449.35486,0.002331738,284.58432,48.52,77.64187,102482.02,1.0610954,100,0.01708123,-0.32048035,39100,3006.6134192943573,391.51437,164.77051,0.010533059,449.3548167064994,[-2.121e-01  5.204e-01  1.671e-03 -1.051e-02  1.294e-02 -9.882e-02  5.638e-01 -3.004e-01  0.000e+00  0.000e+00  0.000e+00 -1.747e+00],9.359982,1779797,676.0987,0.58729786,1.7081231,95.32832,477.04208,94.24223,268.10834,-1,246.52524,True,9.359982,0.0058729784,0.23317382,1.053306,
392,433.2939,0.0030752686,294.6825,46.74,67.81982,105551.18,1.10061,100,0.017503064,-0.3235505,39200,3014.4615886211395,342.17773,138.61137,0.010578357,433.2938731684481,[-2.130e-01  5.225e-01  6.374e-04 -9.206e-03  1.364e-02 -9.726e-02  5.588e-01 -3.018e-01  0.000e+00  0.000e+00  0.000e+00 -1.739e+00],9.359994,1784471,636.8602,0.4505246,1.7503064,92.207184,456.3129,90.8587,255.87396,-1,242.2358,True,9.359994,0.004505246,0.3075269,1.0578357,
393,453.87946,0.001949321,285.0943,48.99,87.91885,96824.44,1.0408263,100,0.015889676,-0.32170415,39300,3021.0585815906525,547.2378,168.7852,0.010288342,453.87949055468454,[-2.140e-01  5.230e-01  1.494e-03 -8.789e-03  1.395e-02 -9.385e-02  5.573e-01 -2.947e-01  0.000e+00  0.000e+00  0.000e+00 -1.742e+00],9.359784,1789370,832.3321,0.6711073,1.5889677,96.53456,467.2829,96.07751,212.5371,-1,204.17987,True,9.359784,0.0067110728,0.1949321,1.0288342,
394,457.5847,0.022484172,342.0427,49.33,76.55788,305426.9,1.9130278,100,0.20919292,-0.32121283,39400,3028.195293903351,431.19394,115.542015,0.012889522,457.5847114644837,[-0.215  0.524  0.002 -0.009  0.017 -0.092  0.557 -0.291  0.     0.  0.    -1.741],9.359956,1794303,773.23663,0.13404168,20.919292,24.735037,584.7802,52.273155,263.9359,-1,225.61368,True,9.359956,0.0013404168,2.2484174,1.2889522,
395,457.65915,0.004644265,306.62427,49.37,75.03683,125902.13,1.1925747,100,0.027910236,-0.32379532,39500,3036.8435275554657,382.6093,151.03485,0.010950643,457.65911973113293,[-0.215  0.521  0.003 -0.007  0.02  -0.097  0.571 -0.306  0.     0.  0.    -1.74 ],9.359961,1799240,689.2336,0.22043574,2.7910237,84.75521,499.23343,83.85219,273.43002,-1,250.88905,True,9.359961,0.0022043574,0.4644265,1.0950643,
396,438.0509,0.0022818986,322.23535,47.21,65.45472,115546.695,1.0460811,100,0.020651085,-0.32186815,39600,3044.345299243927,339.27222,115.81554,0.010156988,438.05088496318626,[-2.203e-01  5.219e-01  1.099e-03 -5.309e-03  1.758e-02 -8.936e-02  5.612e-01 -3.023e-01  0.000e+00  0.000e+00  0.000e+00 -1.743e+00],9.359981,1803961,661.50757,0.69530356,2.0651085,95.19517,448.47327,95.59489,245.50005,-1,239.59862,True,9.359981,0.0069530355,0.22818984,1.0156987,
397,458.60043,0.019248614,303.59134,49.45,96.082115,262922.1,1.6660408,100,0.1510287,-0.3216545,39700,3053.124135017395,731.87427,155.0091,0.01353783,458.6004342849116,[-2.188e-01  5.198e-01  1.220e-03 -7.871e-03  1.526e-02 -8.896e-02  5.602e-01 -2.993e-01  0.000e+00  0.000e+00  0.000e+00 -1.741e+00],9.359836,1808906,1035.4656,0.20437065,15.102869,33.094757,612.73535,60.02254,211.77658,-1,147.96075,True,9.359836,0.0020437064,1.9248616,1.353783,
398,452.5439,0.007147337,275.63208,48.86,89.36906,131528.75,1.225418,100,0.050553598,-0.29677948,39800,3060.332948207855,479.57043,176.91183,0.011481263,452.5439165895285,[-2.182e-01  5.206e-01  9.004e-04 -2.393e-03  1.746e-02 -9.528e-02  5.709e-01 -3.127e-01  0.000e+00  0.000e+00  0.000e+00 -1.741e+00],9.359984,1813792,755.2025,0.38588578,5.05536,72.07032,522.68317,81.60481,271.8836,-1,225.98314,True,9.359984,0.0038588576,0.7147337,1.1481261,
399,449.17993,0.003743396,266.15588,48.47,89.05422,93904.49,1.1118068,100,0.03266747,-0.30075407,39900,3069.7858171463013,507.438,183.02411,0.010630059,449.17998267561086,[-2.209e-01  5.216e-01  2.283e-04 -1.039e-03  1.575e-02 -9.494e-02  5.558e-01 -3.115e-01  0.000e+00  0.000e+00  0.000e+00 -1.716e+00],9.359969,1818639,773.5939,0.22267137,3.266747,88.96709,472.49536,89.94369,227.78694,-1,217.10182,True,9.359969,0.0022267138,0.3743396,1.0630058,
400,464.8111,0.0034262757,312.6521,50.13,82.77644,125718.39,1.1161375,100,0.021000925,-0.30372703,40000,3078.968400001526,395.14587,152.15901,0.010697535,464.8111101566628,[-2.196e-01  5.250e-01 -8.106e-04 -7.398e-06  1.568e-02 -9.047e-02  5.522e-01 -3.111e-01  0.000e+00  0.000e+00  0.000e+00 -1.720e+00],9.359975,1823652,707.798,0.4808183,2.1000926,90.696075,499.44913,89.594696,275.11807,-1,252.47171,True,9.359975,0.004808183,0.34262758,1.0697535,
401,464.15793,0.005067014,294.0845,50.08,87.79841,125766.63,1.1821355,100,0.03468179,-0.30958956,40100,3086.1248219013214,476.07382,170.0734,0.010790819,464.1578816528591,[-2.207e-01  5.266e-01 -1.461e-04  1.804e-06  1.677e-02 -8.328e-02  5.515e-01 -3.071e-01  0.000e+00  0.000e+00  0.000e+00 -1.723e+00],9.359991,1828660,770.1583,0.30438203,3.468179,81.93409,512.2957,84.592674,261.08688,-1,233.11041,True,9.359991,0.0030438202,0.5067014,1.079082,
402,448.9326,0.0018825991,303.52838,48.4,85.02653,106006.63,1.0341697,100,0.01545545,-0.31246847,40200,3093.7955935001373,544.8223,145.40416,0.010208715,448.932531990931,[-0.221  0.525 -0.002 -0.002  0.016 -0.08   0.539 -0.306  0.     0.  0.    -1.729],9.359927,1833500,848.3507,0.6294397,1.545545,96.711105,459.22385,96.69593,200.40698,-1,194.42732,True,9.359927,0.006294397,0.18825991,1.0208716,
403,455.26007,0.00914062,295.23334,49.15,82.920395,162280.56,1.3900604,100,0.06878183,-0.29179785,40300,3102.527719974518,422.24084,160.0267,0.011381423,455.2600385110509,[-2.211e-01  5.231e-01 -2.973e-03 -1.576e-03  1.635e-02 -7.935e-02  5.360e-01 -3.083e-01  0.000e+00  0.000e+00  0.000e+00 -1.731e+00],9.359997,1838415,717.4742,0.303875,6.878183,60.790363,519.0281,71.939316,265.25568,-1,240.01776,True,9.359997,0.00303875,0.914062,1.1381423,
404,450.02512,0.002521124,266.62347,48.54,99.66387,95871.14,1.0636219,100,0.025130732,-0.28443938,40400,3109.3991606235504,523.5638,183.40163,0.010431455,450.02510030028907,[-0.226  0.52  -0.009  0.007  0.009 -0.076  0.521 -0.311  0.     0.  0.    -1.711],9.359949,1843269,790.18726,0.6305722,2.5130732,94.4812,474.1965,94.01837,229.7156,-1,212.96892,True,9.359949,0.006305722,0.2521124,1.0431455,
405,444.50186,0.0017190967,314.6212,47.93,86.35168,113694.11,1.0270592,100,0.018329266,-0.2822115,40500,3118.0106313228607,421.3931,129.88068,0.01011269,444.5018655165301,[-0.228  0.52  -0.011  0.005  0.01  -0.08   0.514 -0.316  0.     0.  0.    -1.703],9.359978,1848062,736.0143,0.6553707,1.8329268,97.19138,453.2323,97.36537,229.46056,-1,223.69759,True,9.359978,0.006553707,0.17190966,1.0112691,
406,462.93076,0.003210761,257.62338,49.89,97.57343,90663.586,1.088882,100,0.027245054,-0.288025,40600,3124.8665947914124,605.7202,205.30734,0.010556307,462.93073750156145,[-0.23   0.519 -0.01   0.005  0.008 -0.08   0.517 -0.314  0.     0.  0.    -1.701],9.359968,1853051,863.3436,0.512275,2.7245054,91.53228,490.2733,91.83732,220.00485,-1,203.92767,True,9.359968,0.0051227496,0.32107607,1.0556306,
407,466.12277,0.0024099525,275.26663,50.25,93.21254,92669.86,1.0497715,100,0.019096997,-0.2910012,40700,3132.762748003006,545.9132,190.85614,0.01029743,466.122756150272,[-0.231  0.517 -0.012  0.002  0.005 -0.081  0.514 -0.316  0.     0.  0.    -1.707],9.359987,1858076,821.1799,0.6677855,1.9096998,94.80722,479.8006,95.25882,227.39038,-1,219.7688,True,9.359987,0.0066778553,0.24099526,1.029743,
408,452.9654,0.0042143525,293.96088,48.89,81.03852,120082.25,1.156647,100,0.02606704,-0.29371727,40800,3140.8279433250427,429.24408,159.00452,0.010758745,452.96539832796816,[-0.23   0.515 -0.012  0.005  0.007 -0.083  0.514 -0.316  0.     0.  0.    -1.71 ],9.359986,1862965,723.20496,0.26451626,2.6067042,86.69717,496.92978,86.4568,263.59308,-1,236.00389,True,9.359986,0.0026451626,0.42143524,1.0758744,
409,451.0212,0.006254095,256.93588,48.7,82.30841,112815.59,1.2642767,100,0.036907952,-0.29788294,40900,3147.68634557724,447.70792,194.08531,0.011491263,451.02119708028533,[-2.339e-01  5.181e-01 -1.092e-02  8.147e-04  1.919e-03 -8.232e-02  5.204e-01 -3.182e-01  0.000e+00  0.000e+00  0.000e+00 -1.713e+00],9.359652,1867835,704.6438,0.32190624,3.6907952,77.14824,519.14343,79.0966,281.45288,-1,239.62805,True,9.359652,0.0032190622,0.62540954,1.1491263,
410,465.70898,0.0019874468,323.3851,50.24,89.588326,121702.32,1.0347359,100,0.017725931,-0.2938505,41000,3157.2203977108,469.77792,142.32385,0.010252539,465.70894209368106,[-0.234  0.521 -0.01   0.007  0.006 -0.085  0.53  -0.318  0.     0.  0.    -1.717],9.359992,1872859,793.163,0.6409732,1.7725933,96.37834,476.3112,96.64301,234.26486,-1,227.76003,True,9.359992,0.006409732,0.19874468,1.025254,
411,464.2443,0.0019459492,275.4863,50.09,95.289856,95533.46,1.0358101,100,0.017419606,-0.29761058,41100,3164.691749572754,548.8041,188.75797,0.010248407,464.2442721892686,[-0.234  0.522 -0.009  0.006  0.005 -0.082  0.532 -0.315  0.     0.  0.    -1.713],9.359982,1877868,824.2904,0.57514477,1.7419608,96.52009,480.37167,96.54279,228.69582,-1,216.95715,True,9.359982,0.0057514478,0.1945949,1.0248408,
412,477.4114,0.0036409853,322.29514,51.46,97.46043,139081.08,1.1192688,100,0.023042025,-0.30223393,41200,3172.9467005729675,581.1023,155.11629,0.010652935,477.4114150506617,[-0.235  0.523 -0.008  0.004  0.004 -0.08   0.538 -0.315  0.     0.  0.    -1.717],9.3598175,1883014,903.39746,0.29487708,2.3042026,89.54032,512.47595,89.34405,225.74982,-1,206.39221,True,9.3598175,0.0029487708,0.36409855,1.0652934,
413,458.41898,0.0017958839,313.2879,49.42,72.68845,110991.695,1.0393395,100,0.0148027055,-0.3055916,41300,3180.281881570816,375.17853,145.13109,0.010261137,458.4190045525034,[-2.347e-01  5.200e-01 -9.300e-03  2.723e-04  3.946e-05 -7.972e-02  5.322e-01 -3.161e-01  0.000e+00  0.000e+00  0.000e+00 -1.721e+00],9.359987,1887956,688.46643,0.5861908,1.4802706,97.02789,470.37695,96.21495,259.8136,-1,251.87909,True,9.359987,0.005861908,0.17958839,1.0261137,
414,467.67966,0.0040580984,303.01422,50.45,83.76179,118403.38,1.1188849,100,0.030703932,-0.30102208,41400,3188.6785893440247,480.0534,164.66544,0.010733774,467.6796570599153,[-2.351e-01  5.207e-01 -9.488e-03 -1.474e-03 -3.838e-04 -7.629e-02  5.325e-01 -3.156e-01  0.000e+00  0.000e+00  0.000e+00 -1.725e+00],9.359958,1893001,783.0676,0.40565002,3.0703933,87.49401,500.55667,89.374695,252.06421,-1,232.75938,True,9.359958,0.0040565003,0.40580985,1.0733775,
415,452.53027,0.072628774,303.3521,48.83,103.92449,2558591.8,3.468492,100,0.7334089,-0.28843665,41500,3195.6644172668457,707.33466,149.17818,0.01802587,452.5302844278301,[-2.356e-01  5.230e-01 -8.066e-03 -3.005e-03 -1.074e-03 -7.958e-02  5.400e-01 -3.155e-01  0.000e+00  0.000e+00  0.000e+00 -1.720e+00],9.359962,1897884,1010.68677,0.049044497,73.3409,5.8024883,834.96173,28.830973,270.27423,-1,149.32428,True,9.359962,0.00049044495,7.262878,1.802587,
416,450.50613,0.0037162597,286.08844,48.58,79.32511,104631.22,1.0946999,100,0.03197727,-0.28239104,41600,3203.730633497238,505.94318,164.41766,0.01068017,450.50609052576453,[-0.237  0.526 -0.01   0.002  0.002 -0.065  0.523 -0.311  0.     0.  0.    -1.707],9.36,1902742,792.0316,0.45658496,3.1977272,89.20007,476.4157,91.34924,227.8099,-1,212.8966,True,9.36,0.0045658494,0.371626,1.0680171,
417,460.04773,0.0068214266,303.40015,49.61,93.502144,140725.7,1.1658149,100,0.061928414,-0.26141745,41700,3210.72257232666,583.40137,156.64764,0.011389088,460.04779161288354,[-0.241  0.525 -0.013  0.002  0.003 -0.066  0.511 -0.309  0.     0.  0.    -1.701],9.35998,1907703,886.8015,0.28790206,6.1928415,73.59792,516.3032,85.77691,229.0516,-1,194.00735,True,9.35998,0.0028790205,0.68214273,1.1389089,
418,456.12943,0.005816596,303.1817,49.19,89.16535,136589.22,1.2330707,100,0.032793425,-0.2679103,41800,3220.727574825287,470.86322,152.94771,0.01123814,456.129404970965,[-0.246  0.528 -0.012  0.004  0.003 -0.058  0.516 -0.309  0.     0.  0.    -1.68 ],9.35991,1912622,774.0449,0.33013102,3.2793424,78.871475,511.8562,81.09835,253.99774,-1,223.91597,True,9.35991,0.0033013101,0.5816597,1.123814,
419,442.6654,0.0035935724,266.79816,47.76,84.84495,95826.305,1.1092744,100,0.02333053,-0.27228215,41900,3228.0030767917633,432.25665,175.86723,0.0106229065,442.6653870409326,[-0.246  0.527 -0.011  0.007  0.008 -0.06   0.529 -0.316  0.     0.  0.    -1.687],9.359912,1917398,699.0548,0.44746867,2.333053,89.7314,470.01886,90.14902,249.14111,-1,232.94894,True,9.359912,0.0044746865,0.35935727,1.0622905,
420,452.63257,0.0038812743,314.46967,48.8,71.602936,127222.805,1.1367431,100,0.028116738,-0.27607304,42000,3235.398378133774,401.78485,138.16293,0.010657457,452.63259995586145,[-0.243  0.526 -0.01   0.006  0.006 -0.062  0.54  -0.319  0.     0.  0.    -1.691],9.35988,1922278,716.2545,0.23489223,2.8116739,88.29011,491.50082,87.97063,262.40363,-1,237.75629,True,9.35988,0.0023489222,0.38812742,1.0657458,
421,460.96988,0.0032925685,284.77374,49.72,88.44291,107515.39,1.097249,100,0.019599527,-0.28016663,42100,3242.6647119522095,448.7218,176.19617,0.01051494,460.9698999603545,[-0.237  0.525 -0.01   0.004  0.003 -0.059  0.543 -0.32   0.     0.  0.    -1.695],9.359975,1927250,733.49554,0.42386445,1.9599527,91.0704,489.68298,91.13702,259.1828,-1,240.92123,True,9.359975,0.0042386446,0.32925686,1.0514941,
422,476.55103,0.007703088,322.58142,51.41,99.756546,216534.0,1.3663625,100,0.04533777,-0.29185492,42200,3252.4470703601837,486.47766,153.96959,0.011961008,476.55101066137513,[-2.409e-01  5.266e-01 -9.091e-03  1.954e-03 -7.769e-04 -5.769e-02  5.450e-01 -3.163e-01  0.000e+00  0.000e+00  0.000e+00 -1.699e+00],9.359993,1932391,809.0591,0.10618456,4.533777,70.6835,576.82996,73.18702,293.11356,-1,233.83325,True,9.359993,0.0010618456,0.77030885,1.196101,
423,453.89853,0.07901557,293.71045,49.01,98.26373,1629505.8,4.088521,100,0.7961352,-0.29092407,42300,3262.158994913101,518.18567,160.18805,0.018796165,453.89850536152045,[-0.237  0.52  -0.012 -0.004 -0.007 -0.061  0.53  -0.319  0.     0.  0.    -1.711],9.35995,1937292,811.8961,0.033724565,79.61352,5.3556,841.7116,24.458723,349.2132,-1,210.32968,True,9.35995,0.00033724564,7.901556,1.8796164,
424,455.21057,0.0061057503,286.1209,49.05,82.75569,121446.13,1.2130908,100,0.053741544,-0.2967234,42400,3271.4101741313934,403.36853,169.08972,0.010797591,455.2106366941407,[-2.366e-01  5.262e-01 -6.875e-03  5.435e-03 -8.605e-04 -6.235e-02  5.551e-01 -3.067e-01  0.000e+00  0.000e+00  0.000e+00 -1.710e+00],9.359989,1942197,689.48944,0.19629239,5.3741546,75.77134,495.66748,82.43406,267.84558,-1,248.36382,True,9.359989,0.001962924,0.610575,1.0797591,
425,461.6433,0.0020097177,321.33945,49.79,78.88681,116996.766,1.0372968,100,0.015280738,-0.30136102,42500,3280.407712459564,392.58426,140.3039,0.010263039,461.643335483564,[-2.412e-01  5.298e-01 -5.902e-03  7.341e-04 -5.045e-03 -6.403e-02  5.615e-01 -3.048e-01  0.000e+00  0.000e+00  0.000e+00 -1.716e+00],9.359983,1947176,713.9237,0.47073758,1.5280738,96.30703,472.39496,96.40443,254.26035,-1,247.46622,True,9.359983,0.0047073755,0.20097175,1.0263039,
426,456.1581,0.009493866,303.8505,49.23,87.46427,194727.45,1.5197834,100,0.046842154,-0.32688993,42600,3290.374227285385,387.8149,152.30762,0.01227185,456.15810401363575,[-2.398e-01  5.288e-01 -6.019e-03 -1.451e-03 -3.738e-03 -6.444e-02  5.637e-01 -3.084e-01  0.000e+00  0.000e+00  0.000e+00 -1.720e+00],9.3599615,1952099,691.6654,0.1344734,4.6842155,62.558537,563.76227,65.79885,307.9578,-1,248.65848,True,9.3599615,0.001344734,0.94938666,1.227185,
427,449.20023,0.0016049827,312.4783,48.47,75.119576,110333.0,1.0324857,100,0.014776733,-0.32861426,42700,3298.5730435848236,434.88895,136.72191,0.0102453185,449.20022230045606,[-0.227  0.524 -0.002  0.006  0.002 -0.065  0.571 -0.31   0.     0.  0.    -1.746],9.359973,1956946,747.36725,0.4634888,1.4776733,97.60468,459.7064,96.85364,231.8835,-1,224.99007,True,9.359973,0.004634888,0.16049828,1.0245318,
428,458.08524,0.19729891,294.15384,49.42,81.98551,5713575.0,12.389352,100,1.9647192,-0.31698704,42800,3305.104990005493,357.69193,163.93138,0.033275828,458.08522470480983,[-2.259e-01  5.207e-01 -2.526e-03  6.104e-03  1.345e-03 -6.849e-02  5.729e-01 -3.134e-01  0.000e+00  0.000e+00  0.000e+00 -1.748e+00],9.359903,1961888,651.84576,0.015063936,196.47192,2.76584,1376.462,8.071447,688.142,-1,262.5315,True,9.359903,0.00015063936,19.729895,3.3275824,
429,443.82712,0.026023533,294.05243,47.87,75.44132,1300917.9,2.039453,100,0.26322293,-0.32472235,42900,3312.289094209671,410.81616,149.77464,0.0130515145,443.8270786587446,[-0.223  0.532  0.004 -0.003 -0.011 -0.057  0.602 -0.302  0.     0.  0.    -1.736],9.35999,1966675,704.8686,0.03757094,26.322294,20.09778,640.63275,49.032753,338.64716,-1,232.36646,True,9.35999,0.00037570938,2.6023536,1.3051513,
430,449.6344,0.0022558006,266.37878,48.5,86.09476,85746.18,1.0505679,100,0.018130979,-0.32411122,43000,3319.039806365967,469.0666,183.25563,0.010364338,449.63441188327783,[-0.214  0.53   0.004 -0.009 -0.018 -0.051  0.607 -0.303  0.     0.  0.    -1.744],9.359974,1971525,735.4454,0.5625587,1.813098,95.47708,462.45807,95.186615,236.31477,-1,229.0008,True,9.359974,0.005625587,0.22558008,1.0364338,
431,446.2494,0.008846473,294.1221,48.14,84.303566,173242.44,1.2823486,100,0.082895875,-0.3286561,43100,3325.858936071396,367.5095,152.12729,0.010953796,446.24939129922103,[-0.211  0.527  0.005 -0.012 -0.019 -0.049  0.61  -0.301  0.     0.  0.    -1.743],9.359978,1976339,661.6316,0.18535599,8.289588,60.52369,495.94327,77.98191,271.17212,-1,247.75989,True,9.359978,0.0018535599,0.8846474,1.0953796,
432,446.90027,0.0036981758,257.3818,48.19,83.777916,93203.44,1.125969,100,0.023802454,-0.32691863,43200,3333.092090845108,454.843,189.51848,0.010558938,446.9002814726911,[-0.206  0.527  0.007 -0.009 -0.015 -0.044  0.611 -0.29   0.     0.  0.    -1.748],9.359951,1981158,712.2248,0.3248053,2.3802454,89.073456,479.53934,88.812386,252.81322,-1,233.23285,True,9.359951,0.003248053,0.36981755,1.0558938,
433,452.06754,0.0033723416,275.71176,48.79,96.63263,105032.13,1.1002307,100,0.021912076,-0.32756138,43300,3341.4971170425415,502.105,176.35576,0.010381365,452.06752058407955,[-0.205  0.523  0.006 -0.007 -0.013 -0.041  0.608 -0.293  0.     0.  0.    -1.746],9.3599205,1986037,777.8168,0.4045372,2.1912076,90.45479,476.1464,90.89003,231.38641,-1,218.72252,True,9.3599205,0.004045372,0.33723417,1.0381365,
434,456.12347,0.06938041,294.09146,49.21,104.56283,5078167.5,5.4369745,100,0.6409272,-0.32690126,43400,3348.266701698303,570.7528,162.032,0.019299889,456.1234623303255,[-0.209  0.524  0.005 -0.004 -0.009 -0.041  0.603 -0.291  0.     0.  0.    -1.747],9.359947,1990958,864.8443,0.030158833,64.09272,7.1823483,996.5807,18.392582,391.6051,-1,196.6702,True,9.359947,0.00030158833,6.9380407,1.9299889,
435,461.12524,0.0027005046,312.57434,49.77,76.16437,121730.63,1.081427,100,0.019825634,-0.33280554,43500,3357.617481946945,432.8086,148.5509,0.0106228795,461.1252452649803,[-0.207  0.528  0.006 -0.005 -0.011 -0.043  0.629 -0.312  0.     0.  0.    -1.746],9.359967,1995935,745.38293,0.45758405,1.9825635,93.92974,490.23215,92.47041,257.69128,-1,237.51038,True,9.359967,0.0045758407,0.27005047,1.0622879,
436,456.77664,0.0058068736,284.76178,49.26,97.60022,149507.45,1.1943955,100,0.049090147,-0.33835945,43600,3364.5871646404266,572.33563,172.01485,0.0108820805,456.77662897752117,[-0.207  0.524  0.005 -0.004 -0.012 -0.046  0.627 -0.318  0.     0.  0.    -1.752],9.35998,2000861,857.0974,0.291779,4.9090147,77.83625,509.9101,83.72436,228.89767,-1,199.6474,True,9.35998,0.00291779,0.5806874,1.088208,
437,453.87476,0.0015854433,312.84088,48.96,83.99217,109533.14,1.0212215,100,0.01568274,-0.34391636,43700,3370.7706956863403,421.96075,141.03389,0.0101635,453.8747746026939,[-2.106e-01  5.263e-01  5.522e-03 -5.935e-05 -1.102e-02 -4.665e-02  6.266e-01 -3.111e-01  0.000e+00  0.000e+00  0.000e+00 -1.757e+00],9.359861,2005757,734.80164,0.66575253,1.5682741,97.62442,459.72253,97.92195,236.95529,-1,233.43431,True,9.359861,0.006657525,0.15854433,1.0163502,
438,472.17944,0.004209318,303.68103,50.91,90.087036,129771.17,1.155755,100,0.029208595,-0.34794438,43800,3377.272439956665,455.85596,168.49841,0.010896767,472.17944721959407,[-2.140e-01  5.253e-01  6.406e-03 -7.237e-04 -1.259e-02 -4.367e-02  6.263e-01 -3.096e-01  0.000e+00  0.000e+00  0.000e+00 -1.763e+00],9.359981,2010848,759.537,0.49291846,2.9208596,87.01552,519.4609,86.52352,274.4964,-1,244.31839,True,9.359981,0.0049291844,0.42093182,1.0896766,
439,443.93433,0.0054222606,275.5713,47.9,98.16715,119326.54,1.1999089,100,0.030037953,-0.34072804,43900,3383.6600437164307,507.55768,168.36305,0.01101197,443.93433376299845,[-0.209  0.524  0.008  0.002 -0.011 -0.042  0.63  -0.302  0.     0.  0.    -1.767],9.359991,2015638,783.12897,0.31172204,3.0037954,80.48582,488.40353,83.33966,231.05087,-1,208.99562,True,9.359991,0.0031172202,0.5422261,1.101197,
440,466.75574,0.09576681,305.78418,50.34,88.74565,12636488.0,3.2972593,100,0.9713542,-0.3428047,44000,3392.4652066230774,393.38306,160.97157,0.019779572,466.7557441787422,[-0.204  0.52   0.007  0.006 -0.006 -0.045  0.623 -0.303  0.     0.  0.    -1.76 ],9.35993,2020672,699.16724,0.056252252,97.13542,4.0913024,1109.5244,30.328218,728.6526,-1,257.00558,True,9.35993,0.0005625225,9.576681,1.977957,
441,455.43243,0.013114236,294.36514,49.11,85.35661,197557.02,1.7078999,100,0.07360691,-0.33583128,44100,3400.6896443367004,476.73166,161.06725,0.0127302315,455.4323857460339,[-0.202  0.522  0.007  0.003 -0.009 -0.035  0.624 -0.303  0.     0.  0.    -1.762],9.359988,2025583,771.0968,0.20616046,7.360691,48.514484,581.1772,58.55144,278.86102,-1,224.10335,True,9.359988,0.0020616045,1.3114237,1.273023,
442,469.5788,0.0035354109,333.392,50.66,86.37431,140081.9,1.11092,100,0.01939684,-0.34580645,44200,3408.0032436847687,384.0283,136.18681,0.010639913,469.5788091812643,[-0.2    0.523  0.009  0.007 -0.009 -0.044  0.639 -0.31   0.     0.  0.    -1.755],9.3598585,2030649,717.4203,0.33025062,1.939684,90.05692,502.0031,90.01549,275.15442,-1,254.35272,True,9.3598585,0.0033025062,0.3535411,1.0639913,
443,483.0515,0.0048937304,341.87506,52.1,92.297844,165110.19,1.1861564,100,0.032053214,-0.34512258,44300,3415.3226385116577,567.81415,141.17647,0.011017641,483.05153037659124,[-0.204  0.524  0.01   0.008 -0.008 -0.046  0.645 -0.314  0.     0.  0.    -1.765],9.359962,2035859,909.6892,0.1607601,3.2053213,83.52203,536.6467,84.305916,239.42175,-1,210.14478,True,9.359962,0.0016076011,0.48937303,1.1017641,
